id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/16/value
2813666127,480,61,2,50,13,4q0b35m26thti4c2on9a3npk0,0,41.9,26.7,2025-05-11T16:12:47.080Z,2025-05-11T16:12:47Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5721089385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666267,453,1,2,50,14,80hgdmpkvdrhw1ge9nks2kxvy,1,41.8,81.5,2025-05-11T16:12:47.707Z,2025-05-11T16:12:55Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721090211,56,Back,5721090215,141,60.6,5721090217,212,25.2,5721090219,213,3.74,5721090213,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666339,454,1,2,50,21,80hgdmpkvdrhw1ge9nks2kxvy,1,24.1,57.8,2025-05-11T16:12:54.820Z,2025-05-11T16:12:59Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721090653,141,54.0,5721090661,213,6.15,5721090657,212,19.1,5721090651,140,42.1,5721090649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666383,455,1,2,50,26,80hgdmpkvdrhw1ge9nks2kxvy,1,43.7,39.4,2025-05-11T16:12:59.627Z,2025-05-11T16:13:02Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721090883,140,52.3,5721090879,56,Center,5721090889,213,5.41,5721090887,212,14.1,5721090885,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666427,456,1,2,50,28,80hgdmpkvdrhw1ge9nks2kxvy,1,55.8,23.4,2025-05-11T16:13:02.157Z,2025-05-11T16:13:04Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5721091155,212,33.3,5721091157,213,2.09,5721091159,1,,5721091149,140,40.0,5721091147,56,Back,5721091153,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666473,457,1,2,50,30,80hgdmpkvdrhw1ge9nks2kxvy,1,43.8,57.6,2025-05-11T16:13:04.347Z,2025-05-11T16:13:07Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721091363,213,0.93,5721091355,56,Center,5721091357,140,52.1,5721091359,141,74.7,5721091361,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666525,458,1,2,50,33,80hgdmpkvdrhw1ge9nks2kxvy,1,57.4,75.0,2025-05-11T16:13:07.011Z,2025-05-11T16:13:09Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721091637,141,56.3,5721091635,140,49.5,5721091641,213,4.13,5721091639,212,15.2,5721091633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666577,459,1,2,50,36,80hgdmpkvdrhw1ge9nks2kxvy,1,49.7,56.3,2025-05-11T16:13:09.651Z,2025-05-11T16:13:12Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721091983,212,14.6,5721091981,141,35.5,5721091985,213,4.96,5721091977,56,Center,5721091979,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666629,460,1,2,50,39,80hgdmpkvdrhw1ge9nks2kxvy,1,52.8,38.2,2025-05-11T16:13:12.540Z,2025-05-11T16:13:15Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721092243,213,5.40,5721092237,140,62.3,5721092235,56,Right,5721092241,212,15.7,5721092239,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666671,461,1,2,50,42,80hgdmpkvdrhw1ge9nks2kxvy,1,56.3,17.9,2025-05-11T16:13:15.635Z,2025-05-11T16:13:19Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721092501,141,19.4,5721092493,56,Right,5721092497,140,67.2,5721092505,212,11.5,5721092509,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666687,462,1,2,50,45,80hgdmpkvdrhw1ge9nks2kxvy,0,66.2,19.1,2025-05-11T16:13:18.828Z,2025-05-11T16:13:20Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5721092629,233,482,5721092583,213,2.78,5721092627,236,,5721092581,212,4.8,5721092633,286,,5721092575,56,Center,5721092577,140,61.9,5721092579,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666685,482,74,2,50,45,4q0b35m26thti4c2on9a3npk0,1,36.4,74.2,2025-05-11T16:13:18.829Z,2025-05-11T16:13:22Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5721092765,233,462,5721092565,56,Back,5721092567,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666729,463,61,2,50,46,80hgdmpkvdrhw1ge9nks2kxvy,1,61.9,21.6,2025-05-11T16:13:19.818Z,2025-05-11T16:13:22Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5721092807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666771,484,1,2,50,47,4q0b35m26thti4c2on9a3npk0,1,34.3,70.0,2025-05-11T16:13:21.321Z,2025-05-11T16:13:24Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721093045,213,0.99,5721093043,212,14.8,5721093039,140,42.0,5721093041,141,88.3,5721093037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666783,485,1,2,50,50,4q0b35m26thti4c2on9a3npk0,0,42.0,88.3,2025-05-11T16:13:24.081Z,2025-05-11T17:11:35Z,biibwjyc33yv901fetordsv84,N. Semmen,,,5721159281,236,,5721093113,141,72.3,5721093121,213,4.89,5721093111,140,43.9,5721159291,286,,5721159283,233,464,5721093109,56,Back,5721093117,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666821,464,74,2,50,50,80hgdmpkvdrhw1ge9nks2kxvy,1,52.3,28.9,2025-05-11T16:13:24.082Z,2025-05-11T17:13:21Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721093329,285,,5721093327,56,Center,5721159319,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666861,465,1,2,50,52,80hgdmpkvdrhw1ge9nks2kxvy,0,57.8,32.9,2025-05-11T16:13:26.107Z,2025-05-11T17:11:33Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721093585,212,4.8,5721093575,56,Center,5721093577,140,59.5,5721093589,213,1.19,5721093581,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813679641,617,1,2,50,53,4q0b35m26thti4c2on9a3npk0,1,40.7,59.5,2025-05-11T16:13:26.957Z,2025-05-11T16:26:29Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721165069,212,6.5,5721165063,140,37.0,5721165067,141,67.1,5721165059,56,Back,5721165073,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666943,486,1,2,50,55,4q0b35m26thti4c2on9a3npk0,1,29.9,67.8,2025-05-11T16:13:28.825Z,2025-05-11T17:10:37Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721094007,213,5.14,5721094005,212,28.2,5721094001,140,41.0,5721093999,56,Back,5721094003,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667021,487,1,2,50,58,4q0b35m26thti4c2on9a3npk0,1,62.2,19.2,2025-05-11T16:13:32.113Z,2025-05-11T17:11:31Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5721094483,212,17.4,5721094479,140,73.9,5721094477,56,Right,5721094485,213,5.49,5721094481,141,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667031,488,61,2,51,1,4q0b35m26thti4c2on9a3npk0,0,73.9,1.0,2025-05-11T16:13:35.513Z,2025-05-11T17:11:29Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5721094545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667253,467,4,2,51,12,80hgdmpkvdrhw1ge9nks2kxvy,1,12.5,94.8,2025-05-11T16:13:45.668Z,2025-05-11T17:13:29Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721095673,152,,5721095847,233,489,5721095669,13,,5721095675,265,,5721095677,285,,5721095671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667273,489,4,2,51,12,4q0b35m26thti4c2on9a3npk0,0,87.5,5.2,2025-05-11T16:13:45.669Z,2025-05-11T18:18:34Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5721095865,233,467,5721095743,56,Right,5721095741,13,,5721095749,286,,5721095745,152,,5721095747,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667681,468,1,2,51,35,80hgdmpkvdrhw1ge9nks2kxvy,1,7.7,88.9,2025-05-11T16:14:09.332Z,2025-05-11T16:14:10Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5721098001,140,16.2,5721098005,212,29.7,5721098009,213,5.02,5721097999,56,Back,5721097997,152,,5721098003,141,47.3,5721097995,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667745,469,1,2,51,37,80hgdmpkvdrhw1ge9nks2kxvy,1,18.4,38.6,2025-05-11T16:14:10.660Z,2025-05-11T16:14:14Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721098339,141,18.6,5721098341,212,15.5,5721098335,56,Back,5721098337,140,25.4,5721098343,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667803,470,1,2,51,41,80hgdmpkvdrhw1ge9nks2kxvy,1,19.6,19.7,2025-05-11T16:14:14.668Z,2025-05-11T16:14:17Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721098673,140,60.5,5721098679,213,6.14,5721098675,141,10.4,5721098677,212,43.4,5721098681,1,,5721098671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667805,471,61,2,51,44,80hgdmpkvdrhw1ge9nks2kxvy,0,60.5,10.4,2025-05-11T16:14:17.596Z,2025-05-11T16:14:18Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721098691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667833,490,1,2,51,45,4q0b35m26thti4c2on9a3npk0,1,37.4,91.8,2025-05-11T16:14:18.953Z,2025-05-11T16:14:20Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5721098827,141,90.2,5721098825,140,24.2,5721098831,212,13.9,5721098821,56,Back,5721098835,213,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667885,492,1,2,51,46,4q0b35m26thti4c2on9a3npk0,1,24.2,90.2,2025-05-11T16:14:20.322Z,2025-05-11T16:14:23Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721099121,213,5.95,5721099113,56,Center,5721099119,212,29.5,5721099117,141,76.0,5721099115,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667893,493,4,2,51,49,4q0b35m26thti4c2on9a3npk0,1,56.9,76.4,2025-05-11T16:14:22.890Z,2025-05-11T17:13:30Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721099483,233,472,5721099211,13,,5721099219,286,,5721099215,152,,5721099217,265,,5721099213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813667917,472,4,2,51,49,80hgdmpkvdrhw1ge9nks2kxvy,0,43.1,23.6,2025-05-11T16:14:22.891Z,2025-05-11T17:13:30Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5721099419,13,,5721099523,233,493,5721099423,152,,5721099421,56,Back,5721099425,265,,5721099427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668193,494,1,2,52,3,4q0b35m26thti4c2on9a3npk0,1,56.0,79.9,2025-05-11T16:14:36.754Z,2025-05-11T16:14:38Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721100683,5,,5721100689,140,39.9,5721100685,152,,5721100691,141,57.9,5721100687,56,Back,5721100693,212,22.6,5721100717,189,,5721100695,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668239,495,1,2,52,5,4q0b35m26thti4c2on9a3npk0,1,39.9,57.9,2025-05-11T16:14:38.922Z,2025-05-11T16:14:40Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5721100867,56,Back,5721100869,140,38.0,5721100871,141,79.3,5721100873,212,14.7,5721100875,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668259,496,1,2,52,6,4q0b35m26thti4c2on9a3npk0,1,38.0,79.3,2025-05-11T16:14:39.890Z,2025-05-11T16:14:41Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721101001,212,20.7,5721100995,56,Back,5721100997,140,33.3,5721101003,213,4.47,5721100999,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668297,497,1,2,52,7,4q0b35m26thti4c2on9a3npk0,1,33.3,49.7,2025-05-11T16:14:41.162Z,2025-05-11T16:14:43Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5721101171,140,42.8,5721101179,213,5.58,5721101175,212,13.1,5721101169,56,Back,5721101173,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668337,498,1,2,52,9,4q0b35m26thti4c2on9a3npk0,1,42.8,37.3,2025-05-11T16:14:42.818Z,2025-05-11T16:14:44Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721101413,140,41.4,5721101421,212,21.2,5721101417,141,6.2,5721101409,56,Back,5721101425,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668405,499,1,2,52,11,4q0b35m26thti4c2on9a3npk0,1,42.8,14.7,2025-05-11T16:14:44.738Z,2025-05-11T16:14:49Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5721101819,213,2.27,5721101813,140,31.7,5721101815,141,35.2,5721101817,212,18.2,5721101811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668465,500,1,2,52,15,4q0b35m26thti4c2on9a3npk0,1,37.3,42.4,2025-05-11T16:14:49.210Z,2025-05-11T16:14:52Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5721102121,212,24.0,5721102119,141,76.4,5721102117,140,31.0,5721102115,56,Back,5721102123,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668549,501,1,2,52,18,4q0b35m26thti4c2on9a3npk0,1,31.0,76.4,2025-05-11T16:14:52.130Z,2025-05-11T16:14:58Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721102581,56,Back,5721102591,213,1.06,5721102587,141,96.0,5721102585,140,38.1,5721102589,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668535,473,83,2,52,23,80hgdmpkvdrhw1ge9nks2kxvy,0,50.1,35.7,2025-05-11T16:14:57.093Z,2025-05-11T16:15:01Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5721102873,399,67nybn375tyqdqae4m1yk407o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668595,502,1,2,52,24,4q0b35m26thti4c2on9a3npk0,1,38.0,67.6,2025-05-11T16:14:57.818Z,2025-05-11T16:15:00Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721102835,140,28.0,5721102837,141,37.7,5721102833,56,Back,5721102839,212,22.9,5721102841,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668641,503,1,2,52,27,4q0b35m26thti4c2on9a3npk0,1,29.5,39.5,2025-05-11T16:15:00.682Z,2025-05-11T16:15:02Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5721102981,141,59.1,5721102979,140,45.0,5721102985,213,0.69,5721102977,56,Back,5721102983,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668665,504,1,2,52,28,4q0b35m26thti4c2on9a3npk0,1,45.0,59.1,2025-05-11T16:15:02.418Z,2025-05-11T16:15:03Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5721103179,156,,5721103143,140,25.7,5721103139,56,Back,5721103147,212,20.3,5721103145,141,60.0,5721103149,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668789,505,1,2,52,32,4q0b35m26thti4c2on9a3npk0,1,29.2,53.6,2025-05-11T16:15:05.610Z,2025-05-11T16:15:08Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721103763,213,5.32,5721103755,56,Back,5721103757,140,42.0,5721103759,141,25.0,5721103761,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668965,506,1,2,52,34,4q0b35m26thti4c2on9a3npk0,1,46.6,21.3,2025-05-11T16:15:08.331Z,2025-05-11T16:15:17Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721104565,141,4.4,5721104567,212,26.8,5721104563,140,69.7,5721104569,213,5.84,5721104561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813668981,507,1,2,52,43,4q0b35m26thti4c2on9a3npk0,1,68.1,10.3,2025-05-11T16:15:17.075Z,2025-05-11T16:15:18Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5721104627,56,Center,5721104629,140,58.9,5721104631,141,37.7,5721104633,212,21.0,5721104635,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669013,508,1,2,52,44,4q0b35m26thti4c2on9a3npk0,1,58.9,37.7,2025-05-11T16:15:18.234Z,2025-05-11T16:15:19Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5721104725,212,13.4,5721104727,213,1.78,5721104721,140,56.2,5721104723,141,56.9,5721104719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669059,509,1,2,52,46,4q0b35m26thti4c2on9a3npk0,1,56.2,56.9,2025-05-11T16:15:19.571Z,2025-05-11T16:15:21Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721104937,141,83.8,5721104935,140,68.0,5721104941,213,0.98,5721104939,212,22.1,5721104933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669099,510,1,2,52,48,4q0b35m26thti4c2on9a3npk0,1,68.0,83.8,2025-05-11T16:15:21.594Z,2025-05-11T16:15:22Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721105081,141,97.1,5721105077,56,Left,5721105085,213,0.63,5721105079,140,79.8,5721105083,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669119,511,1,2,52,49,4q0b35m26thti4c2on9a3npk0,1,79.8,97.1,2025-05-11T16:15:22.530Z,2025-05-11T16:15:23Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5721105189,140,69.5,5721105191,141,87.1,5721105187,56,Left,5721105193,212,12.8,5721105195,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669153,512,1,2,52,50,4q0b35m26thti4c2on9a3npk0,1,69.5,87.1,2025-05-11T16:15:23.530Z,2025-05-11T16:15:25Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721105361,141,75.1,5721105353,56,Center,5721105357,140,56.3,5721105367,212,16.1,5721105371,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669209,513,1,2,52,51,4q0b35m26thti4c2on9a3npk0,1,56.3,75.1,2025-05-11T16:15:25.162Z,2025-05-11T16:15:27Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721105633,213,5.15,5721105629,141,51.3,5721105631,212,17.9,5721105625,56,Center,5721105627,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669225,514,1,2,52,54,4q0b35m26thti4c2on9a3npk0,0,63.6,51.3,2025-05-11T16:15:27.603Z,2025-05-11T16:15:28Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721105727,141,83.0,5721105725,140,78.8,5721105731,213,0.93,5721105729,212,26.8,5721105723,56,Left,5721105717,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669231,474,8,2,52,55,80hgdmpkvdrhw1ge9nks2kxvy,1,20.9,31.5,2025-05-11T16:15:28.685Z,2025-05-11T16:15:28Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5721105753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669303,476,3,2,52,59,80hgdmpkvdrhw1ge9nks2kxvy,1,35.8,33.8,2025-05-11T16:15:32.621Z,2025-05-11T17:13:47Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5721106095,56,Back,5721106097,286,,5721106131,233,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669309,515,45,2,52,59,4q0b35m26thti4c2on9a3npk0,0,64.2,66.2,2025-05-11T16:15:32.621Z,2025-05-11T17:13:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5721106113,285,,5721106111,56,Center,5721106195,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669355,477,1,2,52,59,80hgdmpkvdrhw1ge9nks2kxvy,1,38.1,28.5,2025-05-11T16:15:33.117Z,2025-05-11T16:15:35Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5721106321,212,16.5,5721106319,141,52.8,5721106317,140,38.6,5721106315,56,Back,5721106323,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669373,478,1,2,53,1,80hgdmpkvdrhw1ge9nks2kxvy,0,38.6,52.8,2025-05-11T16:15:35.388Z,2025-05-11T16:15:36Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721106395,56,Center,5721106413,212,22.1,5721106409,141,63.9,5721106417,213,0.35,5721106403,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669403,516,50,2,53,4,4q0b35m26thti4c2on9a3npk0,1,41.0,28.4,2025-05-11T16:15:37.562Z,2025-05-11T17:13:40Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5721107105,233,479,5721106565,56,Back,5721106567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669463,479,7,2,53,4,80hgdmpkvdrhw1ge9nks2kxvy,1,59.0,71.6,2025-05-11T16:15:37.563Z,2025-05-11T17:13:39Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5721106975,285,,5721106973,56,Center,5721107037,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669527,480,1,2,53,7,80hgdmpkvdrhw1ge9nks2kxvy,0,56.6,82.4,2025-05-11T16:15:41.085Z,2025-05-11T16:15:48Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5721107297,56,Left,5721107301,140,62.7,5721107309,212,14.7,5721107313,213,1.12,5721107305,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669539,481,5,2,53,7,80hgdmpkvdrhw1ge9nks2kxvy,0,61.9,101.5,2025-05-11T16:15:41.411Z,2025-05-11T17:14:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5721107363,56,Left,5721107365,347,,5721107809,233,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669607,517,5,2,53,7,4q0b35m26thti4c2on9a3npk0,1,38.1,-1.5,2025-05-11T16:15:41.411Z,2025-05-11T17:14:33Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5721107727,347,,5721107725,56,Back,5721107795,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669643,518,1,2,53,14,4q0b35m26thti4c2on9a3npk0,1,28.7,0.0,2025-05-11T16:15:47.843Z,2025-05-11T16:15:51Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5721107941,140,27.1,5721107939,56,Back,5721107937,107,,5721107947,213,1.69,5721107945,212,13.8,5721107943,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669659,519,1,2,53,17,4q0b35m26thti4c2on9a3npk0,0,27.1,18.3,2025-05-11T16:15:50.676Z,2025-05-11T16:15:52Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5721108033,56,Right,5721108039,141,14.0,5721108035,140,61.1,5721108047,1,,5721108045,213,6.20,5721108029,155,,5721108043,212,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669695,482,1,2,53,20,80hgdmpkvdrhw1ge9nks2kxvy,0,32.7,85.9,2025-05-11T16:15:53.805Z,2025-05-11T16:15:54Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5721108233,1,,5721108221,157,,5721108225,140,55.3,5721108227,141,76.9,5721108229,212,24.5,5721108223,56,Center,5721108231,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669701,520,1,2,53,20,4q0b35m26thti4c2on9a3npk0,0,33.9,18.2,2025-05-11T16:15:53.867Z,2025-05-11T16:15:54Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5721108265,213,0.41,5721108263,212,11.8,5721108261,141,25.2,5721108259,140,44.2,5721108257,56,Back,5721108255,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
