id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2819039675,315,6,1,40,23,d8w1m5j3jbd1eva8524dv4a20,0,1.3,25.5,2025-05-25T17:56:17.074Z,2025-05-25T19:22:04Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5750913975,233,445,5750913925,73,,5750913923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039659,445,6,1,40,23,6oxoag5c6zbnn09wx08vz4iak,1,98.7,74.5,2025-05-25T17:56:17.074Z,2025-05-25T19:22:04Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5750913747,56,Center,5750913751,73,,5750913939,233,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039853,446,1,1,40,35,6oxoag5c6zbnn09wx08vz4iak,1,99.5,99.5,2025-05-25T17:56:29.107Z,2025-05-25T18:06:04Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750914777,212,25.2,5750914771,56,Left,5750914775,141,83.3,5750914769,6,,5750914779,213,3.59,5750914773,140,77.9,5750952547,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039865,447,1,1,40,36,6oxoag5c6zbnn09wx08vz4iak,1,75.7,83.8,2025-05-25T17:56:29.963Z,2025-05-25T18:06:28Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750914861,212,23.6,5750914857,140,96.6,5750914863,213,5.90,5750914859,141,70.9,5750914855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039887,448,1,1,40,37,6oxoag5c6zbnn09wx08vz4iak,1,96.8,70.9,2025-05-25T17:56:30.994Z,2025-05-25T18:06:29Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750914937,212,13.9,5750914939,213,2.35,5750914935,141,85.4,5750914931,56,Left,5750914933,140,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039891,449,1,1,40,38,6oxoag5c6zbnn09wx08vz4iak,1,92.3,85.6,2025-05-25T17:56:32.202Z,2025-05-25T17:56:33Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750914993,213,3.55,5750914985,56,Left,5750914989,141,79.1,5750914987,140,82.5,5750914991,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039921,450,1,1,40,39,6oxoag5c6zbnn09wx08vz4iak,1,82.2,80.5,2025-05-25T17:56:32.964Z,2025-05-25T17:56:36Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750915213,213,5.74,5750915207,140,93.7,5750915209,141,69.7,5750915205,56,Center,5750915211,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039927,451,1,1,40,42,6oxoag5c6zbnn09wx08vz4iak,0,94.9,75.1,2025-05-25T17:56:36.258Z,2025-05-25T18:07:32Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5750915233,140,94.3,5750915229,155,,5750915239,213,4.48,5750915407,233,316,5750915235,141,71.1,5750915231,56,Center,5750915237,212,2.8,5750915227,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039955,316,11,1,40,44,d8w1m5j3jbd1eva8524dv4a20,0,2.8,44.3,2025-05-25T17:56:38.210Z,2025-05-25T18:14:39Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5750915337,88,,5750915335,56,Back,5750915441,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819052969,365,61,1,40,45,d8w1m5j3jbd1eva8524dv4a20,1,3.5,51.2,2025-05-25T17:56:38.908Z,2025-05-25T18:14:09Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5750989087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819053257,366,12,1,40,45,d8w1m5j3jbd1eva8524dv4a20,1,8.3,50.6,2025-05-25T17:56:39.373Z,2025-05-25T18:14:36Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5750991005,233,452,5750990673,141,47.0,5750991003,397,,5750990675,212,2.5,5750990679,213,4.46,5750990671,140,7.7,5750990667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039973,452,74,1,40,45,6oxoag5c6zbnn09wx08vz4iak,1,94.0,59.4,2025-05-25T17:56:39.374Z,2025-05-25T18:14:36Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750915499,56,Center,5750991075,233,366,5750958191,285,,5750958189,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819039997,317,43,1,40,48,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-25T17:56:41.955Z,2025-05-25T18:14:42Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5750991551,144,51,5750915785,169,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040163,318,5,1,41,2,d8w1m5j3jbd1eva8524dv4a20,1,-0.9,40.4,2025-05-25T17:56:56.610Z,2025-05-25T19:21:30Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5750916657,346,,5750916879,233,453,5750916653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040193,453,5,1,41,2,6oxoag5c6zbnn09wx08vz4iak,0,100.9,59.6,2025-05-25T17:56:56.610Z,2025-05-25T19:21:30Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750916849,346,,5750916847,56,Center,5750916917,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040333,319,1,1,41,11,d8w1m5j3jbd1eva8524dv4a20,0,4.5,58.8,2025-05-25T17:57:04.962Z,2025-05-25T17:57:12Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5750917717,1,,5750917709,140,64.9,5750917705,124,,5750917711,141,83.8,5750917715,213,0.26,5750917713,212,65.7,5750917721,74,,5750917707,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040341,454,44,1,41,17,6oxoag5c6zbnn09wx08vz4iak,1,40.0,15.9,2025-05-25T17:57:10.970Z,2025-05-25T19:20:52Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750917735,56,Back,5750917841,233,320,5750917737,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040339,320,44,1,41,17,d8w1m5j3jbd1eva8524dv4a20,0,60.0,84.1,2025-05-25T17:57:10.971Z,2025-05-25T19:20:52Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750917731,56,Left,5750917733,286,,5750917889,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040359,455,1,1,41,17,6oxoag5c6zbnn09wx08vz4iak,0,43.8,18.0,2025-05-25T17:57:11.369Z,2025-05-25T18:34:47Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750917817,213,5.29,5750917809,141,0.0,5750917805,140,52.2,5750917801,56,Right,5750917813,212,16.2,5750917797,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040395,321,5,1,41,19,d8w1m5j3jbd1eva8524dv4a20,1,46.2,101.7,2025-05-25T17:57:12.976Z,2025-05-25T19:21:30Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750918067,56,Back,5750918069,347,,5750918149,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040363,456,5,1,41,19,6oxoag5c6zbnn09wx08vz4iak,0,53.8,-1.7,2025-05-25T17:57:12.976Z,2025-05-25T19:21:31Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750918181,233,321,5750917829,347,,5750917825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040429,322,1,1,41,22,d8w1m5j3jbd1eva8524dv4a20,0,43.3,100.0,2025-05-25T17:57:16.562Z,2025-05-25T17:57:18Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5750918263,212,27.7,5750918255,107,,5750918265,213,6.04,5750918259,140,68.9,5750918261,141,91.5,5750918257,56,Left,5750918267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040445,457,8,1,41,25,6oxoag5c6zbnn09wx08vz4iak,1,42.1,9.4,2025-05-25T17:57:19.315Z,2025-05-25T17:57:19Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750918345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040457,323,83,1,41,26,d8w1m5j3jbd1eva8524dv4a20,0,61.2,90.3,2025-05-25T17:57:20.498Z,2025-05-25T17:57:24Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750918697,399,gbeebtmqq3qerrs4u7ikq0ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040491,458,61,1,41,28,6oxoag5c6zbnn09wx08vz4iak,0,35.4,15.8,2025-05-25T17:57:22.009Z,2025-05-25T17:57:22Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750918575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040493,324,61,1,41,28,d8w1m5j3jbd1eva8524dv4a20,1,56.7,93.5,2025-05-25T17:57:22.143Z,2025-05-25T17:57:22Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5750918603,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040535,459,1,1,41,29,6oxoag5c6zbnn09wx08vz4iak,0,34.1,25.2,2025-05-25T17:57:23.529Z,2025-05-25T17:57:26Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750918827,212,63.9,5750918819,157,,5750918821,56,Right,5750918831,1,,5750918829,213,6.14,5750918825,141,12.0,5750918823,140,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040611,325,1,1,41,35,d8w1m5j3jbd1eva8524dv4a20,1,6.4,92.1,2025-05-25T17:57:29.641Z,2025-05-25T17:57:32Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5750919277,56,Back,5750919281,141,91.2,5750919285,213,6.25,5750919279,140,23.5,5750919283,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040615,326,61,1,41,36,d8w1m5j3jbd1eva8524dv4a20,1,23.5,91.2,2025-05-25T17:57:30.346Z,2025-05-25T17:57:44Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5750919303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040637,327,5,1,41,37,d8w1m5j3jbd1eva8524dv4a20,0,15.9,101.3,2025-05-25T17:57:31.673Z,2025-05-25T19:21:32Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5750919443,56,Back,5750919497,233,460,5750919445,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040619,460,5,1,41,37,6oxoag5c6zbnn09wx08vz4iak,1,84.1,-1.3,2025-05-25T17:57:31.673Z,2025-05-25T19:21:31Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750919477,233,327,5750919329,347,,5750919327,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040653,461,1,1,41,38,6oxoag5c6zbnn09wx08vz4iak,1,81.6,0.0,2025-05-25T17:57:32.785Z,2025-05-25T18:05:35Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5750919553,140,83.8,5750919555,141,13.4,5750919559,213,1.35,5750919551,56,Right,5750919549,107,,5750919557,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040687,462,1,1,41,41,6oxoag5c6zbnn09wx08vz4iak,1,83.1,12.8,2025-05-25T17:57:35.458Z,2025-05-25T17:57:38Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750919773,140,84.8,5750919771,56,Right,5750919779,213,5.02,5750919775,141,4.4,5750919777,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040695,463,1,1,41,43,6oxoag5c6zbnn09wx08vz4iak,0,87.5,3.4,2025-05-25T17:57:37.472Z,2025-05-25T18:05:45Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5750919853,236,,5750919831,213,2.68,5750919827,141,5.8,5750919859,286,,5750919855,233,328,5750919819,56,Right,5750919823,140,84.4,5750919829,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040675,328,74,1,41,43,d8w1m5j3jbd1eva8524dv4a20,1,12.9,95.4,2025-05-25T17:57:37.473Z,2025-05-25T17:57:39Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5750919709,56,Back,5750919711,285,,5750919893,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040701,329,5,1,41,45,d8w1m5j3jbd1eva8524dv4a20,0,10.2,101.6,2025-05-25T17:57:38.994Z,2025-05-25T19:21:32Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5750919873,56,Back,5750920231,233,464,5750919875,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040747,464,5,1,41,45,6oxoag5c6zbnn09wx08vz4iak,1,89.8,-1.6,2025-05-25T17:57:38.994Z,2025-05-25T19:21:32Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5750920125,347,,5750920123,56,Right,5750920199,233,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040813,465,1,1,41,50,6oxoag5c6zbnn09wx08vz4iak,1,87.5,0.0,2025-05-25T17:57:44.521Z,2025-05-25T17:57:46Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750920501,56,Right,5750920507,212,12.4,5750920503,140,80.8,5750920509,213,2.17,5750920505,141,13.7,5750920499,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040825,466,1,1,41,52,6oxoag5c6zbnn09wx08vz4iak,1,80.1,13.4,2025-05-25T17:57:45.985Z,2025-05-25T17:57:47Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750920619,140,88.3,5750920627,213,6.10,5750920625,212,8.8,5750920617,56,Right,5750920623,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040837,467,1,1,41,52,6oxoag5c6zbnn09wx08vz4iak,0,87.6,13.7,2025-05-25T17:57:46.841Z,2025-05-25T17:57:47Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750920711,212,5.9,5750920707,140,82.4,5750920709,141,10.3,5750920705,56,Right,5750920713,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040859,330,8,1,41,54,d8w1m5j3jbd1eva8524dv4a20,1,13.2,92.4,2025-05-25T17:57:48.082Z,2025-05-25T17:57:48Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750920807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040885,331,5,1,41,54,d8w1m5j3jbd1eva8524dv4a20,0,14.0,100.8,2025-05-25T17:57:48.562Z,2025-05-25T19:21:33Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750920957,347,,5750920955,56,Back,5750921329,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040943,468,5,1,41,54,6oxoag5c6zbnn09wx08vz4iak,1,86.0,-0.8,2025-05-25T17:57:48.562Z,2025-05-25T19:21:33Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750921273,56,Right,5750921275,347,,5750921305,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040987,469,1,1,41,59,6oxoag5c6zbnn09wx08vz4iak,1,86.2,0.0,2025-05-25T17:57:53.281Z,2025-05-25T17:57:56Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750921503,107,,5750921509,141,8.5,5750921505,56,Right,5750921513,213,2.84,5750921511,212,21.0,5750921507,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041019,470,1,1,42,2,6oxoag5c6zbnn09wx08vz4iak,1,69.0,9.2,2025-05-25T17:57:56.505Z,2025-05-25T17:57:58Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750921637,140,70.0,5750921641,212,13.2,5750921635,56,Center,5750921639,141,28.6,5750921645,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041081,471,1,1,42,4,6oxoag5c6zbnn09wx08vz4iak,1,71.3,27.4,2025-05-25T17:57:58.705Z,2025-05-25T17:58:03Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750922003,212,12.5,5750921999,140,63.8,5750921997,56,Right,5750922001,141,13.2,5750922005,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041119,472,1,1,42,9,6oxoag5c6zbnn09wx08vz4iak,1,64.8,23.3,2025-05-25T17:58:03.297Z,2025-05-25T17:58:06Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750922275,140,78.5,5750922279,212,18.7,5750922277,141,5.8,5750922281,213,5.59,5750922271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041145,473,1,1,42,12,6oxoag5c6zbnn09wx08vz4iak,1,83.0,9.5,2025-05-25T17:58:06.345Z,2025-05-25T17:58:07Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750922471,212,12.8,5750922467,140,70.9,5750922473,213,3.23,5750922469,141,7.9,5750922465,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041187,474,1,1,42,13,6oxoag5c6zbnn09wx08vz4iak,1,70.8,7.4,2025-05-25T17:58:07.745Z,2025-05-25T17:58:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750922743,140,87.5,5750922741,56,Right,5750922745,141,5.3,5750922749,213,6.20,5750922747,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041225,475,1,1,42,16,6oxoag5c6zbnn09wx08vz4iak,1,86.8,8.2,2025-05-25T17:58:10.728Z,2025-05-25T17:58:13Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750922965,141,7.9,5750922969,213,3.15,5750922963,140,69.9,5750922967,212,17.7,5750922961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041295,476,1,1,42,18,6oxoag5c6zbnn09wx08vz4iak,1,73.1,8.8,2025-05-25T17:58:12.656Z,2025-05-25T17:58:17Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750923373,213,2.44,5750923369,141,28.9,5750923365,56,Center,5750923371,212,21.3,5750923367,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041349,477,1,1,42,23,6oxoag5c6zbnn09wx08vz4iak,1,66.3,44.0,2025-05-25T17:58:17.521Z,2025-05-25T17:58:21Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5750923671,141,62.4,5750923667,56,Center,5750923673,212,18.4,5750923675,213,2.40,5750923669,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041393,478,1,1,42,27,6oxoag5c6zbnn09wx08vz4iak,1,55.0,63.3,2025-05-25T17:58:21.329Z,2025-05-25T17:58:24Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750923893,141,91.7,5750923895,212,19.6,5750923889,56,Left,5750923891,140,58.2,5750923897,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041423,479,1,1,42,30,6oxoag5c6zbnn09wx08vz4iak,1,61.7,93.2,2025-05-25T17:58:23.929Z,2025-05-25T17:58:26Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750924111,213,3.54,5750924107,141,77.8,5750924105,140,38.3,5750924109,212,26.7,5750924103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041487,480,1,1,42,32,6oxoag5c6zbnn09wx08vz4iak,1,38.6,75.1,2025-05-25T17:58:26.720Z,2025-05-25T17:58:31Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750924481,212,24.0,5750924477,140,35.7,5750924483,213,4.59,5750924479,141,40.1,5750924475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041493,481,1,1,42,37,6oxoag5c6zbnn09wx08vz4iak,1,33.9,46.1,2025-05-25T17:58:31.464Z,2025-05-25T17:58:33Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5750924537,141,25.0,5750924541,213,5.29,5750924539,212,17.1,5750924535,140,42.8,5750924533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041525,482,1,1,42,39,6oxoag5c6zbnn09wx08vz4iak,1,42.8,27.0,2025-05-25T17:58:33.184Z,2025-05-25T17:58:35Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750924705,56,Back,5750924709,141,18.8,5750924713,213,3.71,5750924711,212,10.3,5750924707,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041531,483,1,1,42,40,6oxoag5c6zbnn09wx08vz4iak,0,34.1,18.0,2025-05-25T17:58:34.088Z,2025-05-25T19:22:38Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750924745,213,0.50,5750924739,140,38.7,5750924741,141,21.9,5750924743,212,5.5,5750924737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041523,332,61,1,42,41,d8w1m5j3jbd1eva8524dv4a20,1,62.8,78.5,2025-05-25T17:58:34.985Z,2025-05-25T17:58:35Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750924703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041553,484,1,1,42,42,6oxoag5c6zbnn09wx08vz4iak,1,32.4,19.2,2025-05-25T17:58:36.144Z,2025-05-25T17:58:38Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750924935,213,0.67,5750924927,56,Back,5750924929,140,42.4,5750924933,212,13.4,5750924931,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041569,485,1,1,42,44,6oxoag5c6zbnn09wx08vz4iak,1,40.9,34.3,2025-05-25T17:58:37.969Z,2025-05-25T17:58:40Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750925003,56,Center,5750925005,140,51.1,5750925009,212,16.5,5750925007,141,52.7,5750925011,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041597,486,1,1,42,46,6oxoag5c6zbnn09wx08vz4iak,1,53.6,51.8,2025-05-25T17:58:40.240Z,2025-05-25T17:58:44Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750925163,140,43.2,5750925235,156,,5750925165,141,62.9,5750925169,213,2.54,5750925161,56,Back,5750925167,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041617,487,1,1,42,50,6oxoag5c6zbnn09wx08vz4iak,1,40.7,68.2,2025-05-25T17:58:44.464Z,2025-05-25T17:58:46Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750925293,213,0.69,5750925289,141,87.4,5750925285,56,Left,5750925291,212,20.5,5750925287,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041675,488,1,1,42,52,6oxoag5c6zbnn09wx08vz4iak,1,54.6,82.7,2025-05-25T17:58:46.024Z,2025-05-25T17:58:51Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750925693,213,0.31,5750925679,140,73.4,5750925675,56,Left,5750925689,212,20.7,5750925683,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041713,489,1,1,42,57,6oxoag5c6zbnn09wx08vz4iak,1,86.1,87.4,2025-05-25T17:58:51.656Z,2025-05-25T17:58:54Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5750925937,140,86.0,5750925941,141,62.7,5750925943,212,16.8,5750925945,213,4.71,5750925933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819041719,490,61,1,43,0,6oxoag5c6zbnn09wx08vz4iak,1,86.1,62.7,2025-05-25T17:58:54.081Z,2025-05-25T17:59:19Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750925963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
