id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2798866693,474,1,1,46,3,bsykw9d70ffqe9atosc92n1e9,1,74.4,65.2,2025-04-10T17:46:53.082Z,2025-04-10T19:19:42Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,1.0,,5639620753,212,4.4,5639620747,56,Center,5639620755,213,0.05,5639779185,210,15,5639620751,141,65.5,5639779187,154,,5639620749,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863403,340,45,1,46,7,uqspd1bx7f6mq8ohj50u1k1k,0,5.8,39.5,2025-04-10T17:46:57.490Z,2025-04-10T19:33:33Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639602395,285,,5639602413,233,454,5639602393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863393,454,3,1,46,7,bsykw9d70ffqe9atosc92n1e9,1,94.2,60.5,2025-04-10T17:46:57.490Z,2025-04-10T19:33:32Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5639602333,286,,5639602409,233,340,5639602331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863397,455,15,1,46,8,bsykw9d70ffqe9atosc92n1e9,1,94.8,66.9,2025-04-10T17:46:58.194Z,2025-04-10T19:21:14Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5639602351,56,Center,5639622003,103,5.1,5639779207,55,474,5639779199,72,,5639622001,102,51.9,5639621999,76,,5639621807,65,,5639779203,29,,5639622025,233,341,5639622007,146,99.0,5639621805,22,,5639622009,147,54.0,5639779205,154,,,,,,,,,,,,,,,,,,
2798863409,341,10,1,46,8,uqspd1bx7f6mq8ohj50u1k1k,1,0.6,46.1,2025-04-10T17:46:58.294Z,2025-04-10T19:35:42Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5639602419,178,,5639602423,56,Back,5639622033,233,455,5639602421,182,,5639602417,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863429,342,12,1,46,13,uqspd1bx7f6mq8ohj50u1k1k,1,6.1,39.2,2025-04-10T17:47:03.155Z,2025-04-10T17:49:11Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639602525,167,,5639602499,141,0.0,5639602501,212,29.2,5639602497,140,15.1,5639602503,213,5.04,5639602495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863435,343,5,1,46,13,uqspd1bx7f6mq8ohj50u1k1k,0,17.8,-1.4,2025-04-10T17:47:03.604Z,2025-04-11T17:27:37Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639602593,233,457,5639602505,56,Back,5639602507,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863445,457,5,1,46,13,bsykw9d70ffqe9atosc92n1e9,1,82.2,101.4,2025-04-10T17:47:03.604Z,2025-04-11T17:27:37Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5639602559,347,,5639602587,233,343,5639602557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863457,458,1,1,46,15,bsykw9d70ffqe9atosc92n1e9,1,77.7,100.0,2025-04-10T17:47:05.962Z,2025-04-10T17:49:23Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639602631,213,5.14,5639602625,140,80.3,5639602621,107,,5639602623,56,Left,5639602629,212,6.5,5639608047,189,,5639602627,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863475,459,1,1,46,16,bsykw9d70ffqe9atosc92n1e9,1,80.7,92.3,2025-04-10T17:47:06.730Z,2025-04-10T17:49:25Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5639602691,56,Left,5639602695,141,90.6,5639602699,213,3.52,5639602693,140,77.9,5639602697,212,3.2,5639608171,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863483,460,1,1,46,18,bsykw9d70ffqe9atosc92n1e9,1,78.2,87.4,2025-04-10T17:47:09.065Z,2025-04-10T17:47:10Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639602753,141,88.9,5639602757,213,0.35,5639602755,212,3.0,5639602751,140,80.9,5639602749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863505,461,1,1,46,20,bsykw9d70ffqe9atosc92n1e9,0,83.6,90.0,2025-04-10T17:47:10.258Z,2025-04-10T17:49:53Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639602845,212,11.1,5639602847,213,4.04,5639602839,56,Center,5639602841,140,77.0,5639602843,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863501,344,8,1,46,21,uqspd1bx7f6mq8ohj50u1k1k,1,24.0,32.5,2025-04-10T17:47:11.811Z,2025-04-10T17:47:11Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639602829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863531,345,12,1,46,23,uqspd1bx7f6mq8ohj50u1k1k,1,15.4,34.8,2025-04-10T17:47:13.291Z,2025-04-10T17:47:17Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639602987,212,63.7,5639602985,141,0.0,5639602981,56,Right,5639602983,140,71.2,5639602989,213,5.88,5639603017,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863537,346,5,1,46,26,uqspd1bx7f6mq8ohj50u1k1k,0,63.1,-1.7,2025-04-10T17:47:16.371Z,2025-04-11T17:27:38Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639603009,56,Right,5639603287,233,462,5639603011,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863581,462,5,1,46,26,bsykw9d70ffqe9atosc92n1e9,1,36.9,101.7,2025-04-10T17:47:16.371Z,2025-04-11T17:27:38Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5639603253,56,Back,5639603271,233,346,5639603255,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863607,463,1,1,46,32,bsykw9d70ffqe9atosc92n1e9,1,38.7,100.0,2025-04-10T17:47:22.874Z,2025-04-10T17:47:25Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5639603433,141,65.8,5639603429,56,Back,5639603439,1,,5639603435,212,35.1,5639603431,140,14.9,5639603437,213,3.92,5639603427,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863647,464,1,1,46,35,bsykw9d70ffqe9atosc92n1e9,0,21.7,69.9,2025-04-10T17:47:25.218Z,2025-04-10T17:47:28Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639603647,155,,5639603653,141,20.0,5639603659,1,,5639603655,212,46.1,5639603651,140,51.4,5639603657,213,5.46,5639603649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863699,347,5,1,46,41,uqspd1bx7f6mq8ohj50u1k1k,1,41.0,101.6,2025-04-10T17:47:31.665Z,2025-04-11T17:27:38Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639603959,56,Back,5639603961,347,,5639603963,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863675,465,5,1,46,41,bsykw9d70ffqe9atosc92n1e9,0,59.0,-1.6,2025-04-10T17:47:31.665Z,2025-04-11T17:27:39Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639603817,56,Right,5639603983,233,347,5639603819,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863711,348,1,1,46,45,uqspd1bx7f6mq8ohj50u1k1k,1,32.3,100.0,2025-04-10T17:47:35.691Z,2025-04-10T17:47:37Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639604025,213,4.43,5639604017,56,Back,5639604021,141,85.7,5639604023,212,11.5,5639604015,107,,5639604019,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863719,349,1,1,46,46,uqspd1bx7f6mq8ohj50u1k1k,1,29.2,85.7,2025-04-10T17:47:36.818Z,2025-04-10T17:47:38Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5639604061,140,37.6,5639604059,56,Back,5639604067,213,5.35,5639604065,212,14.8,5639604063,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863741,350,1,1,46,47,uqspd1bx7f6mq8ohj50u1k1k,1,37.6,68.2,2025-04-10T17:47:37.827Z,2025-04-10T17:47:42Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639604197,140,8.4,5639604201,212,31.5,5639604195,56,Back,5639604199,141,57.8,5639604203,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863767,351,1,1,46,52,uqspd1bx7f6mq8ohj50u1k1k,0,8.2,53.3,2025-04-10T17:47:42.139Z,2025-04-10T17:47:45Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5639604327,1,,5639604315,157,,5639604319,140,68.1,5639604325,213,6.12,5639604321,141,37.7,5639604317,56,Center,5639604323,212,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863781,466,1,1,46,56,bsykw9d70ffqe9atosc92n1e9,0,25.5,61.5,2025-04-10T17:47:46.170Z,2025-04-10T17:47:47Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639604413,56,Back,5639604419,212,12.5,5639604415,140,37.3,5639604411,3,,5639604421,213,6.18,5639604417,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863795,352,1,1,46,58,uqspd1bx7f6mq8ohj50u1k1k,1,54.0,34.9,2025-04-10T17:47:48.587Z,2025-04-10T17:47:50Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5639604519,56,Center,5639604527,212,5.7,5639604529,213,0.82,5639604523,140,57.7,5639604525,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863827,353,1,1,46,59,uqspd1bx7f6mq8ohj50u1k1k,1,57.7,41.0,2025-04-10T17:47:50.002Z,2025-04-10T17:47:54Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639604701,141,52.2,5639604705,213,1.34,5639604699,140,59.4,5639604703,212,7.8,5639604697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863855,354,1,1,47,3,uqspd1bx7f6mq8ohj50u1k1k,1,71.7,60.0,2025-04-10T17:47:53.963Z,2025-04-10T17:47:57Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639604873,56,Left,5639604879,212,16.3,5639604875,140,72.8,5639604877,141,83.9,5639604881,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863893,355,1,1,47,7,uqspd1bx7f6mq8ohj50u1k1k,0,88.1,86.6,2025-04-10T17:47:57.450Z,2025-04-10T17:48:06Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639605063,212,60.2,5639605055,155,,5639605059,140,88.5,5639605065,213,4.72,5639605053,2,,5639605061,141,0.0,5639605193,345,,5639605057,56,Right,5639605067,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863895,356,5,1,47,12,uqspd1bx7f6mq8ohj50u1k1k,0,89.3,-1.6,2025-04-10T17:48:02.917Z,2025-04-11T17:27:39Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639605453,233,467,5639605091,347,,5639605089,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863947,467,5,1,47,12,bsykw9d70ffqe9atosc92n1e9,1,10.7,101.6,2025-04-10T17:48:02.917Z,2025-04-11T17:27:39Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639605409,347,,5639605407,56,Back,5639605443,233,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863943,357,30,1,47,21,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-10T17:48:11.132Z,2025-04-10T17:48:11Z,,,,,5639605381,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798863955,468,30,1,47,21,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T17:48:11.132Z,2025-04-10T17:48:12Z,,,,,5639605431,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869337,488,18,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T18:02:32.719Z,2025-04-10T18:03:42Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5639636295,59,19,5639636291,42,,5639636293,44,Midfielder,5639636315,55,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869339,489,19,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T18:02:32.720Z,2025-04-10T19:35:50Z,587vmahr6cyqzuucjdgr0ttec,S. Kvia-Egeskog,,,5639636309,44,Midfielder,5639636305,145,8,5639636311,55,488,5639817145,292,6,5639636301,42,,5639636307,59,26,5639817147,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869373,490,18,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T18:02:32.819Z,2025-04-10T18:03:48Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5639636483,42,,5639636529,55,491,5639636487,59,20,5639636485,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869377,491,19,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T18:02:32.820Z,2025-04-10T19:35:48Z,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,5639816997,293,3,5639636507,59,9,5639636509,44,Forward,5639816995,292,9,5639636501,42,,5639636511,55,490,5639636505,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869043,359,32,2,45,0,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-10T18:02:42.719Z,2025-04-10T18:02:42Z,,,,,5639634591,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869049,475,32,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-10T18:02:42.719Z,2025-04-10T18:02:45Z,,,,,5639634617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869093,476,1,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,49.9,50.1,2025-04-10T18:02:42.720Z,2025-04-10T18:02:51Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5639634851,279,S,5639634847,212,20.7,5639634843,140,30.6,5639634849,213,2.95,5639634845,141,56.0,5639634841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869117,477,1,2,45,8,bsykw9d70ffqe9atosc92n1e9,0,30.0,37.9,2025-04-10T18:02:51.574Z,2025-04-10T18:02:57Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639634993,1,,5639634981,56,Right,5639634985,140,78.6,5639634987,141,17.0,5639634977,157,,5639634989,212,53.0,5639634991,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869119,360,44,2,45,13,uqspd1bx7f6mq8ohj50u1k1k,1,27.2,80.2,2025-04-10T18:02:56.102Z,2025-04-10T19:38:53Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639634999,285,,5639635041,233,478,5639634997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869121,478,44,2,45,13,bsykw9d70ffqe9atosc92n1e9,0,72.8,19.8,2025-04-10T18:02:56.103Z,2025-04-10T19:38:53Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639635015,286,,5639635057,233,360,5639635013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869147,361,1,2,45,13,uqspd1bx7f6mq8ohj50u1k1k,0,28.4,78.7,2025-04-10T18:02:56.350Z,2025-04-10T18:12:09Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639635149,56,Back,5639635157,213,0.29,5639635151,140,38.5,5639635155,212,11.1,5639635147,3,,5639635153,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869149,479,50,2,45,19,bsykw9d70ffqe9atosc92n1e9,1,59.7,11.8,2025-04-10T18:03:01.903Z,2025-04-10T19:33:24Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639635161,56,Right,5639635163,286,,5639642789,233,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869153,362,7,2,45,19,uqspd1bx7f6mq8ohj50u1k1k,0,40.3,88.2,2025-04-10T18:03:01.904Z,2025-04-10T19:33:24Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639642781,233,479,5639635165,56,Back,5639642753,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869155,363,5,2,45,19,uqspd1bx7f6mq8ohj50u1k1k,0,37.7,101.7,2025-04-10T18:03:02.694Z,2025-04-11T17:27:40Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639635167,56,Back,5639635295,233,480,5639635169,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869179,480,5,2,45,19,bsykw9d70ffqe9atosc92n1e9,1,62.3,-1.7,2025-04-10T18:03:02.694Z,2025-04-11T17:27:40Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639635273,347,,5639635271,56,Right,5639635275,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869191,481,1,2,45,23,bsykw9d70ffqe9atosc92n1e9,1,60.8,0.0,2025-04-10T18:03:06.174Z,2025-04-10T20:04:12Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639635361,213,2.21,5639635353,56,Right,5639635359,212,14.0,5639635355,140,52.9,5639635351,107,,5639635357,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869223,482,1,2,45,27,bsykw9d70ffqe9atosc92n1e9,1,59.9,34.8,2025-04-10T18:03:10.111Z,2025-04-10T18:03:13Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5639635531,140,61.0,5639635537,213,1.50,5639635535,212,15.8,5639635529,56,Center,5639635533,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869237,483,1,2,45,30,bsykw9d70ffqe9atosc92n1e9,1,63.5,77.0,2025-04-10T18:03:13.558Z,2025-04-10T18:03:21Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639635663,141,83.8,5639635659,56,Left,5639635667,213,0.22,5639635665,212,21.2,5639635661,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869245,484,1,2,45,38,bsykw9d70ffqe9atosc92n1e9,1,83.8,85.9,2025-04-10T18:03:21.222Z,2025-04-10T18:11:59Z,587vmahr6cyqzuucjdgr0ttec,S. Kvia-Egeskog,,,5639635717,212,6.7,5639635713,140,79.6,5639635719,213,3.99,5639635715,141,78.5,5639635711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869249,485,1,2,45,39,bsykw9d70ffqe9atosc92n1e9,1,75.9,74.4,2025-04-10T18:03:22.439Z,2025-04-10T18:03:24Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5639635737,56,Center,5639635739,140,72.7,5639635745,213,4.18,5639635741,141,66.1,5639635743,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869261,486,1,2,45,40,bsykw9d70ffqe9atosc92n1e9,0,72.3,60.5,2025-04-10T18:03:22.910Z,2025-04-10T18:10:53Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639635837,213,6.09,5639635827,155,,5639635833,141,53.7,5639635829,56,Center,5639635835,212,24.1,5639635831,140,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798871407,413,61,2,45,40,uqspd1bx7f6mq8ohj50u1k1k,1,18.4,31.9,2025-04-10T18:03:23.223Z,2025-04-10T18:11:04Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639649671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869289,364,12,2,45,42,uqspd1bx7f6mq8ohj50u1k1k,1,1.8,55.4,2025-04-10T18:03:25.558Z,2025-04-10T19:54:50Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5639637267,167,,5639637269,140,0.0,5639637273,212,6.7,5639637271,141,64.0,5639637275,213,2.08,5639635997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869295,365,6,2,45,44,uqspd1bx7f6mq8ohj50u1k1k,0,3.5,50.2,2025-04-10T18:03:27.110Z,2025-04-10T19:33:14Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5639637449,233,487,5639636033,56,Back,5639636035,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869265,487,6,2,45,44,bsykw9d70ffqe9atosc92n1e9,1,96.5,49.8,2025-04-10T18:03:27.110Z,2025-04-10T19:33:13Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639635871,56,Center,5639637439,233,365,5639635873,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869389,492,1,2,46,7,bsykw9d70ffqe9atosc92n1e9,0,99.5,0.5,2025-04-10T18:03:49.719Z,2025-04-10T18:03:50Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639636573,2,,5639636591,1,,5639636579,224,,5639636575,6,,5639636587,212,34.6,5639636583,140,91.0,5639636589,213,1.83,5639636577,155,,5639636585,141,49.7,5639636581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869383,366,12,2,46,7,uqspd1bx7f6mq8ohj50u1k1k,1,9.6,57.0,2025-04-10T18:03:49.966Z,2025-04-10T18:06:02Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639636545,56,Back,5639636553,213,5.72,5639636547,140,26.2,5639636551,212,20.7,5639636549,141,40.7,5639636555,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869487,493,16,2,46,8,bsykw9d70ffqe9atosc92n1e9,1,77.5,58.3,2025-04-10T18:03:50.958Z,2025-04-10T18:08:12Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639637969,231,51.4,5639637965,230,98.5,5639637959,102,46.1,5639637729,25,,5639637209,56,Center,5639637961,103,15.2,5639643729,215,,5639637735,374,2025-04-10 19:03:49.501,5639637963,458,,5639637731,20,,5639643727,113,,5639637739,375,46:06.782,5639637207,18,5639643731,328,,,5639637957,80,,,,,,,,,,,,
2798869563,367,1,2,47,1,uqspd1bx7f6mq8ohj50u1k1k,1,49.9,50.4,2025-04-10T18:04:44.046Z,2025-04-10T18:05:24Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639637757,141,35.8,5639639051,279,G,5639637777,189,,5639637755,140,36.9,5639637753,56,Back,5639637761,213,3.77,5639637759,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869571,368,1,2,47,2,uqspd1bx7f6mq8ohj50u1k1k,0,36.9,35.8,2025-04-10T18:04:45.694Z,2025-04-10T18:04:49Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639637807,141,100.0,5639637809,212,57.1,5639637813,1,,5639637907,189,,5639637803,56,Left,5639637801,157,,5639637811,213,0.91,5639637805,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869581,369,5,2,47,4,uqspd1bx7f6mq8ohj50u1k1k,0,69.2,101.7,2025-04-10T18:04:47.186Z,2025-04-11T17:27:41Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639652341,233,494,5639637875,56,Left,5639637877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869619,494,5,2,47,4,bsykw9d70ffqe9atosc92n1e9,1,30.8,-1.7,2025-04-10T18:04:47.186Z,2025-04-11T17:27:41Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639652327,233,369,5639638081,56,Back,5639638083,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869643,495,1,2,47,10,bsykw9d70ffqe9atosc92n1e9,1,33.0,0.0,2025-04-10T18:04:53.286Z,2025-04-10T18:04:58Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5639638255,1,,5639638251,212,24.1,5639638253,213,0.38,5639638247,140,54.3,5639638243,107,,5639638249,141,11.9,5639638245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798869649,496,4,2,47,15,bsykw9d70ffqe9atosc92n1e9,1,59.6,9.0,2025-04-10T18:04:58.294Z,2025-04-10T19:33:03Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5639638333,233,370,5639638291,152,,5639638295,286,,5639638287,13,,5639638293,265,,5639638289,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
