id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2820393075,560,1,2,48,29,80hgdmpkvdrhw1ge9nks2kxvy,1,71.3,94.2,2025-05-31T17:52:24.614Z,2025-05-31T17:52:27Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758485589,141,80.0,5758485587,140,81.5,5758485593,213,5.55,5758485591,212,14.4,5758485585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393079,561,61,2,48,31,80hgdmpkvdrhw1ge9nks2kxvy,0,86.0,87.8,2025-05-31T17:52:27.079Z,2025-05-31T17:52:27Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758485607,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393087,400,61,2,48,33,8q6cv8g4bd3xdl7m88kll16na,0,14.3,11.6,2025-05-31T17:52:28.624Z,2025-05-31T17:52:28Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758485637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393089,401,83,2,48,33,8q6cv8g4bd3xdl7m88kll16na,0,14.3,11.6,2025-05-31T17:52:28.952Z,2025-05-31T17:52:32Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758485757,399,766yz5r437tgwjkn0ey8j2wwk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393103,562,1,2,48,33,80hgdmpkvdrhw1ge9nks2kxvy,1,80.3,93.9,2025-05-31T17:52:29.126Z,2025-05-31T17:52:31Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758485713,140,59.5,5758485717,212,22.7,5758485715,141,84.7,5758485719,213,3.42,5758485711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393107,563,1,2,48,36,80hgdmpkvdrhw1ge9nks2kxvy,1,64.1,86.2,2025-05-31T17:52:31.590Z,2025-05-31T17:52:36Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758485747,213,4.51,5758485745,212,27.7,5758485743,141,46.3,5758485739,56,Center,5758485741,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393143,564,1,2,48,41,80hgdmpkvdrhw1ge9nks2kxvy,1,64.0,41.8,2025-05-31T17:52:36.374Z,2025-05-31T17:52:42Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758485969,155,,5758485975,141,60.8,5758485973,140,90.9,5758485971,56,Center,5758485979,213,0.43,5758485977,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393217,565,1,2,48,46,80hgdmpkvdrhw1ge9nks2kxvy,0,95.7,62.1,2025-05-31T17:52:41.918Z,2025-05-31T19:37:15Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758486361,213,4.98,5758486355,140,100.0,5758486357,141,30.7,5758486353,56,Center,5758486359,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393185,402,56,2,48,49,8q6cv8g4bd3xdl7m88kll16na,1,5.5,69.7,2025-05-31T17:52:44.160Z,2025-05-31T17:52:44Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758486207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393305,403,5,2,48,50,8q6cv8g4bd3xdl7m88kll16na,1,-1.1,71.6,2025-05-31T17:52:45.441Z,2025-05-31T18:53:35Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758486869,56,Back,5758486871,346,,5758486915,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393233,566,5,2,48,50,80hgdmpkvdrhw1ge9nks2kxvy,0,101.1,28.4,2025-05-31T17:52:45.441Z,2025-05-31T18:53:36Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758486935,233,403,5758486457,56,Center,5758486459,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393315,404,1,2,49,9,8q6cv8g4bd3xdl7m88kll16na,1,4.2,59.7,2025-05-31T17:53:04.792Z,2025-05-31T17:53:06Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758486951,140,4.5,5758486961,213,4.76,5758486965,237,,5758486955,141,50.9,5758486947,124,,5758486949,56,Back,5758486959,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393319,405,1,2,49,11,8q6cv8g4bd3xdl7m88kll16na,0,3.7,51.0,2025-05-31T17:53:06.224Z,2025-05-31T17:53:07Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758486987,140,30.4,5758486989,141,75.4,5758486983,155,,5758486985,56,Back,5758486991,212,32.6,5758486993,213,0.53,5758486995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393329,567,61,2,49,13,80hgdmpkvdrhw1ge9nks2kxvy,1,57.9,17.6,2025-05-31T17:53:08.583Z,2025-05-31T17:53:08Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758487039,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393349,569,4,2,49,16,80hgdmpkvdrhw1ge9nks2kxvy,1,66.7,21.9,2025-05-31T17:53:11.679Z,2025-05-31T18:54:41Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758487187,233,406,5758487151,286,,5758487145,56,Center,5758487143,13,,5758487149,265,,5758487147,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393351,406,4,2,49,16,8q6cv8g4bd3xdl7m88kll16na,0,33.3,78.1,2025-05-31T17:53:11.680Z,2025-05-31T18:54:41Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5758487163,265,,5758487165,285,,5758487157,13,,5758487159,56,Back,5758487161,152,,5758487211,233,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393395,570,1,2,49,23,80hgdmpkvdrhw1ge9nks2kxvy,1,57.1,27.1,2025-05-31T17:53:18.583Z,2025-05-31T17:57:53Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758487409,212,17.0,5758487407,141,49.6,5758495029,189,,5758487401,152,,5758487411,213,1.12,5758487403,56,Center,5758487399,5,,5758487405,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393401,571,1,2,49,24,80hgdmpkvdrhw1ge9nks2kxvy,1,62.7,49.3,2025-05-31T17:53:20.111Z,2025-05-31T17:53:22Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758487459,213,3.83,5758487457,212,10.9,5758487451,56,Center,5758487453,140,54.7,5758487455,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393415,572,1,2,49,26,80hgdmpkvdrhw1ge9nks2kxvy,1,53.4,42.5,2025-05-31T17:53:21.919Z,2025-05-31T19:37:31Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758487527,140,69.5,5758487529,141,33.0,5758487533,213,5.92,5758487531,212,18.1,5758487525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393427,573,1,2,49,29,80hgdmpkvdrhw1ge9nks2kxvy,1,68.7,33.0,2025-05-31T17:53:24.271Z,2025-05-31T19:37:04Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758487951,156,,5758487597,56,Center,5758487599,140,53.6,5758487605,213,2.71,5758487603,212,17.4,5758487601,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393439,574,1,2,49,30,80hgdmpkvdrhw1ge9nks2kxvy,1,53.6,43.7,2025-05-31T17:53:26.135Z,2025-05-31T17:53:29Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758487717,212,19.5,5758487715,141,70.3,5758487713,140,60.6,5758487719,213,1.18,5758487711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393455,575,1,2,49,33,80hgdmpkvdrhw1ge9nks2kxvy,1,57.2,68.2,2025-05-31T17:53:29.094Z,2025-05-31T19:36:57Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758487801,141,90.6,5758487799,140,75.0,5758487805,213,0.68,5758487803,212,24.1,5758487797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393467,576,1,2,49,38,80hgdmpkvdrhw1ge9nks2kxvy,1,82.9,88.7,2025-05-31T17:53:33.423Z,2025-05-31T17:53:35Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758487893,213,5.61,5758487885,56,Left,5758487891,212,10.3,5758487887,140,90.6,5758487889,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393473,577,61,2,49,39,80hgdmpkvdrhw1ge9nks2kxvy,0,90.2,81.7,2025-05-31T17:53:35.008Z,2025-05-31T17:53:35Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758487921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393489,408,1,2,49,42,8q6cv8g4bd3xdl7m88kll16na,0,14.7,13.1,2025-05-31T17:53:37.322Z,2025-05-31T17:53:38Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5758487983,213,0.11,5758487981,212,27.4,5758487975,56,Back,5758487977,140,40.6,5758487973,155,,5758487979,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393543,579,1,2,49,45,80hgdmpkvdrhw1ge9nks2kxvy,1,63.8,80.2,2025-05-31T17:53:40.847Z,2025-05-31T17:53:45Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758488269,140,59.5,5758488267,56,Center,5758488281,213,4.09,5758488277,212,7.8,5758488273,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393573,580,1,2,49,49,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,62.7,2025-05-31T17:53:45.031Z,2025-05-31T17:53:50Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758488451,141,86.8,5758488453,212,27.4,5758488455,213,0.64,5758488447,56,Left,5758488449,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393585,581,1,2,49,55,80hgdmpkvdrhw1ge9nks2kxvy,1,82.3,92.9,2025-05-31T17:53:50.567Z,2025-05-31T17:53:54Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758488505,212,17.0,5758488507,213,3.51,5758488495,56,Left,5758488501,141,83.9,5758488497,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393609,582,1,2,49,59,80hgdmpkvdrhw1ge9nks2kxvy,1,65.7,79.0,2025-05-31T17:53:54.375Z,2025-05-31T17:53:57Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758488627,212,25.0,5758488629,213,0.30,5758488623,140,88.5,5758488625,141,89.7,5758488621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393631,583,1,2,50,2,80hgdmpkvdrhw1ge9nks2kxvy,0,86.5,89.7,2025-05-31T17:53:57.656Z,2025-05-31T17:54:02Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758488737,1,,5758488727,56,Center,5758488729,140,93.8,5758488735,213,4.90,5758488733,212,40.4,5758488723,2,,5758488725,155,,5758488731,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393633,409,44,2,50,6,8q6cv8g4bd3xdl7m88kll16na,1,6.2,66.4,2025-05-31T17:54:01.273Z,2025-05-31T18:55:06Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758488743,285,,5758488741,56,Back,5758488799,233,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393637,584,44,2,50,6,80hgdmpkvdrhw1ge9nks2kxvy,0,93.8,33.6,2025-05-31T17:54:01.274Z,2025-05-31T18:55:06Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5758488757,286,,5758488803,233,409,5758488755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393641,410,12,2,50,6,8q6cv8g4bd3xdl7m88kll16na,1,6.3,62.7,2025-05-31T17:54:01.593Z,2025-05-31T17:54:04Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758488771,212,14.1,5758488769,141,71.7,5758488773,213,0.45,5758488779,15,,5758488765,140,18.4,5758488763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393647,411,44,2,50,8,8q6cv8g4bd3xdl7m88kll16na,1,12.1,67.3,2025-05-31T17:54:03.793Z,2025-05-31T18:55:07Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758488823,285,,5758488821,56,Back,5758488865,233,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393651,585,44,2,50,8,80hgdmpkvdrhw1ge9nks2kxvy,0,87.9,32.7,2025-05-31T17:54:03.794Z,2025-05-31T18:55:07Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758488873,233,411,5758488839,286,,5758488837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393649,412,12,2,50,8,8q6cv8g4bd3xdl7m88kll16na,1,19.1,70.9,2025-05-31T17:54:04.097Z,2025-05-31T17:54:19Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758488827,140,31.2,5758488829,141,61.7,5758488833,213,5.83,5758488835,15,,5758488825,56,Back,5758488831,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393663,586,1,2,50,12,80hgdmpkvdrhw1ge9nks2kxvy,1,77.2,32.4,2025-05-31T17:54:07.759Z,2025-05-31T17:54:09Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758488963,141,30.3,5758488965,212,13.3,5758488961,140,89.8,5758488967,213,6.18,5758488959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393667,587,1,2,50,14,80hgdmpkvdrhw1ge9nks2kxvy,1,86.6,28.6,2025-05-31T17:54:09.687Z,2025-05-31T17:54:11Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758488993,213,0.52,5758488985,56,Center,5758488991,212,6.8,5758488987,140,92.2,5758488989,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393687,588,1,2,50,16,80hgdmpkvdrhw1ge9nks2kxvy,1,92.2,33.6,2025-05-31T17:54:11.559Z,2025-05-31T17:54:15Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5758489089,56,Center,5758489091,140,85.8,5758489093,141,44.3,5758489097,213,2.32,5758489095,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393695,589,1,2,50,20,80hgdmpkvdrhw1ge9nks2kxvy,1,77.8,65.7,2025-05-31T17:54:15.191Z,2025-05-31T17:54:16Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758489145,140,89.5,5758489147,141,83.6,5758489143,56,Left,5758489149,212,17.3,5758489151,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393705,590,1,2,50,21,80hgdmpkvdrhw1ge9nks2kxvy,1,84.3,88.1,2025-05-31T17:54:16.695Z,2025-05-31T17:54:18Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758489211,212,14.0,5758489213,213,5.83,5758489205,56,Left,5758489207,140,96.3,5758489209,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393707,591,61,2,50,22,80hgdmpkvdrhw1ge9nks2kxvy,0,96.3,79.1,2025-05-31T17:54:17.879Z,2025-05-31T17:54:18Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758489217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393725,414,1,2,50,25,8q6cv8g4bd3xdl7m88kll16na,0,14.1,20.0,2025-05-31T17:54:20.290Z,2025-05-31T17:54:22Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758489297,213,0.05,5758489299,1,,5758489289,56,Center,5758489287,155,,5758489295,212,50.7,5758489293,141,23.6,5758489291,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393749,593,1,2,50,31,80hgdmpkvdrhw1ge9nks2kxvy,1,38.2,81.1,2025-05-31T17:54:27.119Z,2025-05-31T17:54:28Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758489429,141,67.8,5758489425,140,30.8,5758489431,212,11.9,5758489433,213,4.00,5758489421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393773,594,1,2,50,33,80hgdmpkvdrhw1ge9nks2kxvy,1,26.1,63.7,2025-05-31T17:54:28.439Z,2025-05-31T17:54:35Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5758489499,140,39.7,5758489497,56,Back,5758489501,141,25.6,5758489505,213,5.22,5758489503,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393781,595,1,2,50,40,80hgdmpkvdrhw1ge9nks2kxvy,1,45.7,27.7,2025-05-31T17:54:35.376Z,2025-05-31T17:54:37Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758489547,212,20.0,5758489549,213,1.00,5758489541,56,Center,5758489545,141,52.5,5758489543,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393789,596,1,2,50,42,80hgdmpkvdrhw1ge9nks2kxvy,1,54.9,53.3,2025-05-31T17:54:37.200Z,2025-05-31T17:54:38Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5758489589,212,13.2,5758489591,213,3.63,5758489583,56,Back,5758489587,141,44.3,5758489585,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393811,597,1,2,50,43,80hgdmpkvdrhw1ge9nks2kxvy,1,45.5,46.6,2025-05-31T17:54:38.471Z,2025-05-31T17:54:42Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758489757,56,Center,5758489759,140,52.7,5758489761,141,53.6,5758489763,212,8.9,5758489765,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393815,598,1,2,50,47,80hgdmpkvdrhw1ge9nks2kxvy,1,59.1,63.0,2025-05-31T17:54:42.768Z,2025-05-31T17:54:44Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5758489783,140,52.7,5758489785,141,50.1,5758489781,56,Center,5758489787,212,11.1,5758489789,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393831,599,1,2,50,49,80hgdmpkvdrhw1ge9nks2kxvy,1,55.6,48.4,2025-05-31T17:54:44.280Z,2025-05-31T17:54:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758489865,140,66.7,5758489863,56,Center,5758489871,213,6.01,5758489867,141,43.6,5758489869,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393849,600,1,2,50,50,80hgdmpkvdrhw1ge9nks2kxvy,1,66.7,43.6,2025-05-31T17:54:45.840Z,2025-05-31T17:54:50Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758489941,141,49.6,5758489943,212,16.0,5758489945,213,2.88,5758489937,56,Center,5758489939,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393873,601,1,2,50,55,80hgdmpkvdrhw1ge9nks2kxvy,1,52.9,51.2,2025-05-31T17:54:50.408Z,2025-05-31T17:54:55Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758490091,141,73.5,5758490093,212,18.3,5758490095,213,0.98,5758490089,140,62.6,5758490087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393881,602,1,2,50,59,80hgdmpkvdrhw1ge9nks2kxvy,1,63.9,79.7,2025-05-31T17:54:54.496Z,2025-05-31T17:54:57Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758490121,140,90.7,5758490125,212,29.9,5758490123,141,64.9,5758490127,213,5.94,5758490117,155,,5758490119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393885,603,1,2,51,1,80hgdmpkvdrhw1ge9nks2kxvy,0,91.9,65.1,2025-05-31T17:54:56.984Z,2025-05-31T17:54:57Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5758490141,56,Center,5758490145,141,59.7,5758490147,212,8.0,5758490143,140,85.1,5758490149,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393895,415,1,2,51,2,8q6cv8g4bd3xdl7m88kll16na,1,21.4,31.6,2025-05-31T17:54:57.666Z,2025-05-31T17:54:59Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758490191,212,19.7,5758490185,56,Back,5758490193,213,2.47,5758490189,141,49.7,5758490187,140,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393901,417,1,2,51,4,8q6cv8g4bd3xdl7m88kll16na,0,7.1,48.2,2025-05-31T17:54:59.322Z,2025-05-31T17:56:15Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758490229,212,22.1,5758490227,141,38.0,5758490231,213,5.96,5758490225,140,27.1,5758490223,56,Back,5758490233,1,,5758490221,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820393915,605,1,2,51,5,80hgdmpkvdrhw1ge9nks2kxvy,1,81.7,56.0,2025-05-31T17:55:00.424Z,2025-05-31T19:04:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,1.0,5758491345,22,,5758491343,154,,5758490307,156,,5758490295,140,76.7,5758491341,210,16,5758490293,56,Center,5758490301,213,4.12,5758490297,141,44.6,5758490299,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2820394131,418,51,2,51,6,8q6cv8g4bd3xdl7m88kll16na,1,6.3,51.9,2025-05-31T17:55:02.047Z,2025-05-31T19:04:43Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758491581,170,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394007,606,16,2,51,8,80hgdmpkvdrhw1ge9nks2kxvy,1,78.4,42.1,2025-05-31T17:55:03.232Z,2025-05-31T19:16:19Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758491371,231,49.5,5758589393,328,,5758589391,215,,5758491357,29,,5758491367,103,12.7,5758491365,102,46.2,5758491079,374,2025-05-31 18:55:01.834,5758490849,22,,5758491797,468,418,5758490851,18,,5758490853,56,Center,5758491361,55,5758589389,80,,605,5758491075,20,5758491369,230,5758491359,154,98.5,,5758491083,375,51:06.676,
2820394243,419,1,2,52,25,8q6cv8g4bd3xdl7m88kll16na,1,49.7,50.3,2025-05-31T17:56:20.307Z,2025-05-31T17:56:22Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5758492237,141,53.4,5758492239,212,21.2,5758492241,213,3.04,5758492233,56,Back,5758492235,140,29.6,5758492243,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394253,420,1,2,52,27,8q6cv8g4bd3xdl7m88kll16na,1,29.2,53.4,2025-05-31T17:56:22.452Z,2025-05-31T17:56:24Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5758492307,56,Right,5758492317,1,,5758492309,140,87.5,5758492315,213,5.85,5758492305,155,,5758492313,212,67.4,5758492311,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394257,421,1,2,52,29,8q6cv8g4bd3xdl7m88kll16na,0,90.9,7.1,2025-05-31T17:56:24.235Z,2025-05-31T17:56:26Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5758492355,213,1.36,5758492405,236,,5758492353,212,3.0,5758492343,2,,5758492411,286,,5758492351,141,11.4,5758492407,233,607,5758492347,56,Right,5758492349,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,
2820394265,607,12,2,52,29,80hgdmpkvdrhw1ge9nks2kxvy,1,4.9,88.6,2025-05-31T17:56:24.335Z,2025-05-31T17:56:26Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758492385,185,,5758492387,56,Back,5758492417,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394279,422,6,2,52,31,8q6cv8g4bd3xdl7m88kll16na,1,92.1,10.6,2025-05-31T17:56:26.907Z,2025-05-31T18:53:28Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5758492493,56,Right,5758492495,75,,5758492539,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394283,608,6,2,52,31,80hgdmpkvdrhw1ge9nks2kxvy,0,7.9,89.4,2025-05-31T17:56:26.907Z,2025-05-31T18:53:28Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758492531,56,Back,5758492543,233,422,5758492533,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820394381,423,1,2,52,47,8q6cv8g4bd3xdl7m88kll16na,0,99.5,0.5,2025-05-31T17:56:42.251Z,2025-05-31T17:56:42Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758493023,141,42.5,5758493025,212,29.0,5758493021,140,94.9,5758493013,6,,5758493015,155,,5758493011,2,,5758493027,213,1.74,5758493017,223,,5758493019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2820394387,609,12,2,52,47,80hgdmpkvdrhw1ge9nks2kxvy,1,12.9,55.5,2025-05-31T17:56:42.657Z,2025-05-31T17:57:23Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758493057,212,27.2,5758493059,213,1.41,5758493071,15,,5758493053,140,17.0,5758493055,141,95.0,5758493051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
