id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818243209,304,44,1,43,25,e5txudmuc2qpc460bs4lb5aff,1,55.6,54.7,2025-05-24T14:44:26.380Z,2025-05-24T15:00:34Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746489325,233,407,5746489249,56,Center,5746489251,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243213,407,44,1,43,25,eujf9nqky8c5jnahb2f76m86o,0,44.4,45.3,2025-05-24T14:44:26.381Z,2025-05-24T15:00:34Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746489263,285,,5746489261,56,Back,5746489357,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243219,305,1,1,43,26,e5txudmuc2qpc460bs4lb5aff,0,54.6,52.1,2025-05-24T14:44:27.468Z,2025-05-24T14:44:28Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746489307,141,42.2,5746489309,212,6.9,5746489305,140,53.2,5746489303,56,Center,5746489311,213,4.50,5746489301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243289,408,1,1,43,30,eujf9nqky8c5jnahb2f76m86o,0,49.9,52.3,2025-05-24T14:44:30.848Z,2025-05-24T14:44:32Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746489683,141,21.1,5746489687,213,5.38,5746489685,212,26.9,5746489679,56,Right,5746489681,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243331,306,1,1,43,32,e5txudmuc2qpc460bs4lb5aff,1,35.8,64.6,2025-05-24T14:44:32.845Z,2025-05-24T14:44:35Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746489909,157,,5746489917,141,54.5,5746489927,1,,5746489911,56,Center,5746489913,140,60.1,5746489921,212,26.4,5746489923,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243339,307,1,1,43,34,e5txudmuc2qpc460bs4lb5aff,0,60.4,55.4,2025-05-24T14:44:35.404Z,2025-05-24T14:44:40Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746490323,140,63.1,5746490331,212,5.7,5746490327,141,62.6,5746490335,213,1.05,5746489957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243351,409,8,1,43,36,eujf9nqky8c5jnahb2f76m86o,1,38.1,28.3,2025-05-24T14:44:37.216Z,2025-05-24T14:44:37Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746490035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243395,411,1,1,43,37,eujf9nqky8c5jnahb2f76m86o,1,39.3,27.2,2025-05-24T14:44:38.400Z,2025-05-24T14:44:40Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746490223,212,17.9,5746490225,213,4.98,5746490221,141,1.8,5746490219,140,43.8,5746490217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243425,412,1,1,43,39,eujf9nqky8c5jnahb2f76m86o,1,43.8,1.8,2025-05-24T14:44:40.016Z,2025-05-24T14:44:42Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746490415,213,0.29,5746490413,212,14.0,5746490411,141,7.7,5746490407,56,Right,5746490409,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243455,413,1,1,43,41,eujf9nqky8c5jnahb2f76m86o,1,56.6,7.7,2025-05-24T14:44:41.904Z,2025-05-24T14:44:44Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746490569,140,64.7,5746490575,213,1.11,5746490573,212,19.0,5746490567,56,Center,5746490571,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243475,414,1,1,43,43,eujf9nqky8c5jnahb2f76m86o,1,64.7,32.7,2025-05-24T14:44:43.936Z,2025-05-24T14:44:48Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746490695,141,23.5,5746490693,140,61.6,5746490699,213,4.23,5746490697,212,7.1,5746490689,56,Center,5746490957,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243483,415,61,1,43,44,eujf9nqky8c5jnahb2f76m86o,0,61.6,23.5,2025-05-24T14:44:45.312Z,2025-05-24T14:44:45Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746490741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243541,309,1,1,43,46,e5txudmuc2qpc460bs4lb5aff,0,29.6,52.7,2025-05-24T14:44:47.516Z,2025-05-24T14:44:49Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746491029,212,34.9,5746491027,141,59.1,5746491033,1,,5746491021,157,,5746491025,140,62.6,5746491031,213,0.12,5746491023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243587,416,1,1,43,50,eujf9nqky8c5jnahb2f76m86o,1,31.8,30.1,2025-05-24T14:44:50.960Z,2025-05-24T14:44:52Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746491339,141,47.9,5746491337,140,44.9,5746491343,213,0.72,5746491341,212,18.3,5746491335,56,Back,5746491333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243653,418,1,1,43,51,eujf9nqky8c5jnahb2f76m86o,1,44.9,47.9,2025-05-24T14:44:52.048Z,2025-05-24T14:44:55Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746491707,213,1.43,5746491703,141,75.1,5746491705,212,18.7,5746491701,140,47.4,5746491699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243713,419,1,1,43,54,eujf9nqky8c5jnahb2f76m86o,1,56.4,73.4,2025-05-24T14:44:55.472Z,2025-05-24T14:45:00Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746492093,56,Center,5746492095,140,51.0,5746492103,213,3.18,5746492097,141,73.1,5746492099,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243777,420,1,1,43,59,eujf9nqky8c5jnahb2f76m86o,1,59.3,68.7,2025-05-24T14:44:59.952Z,2025-05-24T14:45:02Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746492449,141,86.7,5746492447,140,59.0,5746492453,213,1.60,5746492451,212,12.2,5746492445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243793,421,1,1,44,2,eujf9nqky8c5jnahb2f76m86o,1,60.2,82.9,2025-05-24T14:45:02.767Z,2025-05-24T14:45:04Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746492541,140,59.5,5746492539,56,Center,5746492545,212,10.1,5746492547,213,4.64,5746492543,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243855,422,1,1,44,3,eujf9nqky8c5jnahb2f76m86o,1,59.5,68.1,2025-05-24T14:45:04.160Z,2025-05-24T14:45:07Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746492807,141,90.0,5746492809,212,19.8,5746492805,140,71.9,5746492803,56,Left,5746492811,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243861,423,1,1,44,6,eujf9nqky8c5jnahb2f76m86o,1,70.9,87.3,2025-05-24T14:45:07.503Z,2025-05-24T14:45:08Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746492847,141,73.4,5746492843,56,Center,5746492845,140,62.9,5746492851,213,3.99,5746492849,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818243945,424,1,1,44,7,eujf9nqky8c5jnahb2f76m86o,1,62.9,73.4,2025-05-24T14:45:08.208Z,2025-05-24T14:45:13Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746493343,212,14.6,5746493345,213,2.02,5746493341,141,92.8,5746493337,56,Left,5746493339,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244013,425,1,1,44,13,eujf9nqky8c5jnahb2f76m86o,1,48.4,80.7,2025-05-24T14:45:13.856Z,2025-05-24T14:45:17Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746493659,140,34.3,5746493657,56,Back,5746493665,213,4.04,5746493663,212,23.7,5746493661,141,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244059,426,1,1,44,16,eujf9nqky8c5jnahb2f76m86o,1,34.2,53.4,2025-05-24T14:45:16.960Z,2025-05-24T14:45:19Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746493917,56,Back,5746493927,212,18.6,5746493921,140,30.0,5746493923,141,26.8,5746493931,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244101,427,1,1,44,18,eujf9nqky8c5jnahb2f76m86o,1,30.0,26.8,2025-05-24T14:45:19.552Z,2025-05-24T14:45:21Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746494199,213,5.10,5746494193,140,36.7,5746494197,212,18.4,5746494195,141,1.8,5746494191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244133,428,1,1,44,21,eujf9nqky8c5jnahb2f76m86o,1,36.7,1.9,2025-05-24T14:45:21.680Z,2025-05-24T14:45:23Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746494371,213,1.28,5746494369,212,8.1,5746494367,141,13.3,5746494363,56,Back,5746494365,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244175,429,1,1,44,22,eujf9nqky8c5jnahb2f76m86o,1,38.9,13.3,2025-05-24T14:45:23.472Z,2025-05-24T14:45:25Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746494633,212,17.9,5746494635,213,6.27,5746494625,155,,5746494631,141,12.9,5746494629,140,55.9,5746494627,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244323,430,1,1,44,24,eujf9nqky8c5jnahb2f76m86o,1,55.9,12.5,2025-05-24T14:45:25.312Z,2025-05-24T14:45:31Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5746495367,212,4.3,5746495369,213,1.40,5746495361,56,Right,5746495365,141,18.8,5746495363,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244327,431,4,1,44,30,eujf9nqky8c5jnahb2f76m86o,1,70.2,31.4,2025-05-24T14:45:31.456Z,2025-05-24T15:00:27Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746495437,13,,5746495439,294,,5746495449,286,,5746495723,233,310,5746495441,56,Center,5746495445,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818244337,310,4,1,44,30,e5txudmuc2qpc460bs4lb5aff,0,29.8,68.6,2025-05-24T14:45:31.457Z,2025-05-24T15:00:27Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746495785,233,431,5746495699,152,,5746495697,56,Back,5746495701,285,,5746495693,13,,5746495695,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245031,432,1,1,45,10,eujf9nqky8c5jnahb2f76m86o,0,71.3,28.8,2025-05-24T14:46:11.088Z,2025-05-24T14:46:13Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746499089,141,54.9,5746499087,140,93.4,5746499079,5,,5746499091,212,29.2,5746499083,152,,5746499085,56,Center,5746499093,213,0.65,5746499081,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245059,311,12,1,45,14,e5txudmuc2qpc460bs4lb5aff,1,7.7,49.7,2025-05-24T14:46:14.651Z,2025-05-24T14:46:24Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746499303,213,3.14,5746499299,141,49.7,5746499301,212,6.4,5746499295,56,Back,5746499297,140,1.6,5746499335,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245415,433,70,1,45,31,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-24T14:46:32.532Z,2025-05-24T14:46:32Z,,,,,5746501193,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245577,314,1,1,45,35,e5txudmuc2qpc460bs4lb5aff,0,15.6,66.6,2025-05-24T14:46:35.914Z,2025-05-24T14:46:41Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746502095,212,62.2,5746502081,199,,5746502091,141,69.9,5746502085,56,Center,5746502097,213,0.04,5746502099,1,,5746502087,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245671,434,2,1,45,42,eujf9nqky8c5jnahb2f76m86o,1,19.7,17.7,2025-05-24T14:46:42.624Z,2025-05-24T14:46:47Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746502629,56,Center,5746502583,141,46.3,5746502627,1,,5746502625,7,6yyum3rgz21z8aln67irm508a,5746502579,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245881,316,1,1,45,59,e5txudmuc2qpc460bs4lb5aff,1,47.3,50.3,2025-05-24T14:46:59.819Z,2025-05-24T14:47:01Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746503711,141,72.1,5746503703,5,,5746503705,241,,5746503715,212,14.8,5746503707,56,Back,5746503719,213,1.54,5746503709,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245943,317,1,1,46,1,e5txudmuc2qpc460bs4lb5aff,1,47.8,72.4,2025-05-24T14:47:01.738Z,2025-05-24T14:47:04Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746504087,213,5.75,5746504083,212,12.4,5746504069,56,Center,5746504077,141,63.1,5746504073,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818245985,318,1,1,46,4,e5txudmuc2qpc460bs4lb5aff,1,60.0,67.6,2025-05-24T14:47:04.779Z,2025-05-24T14:47:06Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746504261,213,0.90,5746504251,155,,5746504253,56,Left,5746504255,140,73.6,5746504257,141,94.1,5746504259,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246005,319,1,1,46,6,e5txudmuc2qpc460bs4lb5aff,0,73.6,94.1,2025-05-24T14:47:06.762Z,2025-05-24T14:47:07Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746504381,140,80.1,5746504379,56,Left,5746504385,212,7.5,5746504387,213,5.85,5746504383,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246011,435,8,1,46,7,eujf9nqky8c5jnahb2f76m86o,1,24.1,11.6,2025-05-24T14:47:07.888Z,2025-05-24T14:47:08Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746504417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246067,437,1,1,46,8,eujf9nqky8c5jnahb2f76m86o,1,24.1,12.4,2025-05-24T14:47:08.576Z,2025-05-24T14:47:11Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746504681,141,6.0,5746504675,56,Back,5746504685,213,5.43,5746504683,212,5.8,5746504679,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246141,438,1,1,46,12,eujf9nqky8c5jnahb2f76m86o,0,27.9,4.9,2025-05-24T14:47:12.720Z,2025-05-24T14:47:15Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746505047,56,Right,5746505057,213,6.15,5746505059,1,,5746505051,140,54.0,5746505045,157,,5746505055,212,27.6,5746505053,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246429,320,5,1,46,13,e5txudmuc2qpc460bs4lb5aff,1,45.6,100.7,2025-05-24T14:47:13.820Z,2025-05-24T15:00:47Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746506619,56,Back,5746506621,347,,5746506663,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246153,439,5,1,46,13,eujf9nqky8c5jnahb2f76m86o,0,54.4,-0.7,2025-05-24T14:47:13.820Z,2025-05-24T15:00:47Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746506669,233,320,5746505125,56,Right,5746505127,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246465,321,1,1,46,33,e5txudmuc2qpc460bs4lb5aff,1,53.1,100.0,2025-05-24T14:47:34.442Z,2025-05-24T14:47:38Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746506775,107,,5746506781,141,91.1,5746506785,213,4.04,5746506783,212,8.9,5746506931,189,,5746506777,56,Back,5746506779,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246471,322,1,1,46,35,e5txudmuc2qpc460bs4lb5aff,0,47.8,91.1,2025-05-24T14:47:35.643Z,2025-05-24T14:47:49Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746508053,189,,5746506803,140,68.5,5746506805,141,88.1,5746506799,157,,5746506801,56,Left,5746506811,1,,5746506809,213,6.19,5746506807,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246501,440,1,1,46,36,eujf9nqky8c5jnahb2f76m86o,1,33.0,12.7,2025-05-24T14:47:37.552Z,2025-05-24T14:47:39Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746506965,141,12.4,5746506963,140,37.8,5746506961,56,Back,5746506969,213,6.24,5746506967,212,5.0,5746506957,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246533,442,1,1,46,38,eujf9nqky8c5jnahb2f76m86o,1,37.8,12.4,2025-05-24T14:47:38.911Z,2025-05-24T14:47:40Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5746507171,141,20.2,5746507175,213,2.29,5746507167,56,Back,5746507173,212,7.0,5746507169,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246549,443,1,1,46,39,eujf9nqky8c5jnahb2f76m86o,1,33.4,20.2,2025-05-24T14:47:40.464Z,2025-05-24T14:47:41Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746507305,212,20.2,5746507307,213,0.03,5746507303,141,21.1,5746507301,140,52.6,5746507299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246559,444,1,1,46,41,eujf9nqky8c5jnahb2f76m86o,1,52.6,21.1,2025-05-24T14:47:41.695Z,2025-05-24T14:47:42Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746507359,213,2.56,5746507357,212,10.5,5746507355,141,29.6,5746507353,140,44.2,5746507351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246565,445,4,1,46,42,eujf9nqky8c5jnahb2f76m86o,1,48.9,33.6,2025-05-24T14:47:42.848Z,2025-05-24T15:00:27Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746507439,56,Back,5746507437,13,,5746507445,286,,5746507443,265,,5746507819,233,323,5746507441,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246587,323,4,1,46,42,e5txudmuc2qpc460bs4lb5aff,0,51.1,66.4,2025-05-24T14:47:42.849Z,2025-05-24T15:00:27Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746507781,285,,5746507775,56,Center,5746507777,152,,5746507773,13,,5746507779,265,,5746507881,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818246981,446,1,1,47,7,eujf9nqky8c5jnahb2f76m86o,1,54.4,31.5,2025-05-24T14:48:08.159Z,2025-05-24T14:48:09Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746509531,5,,5746509545,141,28.7,5746509551,213,3.31,5746509541,140,43.9,5746509533,152,,5746509549,212,11.2,5746509537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247001,447,1,1,47,8,eujf9nqky8c5jnahb2f76m86o,1,43.9,28.7,2025-05-24T14:48:09.344Z,2025-05-24T14:48:10Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746509649,212,37.9,5746509647,141,84.5,5746509651,213,1.56,5746509643,56,Back,5746509645,140,44.2,5746509653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247059,448,1,1,47,10,eujf9nqky8c5jnahb2f76m86o,1,44.2,84.5,2025-05-24T14:48:10.687Z,2025-05-24T14:48:13Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746509981,141,67.8,5746509985,212,17.7,5746509977,56,Back,5746509979,140,31.3,5746509989,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247075,449,1,1,47,12,eujf9nqky8c5jnahb2f76m86o,1,29.3,62.0,2025-05-24T14:48:13.200Z,2025-05-24T14:48:14Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746510075,56,Back,5746510081,212,11.0,5746510083,213,5.48,5746510079,141,50.4,5746510077,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247127,450,1,1,47,13,eujf9nqky8c5jnahb2f76m86o,1,36.6,50.4,2025-05-24T14:48:14.463Z,2025-05-24T14:48:17Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746510369,140,41.0,5746510375,213,4.87,5746510367,56,Back,5746510373,212,30.1,5746510371,141,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247169,451,1,1,47,17,eujf9nqky8c5jnahb2f76m86o,1,41.3,6.4,2025-05-24T14:48:17.664Z,2025-05-24T14:48:20Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746510579,212,21.6,5746510581,213,0.39,5746510577,141,18.6,5746510575,140,60.3,5746510573,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247203,452,1,1,47,20,eujf9nqky8c5jnahb2f76m86o,0,60.3,18.5,2025-05-24T14:48:20.721Z,2025-05-24T14:48:23Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746510785,212,37.9,5746510783,141,61.0,5746510781,140,83.7,5746510789,1,,5746510787,213,0.87,5746510779,56,Center,5746510777,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247211,324,12,1,47,22,e5txudmuc2qpc460bs4lb5aff,1,21.8,35.8,2025-05-24T14:48:23.274Z,2025-05-24T14:48:38Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5746511957,140,27.2,5746511963,213,5.79,5746511959,141,31.3,5746510815,56,Back,5746511961,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247239,453,3,1,47,25,eujf9nqky8c5jnahb2f76m86o,0,72.4,60.5,2025-05-24T14:48:26.111Z,2025-05-24T14:48:41Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746510995,286,,5746510993,56,Center,5746511179,233,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247257,325,7,1,47,25,e5txudmuc2qpc460bs4lb5aff,1,27.6,39.5,2025-05-24T14:48:26.112Z,2025-05-24T14:48:29Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746511143,233,453,5746511109,285,,5746511107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247281,326,1,1,47,27,e5txudmuc2qpc460bs4lb5aff,0,26.6,50.1,2025-05-24T14:48:28.043Z,2025-05-24T14:48:29Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746511287,140,46.9,5746511289,141,46.9,5746511285,56,Back,5746511283,157,,5746511291,212,21.4,5746511293,213,6.18,5746511295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247295,454,1,1,47,29,eujf9nqky8c5jnahb2f76m86o,1,58.3,50.5,2025-05-24T14:48:30.032Z,2025-05-24T14:48:31Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746511421,56,Center,5746511423,140,76.1,5746511425,141,65.9,5746511427,212,21.4,5746511429,213,0.51,5746511419,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247321,455,1,1,47,31,eujf9nqky8c5jnahb2f76m86o,1,73.2,65.7,2025-05-24T14:48:31.775Z,2025-05-24T14:48:34Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746511565,56,Center,5746511569,141,50.7,5746511567,140,68.5,5746511573,213,4.26,5746511571,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247359,456,1,1,47,33,eujf9nqky8c5jnahb2f76m86o,1,68.5,50.5,2025-05-24T14:48:34Z,2025-05-24T14:48:36Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5746511767,213,4.69,5746511759,56,Center,5746511765,212,16.1,5746511763,141,26.8,5746511761,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818247435,457,1,1,47,35,eujf9nqky8c5jnahb2f76m86o,1,68.1,26.8,2025-05-24T14:48:35.904Z,2025-05-24T14:48:40Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746512181,141,5.8,5746512183,212,19.0,5746512185,213,5.44,5746512179,140,80.1,5746512177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
