id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804637243,733,1,2,78,54,d8w1m5j3jbd1eva8524dv4a20,1,18.1,0.0,2025-04-21T16:38:27.329Z,2025-04-21T16:38:29Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671235207,212,12.4,5671235201,56,Back,5671235227,189,,5671235205,141,15.5,5671235209,213,1.24,5671235203,140,21.9,5671235199,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637263,734,1,2,78,56,d8w1m5j3jbd1eva8524dv4a20,1,22.3,17.7,2025-04-21T16:38:28.786Z,2025-04-21T16:38:30Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671235329,56,Back,5671235335,212,16.5,5671235337,213,1.98,5671235333,141,40.0,5671235331,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637321,735,1,2,78,57,d8w1m5j3jbd1eva8524dv4a20,1,22.0,50.0,2025-04-21T16:38:30.346Z,2025-04-21T16:38:36Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671235689,56,Back,5671235695,212,18.1,5671235693,141,74.5,5671235697,213,1.17,5671235691,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637329,736,1,2,79,3,d8w1m5j3jbd1eva8524dv4a20,0,39.4,90.5,2025-04-21T16:38:36.092Z,2025-04-21T16:38:37Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671235743,212,41.0,5671235745,213,6.09,5671235735,155,,5671235739,140,77.7,5671235737,56,Center,5671235741,141,78.7,5671235747,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637347,650,1,2,79,4,eujf9nqky8c5jnahb2f76m86o,0,19.4,11.6,2025-04-21T16:38:37.163Z,2025-04-21T16:38:37Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671235839,141,7.9,5671235835,56,Back,5671235841,212,6.2,5671235837,140,24.8,5671235833,3,,5671235843,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637367,737,3,2,79,6,d8w1m5j3jbd1eva8524dv4a20,0,75.3,80.3,2025-04-21T16:38:39.234Z,2025-04-21T16:38:40Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671235919,56,Left,5671235933,211,,5671235921,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637395,651,50,2,79,9,eujf9nqky8c5jnahb2f76m86o,1,23.2,14.5,2025-04-21T16:38:41.585Z,2025-04-21T17:39:50Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671236077,285,,5671236097,233,738,5671236075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637389,738,7,2,79,9,d8w1m5j3jbd1eva8524dv4a20,1,76.8,85.5,2025-04-21T16:38:41.586Z,2025-04-21T17:39:49Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671236033,56,Left,5671236037,286,,5671236079,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637405,652,1,2,79,11,eujf9nqky8c5jnahb2f76m86o,0,24.3,20.4,2025-04-21T16:38:44.451Z,2025-04-21T16:38:45Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671236125,212,20.2,5671236121,140,41.3,5671236119,56,Back,5671236123,141,34.2,5671236127,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637409,739,8,2,79,13,d8w1m5j3jbd1eva8524dv4a20,1,58.2,69.1,2025-04-21T16:38:46.114Z,2025-04-21T16:38:46Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671236137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637417,740,1,2,79,14,d8w1m5j3jbd1eva8524dv4a20,0,62.7,64.6,2025-04-21T16:38:47.313Z,2025-04-21T16:40:47Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671236239,212,6.4,5671236235,140,66.7,5671236241,213,0.85,5671236233,56,Center,5671236237,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637431,654,1,2,79,15,eujf9nqky8c5jnahb2f76m86o,1,32.3,33.7,2025-04-21T16:38:47.804Z,2025-04-21T16:38:49Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671236311,140,25.1,5671236315,141,21.8,5671236321,213,3.96,5671236319,212,11.1,5671236309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637521,655,1,2,79,16,eujf9nqky8c5jnahb2f76m86o,1,24.8,21.3,2025-04-21T16:38:48.924Z,2025-04-21T16:38:59Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671236917,140,63.8,5671236925,1,,5671236923,213,6.09,5671236913,157,,5671236921,212,41.7,5671236915,56,Right,5671236919,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637535,656,61,2,79,26,eujf9nqky8c5jnahb2f76m86o,0,68.4,8.6,2025-04-21T16:38:58.811Z,2025-04-21T16:38:59Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5671236979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637531,741,4,2,79,26,d8w1m5j3jbd1eva8524dv4a20,1,24.9,89.6,2025-04-21T16:38:58.986Z,2025-04-21T16:39:06Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671237145,233,657,5671237051,152,,5671237047,13,,5671237059,285,,5671237055,265,,5671237049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637543,657,4,2,79,26,eujf9nqky8c5jnahb2f76m86o,0,75.1,10.4,2025-04-21T16:38:58.987Z,2025-04-21T16:39:06Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5671237133,56,Right,5671237351,265,,5671237135,152,,5671237137,286,,5671237129,13,,5671237167,233,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637779,742,1,2,79,45,d8w1m5j3jbd1eva8524dv4a20,1,26.3,78.1,2025-04-21T16:39:17.802Z,2025-04-21T16:39:19Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671238263,140,40.6,5671238259,152,,5671238265,141,24.3,5671238269,213,5.10,5671238267,212,39.5,5671238293,189,,5671238261,56,Back,5671238271,1,,5671238257,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637825,743,1,2,79,47,d8w1m5j3jbd1eva8524dv4a20,1,43.9,22.4,2025-04-21T16:39:19.865Z,2025-04-21T16:39:22Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5671238593,212,9.3,5671238595,213,1.38,5671238589,140,45.6,5671238591,141,35.8,5671238587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637889,744,1,2,79,50,d8w1m5j3jbd1eva8524dv4a20,1,50.7,36.0,2025-04-21T16:39:22.649Z,2025-04-21T16:39:27Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671238925,141,59.6,5671238929,213,1.39,5671238923,140,53.5,5671238921,56,Center,5671238927,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637915,745,1,2,79,54,d8w1m5j3jbd1eva8524dv4a20,0,59.9,63.3,2025-04-21T16:39:27.338Z,2025-04-21T16:39:29Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671239067,212,48.0,5671239061,56,Right,5671239071,1,,5671239063,140,89.4,5671239059,155,,5671239065,141,9.4,5671239069,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637929,659,8,2,79,57,eujf9nqky8c5jnahb2f76m86o,1,23.0,89.7,2025-04-21T16:39:29.837Z,2025-04-21T16:39:30Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5671239113,56,Back,5671239173,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637943,660,5,2,79,58,eujf9nqky8c5jnahb2f76m86o,0,20.9,101.4,2025-04-21T16:39:30.773Z,2025-04-21T17:40:34Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5671239231,56,Back,5671239233,347,,5671239807,233,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638071,746,5,2,79,58,d8w1m5j3jbd1eva8524dv4a20,1,79.1,-1.4,2025-04-21T16:39:30.773Z,2025-04-21T17:40:33Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671239747,347,,5671239745,56,Right,5671239775,233,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638103,747,1,2,80,5,d8w1m5j3jbd1eva8524dv4a20,1,85.0,0.0,2025-04-21T16:39:38.410Z,2025-04-21T16:39:41Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671239949,212,9.0,5671239945,140,90.4,5671239941,107,,5671239951,213,0.89,5671239947,141,8.9,5671239943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638107,748,1,2,80,8,d8w1m5j3jbd1eva8524dv4a20,0,91.2,9.2,2025-04-21T16:39:41.186Z,2025-04-21T16:39:43Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,,5671239969,140,90.0,5671240003,236,,5671239973,212,2.5,5671239975,213,4.17,5671240009,286,,5671240005,233,661,5671239971,141,6.1,5671239967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638109,661,74,2,80,8,eujf9nqky8c5jnahb2f76m86o,1,5.0,89.7,2025-04-21T16:39:41.187Z,2025-04-21T17:13:07Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671239987,56,Back,5671239989,285,,5671240063,233,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638133,662,61,2,80,11,eujf9nqky8c5jnahb2f76m86o,0,4.8,90.2,2025-04-21T16:39:44.170Z,2025-04-21T16:39:44Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671240127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638145,663,5,2,80,12,eujf9nqky8c5jnahb2f76m86o,0,8.6,101.8,2025-04-21T16:39:45.147Z,2025-04-21T17:40:35Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671240185,347,,5671240709,233,749,5671240183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638239,749,5,2,80,12,d8w1m5j3jbd1eva8524dv4a20,1,91.4,-1.8,2025-04-21T16:39:45.147Z,2025-04-21T17:40:34Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,,5671240681,56,Right,5671240697,233,663,5671240683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638289,750,1,2,80,20,d8w1m5j3jbd1eva8524dv4a20,1,89.0,0.0,2025-04-21T16:39:53.170Z,2025-04-21T16:39:56Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671240873,213,1.24,5671240869,141,16.2,5671240871,212,12.8,5671240865,56,Right,5671240867,140,93.0,5671240863,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638293,751,1,2,80,23,d8w1m5j3jbd1eva8524dv4a20,1,93.0,16.2,2025-04-21T16:39:56.178Z,2025-04-21T16:39:57Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5671240911,141,8.2,5671240993,156,,5671240907,56,Right,5671240913,212,7.4,5671240915,213,3.97,5671240905,3,,5671240909,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638403,752,1,2,80,28,d8w1m5j3jbd1eva8524dv4a20,1,81.7,8.6,2025-04-21T16:40:01.002Z,2025-04-21T16:40:04Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671241407,140,71.1,5671241411,212,21.9,5671241413,213,2.10,5671241409,141,36.3,5671241405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638427,753,1,2,80,31,d8w1m5j3jbd1eva8524dv4a20,0,71.0,35.4,2025-04-21T16:40:04.346Z,2025-04-21T16:40:06Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671241557,140,77.1,5671241561,212,6.5,5671241555,56,Center,5671241563,213,0.17,5671241559,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638475,664,12,2,80,35,eujf9nqky8c5jnahb2f76m86o,1,9.8,49.1,2025-04-21T16:40:07.755Z,2025-04-21T16:40:10Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5671241833,141,57.2,5671241837,213,1.67,5671241831,140,9.3,5671241829,56,Back,5671241835,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638495,665,12,2,80,38,eujf9nqky8c5jnahb2f76m86o,1,9.6,58.4,2025-04-21T16:40:10.587Z,2025-04-21T16:41:05Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5671241935,141,22.2,5671241939,213,5.54,5671241933,140,35.2,5671241937,212,36.4,5671241931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638585,754,1,2,80,41,d8w1m5j3jbd1eva8524dv4a20,1,32.5,83.3,2025-04-21T16:40:13.803Z,2025-04-21T16:40:17Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671242313,212,31.9,5671242315,213,3.90,5671242309,140,10.4,5671242307,56,Back,5671242311,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638599,755,1,2,80,45,d8w1m5j3jbd1eva8524dv4a20,1,22.6,58.1,2025-04-21T16:40:17.570Z,2025-04-21T16:40:20Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5671242437,213,6.05,5671242431,141,53.9,5671242427,140,34.1,5671242425,56,Back,5671242435,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638635,756,1,2,80,47,d8w1m5j3jbd1eva8524dv4a20,1,34.1,53.9,2025-04-21T16:40:20.442Z,2025-04-21T16:40:23Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671242677,141,21.5,5671242671,56,Center,5671242683,213,5.47,5671242673,140,54.1,5671242679,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638641,757,1,2,80,51,d8w1m5j3jbd1eva8524dv4a20,0,59.1,22.2,2025-04-21T16:40:23.507Z,2025-04-21T16:40:25Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671242757,213,0.61,5671242747,155,,5671242751,140,82.8,5671242749,56,Center,5671242755,212,30.3,5671242753,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638667,666,12,2,80,53,eujf9nqky8c5jnahb2f76m86o,1,14.7,38.9,2025-04-21T16:40:26.346Z,2025-04-21T16:40:31Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5671242881,140,22.2,5671242887,213,0.72,5671242879,56,Back,5671242905,15,,5671242883,141,49.1,5671242885,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638719,758,1,2,80,55,d8w1m5j3jbd1eva8524dv4a20,1,72.7,34.6,2025-04-21T16:40:28.010Z,2025-04-21T16:40:29Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671243043,213,0.05,5671243037,140,79.3,5671243041,212,6.9,5671243035,56,Center,5671243039,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638729,759,61,2,80,57,d8w1m5j3jbd1eva8524dv4a20,0,79.6,35.4,2025-04-21T16:40:29.530Z,2025-04-21T16:40:30Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,,5671243085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638755,667,1,2,80,58,eujf9nqky8c5jnahb2f76m86o,0,19.9,43.4,2025-04-21T16:40:30.842Z,2025-04-21T16:40:31Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671243243,140,24.7,5671243247,212,13.9,5671243241,56,Back,5671243249,213,1.20,5671243245,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638889,760,1,2,81,5,d8w1m5j3jbd1eva8524dv4a20,1,71.9,51.6,2025-04-21T16:40:38.122Z,2025-04-21T16:40:42Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5671243981,140,82.1,5671243983,141,75.6,5671243987,213,0.99,5671243979,56,Center,5671243985,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638893,761,4,2,81,8,d8w1m5j3jbd1eva8524dv4a20,1,86.0,87.4,2025-04-21T16:40:41.073Z,2025-04-21T19:09:45Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671244039,233,668,5671244017,152,,5671244013,13,,5671244019,265,,5671244015,56,Left,5671244021,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638871,668,4,2,81,8,eujf9nqky8c5jnahb2f76m86o,0,14.0,12.6,2025-04-21T16:40:41.074Z,2025-04-21T16:40:48Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671243967,13,,5671244063,233,761,5671243971,152,,5671243975,285,,5671243973,265,,5671243969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639349,763,1,2,81,46,d8w1m5j3jbd1eva8524dv4a20,0,80.3,88.1,2025-04-21T16:41:18.595Z,2025-04-21T16:41:21Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671246403,155,,5671246415,141,49.1,5671246419,212,28.3,5671246409,56,Center,5671246411,140,89.7,5671246407,152,,5671246399,5,,5671246395,2,,5671246423,213,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,
2804639397,669,61,2,81,51,eujf9nqky8c5jnahb2f76m86o,1,6.8,31.2,2025-04-21T16:41:23.598Z,2025-04-21T17:06:42Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671246589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639427,764,1,2,81,54,d8w1m5j3jbd1eva8524dv4a20,1,97.2,83.2,2025-04-21T16:41:26.890Z,2025-04-21T16:41:28Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671246767,140,94.3,5671246773,213,2.49,5671246771,212,3.8,5671246765,56,Left,5671246769,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639441,765,1,2,81,55,d8w1m5j3jbd1eva8524dv4a20,0,94.3,86.6,2025-04-21T16:41:28.011Z,2025-04-21T16:41:29Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671246857,2,,5671246867,212,24.3,5671246861,56,Center,5671246865,141,50.9,5671246869,213,4.63,5671246863,140,92.5,5671246859,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639447,670,12,2,81,58,eujf9nqky8c5jnahb2f76m86o,1,10.8,34.9,2025-04-21T16:41:30.649Z,2025-04-21T16:41:36Z,39zbpdxha7mync2430sxuig9h,J. Tveita,,,5671246895,212,25.5,5671246899,213,4.95,5671246889,140,16.5,5671247183,167,,5671246947,15,,5671246887,56,Back,5671246891,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639485,671,5,2,82,3,eujf9nqky8c5jnahb2f76m86o,0,17.8,-1.4,2025-04-21T16:41:35.523Z,2025-04-21T17:40:35Z,39zbpdxha7mync2430sxuig9h,J. Tveita,,,5671247167,347,,5671247165,56,Back,5671247801,233,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639607,766,5,2,82,3,d8w1m5j3jbd1eva8524dv4a20,1,82.2,101.4,2025-04-21T16:41:35.523Z,2025-04-21T17:40:35Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671247781,233,671,5671247771,56,Left,5671247773,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639617,767,1,2,82,12,d8w1m5j3jbd1eva8524dv4a20,1,80.2,100.0,2025-04-21T16:41:44.666Z,2025-04-21T16:41:46Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671247831,141,96.6,5671247825,107,,5671247829,140,73.4,5671247833,212,7.7,5671247827,56,Left,5671247835,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639623,768,1,2,82,13,d8w1m5j3jbd1eva8524dv4a20,1,73.4,96.6,2025-04-21T16:41:45.771Z,2025-04-21T16:41:47Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671247873,212,6.3,5671247869,140,78.9,5671247867,56,Left,5671247877,213,5.87,5671247871,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639689,769,1,2,82,14,d8w1m5j3jbd1eva8524dv4a20,1,78.9,92.9,2025-04-21T16:41:46.835Z,2025-04-21T16:41:54Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671248217,140,59.3,5671248223,213,3.70,5671248221,212,24.2,5671248215,56,Center,5671248219,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639721,770,1,2,82,22,d8w1m5j3jbd1eva8524dv4a20,1,58.4,66.7,2025-04-21T16:41:54.555Z,2025-04-21T16:41:56Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671248337,56,Center,5671248341,141,60.5,5671248343,212,11.9,5671248339,140,69.0,5671248345,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639779,771,1,2,82,23,d8w1m5j3jbd1eva8524dv4a20,0,69.0,60.5,2025-04-21T16:41:56.370Z,2025-04-21T18:13:45Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671248595,141,52.8,5671248599,213,5.77,5671248593,140,77.8,5671248597,212,10.6,5671248591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639789,772,15,2,82,27,d8w1m5j3jbd1eva8524dv4a20,1,85.8,50.1,2025-04-21T16:41:59.779Z,2025-04-21T18:15:18Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671250001,231,49.6,5671508409,458,,5671249987,102,51.1,5671249999,230,98.5,5671249995,146,86.0,5671249715,82,,5671248623,22,,5671249997,147,52.2,5671512383,17,5671248627,56,Center,5671250055,233,5671249977,78,5671249989,103,19,,672,,5671249707,20,,,,,,,,,,,,,,,,
2804639797,672,10,2,82,27,eujf9nqky8c5jnahb2f76m86o,1,12.0,48.7,2025-04-21T16:41:59.879Z,2025-04-21T16:42:24Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5671248665,94,,5671248669,56,Back,5671250085,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639865,773,1,2,82,32,d8w1m5j3jbd1eva8524dv4a20,0,84.7,16.4,2025-04-21T16:42:05.092Z,2025-04-21T19:24:28Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671249297,345,,5671249091,140,93.8,5671249087,155,,5671249097,213,1.41,5671249099,1,,5671249095,212,58.0,5671249085,2,,5671249089,56,Left,5671249093,141,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,
2804640099,673,5,2,82,35,eujf9nqky8c5jnahb2f76m86o,1,5.8,-0.5,2025-04-21T16:42:08.273Z,2025-04-21T16:42:53Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671250319,347,,5671250317,56,Back,5671250367,233,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639871,774,5,2,82,35,d8w1m5j3jbd1eva8524dv4a20,0,94.2,100.5,2025-04-21T16:42:08.273Z,2025-04-21T17:40:36Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5671250385,233,673,5671249119,56,Left,5671249121,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640395,674,1,2,83,22,eujf9nqky8c5jnahb2f76m86o,0,10.2,0.0,2025-04-21T16:42:55.001Z,2025-04-21T16:42:57Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671252045,213,0.30,5671252035,56,Back,5671252039,141,7.3,5671252033,107,,5671252037,140,29.2,5671252043,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640433,775,1,2,83,25,d8w1m5j3jbd1eva8524dv4a20,1,59.8,82.1,2025-04-21T16:42:58.347Z,2025-04-21T16:43:01Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671252241,140,66.1,5671252237,3,,5671252247,213,5.11,5671252245,212,17.2,5671252239,56,Center,5671252243,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640439,776,44,2,83,27,d8w1m5j3jbd1eva8524dv4a20,1,66.9,58.9,2025-04-21T16:42:59.984Z,2025-04-21T17:12:56Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5671252605,233,675,5671252277,286,,5671252275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
