id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2807296523,526,1,2,52,33,e5txudmuc2qpc460bs4lb5aff,1,13.6,62.7,2025-04-27T16:13:47.835Z,2025-04-27T16:13:52Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,5685889629,213,1.29,5685889621,56,Back,5685889623,140,18.9,5685889627,212,19.9,5685889625,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296529,527,61,2,52,37,e5txudmuc2qpc460bs4lb5aff,1,21.2,87.7,2025-04-27T16:13:52.609Z,2025-04-27T16:13:53Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685889637,56,Back,5685889707,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296729,444,5,2,52,39,d8w1m5j3jbd1eva8524dv4a20,1,76.0,-1.8,2025-04-27T16:13:54.143Z,2025-04-27T17:09:14Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685890723,56,Right,5685890915,233,528,5685890725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296565,528,5,2,52,39,e5txudmuc2qpc460bs4lb5aff,0,24.0,101.8,2025-04-27T16:13:54.143Z,2025-04-27T17:09:14Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685889833,56,Back,5685890927,233,444,5685889835,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296737,445,27,2,52,46,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-27T16:14:00.685Z,2025-04-27T16:14:03Z,,,,5685890821,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296699,529,27,2,52,46,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-27T16:14:00.685Z,2025-04-27T16:14:07Z,,,,5685891159,53,bbiblpn6dg2ub1guiphivzq50,5685891157,41,Injury,5685890885,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298069,447,28,2,52,47,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-27T16:14:01.908Z,2025-04-27T17:08:08Z,,,,5686206181,233,530,5685898131,55,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296717,530,28,2,52,47,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-27T16:14:01.908Z,2025-04-27T17:08:08Z,,,,5686206213,233,447,5685890665,55,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298463,448,1,2,54,23,d8w1m5j3jbd1eva8524dv4a20,0,75.0,0.0,2025-04-27T16:15:38.061Z,2025-04-27T16:15:40Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685900187,212,28.7,5685900185,141,33.4,5685900179,107,,5685900191,1,,5685900183,140,89.8,5685900259,189,,5685900181,56,Center,5685900229,238,,5685900189,213,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,
2807298637,532,1,2,54,34,e5txudmuc2qpc460bs4lb5aff,1,14.4,59.6,2025-04-27T16:15:48.730Z,2025-04-27T16:15:51Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,5685901163,213,5.19,5685901159,141,24.4,5685901153,123,,5685901161,212,26.9,5685901157,140,26.1,5685901155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298707,533,1,2,54,36,e5txudmuc2qpc460bs4lb5aff,1,26.1,23.7,2025-04-27T16:15:51.065Z,2025-04-27T16:15:54Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685901559,212,21.3,5685901557,141,8.8,5685901561,213,5.79,5685901555,140,43.9,5685901553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298729,534,1,2,54,39,e5txudmuc2qpc460bs4lb5aff,0,43.8,8.6,2025-04-27T16:15:53.762Z,2025-04-27T16:15:55Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685901671,140,67.6,5685901669,56,Right,5685901667,155,,5685901673,141,18.5,5685901677,213,0.26,5685901675,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298755,449,8,2,54,41,d8w1m5j3jbd1eva8524dv4a20,1,35.4,82.6,2025-04-27T16:15:56.590Z,2025-04-27T16:15:56Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685901825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298795,450,1,2,54,43,d8w1m5j3jbd1eva8524dv4a20,0,35.4,82.6,2025-04-27T16:15:57.725Z,2025-04-27T16:15:58Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685901993,1,,5685901989,212,23.0,5685901985,140,53.4,5685901987,141,100.0,5685901979,157,,5685901991,213,0.61,5685901983,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298805,451,5,2,54,43,d8w1m5j3jbd1eva8524dv4a20,0,48.8,101.6,2025-04-27T16:15:58.659Z,2025-04-27T17:09:16Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685902029,56,Back,5685902387,233,535,5685902031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298845,535,5,2,54,43,e5txudmuc2qpc460bs4lb5aff,1,51.2,-1.6,2025-04-27T16:15:58.659Z,2025-04-27T17:09:16Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685902239,56,Right,5685902303,233,451,5685902241,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298893,536,1,2,54,47,e5txudmuc2qpc460bs4lb5aff,1,57.5,0.0,2025-04-27T16:16:01.961Z,2025-04-27T16:16:05Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685902551,107,,5685902559,212,14.5,5685902557,141,11.6,5685902561,213,2.46,5685902555,140,46.8,5685902553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807298945,537,1,2,54,50,e5txudmuc2qpc460bs4lb5aff,1,45.5,15.5,2025-04-27T16:16:05.026Z,2025-04-27T16:16:07Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685902817,56,Back,5685902827,213,1.45,5685902823,212,13.2,5685902821,141,34.8,5685902819,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299005,538,1,2,54,53,e5txudmuc2qpc460bs4lb5aff,1,47.0,34.8,2025-04-27T16:16:07.754Z,2025-04-27T16:16:12Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,5685903179,140,47.4,5685903183,212,23.1,5685903185,213,1.55,5685903181,141,68.7,5685903177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299059,539,1,2,54,57,e5txudmuc2qpc460bs4lb5aff,1,45.0,81.1,2025-04-27T16:16:12.473Z,2025-04-27T16:16:14Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685903513,141,61.4,5685903515,212,13.8,5685903517,213,4.97,5685903509,56,Back,5685903511,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299157,540,1,2,54,59,e5txudmuc2qpc460bs4lb5aff,1,48.3,61.4,2025-04-27T16:16:14.625Z,2025-04-27T16:16:19Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,5685904013,141,27.3,5685904011,140,45.9,5685904009,56,Back,5685904017,213,4.60,5685904015,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299197,541,1,2,55,4,e5txudmuc2qpc460bs4lb5aff,1,60.1,22.4,2025-04-27T16:16:19.625Z,2025-04-27T16:16:21Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685904251,56,Right,5685904263,213,5.60,5685904259,141,9.5,5685904255,140,70.4,5685904261,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299255,542,1,2,55,6,e5txudmuc2qpc460bs4lb5aff,0,70.1,9.4,2025-04-27T16:16:21.377Z,2025-04-27T16:16:24Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685904571,56,Right,5685904575,141,0.0,5685904577,212,15.0,5685904579,213,5.77,5685904573,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299365,452,5,2,55,9,d8w1m5j3jbd1eva8524dv4a20,1,16.5,101.6,2025-04-27T16:16:24.322Z,2025-04-27T17:09:17Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685905197,56,Back,5685905199,347,,5685905237,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299261,543,5,2,55,9,e5txudmuc2qpc460bs4lb5aff,0,83.5,-1.6,2025-04-27T16:16:24.322Z,2025-04-27T17:09:17Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685904593,347,,5685905273,233,452,5685904591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299399,453,1,2,55,15,d8w1m5j3jbd1eva8524dv4a20,0,32.1,100.0,2025-04-27T16:16:30.012Z,2025-04-27T16:40:32Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5685905379,107,,5685905383,140,47.9,5685905389,213,5.81,5685905385,141,89.6,5685905387,212,18.6,5685905381,56,Back,5685905791,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299459,544,8,2,55,20,e5txudmuc2qpc460bs4lb5aff,1,69.6,14.0,2025-04-27T16:16:34.769Z,2025-04-27T17:10:25Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685905741,56,Right,5685949487,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299551,454,5,2,55,20,d8w1m5j3jbd1eva8524dv4a20,1,41.2,102.0,2025-04-27T16:16:35.642Z,2025-04-27T17:09:18Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5685906365,233,545,5685906241,347,,5685906239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299477,545,5,2,55,20,e5txudmuc2qpc460bs4lb5aff,0,58.8,-2.0,2025-04-27T16:16:35.642Z,2025-04-27T17:09:18Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685906431,233,454,5685905837,347,,5685905833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299825,455,1,2,55,41,d8w1m5j3jbd1eva8524dv4a20,1,35.8,100.0,2025-04-27T16:16:56.573Z,2025-04-27T16:16:58Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5685907885,140,55.7,5685907887,141,95.0,5685907891,213,6.09,5685907883,56,Left,5685907881,107,,5685907893,1,,5685907889,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299833,456,1,2,55,43,d8w1m5j3jbd1eva8524dv4a20,1,55.7,95.0,2025-04-27T16:16:58.604Z,2025-04-27T16:16:59Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685907959,212,15.3,5685907989,156,,5685907953,56,Back,5685907961,213,3.06,5685907955,140,41.2,5685907957,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807299877,457,1,2,55,46,d8w1m5j3jbd1eva8524dv4a20,0,41.2,96.9,2025-04-27T16:17:00.740Z,2025-04-27T16:17:02Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5685908179,213,5.68,5685908173,140,90.2,5685908169,157,,5685908181,1,,5685908171,56,Center,5685908175,141,44.6,5685908177,212,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300087,548,1,2,55,56,e5txudmuc2qpc460bs4lb5aff,1,12.2,59.6,2025-04-27T16:17:10.833Z,2025-04-27T16:17:19Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,5685909495,141,47.3,5685909497,212,16.5,5685909491,56,Back,5685909493,140,25.7,5685909499,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300155,549,1,2,56,4,e5txudmuc2qpc460bs4lb5aff,1,32.3,49.4,2025-04-27T16:17:18.810Z,2025-04-27T16:17:23Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,5685909915,140,41.7,5685909917,141,16.1,5685909913,56,Back,5685909921,213,5.12,5685909919,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300197,550,1,2,56,8,e5txudmuc2qpc460bs4lb5aff,1,54.9,17.4,2025-04-27T16:17:23.233Z,2025-04-27T16:17:26Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685910161,141,28.6,5685910157,56,Center,5685910165,213,2.11,5685910163,212,8.9,5685910159,140,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300259,551,1,2,56,11,e5txudmuc2qpc460bs4lb5aff,0,54.9,30.1,2025-04-27T16:17:26.649Z,2025-04-27T16:17:31Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,5685910503,140,85.1,5685910499,155,,5685910505,141,69.4,5685910507,212,41.5,5685910511,1,,5685910509,213,0.70,5685910501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300289,458,44,2,56,15,d8w1m5j3jbd1eva8524dv4a20,1,15.7,28.2,2025-04-27T16:17:29.975Z,2025-04-27T17:08:26Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685910749,233,552,5685910627,56,Back,5685910631,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300273,552,44,2,56,15,e5txudmuc2qpc460bs4lb5aff,0,84.3,71.8,2025-04-27T16:17:29.976Z,2025-04-27T17:08:27Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685910573,56,Center,5685910575,286,,5685910757,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300295,459,12,2,56,16,d8w1m5j3jbd1eva8524dv4a20,1,17.1,24.1,2025-04-27T16:17:30.796Z,2025-04-27T16:17:33Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685910673,212,19.6,5685910667,56,Back,5685910693,15,,5685910675,213,0.89,5685910669,140,28.9,5685910671,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300335,460,61,2,56,16,d8w1m5j3jbd1eva8524dv4a20,0,28.9,46.4,2025-04-27T16:17:31.348Z,2025-04-27T17:14:39Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685910931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300363,553,1,2,56,17,e5txudmuc2qpc460bs4lb5aff,1,68.0,53.3,2025-04-27T16:17:32.233Z,2025-04-27T16:17:35Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685911073,140,76.2,5685911079,213,0.19,5685911077,212,8.8,5685911075,141,55.7,5685911071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300421,554,1,2,56,20,e5txudmuc2qpc460bs4lb5aff,1,73.6,55.1,2025-04-27T16:17:34.889Z,2025-04-27T16:17:38Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685911357,56,Center,5685911361,141,44.0,5685911363,212,15.0,5685911359,140,86.0,5685911365,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300383,461,83,2,56,21,d8w1m5j3jbd1eva8524dv4a20,0,20.4,50.9,2025-04-27T16:17:35.933Z,2025-04-27T16:17:39Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685911463,399,dlxtfrt1ioz51rwnizwz5657t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300433,555,61,2,56,23,e5txudmuc2qpc460bs4lb5aff,0,86.0,44.0,2025-04-27T16:17:38.097Z,2025-04-27T16:17:38Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685911407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300549,463,1,2,56,28,d8w1m5j3jbd1eva8524dv4a20,1,12.0,60.9,2025-04-27T16:17:42.700Z,2025-04-27T16:17:48Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685911965,213,5.33,5685912033,287,,5685911963,212,40.4,5685911959,140,34.3,5685912505,1,,5685911957,56,Back,5685911955,123,,5685911961,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300675,464,3,2,56,33,d8w1m5j3jbd1eva8524dv4a20,0,31.7,34.7,2025-04-27T16:17:48.676Z,2025-04-27T17:08:13Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685912763,233,556,5685912551,56,Back,5685912773,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300703,556,7,2,56,33,e5txudmuc2qpc460bs4lb5aff,1,68.3,65.3,2025-04-27T16:17:48.677Z,2025-04-27T17:08:13Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685912743,233,464,5685912669,286,,5685912667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300757,558,1,2,56,36,e5txudmuc2qpc460bs4lb5aff,1,72.7,58.2,2025-04-27T16:17:50.873Z,2025-04-27T16:17:53Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685912983,141,74.1,5685912977,56,Center,5685912985,212,10.9,5685912987,213,1.44,5685912981,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300809,559,1,2,56,38,e5txudmuc2qpc460bs4lb5aff,1,76.8,83.8,2025-04-27T16:17:53.569Z,2025-04-27T16:18:32Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,1.0,5685913277,212,11.6,5685913271,140,76.4,5685913281,213,4.68,5685913269,56,Center,5685916589,210,15,5685913273,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300821,560,15,2,56,41,e5txudmuc2qpc460bs4lb5aff,1,75.8,60.5,2025-04-27T16:17:56.112Z,2025-04-27T16:18:33Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,5685913333,22,,5685916609,103,8.9,5685916601,29,,5685913337,56,Center,5685916603,55,559,5685916615,147,51.4,5685916607,102,50.8,5685916599,78,,5685916661,233,5685916611,215,,5685916231,20,,465,5685913335,18,5685916613,146,,,,,,,,98.9,,,,,,,,
2807300837,465,10,2,56,41,d8w1m5j3jbd1eva8524dv4a20,1,1.7,52.2,2025-04-27T16:17:56.212Z,2025-04-27T16:18:34Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685913401,182,,5685913397,173,,5685913399,178,,5685913403,56,Back,5685916691,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300903,467,1,2,56,46,d8w1m5j3jbd1eva8524dv4a20,1,17.2,64.6,2025-04-27T16:18:01.092Z,2025-04-27T16:18:02Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5685913811,56,Back,5685913819,213,6.27,5685913817,212,13.9,5685913815,141,64.3,5685913813,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807300935,468,1,2,56,47,d8w1m5j3jbd1eva8524dv4a20,1,30.4,64.3,2025-04-27T16:18:02.611Z,2025-04-27T16:18:03Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685913931,141,45.8,5685913927,56,Back,5685913929,140,27.2,5685913933,212,13.0,5685913935,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301011,469,1,2,56,48,d8w1m5j3jbd1eva8524dv4a20,1,27.2,45.8,2025-04-27T16:18:03.563Z,2025-04-27T16:18:07Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685914291,141,28.0,5685914285,140,20.9,5685914303,213,4.21,5685914297,212,13.8,5685914281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301041,470,1,2,56,52,d8w1m5j3jbd1eva8524dv4a20,1,22.2,28.5,2025-04-27T16:18:07.492Z,2025-04-27T16:18:09Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685914445,213,0.27,5685914439,140,38.1,5685914443,212,17.3,5685914441,141,35.2,5685914437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301083,471,1,2,56,54,d8w1m5j3jbd1eva8524dv4a20,1,38.1,35.2,2025-04-27T16:18:09.203Z,2025-04-27T16:18:12Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685914671,213,2.94,5685914669,212,12.0,5685914663,56,Back,5685914667,141,38.8,5685914665,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301109,472,1,2,56,55,d8w1m5j3jbd1eva8524dv4a20,1,26.9,38.8,2025-04-27T16:18:10.356Z,2025-04-27T16:42:38Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685914835,213,5.51,5685914831,141,31.6,5685914827,56,Back,5685914829,140,31.7,5685914833,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301125,473,61,2,56,56,d8w1m5j3jbd1eva8524dv4a20,1,31.7,31.6,2025-04-27T16:18:11.212Z,2025-04-27T16:18:30Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685914891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301143,474,3,2,56,57,d8w1m5j3jbd1eva8524dv4a20,0,30.8,24.6,2025-04-27T16:18:11.835Z,2025-04-27T17:08:14Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685914969,285,,5685967103,233,561,5685914965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301117,561,7,2,56,57,e5txudmuc2qpc460bs4lb5aff,0,69.2,75.4,2025-04-27T16:18:11.836Z,2025-04-27T17:08:14Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685914873,286,,5685967067,233,474,5685914871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301167,563,1,2,57,1,e5txudmuc2qpc460bs4lb5aff,1,72.5,82.9,2025-04-27T16:18:16.248Z,2025-04-27T16:18:17Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685915089,141,73.0,5685915091,212,6.7,5685915085,56,Center,5685915093,213,4.70,5685915087,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301213,564,1,2,57,2,e5txudmuc2qpc460bs4lb5aff,1,72.4,73.0,2025-04-27T16:18:16.936Z,2025-04-27T16:18:43Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,1.0,5685917527,210,13,5685915343,141,60.3,5685915339,56,Center,5685915347,213,4.36,5685915345,212,9.2,5685915341,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301221,565,13,2,57,4,e5txudmuc2qpc460bs4lb5aff,1,72.7,57.6,2025-04-27T16:18:19.056Z,2025-04-27T16:18:43Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685917545,215,,5685917139,20,,5685915373,56,Center,5685917535,29,,5685915371,18,,5685917547,230,98.5,5685917543,103,11.1,5685917537,55,564,5685915369,22,5685917541,102,57.6,5685917533,83,,,5685917549,231,,,,,,,,,51.3,,,,,,,,,
2807301323,475,5,2,57,5,d8w1m5j3jbd1eva8524dv4a20,1,-0.9,37.6,2025-04-27T16:18:20.458Z,2025-04-27T17:09:19Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685915949,346,,5685915947,56,Back,5685916055,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301235,566,5,2,57,5,e5txudmuc2qpc460bs4lb5aff,0,100.9,62.4,2025-04-27T16:18:20.458Z,2025-04-27T17:09:20Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685915453,346,,5685916105,233,475,5685915451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301761,476,1,2,57,33,d8w1m5j3jbd1eva8524dv4a20,0,3.0,50.7,2025-04-27T16:18:48.556Z,2025-04-27T16:18:52Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685918365,213,0.40,5685918367,1,,5685918363,212,70.6,5685918359,140,65.0,5685918357,56,Left,5685918361,141,90.9,5685918355,124,,5685918369,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301801,567,1,2,57,37,e5txudmuc2qpc460bs4lb5aff,1,45.1,19.7,2025-04-27T16:18:52.281Z,2025-04-27T16:18:54Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685918583,212,28.3,5685918579,140,68.4,5685918585,213,0.53,5685918575,3,,5685918577,56,Center,5685918581,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301819,568,1,2,57,39,e5txudmuc2qpc460bs4lb5aff,0,68.4,40.7,2025-04-27T16:18:54.536Z,2025-04-27T16:18:55Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685918645,141,25.8,5685918647,212,11.7,5685918637,3,,5685918641,56,Center,5685918643,140,74.0,5685918649,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807301845,477,1,2,57,41,d8w1m5j3jbd1eva8524dv4a20,0,27.0,72.7,2025-04-27T16:18:55.859Z,2025-04-27T16:18:56Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685918787,213,0.08,5685918785,212,22.4,5685918783,141,75.3,5685918779,56,Back,5685918777,3,,5685918781,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
