id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823871219,379,6,2,45,22,crlocdyqyb1fdhck54qxs65rl,0,14.8,55.6,2025-06-22T16:04:34.644Z,2025-06-22T17:11:47Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5778031205,56,Back,5778031207,75,,5778031683,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871193,442,6,2,45,22,80hgdmpkvdrhw1ge9nks2kxvy,1,85.2,44.4,2025-06-22T16:04:34.644Z,2025-06-22T17:11:47Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5778031679,233,379,5778031125,56,Center,5778031127,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871477,443,1,2,45,59,80hgdmpkvdrhw1ge9nks2kxvy,1,99.7,0.5,2025-06-22T16:05:11.491Z,2025-06-22T16:06:28Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,1.0,5778032963,210,16,5778032553,140,94.9,5778032547,155,,5778032967,25,,5778032557,212,37.3,5778032543,2,,5778032559,213,1.71,5778032545,6,,5778032561,1,5778032555,141,54.8,5778032965,154,5778032549,224,5778032551,56,Center,,,,,,,,,,,,,,,,,,
2823871651,448,44,2,46,0,80hgdmpkvdrhw1ge9nks2kxvy,1,92.8,54.0,2025-06-22T16:05:13.021Z,2025-06-22T17:20:02Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778033589,56,Center,5778033823,233,381,5778033593,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871361,381,44,2,46,0,crlocdyqyb1fdhck54qxs65rl,0,7.2,46.0,2025-06-22T16:05:13.022Z,2025-06-22T17:20:02Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5778031911,56,Back,5778031913,285,,5778033829,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871481,444,16,2,46,1,80hgdmpkvdrhw1ge9nks2kxvy,1,96.4,51.3,2025-06-22T16:05:14.206Z,2025-06-22T16:06:07Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778033005,103,19.0,5778032993,76,,5778032733,25,,5778032745,374,2025-06-22 17:05:13.973,5778032995,29,,5778032743,328,,5778032581,16,,5778033003,102,53.6,5778032997,154,5778032583,56,Center,5778032737,15,5778032749,375,5778033009,230,98.9,5778033007,214,,5778032999,55,443,5778033011,231,46:01.655,,,50.9,,,,,,
2823871559,382,1,2,46,56,crlocdyqyb1fdhck54qxs65rl,1,50.2,50.1,2025-06-22T16:06:08.795Z,2025-06-22T16:06:10Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5778033103,212,19.5,5778033107,279,G,5778033105,213,3.57,5778033101,141,38.2,5778033097,56,Back,5778033099,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871573,383,1,2,46,57,crlocdyqyb1fdhck54qxs65rl,0,32.2,43.6,2025-06-22T16:06:10.045Z,2025-06-22T16:06:13Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5778033159,157,,5778033169,213,5.79,5778033163,140,62.3,5778033161,56,Right,5778033165,141,18.9,5778033171,1,,5778033167,212,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871567,445,44,2,46,59,80hgdmpkvdrhw1ge9nks2kxvy,1,36.2,80.6,2025-06-22T16:06:11.430Z,2025-06-22T17:20:03Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5778033129,285,,5778033127,56,Back,5778033223,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871579,384,44,2,46,59,crlocdyqyb1fdhck54qxs65rl,0,63.8,19.4,2025-06-22T16:06:11.431Z,2025-06-22T17:20:03Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5778033229,233,445,5778033191,56,Right,5778033193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871577,446,1,2,46,59,80hgdmpkvdrhw1ge9nks2kxvy,0,33.8,73.5,2025-06-22T16:06:11.989Z,2025-06-22T16:06:12Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5778033187,212,19.9,5778033183,140,40.7,5778033179,3,,5778033189,213,1.20,5778033185,141,100.0,5778033181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871605,385,5,2,47,0,crlocdyqyb1fdhck54qxs65rl,1,61.3,-1.2,2025-06-22T16:06:12.713Z,2025-06-22T17:12:07Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5778033351,56,Right,5778033369,233,447,5778033353,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871581,447,5,2,47,0,80hgdmpkvdrhw1ge9nks2kxvy,0,38.7,101.2,2025-06-22T16:06:12.713Z,2025-06-22T17:12:08Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5778033195,56,Back,5778033379,233,385,5778033197,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871625,386,1,2,47,5,crlocdyqyb1fdhck54qxs65rl,1,64.8,0.0,2025-06-22T16:06:17.555Z,2025-06-22T16:06:57Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5778033489,213,2.83,5778033491,1,,5778033483,140,37.8,5778033481,56,Back,5778033485,141,11.4,5778033487,212,29.8,5778033479,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871639,387,1,2,47,10,crlocdyqyb1fdhck54qxs65rl,1,37.8,11.4,2025-06-22T16:06:23.315Z,2025-06-22T16:06:24Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5778033573,213,1.88,5778033565,56,Back,5778033569,141,48.7,5778033571,212,26.6,5778033567,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871653,388,1,2,47,11,crlocdyqyb1fdhck54qxs65rl,1,30.2,48.7,2025-06-22T16:06:24.172Z,2025-06-22T16:06:56Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5778033613,213,0.78,5778033607,140,49.3,5778033611,212,28.2,5778033605,56,Back,5778033609,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871675,389,1,2,47,14,crlocdyqyb1fdhck54qxs65rl,1,49.3,77.8,2025-06-22T16:06:26.659Z,2025-06-22T16:06:29Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5778033723,213,4.26,5778033715,56,Back,5778033719,141,53.6,5778033717,140,41.7,5778033721,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871693,390,1,2,47,16,crlocdyqyb1fdhck54qxs65rl,1,44.5,47.9,2025-06-22T16:06:29.083Z,2025-06-22T16:06:33Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5778033841,213,5.29,5778033833,56,Right,5778033837,141,8.8,5778033835,140,60.9,5778033839,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871703,391,1,2,47,21,crlocdyqyb1fdhck54qxs65rl,0,70.6,9.1,2025-06-22T16:06:33.619Z,2025-06-22T16:06:35Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5778033895,1,,5778033889,141,55.8,5778033891,212,37.4,5778033883,155,,5778033893,213,1.01,5778033881,2,,5778033885,56,Center,5778033887,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871709,451,12,2,47,23,80hgdmpkvdrhw1ge9nks2kxvy,1,12.2,39.4,2025-06-22T16:06:36.118Z,2025-06-22T16:06:39Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5778033921,56,Back,5778033935,15,,5778033925,141,56.1,5778033929,213,0.52,5778033923,140,31.3,5778033927,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871747,453,1,2,47,27,80hgdmpkvdrhw1ge9nks2kxvy,1,32.7,56.1,2025-06-22T16:06:39.339Z,2025-06-22T16:06:43Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5778034149,141,51.5,5778034145,56,Back,5778034147,140,45.1,5778034151,212,13.4,5778034153,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871783,454,1,2,47,31,80hgdmpkvdrhw1ge9nks2kxvy,1,43.1,63.4,2025-06-22T16:06:43.435Z,2025-06-22T16:06:47Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778034341,141,58.4,5778034337,56,Back,5778034339,140,31.2,5778034343,212,12.9,5778034345,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871803,455,1,2,47,35,80hgdmpkvdrhw1ge9nks2kxvy,1,34.9,58.7,2025-06-22T16:06:47.692Z,2025-06-22T16:06:50Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5778034445,140,56.5,5778034449,212,23.6,5778034443,56,Center,5778034451,213,0.28,5778034447,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871815,456,1,2,47,38,80hgdmpkvdrhw1ge9nks2kxvy,1,43.7,72.3,2025-06-22T16:06:50.636Z,2025-06-22T16:06:53Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5778034527,213,4.29,5778034523,141,39.4,5778034525,212,24.5,5778034521,140,34.1,5778034519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871825,457,1,2,47,40,80hgdmpkvdrhw1ge9nks2kxvy,1,35.0,42.2,2025-06-22T16:06:52.892Z,2025-06-22T16:06:54Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5778034583,141,45.4,5778034579,56,Center,5778034587,213,0.10,5778034585,212,22.5,5778034581,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871837,458,1,2,47,42,80hgdmpkvdrhw1ge9nks2kxvy,1,50.7,48.7,2025-06-22T16:06:54.867Z,2025-06-22T16:06:57Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778034663,212,20.7,5778034665,213,2.30,5778034659,140,37.6,5778034661,141,71.4,5778034657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871865,459,1,2,47,44,80hgdmpkvdrhw1ge9nks2kxvy,1,32.2,68.4,2025-06-22T16:06:57.252Z,2025-06-22T16:07:01Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5778034825,213,5.03,5778034827,1,,5778034823,212,36.2,5778034819,140,43.1,5778034817,56,Back,5778034821,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871895,460,1,2,47,49,80hgdmpkvdrhw1ge9nks2kxvy,1,42.8,21.3,2025-06-22T16:07:01.507Z,2025-06-22T16:07:06Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5778034971,140,44.5,5778034969,56,Back,5778034977,213,1.41,5778034973,141,37.9,5778034975,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871897,461,1,2,47,53,80hgdmpkvdrhw1ge9nks2kxvy,1,55.6,24.4,2025-06-22T16:07:06.245Z,2025-06-22T16:07:07Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778034991,56,Right,5778034997,212,15.1,5778034995,141,8.9,5778034993,140,65.9,5778034999,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871915,462,1,2,47,55,80hgdmpkvdrhw1ge9nks2kxvy,1,65.9,8.9,2025-06-22T16:07:07.555Z,2025-06-22T16:07:12Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5778035085,141,21.0,5778035087,212,22.5,5778035081,56,Back,5778035089,213,2.77,5778035083,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871927,463,1,2,48,0,80hgdmpkvdrhw1ge9nks2kxvy,1,40.8,18.6,2025-06-22T16:07:12.363Z,2025-06-22T16:07:14Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5778035155,212,25.1,5778035153,141,11.4,5778035157,213,6.09,5778035149,56,Right,5778035151,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871945,464,1,2,48,2,80hgdmpkvdrhw1ge9nks2kxvy,1,60.2,12.3,2025-06-22T16:07:14.803Z,2025-06-22T16:07:19Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778035259,56,Center,5778035261,140,71.3,5778035263,141,30.7,5778035267,213,0.82,5778035265,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871959,465,1,2,48,7,80hgdmpkvdrhw1ge9nks2kxvy,1,65.3,28.3,2025-06-22T16:07:19.540Z,2025-06-22T16:07:21Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5778035307,141,10.4,5778035311,213,5.38,5778035303,56,Right,5778035309,212,15.5,5778035305,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871965,466,1,2,48,9,80hgdmpkvdrhw1ge9nks2kxvy,1,67.9,8.6,2025-06-22T16:07:21.387Z,2025-06-22T16:07:23Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5778035365,56,Center,5778035369,141,33.4,5778035371,212,18.6,5778035367,140,75.4,5778035373,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871977,467,1,2,48,11,80hgdmpkvdrhw1ge9nks2kxvy,1,65.2,20.5,2025-06-22T16:07:23.483Z,2025-06-22T16:14:08Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778045225,233,392,5778035435,213,1.07,5778035427,56,Center,5778035431,141,33.8,5778035433,212,10.3,5778035429,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823873763,508,1,2,48,12,80hgdmpkvdrhw1ge9nks2kxvy,0,68.4,30.1,2025-06-22T16:07:25.180Z,2025-06-22T16:16:29Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778046981,286,,5778046969,141,33.8,5778046973,213,0.67,5778046965,56,Center,5778046971,212,4.0,5778046967,140,71.4,5778046975,236,,5778046977,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871979,392,74,2,48,12,crlocdyqyb1fdhck54qxs65rl,1,27.8,61.4,2025-06-22T16:07:25.181Z,2025-06-22T17:11:46Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5778045221,285,,5778045237,233,508,5778035449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871991,468,1,2,48,15,80hgdmpkvdrhw1ge9nks2kxvy,1,63.5,31.6,2025-06-22T16:07:27.748Z,2025-06-22T16:14:38Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5778035535,212,14.6,5778035533,141,23.7,5778035537,213,5.91,5778035529,56,Center,5778035531,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871997,469,1,2,48,17,80hgdmpkvdrhw1ge9nks2kxvy,1,71.1,24.3,2025-06-22T16:07:29.891Z,2025-06-22T16:14:40Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778035577,212,9.4,5778035573,140,79.7,5778035579,213,0.29,5778035575,141,28.3,5778035571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872009,470,1,2,48,18,80hgdmpkvdrhw1ge9nks2kxvy,1,85.4,38.0,2025-06-22T16:07:31.260Z,2025-06-22T16:14:37Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5778035645,213,4.18,5778035643,212,11.0,5778035639,140,80.1,5778035637,56,Center,5778035641,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872015,471,1,2,48,22,80hgdmpkvdrhw1ge9nks2kxvy,0,80.5,24.1,2025-06-22T16:07:34.671Z,2025-06-22T16:14:35Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5778035681,212,27.6,5778035679,141,56.1,5778035673,155,,5778035683,213,0.91,5778035675,56,Center,5778035677,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872023,393,61,2,48,23,crlocdyqyb1fdhck54qxs65rl,1,11.5,36.1,2025-06-22T16:07:35.402Z,2025-06-22T16:14:33Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5778035733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872079,395,1,2,48,28,crlocdyqyb1fdhck54qxs65rl,1,8.7,38.2,2025-06-22T16:07:41.290Z,2025-06-22T16:07:45Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5778036001,123,,5778036005,140,16.5,5778036007,141,68.8,5778036009,212,22.4,5778036003,56,Back,5778036011,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872121,396,1,2,48,33,crlocdyqyb1fdhck54qxs65rl,1,20.2,68.8,2025-06-22T16:07:45.442Z,2025-06-22T16:07:51Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5778036249,56,Back,5778036251,140,38.9,5778036255,212,22.1,5778036257,213,0.47,5778036253,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872135,397,1,2,48,39,crlocdyqyb1fdhck54qxs65rl,1,47.9,80.0,2025-06-22T16:07:51.690Z,2025-06-22T16:07:53Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5778036343,213,0.22,5778036339,141,83.9,5778036335,56,Left,5778036337,140,59.1,5778036341,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872155,398,1,2,48,41,crlocdyqyb1fdhck54qxs65rl,1,56.4,83.3,2025-06-22T16:07:53.667Z,2025-06-22T16:07:56Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5778036431,56,Back,5778036437,212,21.7,5778036435,141,77.5,5778036433,140,36.1,5778036439,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872165,399,1,2,48,44,crlocdyqyb1fdhck54qxs65rl,1,38.9,75.1,2025-06-22T16:07:56.475Z,2025-06-22T16:07:58Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5778036491,56,Back,5778036497,212,13.8,5778036495,141,54.9,5778036493,140,38.3,5778036499,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872183,400,1,2,48,46,crlocdyqyb1fdhck54qxs65rl,1,38.7,53.4,2025-06-22T16:07:58.466Z,2025-06-22T16:08:01Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5778036577,141,31.0,5778036575,140,47.2,5778036581,213,5.24,5778036573,56,Back,5778036579,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872201,401,1,2,48,48,crlocdyqyb1fdhck54qxs65rl,1,49.0,27.6,2025-06-22T16:08:00.930Z,2025-06-22T16:08:04Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5778036707,213,5.77,5778036703,141,8.0,5778036705,212,27.3,5778036701,140,71.7,5778036699,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872227,402,1,2,48,52,crlocdyqyb1fdhck54qxs65rl,1,80.0,5.3,2025-06-22T16:08:04.626Z,2025-06-22T16:08:08Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5778036855,141,48.2,5778036857,212,29.6,5778036849,155,,5778036851,56,Center,5778036859,213,1.41,5778036853,140,84.6,5778036847,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872233,403,61,2,48,53,crlocdyqyb1fdhck54qxs65rl,1,84.6,48.2,2025-06-22T16:08:05.406Z,2025-06-22T16:15:38Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5778036887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872219,472,43,2,48,54,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-06-22T16:08:06.788Z,2025-06-22T16:15:58Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5778036813,140,17.0,5778036819,213,5.31,5778036811,56,Back,5778036825,15,0,5778049419,144,12,5778036817,212,10.9,5778036815,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872237,473,1,2,48,56,80hgdmpkvdrhw1ge9nks2kxvy,0,20.1,40.4,2025-06-22T16:08:09.259Z,2025-06-22T16:16:21Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778036909,140,18.8,5778036911,141,59.4,5778036907,56,Back,5778036915,213,1.68,5778036913,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872245,404,1,2,48,57,crlocdyqyb1fdhck54qxs65rl,1,79.3,31.6,2025-06-22T16:08:09.514Z,2025-06-22T16:09:07Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5778036973,212,5.2,5778036975,213,1.79,5778036967,56,Center,5778036971,141,39.1,5778036969,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872411,405,1,2,48,57,crlocdyqyb1fdhck54qxs65rl,1,78.2,39.1,2025-06-22T16:08:10.244Z,2025-06-22T16:16:19Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,1.0,5778038179,210,16,5778037809,56,Center,5778037811,140,73.6,5778037815,212,14.4,5778038181,22,,5778037817,213,1.91,5778037813,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872413,406,16,2,49,0,crlocdyqyb1fdhck54qxs65rl,1,75.2,50.0,2025-06-22T16:08:12.643Z,2025-06-22T16:08:58Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5778038203,102,47.1,5778038211,230,98.9,5778038197,29,,5778037999,374,2025-06-22 17:08:11.081,5778038207,215,,5778037851,22,,5778037855,56,Center,5778037995,20,,5778038209,328,5778037853,18,,5778038195,80,5778038003,375,5778038205,103,19.0,5778038213,231,,5778038199,55,405,,,48:58.763,,50.7,,,,,,,
2823872517,474,1,2,49,57,80hgdmpkvdrhw1ge9nks2kxvy,1,49.8,49.6,2025-06-22T16:09:09.787Z,2025-06-22T16:10:28Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5778038469,279,G,5778038463,141,68.8,5778038459,56,Back,5778038465,212,17.7,5778038467,213,2.31,5778040665,189,,5778038461,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872519,475,1,2,50,0,80hgdmpkvdrhw1ge9nks2kxvy,1,45.6,54.2,2025-06-22T16:09:13.099Z,2025-06-22T16:09:14Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5778038487,213,0.82,5778038479,56,Center,5778038483,141,70.2,5778038485,212,14.9,5778038481,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872521,476,1,2,50,1,80hgdmpkvdrhw1ge9nks2kxvy,1,56.4,75.7,2025-06-22T16:09:14.035Z,2025-06-22T16:09:14Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5778038499,141,62.0,5778038501,212,12.8,5778038495,56,Center,5778038497,140,64.8,5778038503,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872527,477,1,2,50,2,80hgdmpkvdrhw1ge9nks2kxvy,1,64.8,62.0,2025-06-22T16:09:14.755Z,2025-06-22T16:09:16Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778038525,213,0.81,5778038523,212,11.9,5778038519,140,72.6,5778038517,56,Center,5778038521,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872549,478,1,2,50,3,80hgdmpkvdrhw1ge9nks2kxvy,1,65.3,77.0,2025-06-22T16:09:15.995Z,2025-06-22T16:09:19Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5778038651,213,6.01,5778038643,56,Center,5778038647,141,68.2,5778038645,140,85.3,5778038649,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872557,479,1,2,50,7,80hgdmpkvdrhw1ge9nks2kxvy,0,97.7,85.7,2025-06-22T16:09:19.660Z,2025-06-22T16:09:20Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5778038675,56,Center,5778038679,141,70.6,5778038683,213,4.00,5778038677,140,89.2,5778038681,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872567,408,61,2,50,8,crlocdyqyb1fdhck54qxs65rl,1,10.9,25.9,2025-06-22T16:09:21.274Z,2025-06-22T16:09:21Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5778038693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872581,480,1,2,50,9,80hgdmpkvdrhw1ge9nks2kxvy,1,89.2,70.6,2025-06-22T16:09:21.747Z,2025-06-22T16:09:23Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5778038779,213,0.64,5778038775,141,77.5,5778038777,212,7.9,5778038773,140,95.2,5778038771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872611,481,1,2,50,11,80hgdmpkvdrhw1ge9nks2kxvy,1,96.7,78.5,2025-06-22T16:09:23.707Z,2025-06-22T16:09:27Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5778038917,140,96.1,5778038921,212,28.2,5778038915,56,Center,5778038911,2,,5778038913,155,,5778038919,141,37.1,5778038923,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
