id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815295463,501,1,1,44,5,ctvzi2jbl1q6xzq0s3sexj73g,1,29.5,20.1,2025-05-16T16:44:41.363Z,2025-05-16T16:44:45Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730245649,213,1.98,5730245637,56,Back,5730245647,212,28.0,5730245643,140,18.9,5730245645,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295489,502,1,1,44,9,ctvzi2jbl1q6xzq0s3sexj73g,1,18.9,55.8,2025-05-16T16:44:45.092Z,2025-05-16T16:44:50Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730245889,1,,5730245881,140,31.2,5730245887,213,5.12,5730245883,141,12.2,5730245879,56,Back,5730245885,212,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295501,503,1,1,44,14,ctvzi2jbl1q6xzq0s3sexj73g,1,36.9,16.8,2025-05-16T16:44:50.316Z,2025-05-16T16:44:51Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730245973,213,0.59,5730245965,56,Center,5730245971,212,25.4,5730245967,140,57.0,5730245969,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295503,504,1,1,44,15,ctvzi2jbl1q6xzq0s3sexj73g,0,57.0,37.7,2025-05-16T16:44:51.627Z,2025-05-16T16:44:52Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5730245985,213,5.80,5730245983,212,13.4,5730245979,140,68.3,5730245981,141,28.5,5730245977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295515,319,8,1,44,17,80hgdmpkvdrhw1ge9nks2kxvy,1,31.4,73.9,2025-05-16T16:44:53.069Z,2025-05-16T16:44:53Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730246043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295537,320,3,1,44,19,80hgdmpkvdrhw1ge9nks2kxvy,1,32.0,68.6,2025-05-16T16:44:54.668Z,2025-05-16T17:06:55Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730246205,233,505,5730246187,285,,5730246185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295519,505,45,1,44,19,ctvzi2jbl1q6xzq0s3sexj73g,0,68.0,31.4,2025-05-16T16:44:54.668Z,2025-05-16T17:06:55Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5730246225,233,320,5730246083,56,Center,5730246085,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295561,322,1,1,44,21,80hgdmpkvdrhw1ge9nks2kxvy,1,33.8,70.9,2025-05-16T16:44:56.935Z,2025-05-16T16:44:59Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730246301,213,0.07,5730246295,140,50.5,5730246297,141,72.7,5730246293,56,Center,5730246299,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815298003,343,1,1,44,22,80hgdmpkvdrhw1ge9nks2kxvy,1,42.2,63.1,2025-05-16T16:44:57.638Z,2025-05-16T16:50:44Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730259719,141,76.0,5730259723,213,0.78,5730259717,140,50.6,5730259721,212,12.4,5730259715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297337,529,83,1,44,23,ctvzi2jbl1q6xzq0s3sexj73g,0,41.2,8.5,2025-05-16T16:44:58.638Z,2025-05-16T16:48:35Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730256095,399,cd0g5e95qabgsw4gl3b8ijoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295563,323,3,1,44,23,80hgdmpkvdrhw1ge9nks2kxvy,0,52.6,77.8,2025-05-16T16:44:59.035Z,2025-05-16T16:51:24Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5730246317,56,Center,5730246319,286,,5730246429,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295565,506,7,1,44,23,ctvzi2jbl1q6xzq0s3sexj73g,0,47.4,22.2,2025-05-16T16:44:59.036Z,2025-05-16T16:48:38Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5730246327,285,,5730246393,233,323,5730246325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295589,324,1,1,44,24,80hgdmpkvdrhw1ge9nks2kxvy,1,49.3,71.4,2025-05-16T16:44:59.971Z,2025-05-16T16:45:01Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5730246471,140,31.6,5730246473,141,79.6,5730246477,213,2.85,5730246475,212,19.4,5730246469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295593,325,1,1,44,25,80hgdmpkvdrhw1ge9nks2kxvy,1,31.6,79.6,2025-05-16T16:45:01.171Z,2025-05-16T16:45:03Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5730246515,141,61.5,5730246513,140,18.9,5730246517,212,18.1,5730246519,213,3.89,5730246511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295617,326,1,1,44,27,80hgdmpkvdrhw1ge9nks2kxvy,1,22.2,59.9,2025-05-16T16:45:02.874Z,2025-05-16T16:45:06Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5730246647,212,9.5,5730246643,141,50.1,5730246649,213,5.50,5730246639,56,Back,5730246641,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295671,327,1,1,44,30,80hgdmpkvdrhw1ge9nks2kxvy,1,28.6,50.1,2025-05-16T16:45:06.083Z,2025-05-16T16:45:13Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730246983,212,16.3,5730246981,141,26.2,5730246985,213,4.77,5730246979,140,29.5,5730246977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295713,328,1,1,44,37,80hgdmpkvdrhw1ge9nks2kxvy,1,28.9,14.7,2025-05-16T16:45:13.323Z,2025-05-16T16:45:19Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730247175,140,55.4,5730247173,56,Right,5730247177,141,11.4,5730247181,213,6.20,5730247179,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295717,329,50,1,44,41,80hgdmpkvdrhw1ge9nks2kxvy,1,58.8,9.6,2025-05-16T16:45:17.146Z,2025-05-16T17:06:50Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730247201,286,,5730247197,56,Right,5730247237,233,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295701,507,7,1,44,41,ctvzi2jbl1q6xzq0s3sexj73g,1,41.2,90.4,2025-05-16T16:45:17.147Z,2025-05-16T17:06:50Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5730247225,233,329,5730247155,285,,5730247153,56,Back,5730247151,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295757,330,5,1,44,42,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,-1.8,2025-05-16T16:45:17.972Z,2025-05-16T18:08:06Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730247411,347,,5730247409,56,Right,5730247421,233,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295703,508,5,1,44,42,ctvzi2jbl1q6xzq0s3sexj73g,0,38.8,101.8,2025-05-16T16:45:17.972Z,2025-05-16T18:08:07Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5730247159,347,,5730247157,56,Back,5730247431,233,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295819,331,1,1,45,0,80hgdmpkvdrhw1ge9nks2kxvy,1,65.7,0.0,2025-05-16T16:45:35.771Z,2025-05-16T16:45:39Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730247813,140,58.0,5730247819,212,16.5,5730247811,56,Right,5730247815,141,19.5,5730247823,213,2.08,5730247807,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296465,341,70,1,45,0,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-16T16:45:36.221Z,2025-05-16T17:00:08Z,,,,,5730251363,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295839,332,1,1,45,3,80hgdmpkvdrhw1ge9nks2kxvy,1,58.2,19.7,2025-05-16T16:45:39.083Z,2025-05-16T16:45:41Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730247941,141,8.0,5730247943,212,21.4,5730247939,140,77.1,5730247937,56,Right,5730247945,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295865,333,1,1,45,5,80hgdmpkvdrhw1ge9nks2kxvy,1,72.9,8.0,2025-05-16T16:45:41.370Z,2025-05-16T16:45:43Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730248083,140,73.2,5730248087,212,6.4,5730248089,213,1.52,5730248081,56,Right,5730248085,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295869,334,61,1,45,7,80hgdmpkvdrhw1ge9nks2kxvy,0,72.7,16.5,2025-05-16T16:45:43.602Z,2025-05-16T16:45:44Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730248101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295891,509,1,1,45,8,ctvzi2jbl1q6xzq0s3sexj73g,1,29.4,71.8,2025-05-16T16:45:43.867Z,2025-05-16T16:45:45Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730248175,141,64.6,5730248179,213,5.91,5730248171,56,Back,5730248173,140,41.2,5730248177,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295913,511,1,1,45,10,ctvzi2jbl1q6xzq0s3sexj73g,1,36.6,56.3,2025-05-16T16:45:46.268Z,2025-05-16T16:45:48Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5730248311,212,17.3,5730248307,140,33.0,5730248309,141,31.5,5730248313,213,4.49,5730248305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295925,512,1,1,45,12,ctvzi2jbl1q6xzq0s3sexj73g,1,32.6,28.6,2025-05-16T16:45:47.955Z,2025-05-16T16:45:50Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730248395,141,44.8,5730248391,56,Back,5730248399,213,1.88,5730248397,212,11.6,5730248393,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295995,513,1,1,45,14,ctvzi2jbl1q6xzq0s3sexj73g,1,29.2,49.0,2025-05-16T16:45:49.916Z,2025-05-16T16:45:58Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5730248805,56,Back,5730248817,212,26.3,5730248809,140,31.6,5730248821,213,1.47,5730248813,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296033,514,1,1,45,22,ctvzi2jbl1q6xzq0s3sexj73g,1,37.8,92.9,2025-05-16T16:45:57.676Z,2025-05-16T16:46:02Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730249031,140,75.4,5730249037,212,44.5,5730249033,141,62.7,5730249045,1,,5730249041,213,5.80,5730249027,155,,5730249029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296063,515,1,1,45,26,ctvzi2jbl1q6xzq0s3sexj73g,0,74.8,62.1,2025-05-16T16:46:02.012Z,2025-05-16T16:49:03Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5730249189,56,Center,5730249195,212,13.6,5730249193,141,68.8,5730249197,213,0.34,5730249191,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296141,336,1,1,45,35,80hgdmpkvdrhw1ge9nks2kxvy,1,9.2,17.1,2025-05-16T16:46:10.890Z,2025-05-16T16:46:14Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730249545,212,7.7,5730249539,56,Back,5730249541,140,7.3,5730249543,141,6.2,5730249547,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296155,337,1,1,45,38,80hgdmpkvdrhw1ge9nks2kxvy,0,7.3,6.2,2025-05-16T16:46:13.786Z,2025-05-16T16:46:15Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730249629,56,Back,5730249635,212,34.1,5730249627,155,,5730249633,141,23.3,5730249637,213,0.35,5730249631,140,37.8,5730249639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296163,516,1,1,45,39,ctvzi2jbl1q6xzq0s3sexj73g,1,64.1,84.2,2025-05-16T16:46:15.483Z,2025-05-16T16:46:16Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730249667,3,,5730249669,56,Center,5730249675,212,9.5,5730249677,213,4.94,5730249673,141,70.6,5730249671,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296169,517,1,1,45,40,ctvzi2jbl1q6xzq0s3sexj73g,1,66.1,70.6,2025-05-16T16:46:16.323Z,2025-05-16T16:46:17Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5730249713,141,73.9,5730249717,213,3.04,5730249711,140,46.1,5730249715,212,21.1,5730249709,56,Back,5730249751,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296223,519,1,1,45,42,ctvzi2jbl1q6xzq0s3sexj73g,1,45.7,73.9,2025-05-16T16:46:18.139Z,2025-05-16T16:46:23Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5730249975,140,46.4,5730249973,56,Back,5730249977,141,48.1,5730249981,213,4.75,5730249979,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296229,520,1,1,45,47,ctvzi2jbl1q6xzq0s3sexj73g,1,48.8,39.8,2025-05-16T16:46:23.044Z,2025-05-16T16:46:24Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730250023,56,Back,5730250027,141,70.3,5730250029,212,21.2,5730250031,213,1.79,5730250025,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296255,521,1,1,45,48,ctvzi2jbl1q6xzq0s3sexj73g,1,44.5,70.3,2025-05-16T16:46:24.508Z,2025-05-16T16:46:27Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730250173,141,44.9,5730250177,213,4.45,5730250171,140,40.0,5730250175,212,17.9,5730250169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296267,522,1,1,45,51,ctvzi2jbl1q6xzq0s3sexj73g,1,40.8,38.9,2025-05-16T16:46:27.156Z,2025-05-16T16:46:30Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5730250257,140,44.0,5730250261,212,11.9,5730250259,141,22.1,5730250263,213,5.00,5730250255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296317,523,1,1,45,54,ctvzi2jbl1q6xzq0s3sexj73g,1,45.8,18.3,2025-05-16T16:46:29.956Z,2025-05-16T16:46:36Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730250519,140,65.8,5730250527,213,5.92,5730250521,141,6.4,5730250517,56,Right,5730250525,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296343,338,83,1,45,59,80hgdmpkvdrhw1ge9nks2kxvy,0,53.5,83.2,2025-05-16T16:46:35.170Z,2025-05-16T16:48:54Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5730250875,399,cegoeac3l2owi83zdvu30tj6y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296329,524,3,1,46,0,ctvzi2jbl1q6xzq0s3sexj73g,0,45.4,8.8,2025-05-16T16:46:36.411Z,2025-05-16T16:46:47Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5730250595,56,Back,5730250597,286,,5730250889,233,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296381,339,7,1,46,0,80hgdmpkvdrhw1ge9nks2kxvy,1,54.6,91.2,2025-05-16T16:46:36.412Z,2025-05-16T16:46:46Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5730250869,167,,5730250881,233,524,5730250873,285,,5730250871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296347,525,61,1,46,2,ctvzi2jbl1q6xzq0s3sexj73g,1,45.0,7.4,2025-05-16T16:46:38.228Z,2025-05-16T16:46:38Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5730250671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296413,340,5,1,46,3,80hgdmpkvdrhw1ge9nks2kxvy,1,55.3,101.0,2025-05-16T16:46:39.211Z,2025-05-16T18:08:07Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5730251119,233,526,5730251059,56,Left,5730251061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296353,526,5,1,46,3,ctvzi2jbl1q6xzq0s3sexj73g,0,44.7,-1.0,2025-05-16T16:46:39.211Z,2025-05-16T18:08:07Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5730250705,56,Back,5730250707,347,,5730251133,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296475,342,30,1,46,13,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-16T16:46:48.707Z,2025-05-16T17:00:04Z,,,,,5730251435,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296435,527,30,1,46,13,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-05-16T16:46:48.707Z,2025-05-16T17:00:04Z,,,,,5730251183,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300377,358,32,2,45,0,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-16T17:03:04.306Z,2025-05-16T17:03:04Z,,,,,5730274163,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300389,537,32,2,45,0,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-05-16T17:03:04.306Z,2025-05-16T17:03:05Z,,,,,5730274213,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300399,359,1,2,45,0,80hgdmpkvdrhw1ge9nks2kxvy,1,49.8,50.0,2025-05-16T17:03:04.307Z,2025-05-16T17:03:06Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5730274277,279,S,5730274273,212,6.2,5730274271,141,56.6,5730274279,278,,5730274267,56,Back,5730274269,140,45.7,5730274275,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300413,360,1,2,45,2,80hgdmpkvdrhw1ge9nks2kxvy,1,45.7,56.6,2025-05-16T17:03:06.520Z,2025-05-16T17:03:08Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730274365,212,24.0,5730274359,56,Back,5730274361,140,35.2,5730274363,141,25.2,5730274367,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300447,361,1,2,45,4,80hgdmpkvdrhw1ge9nks2kxvy,1,35.2,25.2,2025-05-16T17:03:08.496Z,2025-05-16T17:03:11Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730274529,56,Back,5730274535,212,12.8,5730274533,141,38.3,5730274537,213,2.37,5730274531,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300473,362,1,2,45,7,80hgdmpkvdrhw1ge9nks2kxvy,1,27.8,39.2,2025-05-16T17:03:11.496Z,2025-05-16T17:03:14Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730274697,140,40.8,5730274705,212,25.6,5730274709,213,5.27,5730274701,141,7.3,5730274695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300487,363,1,2,45,9,80hgdmpkvdrhw1ge9nks2kxvy,1,40.8,7.3,2025-05-16T17:03:14.032Z,2025-05-16T17:03:16Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730274773,141,18.5,5730274777,213,2.50,5730274771,140,31.0,5730274775,212,12.8,5730274769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300503,364,1,2,45,12,80hgdmpkvdrhw1ge9nks2kxvy,1,33.6,16.7,2025-05-16T17:03:16.743Z,2025-05-16T17:03:18Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730274877,212,7.0,5730274873,140,38.9,5730274879,213,5.63,5730274871,56,Back,5730274875,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300513,365,1,2,45,13,80hgdmpkvdrhw1ge9nks2kxvy,1,38.9,10.4,2025-05-16T17:03:18.127Z,2025-05-16T17:03:20Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730274935,212,19.5,5730274929,56,Right,5730274931,140,57.0,5730274937,213,0.23,5730274933,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305873,436,61,2,45,15,80hgdmpkvdrhw1ge9nks2kxvy,1,37.3,36.3,2025-05-16T17:03:19.331Z,2025-05-16T17:11:36Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730304207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300517,366,1,2,45,15,80hgdmpkvdrhw1ge9nks2kxvy,0,55.5,14.0,2025-05-16T17:03:19.711Z,2025-05-16T17:03:21Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730274941,56,Right,5730274949,213,0.49,5730274971,233,538,5730274943,140,62.7,5730274947,212,8.6,5730274945,141,20.0,5730274975,286,,5730274969,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300519,538,74,2,45,15,ctvzi2jbl1q6xzq0s3sexj73g,1,34.9,93.5,2025-05-16T17:03:19.712Z,2025-05-16T18:07:18Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5730274953,285,,5730274993,233,366,5730274951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300559,540,1,2,45,18,ctvzi2jbl1q6xzq0s3sexj73g,1,37.3,92.1,2025-05-16T17:03:22.970Z,2025-05-16T17:03:26Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5730275123,56,Left,5730275127,141,92.1,5730275129,212,23.2,5730275131,213,0.00,5730275125,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300561,541,1,2,45,21,ctvzi2jbl1q6xzq0s3sexj73g,0,60.1,92.1,2025-05-16T17:03:25.778Z,2025-05-16T17:08:40Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5730275145,212,3.7,5730293297,236,,5730293299,286,,5730275139,56,Left,5730293367,233,367,5730275143,141,88.4,5730275147,213,5.54,5730275141,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300581,367,74,2,45,21,80hgdmpkvdrhw1ge9nks2kxvy,1,37.4,9.5,2025-05-16T17:03:25.779Z,2025-05-16T17:08:41Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730275237,56,Back,5730275243,285,,5730293381,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300605,368,5,2,45,25,80hgdmpkvdrhw1ge9nks2kxvy,0,38.1,-1.4,2025-05-16T17:03:29.512Z,2025-05-16T18:08:08Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730275953,233,542,5730275331,347,,5730275329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300721,542,5,2,45,25,ctvzi2jbl1q6xzq0s3sexj73g,1,61.9,101.4,2025-05-16T17:03:29.512Z,2025-05-16T18:08:08Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5730275939,233,368,5730275887,56,Left,5730275889,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300741,543,1,2,45,43,ctvzi2jbl1q6xzq0s3sexj73g,1,65.6,100.0,2025-05-16T17:03:47.354Z,2025-05-16T17:03:49Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730276001,140,43.4,5730275997,107,,5730275999,56,Back,5730276003,141,91.2,5730276007,213,3.42,5730276011,1,,5730276005,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300751,544,1,2,45,43,ctvzi2jbl1q6xzq0s3sexj73g,1,43.4,91.2,2025-05-16T17:03:48.274Z,2025-05-16T17:03:50Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730276083,141,62.6,5730276087,213,3.96,5730276081,140,25.9,5730276079,56,Back,5730276085,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300789,545,1,2,45,45,ctvzi2jbl1q6xzq0s3sexj73g,1,25.9,62.6,2025-05-16T17:03:50.026Z,2025-05-16T17:03:54Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5730276305,141,87.2,5730276309,213,1.16,5730276301,56,Back,5730276307,212,18.2,5730276303,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
