id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823868983,354,74,1,44,7,ew0hpuiweoltpsg5f51r2w64t,1,4.6,22.7,2025-06-22T15:46:09.402Z,2025-06-22T16:00:14Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778018751,56,Back,5778018777,233,400,5778018753,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869003,401,3,1,44,12,4q0b35m26thti4c2on9a3npk0,0,94.2,83.2,2025-06-22T15:46:13.856Z,2025-06-22T16:00:01Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778018873,286,,5778018871,56,Left,5778019069,233,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869029,355,7,1,44,12,ew0hpuiweoltpsg5f51r2w64t,1,5.8,16.8,2025-06-22T15:46:13.857Z,2025-06-22T16:00:01Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778019019,56,Back,5778019055,233,401,5778019021,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869053,357,1,1,44,15,ew0hpuiweoltpsg5f51r2w64t,1,4.9,8.6,2025-06-22T15:46:17.608Z,2025-06-22T15:46:22Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778019129,213,1.64,5778019125,212,4.9,5778019121,141,15.8,5778019119,140,4.6,5778019117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869055,358,1,1,44,20,ew0hpuiweoltpsg5f51r2w64t,0,5.0,20.3,2025-06-22T15:46:22.491Z,2025-06-22T15:46:23Z,ap46gkx1wxiog02327an06jv8,S. Silalahi,,,5778019143,141,22.5,5778019147,213,0.06,5778019139,56,Back,5778019141,140,30.0,5778019145,212,26.3,5778019137,157,,5778019149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869075,403,1,1,44,23,4q0b35m26thti4c2on9a3npk0,1,62.7,87.2,2025-06-22T15:46:25.296Z,2025-06-22T15:46:29Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778019253,141,91.8,5778019249,56,Left,5778019255,212,18.4,5778019251,140,80.0,5778019257,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869093,404,1,1,44,27,4q0b35m26thti4c2on9a3npk0,1,80.4,94.8,2025-06-22T15:46:29.201Z,2025-06-22T15:46:33Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778019365,213,3.65,5778019361,141,83.5,5778019357,56,Left,5778019359,140,67.2,5778019363,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869099,405,1,1,44,31,4q0b35m26thti4c2on9a3npk0,1,65.9,79.6,2025-06-22T15:46:33.745Z,2025-06-22T15:46:35Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778019389,140,70.3,5778019393,212,10.0,5778019387,56,Left,5778019391,141,92.7,5778019395,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869115,406,1,1,44,33,4q0b35m26thti4c2on9a3npk0,1,70.3,92.7,2025-06-22T15:46:35.401Z,2025-06-22T15:46:37Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778019503,56,Left,5778019505,140,81.9,5778019507,141,91.5,5778019509,212,12.2,5778019511,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869119,407,1,1,44,36,4q0b35m26thti4c2on9a3npk0,1,84.8,88.6,2025-06-22T15:46:37.856Z,2025-06-22T15:46:39Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778019521,56,Center,5778019525,141,71.7,5778019523,140,84.6,5778019527,212,11.5,5778019529,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869131,408,1,1,44,37,4q0b35m26thti4c2on9a3npk0,0,84.6,71.7,2025-06-22T15:46:39.001Z,2025-06-22T15:46:40Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5778019581,213,6.22,5778019577,141,70.2,5778019579,212,17.3,5778019575,140,100.0,5778019573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869245,359,5,1,44,38,ew0hpuiweoltpsg5f51r2w64t,1,-1.0,29.6,2025-06-22T15:46:40.135Z,2025-06-22T17:04:40Z,ap46gkx1wxiog02327an06jv8,S. Silalahi,,,5778020239,56,Back,5778020255,233,409,5778020241,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869187,409,5,1,44,38,4q0b35m26thti4c2on9a3npk0,0,101.0,70.4,2025-06-22T15:46:40.135Z,2025-06-22T15:47:06Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5778020259,233,359,5778019883,346,,5778019881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869507,422,70,1,44,59,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T15:47:00.760Z,2025-06-22T15:48:05Z,,,,,5778021445,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869301,360,1,1,45,13,ew0hpuiweoltpsg5f51r2w64t,1,2.4,45.1,2025-06-22T15:47:15.001Z,2025-06-22T15:47:17Z,d1p2mgz94oi55fa1wd2uhx5ud,E. Holmen Johansen,,,5778020519,1,,5778020517,213,6.06,5778020511,140,56.3,5778020515,212,58.1,5778020509,56,Center,5778020507,124,,5778020523,74,,5778020513,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869305,361,1,1,45,16,ew0hpuiweoltpsg5f51r2w64t,1,56.3,25.9,2025-06-22T15:47:17.810Z,2025-06-22T15:47:19Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5778020539,3,,5778020547,141,33.1,5778020549,212,11.0,5778020551,213,0.46,5778020545,140,65.7,5778020541,168,,5778020543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869307,362,50,1,45,17,ew0hpuiweoltpsg5f51r2w64t,1,66.0,27.2,2025-06-22T15:47:18.858Z,2025-06-22T15:47:24Z,ap46gkx1wxiog02327an06jv8,S. Silalahi,,,5778020597,233,410,5778020557,286,,5778020555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869313,410,7,1,45,17,4q0b35m26thti4c2on9a3npk0,0,34.0,72.8,2025-06-22T15:47:18.859Z,2025-06-22T15:47:25Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778020589,233,362,5778020575,285,,5778020573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869327,363,1,1,45,20,ew0hpuiweoltpsg5f51r2w64t,1,60.1,62.7,2025-06-22T15:47:22.226Z,2025-06-22T15:47:24Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778020633,212,13.1,5778020629,140,55.1,5778020631,141,80.3,5778020635,213,1.98,5778020627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869341,364,1,1,45,22,ew0hpuiweoltpsg5f51r2w64t,1,58.0,80.3,2025-06-22T15:47:24.634Z,2025-06-22T15:47:27Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5778020699,141,70.5,5778020697,140,55.1,5778020701,212,7.3,5778020703,213,4.28,5778020695,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869347,365,1,1,45,25,ew0hpuiweoltpsg5f51r2w64t,0,55.1,70.5,2025-06-22T15:47:27.642Z,2025-06-22T15:47:29Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778020723,140,70.9,5778020727,212,19.6,5778020729,213,5.72,5778020721,56,Center,5778020725,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869349,411,43,1,45,27,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T15:47:29.112Z,2025-06-22T15:49:46Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778020731,56,Back,5778022911,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869353,412,8,1,45,27,4q0b35m26thti4c2on9a3npk0,1,37.2,66.6,2025-06-22T15:47:29.393Z,2025-06-22T15:49:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778020733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869363,414,1,1,45,29,4q0b35m26thti4c2on9a3npk0,0,36.8,74.7,2025-06-22T15:47:30.952Z,2025-06-22T15:47:31Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778020767,56,Back,5778020773,212,4.0,5778020769,140,40.0,5778020775,213,5.71,5778020771,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869365,366,61,1,45,30,ew0hpuiweoltpsg5f51r2w64t,1,66.3,54.9,2025-06-22T15:47:32.298Z,2025-06-22T15:51:06Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778020781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869389,415,1,1,45,33,4q0b35m26thti4c2on9a3npk0,1,46.9,75.7,2025-06-22T15:47:34.945Z,2025-06-22T15:50:17Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,1.0,,5778020903,141,82.7,5778020901,140,66.3,5778020905,212,20.9,5778020899,56,Left,5778023277,210,15,5778020907,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869407,417,15,1,45,39,4q0b35m26thti4c2on9a3npk0,1,75.0,58.3,2025-06-22T15:47:41.028Z,2025-06-22T17:30:45Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5778023303,215,,5778023293,29,,5778023301,103,19,5778020987,56,Center,5778147711,23,,5778023291,78,,5778023245,82,,5778023307,147,56.9,5778023337,233,367,5778023305,146,80.1,5778023295,55,5778023241,20,,415,5778023311,231,49.8,5778020985,18,,5778023309,230,5778023299,102,98.6,51.2,,,,,,,,,
2823869423,367,10,1,45,39,ew0hpuiweoltpsg5f51r2w64t,1,17.2,44.6,2025-06-22T15:47:41.128Z,2025-06-22T15:50:18Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778021035,94,,5778021037,56,Back,5778023349,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869437,369,1,1,45,42,ew0hpuiweoltpsg5f51r2w64t,1,33.5,64.6,2025-06-22T15:47:44.386Z,2025-06-22T15:47:45Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5778021059,213,4.47,5778021057,212,8.5,5778021053,140,31.6,5778021051,56,Back,5778021055,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869447,370,1,1,45,43,ew0hpuiweoltpsg5f51r2w64t,1,31.4,51.2,2025-06-22T15:47:45.593Z,2025-06-22T15:47:47Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778021097,213,1.54,5778021091,140,31.6,5778021095,212,7.1,5778021093,141,61.7,5778021089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869459,371,1,1,45,45,ew0hpuiweoltpsg5f51r2w64t,0,31.4,60.0,2025-06-22T15:47:47.153Z,2025-06-22T15:47:50Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5778021183,213,0.30,5778021179,141,77.6,5778021177,140,68.4,5778021181,212,40.7,5778021185,1,,5778021175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869463,418,59,1,45,49,4q0b35m26thti4c2on9a3npk0,1,25.9,30.0,2025-06-22T15:47:51.001Z,2025-06-22T15:47:51Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778021203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869471,419,1,1,45,49,4q0b35m26thti4c2on9a3npk0,0,25.9,30.0,2025-06-22T15:47:51.665Z,2025-06-22T15:47:54Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5778021263,1,,5778021251,157,,5778021255,140,68.8,5778021253,56,Center,5778021261,213,6.21,5778021259,212,45.2,5778021257,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869491,372,1,1,45,53,ew0hpuiweoltpsg5f51r2w64t,0,29.9,75.0,2025-06-22T15:47:55.601Z,2025-06-22T15:47:58Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5778021329,3,,5778021337,212,26.6,5778021339,213,6.02,5778021331,56,Center,5778021335,141,64.9,5778021333,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869495,420,1,1,45,58,4q0b35m26thti4c2on9a3npk0,1,57.2,41.3,2025-06-22T15:47:59.881Z,2025-06-22T15:48:00Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5778021391,141,30.1,5778021395,213,3.65,5778021389,140,44.3,5778021393,212,15.5,5778021387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869501,373,30,1,46,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-06-22T15:48:02.698Z,2025-06-22T15:48:02Z,,,,,5778021419,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869509,423,30,1,46,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T15:48:02.698Z,2025-06-22T15:48:06Z,,,,,5778021447,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871119,379,32,2,45,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-06-22T16:04:12.716Z,2025-06-22T16:04:15Z,,,,,5778030579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871105,432,32,2,45,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T16:04:12.716Z,2025-06-22T16:04:12Z,,,,,5778030487,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871117,433,1,2,45,0,4q0b35m26thti4c2on9a3npk0,1,49.2,49.7,2025-06-22T16:04:12.717Z,2025-06-22T16:04:15Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5778030571,279,S,5778030567,212,5.2,5778030569,213,3.05,5778030573,278,,5778030563,140,44.3,5778030565,141,50.4,5778030561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871127,434,1,2,45,2,4q0b35m26thti4c2on9a3npk0,1,43.3,47.6,2025-06-22T16:04:15.089Z,2025-06-22T16:04:18Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778030629,212,28.4,5778030625,140,25.1,5778030631,213,3.97,5778030627,141,16.8,5778030623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871135,435,1,2,45,5,4q0b35m26thti4c2on9a3npk0,1,29.4,18.8,2025-06-22T16:04:18.304Z,2025-06-22T16:04:19Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5778030675,56,Back,5778030683,213,0.45,5778030681,212,13.5,5778030677,140,41.0,5778030679,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871151,436,1,2,45,7,4q0b35m26thti4c2on9a3npk0,1,41.0,27.4,2025-06-22T16:04:19.826Z,2025-06-22T16:04:23Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778030765,56,Back,5778030773,213,3.63,5778030769,141,15.6,5778030767,140,26.7,5778030771,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871169,437,1,2,45,10,4q0b35m26thti4c2on9a3npk0,1,26.4,20.1,2025-06-22T16:04:23.665Z,2025-06-22T16:04:29Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5778030871,212,14.9,5778030867,140,27.4,5778030869,141,41.9,5778030873,213,1.50,5778030865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871189,438,1,2,45,16,4q0b35m26thti4c2on9a3npk0,1,27.5,43.7,2025-06-22T16:04:29.320Z,2025-06-22T16:04:32Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031003,213,5.51,5778030999,141,27.0,5778031001,212,16.3,5778030997,140,38.6,5778030995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871199,439,1,2,45,20,4q0b35m26thti4c2on9a3npk0,1,39.9,26.8,2025-06-22T16:04:32.745Z,2025-06-22T16:05:36Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778031049,213,1.06,5778031051,1,,5778031047,212,45.6,5778031043,140,61.1,5778031045,141,85.4,5778031041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871209,440,1,2,45,23,4q0b35m26thti4c2on9a3npk0,1,61.1,85.4,2025-06-22T16:04:36.601Z,2025-06-22T16:04:37Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778031089,141,77.0,5778031087,140,39.4,5778031091,212,23.5,5778031085,56,Back,5778031093,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871217,441,1,2,45,25,4q0b35m26thti4c2on9a3npk0,1,39.1,75.7,2025-06-22T16:04:37.865Z,2025-06-22T16:04:39Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031169,56,Left,5778031173,141,92.0,5778031177,213,0.47,5778031171,140,60.0,5778031175,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871241,442,1,2,45,26,4q0b35m26thti4c2on9a3npk0,1,60.0,92.0,2025-06-22T16:04:39.073Z,2025-06-22T16:04:43Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778031281,212,21.1,5778031277,140,41.9,5778031279,141,78.4,5778031283,213,3.59,5778031275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871249,443,1,2,45,30,4q0b35m26thti4c2on9a3npk0,1,56.4,65.4,2025-06-22T16:04:43.193Z,2025-06-22T16:04:45Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031309,140,51.0,5778031315,213,4.35,5778031311,141,43.6,5778031307,56,Center,5778031313,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871275,444,1,2,45,32,4q0b35m26thti4c2on9a3npk0,1,51.0,42.7,2025-06-22T16:04:45.032Z,2025-06-22T16:04:51Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778031443,140,44.6,5778031445,141,58.7,5778031441,56,Back,5778031449,213,2.12,5778031447,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871293,445,1,2,45,38,4q0b35m26thti4c2on9a3npk0,1,57.0,51.3,2025-06-22T16:04:51.185Z,2025-06-22T16:04:55Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031513,140,58.1,5778031517,212,10.4,5778031519,213,4.82,5778031511,56,Center,5778031515,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871295,446,1,2,45,43,4q0b35m26thti4c2on9a3npk0,1,56.0,41.5,2025-06-22T16:04:55.736Z,2025-06-22T16:04:58Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778031523,56,Center,5778031531,213,1.86,5778031527,141,61.8,5778031525,140,52.1,5778031529,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871299,447,1,2,45,45,4q0b35m26thti4c2on9a3npk0,1,54.5,62.1,2025-06-22T16:04:58.433Z,2025-06-22T16:04:59Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031553,140,66.8,5778031555,141,56.9,5778031551,56,Center,5778031559,213,6.02,5778031557,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871301,448,1,2,45,47,4q0b35m26thti4c2on9a3npk0,1,67.1,56.7,2025-06-22T16:04:59.824Z,2025-06-22T16:05:01Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5778031569,212,14.1,5778031567,141,59.0,5778031571,213,3.03,5778031565,140,53.8,5778031563,56,Center,5778031577,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871311,449,1,2,45,49,4q0b35m26thti4c2on9a3npk0,1,53.8,59.0,2025-06-22T16:05:01.760Z,2025-06-22T16:05:03Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5778031637,212,9.6,5778031639,213,4.92,5778031633,140,55.7,5778031635,141,45.2,5778031631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871321,450,1,2,45,50,4q0b35m26thti4c2on9a3npk0,1,55.7,42.2,2025-06-22T16:05:03.664Z,2025-06-22T16:05:09Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778031701,56,Left,5778031705,141,84.4,5778031703,140,78.2,5778031707,212,37.2,5778031711,1,,5778031709,213,0.88,5778031699,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871325,451,1,2,45,56,4q0b35m26thti4c2on9a3npk0,0,75.9,84.5,2025-06-22T16:05:09.232Z,2025-06-22T16:05:10Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778031727,213,5.42,5778031717,155,,5778031719,56,Center,5778031721,140,91.0,5778031725,212,24.4,5778031723,141,57.3,5778031715,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871339,380,12,2,45,58,ew0hpuiweoltpsg5f51r2w64t,1,5.4,45.4,2025-06-22T16:05:11.408Z,2025-06-22T16:05:35Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5778031775,140,4.3,5778031779,212,1.5,5778031777,141,46.9,5778031781,213,2.42,5778031773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871341,381,12,2,45,59,ew0hpuiweoltpsg5f51r2w64t,1,4.2,47.9,2025-06-22T16:05:11.920Z,2025-06-22T16:05:37Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5778031789,141,35.4,5778031787,140,0.0,5778031791,212,9.8,5778031795,167,,5778031785,56,Back,5778031793,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871343,382,6,2,45,59,ew0hpuiweoltpsg5f51r2w64t,0,3.0,38.6,2025-06-22T16:05:12.216Z,2025-06-22T17:02:23Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5778031809,73,,5778031807,56,Back,5778031843,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871335,452,6,2,45,59,4q0b35m26thti4c2on9a3npk0,1,97.0,61.4,2025-06-22T16:05:12.216Z,2025-06-22T17:02:23Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778031825,233,382,5778031767,56,Center,5778031769,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871475,453,1,2,46,29,4q0b35m26thti4c2on9a3npk0,0,99.5,99.5,2025-06-22T16:05:42.137Z,2025-06-22T16:05:45Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5778032527,155,,5778032539,213,4.51,5778032537,212,41.5,5778032529,223,,5778032533,140,91.5,5778032523,2,,5778032535,141,39.7,5778032531,56,Center,5778032541,1,,5778032525,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823872553,412,44,2,46,33,ew0hpuiweoltpsg5f51r2w64t,1,10.5,56.8,2025-06-22T16:05:46.414Z,2025-06-22T17:02:30Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5778039181,56,Back,5778039185,233,454,5778039183,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871483,454,44,2,46,33,4q0b35m26thti4c2on9a3npk0,0,89.5,43.2,2025-06-22T16:05:46.415Z,2025-06-22T17:02:30Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5778039193,233,412,5778033347,56,Center,5778033349,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871485,383,12,2,46,33,ew0hpuiweoltpsg5f51r2w64t,1,9.8,47.3,2025-06-22T16:05:46.535Z,2025-06-22T17:03:34Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5778032593,141,57.6,5778032589,56,Back,5778032597,213,0.55,5778032595,212,13.5,5778032591,140,20.8,5778032599,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823871491,455,1,2,46,35,4q0b35m26thti4c2on9a3npk0,1,79.5,29.8,2025-06-22T16:05:48.072Z,2025-06-22T16:05:50Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5778032627,140,62.7,5778032629,141,29.7,5778032633,213,3.15,5778032631,212,17.6,5778032625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
