id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/12/value
2797344675,449,14,1,44,34,doohk95o6e8pkqah8vkop51dg,1,93.3,46.6,2025-04-06T15:45:42.723Z,2025-04-06T15:54:33Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631132769,231,49.3,5631132763,103,19.6,5631086267,56,Center,5631132747,15,,5631132757,55,448,5631132745,25,,5631132755,154,,5631132751,73,,5631132767,230,5631132749,17,,99.3,5631132753,29,5631132761,102,55.0,5631132765,328,,,,,,,,,,,,,,,,,,,
2797344545,386,43,1,44,38,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T15:45:46.650Z,2025-04-06T17:41:21Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5631085505,56,Back,5631085949,177,0,5631646969,144,10,5631085501,182,0,5631085497,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797344719,450,43,1,44,46,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-06T15:45:54.729Z,2025-04-06T15:46:03Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5631086551,16,0,5631086549,22,0,5631086553,56,Center,5631086559,249,0,5631087249,144,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797346805,401,1,1,45,1,8q6cv8g4bd3xdl7m88kll16na,1,8.1,62.4,2025-04-06T15:46:09.338Z,2025-04-06T15:48:24Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5631098159,141,68.5,5631098153,123,,5631098157,140,9.1,5631100361,189,,5631098163,213,1.32,5631098161,212,4.3,5631098155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797344989,388,1,1,45,2,8q6cv8g4bd3xdl7m88kll16na,1,6.1,66.9,2025-04-06T15:46:10.426Z,2025-04-06T15:48:27Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5631088121,213,5.88,5631088109,56,Back,5631100507,189,,5631096651,157,,5631096655,1,,5631088113,140,39.0,5631088117,141,45.4,5631088119,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797344997,389,1,1,45,3,8q6cv8g4bd3xdl7m88kll16na,0,30.2,48.2,2025-04-06T15:46:11.843Z,2025-04-06T15:46:12Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5631088173,56,Back,5631088179,212,6.0,5631088177,141,43.1,5631088167,3,,5631088171,168,,5631088181,213,5.67,5631088175,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345025,451,1,1,45,4,doohk95o6e8pkqah8vkop51dg,0,53.6,58.2,2025-04-06T15:46:13.065Z,2025-04-06T15:46:14Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631088331,213,6.06,5631088323,56,Center,5631088327,141,51.0,5631088329,212,21.7,5631088325,140,73.7,5631088321,157,,5631088333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345051,390,1,1,45,6,8q6cv8g4bd3xdl7m88kll16na,0,18.1,47.9,2025-04-06T15:46:15.267Z,2025-04-06T15:46:15Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5631088481,3,,5631088483,56,Back,5631088491,212,11.6,5631088487,141,50.3,5631088495,213,0.14,5631088485,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345137,391,61,1,45,11,8q6cv8g4bd3xdl7m88kll16na,0,35.8,54.2,2025-04-06T15:46:19.675Z,2025-04-06T15:46:19Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631088933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345193,453,1,1,45,14,doohk95o6e8pkqah8vkop51dg,0,56.7,46.8,2025-04-06T15:46:22.457Z,2025-04-06T15:46:23Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631089217,140,57.5,5631089221,141,30.9,5631089227,213,4.79,5631089223,212,10.8,5631089215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345271,393,1,1,45,16,8q6cv8g4bd3xdl7m88kll16na,1,41.6,63.1,2025-04-06T15:46:24.760Z,2025-04-06T15:46:27Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631089605,140,65.4,5631089611,213,6.00,5631089609,212,26.0,5631089607,141,52.4,5631089603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345357,394,1,1,45,18,8q6cv8g4bd3xdl7m88kll16na,1,67.4,52.7,2025-04-06T15:46:27.253Z,2025-04-06T15:46:31Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631090101,140,73.1,5631090105,212,18.2,5631090099,56,Center,5631090103,141,77.9,5631090107,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345445,395,1,1,45,26,8q6cv8g4bd3xdl7m88kll16na,1,75.7,87.8,2025-04-06T15:46:34.371Z,2025-04-06T15:46:36Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5631090595,140,69.5,5631090599,212,8.3,5631090597,141,80.2,5631090593,56,Left,5631090601,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345499,396,1,1,45,28,8q6cv8g4bd3xdl7m88kll16na,1,69.5,81.8,2025-04-06T15:46:36.395Z,2025-04-06T15:46:39Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631090937,213,0.40,5631090933,141,93.0,5631090929,56,Left,5631090931,140,86.6,5631090935,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345543,397,1,1,45,31,8q6cv8g4bd3xdl7m88kll16na,0,88.3,93.0,2025-04-06T15:46:39.306Z,2025-04-06T15:46:41Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631091165,141,62.4,5631091161,56,Center,5631091159,155,,5631091157,2,,5631091169,213,4.93,5631091167,212,21.3,5631091163,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345583,454,12,1,45,33,doohk95o6e8pkqah8vkop51dg,1,7.2,36.1,2025-04-06T15:46:41.985Z,2025-04-06T15:46:43Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5631091385,140,14.7,5631091407,15,,5631091391,213,1.06,5631091389,212,16.2,5631091387,141,57.0,5631091383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345653,398,1,1,45,38,8q6cv8g4bd3xdl7m88kll16na,1,86.5,17.7,2025-04-06T15:46:46.380Z,2025-04-06T15:46:47Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631091763,213,1.61,5631091755,56,Center,5631091761,212,10.6,5631091759,141,33.3,5631091757,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345745,399,1,1,45,39,8q6cv8g4bd3xdl7m88kll16na,1,86.1,32.4,2025-04-06T15:46:47.619Z,2025-04-06T15:47:30Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,1.0,5631095405,210,16,5631092205,140,90.6,5631095409,22,,5631095407,154,,5631092209,212,5.4,5631092203,56,Center,5631092207,141,28.5,5631092211,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345697,455,83,1,45,40,doohk95o6e8pkqah8vkop51dg,0,50.0,50.0,2025-04-06T15:46:49.066Z,2025-04-06T15:53:31Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631096125,399,d5jihfuxjuw51jgt6k4zhmrmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797345757,400,16,1,45,43,8q6cv8g4bd3xdl7m88kll16na,1,97.9,34.9,2025-04-06T15:46:51.779Z,2025-04-06T15:47:32Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631092273,22,,5631095547,55,399,5631095563,231,39.5,5631095535,81,,5631095555,103,29.1,5631093423,374,2025-04-06 16:46:51.149,5631092277,56,Center,5631095553,102,47.4,5631095543,154,5631095539,29,,,5631093419,20,5631092275,62,,5631093427,375,5631095561,230,98.6,,,,,,,,,,,,,,,,45:42.870
2797346789,456,1,1,46,51,doohk95o6e8pkqah8vkop51dg,1,49.8,49.8,2025-04-06T15:48:00.144Z,2025-04-06T15:48:02Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5631098073,278,,5631098061,56,Back,5631098065,141,51.6,5631098133,189,,5631098063,140,41.5,5631098067,212,8.8,5631098069,213,3.00,5631098071,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797346947,457,1,1,46,58,doohk95o6e8pkqah8vkop51dg,1,55.1,54.0,2025-04-06T15:48:06.600Z,2025-04-06T15:48:09Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631098931,56,Left,5631098939,213,1.31,5631098933,140,59.6,5631098937,212,18.6,5631098935,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347017,458,1,1,47,1,doohk95o6e8pkqah8vkop51dg,1,72.6,89.5,2025-04-06T15:48:09.336Z,2025-04-06T15:48:12Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631099297,140,63.6,5631099299,141,95.7,5631099301,212,10.3,5631099305,213,2.72,5631099295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347031,459,1,1,47,3,doohk95o6e8pkqah8vkop51dg,0,62.5,89.1,2025-04-06T15:48:11.914Z,2025-04-06T15:48:12Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631099341,56,Left,5631099397,286,,5631099393,233,402,5631099345,141,86.8,5631099349,213,5.56,5631099347,212,2.4,5631099343,140,64.2,5631099391,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347029,402,74,1,47,3,8q6cv8g4bd3xdl7m88kll16na,1,29.6,11.0,2025-04-06T15:48:11.915Z,2025-04-06T15:48:14Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631099483,233,459,5631099339,285,,5631099337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347107,460,3,1,47,6,doohk95o6e8pkqah8vkop51dg,0,68.2,96.0,2025-04-06T15:48:14.930Z,2025-04-06T15:48:20Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631099753,56,Left,5631099861,233,403,5631099755,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347117,403,7,1,47,6,8q6cv8g4bd3xdl7m88kll16na,1,31.8,4.0,2025-04-06T15:48:14.931Z,2025-04-06T15:48:19Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631099787,285,,5631099783,167,,5631099797,233,460,5631099785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347163,404,5,1,47,7,8q6cv8g4bd3xdl7m88kll16na,0,26.8,-1.0,2025-04-06T15:48:16.178Z,2025-04-06T17:42:11Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631100623,233,461,5631100083,56,Back,5631100085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347265,461,5,1,47,7,doohk95o6e8pkqah8vkop51dg,1,73.2,101.0,2025-04-06T15:48:16.178Z,2025-04-06T17:42:10Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631100601,233,404,5631100569,56,Left,5631100571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347295,462,1,1,47,18,doohk95o6e8pkqah8vkop51dg,1,79.6,100.0,2025-04-06T15:48:27.024Z,2025-04-06T15:48:28Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631100731,140,76.1,5631100727,107,,5631100729,56,Left,5631100735,212,10.0,5631100737,213,4.33,5631100733,141,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347315,463,1,1,47,20,doohk95o6e8pkqah8vkop51dg,1,75.6,88.5,2025-04-06T15:48:28.496Z,2025-04-06T15:48:30Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5631100861,56,Left,5631100865,141,96.0,5631100869,213,0.91,5631100863,140,79.4,5631100867,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347327,464,1,1,47,21,doohk95o6e8pkqah8vkop51dg,0,79.1,96.9,2025-04-06T15:48:29.915Z,2025-04-06T15:48:31Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5631101035,236,,5631101041,286,,5631100937,213,4.61,5631100933,141,94.0,5631100935,212,2.0,5631101037,233,405,5631100929,56,Left,5631100931,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347331,405,74,1,47,21,8q6cv8g4bd3xdl7m88kll16na,1,23.1,6.7,2025-04-06T15:48:29.916Z,2025-04-06T17:28:41Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631101119,233,464,5631100961,285,,5631100959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347429,465,1,1,47,25,doohk95o6e8pkqah8vkop51dg,1,53.5,97.5,2025-04-06T15:48:34.089Z,2025-04-06T15:48:46Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5631101395,141,47.8,5631101401,1,,5631101391,56,Back,5631101393,140,26.0,5631101397,212,44.5,5631101399,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347413,406,70,1,47,27,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T15:48:35.469Z,2025-04-06T15:48:35Z,,,,,5631101341,277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347503,466,1,1,47,30,doohk95o6e8pkqah8vkop51dg,0,28.9,44.8,2025-04-06T15:48:39.129Z,2025-04-06T15:48:41Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5631101885,1,,5631101877,140,80.7,5631101879,141,10.6,5631101873,155,,5631101883,213,5.88,5631101881,212,59.2,5631101875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347527,407,12,1,47,34,8q6cv8g4bd3xdl7m88kll16na,1,20.9,86.5,2025-04-06T15:48:42.490Z,2025-04-06T15:48:44Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631102083,167,,5631102025,140,34.9,5631102031,213,0.61,5631102023,56,Back,5631102029,212,18.0,5631102027,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347533,408,5,1,47,34,8q6cv8g4bd3xdl7m88kll16na,0,36.0,101.2,2025-04-06T15:48:43.220Z,2025-04-06T17:42:12Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631102399,233,467,5631102059,56,Back,5631102061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347575,467,5,1,47,34,doohk95o6e8pkqah8vkop51dg,1,64.0,-1.2,2025-04-06T15:48:43.220Z,2025-04-06T17:42:11Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5631102291,56,Right,5631102293,347,,5631102359,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347669,468,1,1,47,40,doohk95o6e8pkqah8vkop51dg,1,71.6,0.0,2025-04-06T15:48:49.224Z,2025-04-06T15:48:52Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631102797,56,Right,5631102799,140,58.2,5631102803,212,14.7,5631102805,213,2.84,5631102795,107,,5631102801,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347689,469,1,1,47,43,doohk95o6e8pkqah8vkop51dg,1,59.7,5.2,2025-04-06T15:48:52.041Z,2025-04-06T15:48:53Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5631102945,140,55.2,5631102951,213,2.15,5631102943,56,Right,5631102949,212,8.7,5631102947,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347769,470,1,1,47,45,doohk95o6e8pkqah8vkop51dg,1,55.2,15.9,2025-04-06T15:48:53.441Z,2025-04-06T15:48:58Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631103377,213,1.57,5631103373,141,48.4,5631103371,140,55.2,5631103369,56,Center,5631103375,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347811,471,1,1,47,49,doohk95o6e8pkqah8vkop51dg,0,54.0,47.1,2025-04-06T15:48:58.209Z,2025-04-06T15:49:01Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631103647,56,Right,5631103649,140,84.9,5631103653,212,43.0,5631103657,1,,5631103651,141,5.7,5631103645,155,,5631103655,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347791,409,8,1,47,52,8q6cv8g4bd3xdl7m88kll16na,1,18.5,83.6,2025-04-06T15:49:00.306Z,2025-04-06T15:49:00Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631103585,15,,5631103531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347807,410,5,1,47,52,8q6cv8g4bd3xdl7m88kll16na,0,16.0,100.6,2025-04-06T15:49:01.179Z,2025-04-06T17:42:12Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631104555,233,472,5631103627,56,Back,5631103629,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797347985,472,5,1,47,52,doohk95o6e8pkqah8vkop51dg,1,84.0,-0.6,2025-04-06T15:49:01.179Z,2025-04-06T17:42:12Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631104517,56,Right,5631104525,233,410,5631104519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348003,473,1,1,48,4,doohk95o6e8pkqah8vkop51dg,0,90.1,0.0,2025-04-06T15:49:12.930Z,2025-04-06T15:49:15Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631104661,141,35.2,5631104655,107,,5631104665,213,1.48,5631104663,212,25.4,5631104667,1,,5631104659,140,92.2,5631104657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348075,411,12,1,48,7,8q6cv8g4bd3xdl7m88kll16na,1,9.9,65.7,2025-04-06T15:49:15.939Z,2025-04-06T15:49:20Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631105045,141,57.5,5631105041,56,Back,5631105049,213,6.07,5631105043,140,34.2,5631105047,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348175,474,1,1,48,15,doohk95o6e8pkqah8vkop51dg,1,51.2,76.8,2025-04-06T15:49:24.073Z,2025-04-06T15:50:39Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5631105723,1,,5631105719,212,56.8,5631105717,141,23.8,5631105715,140,93.0,5631105721,213,5.60,5631105711,56,Center,5631105913,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797349049,483,1,1,48,16,doohk95o6e8pkqah8vkop51dg,0,93.1,28.6,2025-04-06T15:49:24.904Z,2025-04-06T15:50:36Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631110845,56,Center,5631110851,212,1.6,5631110853,213,0.35,5631110849,141,29.4,5631110847,140,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348209,412,8,1,48,20,8q6cv8g4bd3xdl7m88kll16na,1,11.5,88.1,2025-04-06T15:49:29.253Z,2025-04-06T15:50:37Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631105889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348993,422,61,1,48,21,8q6cv8g4bd3xdl7m88kll16na,1,9.5,66.4,2025-04-06T15:49:30.123Z,2025-04-06T15:50:35Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631110483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348299,414,1,1,48,22,8q6cv8g4bd3xdl7m88kll16na,1,11.2,88.3,2025-04-06T15:49:30.939Z,2025-04-06T15:49:36Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5631106451,140,28.3,5631106455,212,18.0,5631106453,141,90.6,5631106457,213,0.09,5631106449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348327,415,1,1,48,27,8q6cv8g4bd3xdl7m88kll16na,1,35.6,90.8,2025-04-06T15:49:35.907Z,2025-04-06T15:49:37Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631106613,213,3.36,5631106597,56,Back,5631106599,140,26.0,5631106603,141,87.5,5631106607,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348355,416,1,1,48,29,8q6cv8g4bd3xdl7m88kll16na,1,26.0,87.5,2025-04-06T15:49:37.741Z,2025-04-06T15:49:40Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631106779,157,,5631106789,213,6.09,5631106787,212,37.0,5631106783,140,60.6,5631106785,141,76.9,5631106781,56,Center,5631106791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348381,417,1,1,48,31,8q6cv8g4bd3xdl7m88kll16na,1,60.5,77.2,2025-04-06T15:49:39.875Z,2025-04-06T15:49:41Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5631106961,56,Center,5631106965,141,70.0,5631106963,140,58.4,5631106969,213,4.29,5631106967,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348449,418,1,1,48,33,8q6cv8g4bd3xdl7m88kll16na,1,61.3,69.6,2025-04-06T15:49:41.643Z,2025-04-06T15:49:47Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5631107365,141,44.6,5631107361,140,69.6,5631107357,56,Center,5631107367,212,19.1,5631107369,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348461,419,3,1,48,38,8q6cv8g4bd3xdl7m88kll16na,0,81.8,47.4,2025-04-06T15:49:46.890Z,2025-04-06T15:50:58Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631108003,233,475,5631107437,56,Center,5631107441,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348505,475,7,1,48,38,doohk95o6e8pkqah8vkop51dg,1,18.2,52.6,2025-04-06T15:49:46.891Z,2025-04-06T15:50:16Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5631107971,233,419,5631107767,285,,5631107765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348673,420,61,1,48,39,8q6cv8g4bd3xdl7m88kll16na,1,77.3,50.4,2025-04-06T15:49:47.665Z,2025-04-06T15:50:07Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631108727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348601,477,1,1,48,44,doohk95o6e8pkqah8vkop51dg,1,24.4,76.2,2025-04-06T15:49:52.913Z,2025-04-06T15:49:58Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5631108303,140,40.6,5631108307,212,17.8,5631108301,56,Back,5631108313,213,0.30,5631108305,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348609,478,1,1,48,46,doohk95o6e8pkqah8vkop51dg,1,44.8,83.4,2025-04-06T15:49:55.033Z,2025-04-06T15:49:59Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5631108335,140,48.3,5631108341,213,4.86,5631108339,212,25.2,5631108333,56,Back,5631108337,141,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348659,479,1,1,48,49,doohk95o6e8pkqah8vkop51dg,1,50.8,46.0,2025-04-06T15:49:57.824Z,2025-04-06T15:50:02Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5631108625,141,17.8,5631108621,56,Right,5631108629,213,5.42,5631108627,212,25.2,5631108623,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348761,480,1,1,48,54,doohk95o6e8pkqah8vkop51dg,1,70.5,16.2,2025-04-06T15:50:02.336Z,2025-04-06T15:50:08Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5631109217,141,73.9,5631109219,212,49.5,5631109213,56,Center,5631109223,1,,5631109211,155,,5631109215,140,99.3,5631109221,213,0.91,5631109209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348805,481,1,1,49,0,doohk95o6e8pkqah8vkop51dg,0,97.9,84.6,2025-04-06T15:50:08.648Z,2025-04-06T15:50:11Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5631109459,155,,5631109457,2,,5631109471,1,,5631109467,212,38.6,5631109469,213,4.80,5631109463,140,100.0,5631109465,141,28.0,5631109461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797348991,421,5,1,49,2,8q6cv8g4bd3xdl7m88kll16na,1,-0.9,67.2,2025-04-06T15:50:11.236Z,2025-04-06T17:42:13Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5631110471,346,,5631110469,56,Back,5631110501,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
