id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2794441829,425,1,1,46,3,8q6cv8g4bd3xdl7m88kll16na,0,66.9,22.8,2025-03-31T20:54:55.683Z,2025-03-31T20:54:56Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615140077,212,33.7,5615140081,1,,5615140069,155,,5615140073,140,89.0,5615140071,56,Center,5615140079,213,0.81,5615140075,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794441835,395,11,1,46,6,bsykw9d70ffqe9atosc92n1e9,1,12.2,37.7,2025-03-31T20:54:58.899Z,2025-03-31T20:54:59Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615140131,88,,5615140129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794441855,396,30,1,46,9,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T20:55:01.566Z,2025-03-31T20:55:04Z,,,,,5615140233,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794441853,427,30,1,46,9,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-03-31T20:55:01.566Z,2025-03-31T20:55:03Z,,,,,5615140231,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452139,399,32,2,45,0,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:32:08.887Z,2025-03-31T21:32:11Z,,,,,5615199961,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452135,430,32,2,45,0,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-03-31T21:32:08.887Z,2025-03-31T21:32:09Z,,,,,5615199947,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452157,431,1,2,45,0,8q6cv8g4bd3xdl7m88kll16na,1,50.0,49.8,2025-03-31T21:32:08.888Z,2025-03-31T21:32:13Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615200033,140,22.7,5615200031,56,Back,5615200039,213,3.16,5615200041,279,S,5615200035,141,49.2,5615200037,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452191,432,1,2,45,4,8q6cv8g4bd3xdl7m88kll16na,1,23.5,49.6,2025-03-31T21:32:12.919Z,2025-03-31T21:32:17Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615200217,140,68.4,5615200221,212,56.6,5615200223,213,0.59,5615200213,157,,5615200219,141,95.7,5615200225,1,,5615200215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452195,433,44,2,45,7,8q6cv8g4bd3xdl7m88kll16na,1,65.9,89.6,2025-03-31T21:32:16.527Z,2025-03-31T22:33:12Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615200805,233,400,5615200233,56,Left,5615200235,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452209,400,44,2,45,7,bsykw9d70ffqe9atosc92n1e9,0,34.1,10.4,2025-03-31T21:32:16.528Z,2025-03-31T22:33:13Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615200273,56,Back,5615200821,233,433,5615200275,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452205,434,1,2,45,8,8q6cv8g4bd3xdl7m88kll16na,0,68.4,95.7,2025-03-31T21:32:17.286Z,2025-03-31T21:32:18Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615200269,212,13.9,5615200257,3,,5615200265,140,81.5,5615200267,141,93.1,5615200261,56,Left,5615200271,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452223,401,1,2,45,9,bsykw9d70ffqe9atosc92n1e9,1,27.7,14.6,2025-03-31T21:32:18.546Z,2025-03-31T21:32:20Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615200337,141,12.3,5615200331,157,,5615200333,56,Back,5615200335,140,37.0,5615200339,212,9.9,5615200343,1,,5615200341,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452235,402,1,2,45,11,bsykw9d70ffqe9atosc92n1e9,1,37.0,12.3,2025-03-31T21:32:20.329Z,2025-03-31T21:32:23Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615200409,213,1.70,5615200405,141,33.7,5615200401,56,Back,5615200403,140,35.2,5615200399,157,,5615200411,1,,5615200407,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452249,403,1,2,45,14,bsykw9d70ffqe9atosc92n1e9,1,35.1,33.6,2025-03-31T21:32:23.600Z,2025-03-31T21:32:25Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615200475,56,Back,5615200479,141,32.7,5615200473,3,,5615200477,140,45.3,5615200483,213,6.23,5615200481,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452253,404,44,2,45,15,bsykw9d70ffqe9atosc92n1e9,1,45.8,34.8,2025-03-31T21:32:24.413Z,2025-03-31T22:33:13Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615200533,233,435,5615200511,56,Back,5615200513,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452245,435,44,2,45,15,8q6cv8g4bd3xdl7m88kll16na,0,54.2,65.2,2025-03-31T21:32:24.414Z,2025-03-31T22:33:13Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615200451,286,,5615200549,233,404,5615200449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452265,405,1,2,45,16,bsykw9d70ffqe9atosc92n1e9,0,45.3,32.7,2025-03-31T21:32:25.154Z,2025-03-31T21:32:26Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615200575,213,1.86,5615200569,140,42.8,5615200565,3,,5615200567,56,Back,5615200573,212,9.2,5615200571,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452297,406,83,2,45,22,bsykw9d70ffqe9atosc92n1e9,0,32.7,44.2,2025-03-31T21:32:31.603Z,2025-03-31T21:32:39Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615201029,399,d5jihfuxjuw51jgt6k4zhmrmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452327,436,1,2,45,26,8q6cv8g4bd3xdl7m88kll16na,0,94.6,19.1,2025-03-31T21:32:35.414Z,2025-03-31T21:32:37Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615200873,56,Center,5615200879,141,56.7,5615200877,140,96.4,5615200883,213,1.50,5615200881,212,25.6,5615200869,155,,5615200865,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452345,407,12,2,45,27,bsykw9d70ffqe9atosc92n1e9,1,5.5,44.8,2025-03-31T21:32:36.089Z,2025-03-31T21:32:46Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615201011,15,,5615200985,56,Back,5615200989,141,33.6,5615201053,167,,5615200987,140,0.0,5615200993,213,4.03,5615200991,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452353,408,6,2,45,28,bsykw9d70ffqe9atosc92n1e9,0,1.1,37.2,2025-03-31T21:32:37.503Z,2025-03-31T22:32:53Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615201111,73,,5615201147,233,437,5615201109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452329,437,6,2,45,28,8q6cv8g4bd3xdl7m88kll16na,1,98.9,62.8,2025-03-31T21:32:37.503Z,2025-03-31T22:32:52Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615200953,56,Center,5615201115,233,408,5615200955,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452489,438,1,2,45,58,8q6cv8g4bd3xdl7m88kll16na,0,99.5,99.5,2025-03-31T21:33:07.391Z,2025-03-31T21:33:09Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615201827,141,50.8,5615201817,6,,5615201825,140,94.3,5615201815,2,,5615201829,212,33.6,5615201833,1,,5615201831,213,4.55,5615201819,155,,5615201821,223,,5615201823,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2794452493,409,12,2,46,0,bsykw9d70ffqe9atosc92n1e9,1,9.7,42.1,2025-03-31T21:33:08.961Z,2025-03-31T21:33:10Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615201849,213,4.66,5615201845,141,21.2,5615201839,56,Back,5615201847,212,14.2,5615201843,140,9.0,5615201851,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452541,410,12,2,46,3,bsykw9d70ffqe9atosc92n1e9,1,9.0,21.2,2025-03-31T21:33:12.008Z,2025-03-31T21:33:18Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615202087,140,39.4,5615202085,56,Back,5615202089,141,28.5,5615202091,212,32.3,5615202093,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452535,439,1,2,46,7,8q6cv8g4bd3xdl7m88kll16na,0,56.9,76.7,2025-03-31T21:33:16.095Z,2025-03-31T21:33:18Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615202055,212,21.9,5615202049,56,Center,5615202051,140,73.4,5615202053,141,57.1,5615202057,213,5.63,5615202047,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452555,411,1,2,46,9,bsykw9d70ffqe9atosc92n1e9,0,30.8,45.2,2025-03-31T21:33:18.488Z,2025-03-31T21:33:19Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615202147,140,44.7,5615202145,56,Back,5615202149,141,39.1,5615202153,213,6.01,5615202151,212,15.2,5615202143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452559,440,61,2,46,11,8q6cv8g4bd3xdl7m88kll16na,1,64.5,61.4,2025-03-31T21:33:19.944Z,2025-03-31T21:33:20Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615202157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452575,412,1,2,46,13,bsykw9d70ffqe9atosc92n1e9,0,32.5,33.0,2025-03-31T21:33:21.904Z,2025-03-31T21:33:23Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615202235,1,,5615202223,157,,5615202225,56,Back,5615202229,141,20.9,5615202231,212,10.2,5615202233,213,5.35,5615202227,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452605,441,1,2,46,14,8q6cv8g4bd3xdl7m88kll16na,1,58.5,69.3,2025-03-31T21:33:23.503Z,2025-03-31T21:33:47Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615202357,56,Left,5615203133,155,,5615202365,213,1.14,5615202359,140,65.4,5615202363,212,17.5,5615202361,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452631,442,1,2,46,15,8q6cv8g4bd3xdl7m88kll16na,1,65.4,92.7,2025-03-31T21:33:24.878Z,2025-03-31T21:34:25Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615202511,56,Center,5615202513,140,71.4,5615202515,141,62.7,5615202519,213,5.01,5615202517,212,21.4,5615203607,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452633,443,44,2,46,16,8q6cv8g4bd3xdl7m88kll16na,1,67.9,64.2,2025-03-31T21:33:25.712Z,2025-03-31T22:33:14Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615202565,233,413,5615202523,56,Center,5615202525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452597,413,44,2,46,16,bsykw9d70ffqe9atosc92n1e9,0,32.1,35.8,2025-03-31T21:33:25.713Z,2025-03-31T22:33:14Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615202579,233,443,5615202309,56,Back,5615202311,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452635,444,1,2,46,17,8q6cv8g4bd3xdl7m88kll16na,0,71.4,62.7,2025-03-31T21:33:26.677Z,2025-03-31T21:34:34Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615202537,213,5.68,5615202527,3,,5615202529,56,Center,5615202531,140,80.8,5615202533,141,52.8,5615202535,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452655,415,1,2,46,21,bsykw9d70ffqe9atosc92n1e9,1,13.3,52.1,2025-03-31T21:33:30.089Z,2025-03-31T21:33:34Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615202693,213,0.85,5615202691,212,32.9,5615202695,1,,5615202687,140,33.9,5615202685,56,Back,5615202689,141,88.6,5615202683,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452673,416,1,2,46,25,bsykw9d70ffqe9atosc92n1e9,1,40.0,85.7,2025-03-31T21:33:34.113Z,2025-03-31T21:33:37Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615202809,56,Back,5615202817,213,5.03,5615202811,140,43.3,5615202813,141,70.3,5615202815,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452675,417,4,2,46,28,bsykw9d70ffqe9atosc92n1e9,1,44.3,73.0,2025-03-31T21:33:37.601Z,2025-03-31T22:32:47Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615202855,286,,5615202849,56,Back,5615202851,152,,5615202853,265,,5615202971,233,445,5615202847,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452689,445,4,2,46,28,8q6cv8g4bd3xdl7m88kll16na,0,55.7,27.0,2025-03-31T21:33:37.602Z,2025-03-31T22:32:48Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615202989,233,417,5615202951,265,,5615202953,285,,5615202949,152,,5615202945,13,,5615202947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452701,418,43,2,46,32,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:33:41.521Z,2025-03-31T21:33:46Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615203101,144,1,5615203017,140,44.0,5615203015,56,Back,5615203019,141,34.9,5615203011,5,0,5615203013,152,0,5615203021,212,14.7,5615203023,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452727,419,1,2,46,38,bsykw9d70ffqe9atosc92n1e9,1,43.9,64.8,2025-03-31T21:33:47.393Z,2025-03-31T21:33:49Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615203197,213,0.81,5615203189,56,Left,5615203185,5,,5615203187,152,,5615203195,212,21.7,5615203191,140,58.2,5615203193,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452739,420,1,2,46,39,bsykw9d70ffqe9atosc92n1e9,0,58.9,87.8,2025-03-31T21:33:48.840Z,2025-03-31T21:33:53Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615203287,212,45.2,5615203293,1,,5615203279,155,,5615203283,140,91.9,5615203281,56,Center,5615203285,141,45.1,5615203289,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452749,446,12,2,46,45,8q6cv8g4bd3xdl7m88kll16na,1,6.9,58.5,2025-03-31T21:33:54.206Z,2025-03-31T21:33:55Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615203353,212,31.8,5615203351,141,100.0,5615203355,213,1.14,5615203349,140,19.6,5615203375,167,,5615203347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452799,421,5,2,46,46,bsykw9d70ffqe9atosc92n1e9,1,81.0,-1.2,2025-03-31T21:33:54.904Z,2025-03-31T22:32:25Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615203707,233,447,5615203689,56,Right,5615203691,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452753,447,5,2,46,46,8q6cv8g4bd3xdl7m88kll16na,0,19.0,101.2,2025-03-31T21:33:54.904Z,2025-03-31T22:32:26Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615203739,233,421,5615203363,347,,5615203361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452807,422,1,2,46,58,bsykw9d70ffqe9atosc92n1e9,1,75.6,0.0,2025-03-31T21:34:07.480Z,2025-03-31T21:34:09Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615203743,107,,5615203751,212,15.8,5615203753,213,2.21,5615203749,141,16.7,5615203745,56,Right,5615203747,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452811,423,1,2,46,59,bsykw9d70ffqe9atosc92n1e9,1,66.5,16.8,2025-03-31T21:34:08.577Z,2025-03-31T21:34:09Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615203779,213,2.00,5615203775,141,39.2,5615203773,140,59.9,5615203771,56,Center,5615203777,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452819,424,1,2,47,0,bsykw9d70ffqe9atosc92n1e9,1,59.9,39.2,2025-03-31T21:34:09.545Z,2025-03-31T21:34:11Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615203825,140,63.3,5615203831,213,1.43,5615203829,212,24.8,5615203823,56,Center,5615203827,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452853,425,1,2,47,2,bsykw9d70ffqe9atosc92n1e9,1,63.3,75.3,2025-03-31T21:34:10.937Z,2025-03-31T21:34:17Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615204037,196,,5615204047,212,44.5,5615204055,1,,5615204043,141,14.9,5615204041,140,79.6,5615204039,56,Right,5615204035,155,,5615204051,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452857,426,1,2,47,8,bsykw9d70ffqe9atosc92n1e9,0,96.4,9.2,2025-03-31T21:34:17.761Z,2025-03-31T21:34:19Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615204107,212,21.4,5615204097,2,,5615204109,213,1.61,5615204099,155,,5615204105,141,40.7,5615204103,140,95.5,5615204101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452869,448,12,2,47,11,8q6cv8g4bd3xdl7m88kll16na,1,2.7,58.2,2025-03-31T21:34:20.606Z,2025-03-31T21:34:22Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615204205,212,36.0,5615204199,56,Back,5615204231,167,,5615204201,140,23.0,5615204207,213,0.94,5615204203,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452987,427,5,2,47,12,bsykw9d70ffqe9atosc92n1e9,1,79.1,-1.0,2025-03-31T21:34:21.830Z,2025-03-31T22:32:26Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615204965,347,,5615204975,233,449,5615204963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452873,449,5,2,47,12,8q6cv8g4bd3xdl7m88kll16na,0,20.9,101.0,2025-03-31T21:34:21.830Z,2025-03-31T22:32:26Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615204213,56,Back,5615204983,233,427,5615204215,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452989,428,1,2,47,42,bsykw9d70ffqe9atosc92n1e9,0,83.3,0.0,2025-03-31T21:34:50.905Z,2025-03-31T21:34:52Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615204989,56,Center,5615204997,213,1.22,5615204995,212,28.0,5615204987,107,,5615204999,1,,5615204991,140,92.5,5615204993,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794452993,450,12,2,47,44,8q6cv8g4bd3xdl7m88kll16na,1,9.9,67.2,2025-03-31T21:34:53.197Z,2025-03-31T21:34:54Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615205049,15,,5615205035,56,Back,5615205043,213,0.23,5615205041,212,16.6,5615205039,141,72.8,5615205037,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453011,429,1,2,47,45,bsykw9d70ffqe9atosc92n1e9,1,74.7,32.8,2025-03-31T21:34:54.297Z,2025-03-31T21:34:59Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615205195,212,13.3,5615205197,213,5.20,5615205191,140,80.7,5615205193,141,15.5,5615205189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453021,430,1,2,47,50,bsykw9d70ffqe9atosc92n1e9,1,79.5,11.6,2025-03-31T21:34:59.697Z,2025-03-31T21:35:02Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615205281,213,2.56,5615205277,141,27.6,5615205273,56,Center,5615205279,212,19.8,5615205275,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453031,431,1,2,47,53,bsykw9d70ffqe9atosc92n1e9,1,60.7,33.3,2025-03-31T21:35:02.193Z,2025-03-31T21:35:03Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5615205357,212,15.8,5615205351,56,Center,5615205353,140,51.6,5615205355,141,51.8,5615205359,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453045,432,1,2,47,54,bsykw9d70ffqe9atosc92n1e9,1,56.7,53.1,2025-03-31T21:35:03.609Z,2025-03-31T21:35:05Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615205411,56,Center,5615205417,212,7.6,5615205413,140,60.6,5615205419,213,1.01,5615205415,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453069,433,1,2,47,56,bsykw9d70ffqe9atosc92n1e9,1,61.1,67.3,2025-03-31T21:35:05.625Z,2025-03-31T21:35:08Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615205527,140,72.9,5615205529,141,84.5,5615205531,212,17.0,5615205533,213,0.76,5615205525,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453087,434,1,2,47,59,bsykw9d70ffqe9atosc92n1e9,1,74.5,90.6,2025-03-31T21:35:08.705Z,2025-03-31T21:35:11Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615205671,140,88.8,5615205673,141,56.3,5615205667,155,,5615205675,212,27.7,5615205677,213,5.28,5615205665,2,,5615205669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453091,435,1,2,48,2,bsykw9d70ffqe9atosc92n1e9,0,88.8,56.3,2025-03-31T21:35:11.129Z,2025-03-31T21:35:12Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615205693,156,,5615205691,213,2.30,5615205687,141,59.9,5615205685,140,86.7,5615205689,212,3.3,5615205683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453111,451,1,2,48,3,8q6cv8g4bd3xdl7m88kll16na,1,14.2,48.3,2025-03-31T21:35:12.317Z,2025-03-31T21:35:15Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615205793,56,Back,5615205801,213,4.34,5615205799,212,6.7,5615205795,140,11.9,5615205797,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453127,452,12,2,48,5,8q6cv8g4bd3xdl7m88kll16na,1,11.8,36.5,2025-03-31T21:35:14.862Z,2025-03-31T21:35:17Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615205905,56,Back,5615205909,141,0.0,5615205911,212,34.7,5615205913,213,5.44,5615205939,167,,5615205907,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453143,436,5,2,48,8,bsykw9d70ffqe9atosc92n1e9,1,68.6,101.6,2025-03-31T21:35:16.968Z,2025-03-31T22:32:27Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615205987,347,,5615205985,56,Left,5615206011,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453133,453,5,2,48,8,8q6cv8g4bd3xdl7m88kll16na,0,31.4,-1.6,2025-03-31T21:35:16.968Z,2025-03-31T22:32:27Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615205929,56,Back,5615206015,233,436,5615205931,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453165,437,1,2,48,10,bsykw9d70ffqe9atosc92n1e9,1,72.6,100.0,2025-03-31T21:35:19.321Z,2025-03-31T21:35:22Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615206099,140,42.6,5615206105,212,33.5,5615206095,56,Back,5615206109,1,,5615206093,107,,5615206103,141,84.5,5615206107,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453185,438,1,2,48,13,bsykw9d70ffqe9atosc92n1e9,1,40.1,75.9,2025-03-31T21:35:22.098Z,2025-03-31T21:35:26Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615206223,141,76.6,5615206227,213,0.06,5615206221,140,48.1,5615206219,56,Back,5615206225,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
