id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2820738849,421,1,2,46,23,4q0b35m26thti4c2on9a3npk0,1,95.9,25.8,2025-06-01T16:06:04.925Z,2025-06-01T16:06:07Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760436567,141,22.4,5760436563,56,Center,5760436569,212,17.0,5760436565,140,79.9,5760436571,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738853,422,1,2,46,25,4q0b35m26thti4c2on9a3npk0,0,79.9,22.4,2025-06-01T16:06:07.061Z,2025-06-01T16:06:08Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5760436597,212,15.6,5760436589,155,,5760436587,2,,5760436595,141,42.8,5760436599,213,1.10,5760436591,56,Center,5760436593,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738935,435,12,2,46,26,c7jgkxx1czv5etn7snf1r6p2m,1,14.2,53.3,2025-06-01T16:06:07.833Z,2025-06-01T16:06:19Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760437033,56,Back,5760437039,212,27.3,5760437041,213,0.07,5760437035,140,40.1,5760437037,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738891,423,1,2,46,30,4q0b35m26thti4c2on9a3npk0,1,65.3,39.8,2025-06-01T16:06:11.861Z,2025-06-01T16:06:40Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760436807,140,70.6,5760436811,212,16.9,5760436813,213,5.05,5760436805,56,Right,5760436809,141,16.4,5760436803,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738931,424,1,2,46,35,4q0b35m26thti4c2on9a3npk0,1,71.0,10.6,2025-06-01T16:06:16.286Z,2025-06-01T16:06:18Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5760437015,213,3.01,5760437007,56,Back,5760437013,212,22.7,5760437011,141,15.0,5760437009,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738947,425,1,2,46,37,4q0b35m26thti4c2on9a3npk0,1,49.6,15.0,2025-06-01T16:06:18.317Z,2025-06-01T16:06:20Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760437097,213,1.82,5760437089,56,Back,5760437095,212,23.4,5760437091,140,44.2,5760437093,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820738961,426,1,2,46,38,4q0b35m26thti4c2on9a3npk0,1,44.2,48.4,2025-06-01T16:06:20.118Z,2025-06-01T16:06:22Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760437169,140,53.1,5760437173,212,23.6,5760437167,56,Left,5760437171,141,80.3,5760437175,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739015,427,1,2,46,40,4q0b35m26thti4c2on9a3npk0,1,53.5,81.1,2025-06-01T16:06:22.141Z,2025-06-01T16:06:30Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5760437491,212,14.7,5760437493,213,0.78,5760437485,56,Left,5760437489,141,96.3,5760437487,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739017,428,61,2,46,48,4q0b35m26thti4c2on9a3npk0,0,73.2,91.7,2025-06-01T16:06:29.830Z,2025-06-01T16:06:30Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760437497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739023,436,61,2,46,50,c7jgkxx1czv5etn7snf1r6p2m,0,13.3,7.1,2025-06-01T16:06:31.225Z,2025-06-01T16:06:36Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760437561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739029,429,6,2,46,50,4q0b35m26thti4c2on9a3npk0,1,81.4,92.3,2025-06-01T16:06:31.693Z,2025-06-01T16:58:37Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760437593,233,437,5760437567,73,,5760437565,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739033,437,6,2,46,50,c7jgkxx1czv5etn7snf1r6p2m,0,18.6,7.7,2025-06-01T16:06:31.693Z,2025-06-01T16:58:38Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760437597,233,429,5760437589,56,Back,5760437591,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739395,430,1,2,47,50,4q0b35m26thti4c2on9a3npk0,1,99.5,99.5,2025-06-01T16:07:31.774Z,2025-06-01T16:07:43Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760439695,141,52.7,5760439671,2,,5760439679,155,,5760439697,212,32.2,5760439691,140,94.8,5760439683,223,,5760439699,213,4.56,5760439701,1,,5760439675,6,5760439687,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,
2820739387,438,4,2,47,56,c7jgkxx1czv5etn7snf1r6p2m,1,5.2,47.6,2025-06-01T16:07:37.555Z,2025-06-01T17:07:03Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760439711,13,,5760439713,294,,5760439715,56,Back,5760439719,285,,5760439835,233,431,5760439717,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739397,431,4,2,47,56,4q0b35m26thti4c2on9a3npk0,0,94.8,52.4,2025-06-01T16:07:37.556Z,2025-06-01T17:07:10Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5760439793,56,Center,5760439795,152,,5760439789,13,,5760439893,233,438,5760439797,286,,5760442635,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739427,439,1,2,48,0,c7jgkxx1czv5etn7snf1r6p2m,1,13.1,49.6,2025-06-01T16:07:41.524Z,2025-06-01T17:06:00Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760439921,140,40.2,5760450623,189,,5760439915,5,,5760439923,141,79.6,5760439919,56,Back,5760439929,1,,5760439925,212,35.0,5760439917,152,,5760439927,213,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739443,440,1,2,48,5,c7jgkxx1czv5etn7snf1r6p2m,1,41.0,75.6,2025-06-01T16:07:47.146Z,2025-06-01T16:07:48Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760440033,213,3.38,5760440029,141,71.8,5760440025,56,Back,5760440027,140,30.8,5760440031,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739447,441,1,2,48,7,c7jgkxx1czv5etn7snf1r6p2m,1,29.3,68.1,2025-06-01T16:07:48.723Z,2025-06-01T16:07:49Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760440053,141,58.2,5760440051,140,30.0,5760440055,212,6.8,5760440057,213,4.82,5760440049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739463,442,1,2,48,8,c7jgkxx1czv5etn7snf1r6p2m,1,30.0,58.2,2025-06-01T16:07:49.238Z,2025-06-01T16:07:52Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760440137,212,6.7,5760440139,213,5.51,5760440135,141,51.3,5760440131,56,Back,5760440133,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739495,432,83,2,48,9,4q0b35m26thti4c2on9a3npk0,0,61.8,55.2,2025-06-01T16:07:51.039Z,2025-06-01T17:07:13Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760441079,399,5occq5bmrhcs8rtxwsdi18bf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739467,443,3,2,48,10,c7jgkxx1czv5etn7snf1r6p2m,0,36.8,48.4,2025-06-01T16:07:51.341Z,2025-06-01T16:59:08Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760440153,286,,5760440987,233,433,5760440151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739517,433,7,2,48,10,4q0b35m26thti4c2on9a3npk0,0,63.2,51.6,2025-06-01T16:07:51.342Z,2025-06-01T17:07:00Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760440377,56,Center,5760440979,233,443,5760440379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739523,444,1,2,48,14,c7jgkxx1czv5etn7snf1r6p2m,1,34.3,38.9,2025-06-01T16:07:55.371Z,2025-06-01T16:07:58Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760440395,213,4.19,5760440387,56,Back,5760440389,140,27.1,5760440393,212,15.1,5760440391,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739529,445,1,2,48,16,c7jgkxx1czv5etn7snf1r6p2m,1,27.8,17.0,2025-06-01T16:07:57.956Z,2025-06-01T16:08:00Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760440451,213,6.02,5760440443,56,Back,5760440447,141,10.3,5760440449,212,17.8,5760440445,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739537,446,61,2,48,18,c7jgkxx1czv5etn7snf1r6p2m,1,44.3,10.0,2025-06-01T16:07:59.878Z,2025-06-01T16:08:00Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760440479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739563,447,1,2,48,21,c7jgkxx1czv5etn7snf1r6p2m,0,60.6,4.9,2025-06-01T16:08:02.547Z,2025-06-01T16:08:03Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760440643,213,0.18,5760440637,140,62.7,5760440641,212,2.2,5760440639,141,5.5,5760440635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739571,434,61,2,48,22,4q0b35m26thti4c2on9a3npk0,1,34.1,95.7,2025-06-01T16:08:03.758Z,2025-06-01T16:08:03Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760440663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739579,435,5,2,48,23,4q0b35m26thti4c2on9a3npk0,0,36.2,102.0,2025-06-01T16:08:04.295Z,2025-06-01T16:08:09Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760440789,233,448,5760440687,56,Back,5760440689,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739591,448,5,2,48,23,c7jgkxx1czv5etn7snf1r6p2m,1,63.8,-2.0,2025-06-01T16:08:04.295Z,2025-06-01T17:00:40Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760440767,56,Right,5760440769,347,,5760440777,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739659,449,1,2,48,34,c7jgkxx1czv5etn7snf1r6p2m,0,60.8,0.0,2025-06-01T16:08:15.562Z,2025-06-01T16:08:18Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760441167,141,12.9,5760441173,1,,5760441169,212,24.2,5760441165,140,81.7,5760441171,213,0.43,5760441163,56,Right,5760441161,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739661,436,1,2,48,36,4q0b35m26thti4c2on9a3npk0,0,20.2,87.7,2025-06-01T16:08:18.063Z,2025-06-01T16:08:19Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760441207,141,87.5,5760441211,213,6.27,5760441209,212,8.7,5760441205,140,28.5,5760441201,3,,5760441203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739677,450,1,2,48,38,c7jgkxx1czv5etn7snf1r6p2m,0,72.6,7.6,2025-06-01T16:08:19.842Z,2025-06-01T16:14:16Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760441285,141,0.0,5760441289,213,5.61,5760441287,212,10.5,5760441283,140,80.4,5760441281,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739753,437,5,2,48,39,4q0b35m26thti4c2on9a3npk0,1,19.4,101.8,2025-06-01T16:08:20.486Z,2025-06-01T17:00:40Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5760441677,347,,5760441675,56,Back,5760441701,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739679,451,5,2,48,39,c7jgkxx1czv5etn7snf1r6p2m,0,80.6,-1.8,2025-06-01T16:08:20.486Z,2025-06-01T17:00:41Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760441291,56,Right,5760441293,347,,5760441749,233,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739769,438,1,2,48,56,4q0b35m26thti4c2on9a3npk0,0,14.8,100.0,2025-06-01T16:08:37.399Z,2025-06-01T16:08:40Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,5760441797,107,,5760441801,140,32.3,5760441803,141,90.0,5760441799,56,Back,5760441807,213,5.87,5760441805,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739791,453,1,2,48,59,c7jgkxx1czv5etn7snf1r6p2m,1,53.6,16.8,2025-06-01T16:08:41.147Z,2025-06-01T16:08:42Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760441875,213,0.57,5760441869,140,62.5,5760441873,212,11.1,5760441865,56,Center,5760441871,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739813,454,1,2,49,1,c7jgkxx1czv5etn7snf1r6p2m,1,62.5,25.6,2025-06-01T16:08:42.363Z,2025-06-01T16:08:46Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760441993,56,Back,5760442001,213,2.82,5760441999,212,16.4,5760441995,140,47.7,5760441997,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739845,455,1,2,49,5,c7jgkxx1czv5etn7snf1r6p2m,1,47.5,34.6,2025-06-01T16:08:46.459Z,2025-06-01T16:08:50Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760442155,141,43.0,5760442159,213,1.61,5760442157,212,5.7,5760442153,140,47.3,5760442151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739873,456,1,2,49,9,c7jgkxx1czv5etn7snf1r6p2m,1,45.5,52.1,2025-06-01T16:08:50.435Z,2025-06-01T16:08:54Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760442293,140,57.4,5760442291,56,Center,5760442295,141,76.3,5760442299,213,0.92,5760442297,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739895,457,1,2,49,12,c7jgkxx1czv5etn7snf1r6p2m,1,62.2,73.8,2025-06-01T16:08:54.148Z,2025-06-01T16:08:58Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760442445,213,5.40,5760442443,212,17.0,5760442437,56,Center,5760442439,140,72.5,5760442441,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739901,458,1,2,49,16,c7jgkxx1czv5etn7snf1r6p2m,0,72.5,54.5,2025-06-01T16:08:58.098Z,2025-06-01T16:08:59Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760442475,212,21.8,5760442477,213,0.20,5760442473,141,60.8,5760442469,56,Center,5760442471,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820739905,439,52,2,49,18,4q0b35m26thti4c2on9a3npk0,1,3.8,32.4,2025-06-01T16:08:59.360Z,2025-06-01T16:09:10Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760442831,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740061,441,1,2,49,34,4q0b35m26thti4c2on9a3npk0,1,9.3,42.5,2025-06-01T16:09:15.712Z,2025-06-01T16:09:22Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760443423,56,Back,5760443431,213,1.27,5760443425,140,17.6,5760443429,212,29.5,5760443427,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740087,442,1,2,49,40,4q0b35m26thti4c2on9a3npk0,1,15.3,70.9,2025-06-01T16:09:22Z,2025-06-01T16:09:24Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760443555,213,4.87,5760443547,56,Back,5760443551,141,16.1,5760443553,212,37.7,5760443557,1,,5760443549,140,20.9,5760443545,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740091,443,61,2,49,43,4q0b35m26thti4c2on9a3npk0,0,24.8,8.5,2025-06-01T16:09:24.736Z,2025-06-01T16:09:25Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760443565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740095,444,5,2,49,44,4q0b35m26thti4c2on9a3npk0,0,28.8,-1.6,2025-06-01T16:09:25.316Z,2025-06-01T17:00:41Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760443693,233,459,5760443591,347,,5760443589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740109,459,5,2,49,44,c7jgkxx1czv5etn7snf1r6p2m,1,71.2,101.6,2025-06-01T16:09:25.316Z,2025-06-01T16:09:32Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760443647,56,Left,5760443665,233,444,5760443649,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740165,460,1,2,49,49,c7jgkxx1czv5etn7snf1r6p2m,0,70.6,100.0,2025-06-01T16:09:30.444Z,2025-06-01T16:09:33Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760443909,107,,5760443917,212,13.2,5760443915,141,88.9,5760443919,213,5.55,5760443913,140,79.9,5760443911,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740163,445,8,2,49,51,4q0b35m26thti4c2on9a3npk0,1,26.9,24.0,2025-06-01T16:09:32.816Z,2025-06-01T16:09:33Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760443903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740175,447,1,2,49,52,4q0b35m26thti4c2on9a3npk0,1,26.9,23.9,2025-06-01T16:09:33.616Z,2025-06-01T16:09:34Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760443949,56,Back,5760443957,213,1.24,5760443955,212,11.8,5760443951,140,30.5,5760443953,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740193,448,1,2,49,53,4q0b35m26thti4c2on9a3npk0,1,30.5,40.3,2025-06-01T16:09:34.424Z,2025-06-01T16:09:37Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760444085,56,Back,5760444089,141,25.5,5760444091,212,14.3,5760444093,213,5.50,5760444087,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740199,449,50,2,49,55,4q0b35m26thti4c2on9a3npk0,1,45.8,26.8,2025-06-01T16:09:37.140Z,2025-06-01T16:59:09Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5760444113,56,Back,5760444115,286,,5760444205,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740207,461,7,2,49,55,c7jgkxx1czv5etn7snf1r6p2m,1,54.2,73.2,2025-06-01T16:09:37.141Z,2025-06-01T16:59:08Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760444173,233,449,5760444149,56,Center,5760444151,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740239,463,1,2,49,57,c7jgkxx1czv5etn7snf1r6p2m,1,37.0,68.2,2025-06-01T16:09:38.819Z,2025-06-01T16:09:41Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760444273,140,46.5,5760444269,56,Back,5760444275,141,46.3,5760444279,213,5.30,5760444277,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740257,464,1,2,50,0,c7jgkxx1czv5etn7snf1r6p2m,1,46.0,42.4,2025-06-01T16:09:41.347Z,2025-06-01T16:09:43Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760444341,56,Center,5760444343,140,56.6,5760444345,141,30.6,5760444349,213,5.66,5760444347,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740263,465,1,2,50,2,c7jgkxx1czv5etn7snf1r6p2m,0,56.3,36.1,2025-06-01T16:09:43.340Z,2025-06-01T16:09:47Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760444489,233,450,5760444379,56,Center,5760444493,286,,5760444387,213,0.08,5760444383,141,36.7,5760444381,140,61.4,5760444487,236,,5760444385,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740283,450,74,2,50,2,4q0b35m26thti4c2on9a3npk0,1,34.6,52.5,2025-06-01T16:09:43.341Z,2025-06-01T16:59:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760444441,56,Back,5760444443,285,,5760444537,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740277,466,83,2,50,5,c7jgkxx1czv5etn7snf1r6p2m,0,61.4,36.7,2025-06-01T16:09:47.043Z,2025-06-01T16:10:54Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760447819,399,euc11yjkfscwt6xsiitlorz10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740305,467,83,2,50,6,c7jgkxx1czv5etn7snf1r6p2m,0,61.4,36.7,2025-06-01T16:09:47.229Z,2025-06-01T16:10:53Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5760444667,399,euc11yjkfscwt6xsiitlorz10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740313,451,1,2,50,8,4q0b35m26thti4c2on9a3npk0,0,35.9,46.0,2025-06-01T16:09:49.672Z,2025-06-01T17:06:56Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,5760445793,213,0.33,5760445791,212,8.6,5760445787,140,43.6,5760444631,56,Back,5760445789,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740369,468,1,2,50,11,c7jgkxx1czv5etn7snf1r6p2m,1,60.9,21.5,2025-06-01T16:09:52.676Z,2025-06-01T16:09:55Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760444969,141,13.7,5760444973,212,16.0,5760444965,140,75.3,5760444963,56,Right,5760444977,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740383,469,1,2,50,14,c7jgkxx1czv5etn7snf1r6p2m,0,89.6,13.8,2025-06-01T16:09:55.691Z,2025-06-01T16:10:58Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760445017,2,,5760445027,212,1.7,5760445023,140,90.0,5760448053,236,,5760445025,141,16.2,5760448055,233,452,5760445019,155,,5760445021,56,Right,5760448059,286,5760445029,213,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,
2820740427,452,12,2,50,14,4q0b35m26thti4c2on9a3npk0,1,10.8,79.0,2025-06-01T16:09:55.791Z,2025-06-01T17:06:50Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760448089,233,469,5760445243,185,,5760445245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740433,453,6,2,50,15,4q0b35m26thti4c2on9a3npk0,0,10.5,80.8,2025-06-01T16:09:56.610Z,2025-06-01T17:06:49Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760445317,56,Back,5760448139,233,470,5760445319,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740393,470,6,2,50,15,c7jgkxx1czv5etn7snf1r6p2m,1,89.5,19.2,2025-06-01T16:09:56.610Z,2025-06-01T16:58:38Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5760447725,56,Right,5760448103,233,453,5760447727,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741669,480,1,2,50,37,c7jgkxx1czv5etn7snf1r6p2m,1,99.7,0.2,2025-06-01T16:10:19.197Z,2025-06-01T16:20:21Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,1.0,5760469505,155,,5760470227,210,13,5760469519,213,1.74,5760469521,1,,5760469509,56,Center,5760469517,212,33.8,5760469501,2,,5760469515,141,49.3,5760470229,154,5760470031,223,5760469513,140,94.4,,5760469817,6,,,,,,,,,,,,,,,,,,,,,,,,,
