id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2813511141,435,1,1,41,55,6oxoag5c6zbnn09wx08vz4iak,0,7.0,64.5,2025-05-11T13:13:37.986Z,2025-05-11T13:13:40Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,5720247977,1,,5720247957,157,,5720247973,213,6.27,5720247959,56,Center,5720247967,212,55.7,5720247963,141,63.3,5720247961,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511225,309,1,1,41,59,c7jgkxx1czv5etn7snf1r6p2m,1,48.5,44.2,2025-05-11T13:13:41.973Z,2025-05-11T13:13:43Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720248351,141,53.7,5720248353,212,7.5,5720248347,56,Center,5720248349,140,52.1,5720248355,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511299,311,1,1,42,0,c7jgkxx1czv5etn7snf1r6p2m,1,52.1,53.7,2025-05-11T13:13:43.142Z,2025-05-11T13:13:46Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5720248689,140,58.4,5720248691,141,64.2,5720248693,212,9.7,5720248695,213,0.82,5720248687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511367,312,1,1,42,3,c7jgkxx1czv5etn7snf1r6p2m,1,64.2,59.9,2025-05-11T13:13:45.854Z,2025-05-11T13:13:49Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720248983,213,1.22,5720248969,56,Left,5720248971,140,71.3,5720248979,212,22.0,5720248975,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511475,313,1,1,42,6,c7jgkxx1czv5etn7snf1r6p2m,0,78.8,91.5,2025-05-11T13:13:48.927Z,2025-05-11T13:13:52Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5720249491,213,5.65,5720249473,140,98.2,5720249481,141,69.4,5720249465,56,Center,5720249487,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511607,437,1,1,42,12,6oxoag5c6zbnn09wx08vz4iak,1,8.8,27.0,2025-05-11T13:13:55.162Z,2025-05-11T13:13:59Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,5720250245,140,23.6,5720250247,141,10.9,5720250251,213,5.67,5720250249,212,19.0,5720250243,56,Back,5720250241,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511671,438,1,1,42,17,6oxoag5c6zbnn09wx08vz4iak,1,35.2,8.6,2025-05-11T13:13:59.722Z,2025-05-11T13:14:02Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,5720250611,213,1.95,5720250605,140,30.8,5720250607,141,25.6,5720250603,56,Back,5720250609,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511801,439,1,1,42,20,6oxoag5c6zbnn09wx08vz4iak,1,32.1,26.8,2025-05-11T13:14:02.627Z,2025-05-11T13:14:08Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720251251,155,,5720251253,56,Left,5720251257,141,83.5,5720251259,212,53.0,5720251255,140,66.8,5720251261,213,0.81,5720251263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511871,440,1,1,42,26,6oxoag5c6zbnn09wx08vz4iak,1,70.3,81.1,2025-05-11T13:14:08.730Z,2025-05-11T13:14:11Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720251715,140,66.3,5720251717,141,69.9,5720251721,213,4.21,5720251719,212,8.7,5720251713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511905,441,1,1,42,29,6oxoag5c6zbnn09wx08vz4iak,1,73.2,71.1,2025-05-11T13:14:11.715Z,2025-05-11T13:14:14Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720251957,141,84.1,5720251955,140,77.0,5720251961,213,1.15,5720251959,212,9.7,5720251953,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511957,442,1,1,42,31,6oxoag5c6zbnn09wx08vz4iak,1,80.6,83.3,2025-05-11T13:14:13.858Z,2025-05-11T13:14:17Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720252263,140,78.7,5720252261,56,Center,5720252269,213,4.28,5720252265,141,76.9,5720252267,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511985,443,1,1,42,35,6oxoag5c6zbnn09wx08vz4iak,1,80.6,82.3,2025-05-11T13:14:17.555Z,2025-05-11T13:14:19Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720252407,212,5.3,5720252411,213,1.10,5720252403,141,89.3,5720252401,140,82.9,5720252397,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512025,444,1,1,42,36,6oxoag5c6zbnn09wx08vz4iak,1,83.5,89.0,2025-05-11T13:14:18.755Z,2025-05-11T13:14:20Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720252587,140,91.4,5720252585,56,Left,5720252593,213,5.94,5720252591,212,8.8,5720252589,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512101,445,1,1,42,38,6oxoag5c6zbnn09wx08vz4iak,0,91.9,84.5,2025-05-11T13:14:20.586Z,2025-05-11T13:14:26Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720253055,1,,5720253049,212,44.8,5720253037,2,,5720253045,140,84.2,5720253039,155,,5720253041,56,Right,5720253047,141,19.7,5720253053,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512197,315,1,1,42,46,c7jgkxx1czv5etn7snf1r6p2m,1,19.1,89.9,2025-05-11T13:14:28.775Z,2025-05-11T13:14:30Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720253609,141,87.2,5720253605,56,Back,5720253607,140,27.2,5720253611,212,8.7,5720253613,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512215,316,61,1,42,47,c7jgkxx1czv5etn7snf1r6p2m,0,27.2,87.2,2025-05-11T13:14:30.214Z,2025-05-11T13:14:30Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720253689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512227,317,5,1,42,48,c7jgkxx1czv5etn7snf1r6p2m,0,28.4,102.0,2025-05-11T13:14:30.347Z,2025-05-11T14:34:32Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720253775,347,,5720254185,233,446,5720253773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512283,446,5,1,42,48,6oxoag5c6zbnn09wx08vz4iak,1,71.6,-2.0,2025-05-11T13:14:30.347Z,2025-05-11T14:34:31Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720254161,233,317,5720254081,56,Right,5720254083,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512317,447,1,1,42,51,6oxoag5c6zbnn09wx08vz4iak,1,73.4,0.0,2025-05-11T13:14:33.914Z,2025-05-11T13:14:35Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720254263,107,,5720254273,213,2.01,5720254269,141,15.5,5720254271,212,13.1,5720254267,140,68.1,5720254265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512349,448,1,1,42,53,6oxoag5c6zbnn09wx08vz4iak,1,71.3,14.9,2025-05-11T13:14:35.754Z,2025-05-11T13:14:38Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,5720254497,140,72.4,5720254503,212,4.9,5720254495,56,Right,5720254509,213,4.95,5720254499,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512405,449,1,1,42,55,6oxoag5c6zbnn09wx08vz4iak,1,73.0,7.6,2025-05-11T13:14:37.923Z,2025-05-11T13:14:41Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720254819,213,3.12,5720254805,140,64.2,5720254799,56,Right,5720254813,212,9.2,5720254809,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512471,450,1,1,42,58,6oxoag5c6zbnn09wx08vz4iak,1,63.5,21.5,2025-05-11T13:14:41.050Z,2025-05-11T13:14:44Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720255179,141,54.9,5720255181,212,24.4,5720255183,213,1.95,5720255175,56,Center,5720255177,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512535,451,1,1,43,2,6oxoag5c6zbnn09wx08vz4iak,1,57.0,58.8,2025-05-11T13:14:44.315Z,2025-05-11T13:14:47Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720255507,212,13.4,5720255505,141,39.4,5720255501,56,Center,5720255503,140,59.0,5720255509,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512567,452,1,1,43,5,6oxoag5c6zbnn09wx08vz4iak,1,59.0,38.6,2025-05-11T13:14:47.507Z,2025-05-11T13:14:50Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720255675,212,16.9,5720255677,213,1.78,5720255673,141,62.9,5720255669,56,Center,5720255671,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512637,453,1,1,43,7,6oxoag5c6zbnn09wx08vz4iak,1,55.9,62.7,2025-05-11T13:14:50.154Z,2025-05-11T13:14:54Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720255977,140,61.9,5720255975,56,Center,5720255983,213,0.98,5720255981,212,11.4,5720255979,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512697,454,1,1,43,11,6oxoag5c6zbnn09wx08vz4iak,1,70.5,75.6,2025-05-11T13:14:54.171Z,2025-05-11T13:14:58Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720256271,141,90.8,5720256269,140,79.6,5720256273,212,14.1,5720256267,56,Left,5720256275,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512763,455,1,1,43,16,6oxoag5c6zbnn09wx08vz4iak,1,81.0,92.0,2025-05-11T13:14:58.315Z,2025-05-11T13:20:59Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720256675,140,80.0,5720256677,141,80.5,5720256681,213,4.58,5720256679,212,7.9,5720256673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512815,456,1,1,43,19,6oxoag5c6zbnn09wx08vz4iak,1,79.5,80.9,2025-05-11T13:15:02.075Z,2025-05-11T13:15:04Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,5720256903,56,Center,5720256909,212,7.8,5720256911,213,3.77,5720256907,141,74.1,5720256905,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512879,457,1,1,43,22,6oxoag5c6zbnn09wx08vz4iak,1,73.0,71.8,2025-05-11T13:15:04.322Z,2025-05-11T13:15:07Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720257227,213,4.68,5720257219,56,Center,5720257225,212,25.2,5720257221,140,72.3,5720257223,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512923,458,1,1,43,24,6oxoag5c6zbnn09wx08vz4iak,1,73.0,34.2,2025-05-11T13:15:07.235Z,2025-05-11T13:15:09Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720257493,140,68.7,5720257491,56,Center,5720257497,212,12.3,5720257499,213,1.95,5720257495,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512961,459,1,1,43,26,6oxoag5c6zbnn09wx08vz4iak,1,68.7,51.0,2025-05-11T13:15:08.819Z,2025-05-11T13:15:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720257685,140,66.8,5720257687,141,71.1,5720257691,213,1.72,5720257689,212,13.8,5720257683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513083,460,1,1,43,28,6oxoag5c6zbnn09wx08vz4iak,1,66.5,71.8,2025-05-11T13:15:10.651Z,2025-05-11T13:15:15Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720258395,141,87.7,5720258399,213,0.56,5720258397,212,20.5,5720258391,56,Left,5720258393,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513197,461,1,1,43,33,6oxoag5c6zbnn09wx08vz4iak,0,84.0,87.8,2025-05-11T13:15:15.475Z,2025-05-11T13:21:33Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720259019,212,26.5,5720259013,56,Center,5720259011,155,,5720259009,2,,5720259015,140,93.7,5720259017,141,51.8,5720259021,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513217,318,12,1,43,37,c7jgkxx1czv5etn7snf1r6p2m,1,4.3,50.4,2025-05-11T13:15:19.439Z,2025-05-11T13:19:01Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720259195,167,,5720259135,213,1.90,5720259127,56,Back,5720259133,212,16.1,5720259131,141,72.9,5720259129,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513227,319,6,1,43,39,c7jgkxx1czv5etn7snf1r6p2m,0,0.4,69.0,2025-05-11T13:15:21.369Z,2025-05-11T13:19:02Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720259235,73,,5720259685,233,462,5720259233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513277,462,6,1,43,39,6oxoag5c6zbnn09wx08vz4iak,1,99.6,31.0,2025-05-11T13:15:21.369Z,2025-05-11T14:35:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720259583,56,Center,5720259635,233,319,5720259585,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513579,320,43,1,43,55,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T13:15:37.544Z,2025-05-11T13:15:40Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720261403,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513593,321,43,1,43,55,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T13:15:37.728Z,2025-05-11T13:15:41Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720261589,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813513601,322,43,1,43,55,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T13:15:37.864Z,2025-05-11T13:15:42Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720261767,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813514607,463,1,1,44,32,6oxoag5c6zbnn09wx08vz4iak,1,99.5,0.5,2025-05-11T13:16:14.796Z,2025-05-11T13:16:30Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,1.0,5720266289,140,88.5,5720266285,224,,5720267339,154,,5720266297,1,,5720266283,155,,5720266281,6,,5720266291,141,51.8,5720266293,212,36.7,5720266279,2,,5720267337,210,13,5720266287,56,5720266295,213,1.89,,,,,,Center,,,,,,,,,,,,
2813514619,464,44,1,44,37,6oxoag5c6zbnn09wx08vz4iak,1,91.1,54.8,2025-05-11T13:16:19.911Z,2025-05-11T14:40:30Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720266357,286,,5720266355,56,Center,5720266471,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813514563,323,44,1,44,37,c7jgkxx1czv5etn7snf1r6p2m,0,8.9,45.2,2025-05-11T13:16:19.912Z,2025-05-11T14:40:30Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720266109,56,Back,5720266499,233,464,5720266111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813514633,465,13,1,44,37,6oxoag5c6zbnn09wx08vz4iak,1,91.5,57.3,2025-05-11T13:16:20.244Z,2025-05-11T14:35:49Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720267385,83,,5720266417,56,Center,5720267397,103,29.2,5720267389,154,,5720267377,25,,5720267381,15,,5720267391,55,463,5720266413,17,,5720267387,29,,5720267401,230,99.8,5720267403,231,5720267395,102,58.0,5720267399,328,,,,49.3,,,,,,,,,,,,
2813514877,324,5,1,44,38,c7jgkxx1czv5etn7snf1r6p2m,1,-0.8,39.6,2025-05-11T13:16:21.144Z,2025-05-11T13:16:37Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720267683,346,,5720267749,233,466,5720267681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813514673,466,5,1,44,38,6oxoag5c6zbnn09wx08vz4iak,0,100.8,60.4,2025-05-11T13:16:21.144Z,2025-05-11T14:34:32Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720267783,233,324,5720266597,346,,5720266595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515545,326,1,1,45,14,c7jgkxx1czv5etn7snf1r6p2m,1,3.7,42.4,2025-05-11T13:16:56.793Z,2025-05-11T13:17:07Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720271039,1,,5720271023,124,,5720271043,74,,5720271035,212,66.9,5720271029,140,64.2,5720271033,141,11.7,5720271025,56,Right,5720271037,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515561,327,44,1,45,17,c7jgkxx1czv5etn7snf1r6p2m,1,62.2,20.6,2025-05-11T13:16:59.579Z,2025-05-11T14:40:31Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720271987,233,468,5720271063,56,Right,5720271065,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515441,468,44,1,45,17,6oxoag5c6zbnn09wx08vz4iak,0,37.8,79.4,2025-05-11T13:16:59.580Z,2025-05-11T14:40:31Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720270571,56,Back,5720270573,285,,5720272103,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515609,328,1,1,45,17,c7jgkxx1czv5etn7snf1r6p2m,1,64.2,11.7,2025-05-11T13:16:59.664Z,2025-05-11T13:20:16Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720271319,3,,5720271327,212,17.1,5720271323,140,80.1,5720271321,56,Right,5720271325,141,6.4,5720285697,168,,5720271329,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813518803,346,1,1,45,19,c7jgkxx1czv5etn7snf1r6p2m,1,59.4,17.6,2025-05-11T13:17:02.245Z,2025-05-11T13:19:56Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720290989,141,21.9,5720290991,212,12.4,5720290993,213,0.24,5720290985,56,Center,5720290987,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813519351,347,1,1,45,20,c7jgkxx1czv5etn7snf1r6p2m,1,67.0,19.2,2025-05-11T13:17:03.044Z,2025-05-11T13:20:42Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5720292729,140,61.7,5720292741,212,9.3,5720292733,141,8.2,5720292747,213,4.07,5720292727,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515627,329,3,1,45,27,c7jgkxx1czv5etn7snf1r6p2m,0,83.0,6.6,2025-05-11T13:17:09.409Z,2025-05-11T13:20:43Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720271425,286,,5720271795,233,469,5720271423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515639,469,7,1,45,27,6oxoag5c6zbnn09wx08vz4iak,1,17.0,93.4,2025-05-11T13:17:09.410Z,2025-05-11T13:17:16Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720271475,285,,5720271503,233,329,5720271473,56,Back,5720271471,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515663,330,5,1,45,28,c7jgkxx1czv5etn7snf1r6p2m,1,83.8,-1.5,2025-05-11T13:17:10.489Z,2025-05-11T14:34:32Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720271607,56,Right,5720271753,233,470,5720271609,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515687,470,5,1,45,28,6oxoag5c6zbnn09wx08vz4iak,0,16.2,101.5,2025-05-11T13:17:10.489Z,2025-05-11T14:34:33Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720271709,56,Back,5720271789,233,330,5720271711,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813515951,331,1,1,45,43,c7jgkxx1czv5etn7snf1r6p2m,1,83.2,0.0,2025-05-11T13:17:25.953Z,2025-05-11T13:17:28Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720273199,140,91.0,5720273203,212,9.9,5720273201,141,6.2,5720273195,107,,5720273205,213,0.60,5720273197,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516001,332,43,1,45,45,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T13:17:27.945Z,2025-05-11T13:17:33Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720273449,213,3.67,5720273771,144,1,5720273443,140,89.0,5720273441,56,Right,5720273445,141,4.3,5720273447,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516021,333,61,1,45,45,c7jgkxx1czv5etn7snf1r6p2m,0,89.0,4.3,2025-05-11T13:17:28.137Z,2025-05-11T14:35:48Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720273559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516039,334,5,1,45,48,c7jgkxx1czv5etn7snf1r6p2m,0,84.6,-1.6,2025-05-11T13:17:30.565Z,2025-05-11T14:34:34Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720274287,233,471,5720273657,347,,5720273655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516113,471,5,1,45,48,6oxoag5c6zbnn09wx08vz4iak,1,15.4,101.6,2025-05-11T13:17:30.565Z,2025-05-11T14:34:33Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720274179,233,334,5720274069,56,Back,5720274071,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516123,472,70,1,45,54,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T13:17:36.535Z,2025-05-11T13:17:37Z,,,,5720274125,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516359,473,1,1,45,59,6oxoag5c6zbnn09wx08vz4iak,1,16.5,100.0,2025-05-11T13:17:41.461Z,2025-05-11T13:17:47Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720275387,140,29.9,5720275385,56,Back,5720275383,107,,5720275393,213,5.63,5720275389,141,85.7,5720275391,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516373,474,3,1,46,5,6oxoag5c6zbnn09wx08vz4iak,0,32.4,85.3,2025-05-11T13:17:47.477Z,2025-05-11T14:35:35Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,5720275799,233,335,5720275445,56,Back,5720275803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516423,335,7,1,46,5,c7jgkxx1czv5etn7snf1r6p2m,1,67.6,14.7,2025-05-11T13:17:47.478Z,2025-05-11T14:35:34Z,qer4hblafo04av0aajfecclx,I. Fossum,,5720275697,56,Right,5720275757,233,474,5720275701,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813519451,493,61,1,46,5,6oxoag5c6zbnn09wx08vz4iak,1,42.9,72.9,2025-05-11T13:17:47.566Z,2025-05-11T13:20:06Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,5720291651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516469,336,1,1,46,7,c7jgkxx1czv5etn7snf1r6p2m,1,64.8,20.9,2025-05-11T13:17:50.042Z,2025-05-11T13:21:11Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5720275945,212,21.5,5720275947,213,3.17,5720275939,56,Back,5720275943,141,20.0,5720275941,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516489,338,1,1,46,8,c7jgkxx1czv5etn7snf1r6p2m,1,44.3,20.0,2025-05-11T13:17:51.169Z,2025-05-11T13:17:52Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720276045,56,Back,5720276047,140,44.8,5720276051,212,6.7,5720276053,213,1.49,5720276049,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813516509,339,1,1,46,9,c7jgkxx1czv5etn7snf1r6p2m,1,44.8,29.8,2025-05-11T13:17:52.138Z,2025-05-11T13:17:53Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5720276185,212,7.4,5720276187,213,4.16,5720276183,141,20.6,5720276179,56,Back,5720276181,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
