id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815303391,388,1,2,47,38,btaf9fuj3xctycyjeqwereaow,1,33.8,46.4,2025-05-16T17:07:53.974Z,2025-05-16T17:07:55Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730290245,1,,5730290237,140,63.9,5730290235,56,Center,5730290241,212,37.4,5730290243,213,0.56,5730290239,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303407,389,1,2,47,39,btaf9fuj3xctycyjeqwereaow,1,63.9,75.7,2025-05-16T17:07:54.854Z,2025-05-16T17:07:56Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5730290319,141,90.3,5730290323,213,2.70,5730290317,140,43.8,5730290315,56,Back,5730290321,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303419,390,1,2,47,40,btaf9fuj3xctycyjeqwereaow,0,44.1,90.3,2025-05-16T17:07:56.110Z,2025-05-16T18:12:33Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730290385,213,6.04,5730290379,140,68.0,5730290381,141,81.1,5730290383,212,25.9,5730290375,155,,5730290377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303437,448,12,2,47,41,bsykw9d70ffqe9atosc92n1e9,1,24.1,31.8,2025-05-16T17:07:57.440Z,2025-05-16T17:07:59Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730290585,167,,5730290517,212,32.5,5730290513,140,46.5,5730290519,213,5.52,5730290511,56,Back,5730290533,15,,5730290515,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303487,391,5,2,47,42,btaf9fuj3xctycyjeqwereaow,1,53.7,101.2,2025-05-16T17:07:58.655Z,2025-05-16T18:15:12Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730290785,56,Left,5730290787,347,,5730290817,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303443,449,5,2,47,42,bsykw9d70ffqe9atosc92n1e9,0,46.3,-1.2,2025-05-16T17:07:58.655Z,2025-05-16T18:15:13Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730290537,347,,5730290535,56,Back,5730290849,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303557,392,1,2,47,53,btaf9fuj3xctycyjeqwereaow,1,54.5,100.0,2025-05-16T17:08:09.294Z,2025-05-16T17:08:12Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730291203,107,,5730291209,141,90.6,5730291205,56,Left,5730291239,189,,5730291211,212,11.6,5730291213,213,5.63,5730291207,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303573,393,61,2,47,56,btaf9fuj3xctycyjeqwereaow,0,62.0,91.4,2025-05-16T17:08:12.614Z,2025-05-16T17:08:12Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5730291311,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303603,394,5,2,47,57,btaf9fuj3xctycyjeqwereaow,0,63.8,101.6,2025-05-16T17:08:13.049Z,2025-05-16T18:15:14Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5730292149,233,450,5730291425,56,Left,5730291427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303705,450,5,2,47,57,bsykw9d70ffqe9atosc92n1e9,1,36.2,-1.6,2025-05-16T17:08:13.049Z,2025-05-16T18:15:13Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730292059,347,,5730292083,233,394,5730292057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303727,451,1,2,48,8,bsykw9d70ffqe9atosc92n1e9,0,39.9,0.0,2025-05-16T17:08:24.600Z,2025-05-16T17:08:26Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730292199,140,73.1,5730292203,212,36.6,5730292195,107,,5730292201,141,15.0,5730292197,56,Right,5730292207,1,,5730292205,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303739,395,8,2,48,11,btaf9fuj3xctycyjeqwereaow,1,34.4,88.6,2025-05-16T17:08:27.230Z,2025-05-16T17:08:27Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730292259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303751,396,5,2,48,12,btaf9fuj3xctycyjeqwereaow,0,35.8,101.8,2025-05-16T17:08:28.256Z,2025-05-16T18:15:14Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730292313,56,Back,5730292535,233,452,5730292317,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303775,452,5,2,48,12,bsykw9d70ffqe9atosc92n1e9,1,64.2,-1.8,2025-05-16T17:08:28.256Z,2025-05-16T18:15:14Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730292421,56,Right,5730292471,233,396,5730292425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303809,453,1,2,48,14,bsykw9d70ffqe9atosc92n1e9,0,63.1,0.0,2025-05-16T17:08:30.048Z,2025-05-16T17:08:32Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730292605,1,,5730292601,212,25.2,5730292603,213,0.80,5730292597,140,79.8,5730292599,141,24.6,5730292593,107,,5730292595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303833,397,1,2,48,17,btaf9fuj3xctycyjeqwereaow,1,33.7,69.7,2025-05-16T17:08:32.798Z,2025-05-16T17:08:33Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730292729,3,,5730292737,212,5.5,5730292733,140,36.1,5730292739,213,1.10,5730292731,56,Back,5730292735,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303839,398,1,2,48,18,btaf9fuj3xctycyjeqwereaow,0,36.1,76.9,2025-05-16T17:08:33.733Z,2025-05-16T18:13:01Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730292775,212,7.4,5730292777,213,5.25,5730292769,140,39.7,5730292773,141,67.5,5730292765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303895,454,61,2,48,19,bsykw9d70ffqe9atosc92n1e9,0,69.1,28.5,2025-05-16T17:08:34.984Z,2025-05-16T17:08:40Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730293123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303943,399,1,2,48,23,btaf9fuj3xctycyjeqwereaow,1,48.3,73.5,2025-05-16T17:08:38.990Z,2025-05-16T17:08:40Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5730293357,212,8.6,5730293359,213,5.52,5730293353,140,54.2,5730293351,56,Center,5730293355,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303957,401,3,2,48,24,btaf9fuj3xctycyjeqwereaow,0,61.8,63.6,2025-05-16T17:08:40.576Z,2025-05-16T18:12:14Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5730293405,56,Center,5730293409,286,,5730293615,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815303981,455,7,2,48,24,bsykw9d70ffqe9atosc92n1e9,1,38.2,36.4,2025-05-16T17:08:40.577Z,2025-05-16T18:12:14Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730293539,285,,5730293537,56,Back,5730293573,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304113,457,1,2,48,35,bsykw9d70ffqe9atosc92n1e9,1,72.5,87.5,2025-05-16T17:08:51.568Z,2025-05-16T17:08:56Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730294383,140,78.5,5730294389,213,0.45,5730294381,56,Left,5730294387,212,7.0,5730294385,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304187,458,1,2,48,40,bsykw9d70ffqe9atosc92n1e9,1,74.7,91.1,2025-05-16T17:08:55.960Z,2025-05-16T17:09:01Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730294739,56,Center,5730294743,141,78.5,5730294741,140,80.1,5730294747,213,5.30,5730294745,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304171,403,83,2,48,44,btaf9fuj3xctycyjeqwereaow,0,26.7,34.8,2025-05-16T17:08:59.886Z,2025-05-16T17:09:02Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730294835,399,cbgxwjokvziezgbbn0qu91s7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815307391,442,83,2,48,44,btaf9fuj3xctycyjeqwereaow,0,31.0,28.3,2025-05-16T17:09:00.145Z,2025-05-16T18:13:18Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730312941,399,cbgxwjokvziezgbbn0qu91s7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304197,459,61,2,48,45,bsykw9d70ffqe9atosc92n1e9,1,73.5,89.3,2025-05-16T17:09:00.847Z,2025-05-16T17:09:01Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730294785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304217,404,45,2,48,46,btaf9fuj3xctycyjeqwereaow,0,17.3,17.2,2025-05-16T17:09:02.656Z,2025-05-16T18:12:26Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730294875,56,Back,5730294877,285,,5730294961,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304225,460,3,2,48,46,bsykw9d70ffqe9atosc92n1e9,1,82.7,82.8,2025-05-16T17:09:02.656Z,2025-05-16T18:12:26Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730294915,286,,5730294925,233,404,5730294913,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304239,461,61,2,48,49,bsykw9d70ffqe9atosc92n1e9,0,86.2,88.1,2025-05-16T17:09:05.192Z,2025-05-16T17:20:57Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730295003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304231,405,12,2,48,49,btaf9fuj3xctycyjeqwereaow,1,12.9,17.6,2025-05-16T17:09:05.213Z,2025-05-16T18:13:17Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730294949,212,15.6,5730294943,56,Back,5730294945,140,20.7,5730294951,213,5.26,5730294975,167,,5730294947,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304233,406,5,2,48,50,btaf9fuj3xctycyjeqwereaow,0,17.0,-2.0,2025-05-16T17:09:05.965Z,2025-05-16T18:15:15Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730294965,56,Back,5730294969,347,,5730295281,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304277,462,5,2,48,50,bsykw9d70ffqe9atosc92n1e9,1,83.0,102.0,2025-05-16T17:09:05.965Z,2025-05-16T18:15:15Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730295245,233,406,5730295197,56,Left,5730295199,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304395,463,1,2,49,2,bsykw9d70ffqe9atosc92n1e9,1,89.7,100.0,2025-05-16T17:09:18.472Z,2025-05-16T17:09:21Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730295901,213,3.50,5730295897,141,93.2,5730295899,212,16.5,5730295893,56,Left,5730295891,107,,5730295895,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304413,464,1,2,49,5,bsykw9d70ffqe9atosc92n1e9,1,71.1,93.5,2025-05-16T17:09:21.208Z,2025-05-16T17:09:23Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730296023,140,61.8,5730296029,213,3.30,5730296027,212,9.9,5730296025,141,91.2,5730296021,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304467,465,1,2,49,7,bsykw9d70ffqe9atosc92n1e9,1,61.8,91.2,2025-05-16T17:09:23.233Z,2025-05-16T17:09:27Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5730296333,141,72.1,5730296335,212,13.5,5730296337,213,4.99,5730296329,56,Center,5730296331,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304511,466,1,2,49,12,bsykw9d70ffqe9atosc92n1e9,1,64.7,74.4,2025-05-16T17:09:27.752Z,2025-05-16T17:20:01Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730296577,212,5.4,5730296573,140,61.1,5730296579,213,2.35,5730296575,141,80.0,5730296571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304529,467,1,2,49,16,bsykw9d70ffqe9atosc92n1e9,1,72.4,75.9,2025-05-16T17:09:32.016Z,2025-05-16T17:09:33Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730296671,56,Center,5730296675,141,69.9,5730296673,140,86.9,5730296679,213,6.02,5730296677,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304547,468,1,2,49,17,bsykw9d70ffqe9atosc92n1e9,1,86.9,69.9,2025-05-16T17:09:33.216Z,2025-05-16T17:09:49Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,1.0,,5730296783,213,3.40,5730297703,154,,5730296777,140,73.0,5730297701,210,15,5730296781,212,15.1,5730296775,56,Center,5730296779,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304553,469,15,2,49,18,bsykw9d70ffqe9atosc92n1e9,1,79.0,59.9,2025-05-16T17:09:34.104Z,2025-05-16T18:49:24Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730681715,328,,5730296809,56,Center,5730297745,154,,5730297755,146,87.7,5730296807,18,,5730297761,231,49.8,5730297403,20,,5730297757,147,56.1,5730297747,55,468,5730297789,233,408,5730297743,29,5730297753,103,19,5730297407,82,,5730297759,230,5730297751,102,5730297741,78,,,49.3,5730296805,22,98.6,,,,,,,
2815304597,408,10,2,49,18,btaf9fuj3xctycyjeqwereaow,1,12.3,43.9,2025-05-16T17:09:34.204Z,2025-05-16T17:09:51Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730297795,233,469,5730297039,94,,5730297043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304603,470,15,2,49,20,bsykw9d70ffqe9atosc92n1e9,1,80.3,48.3,2025-05-16T17:09:36.176Z,2025-05-16T18:57:07Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5730297805,82,,5730297985,147,48.6,5730297065,22,,5730297977,102,50.0,5730297983,146,83.2,5730297987,230,97.3,5730297975,78,,5730298009,233,409,5730297067,18,,5730297069,56,Center,5730719609,328,5730297981,458,,5730297801,20,,5730297989,231,5730297979,103,,,,,19,,,49.6,,,,,,,
2815304609,409,10,2,49,20,btaf9fuj3xctycyjeqwereaow,1,17.5,53.8,2025-05-16T17:09:36.276Z,2025-05-16T17:12:50Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730297101,56,Back,5730298041,233,470,5730297099,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304619,410,6,2,49,23,btaf9fuj3xctycyjeqwereaow,0,19.0,52.8,2025-05-16T17:09:39.264Z,2025-05-16T18:16:15Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730297147,56,Back,5730297231,233,471,5730297149,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304617,471,6,2,49,23,bsykw9d70ffqe9atosc92n1e9,1,81.0,47.2,2025-05-16T17:09:39.264Z,2025-05-16T18:16:14Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5730297181,233,410,5730297151,56,Center,5730297153,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815304953,472,1,2,49,56,bsykw9d70ffqe9atosc92n1e9,0,99.5,99.5,2025-05-16T17:10:12.073Z,2025-05-16T17:10:13Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730299055,212,31.9,5730299051,140,89.2,5730299043,6,,5730299053,141,55.4,5730299047,56,Center,5730299057,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305109,411,12,2,49,58,btaf9fuj3xctycyjeqwereaow,1,11.7,43.3,2025-05-16T17:10:14.044Z,2025-05-16T17:10:23Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730299893,56,Back,5730299901,213,6.18,5730299899,212,24.6,5730299897,141,39.7,5730299895,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305101,473,1,2,50,0,bsykw9d70ffqe9atosc92n1e9,1,68.9,66.4,2025-05-16T17:10:16.672Z,2025-05-16T17:10:22Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730299861,213,5.95,5730299857,141,55.5,5730299859,212,23.0,5730299853,56,Center,5730299851,3,,5730299855,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305111,474,61,2,50,7,bsykw9d70ffqe9atosc92n1e9,0,89.1,55.8,2025-05-16T17:10:22.745Z,2025-05-16T17:15:48Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730299927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305205,413,1,2,50,9,btaf9fuj3xctycyjeqwereaow,1,13.9,48.2,2025-05-16T17:10:24.900Z,2025-05-16T17:10:32Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730300447,212,22.2,5730300439,123,,5730300445,141,23.7,5730300441,56,Back,5730300449,213,5.44,5730300443,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305211,414,1,2,50,16,btaf9fuj3xctycyjeqwereaow,0,29.0,24.1,2025-05-16T17:10:31.780Z,2025-05-16T17:10:48Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730301431,236,,5730300477,212,0.8,5730301433,233,475,5730300473,140,29.7,5730301437,286,,5730300479,213,0.51,5730300471,56,Back,5730300475,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305289,475,74,2,50,16,bsykw9d70ffqe9atosc92n1e9,1,65.6,78.5,2025-05-16T17:10:31.781Z,2025-05-16T18:16:24Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730300935,285,,5730300933,56,Center,5730301477,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305235,415,1,2,50,16,btaf9fuj3xctycyjeqwereaow,1,30.0,23.6,2025-05-16T17:10:32.564Z,2025-05-16T17:10:34Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730300601,213,5.59,5730300597,141,11.4,5730300599,212,13.0,5730300593,56,Back,5730300595,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305241,416,1,2,50,18,btaf9fuj3xctycyjeqwereaow,1,39.5,11.4,2025-05-16T17:10:34.644Z,2025-05-16T17:10:35Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730300629,213,2.30,5730300623,140,32.2,5730300621,56,Back,5730300625,141,23.9,5730300627,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305249,417,1,2,50,19,btaf9fuj3xctycyjeqwereaow,1,32.2,23.9,2025-05-16T17:10:35.220Z,2025-05-16T18:14:06Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730300719,212,5.1,5730300713,56,Back,5730300715,140,36.9,5730300721,213,0.26,5730300717,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305299,418,1,2,50,21,btaf9fuj3xctycyjeqwereaow,1,35.9,25.0,2025-05-16T17:10:36.996Z,2025-05-16T17:10:40Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730300973,141,10.9,5730300975,212,9.7,5730300977,213,4.83,5730300971,140,37.0,5730300969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305315,419,1,2,50,24,btaf9fuj3xctycyjeqwereaow,1,36.5,10.1,2025-05-16T17:10:40.020Z,2025-05-16T17:10:41Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730301071,212,7.4,5730301069,141,10.7,5730301067,140,43.5,5730301065,56,Back,5730301073,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305325,420,1,2,50,25,btaf9fuj3xctycyjeqwereaow,1,43.0,10.6,2025-05-16T17:10:41.373Z,2025-05-16T17:10:42Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730301131,213,2.26,5730301127,141,26.1,5730301123,56,Back,5730301129,212,13.6,5730301125,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305347,421,1,2,50,26,btaf9fuj3xctycyjeqwereaow,1,34.8,26.1,2025-05-16T17:10:42.356Z,2025-05-16T17:10:44Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730301237,141,10.9,5730301235,140,32.3,5730301241,213,4.46,5730301233,56,Back,5730301239,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305391,422,1,2,50,28,btaf9fuj3xctycyjeqwereaow,1,31.8,13.4,2025-05-16T17:10:44.117Z,2025-05-16T17:10:50Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730301529,140,10.1,5730301535,213,2.49,5730301531,141,39.2,5730301533,212,28.8,5730301527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305441,423,1,2,50,34,btaf9fuj3xctycyjeqwereaow,1,9.7,40.1,2025-05-16T17:10:49.908Z,2025-05-16T17:10:53Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730301759,155,,5730301767,212,35.2,5730301769,213,1.13,5730301771,1,,5730301763,140,24.0,5730301765,141,86.9,5730301761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305465,424,1,2,50,37,btaf9fuj3xctycyjeqwereaow,1,27.8,86.9,2025-05-16T17:10:53.684Z,2025-05-16T17:10:56Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730301891,56,Back,5730301895,141,74.7,5730301899,213,4.73,5730301893,140,27.9,5730301897,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305489,425,1,2,50,40,btaf9fuj3xctycyjeqwereaow,0,27.9,76.6,2025-05-16T17:10:55.811Z,2025-05-16T17:10:58Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730302057,213,5.73,5730302055,212,12.8,5730302051,140,38.3,5730302053,141,66.7,5730302049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305549,477,1,2,50,44,bsykw9d70ffqe9atosc92n1e9,1,60.5,24.9,2025-05-16T17:11:00.400Z,2025-05-16T17:11:02Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730302343,213,0.15,5730302339,141,28.0,5730302341,212,14.1,5730302335,56,Center,5730302337,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305557,478,61,2,50,46,bsykw9d70ffqe9atosc92n1e9,1,73.8,28.0,2025-05-16T17:11:02.331Z,2025-05-16T17:11:02Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730302395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305615,479,1,2,50,48,bsykw9d70ffqe9atosc92n1e9,1,91.6,25.2,2025-05-16T17:11:04.665Z,2025-05-16T19:03:34Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,1.0,,5730303235,154,,5730302713,56,Center,5730302719,212,14.0,5730303233,210,14,5730302715,140,89.2,5730302717,141,45.5,5730302721,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815305617,480,14,2,50,50,bsykw9d70ffqe9atosc92n1e9,1,89.8,49.3,2025-05-16T17:11:06.712Z,2025-05-16T19:26:39Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730302731,56,Center,5730303293,328,,5730303295,230,98.6,5730302727,22,,5730303285,55,479,5730302889,20,,5730303283,154,,5730303297,231,49.1,5730303279,75,,5730303291,103,17.7,5730303281,29,5730302729,17,,5730303289,102,44.5,,,,,,,,,,,,,,,,,,,
