id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2797215917,655,1,2,50,43,6oxoag5c6zbnn09wx08vz4iak,0,34.3,65.8,2025-04-06T13:39:31.448Z,2025-04-06T13:39:32Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630379733,141,82.7,5630379739,213,0.80,5630379729,56,Back,5630379731,140,44.9,5630379727,3,,5630379737,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216071,395,44,2,50,48,80hgdmpkvdrhw1ge9nks2kxvy,1,91.2,30.2,2025-04-06T13:39:36.264Z,2025-04-06T14:40:51Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630380649,286,,5630380661,233,656,5630380647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216017,656,44,2,50,48,6oxoag5c6zbnn09wx08vz4iak,0,8.8,69.8,2025-04-06T13:39:36.265Z,2025-04-06T14:40:51Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630380695,233,395,5630380307,56,Back,5630380309,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216101,396,1,2,50,48,80hgdmpkvdrhw1ge9nks2kxvy,1,93.3,30.3,2025-04-06T13:39:37.114Z,2025-04-06T14:52:17Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,1.0,,5630380791,212,11.6,5630380787,140,90.6,5630380793,213,1.82,5630785571,210,15,5630380783,3,,5630380789,141,46.9,5630380785,56,Center,5630785573,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216111,397,15,2,50,53,80hgdmpkvdrhw1ge9nks2kxvy,1,91.5,35.0,2025-04-06T13:39:41.409Z,2025-04-06T15:14:33Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630906731,108,,5630380851,56,Center,5630395925,103,19,5630785609,154,,5630395929,146,93.8,5630395531,20,,5630395931,147,39.0,5630395923,102,49.6,5630906729,78,,5630395955,233,657,5630395935,231,5630785611,55,396,5630380847,22,,5630785607,29,5630395933,230,97.6,48.0,,5630395535,82,,5630906727,63,,,,,,,
2797216129,657,10,2,50,53,6oxoag5c6zbnn09wx08vz4iak,1,6.6,52.5,2025-04-06T13:39:41.509Z,2025-04-06T13:41:48Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630395977,233,397,5630380945,56,Back,5630380943,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216177,659,1,2,50,56,6oxoag5c6zbnn09wx08vz4iak,1,4.2,60.9,2025-04-06T13:39:44.801Z,2025-04-06T13:39:46Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5630381273,212,45.8,5630381265,140,43.9,5630381261,123,,5630381309,287,,5630381277,213,0.43,5630381269,141,88.7,5630381281,1,,5630381263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216305,660,4,2,51,1,6oxoag5c6zbnn09wx08vz4iak,1,62.6,77.0,2025-04-06T13:39:50.168Z,2025-04-06T14:40:03Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630381997,286,,5630382033,233,398,5630381981,13,,5630381991,152,,5630381993,265,,5630381987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216287,398,4,2,51,1,80hgdmpkvdrhw1ge9nks2kxvy,0,37.4,23.0,2025-04-06T13:39:50.169Z,2025-04-06T13:41:54Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5630381881,265,,5630381875,13,,5630381877,56,Back,5630381883,285,,5630381879,152,,5630382115,233,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216441,399,17,2,51,2,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-06T13:39:50.618Z,2025-04-06T15:49:44Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5630384449,13,243,5630384447,393,,5630384445,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216773,661,1,2,51,25,6oxoag5c6zbnn09wx08vz4iak,1,59.3,80.3,2025-04-06T13:40:14.152Z,2025-04-06T13:40:15Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630384345,152,,5630384349,140,64.4,5630384343,5,,5630384351,141,91.5,5630384347,56,Left,5630384355,213,0.96,5630384353,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216811,662,1,2,51,27,6oxoag5c6zbnn09wx08vz4iak,1,64.4,91.5,2025-04-06T13:40:15.672Z,2025-04-06T13:40:17Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630384545,141,80.5,5630384541,140,59.8,5630384549,212,8.9,5630384553,213,4.14,5630384537,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216921,663,1,2,51,29,6oxoag5c6zbnn09wx08vz4iak,1,59.8,80.5,2025-04-06T13:40:17.432Z,2025-04-06T13:40:22Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630385185,56,Left,5630385187,140,52.3,5630385193,213,2.68,5630385189,141,86.3,5630385191,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216951,664,1,2,51,34,6oxoag5c6zbnn09wx08vz4iak,1,58.7,91.1,2025-04-06T13:40:22.280Z,2025-04-06T13:40:23Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630385379,56,Left,5630385387,213,6.08,5630385383,141,88.4,5630385381,140,67.2,5630385385,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216961,665,1,2,51,34,6oxoag5c6zbnn09wx08vz4iak,0,67.0,88.4,2025-04-06T13:40:23.184Z,2025-04-06T13:40:30Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630385469,212,3.4,5630385463,56,Left,5630386207,168,,5630385465,140,70.2,5630385471,213,0.10,5630385467,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216995,666,61,2,51,36,6oxoag5c6zbnn09wx08vz4iak,1,63.7,89.7,2025-04-06T13:40:25.005Z,2025-04-06T13:40:25Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630385597,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217023,400,1,2,51,37,80hgdmpkvdrhw1ge9nks2kxvy,0,37.0,11.7,2025-04-06T13:40:25.954Z,2025-04-06T14:34:40Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630385733,141,11.4,5630385741,213,6.20,5630385729,140,39.2,5630385727,56,Back,5630385737,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217087,401,5,2,51,38,80hgdmpkvdrhw1ge9nks2kxvy,1,36.4,-1.6,2025-04-06T13:40:26.752Z,2025-04-06T14:49:55Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630386093,56,Back,5630386095,347,,5630386411,233,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217101,667,5,2,51,38,6oxoag5c6zbnn09wx08vz4iak,0,63.6,101.6,2025-04-06T13:40:26.752Z,2025-04-06T14:49:55Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630386175,347,,5630386437,233,401,5630386173,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217255,402,1,2,51,47,80hgdmpkvdrhw1ge9nks2kxvy,1,40.6,0.0,2025-04-06T13:40:35.961Z,2025-04-06T13:40:37Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630386975,107,,5630386979,140,35.6,5630386981,141,11.7,5630386985,213,2.09,5630386977,56,Back,5630386983,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217341,403,1,2,51,48,80hgdmpkvdrhw1ge9nks2kxvy,0,35.6,11.7,2025-04-06T13:40:37.026Z,2025-04-06T13:40:42Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630387445,140,49.4,5630387441,157,,5630387449,212,16.0,5630387443,56,Back,5630387447,141,21.6,5630387451,213,0.43,5630387453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217345,668,44,2,51,53,6oxoag5c6zbnn09wx08vz4iak,1,50.8,77.5,2025-04-06T13:40:41.256Z,2025-04-06T14:40:52Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630387473,286,,5630387607,233,404,5630387471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217355,404,44,2,51,53,80hgdmpkvdrhw1ge9nks2kxvy,0,49.2,22.5,2025-04-06T13:40:41.257Z,2025-04-06T14:40:52Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630387495,56,Back,5630387497,285,,5630387641,233,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217365,669,61,2,51,53,6oxoag5c6zbnn09wx08vz4iak,1,51.1,76.0,2025-04-06T13:40:41.752Z,2025-04-06T13:40:42Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630387531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217449,670,1,2,51,55,6oxoag5c6zbnn09wx08vz4iak,1,46.4,69.7,2025-04-06T13:40:43.344Z,2025-04-06T13:40:46Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630388035,3,,5630388043,212,29.2,5630388041,141,88.9,5630388045,213,0.46,5630388039,140,71.3,5630388037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217463,671,44,2,51,58,6oxoag5c6zbnn09wx08vz4iak,1,58.2,80.4,2025-04-06T13:40:46.304Z,2025-04-06T13:40:54Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630388191,233,405,5630388111,56,Left,5630388113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217459,405,44,2,51,58,80hgdmpkvdrhw1ge9nks2kxvy,0,41.8,19.6,2025-04-06T13:40:46.305Z,2025-04-06T14:34:24Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630388095,285,,5630388211,233,671,5630388093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217713,672,1,2,51,58,6oxoag5c6zbnn09wx08vz4iak,1,64.2,85.0,2025-04-06T13:40:46.512Z,2025-04-06T13:40:55Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630389437,212,11.6,5630389439,213,0.54,5630389433,140,73.7,5630389429,3,,5630389431,56,Left,5630389435,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217717,673,1,2,52,2,6oxoag5c6zbnn09wx08vz4iak,0,80.3,81.1,2025-04-06T13:40:50.232Z,2025-04-06T13:40:56Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630389485,213,3.60,5630389477,56,Center,5630389481,141,78.2,5630389483,212,4.5,5630389479,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217611,406,61,2,52,3,80hgdmpkvdrhw1ge9nks2kxvy,0,30.2,12.6,2025-04-06T13:40:51.961Z,2025-04-06T13:40:52Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5630388863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217735,674,1,2,52,4,6oxoag5c6zbnn09wx08vz4iak,1,67.7,91.7,2025-04-06T13:40:53.127Z,2025-04-06T13:40:56Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630389591,141,74.1,5630389603,213,4.29,5630389595,212,13.1,5630389583,140,62.6,5630389577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217763,675,1,2,52,5,6oxoag5c6zbnn09wx08vz4iak,1,62.6,74.1,2025-04-06T13:40:54.047Z,2025-04-06T13:40:57Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630389713,140,70.7,5630389721,212,8.5,5630389711,56,Center,5630389715,141,74.1,5630389727,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217777,676,1,2,52,7,6oxoag5c6zbnn09wx08vz4iak,1,70.7,74.1,2025-04-06T13:40:55.216Z,2025-04-06T13:40:57Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5630389799,213,3.00,5630389787,140,60.5,5630389791,141,76.3,5630389833,156,,5630389795,212,10.8,5630389783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217823,677,1,2,52,8,6oxoag5c6zbnn09wx08vz4iak,1,58.0,75.7,2025-04-06T13:40:57.103Z,2025-04-06T13:40:59Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630390019,140,63.1,5630390023,141,43.0,5630390031,213,4.95,5630390027,212,22.9,5630390015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217901,678,1,2,52,10,6oxoag5c6zbnn09wx08vz4iak,1,63.4,42.4,2025-04-06T13:40:58.935Z,2025-04-06T13:41:01Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630390419,141,42.5,5630390413,56,Center,5630390417,140,77.0,5630390425,213,0.00,5630390423,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217919,679,1,2,52,13,6oxoag5c6zbnn09wx08vz4iak,0,79.6,46.6,2025-04-06T13:41:01.400Z,2025-04-06T13:41:02Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630390507,213,6.09,5630390499,141,44.2,5630390493,140,87.5,5630390501,212,8.5,5630390489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217973,407,61,2,52,15,80hgdmpkvdrhw1ge9nks2kxvy,1,18.5,54.2,2025-04-06T13:41:03.853Z,2025-04-06T13:41:04Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5630390773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218019,680,61,2,52,17,6oxoag5c6zbnn09wx08vz4iak,1,87.8,53.1,2025-04-06T13:41:05.744Z,2025-04-06T13:41:10Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630391043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218057,681,50,2,52,17,6oxoag5c6zbnn09wx08vz4iak,1,88.4,47.4,2025-04-06T13:41:06.088Z,2025-04-06T14:40:23Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630391253,56,Center,5630391255,286,,5630391857,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218143,408,7,2,52,17,80hgdmpkvdrhw1ge9nks2kxvy,1,11.6,52.6,2025-04-06T13:41:06.089Z,2025-04-06T14:40:23Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5630391691,285,,5630391815,233,681,5630391689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218365,410,1,2,52,33,80hgdmpkvdrhw1ge9nks2kxvy,0,13.5,45.8,2025-04-06T13:41:21.674Z,2025-04-06T13:41:22Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630392975,213,0.04,5630392971,141,49.3,5630392967,56,Center,5630392973,212,58.5,5630392977,1,,5630392969,140,69.2,5630392965,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218411,682,1,2,52,34,6oxoag5c6zbnn09wx08vz4iak,1,30.6,31.0,2025-04-06T13:41:22.911Z,2025-04-06T13:41:25Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630393215,212,22.0,5630393211,140,36.0,5630393209,56,Back,5630393213,141,62.3,5630393207,3,,5630393217,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218435,683,1,2,52,36,6oxoag5c6zbnn09wx08vz4iak,0,36.3,62.4,2025-04-06T13:41:25.031Z,2025-04-06T13:41:26Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630393325,141,57.9,5630393321,56,Back,5630393329,213,6.05,5630393323,140,48.7,5630393327,212,13.4,5630393319,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218489,411,1,2,52,38,80hgdmpkvdrhw1ge9nks2kxvy,0,44.9,31.8,2025-04-06T13:41:27.081Z,2025-04-06T13:41:27Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630393593,213,0.59,5630393585,56,Center,5630393587,140,52.0,5630393591,212,9.0,5630393589,141,39.1,5630393583,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218599,685,1,2,52,40,6oxoag5c6zbnn09wx08vz4iak,1,41.2,55.2,2025-04-06T13:41:28.799Z,2025-04-06T13:41:31Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630394229,141,45.4,5630394233,213,5.80,5630394231,212,14.4,5630394227,140,53.4,5630394225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218655,686,1,2,52,43,6oxoag5c6zbnn09wx08vz4iak,1,58.0,43.1,2025-04-06T13:41:31.695Z,2025-04-06T13:41:34Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630394551,213,2.89,5630394547,141,45.1,5630394545,140,53.0,5630394549,212,5.4,5630394543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218667,687,4,2,52,46,6oxoag5c6zbnn09wx08vz4iak,1,56.0,42.8,2025-04-06T13:41:34.209Z,2025-04-06T14:50:13Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630395313,152,,5630394615,56,Center,5630395311,13,,5630775941,294,,5630395317,286,,5630395331,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218735,412,4,2,52,46,80hgdmpkvdrhw1ge9nks2kxvy,0,44.0,57.2,2025-04-06T13:41:34.210Z,2025-04-06T14:33:07Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630395017,56,Back,5630395015,13,,5630667257,294,,5630395389,233,687,5630395019,152,,5630395023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218861,688,1,2,52,54,6oxoag5c6zbnn09wx08vz4iak,1,55.4,41.5,2025-04-06T13:41:42.247Z,2025-04-06T13:41:45Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630395707,56,Center,5630395721,213,5.02,5630395705,152,,5630395709,140,59.1,5630395719,212,12.7,5630395713,141,23.7,5630395703,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218897,689,1,2,52,57,6oxoag5c6zbnn09wx08vz4iak,1,65.4,16.8,2025-04-06T13:41:45.463Z,2025-04-06T13:41:47Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630395893,212,7.5,5630395887,56,Center,5630395895,213,1.14,5630395891,141,26.8,5630395889,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218957,690,1,2,52,58,6oxoag5c6zbnn09wx08vz4iak,1,66.8,22.8,2025-04-06T13:41:47.103Z,2025-04-06T13:41:51Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630396353,212,15.6,5630396347,140,74.9,5630396351,141,3.5,5630396343,56,Right,5630396357,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218977,691,1,2,53,3,6oxoag5c6zbnn09wx08vz4iak,1,81.5,9.7,2025-04-06T13:41:51.471Z,2025-04-06T13:41:53Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5630396469,140,67.3,5630396473,212,15.2,5630396467,56,Right,5630396471,141,13.7,5630396475,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219023,692,1,2,53,5,6oxoag5c6zbnn09wx08vz4iak,1,71.2,17.0,2025-04-06T13:41:53.231Z,2025-04-06T13:41:55Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630396735,141,31.0,5630396737,212,9.7,5630396731,56,Center,5630396739,213,1.36,5630396733,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219029,693,50,2,53,7,6oxoag5c6zbnn09wx08vz4iak,1,69.7,34.6,2025-04-06T13:41:55.199Z,2025-04-06T14:40:24Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630396773,56,Center,5630397325,233,413,5630396775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219111,413,7,2,53,7,80hgdmpkvdrhw1ge9nks2kxvy,1,30.3,65.4,2025-04-06T13:41:55.200Z,2025-04-06T14:40:23Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5630397215,56,Back,5630397217,285,,5630397299,233,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219151,414,3,2,53,9,80hgdmpkvdrhw1ge9nks2kxvy,1,36.0,75.6,2025-04-06T13:41:57.982Z,2025-04-06T13:42:05Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630397401,56,Back,5630397475,233,694,5630397403,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219083,694,45,2,53,9,6oxoag5c6zbnn09wx08vz4iak,0,64.0,24.4,2025-04-06T13:41:57.982Z,2025-04-06T13:42:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630397051,285,,5630397503,233,414,5630397049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219173,416,3,2,53,13,80hgdmpkvdrhw1ge9nks2kxvy,0,45.4,89.8,2025-04-06T13:42:01.248Z,2025-04-06T13:42:10Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630397451,56,Back,5630397453,286,,5630397835,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219233,695,7,2,53,13,6oxoag5c6zbnn09wx08vz4iak,1,54.6,10.2,2025-04-06T13:42:01.249Z,2025-04-06T13:42:08Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630397797,167,,5630397819,233,416,5630397801,285,,5630397799,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219257,417,5,2,53,17,80hgdmpkvdrhw1ge9nks2kxvy,1,47.3,100.4,2025-04-06T13:42:05.466Z,2025-04-06T14:49:55Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5630398209,233,696,5630397939,56,Back,5630397945,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219287,696,5,2,53,17,6oxoag5c6zbnn09wx08vz4iak,0,52.7,-0.4,2025-04-06T13:42:05.466Z,2025-04-06T14:49:56Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630398187,347,,5630398185,56,Right,5630398219,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219493,418,1,2,53,29,80hgdmpkvdrhw1ge9nks2kxvy,1,46.5,100.0,2025-04-06T13:42:17.657Z,2025-04-06T13:42:21Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5630399341,213,3.79,5630399339,212,24.7,5630399335,140,27.8,5630399343,1,,5630399331,56,Back,5630399337,141,79.4,5630399327,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219565,419,1,2,53,33,80hgdmpkvdrhw1ge9nks2kxvy,1,25.1,78.5,2025-04-06T13:42:21.433Z,2025-04-06T13:42:27Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5630399807,140,35.9,5630399815,1,,5630399805,56,Back,5630399801,155,,5630399811,212,49.9,5630399813,213,4.94,5630399809,141,7.1,5630399803,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219593,420,1,2,53,38,80hgdmpkvdrhw1ge9nks2kxvy,1,35.9,7.1,2025-04-06T13:42:27.049Z,2025-04-06T13:42:30Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630399945,140,53.1,5630399943,56,Right,5630399955,213,6.09,5630399951,212,18.4,5630399947,141,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219719,421,1,2,53,41,80hgdmpkvdrhw1ge9nks2kxvy,1,54.7,15.2,2025-04-06T13:42:30.009Z,2025-04-06T13:42:36Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630400683,140,69.5,5630400689,213,1.17,5630400685,141,68.8,5630400681,56,Center,5630400691,1,,5630400679,155,,5630400687,212,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797219729,422,3,2,53,47,80hgdmpkvdrhw1ge9nks2kxvy,0,78.5,79.5,2025-04-06T13:42:35.945Z,2025-04-06T14:40:24Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5630400747,56,Left,5630401337,233,697,5630400749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
