id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823846285,436,1,1,45,42,45v50owpvshpijizwwlcw4lni,1,40.1,12.9,2025-06-22T13:16:42.094Z,2025-06-22T13:16:43Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777889841,212,12.1,5777889835,56,Back,5777889837,140,32.9,5777889843,213,2.25,5777889839,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846297,437,1,1,45,43,45v50owpvshpijizwwlcw4lni,1,35.8,27.3,2025-06-22T13:16:43.773Z,2025-06-22T13:16:49Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777889905,212,20.5,5777889901,140,35.7,5777889899,56,Back,5777889903,141,57.5,5777889907,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846309,438,1,1,45,49,45v50owpvshpijizwwlcw4lni,1,43.6,50.6,2025-06-22T13:16:49.022Z,2025-06-22T13:16:52Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777889981,141,22.7,5777889979,140,44.3,5777889983,212,19.0,5777889985,213,4.75,5777889977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846317,439,1,1,45,52,45v50owpvshpijizwwlcw4lni,1,51.9,22.1,2025-06-22T13:16:52.253Z,2025-06-22T13:16:53Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777890009,140,57.8,5777890011,141,35.7,5777890007,56,Center,5777890015,213,0.98,5777890013,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846321,440,1,1,45,53,45v50owpvshpijizwwlcw4lni,0,58.3,35.4,2025-06-22T13:16:53.670Z,2025-06-22T13:16:55Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777890043,213,5.55,5777890037,140,72.8,5777890039,141,15.2,5777890033,155,,5777890041,212,20.5,5777890035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846345,349,1,1,45,58,8q6cv8g4bd3xdl7m88kll16na,1,27.5,76.4,2025-06-22T13:16:58.035Z,2025-06-22T13:20:43Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777890187,3,,5777890189,56,Back,5777890197,213,0.76,5777890191,140,33.0,5777890195,212,8.0,5777890193,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846349,350,1,1,45,58,8q6cv8g4bd3xdl7m88kll16na,0,33.0,84.5,2025-06-22T13:16:58.730Z,2025-06-22T13:20:53Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777890205,56,Back,5777890209,141,92.1,5777890207,140,35.3,5777890213,213,1.13,5777890211,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846367,441,1,1,45,59,45v50owpvshpijizwwlcw4lni,1,58.4,16.5,2025-06-22T13:16:59.958Z,2025-06-22T13:17:25Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777890307,212,10.7,5777890301,56,Back,5777890309,213,3.01,5777890303,140,48.3,5777890305,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846375,442,1,1,46,2,45v50owpvshpijizwwlcw4lni,1,46.5,19.5,2025-06-22T13:17:02.950Z,2025-06-22T13:17:06Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777890357,141,35.7,5777890361,213,1.75,5777890353,56,Back,5777890355,140,44.6,5777890359,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846381,352,30,1,46,5,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-06-22T13:17:05.779Z,2025-06-22T13:17:08Z,,,,,5777890371,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823846377,443,30,1,46,5,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:17:05.779Z,2025-06-22T13:17:08Z,,,,,5777890365,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848221,471,18,2,45,0,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:32:10.541Z,2025-06-22T13:33:25Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5777901213,55,472,5777901193,59,6,5777901189,42,,5777901191,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848223,472,19,2,45,0,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:32:10.542Z,2025-06-22T14:45:19Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5777901205,293,3,5777901209,55,471,5777901207,44,Defender,5777901203,292,4,5777901199,145,3,5777901201,59,4,5777901195,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848083,364,32,2,45,0,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-06-22T13:32:20.541Z,2025-06-22T13:32:20Z,,,,,5777900375,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848107,453,32,2,45,0,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:32:20.541Z,2025-06-22T13:32:25Z,,,,,5777900483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848105,365,1,2,45,0,8q6cv8g4bd3xdl7m88kll16na,1,49.9,50.0,2025-06-22T13:32:20.542Z,2025-06-22T13:32:25Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777900473,213,3.26,5777900465,56,Back,5777900475,279,S,5777900469,141,47.8,5777900471,212,12.3,5777900467,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848109,366,1,2,45,4,8q6cv8g4bd3xdl7m88kll16na,1,38.3,47.8,2025-06-22T13:32:25.108Z,2025-06-22T13:32:26Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777900495,212,18.9,5777900497,213,2.44,5777900489,56,Back,5777900493,141,65.8,5777900491,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848121,367,1,2,45,5,8q6cv8g4bd3xdl7m88kll16na,1,24.6,65.8,2025-06-22T13:32:26.036Z,2025-06-22T13:32:30Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5777900537,141,50.1,5777900539,212,19.0,5777900533,56,Back,5777900541,213,3.74,5777900535,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848131,368,1,2,45,9,8q6cv8g4bd3xdl7m88kll16na,0,10.8,46.3,2025-06-22T13:32:30.380Z,2025-06-22T13:32:33Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777900575,212,41.1,5777900573,141,23.7,5777900567,155,,5777900579,1,,5777900577,213,5.90,5777900569,56,Back,5777900571,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848133,454,44,2,45,12,45v50owpvshpijizwwlcw4lni,1,51.2,73.4,2025-06-22T13:32:32.556Z,2025-06-22T13:32:34Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777900583,56,Center,5777900603,286,,5777900591,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848135,369,44,2,45,12,8q6cv8g4bd3xdl7m88kll16na,0,50.6,29.4,2025-06-22T13:32:32.557Z,2025-06-22T13:32:34Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777900587,56,Center,5777900599,286,,5777900595,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848137,455,1,2,45,12,45v50owpvshpijizwwlcw4lni,1,45.9,64.9,2025-06-22T13:32:32.925Z,2025-06-22T13:32:35Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777900613,212,11.8,5777900605,3,,5777900615,213,6.17,5777900611,141,63.0,5777900607,56,Center,5777900609,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848139,456,1,2,45,14,45v50owpvshpijizwwlcw4lni,0,56.8,63.0,2025-06-22T13:32:34.957Z,2025-06-22T13:32:35Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777900619,3,,5777900629,213,0.91,5777900625,141,75.6,5777900623,140,63.1,5777900627,212,10.8,5777900621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848141,370,1,2,45,15,8q6cv8g4bd3xdl7m88kll16na,1,27.9,21.8,2025-06-22T13:32:35.789Z,2025-06-22T13:32:37Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5777900635,56,Back,5777900641,212,8.6,5777900633,157,,5777900639,141,32.4,5777900645,1,,5777900637,140,32.3,5777900643,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848143,371,1,2,45,16,8q6cv8g4bd3xdl7m88kll16na,1,32.3,32.4,2025-06-22T13:32:37.189Z,2025-06-22T13:32:39Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777900655,140,37.7,5777900653,56,Back,5777900659,212,11.9,5777900657,141,17.0,5777900661,213,5.21,5777900651,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848145,372,1,2,45,18,8q6cv8g4bd3xdl7m88kll16na,0,44.3,13.8,2025-06-22T13:32:39.396Z,2025-06-22T13:32:40Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777900667,140,65.3,5777900671,212,22.1,5777900665,56,Right,5777900673,213,6.26,5777900669,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848159,458,1,2,45,25,45v50owpvshpijizwwlcw4lni,1,34.4,78.7,2025-06-22T13:32:46.140Z,2025-06-22T13:33:40Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5777900753,213,3.64,5777900745,56,Back,5777900751,212,25.6,5777900747,140,13.0,5777900749,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848169,459,1,2,45,30,45v50owpvshpijizwwlcw4lni,1,14.9,52.5,2025-06-22T13:32:51.436Z,2025-06-22T13:32:53Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777900819,140,29.2,5777900825,213,0.42,5777900823,212,16.4,5777900817,56,Back,5777900821,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848171,460,1,2,45,32,45v50owpvshpijizwwlcw4lni,1,29.7,62.9,2025-06-22T13:32:52.949Z,2025-06-22T13:32:57Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777900853,212,17.6,5777900851,141,86.5,5777900847,56,Back,5777900849,140,36.5,5777900855,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848173,461,1,2,45,36,45v50owpvshpijizwwlcw4lni,1,62.3,87.5,2025-06-22T13:32:57.453Z,2025-06-22T13:33:31Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5777900875,213,4.79,5777900873,212,18.1,5777900867,56,Center,5777900871,141,60.9,5777900869,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848177,462,1,2,45,39,45v50owpvshpijizwwlcw4lni,1,67.2,58.5,2025-06-22T13:33:00.004Z,2025-06-22T15:03:38Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,1.0,5777900897,140,72.7,5777905041,210,15,5777900899,141,30.9,5777900901,212,19.6,5777900903,213,5.01,5777900895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848179,463,15,2,45,42,45v50owpvshpijizwwlcw4lni,1,79.1,39.7,2025-06-22T13:33:03.492Z,2025-06-22T15:03:38Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777905063,146,81.6,5777905071,233,374,5777905059,103,19,5777905067,230,98.9,5777900907,22,,5777905045,72,,5777905065,147,40.6,5777901699,82,,5777905053,55,462,5777900909,18,5777905069,231,49.6,5777905049,29,,5777954773,80,5777900911,56,5777905057,102,5777905061,215,,,Center,47.3,,,,,,,,,
2823848195,374,10,2,45,43,8q6cv8g4bd3xdl7m88kll16na,1,18.0,57.8,2025-06-22T13:33:03.592Z,2025-06-22T13:39:08Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777905075,233,463,5777900987,94,,5777900989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848187,373,83,2,45,43,8q6cv8g4bd3xdl7m88kll16na,0,21.7,69.4,2025-06-22T13:33:03.668Z,2025-06-22T13:33:11Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777900965,399,5p8387bgyjiuekkccl4j6kamt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848183,464,43,2,45,43,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:33:04.310Z,2025-06-22T13:33:18Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777901125,144,61,5777900935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848191,465,1,2,45,45,45v50owpvshpijizwwlcw4lni,1,76.0,39.2,2025-06-22T13:33:05.701Z,2025-06-22T13:33:06Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777900955,140,70.0,5777900959,212,7.2,5777900957,141,34.0,5777900961,213,3.65,5777900953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848193,466,1,2,45,46,45v50owpvshpijizwwlcw4lni,1,74.4,36.6,2025-06-22T13:33:06.684Z,2025-06-22T13:33:08Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777900977,140,79.3,5777900975,56,Right,5777900981,212,14.6,5777900979,141,16.5,5777900983,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848197,467,1,2,45,47,45v50owpvshpijizwwlcw4lni,1,77.5,17.6,2025-06-22T13:33:08.308Z,2025-06-22T13:33:11Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777901013,212,10.3,5777901015,213,1.98,5777901007,56,Center,5777901011,141,31.5,5777901009,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848199,468,1,2,45,49,45v50owpvshpijizwwlcw4lni,0,74.1,29.8,2025-06-22T13:33:09.988Z,2025-06-22T14:38:13Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777901023,141,29.7,5777901079,286,,5777901025,212,4.0,5777901027,213,6.27,5777901075,233,375,5777901021,140,77.9,5777901019,56,Center,5777901073,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848205,375,74,2,45,50,8q6cv8g4bd3xdl7m88kll16na,1,22.5,63.0,2025-06-22T13:33:10.819Z,2025-06-22T13:39:38Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777901081,233,468,5777901071,285,,5777901069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848461,401,43,2,45,51,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-06-22T13:33:12.267Z,2025-06-22T13:35:58Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777902693,56,Back,5777902721,233,468,5777902755,144,74,5777902695,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848201,469,13,2,45,52,45v50owpvshpijizwwlcw4lni,1,77.5,37.2,2025-06-22T13:33:13.420Z,2025-06-22T15:04:37Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777956251,215,,5777905371,102,43.0,5777905379,231,49.5,5777905367,72,,5777901035,18,,5777905375,458,,5777901033,22,,5777905377,230,98.9,5777905369,84,,5777905373,103,5777901037,56,Center,,,,,,,,,,,,,6.9,,,,,,,,,,,
2823848219,470,5,2,45,54,45v50owpvshpijizwwlcw4lni,0,101.2,36.8,2025-06-22T13:33:15.132Z,2025-06-22T13:36:35Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777901185,56,Center,5777901187,346,,5777903341,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848207,376,5,2,45,56,8q6cv8g4bd3xdl7m88kll16na,1,-1.2,63.2,2025-06-22T13:33:17.004Z,2025-06-22T13:39:41Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777901085,56,Back,5777902797,346,,5777903337,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848243,377,1,2,46,22,8q6cv8g4bd3xdl7m88kll16na,0,3.3,49.7,2025-06-22T13:33:42.694Z,2025-06-22T13:36:25Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777901349,212,66.5,5777901347,141,80.3,5777901351,213,0.32,5777901345,140,63.5,5777903239,237,,5777901343,56,Left,5777903237,124,,5777901353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848247,473,8,2,46,24,45v50owpvshpijizwwlcw4lni,1,40.8,19.5,2025-06-22T13:33:45.484Z,2025-06-22T13:33:45Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777901369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848249,474,61,2,46,25,45v50owpvshpijizwwlcw4lni,0,39.8,19.4,2025-06-22T13:33:46.114Z,2025-06-22T14:38:24Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777901371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848255,378,1,2,46,26,8q6cv8g4bd3xdl7m88kll16na,1,43.5,84.2,2025-06-22T13:33:46.604Z,2025-06-22T13:33:51Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777901395,56,Left,5777901401,212,22.8,5777901399,141,94.8,5777901397,140,64.1,5777901403,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848263,379,1,2,46,30,8q6cv8g4bd3xdl7m88kll16na,1,63.5,87.2,2025-06-22T13:33:51.467Z,2025-06-22T13:33:57Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777901449,140,44.4,5777901455,213,3.24,5777901453,212,20.2,5777901447,56,Back,5777901451,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848275,380,1,2,46,36,8q6cv8g4bd3xdl7m88kll16na,1,41.4,66.4,2025-06-22T13:33:57.259Z,2025-06-22T13:34:05Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5777901529,212,23.6,5777901525,140,18.9,5777901523,56,Back,5777901527,141,64.9,5777901531,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848285,381,1,2,46,44,8q6cv8g4bd3xdl7m88kll16na,0,19.6,64.9,2025-06-22T13:34:05.100Z,2025-06-22T13:34:07Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777901593,213,0.21,5777901585,56,Left,5777901595,1,,5777901583,155,,5777901591,212,52.5,5777901589,141,80.8,5777901587,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848293,475,1,2,46,47,45v50owpvshpijizwwlcw4lni,1,35.1,13.2,2025-06-22T13:34:08.067Z,2025-06-22T13:34:10Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777901617,212,4.4,5777901611,56,Back,5777901609,3,,5777901619,213,6.05,5777901613,140,39.2,5777901615,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848295,476,61,2,46,48,45v50owpvshpijizwwlcw4lni,0,37.5,13.1,2025-06-22T13:34:09.300Z,2025-06-22T14:38:33Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777901623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848291,382,61,2,46,49,8q6cv8g4bd3xdl7m88kll16na,1,67.0,82.9,2025-06-22T13:34:10.211Z,2025-06-22T14:38:35Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777901607,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848833,419,1,2,46,49,8q6cv8g4bd3xdl7m88kll16na,1,58.6,91.7,2025-06-22T13:34:10.474Z,2025-06-22T13:38:53Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777904897,140,63.5,5777904903,213,6.14,5777904895,56,Left,5777904899,141,90.6,5777904901,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848309,383,1,2,46,50,8q6cv8g4bd3xdl7m88kll16na,1,72.5,81.7,2025-06-22T13:34:11.419Z,2025-06-22T13:34:18Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777901745,212,8.5,5777901739,56,Left,5777901741,140,79.1,5777901743,141,88.9,5777901747,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848301,477,43,2,46,51,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T13:34:12.108Z,2025-06-22T13:37:02Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777901655,213,2.86,5777901649,140,33.7,5777903719,144,1,5777901651,141,13.4,5777901647,56,Back,5777901653,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848311,384,1,2,46,57,8q6cv8g4bd3xdl7m88kll16na,1,89.8,90.2,2025-06-22T13:34:17.986Z,2025-06-22T13:34:20Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777901757,140,73.6,5777901761,212,17.0,5777901763,213,3.14,5777901755,56,Left,5777901759,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848313,385,1,2,47,0,8q6cv8g4bd3xdl7m88kll16na,1,70.6,85.7,2025-06-22T13:34:20.867Z,2025-06-22T13:34:23Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777901775,213,4.26,5777901773,212,9.1,5777901767,56,Center,5777901769,140,66.8,5777901771,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848317,386,1,2,47,2,8q6cv8g4bd3xdl7m88kll16na,1,67.9,73.9,2025-06-22T13:34:22.971Z,2025-06-22T13:34:27Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777901785,141,89.0,5777901789,213,1.34,5777901781,56,Left,5777901787,212,10.5,5777901783,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848319,387,1,2,47,7,8q6cv8g4bd3xdl7m88kll16na,1,71.9,93.8,2025-06-22T13:34:27.691Z,2025-06-22T13:34:29Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777901799,140,79.3,5777901805,213,0.19,5777901801,141,96.0,5777901803,212,7.9,5777901797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848325,388,3,2,47,9,8q6cv8g4bd3xdl7m88kll16na,0,77.8,94.0,2025-06-22T13:34:29.547Z,2025-06-22T13:34:35Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777901877,233,478,5777901835,286,,5777901833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848331,478,7,2,47,9,45v50owpvshpijizwwlcw4lni,1,22.2,6.0,2025-06-22T13:34:29.548Z,2025-06-22T13:34:34Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777901849,167,,5777901855,233,388,5777901853,285,,5777901851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848337,479,5,2,47,11,45v50owpvshpijizwwlcw4lni,0,24.1,-1.6,2025-06-22T13:34:31.547Z,2025-06-22T13:34:43Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777901895,347,,5777901947,233,389,5777901893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848343,389,5,2,47,11,8q6cv8g4bd3xdl7m88kll16na,1,76.1,101.6,2025-06-22T13:34:31.995Z,2025-06-22T13:34:43Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777901943,233,479,5777901941,347,,5777901939,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848347,390,1,2,47,21,8q6cv8g4bd3xdl7m88kll16na,1,75.6,100.0,2025-06-22T13:34:42.226Z,2025-06-22T13:34:44Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777901961,56,Left,5777901967,212,12.8,5777901963,140,80.2,5777901965,141,83.2,5777901969,213,5.10,5777901959,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823848349,391,61,2,47,23,8q6cv8g4bd3xdl7m88kll16na,0,80.2,83.2,2025-06-22T13:34:44.458Z,2025-06-22T13:34:44Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777901973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
