id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804620737,384,61,2,55,26,crlocdyqyb1fdhck54qxs65rl,1,26.8,17.1,2025-04-21T16:12:53.774Z,2025-04-21T16:12:54Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671148663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804620791,583,1,2,55,28,bsykw9d70ffqe9atosc92n1e9,1,60.4,78.4,2025-04-21T16:12:55.878Z,2025-04-21T16:12:58Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5671148949,140,39.6,5671148945,56,Back,5671148955,213,3.21,5671148953,212,21.9,5671148951,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804620855,584,1,2,55,31,bsykw9d70ffqe9atosc92n1e9,1,39.4,76.1,2025-04-21T16:12:58.670Z,2025-04-21T16:13:03Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671149285,140,44.4,5671149291,213,0.78,5671149287,141,83.8,5671149289,212,7.4,5671149283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804620903,585,1,2,55,38,bsykw9d70ffqe9atosc92n1e9,1,52.6,88.9,2025-04-21T16:13:05.165Z,2025-04-21T16:13:06Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5671149555,56,Back,5671149559,141,74.7,5671149563,213,4.10,5671149561,212,11.8,5671149557,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804620951,586,1,2,55,39,bsykw9d70ffqe9atosc92n1e9,1,46.1,74.7,2025-04-21T16:13:06.190Z,2025-04-21T16:13:09Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671149733,56,Back,5671149741,213,4.81,5671149735,140,49.0,5671149737,141,29.5,5671149739,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804620989,587,1,2,55,42,bsykw9d70ffqe9atosc92n1e9,1,56.5,25.0,2025-04-21T16:13:08.973Z,2025-04-21T16:13:11Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5671149929,141,43.6,5671149927,140,54.5,5671149933,213,1.74,5671149931,212,12.8,5671149923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621067,588,1,2,55,44,bsykw9d70ffqe9atosc92n1e9,1,54.5,43.6,2025-04-21T16:13:11.727Z,2025-04-21T16:13:17Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5671150413,140,84.8,5671150409,155,,5671150411,56,Left,5671150417,212,45.8,5671150419,213,0.80,5671150421,1,,5671150415,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621085,589,1,2,55,50,bsykw9d70ffqe9atosc92n1e9,0,90.4,89.3,2025-04-21T16:13:17.502Z,2025-04-21T16:13:20Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5671150525,212,25.4,5671150527,213,4.88,5671150523,141,52.4,5671150521,140,94.4,5671150515,2,,5671150517,155,,5671150519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621109,385,12,2,55,54,crlocdyqyb1fdhck54qxs65rl,1,10.7,41.2,2025-04-21T16:13:20.998Z,2025-04-21T16:13:22Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5671150655,56,Back,5671150659,141,34.2,5671150663,213,5.90,5671150661,212,12.7,5671150699,15,,5671150657,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621155,590,61,2,55,57,bsykw9d70ffqe9atosc92n1e9,1,73.6,68.2,2025-04-21T16:13:24.791Z,2025-04-21T16:13:25Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671150887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621171,591,1,2,55,58,bsykw9d70ffqe9atosc92n1e9,1,78.2,68.8,2025-04-21T16:13:25.870Z,2025-04-21T16:13:26Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5671150995,56,Center,5671151003,141,75.7,5671151007,212,8.4,5671150999,140,71.6,5671151011,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621189,592,1,2,55,59,bsykw9d70ffqe9atosc92n1e9,1,71.6,75.7,2025-04-21T16:13:26.637Z,2025-04-21T16:13:46Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5671151123,141,84.1,5671151121,140,92.4,5671151119,56,Left,5671151125,212,22.6,5671151127,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621205,593,1,2,56,2,bsykw9d70ffqe9atosc92n1e9,1,94.6,85.3,2025-04-21T16:13:29.823Z,2025-04-21T16:13:31Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5671151243,56,Center,5671151241,155,,5671151251,213,4.04,5671151253,1,,5671151247,141,43.3,5671151249,212,36.5,5671151245,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621305,594,1,2,56,4,bsykw9d70ffqe9atosc92n1e9,1,73.1,43.1,2025-04-21T16:13:31.102Z,2025-04-21T16:13:38Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5671151809,213,5.60,5671151807,212,20.5,5671151805,141,24.1,5671151801,56,Center,5671151803,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621317,595,61,2,56,10,bsykw9d70ffqe9atosc92n1e9,0,95.7,8.0,2025-04-21T16:13:37.774Z,2025-04-21T16:13:38Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5671151859,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621409,386,5,2,56,12,crlocdyqyb1fdhck54qxs65rl,1,-0.8,93.6,2025-04-21T16:13:39.057Z,2025-04-21T17:31:20Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5671152329,56,Back,5671152331,346,,5671152369,233,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621339,596,5,2,56,12,bsykw9d70ffqe9atosc92n1e9,0,100.8,6.4,2025-04-21T16:13:39.057Z,2025-04-21T17:31:21Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5671151927,346,,5671151923,56,Right,5671152411,233,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621739,387,1,2,56,42,crlocdyqyb1fdhck54qxs65rl,0,3.7,44.6,2025-04-21T16:14:09.903Z,2025-04-21T16:14:12Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5671154091,140,56.8,5671154087,124,,5671154093,141,25.2,5671154089,56,Center,5671154103,74,,5671154095,212,57.3,5671154097,213,6.05,5671154099,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621749,597,44,2,56,44,bsykw9d70ffqe9atosc92n1e9,1,42.6,72.1,2025-04-21T16:14:11.484Z,2025-04-21T17:22:57Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671154147,285,,5671154145,56,Back,5671154223,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621745,388,44,2,56,44,crlocdyqyb1fdhck54qxs65rl,0,57.4,27.9,2025-04-21T16:14:11.485Z,2025-04-21T17:22:57Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671154121,56,Center,5671154123,286,,5671154245,233,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621753,598,1,2,56,45,bsykw9d70ffqe9atosc92n1e9,0,41.7,67.5,2025-04-21T16:14:12.277Z,2025-04-21T16:14:13Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671154163,213,5.91,5671154159,141,62.0,5671154161,212,10.3,5671154157,140,50.8,5671154155,56,Center,5671154153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621801,389,1,2,56,47,crlocdyqyb1fdhck54qxs65rl,1,57.1,30.9,2025-04-21T16:14:13.980Z,2025-04-21T16:14:16Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5671154459,213,0.26,5671154457,212,14.7,5671154449,3,,5671154455,141,36.4,5671154453,140,70.6,5671154451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621807,390,61,2,56,49,crlocdyqyb1fdhck54qxs65rl,1,72.0,36.9,2025-04-21T16:14:16.317Z,2025-04-21T16:14:16Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5671154487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621863,391,1,2,56,51,crlocdyqyb1fdhck54qxs65rl,1,72.3,27.1,2025-04-21T16:14:18.645Z,2025-04-21T16:14:21Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,,5671154785,141,15.6,5671154781,56,Right,5671154783,140,87.7,5671154789,213,5.83,5671154787,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621897,392,1,2,56,54,crlocdyqyb1fdhck54qxs65rl,1,91.3,13.5,2025-04-21T16:14:21.741Z,2025-04-21T16:14:23Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671154933,141,9.1,5671154931,140,78.3,5671154935,212,14.0,5671154929,56,Right,5671154937,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621981,393,1,2,56,56,crlocdyqyb1fdhck54qxs65rl,1,87.4,9.8,2025-04-21T16:14:23.532Z,2025-04-21T16:14:30Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5671155449,213,1.47,5671155447,212,44.6,5671155445,141,75.1,5671155437,2,,5671155439,155,,5671155451,1,,5671155441,56,Center,5671155443,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804621995,394,1,2,57,2,crlocdyqyb1fdhck54qxs65rl,1,94.9,76.4,2025-04-21T16:14:29.837Z,2025-04-21T16:14:32Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5671155551,140,94.0,5671155555,141,30.7,5671155545,2,,5671155547,155,,5671155559,213,4.68,5671155549,56,Center,5671155557,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622053,395,1,2,57,4,crlocdyqyb1fdhck54qxs65rl,1,94.4,29.1,2025-04-21T16:14:31.868Z,2025-04-21T16:46:10Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,1.0,5671155921,56,Center,5671155923,140,84.0,5671155925,141,33.6,5671155929,213,2.87,5671262113,210,15,5671155927,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622065,396,3,2,57,8,crlocdyqyb1fdhck54qxs65rl,1,85.6,34.8,2025-04-21T16:14:35.677Z,2025-04-21T17:15:11Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,,5671155989,286,,5671155987,56,Center,5671156895,233,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622217,602,45,2,57,8,bsykw9d70ffqe9atosc92n1e9,0,14.4,65.2,2025-04-21T16:14:35.677Z,2025-04-21T17:15:12Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5671156921,233,396,5671156841,285,,5671156839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622067,397,15,2,57,9,crlocdyqyb1fdhck54qxs65rl,1,86.5,33.8,2025-04-21T16:14:36.324Z,2025-04-21T17:54:32Z,d9d7ec57xuvrsby6xd45v50r8,W. Osnes-Ringen,,,5671262155,215,,5671262145,29,,5671262163,231,47.8,5671455189,78,,5671262151,102,49.0,5671155999,63,,5671262159,147,36.6,5671262183,233,599,5671261813,20,,5671261819,82,,5671262153,103,19,5671155997,22,5671156001,56,Center,5671262147,55,5671262161,230,98.9,5671262157,146,89.0,,,,,395,,,,,,
2804622047,599,10,2,57,9,bsykw9d70ffqe9atosc92n1e9,1,12.1,64.3,2025-04-21T16:14:36.424Z,2025-04-21T16:46:11Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5671155883,56,Back,5671155881,94,,5671262223,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622141,398,50,2,57,14,crlocdyqyb1fdhck54qxs65rl,1,85.6,6.0,2025-04-21T16:14:41.852Z,2025-04-21T16:14:48Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671156441,286,,5671156533,233,600,5671156439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622155,600,7,2,57,14,bsykw9d70ffqe9atosc92n1e9,1,14.4,94.0,2025-04-21T16:14:41.853Z,2025-04-21T16:14:47Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5671156495,167,,5671156525,233,398,5671156499,285,,5671156497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622261,399,5,2,57,15,crlocdyqyb1fdhck54qxs65rl,1,83.8,-1.0,2025-04-21T16:14:42.931Z,2025-04-21T17:31:21Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671157047,347,,5671169893,233,601,5671157045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622215,601,5,2,57,15,bsykw9d70ffqe9atosc92n1e9,0,16.2,101.0,2025-04-21T16:14:42.931Z,2025-04-21T17:31:22Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5671169925,233,399,5671156833,347,,5671156831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622439,400,1,2,57,34,crlocdyqyb1fdhck54qxs65rl,1,82.7,0.0,2025-04-21T16:15:01.636Z,2025-04-21T16:15:04Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5671157901,56,Center,5671157903,140,89.3,5671157905,141,28.5,5671157907,212,21.6,5671157909,213,1.24,5671157911,1,,5671157895,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622441,401,44,2,57,37,crlocdyqyb1fdhck54qxs65rl,1,86.8,36.6,2025-04-21T16:15:03.987Z,2025-04-21T17:22:58Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5671168387,233,603,5671157917,286,,5671157915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622477,603,44,2,57,37,bsykw9d70ffqe9atosc92n1e9,0,13.2,63.4,2025-04-21T16:15:03.988Z,2025-04-21T17:22:58Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5671168347,285,,5671168437,233,401,5671168345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622451,402,1,2,57,37,crlocdyqyb1fdhck54qxs65rl,0,89.0,28.8,2025-04-21T16:15:04.533Z,2025-04-21T16:15:05Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5671157959,141,46.9,5671157963,212,12.3,5671157947,3,,5671157949,168,,5671157957,140,88.2,5671157967,213,1.64,5671157953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622485,604,12,2,57,38,bsykw9d70ffqe9atosc92n1e9,1,13.2,45.6,2025-04-21T16:15:05.741Z,2025-04-21T16:18:03Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5671169537,212,22.4,5671169539,213,0.70,5671169533,140,29.5,5671169531,56,Back,5671169535,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622511,403,1,2,57,42,crlocdyqyb1fdhck54qxs65rl,0,62.4,18.5,2025-04-21T16:15:09.332Z,2025-04-21T16:15:10Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5671158349,141,24.3,5671158347,140,80.5,5671158353,213,0.20,5671158345,56,Center,5671158351,212,19.4,5671158343,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622531,605,1,2,57,44,bsykw9d70ffqe9atosc92n1e9,1,22.7,78.4,2025-04-21T16:15:11.421Z,2025-04-21T16:15:13Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671158479,213,5.85,5671158469,3,,5671158477,212,16.1,5671158475,141,68.5,5671158471,56,Back,5671158473,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622549,607,1,2,57,46,bsykw9d70ffqe9atosc92n1e9,0,36.8,68.5,2025-04-21T16:15:13.759Z,2025-04-21T16:15:14Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5671158525,140,56.7,5671158523,56,Center,5671158529,212,26.3,5671158531,213,5.63,5671158527,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622559,404,8,2,57,48,crlocdyqyb1fdhck54qxs65rl,1,44.8,56.4,2025-04-21T16:15:15.036Z,2025-04-21T16:15:15Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5671158573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622597,608,1,2,57,49,bsykw9d70ffqe9atosc92n1e9,1,33.4,44.6,2025-04-21T16:15:16.894Z,2025-04-21T16:15:18Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671158725,157,,5671158731,141,44.2,5671158727,56,Back,5671158733,212,14.3,5671158729,140,47.0,5671158737,1,,5671158735,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622599,609,61,2,57,51,bsykw9d70ffqe9atosc92n1e9,0,47.0,44.2,2025-04-21T16:15:18.324Z,2025-04-21T16:15:18Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5671158751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622631,405,1,2,57,52,crlocdyqyb1fdhck54qxs65rl,1,52.8,60.8,2025-04-21T16:15:19.116Z,2025-04-21T16:15:21Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5671158927,141,61.8,5671158931,213,3.08,5671158929,212,10.7,5671158925,140,42.6,5671158923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622651,407,1,2,57,54,crlocdyqyb1fdhck54qxs65rl,1,42.5,62.7,2025-04-21T16:15:21.842Z,2025-04-21T16:15:22Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5671159011,56,Back,5671159013,140,45.9,5671159015,141,54.3,5671159019,213,5.27,5671159017,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622659,408,1,2,57,55,crlocdyqyb1fdhck54qxs65rl,1,45.9,54.3,2025-04-21T16:15:22.660Z,2025-04-21T16:15:23Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5671159081,213,1.74,5671159075,140,44.6,5671159077,141,66.3,5671159079,212,8.3,5671159073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622717,409,1,2,57,56,crlocdyqyb1fdhck54qxs65rl,1,44.6,66.3,2025-04-21T16:15:23.398Z,2025-04-21T16:15:26Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5671159409,212,15.2,5671159411,213,4.38,5671159407,141,45.2,5671159405,140,39.9,5671159403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622765,410,1,2,57,59,crlocdyqyb1fdhck54qxs65rl,1,39.7,40.9,2025-04-21T16:15:26.724Z,2025-04-21T16:15:30Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5671159655,56,Back,5671159657,140,42.9,5671159659,141,67.0,5671159663,213,1.38,5671159661,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622799,411,1,2,58,2,crlocdyqyb1fdhck54qxs65rl,1,45.8,57.2,2025-04-21T16:15:29.788Z,2025-04-21T16:15:32Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5671159889,213,4.96,5671159887,212,14.2,5671159885,141,37.0,5671159883,140,49.1,5671159881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622843,412,1,2,58,5,crlocdyqyb1fdhck54qxs65rl,1,53.5,32.5,2025-04-21T16:15:32.731Z,2025-04-21T16:15:36Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5671160091,212,14.7,5671160087,141,15.5,5671160085,140,44.8,5671160095,213,4.04,5671160083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622869,413,1,2,58,9,crlocdyqyb1fdhck54qxs65rl,1,45.5,19.4,2025-04-21T16:15:36.195Z,2025-04-21T16:15:38Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5671160247,141,33.3,5671160249,212,10.1,5671160243,56,Back,5671160251,213,1.22,5671160245,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622891,414,1,2,58,11,crlocdyqyb1fdhck54qxs65rl,1,47.1,28.0,2025-04-21T16:15:38.379Z,2025-04-21T16:15:40Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5671160369,140,46.9,5671160367,56,Back,5671160371,141,9.8,5671160373,212,12.4,5671160375,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622959,415,1,2,58,13,crlocdyqyb1fdhck54qxs65rl,1,45.1,11.3,2025-04-21T16:15:40.363Z,2025-04-21T16:15:45Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5671160689,141,27.6,5671160691,212,23.3,5671160687,140,25.6,5671160693,213,2.65,5671160685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804622999,416,1,2,58,17,crlocdyqyb1fdhck54qxs65rl,1,22.2,29.7,2025-04-21T16:15:44.787Z,2025-04-21T16:15:48Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5671160883,56,Back,5671160885,140,8.5,5671160889,212,21.6,5671160891,213,2.30,5671160887,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623045,417,1,2,58,20,crlocdyqyb1fdhck54qxs65rl,0,9.5,46.1,2025-04-21T16:15:47.891Z,2025-04-21T16:15:52Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5671161153,213,5.73,5671161151,212,60.7,5671161145,56,Right,5671161155,1,,5671161143,155,,5671161149,141,0.0,5671161147,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623049,418,5,2,58,25,crlocdyqyb1fdhck54qxs65rl,0,57.2,-0.6,2025-04-21T16:15:52.324Z,2025-04-21T17:31:22Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5671161361,233,610,5671161173,347,,5671161171,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623083,610,5,2,58,25,bsykw9d70ffqe9atosc92n1e9,1,42.8,100.6,2025-04-21T16:15:52.324Z,2025-04-21T17:31:22Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5671161357,233,418,5671161351,347,,5671161345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623095,611,1,2,58,29,bsykw9d70ffqe9atosc92n1e9,1,45.6,100.0,2025-04-21T16:15:56.037Z,2025-04-21T16:15:58Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5671161411,140,30.1,5671161413,141,84.5,5671161409,56,Back,5671161407,107,,5671161415,212,19.7,5671161417,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623125,612,1,2,58,31,bsykw9d70ffqe9atosc92n1e9,1,24.9,75.1,2025-04-21T16:15:58.541Z,2025-04-21T16:16:01Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5671161619,1,,5671161617,213,4.98,5671161615,212,33.0,5671161611,140,33.2,5671161613,141,28.3,5671161609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623171,613,1,2,58,34,bsykw9d70ffqe9atosc92n1e9,1,34.4,28.2,2025-04-21T16:16:01.564Z,2025-04-21T16:16:04Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5671161917,213,5.78,5671161911,140,43.7,5671161913,141,20.3,5671161909,56,Back,5671161915,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623191,614,1,2,58,37,bsykw9d70ffqe9atosc92n1e9,1,43.7,20.3,2025-04-21T16:16:04.589Z,2025-04-21T16:16:06Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5671162039,141,10.4,5671162037,140,61.1,5671162043,213,5.93,5671162035,56,Right,5671162041,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804623211,615,1,2,58,39,bsykw9d70ffqe9atosc92n1e9,1,61.3,10.7,2025-04-21T16:16:06.677Z,2025-04-21T16:16:09Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5671162147,141,14.6,5671162149,212,7.7,5671162143,56,Right,5671162145,140,54.4,5671162151,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
