id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2820699979,519,1,2,56,47,e5txudmuc2qpc460bs4lb5aff,0,33.5,13.5,2025-06-01T13:48:44.775Z,2025-06-01T13:48:45Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760213307,3,,5760213315,212,9.6,5760213317,213,1.11,5760213313,141,26.1,5760213309,56,Back,5760213311,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820701093,571,8,2,56,48,e5txudmuc2qpc460bs4lb5aff,1,43.3,13.9,2025-06-01T13:48:46.027Z,2025-06-01T13:52:55Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5760219923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700001,531,1,2,56,50,doohk95o6e8pkqah8vkop51dg,1,61.2,88.3,2025-06-01T13:48:47.726Z,2025-06-01T14:56:58Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760222165,157,,5760213463,212,11.0,5760213459,140,66.4,5760222167,1,,5760213465,213,5.23,5760213457,56,Center,5760213461,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700007,532,1,2,56,52,doohk95o6e8pkqah8vkop51dg,1,66.1,74.1,2025-06-01T13:48:49.543Z,2025-06-01T13:48:51Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5760213533,56,Center,5760213539,212,13.3,5760213535,140,68.4,5760213541,213,4.89,5760213537,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700009,520,45,2,56,53,e5txudmuc2qpc460bs4lb5aff,0,29.6,49.6,2025-06-01T13:48:50.302Z,2025-06-01T14:56:56Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760213623,233,533,5760213549,56,Back,5760213551,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700015,533,3,2,56,53,doohk95o6e8pkqah8vkop51dg,1,70.4,50.4,2025-06-01T13:48:50.302Z,2025-06-01T14:47:10Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5760213587,286,,5760213585,56,Center,5760213619,233,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700019,534,1,2,56,55,doohk95o6e8pkqah8vkop51dg,0,80.1,54.3,2025-06-01T13:48:52.958Z,2025-06-01T13:48:57Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5760213607,140,90.0,5760213771,286,,5760213765,236,,5760213613,213,0.41,5760213605,56,Center,5760213767,233,521,5760213609,141,60.9,5760213611,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700037,521,74,2,56,55,e5txudmuc2qpc460bs4lb5aff,1,29.1,49.7,2025-06-01T13:48:52.959Z,2025-06-01T14:39:02Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5760213717,56,Back,5760213797,233,534,5760213719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700109,523,61,2,56,57,e5txudmuc2qpc460bs4lb5aff,1,14.0,52.2,2025-06-01T13:48:54.365Z,2025-06-01T13:54:31Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760214159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700035,535,15,2,56,57,doohk95o6e8pkqah8vkop51dg,1,84.6,53.3,2025-06-01T13:48:54.615Z,2025-06-01T13:49:00Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5760213721,20,,5760213801,78,,5760213805,103,2.5,5760213913,233,522,5760213709,56,Center,5760213803,102,51.1,5760213807,458,,5760213809,146,98.8,5760213811,147,49.3,5760213707,17,,5760213705,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700053,522,10,2,56,57,e5txudmuc2qpc460bs4lb5aff,1,1.6,49.8,2025-06-01T13:48:54.715Z,2025-06-01T13:54:01Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5760213849,178,,5760213847,173,,5760213933,233,535,5760213851,182,,5760213853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700185,525,1,2,57,25,e5txudmuc2qpc460bs4lb5aff,1,4.2,56.1,2025-06-01T13:49:23.071Z,2025-06-01T14:56:46Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5760214483,123,,5760214493,213,0.97,5760214487,140,17.1,5760223241,189,,5760214489,141,85.0,5760214485,56,Back,5760214491,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820701841,604,1,2,57,26,e5txudmuc2qpc460bs4lb5aff,1,18.4,89.5,2025-06-01T13:49:23.481Z,2025-06-01T13:56:09Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760224613,141,73.2,5760224611,140,24.9,5760224609,56,Back,5760224615,212,13.0,5760224617,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820701843,605,1,2,57,27,e5txudmuc2qpc460bs4lb5aff,1,29.3,72.6,2025-06-01T13:49:24.639Z,2025-06-01T13:56:42Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760225327,56,Back,5760225333,212,14.7,5760225335,213,1.59,5760225329,140,29.1,5760225331,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700195,526,1,2,57,29,e5txudmuc2qpc460bs4lb5aff,1,20.4,86.3,2025-06-01T13:49:26.536Z,2025-06-01T13:57:05Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760214567,212,61.8,5760214559,155,,5760214563,140,79.1,5760214565,141,79.3,5760214571,1,,5760214569,213,6.21,5760214561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700211,527,3,2,57,31,e5txudmuc2qpc460bs4lb5aff,1,79.4,87.6,2025-06-01T13:49:29.198Z,2025-06-01T14:47:10Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5760214669,56,Left,5760214675,233,536,5760214671,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700197,536,45,2,57,31,doohk95o6e8pkqah8vkop51dg,0,20.6,12.4,2025-06-01T13:49:29.198Z,2025-06-01T14:47:11Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760214583,56,Back,5760214685,233,527,5760214585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700219,528,1,2,57,34,e5txudmuc2qpc460bs4lb5aff,0,87.4,71.1,2025-06-01T13:49:31.599Z,2025-06-01T13:49:33Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5760214721,212,16.1,5760214723,213,5.09,5760214719,141,49.1,5760214715,56,Center,5760214717,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700227,537,12,2,57,35,doohk95o6e8pkqah8vkop51dg,1,9.8,56.3,2025-06-01T13:49:32.758Z,2025-06-01T13:49:35Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5760214757,141,44.8,5760214755,140,28.0,5760214761,213,5.89,5760214753,56,Back,5760214759,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700231,539,1,2,57,37,doohk95o6e8pkqah8vkop51dg,0,28.1,44.8,2025-06-01T13:49:34.902Z,2025-06-01T13:49:36Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5760214769,141,62.1,5760214771,212,23.7,5760214767,140,47.7,5760214773,213,0.52,5760214765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700267,530,1,2,57,40,e5txudmuc2qpc460bs4lb5aff,1,48.8,43.9,2025-06-01T13:49:37.511Z,2025-06-01T13:49:43Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760214957,141,46.6,5760214955,140,33.2,5760214953,56,Back,5760214961,213,3.03,5760214959,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700281,531,1,2,57,45,e5txudmuc2qpc460bs4lb5aff,1,27.5,47.6,2025-06-01T13:49:42.928Z,2025-06-01T13:49:46Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760215059,56,Back,5760215063,141,24.3,5760215061,140,34.4,5760215067,213,5.14,5760215065,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700289,532,1,2,57,48,e5txudmuc2qpc460bs4lb5aff,1,41.9,15.8,2025-06-01T13:49:45.815Z,2025-06-01T13:49:48Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760215119,212,27.7,5760215113,56,Right,5760215121,213,6.02,5760215117,141,5.3,5760215115,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700303,533,1,2,57,50,e5txudmuc2qpc460bs4lb5aff,1,70.6,4.7,2025-06-01T13:49:48.135Z,2025-06-01T13:49:51Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5760215197,140,62.3,5760215203,213,2.16,5760215195,56,Center,5760215199,141,23.7,5760215201,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700331,534,1,2,57,53,e5txudmuc2qpc460bs4lb5aff,1,62.2,23.7,2025-06-01T13:49:50.888Z,2025-06-01T13:49:57Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760215359,213,1.05,5760215351,56,Left,5760215355,141,82.9,5760215361,1,,5760215353,140,84.1,5760215357,212,46.4,5760215349,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700359,535,1,2,57,59,e5txudmuc2qpc460bs4lb5aff,1,80.8,86.6,2025-06-01T13:49:56.575Z,2025-06-01T13:50:13Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,1.0,,5760215489,56,Center,5760215811,154,,5760215809,210,13,5760215495,212,8.9,5760215491,140,76.7,5760215497,213,4.21,5760215493,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700363,536,13,2,58,1,e5txudmuc2qpc460bs4lb5aff,1,76.7,75.1,2025-06-01T13:49:58.847Z,2025-06-01T15:47:57Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760215827,29,,5760215515,22,,5760215825,81,,5760215839,230,98.6,5760215517,18,,5760215519,56,Center,5760215837,103,65.3,5760215695,20,,5760215835,102,37.6,5760215841,231,54.0,5760215831,55,535,5760215829,154,,,,,,,,,,,,,,,,,,,,,,,,,
2820700395,537,5,2,58,3,e5txudmuc2qpc460bs4lb5aff,0,101.2,41.0,2025-06-01T13:50:01.239Z,2025-06-01T14:57:58Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760215691,346,,5760215709,233,540,5760215689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700355,540,5,2,58,3,doohk95o6e8pkqah8vkop51dg,1,-1.2,59.0,2025-06-01T13:50:01.239Z,2025-06-01T13:50:10Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5760215471,56,Back,5760215473,346,,5760215703,233,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700497,541,1,2,58,33,doohk95o6e8pkqah8vkop51dg,1,4.8,53.4,2025-06-01T13:50:30.829Z,2025-06-01T13:58:20Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760216325,237,,5760216317,141,45.1,5760216575,189,,5760216321,213,4.75,5760216313,56,Back,5760216315,140,5.0,5760216311,124,,5760216319,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700513,542,1,2,58,34,doohk95o6e8pkqah8vkop51dg,1,5.0,45.1,2025-06-01T13:50:31.902Z,2025-06-01T13:58:18Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760216443,213,0.45,5760216437,140,67.5,5760216433,155,,5760216435,56,Left,5760216441,212,72.7,5760216439,141,91.2,5760216445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820702227,588,1,2,58,35,doohk95o6e8pkqah8vkop51dg,0,61.7,68.3,2025-06-01T13:50:32.672Z,2025-06-01T13:58:13Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5760226453,212,28.4,5760226445,168,,5760226449,140,78.5,5760226451,141,100.0,5760226447,56,Left,5760226455,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700559,538,5,2,58,38,e5txudmuc2qpc460bs4lb5aff,1,27.0,-1.6,2025-06-01T13:50:35.544Z,2025-06-01T14:57:58Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760216735,347,,5760216737,233,543,5760216733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700527,543,5,2,58,38,doohk95o6e8pkqah8vkop51dg,0,73.0,101.6,2025-06-01T13:50:35.544Z,2025-06-01T14:57:59Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760216741,233,538,5760216523,56,Left,5760216525,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700589,539,1,2,58,48,e5txudmuc2qpc460bs4lb5aff,1,21.1,0.0,2025-06-01T13:50:45.671Z,2025-06-01T13:50:52Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760216827,107,,5760216837,213,1.95,5760216833,141,40.9,5760216835,212,31.2,5760216831,140,10.1,5760216839,1,,5760216829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700617,540,1,2,58,54,e5txudmuc2qpc460bs4lb5aff,1,14.4,38.9,2025-06-01T13:50:52.039Z,2025-06-01T13:50:57Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5760216985,141,31.6,5760216987,212,10.6,5760216983,140,23.3,5760216981,56,Back,5760216989,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700627,541,1,2,58,59,e5txudmuc2qpc460bs4lb5aff,1,34.5,25.8,2025-06-01T13:50:57.087Z,2025-06-01T13:51:00Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760217059,56,Back,5760217063,141,34.3,5760217061,140,44.7,5760217067,213,0.49,5760217065,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700645,542,1,2,59,4,e5txudmuc2qpc460bs4lb5aff,1,44.8,35.4,2025-06-01T13:51:01.631Z,2025-06-01T13:51:03Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5760217135,141,27.1,5760217139,213,4.03,5760217131,56,Back,5760217137,212,7.3,5760217133,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700663,543,1,2,59,5,e5txudmuc2qpc460bs4lb5aff,1,40.4,27.1,2025-06-01T13:51:02.960Z,2025-06-01T13:51:09Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760217289,1,,5760217275,155,,5760217281,140,66.1,5760217279,56,Left,5760217285,212,51.4,5760217283,141,91.5,5760217277,196,,5760217287,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700669,544,1,2,59,11,e5txudmuc2qpc460bs4lb5aff,1,66.1,91.5,2025-06-01T13:51:08.952Z,2025-06-01T13:51:10Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760217297,56,Back,5760217303,212,18.7,5760217301,141,85.4,5760217305,213,3.36,5760217299,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700687,545,1,2,59,13,e5txudmuc2qpc460bs4lb5aff,1,48.7,85.4,2025-06-01T13:51:10.512Z,2025-06-01T14:00:31Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760217395,56,Left,5760217397,140,77.5,5760217399,141,88.6,5760217403,213,0.07,5760217401,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700737,546,3,2,59,24,e5txudmuc2qpc460bs4lb5aff,0,95.4,82.8,2025-06-01T13:51:22.171Z,2025-06-01T13:51:28Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5760217689,286,,5760217725,233,544,5760217687,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700739,544,7,2,59,24,doohk95o6e8pkqah8vkop51dg,1,4.6,17.2,2025-06-01T13:51:22.172Z,2025-06-01T13:51:26Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5760217707,233,546,5760217693,285,,5760217691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700757,546,1,2,59,28,doohk95o6e8pkqah8vkop51dg,0,8.6,11.9,2025-06-01T13:51:25.773Z,2025-06-01T13:51:27Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5760217799,1,,5760217791,140,80.8,5760217787,157,,5760217793,141,17.0,5760217789,56,Right,5760217797,213,0.05,5760217795,212,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700787,547,1,2,59,29,e5txudmuc2qpc460bs4lb5aff,1,40.9,73.5,2025-06-01T13:51:27.024Z,2025-06-01T13:51:31Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760217941,212,16.6,5760217935,56,Back,5760217937,140,47.4,5760217943,213,1.15,5760217933,3,,5760217939,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700791,549,1,2,59,34,e5txudmuc2qpc460bs4lb5aff,1,47.7,95.6,2025-06-01T13:51:31.807Z,2025-06-01T13:51:33Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760217955,212,9.7,5760217949,56,Left,5760217957,213,5.54,5760217953,141,86.0,5760217951,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700799,550,1,2,59,35,e5txudmuc2qpc460bs4lb5aff,1,54.5,86.0,2025-06-01T13:51:32.831Z,2025-06-01T13:51:34Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760218009,213,5.59,5760218001,56,Center,5760218005,141,77.5,5760218003,140,61.1,5760218007,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700813,551,1,2,59,36,e5txudmuc2qpc460bs4lb5aff,1,61.1,77.5,2025-06-01T13:51:33.887Z,2025-06-01T13:51:36Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5760218077,212,7.9,5760218073,140,56.0,5760218075,141,86.0,5760218071,56,Left,5760218079,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700821,552,1,2,59,38,e5txudmuc2qpc460bs4lb5aff,1,57.1,76.4,2025-06-01T13:51:36.207Z,2025-06-01T13:51:37Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760218121,56,Center,5760218129,213,4.55,5760218125,141,56.9,5760218123,140,55.0,5760218127,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700839,553,1,2,59,40,e5txudmuc2qpc460bs4lb5aff,1,56.8,48.4,2025-06-01T13:51:37.767Z,2025-06-01T13:51:42Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760218197,213,5.45,5760218193,141,5.8,5760218189,56,Right,5760218195,212,39.2,5760218191,140,81.9,5760218199,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700845,554,1,2,59,44,e5txudmuc2qpc460bs4lb5aff,1,85.1,11.4,2025-06-01T13:51:41.878Z,2025-06-01T13:51:43Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5760218217,212,13.9,5760218213,140,77.9,5760218215,141,28.6,5760218211,56,Center,5760218219,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700859,555,1,2,59,45,e5txudmuc2qpc460bs4lb5aff,1,77.9,28.6,2025-06-01T13:51:42.991Z,2025-06-01T13:51:46Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5760218307,141,15.5,5760218305,140,76.3,5760218303,56,Right,5760218311,213,4.53,5760218309,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700867,556,1,2,59,48,e5txudmuc2qpc460bs4lb5aff,1,80.1,16.4,2025-06-01T13:51:46.159Z,2025-06-01T13:51:47Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760218349,56,Right,5760218355,212,7.4,5760218357,213,5.55,5760218351,140,85.3,5760218353,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700883,557,1,2,59,50,e5txudmuc2qpc460bs4lb5aff,1,87.1,8.5,2025-06-01T13:51:47.647Z,2025-06-01T13:51:51Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5760218461,140,75.7,5760218459,56,Center,5760218463,141,29.2,5760218467,213,2.28,5760218465,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700897,558,1,2,59,54,e5txudmuc2qpc460bs4lb5aff,1,78.1,41.8,2025-06-01T13:51:51.591Z,2025-06-01T13:51:53Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760218525,140,67.7,5760218529,212,10.9,5760218531,213,3.08,5760218527,141,42.8,5760218523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700911,559,1,2,59,56,e5txudmuc2qpc460bs4lb5aff,1,69.6,45.2,2025-06-01T13:51:53.751Z,2025-06-01T13:51:57Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760218611,141,30.0,5760218609,140,71.1,5760218613,212,10.5,5760218615,213,4.86,5760218607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700925,560,1,2,59,59,e5txudmuc2qpc460bs4lb5aff,1,72.2,24.9,2025-06-01T13:51:57.015Z,2025-06-01T13:51:59Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760218669,141,5.5,5760218665,56,Right,5760218667,140,82.5,5760218673,213,5.40,5760218671,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700945,561,1,2,60,2,e5txudmuc2qpc460bs4lb5aff,1,82.5,5.5,2025-06-01T13:51:59.351Z,2025-06-01T13:52:03Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760218737,56,Right,5760218743,212,12.9,5760218741,141,20.7,5760218745,213,2.21,5760218739,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700951,562,1,2,60,6,e5txudmuc2qpc460bs4lb5aff,1,74.9,20.0,2025-06-01T13:52:03.390Z,2025-06-01T13:52:05Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760218759,56,Right,5760218763,141,6.8,5760218761,140,82.5,5760218767,213,5.44,5760218765,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700959,563,1,2,60,7,e5txudmuc2qpc460bs4lb5aff,1,82.5,6.8,2025-06-01T13:52:04.911Z,2025-06-01T13:52:06Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760218805,140,91.0,5760218807,141,6.5,5760218811,213,6.26,5760218809,212,8.9,5760218803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700969,564,1,2,60,9,e5txudmuc2qpc460bs4lb5aff,0,91.0,6.5,2025-06-01T13:52:06.295Z,2025-06-01T13:52:07Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5760218855,56,Center,5760218857,140,94.6,5760218863,213,1.36,5760218859,141,32.4,5760218861,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700981,548,1,2,60,10,doohk95o6e8pkqah8vkop51dg,1,8.8,73.9,2025-06-01T13:52:08.171Z,2025-06-01T13:52:22Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760218935,140,5.7,5760218941,213,1.89,5760218937,141,88.3,5760218933,56,Back,5760218939,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820700999,549,1,2,60,13,doohk95o6e8pkqah8vkop51dg,0,5.6,88.4,2025-06-01T13:52:10.778Z,2025-06-01T14:02:18Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5760219069,141,56.9,5760219075,1,,5760219071,212,21.7,5760219065,56,Back,5760219063,157,,5760219067,140,2.4,5760219073,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820702869,666,61,2,60,14,e5txudmuc2qpc460bs4lb5aff,1,50.0,50.0,2025-06-01T13:52:11.801Z,2025-06-01T14:02:15Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5760230507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
