id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2793817675,460,1,2,45,14,doohk95o6e8pkqah8vkop51dg,1,25.1,72.4,2025-03-30T16:04:04.239Z,2025-03-30T16:04:12Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611685079,140,41.2,5611685085,213,0.54,5611685077,56,Back,5611685081,141,87.3,5611685083,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817683,461,50,2,45,21,doohk95o6e8pkqah8vkop51dg,1,65.3,90.6,2025-03-30T16:04:11.187Z,2025-03-30T17:19:39Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611685125,286,,5611685123,56,Left,5611685171,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817677,461,7,2,45,21,45v50owpvshpijizwwlcw4lni,1,34.7,9.4,2025-03-30T16:04:11.188Z,2025-03-30T17:19:38Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611685093,56,Back,5611685137,233,461,5611685095,285,,5611685091,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817869,462,5,2,45,21,doohk95o6e8pkqah8vkop51dg,1,69.2,100.8,2025-03-30T16:04:11.863Z,2025-03-30T17:20:34Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611686217,233,462,5611686169,56,Left,5611686171,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817685,462,5,2,45,21,45v50owpvshpijizwwlcw4lni,0,30.8,-0.8,2025-03-30T16:04:11.863Z,2025-03-30T17:20:34Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611685131,347,,5611685127,56,Back,5611686267,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817927,463,1,2,45,32,doohk95o6e8pkqah8vkop51dg,1,66.6,100.0,2025-03-30T16:04:22.311Z,2025-03-30T16:04:26Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611686609,107,,5611686613,140,75.0,5611686611,56,Left,5611686619,213,5.32,5611686615,141,82.6,5611686617,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817937,464,1,2,45,36,doohk95o6e8pkqah8vkop51dg,1,75.0,82.6,2025-03-30T16:04:26.375Z,2025-03-30T16:05:07Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611686685,140,76.4,5611686681,56,Center,5611686689,141,74.3,5611686691,212,5.8,5611686693,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817941,465,50,2,45,37,doohk95o6e8pkqah8vkop51dg,1,75.0,70.2,2025-03-30T16:04:27.751Z,2025-03-30T16:04:33Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5611686819,233,463,5611686719,286,,5611686717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817955,463,7,2,45,37,45v50owpvshpijizwwlcw4lni,0,25.0,29.8,2025-03-30T16:04:27.752Z,2025-03-30T16:04:33Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611686769,285,,5611686777,233,465,5611686765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817975,466,1,2,45,38,doohk95o6e8pkqah8vkop51dg,1,72.1,69.0,2025-03-30T16:04:28.599Z,2025-03-30T16:04:30Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611686883,56,Center,5611686891,213,4.73,5611686889,212,23.5,5611686887,141,34.4,5611686885,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818031,467,1,2,45,40,doohk95o6e8pkqah8vkop51dg,1,72.8,34.2,2025-03-30T16:04:30.399Z,2025-03-30T16:04:34Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611687193,213,5.32,5611687189,141,14.1,5611687191,212,16.6,5611687187,140,81.8,5611687185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818071,468,1,2,45,43,doohk95o6e8pkqah8vkop51dg,1,78.8,24.1,2025-03-30T16:04:33.334Z,2025-03-30T16:04:48Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,1.0,5611687439,140,76.2,5611687445,212,9.1,5611688423,210,13,5611687447,213,1.88,5611687443,141,36.8,5611687435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818073,469,13,2,45,45,doohk95o6e8pkqah8vkop51dg,1,76.3,42.5,2025-03-30T16:04:36.006Z,2025-03-31T15:23:36Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611688467,230,98.9,5611687457,22,,5611688461,102,60.5,5611688463,103,81.9,5611688455,29,,5611688453,77,,5611688465,215,,5611687461,56,Center,5611688469,231,49.6,5611687459,18,,5611688457,55,468,5611688005,72,,,,,,,,,,,,,,,,,,,,,,
2793818337,464,5,2,45,47,45v50owpvshpijizwwlcw4lni,1,-1.3,41.9,2025-03-30T16:04:37.341Z,2025-03-30T17:20:35Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611688965,233,470,5611688935,346,,5611688933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818111,470,5,2,45,47,doohk95o6e8pkqah8vkop51dg,0,101.3,58.1,2025-03-30T16:04:37.341Z,2025-03-30T17:20:35Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611687757,56,Center,5611688977,233,464,5611687759,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818369,465,1,2,46,3,45v50owpvshpijizwwlcw4lni,1,5.1,62.1,2025-03-30T16:04:53.405Z,2025-03-30T16:04:55Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611689095,213,4.84,5611689087,56,Back,5611689085,124,,5611689135,189,,5611689091,141,49.0,5611689089,140,6.2,5611689099,237,,5611689093,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818423,466,1,2,46,5,45v50owpvshpijizwwlcw4lni,1,6.7,50.6,2025-03-30T16:04:55.548Z,2025-03-30T16:04:58Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611689413,213,1.36,5611689409,141,75.3,5611689411,212,17.2,5611689405,56,Back,5611689407,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818443,467,1,2,46,8,45v50owpvshpijizwwlcw4lni,1,10.2,75.7,2025-03-30T16:04:58.068Z,2025-03-30T16:04:59Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611689549,141,66.1,5611689551,212,7.5,5611689553,213,4.19,5611689545,56,Back,5611689547,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818491,468,1,2,46,9,45v50owpvshpijizwwlcw4lni,1,6.6,66.1,2025-03-30T16:04:59.292Z,2025-03-30T16:05:04Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611689843,141,82.9,5611689835,56,Back,5611689849,213,1.23,5611689839,140,10.4,5611689847,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818555,469,1,2,46,13,45v50owpvshpijizwwlcw4lni,1,21.8,88.1,2025-03-30T16:05:03.900Z,2025-03-30T16:05:07Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611690179,56,Back,5611690181,140,38.8,5611690191,213,5.78,5611690187,212,20.4,5611690183,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818639,470,1,2,46,16,45v50owpvshpijizwwlcw4lni,1,38.6,74.8,2025-03-30T16:05:06.868Z,2025-03-30T16:05:10Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5611690597,56,Back,5611690605,213,4.17,5611690603,212,13.5,5611690599,140,31.9,5611690601,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818675,471,1,2,46,20,45v50owpvshpijizwwlcw4lni,1,33.6,53.4,2025-03-30T16:05:10.316Z,2025-03-30T16:05:11Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611690793,140,32.6,5611690799,213,4.65,5611690791,56,Back,5611690797,212,17.5,5611690795,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818717,472,1,2,46,21,45v50owpvshpijizwwlcw4lni,1,32.6,27.7,2025-03-30T16:05:11.588Z,2025-03-30T16:05:13Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611690999,56,Right,5611691003,141,5.5,5611691005,212,24.9,5611691001,140,51.4,5611691007,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818767,473,1,2,46,23,45v50owpvshpijizwwlcw4lni,1,54.4,7.3,2025-03-30T16:05:13.476Z,2025-03-30T16:05:16Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611691279,213,2.45,5611691271,56,Back,5611691273,140,45.4,5611691277,212,12.3,5611691275,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818791,474,1,2,46,26,45v50owpvshpijizwwlcw4lni,1,46.7,24.4,2025-03-30T16:05:16.206Z,2025-03-30T16:05:17Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611691439,141,34.2,5611691441,212,11.1,5611691437,140,55.2,5611691443,213,0.64,5611691435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818851,475,1,2,46,27,45v50owpvshpijizwwlcw4lni,1,57.2,34.9,2025-03-30T16:05:17.700Z,2025-03-30T16:05:20Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611691761,213,3.94,5611691755,140,51.2,5611691757,141,25.3,5611691753,56,Center,5611691759,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818911,476,1,2,46,29,45v50owpvshpijizwwlcw4lni,1,51.2,25.3,2025-03-30T16:05:19.877Z,2025-03-30T16:05:22Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611692029,213,1.76,5611692027,212,24.4,5611692021,56,Back,5611692025,141,60.5,5611692023,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818989,477,1,2,46,32,45v50owpvshpijizwwlcw4lni,1,53.8,70.9,2025-03-30T16:05:22.732Z,2025-03-30T16:05:27Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611692461,213,0.80,5611692445,56,Left,5611692457,212,22.1,5611692447,140,68.5,5611692451,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819009,478,1,2,46,37,45v50owpvshpijizwwlcw4lni,1,84.4,90.2,2025-03-30T16:05:27.228Z,2025-03-30T16:05:28Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611692593,141,95.4,5611692589,140,90.0,5611692601,213,0.54,5611692597,212,6.9,5611692585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819051,479,1,2,46,38,45v50owpvshpijizwwlcw4lni,1,90.4,95.6,2025-03-30T16:05:28.708Z,2025-03-30T16:05:30Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611692819,140,77.0,5611692817,56,Left,5611692823,212,14.9,5611692825,213,3.47,5611692821,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819113,480,1,2,46,40,45v50owpvshpijizwwlcw4lni,1,77.0,88.6,2025-03-30T16:05:30.740Z,2025-03-30T16:05:34Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611693155,140,80.6,5611693157,141,92.4,5611693161,213,0.60,5611693159,212,4.6,5611693153,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819143,481,1,2,46,44,45v50owpvshpijizwwlcw4lni,1,78.8,92.0,2025-03-30T16:05:34.182Z,2025-03-30T16:06:09Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611693283,140,68.9,5611693281,56,Left,5611693289,213,3.59,5611693285,141,84.7,5611693287,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819165,482,1,2,46,45,45v50owpvshpijizwwlcw4lni,1,68.9,84.7,2025-03-30T16:05:35.404Z,2025-03-30T16:05:37Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611693441,213,4.57,5611693433,56,Center,5611693437,141,56.9,5611693439,212,19.1,5611693435,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819189,483,1,2,46,47,45v50owpvshpijizwwlcw4lni,1,66.4,56.9,2025-03-30T16:05:37.252Z,2025-03-30T16:05:39Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611693641,212,12.8,5611693637,140,67.6,5611693635,56,Center,5611693643,213,1.47,5611693639,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819269,484,1,2,46,50,45v50owpvshpijizwwlcw4lni,1,67.4,77.5,2025-03-30T16:05:40.316Z,2025-03-30T16:05:44Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611694113,141,94.8,5611694109,56,Left,5611694117,213,1.18,5611694111,140,72.0,5611694115,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819309,485,1,2,46,53,45v50owpvshpijizwwlcw4lni,1,67.4,88.7,2025-03-30T16:05:44.012Z,2025-03-30T16:05:47Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611694353,141,53.3,5611694355,212,24.8,5611694351,140,61.7,5611694357,213,4.47,5611694345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819355,486,1,2,46,56,45v50owpvshpijizwwlcw4lni,1,62.7,41.5,2025-03-30T16:05:46.980Z,2025-03-30T16:05:49Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611694605,212,18.3,5611694607,213,4.98,5611694603,141,15.5,5611694601,140,67.3,5611694599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819429,487,1,2,46,59,45v50owpvshpijizwwlcw4lni,1,68.0,15.5,2025-03-30T16:05:49.540Z,2025-03-30T16:05:53Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611695031,56,Center,5611695035,141,30.1,5611695039,213,2.11,5611695037,212,11.5,5611695033,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819507,488,1,2,47,3,45v50owpvshpijizwwlcw4lni,1,63.1,27.4,2025-03-30T16:05:53.732Z,2025-03-30T16:05:57Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611695487,213,5.64,5611695485,212,19.7,5611695481,140,78.2,5611695479,56,Right,5611695483,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819581,489,1,2,47,7,45v50owpvshpijizwwlcw4lni,1,83.2,8.8,2025-03-30T16:05:57.676Z,2025-03-30T16:06:01Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5611695989,213,1.32,5611695991,1,,5611695975,2,,5611695981,56,Center,5611695983,140,90.8,5611695987,212,32.3,5611695979,155,,5611695985,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819557,471,4,2,47,10,doohk95o6e8pkqah8vkop51dg,1,8.2,44.3,2025-03-30T16:06:00.366Z,2025-03-30T17:19:23Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5612048253,294,,5611696841,233,490,5611695827,56,Back,5611695829,285,,5611696781,152,,5611696777,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819591,490,4,2,47,10,45v50owpvshpijizwwlcw4lni,0,91.8,55.7,2025-03-30T16:06:00.367Z,2025-03-30T17:19:23Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611696283,286,,5611696277,294,,5611696281,152,,5611696279,56,Center,5611696275,13,,5611696853,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820319,472,1,2,47,46,doohk95o6e8pkqah8vkop51dg,1,12.4,38.8,2025-03-30T16:06:36.671Z,2025-03-30T16:06:42Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611700159,152,,5611700167,212,34.6,5611700165,141,87.1,5611700171,1,,5611700163,140,22.9,5611700157,5,,5611700169,213,1.25,5611700161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820365,473,1,2,47,52,doohk95o6e8pkqah8vkop51dg,1,23.1,87.4,2025-03-30T16:06:42.079Z,2025-03-30T16:16:08Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611700453,212,15.4,5611700449,140,37.0,5611700447,56,Back,5611700455,213,0.32,5611700451,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793828593,525,3,2,48,1,doohk95o6e8pkqah8vkop51dg,0,77.8,88.2,2025-03-30T16:06:51.091Z,2025-03-30T17:04:04Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611746457,56,Left,5611746459,286,,5612009257,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820467,491,7,2,48,1,45v50owpvshpijizwwlcw4lni,0,22.2,11.8,2025-03-30T16:06:51.092Z,2025-03-30T17:04:22Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611701013,56,Back,5612009247,233,525,5611701015,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820533,474,61,2,48,1,doohk95o6e8pkqah8vkop51dg,1,77.1,87.3,2025-03-30T16:06:51.927Z,2025-03-30T16:15:57Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611701363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820551,492,1,2,48,3,45v50owpvshpijizwwlcw4lni,0,29.5,17.3,2025-03-30T16:06:53.357Z,2025-03-30T17:12:57Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5611701493,212,6.6,5611701495,213,3.23,5611701491,141,16.4,5611701489,140,23.2,5611701487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793829443,530,61,2,48,4,doohk95o6e8pkqah8vkop51dg,1,74.2,80.0,2025-03-30T16:06:54.782Z,2025-03-30T16:15:58Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5611751337,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820595,494,1,2,48,5,45v50owpvshpijizwwlcw4lni,1,22.5,15.9,2025-03-30T16:06:55.164Z,2025-03-30T16:06:57Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611701729,56,Back,5611701733,141,7.4,5611701737,213,5.95,5611701735,212,17.9,5611701731,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820611,495,3,2,48,7,45v50owpvshpijizwwlcw4lni,0,37.2,7.4,2025-03-30T16:06:57.469Z,2025-03-30T16:07:03Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5611701775,286,,5611702003,233,475,5611701773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820649,475,7,2,48,7,doohk95o6e8pkqah8vkop51dg,0,62.8,92.6,2025-03-30T16:06:57.470Z,2025-03-30T16:07:03Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611701969,233,495,5611701943,56,Left,5611701945,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820633,496,61,2,48,9,45v50owpvshpijizwwlcw4lni,1,35.7,1.6,2025-03-30T16:06:59.524Z,2025-03-30T17:04:51Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5611701873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820727,476,5,2,48,9,doohk95o6e8pkqah8vkop51dg,1,64.2,101.4,2025-03-30T16:07:00.012Z,2025-03-30T17:20:35Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611702473,233,497,5611702389,56,Left,5611702391,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820643,497,5,2,48,9,45v50owpvshpijizwwlcw4lni,0,35.8,-1.4,2025-03-30T16:07:00.012Z,2025-03-30T16:07:09Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5611701907,347,,5611702525,233,476,5611701903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820737,477,1,2,48,15,doohk95o6e8pkqah8vkop51dg,1,60.1,100.0,2025-03-30T16:07:05.594Z,2025-03-30T17:08:44Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611708445,213,5.42,5612031071,189,,5611708439,140,67.5,5611708441,141,87.9,5611708435,107,,5611708443,212,11.9,5611708437,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820863,480,1,2,48,18,doohk95o6e8pkqah8vkop51dg,1,55.6,87.7,2025-03-30T16:07:08.782Z,2025-03-30T16:07:12Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611703073,56,Left,5611703075,140,59.0,5611703079,212,5.1,5611703081,213,0.80,5611703077,141,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820891,481,1,2,48,21,doohk95o6e8pkqah8vkop51dg,1,59.0,93.1,2025-03-30T16:07:11.910Z,2025-03-30T16:07:13Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5611703223,140,37.9,5611703219,56,Back,5611703231,212,23.6,5611703227,141,81.2,5611703233,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820979,482,1,2,48,23,doohk95o6e8pkqah8vkop51dg,1,40.2,77.3,2025-03-30T16:07:13.279Z,2025-03-30T16:07:18Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611703671,140,25.1,5611703673,141,58.9,5611703677,213,3.81,5611703669,56,Back,5611703675,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821031,483,1,2,48,28,doohk95o6e8pkqah8vkop51dg,0,25.8,58.9,2025-03-30T16:07:18.575Z,2025-03-30T16:07:21Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611703953,212,66.9,5611703941,157,,5611703951,141,13.0,5611703949,140,82.2,5611703957,1,,5611703945,56,Right,5611703955,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821061,498,12,2,48,32,45v50owpvshpijizwwlcw4lni,1,24.8,77.2,2025-03-30T16:07:22.692Z,2025-03-30T16:07:25Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611704143,56,Back,5611704153,213,1.22,5611704147,140,28.3,5611704151,212,10.7,5611704149,141,92.0,5611704173,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821109,484,1,2,48,33,doohk95o6e8pkqah8vkop51dg,0,75.1,5.4,2025-03-30T16:07:23.848Z,2025-03-30T16:07:25Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611704353,140,80.6,5611704359,213,0.45,5611704357,212,6.4,5611704349,3,,5611704351,56,Right,5611704355,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821185,500,1,2,48,35,45v50owpvshpijizwwlcw4lni,1,23.1,89.3,2025-03-30T16:07:26.027Z,2025-03-30T16:07:28Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611704775,140,38.5,5611704777,141,79.6,5611704781,213,5.90,5611704779,212,17.5,5611704773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821329,501,1,2,48,38,45v50owpvshpijizwwlcw4lni,1,38.5,79.6,2025-03-30T16:07:28.500Z,2025-03-30T16:07:36Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5611705573,140,47.3,5611705583,213,0.74,5611705569,56,Back,5611705577,141,92.0,5611705581,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821355,502,1,2,48,46,45v50owpvshpijizwwlcw4lni,0,78.0,69.3,2025-03-30T16:07:36.188Z,2025-03-30T17:05:23Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611705703,213,5.63,5611705695,56,Center,5611705697,140,100.0,5611705701,212,31.0,5611705699,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821833,485,5,2,48,46,doohk95o6e8pkqah8vkop51dg,1,-1.4,59.3,2025-03-30T16:07:36.824Z,2025-03-30T17:20:36Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611708457,233,503,5611708413,346,,5611708411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
