id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2808838281,598,61,2,55,5,4q0b35m26thti4c2on9a3npk0,0,42.8,73.0,2025-05-02T18:16:23.939Z,2025-05-02T18:18:01Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,5694601971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838295,599,43,2,55,5,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-02T18:16:24.643Z,2025-05-02T18:17:53Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,5694602063,285,0,5694602061,56,Back,5694612689,144,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838311,405,1,2,55,6,crlocdyqyb1fdhck54qxs65rl,1,53.7,28.6,2025-05-02T18:16:25.346Z,2025-05-02T18:21:20Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694637595,212,8.4,5694637593,141,31.1,5694637597,213,0.20,5694637591,140,61.5,5694602133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838373,406,61,2,55,8,crlocdyqyb1fdhck54qxs65rl,1,77.4,30.9,2025-05-02T18:16:27.634Z,2025-05-02T18:16:27Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694602461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808845153,446,61,2,55,9,crlocdyqyb1fdhck54qxs65rl,1,50.0,50.0,2025-05-02T18:16:28.335Z,2025-05-02T18:21:45Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694640371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838445,408,1,2,55,10,crlocdyqyb1fdhck54qxs65rl,1,64.2,20.7,2025-05-02T18:16:29.650Z,2025-05-02T18:21:50Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694602847,140,54.1,5694602845,56,Center,5694602849,141,27.1,5694602853,213,2.75,5694602851,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838513,409,1,2,55,12,crlocdyqyb1fdhck54qxs65rl,1,53.7,27.6,2025-05-02T18:16:31.402Z,2025-05-02T18:16:34Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694603247,212,23.1,5694603241,56,Back,5694603249,213,2.08,5694603243,140,43.0,5694603245,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838611,410,1,2,55,15,crlocdyqyb1fdhck54qxs65rl,1,43.0,57.3,2025-05-02T18:16:34.122Z,2025-05-02T18:16:38Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694603831,141,93.2,5694603829,140,61.9,5694603827,56,Left,5694603833,212,31.5,5694603835,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838671,411,1,2,55,19,crlocdyqyb1fdhck54qxs65rl,1,60.9,86.3,2025-05-02T18:16:38.618Z,2025-05-02T18:16:41Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694604133,140,40.0,5694604135,141,80.8,5694604137,212,22.3,5694604131,56,Back,5694604139,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838715,412,1,2,55,22,crlocdyqyb1fdhck54qxs65rl,1,41.6,79.0,2025-05-02T18:16:41.482Z,2025-05-02T18:16:44Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694604381,213,4.55,5694604377,212,22.7,5694604371,140,38.2,5694604373,141,46.0,5694604369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838805,413,2,2,55,25,crlocdyqyb1fdhck54qxs65rl,1,39.0,50.7,2025-05-02T18:16:43.858Z,2025-05-02T18:22:14Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694606647,56,Center,5694606639,7,iuf92spli9o5l8r9ftooufah,5694606643,1,,5694604793,141,63.4,5694604791,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838989,600,55,2,55,25,4q0b35m26thti4c2on9a3npk0,1,32.0,39.0,2025-05-02T18:16:43.859Z,2025-05-02T19:19:31Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694614595,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808838813,414,43,2,55,28,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-02T18:16:47.481Z,2025-05-02T18:17:01Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694606467,144,44,5694604831,56,Center,5694604833,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839293,601,1,2,55,43,4q0b35m26thti4c2on9a3npk0,1,41.1,17.9,2025-05-02T18:17:01.866Z,2025-05-02T18:17:08Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694607329,213,1.95,5694607319,56,Back,5694607327,212,10.6,5694607313,5,,5694607315,241,,5694607325,141,32.4,5694607323,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839379,602,1,2,55,49,4q0b35m26thti4c2on9a3npk0,1,56.4,33.8,2025-05-02T18:17:08.306Z,2025-05-02T18:17:12Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694607845,213,5.16,5694607843,212,15.0,5694607839,140,62.6,5694607837,56,Right,5694607841,141,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839455,603,1,2,55,53,4q0b35m26thti4c2on9a3npk0,1,65.8,12.2,2025-05-02T18:17:12.323Z,2025-05-02T18:17:16Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694608295,56,Center,5694608297,140,62.8,5694608303,213,1.96,5694608301,212,8.2,5694608299,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839479,604,1,2,55,57,4q0b35m26thti4c2on9a3npk0,0,72.0,16.3,2025-05-02T18:17:16.250Z,2025-05-02T18:17:17Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694608453,213,0.94,5694608449,141,49.2,5694608441,2,,5694608447,140,87.5,5694608451,212,27.7,5694608445,56,Center,5694608443,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839513,415,12,2,55,59,crlocdyqyb1fdhck54qxs65rl,1,12.1,48.5,2025-05-02T18:17:18.186Z,2025-05-02T18:17:23Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694608623,140,32.2,5694608637,213,5.81,5694608633,212,23.7,5694608627,141,32.7,5694608621,56,Back,5694608703,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839573,605,1,2,56,1,4q0b35m26thti4c2on9a3npk0,0,67.6,67.0,2025-05-02T18:17:20.242Z,2025-05-02T18:18:59Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694608975,212,14.5,5694608977,213,3.81,5694608973,141,53.8,5694608971,140,56.7,5694608969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839601,606,1,2,56,2,4q0b35m26thti4c2on9a3npk0,0,56.7,53.8,2025-05-02T18:17:21.546Z,2025-05-02T18:17:22Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694609097,212,15.6,5694609093,141,68.5,5694609091,140,68.1,5694609089,56,Center,5694609101,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839631,416,8,2,56,4,crlocdyqyb1fdhck54qxs65rl,1,24.3,24.7,2025-05-02T18:17:23.594Z,2025-05-02T18:17:24Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694609229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839735,417,50,2,56,8,crlocdyqyb1fdhck54qxs65rl,1,35.8,14.8,2025-05-02T18:17:27.225Z,2025-05-02T18:17:33Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694609741,286,,5694609909,233,607,5694609737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839739,607,7,2,56,8,4q0b35m26thti4c2on9a3npk0,1,64.2,85.2,2025-05-02T18:17:27.226Z,2025-05-02T18:21:11Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694609845,233,417,5694609755,167,,5694609849,285,,5694609757,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839979,418,5,2,56,9,crlocdyqyb1fdhck54qxs65rl,1,32.4,-1.1,2025-05-02T18:17:28.068Z,2025-05-02T19:19:55Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694611089,56,Back,5694611091,347,,5694611133,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808839749,608,5,2,56,9,4q0b35m26thti4c2on9a3npk0,0,67.6,101.1,2025-05-02T18:17:28.068Z,2025-05-02T19:19:55Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694611169,233,418,5694609819,347,,5694609817,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840059,419,1,2,56,20,crlocdyqyb1fdhck54qxs65rl,1,39.1,0.0,2025-05-02T18:17:39.306Z,2025-05-02T18:17:43Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694611497,213,0.36,5694611491,140,66.6,5694611499,1,,5694611493,141,14.1,5694611487,107,,5694611495,212,30.9,5694611489,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840099,420,1,2,56,24,crlocdyqyb1fdhck54qxs65rl,1,67.5,14.1,2025-05-02T18:17:43.321Z,2025-05-02T18:17:45Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694611741,212,12.2,5694611727,140,56.8,5694611719,56,Right,5694611735,141,7.0,5694611751,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840107,609,83,2,56,25,4q0b35m26thti4c2on9a3npk0,0,37.8,86.1,2025-05-02T18:17:44.506Z,2025-05-02T19:06:00Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694923845,399,1t1ylf4iwrotj4jjf9qfzbieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840157,421,1,2,56,26,crlocdyqyb1fdhck54qxs65rl,0,56.8,7.0,2025-05-02T18:17:45.297Z,2025-05-02T18:17:48Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694612041,140,84.0,5694612047,213,0.09,5694612043,141,11.0,5694612039,56,Right,5694612045,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840147,610,8,2,56,28,4q0b35m26thti4c2on9a3npk0,1,27.1,88.8,2025-05-02T18:17:47.274Z,2025-05-02T18:21:37Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694611979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840801,422,5,2,56,29,crlocdyqyb1fdhck54qxs65rl,1,78.2,-0.8,2025-05-02T18:17:48.034Z,2025-05-02T19:19:55Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694615321,347,,5694615379,233,611,5694615319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840163,611,5,2,56,29,4q0b35m26thti4c2on9a3npk0,0,21.8,100.8,2025-05-02T18:17:48.034Z,2025-05-02T19:19:56Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694612065,347,,5694612061,56,Back,5694615481,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840885,423,1,2,56,58,crlocdyqyb1fdhck54qxs65rl,1,88.1,0.0,2025-05-02T18:18:17.153Z,2025-05-02T18:18:21Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694615841,213,1.67,5694615835,141,42.4,5694615833,140,85.4,5694615827,56,Center,5694615845,1,,5694615825,107,,5694615837,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840905,424,44,2,57,2,crlocdyqyb1fdhck54qxs65rl,1,85.6,38.2,2025-05-02T18:18:21.441Z,2025-05-02T18:18:26Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694615945,286,,5694615985,233,612,5694615943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808840901,612,44,2,57,2,4q0b35m26thti4c2on9a3npk0,0,14.4,61.8,2025-05-02T18:18:21.442Z,2025-05-02T18:18:25Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694616009,233,424,5694615907,56,Back,5694615909,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841007,425,1,2,57,3,crlocdyqyb1fdhck54qxs65rl,0,85.4,42.4,2025-05-02T18:18:21.833Z,2025-05-02T20:16:48Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694616489,213,6.20,5694616479,3,,5694616485,141,41.0,5694616487,212,10.9,5694616483,140,95.7,5694616481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841163,614,1,2,57,6,4q0b35m26thti4c2on9a3npk0,1,6.1,57.9,2025-05-02T18:18:25.139Z,2025-05-02T18:18:33Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694617313,140,70.2,5694617315,141,13.3,5694617309,199,,5694617317,212,73.8,5694617311,56,Right,5694617319,213,5.86,5694617321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841145,426,83,2,57,14,crlocdyqyb1fdhck54qxs65rl,0,26.5,92.6,2025-05-02T18:18:33.001Z,2025-05-02T18:18:36Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694617539,399,3iolpwrv18gtlyse7ih3nt91w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841191,615,1,2,57,14,4q0b35m26thti4c2on9a3npk0,1,71.6,8.8,2025-05-02T18:18:33.602Z,2025-05-02T18:18:35Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,5694617465,141,14.6,5694617461,56,Right,5694617467,212,5.6,5694617463,140,67.8,5694617469,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841301,616,1,2,57,17,4q0b35m26thti4c2on9a3npk0,1,70.4,14.5,2025-05-02T18:18:36.746Z,2025-05-02T18:18:40Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694618079,56,Center,5694618085,212,13.3,5694618087,213,2.13,5694618083,141,31.1,5694618081,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841365,617,1,2,57,21,4q0b35m26thti4c2on9a3npk0,0,67.6,30.8,2025-05-02T18:18:39.922Z,2025-05-02T18:18:42Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694618405,141,0.0,5694618407,212,30.2,5694618401,140,87.5,5694618409,213,5.48,5694618399,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841507,427,5,2,57,23,crlocdyqyb1fdhck54qxs65rl,1,14.9,101.5,2025-05-02T18:18:42.206Z,2025-05-02T19:19:56Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694619257,233,618,5694619165,347,,5694619163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841379,618,5,2,57,23,4q0b35m26thti4c2on9a3npk0,0,85.1,-1.5,2025-05-02T18:18:42.206Z,2025-05-02T19:19:57Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694619291,233,427,5694618459,56,Right,5694618461,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841853,428,1,2,57,41,crlocdyqyb1fdhck54qxs65rl,1,24.2,100.0,2025-05-02T18:19:00.648Z,2025-05-02T18:22:43Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694620901,141,89.7,5694620895,107,,5694620899,140,32.3,5694620905,213,5.54,5694620903,212,11.6,5694620897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808846917,447,1,2,57,42,crlocdyqyb1fdhck54qxs65rl,1,27.9,86.1,2025-05-02T18:19:01.478Z,2025-05-02T19:02:49Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694669505,212,4.4,5694669499,56,Back,5694902289,156,,5694669503,141,88.7,5694669507,213,2.72,5694669501,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808846927,448,1,2,57,43,crlocdyqyb1fdhck54qxs65rl,0,19.9,92.4,2025-05-02T18:19:01.861Z,2025-05-02T18:26:30Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694670389,233,619,5694670357,140,24.4,5694670397,286,,5694670365,1,,5694670363,213,5.84,5694670385,236,,5694670353,157,,5694670355,56,Back,5694670361,212,5.2,5694670359,141,,,,,,89.1,,,,,,,,,,,,,,,,
2808841957,619,74,2,57,43,4q0b35m26thti4c2on9a3npk0,1,85.3,8.0,2025-05-02T18:19:01.862Z,2025-05-02T19:19:29Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694641717,56,Right,5694670445,233,448,5694641719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808841877,429,1,2,57,44,crlocdyqyb1fdhck54qxs65rl,0,10.1,88.1,2025-05-02T18:19:03.313Z,2025-05-02T19:04:10Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694621033,56,Back,5694621035,140,38.5,5694621041,213,5.99,5694621037,141,74.8,5694621031,155,,5694621039,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808893841,690,1,2,57,45,crlocdyqyb1fdhck54qxs65rl,1,44.8,71.4,2025-05-02T18:19:03.796Z,2025-05-02T19:03:30Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694905999,3,,5694906005,141,58.5,5694906001,56,Back,5694906007,212,8.8,5694906003,140,44.8,5694906009,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808846065,636,45,2,57,48,4q0b35m26thti4c2on9a3npk0,0,67.0,33.8,2025-05-02T18:19:06.796Z,2025-05-02T19:04:08Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694909619,233,691,5694645099,56,Center,5694909749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808894457,691,3,2,57,48,crlocdyqyb1fdhck54qxs65rl,1,33.0,66.2,2025-05-02T18:19:06.796Z,2025-05-02T19:04:08Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694909571,233,636,5694909541,56,Back,5694909825,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842061,430,1,2,57,51,crlocdyqyb1fdhck54qxs65rl,1,33.8,57.9,2025-05-02T18:19:10.024Z,2025-05-02T18:19:11Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694622003,141,16.5,5694622007,213,5.25,5694622001,140,49.8,5694622005,212,32.8,5694621999,56,Back,5694622009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842139,431,1,2,57,52,crlocdyqyb1fdhck54qxs65rl,1,49.8,16.5,2025-05-02T18:19:11.304Z,2025-05-02T18:19:28Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,1.0,5694624307,210,15,5694622383,212,37.1,5694622389,1,,5694622379,140,83.6,5694622377,56,Center,5694622387,213,0.30,5694622381,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842153,432,15,2,57,55,crlocdyqyb1fdhck54qxs65rl,1,79.4,36.0,2025-05-02T18:19:14.304Z,2025-05-02T18:19:29Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,5694624349,102,48.2,5694624353,103,19,5694624367,230,98.1,5694623555,20,,5694623559,82,,5694624339,29,,5694622453,18,,5694624369,231,48.4,5694624463,233,620,5694624341,55,5694622451,22,,5694622457,56,431,Center,5694624357,215,,5694624337,78,,5694624363,146,5694624365,147,38.6,,,,83.8
2808842149,620,10,2,57,55,4q0b35m26thti4c2on9a3npk0,1,16.2,61.4,2025-05-02T18:19:14.404Z,2025-05-02T18:19:29Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694622425,94,,5694624487,233,432,5694622427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842335,433,5,2,57,57,crlocdyqyb1fdhck54qxs65rl,1,85.0,-0.8,2025-05-02T18:19:15.883Z,2025-05-02T19:19:57Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,5694623517,56,Right,5694623581,233,621,5694623519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842183,621,5,2,57,57,4q0b35m26thti4c2on9a3npk0,0,15.0,100.8,2025-05-02T18:19:15.883Z,2025-05-02T19:19:57Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694622665,347,,5694622663,56,Back,5694623605,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843017,434,1,2,58,29,crlocdyqyb1fdhck54qxs65rl,0,86.7,0.0,2025-05-02T18:19:48.663Z,2025-05-02T19:06:14Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694627079,140,91.4,5694925609,1,,5694627081,141,37.1,5694627083,212,26.4,5694627077,56,Center,5694925607,107,,5694627085,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808842989,622,44,2,58,30,4q0b35m26thti4c2on9a3npk0,1,15.5,62.4,2025-05-02T18:19:49.014Z,2025-05-02T18:22:38Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694626947,285,,5694626945,56,Back,5694627605,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843041,435,44,2,58,30,crlocdyqyb1fdhck54qxs65rl,0,84.5,37.6,2025-05-02T18:19:49.015Z,2025-05-02T18:19:54Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694627177,286,,5694627173,56,Center,5694627459,233,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843001,623,12,2,58,30,4q0b35m26thti4c2on9a3npk0,1,17.8,62.2,2025-05-02T18:19:49.355Z,2025-05-02T18:20:08Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694626991,212,14.1,5694626985,56,Back,5694626989,141,82.8,5694626987,140,19.3,5694627139,15,,5694626993,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843161,436,1,2,58,34,crlocdyqyb1fdhck54qxs65rl,1,90.3,11.4,2025-05-02T18:19:53.599Z,2025-05-02T18:19:56Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694627785,140,96.2,5694627791,213,1.05,5694627783,56,Center,5694627787,141,27.4,5694627789,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843185,437,1,2,58,37,crlocdyqyb1fdhck54qxs65rl,0,96.8,27.3,2025-05-02T18:19:55.951Z,2025-05-02T18:19:57Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694627905,141,33.3,5694627903,140,95.7,5694627989,286,,5694627985,233,624,5694627983,236,,5694627907,212,4.2,5694627901,56,Center,5694627909,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843177,624,74,2,58,37,4q0b35m26thti4c2on9a3npk0,1,4.2,68.2,2025-05-02T18:19:55.952Z,2025-05-02T18:19:58Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694627859,285,,5694628019,233,437,5694627857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843197,625,43,2,58,38,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-02T18:19:57.379Z,2025-05-02T18:22:48Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694647705,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843223,626,12,2,58,39,4q0b35m26thti4c2on9a3npk0,1,7.4,68.6,2025-05-02T18:19:58.388Z,2025-05-02T18:22:50Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694628169,141,85.1,5694628173,213,0.16,5694628171,212,68.9,5694628165,56,Left,5694628167,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843297,438,1,2,58,43,crlocdyqyb1fdhck54qxs65rl,1,54.2,49.7,2025-05-02T18:20:02.288Z,2025-05-02T18:20:03Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694628613,140,71.0,5694628617,212,23.7,5694628611,56,Center,5694628615,141,26.4,5694628619,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843353,439,1,2,58,44,crlocdyqyb1fdhck54qxs65rl,1,71.0,26.4,2025-05-02T18:20:03.599Z,2025-05-02T18:20:06Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694628991,141,7.9,5694628985,56,Right,5694628995,212,17.7,5694628989,140,82.9,5694628999,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808843407,440,1,2,58,47,crlocdyqyb1fdhck54qxs65rl,1,82.1,9.2,2025-05-02T18:20:06.568Z,2025-05-02T18:20:09Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694629279,213,2.62,5694629275,141,20.7,5694629277,212,15.6,5694629273,140,69.2,5694629271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
