id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818940535,491,5,2,54,3,doohk95o6e8pkqah8vkop51dg,0,41.0,-1.2,2025-05-25T16:14:25.617Z,2025-05-25T17:34:28Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5750358169,56,Back,5750358627,233,610,5750358171,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940587,610,5,2,54,3,80hgdmpkvdrhw1ge9nks2kxvy,1,59.0,101.2,2025-05-25T16:14:25.617Z,2025-05-25T17:34:27Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750358463,347,,5750358461,56,Left,5750358619,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940729,611,1,2,54,11,80hgdmpkvdrhw1ge9nks2kxvy,1,66.8,100.0,2025-05-25T16:14:33.889Z,2025-05-25T16:14:37Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750359291,213,5.31,5750359281,107,,5750359287,141,87.1,5750359283,56,Left,5750359285,140,73.3,5750359289,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940741,612,1,2,54,15,80hgdmpkvdrhw1ge9nks2kxvy,1,75.8,91.2,2025-05-25T16:14:37.432Z,2025-05-25T16:14:38Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750359379,213,4.65,5750359371,56,Center,5750359373,140,75.2,5750359377,212,10.3,5750359375,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940801,613,1,2,54,16,80hgdmpkvdrhw1ge9nks2kxvy,1,75.8,77.3,2025-05-25T16:14:38.537Z,2025-05-25T16:14:42Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750359789,212,14.9,5750359791,213,0.38,5750359781,56,Left,5750359785,140,89.0,5750359787,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940837,614,1,2,54,20,80hgdmpkvdrhw1ge9nks2kxvy,1,91.6,86.6,2025-05-25T16:14:42.210Z,2025-05-25T16:14:43Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750359991,56,Left,5750359997,141,91.8,5750360001,212,5.9,5750359995,140,87.1,5750360005,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940885,615,1,2,54,21,80hgdmpkvdrhw1ge9nks2kxvy,1,90.4,92.1,2025-05-25T16:14:43.752Z,2025-05-25T16:14:46Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750360289,213,5.11,5750360281,56,Left,5750360285,141,83.3,5750360287,212,6.5,5750360283,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940903,616,3,2,54,23,80hgdmpkvdrhw1ge9nks2kxvy,0,89.3,84.8,2025-05-25T16:14:45.856Z,2025-05-25T17:33:43Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750360451,233,492,5750360333,56,Left,5750360335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940897,492,7,2,54,23,doohk95o6e8pkqah8vkop51dg,1,10.7,15.2,2025-05-25T16:14:45.857Z,2025-05-25T17:33:42Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750360323,285,,5750360409,233,616,5750360321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940951,494,1,2,54,26,doohk95o6e8pkqah8vkop51dg,1,13.9,14.5,2025-05-25T16:14:48.225Z,2025-05-25T16:14:49Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750360625,213,3.73,5750360619,140,8.2,5750360617,56,Back,5750360621,141,8.6,5750360623,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940931,617,83,2,54,26,80hgdmpkvdrhw1ge9nks2kxvy,0,80.6,81.8,2025-05-25T16:14:48.368Z,2025-05-25T16:14:50Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750360761,399,30ojg24sppf8bzngafnd4neg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818940965,495,1,2,54,27,doohk95o6e8pkqah8vkop51dg,1,8.2,8.6,2025-05-25T16:14:49.650Z,2025-05-25T16:14:51Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750360729,140,19.4,5750360727,56,Back,5750360737,213,6.09,5750360735,212,12.0,5750360731,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941015,496,1,2,54,29,doohk95o6e8pkqah8vkop51dg,1,19.8,6.5,2025-05-25T16:14:51.481Z,2025-05-25T16:14:53Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5750361019,56,Back,5750361021,140,21.6,5750361025,212,4.8,5750361027,213,1.17,5750361023,141,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941047,497,1,2,54,30,doohk95o6e8pkqah8vkop51dg,1,21.6,13.0,2025-05-25T16:14:52.817Z,2025-05-25T16:14:54Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750361195,141,16.7,5750361189,140,31.4,5750361199,212,10.6,5750361183,56,Back,5750361203,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941057,498,61,2,54,32,doohk95o6e8pkqah8vkop51dg,0,31.4,16.7,2025-05-25T16:14:54.489Z,2025-05-25T16:14:58Z,xctg7y5ks41cjjnerqkia38p,S. Guðjohnsen,,,5750361241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941171,619,1,2,54,35,80hgdmpkvdrhw1ge9nks2kxvy,1,46.6,70.2,2025-05-25T16:14:57.384Z,2025-05-25T16:15:02Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5750361981,140,20.0,5750361985,212,29.3,5750361987,213,3.45,5750361983,141,57.0,5750361979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941213,620,1,2,54,39,80hgdmpkvdrhw1ge9nks2kxvy,1,23.8,59.7,2025-05-25T16:15:01.896Z,2025-05-25T16:15:04Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750362193,212,13.0,5750362191,141,76.4,5750362187,56,Back,5750362195,213,1.06,5750362189,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941301,621,1,2,54,41,80hgdmpkvdrhw1ge9nks2kxvy,1,33.4,79.9,2025-05-25T16:15:03.929Z,2025-05-25T16:15:09Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750362719,212,24.1,5750362721,213,6.03,5750362715,140,55.6,5750362717,141,71.1,5750362713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941317,622,61,2,54,47,80hgdmpkvdrhw1ge9nks2kxvy,0,47.7,71.8,2025-05-25T16:15:09.208Z,2025-05-25T16:27:47Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750362813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941323,499,1,2,54,48,doohk95o6e8pkqah8vkop51dg,0,54.7,26.6,2025-05-25T16:15:10.145Z,2025-05-25T18:26:14Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750438345,286,,5750437777,141,29.1,5750438339,236,,5750438341,233,623,5750437775,140,57.6,5750437779,212,3.5,5750437781,213,0.51,5750362855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941325,623,74,2,54,48,80hgdmpkvdrhw1ge9nks2kxvy,1,41.4,65.7,2025-05-25T16:15:10.146Z,2025-05-25T18:26:28Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750362863,56,Back,5750438313,285,,5750438363,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818955199,654,61,2,54,49,doohk95o6e8pkqah8vkop51dg,1,56.0,37.4,2025-05-25T16:15:11.151Z,2025-05-25T16:29:55Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750448369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818955753,732,61,2,54,49,80hgdmpkvdrhw1ge9nks2kxvy,1,43.4,61.7,2025-05-25T16:15:11.650Z,2025-05-25T16:30:40Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750453267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818955251,655,61,2,54,50,doohk95o6e8pkqah8vkop51dg,1,56.1,33.6,2025-05-25T16:15:12.058Z,2025-05-25T16:31:15Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750457709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941391,624,1,2,54,50,80hgdmpkvdrhw1ge9nks2kxvy,1,42.9,64.2,2025-05-25T16:15:12.784Z,2025-05-25T16:31:00Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750363275,56,Back,5750363279,141,32.7,5750363281,212,21.6,5750363283,213,4.84,5750363277,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941433,625,1,2,54,54,80hgdmpkvdrhw1ge9nks2kxvy,1,63.4,26.2,2025-05-25T16:15:16.856Z,2025-05-25T16:15:20Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5750363479,140,77.2,5750363483,212,18.2,5750363481,141,10.0,5750363477,56,Right,5750363485,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941455,626,1,2,54,57,80hgdmpkvdrhw1ge9nks2kxvy,1,71.9,11.9,2025-05-25T16:15:19.928Z,2025-05-25T16:15:21Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5750363555,140,84.1,5750363561,213,0.85,5750363559,212,19.4,5750363553,56,Center,5750363557,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941485,627,1,2,54,59,80hgdmpkvdrhw1ge9nks2kxvy,0,80.9,33.9,2025-05-25T16:15:21.536Z,2025-05-25T16:15:22Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5750363777,56,Center,5750363789,213,0.07,5750363785,212,8.9,5750363783,141,34.8,5750363779,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941649,501,1,2,55,5,doohk95o6e8pkqah8vkop51dg,0,26.0,92.7,2025-05-25T16:15:27.184Z,2025-05-25T16:15:29Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750364589,1,,5750364577,56,Left,5750364573,157,,5750364585,212,45.3,5750364583,141,92.0,5750364587,213,6.27,5750364581,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941841,629,1,2,55,11,80hgdmpkvdrhw1ge9nks2kxvy,1,42.8,10.7,2025-05-25T16:15:33.009Z,2025-05-25T16:15:43Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750365809,212,41.2,5750365811,213,1.89,5750365805,140,30.3,5750365813,1,,5750365807,141,68.2,5750365803,56,Back,5750365801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941967,630,1,2,55,20,80hgdmpkvdrhw1ge9nks2kxvy,1,34.5,81.2,2025-05-25T16:15:42.745Z,2025-05-25T16:15:51Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750366611,141,83.9,5750366613,212,34.7,5750366617,1,,5750366603,56,Left,5750366607,140,67.5,5750366615,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818941989,631,1,2,55,28,80hgdmpkvdrhw1ge9nks2kxvy,1,80.2,93.3,2025-05-25T16:15:50.801Z,2025-05-25T16:15:51Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750366725,213,4.72,5750366719,140,80.3,5750366723,212,11.5,5750366721,141,76.4,5750366717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942013,632,1,2,55,29,80hgdmpkvdrhw1ge9nks2kxvy,1,80.3,76.4,2025-05-25T16:15:51.697Z,2025-05-25T16:15:53Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750366849,141,91.1,5750366845,140,76.1,5750366857,213,1.99,5750366853,212,10.9,5750366841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942035,633,1,2,55,31,80hgdmpkvdrhw1ge9nks2kxvy,1,77.3,92.7,2025-05-25T16:15:53.360Z,2025-05-25T16:15:55Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750366985,56,Center,5750366989,141,74.2,5750366993,213,3.81,5750366991,212,20.2,5750366987,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942083,634,1,2,55,33,80hgdmpkvdrhw1ge9nks2kxvy,1,66.1,77.2,2025-05-25T16:15:55.401Z,2025-05-25T16:15:58Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750367269,56,Center,5750367281,213,4.16,5750367277,212,10.8,5750367273,141,63.7,5750367271,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942137,635,1,2,55,35,80hgdmpkvdrhw1ge9nks2kxvy,1,59.3,62.7,2025-05-25T16:15:57.968Z,2025-05-25T16:16:01Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5750367615,212,10.6,5750367617,213,0.57,5750367613,141,71.2,5750367607,56,Center,5750367611,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942191,636,1,2,55,38,80hgdmpkvdrhw1ge9nks2kxvy,1,66.4,73.0,2025-05-25T16:16:00.881Z,2025-05-25T16:16:03Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750367909,155,,5750367911,56,Left,5750367913,140,93.8,5750367917,212,29.9,5750367919,213,0.28,5750367915,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942223,637,1,2,55,41,80hgdmpkvdrhw1ge9nks2kxvy,1,96.3,87.1,2025-05-25T16:16:03.744Z,2025-05-25T16:16:06Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750368071,213,3.78,5750368065,140,78.7,5750368067,141,67.0,5750368063,56,Center,5750368069,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942277,638,1,2,55,44,80hgdmpkvdrhw1ge9nks2kxvy,1,81.5,74.4,2025-05-25T16:16:06.113Z,2025-05-25T16:16:09Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750368359,212,6.7,5750368355,140,85.2,5750368361,213,5.33,5750368357,141,66.4,5750368353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942269,502,83,2,55,46,doohk95o6e8pkqah8vkop51dg,0,18.2,34.4,2025-05-25T16:16:08.409Z,2025-05-25T16:16:13Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750368913,399,5mvddfxv6aqzohz87gopwl990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942345,639,1,2,55,46,80hgdmpkvdrhw1ge9nks2kxvy,1,86.5,66.7,2025-05-25T16:16:08.792Z,2025-05-25T16:16:11Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750368697,141,85.4,5750368693,56,Left,5750368699,212,15.4,5750368701,213,0.98,5750368695,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942373,640,1,2,55,49,80hgdmpkvdrhw1ge9nks2kxvy,1,96.6,85.6,2025-05-25T16:16:11.688Z,2025-05-25T16:16:12Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750368873,140,91.7,5750368877,212,18.0,5750368875,141,60.2,5750368871,56,Center,5750368879,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942407,641,50,2,55,51,80hgdmpkvdrhw1ge9nks2kxvy,1,91.1,60.0,2025-05-25T16:16:13.439Z,2025-05-25T16:16:20Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750369803,233,503,5750369075,56,Center,5750369077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942431,503,7,2,55,51,doohk95o6e8pkqah8vkop51dg,1,8.9,40.0,2025-05-25T16:16:13.440Z,2025-05-25T17:33:43Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750369203,285,,5750369201,56,Back,5750369761,233,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942551,505,1,2,55,55,doohk95o6e8pkqah8vkop51dg,0,9.1,31.6,2025-05-25T16:16:17.304Z,2025-05-25T16:16:20Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750369869,140,48.0,5750369871,141,21.1,5750369865,157,,5750369873,212,41.5,5750369877,1,,5750369867,56,Back,5750369875,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942667,643,1,2,56,1,80hgdmpkvdrhw1ge9nks2kxvy,1,55.9,74.1,2025-05-25T16:16:23.888Z,2025-05-25T16:16:27Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750370503,56,Center,5750370507,140,62.0,5750370511,212,9.4,5750370513,213,5.46,5750370509,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942699,644,1,2,56,5,80hgdmpkvdrhw1ge9nks2kxvy,1,67.5,62.4,2025-05-25T16:16:27.113Z,2025-05-25T16:16:29Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5750370649,56,Center,5750370651,140,80.2,5750370653,141,58.1,5750370657,213,6.07,5750370655,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942757,645,1,2,56,6,80hgdmpkvdrhw1ge9nks2kxvy,1,80.2,58.1,2025-05-25T16:16:28.777Z,2025-05-25T16:16:32Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750371017,141,64.6,5750371013,56,Center,5750371023,213,2.78,5750371015,140,68.9,5750371019,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942809,646,1,2,56,9,80hgdmpkvdrhw1ge9nks2kxvy,1,71.4,65.8,2025-05-25T16:16:31.816Z,2025-05-25T16:19:20Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5750371319,213,0.96,5750371307,56,Left,5750371309,140,83.5,5750371311,141,92.4,5750371317,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942835,647,43,2,56,13,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-25T16:16:35.384Z,2025-05-25T16:19:17Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750371427,56,Left,5750388039,144,1,5750371433,212,30.6,5750371431,141,85.6,5750371429,140,91.4,5750371435,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942857,648,1,2,56,14,80hgdmpkvdrhw1ge9nks2kxvy,1,91.4,85.6,2025-05-25T16:16:36.640Z,2025-05-25T16:19:27Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750371539,141,85.6,5750371535,56,Left,5750371537,140,76.1,5750371541,212,16.1,5750371543,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942915,649,1,2,56,16,80hgdmpkvdrhw1ge9nks2kxvy,1,76.1,85.6,2025-05-25T16:16:38.328Z,2025-05-25T16:16:41Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750371895,212,17.6,5750371897,213,0.19,5750371893,141,90.6,5750371891,140,92.5,5750371889,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818942989,650,1,2,56,19,80hgdmpkvdrhw1ge9nks2kxvy,1,97.3,91.0,2025-05-25T16:16:41.025Z,2025-05-25T17:44:02Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750372307,155,,5750372321,212,23.8,5750372317,141,56.6,5750372313,140,93.2,5750372323,213,4.53,5750372311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943005,651,1,2,56,20,80hgdmpkvdrhw1ge9nks2kxvy,0,80.5,42.1,2025-05-25T16:16:42.136Z,2025-05-25T16:32:54Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750372397,140,95.5,5750372399,141,53.0,5750372401,212,17.4,5750372395,56,Center,5750471189,155,,5750372403,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943049,507,1,2,56,25,doohk95o6e8pkqah8vkop51dg,0,13.3,44.8,2025-05-25T16:16:47.008Z,2025-05-25T16:16:48Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5750372653,213,0.05,5750372651,212,17.6,5750372645,56,Back,5750372647,140,30.0,5750372639,123,,5750372649,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943061,652,8,2,56,27,80hgdmpkvdrhw1ge9nks2kxvy,1,76.2,63.1,2025-05-25T16:16:49.273Z,2025-05-25T16:33:59Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750372711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943219,508,1,2,56,28,doohk95o6e8pkqah8vkop51dg,1,23.7,39.7,2025-05-25T16:16:50.591Z,2025-05-25T16:16:57Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750373599,213,4.83,5750373593,140,26.1,5750373597,212,21.5,5750373595,141,8.3,5750373591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943275,509,1,2,56,36,doohk95o6e8pkqah8vkop51dg,1,29.6,8.6,2025-05-25T16:16:58.120Z,2025-05-25T16:17:00Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750373889,140,24.8,5750373895,212,20.0,5750373897,213,1.83,5750373893,141,37.0,5750373885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943285,510,1,2,56,37,doohk95o6e8pkqah8vkop51dg,1,24.8,37.0,2025-05-25T16:16:59.799Z,2025-05-25T16:17:01Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5750373959,213,4.91,5750373955,141,16.9,5750373957,212,13.9,5750373953,140,27.4,5750373951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943321,511,1,2,56,39,doohk95o6e8pkqah8vkop51dg,1,27.4,16.9,2025-05-25T16:17:01.031Z,2025-05-25T16:17:03Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750374153,141,7.4,5750374157,213,4.71,5750374155,212,6.5,5750374151,140,27.4,5750374149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943353,512,1,2,56,40,doohk95o6e8pkqah8vkop51dg,1,27.4,7.4,2025-05-25T16:17:02.846Z,2025-05-25T16:17:04Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750374311,56,Back,5750374317,212,6.6,5750374313,140,28.9,5750374319,213,1.33,5750374315,141,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943397,653,83,2,56,44,80hgdmpkvdrhw1ge9nks2kxvy,0,66.5,76.7,2025-05-25T16:17:06.240Z,2025-05-25T16:17:11Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750375015,399,44t0ew97eyl8ww00sgusx00a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943473,513,1,2,56,45,doohk95o6e8pkqah8vkop51dg,1,33.5,18.2,2025-05-25T16:17:07.975Z,2025-05-25T16:17:09Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750374907,140,23.5,5750374909,141,34.4,5750374911,212,15.2,5750374905,56,Back,5750374913,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943491,514,1,2,56,47,doohk95o6e8pkqah8vkop51dg,1,23.5,34.4,2025-05-25T16:17:09.526Z,2025-05-25T16:17:14Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5750375005,141,68.0,5750375009,213,1.36,5750375003,140,28.1,5750375007,212,23.4,5750375001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943611,515,1,2,56,51,doohk95o6e8pkqah8vkop51dg,1,28.1,68.0,2025-05-25T16:17:13.783Z,2025-05-25T16:17:19Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5750375687,56,Back,5750375691,140,34.0,5750375707,213,5.23,5750375697,141,52.1,5750375703,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818943649,516,1,2,56,56,doohk95o6e8pkqah8vkop51dg,1,33.0,50.4,2025-05-25T16:17:18.903Z,2025-05-25T16:17:21Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750375907,140,33.5,5750375909,141,68.3,5750375913,213,1.53,5750375905,56,Back,5750375911,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
