id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/value
2813643303,356,17,1,42,12,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-11T15:43:45.694Z,2025-05-11T17:49:59Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5720964287,13,243,5720964289,485,,5721589965,393,,5720964283,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813643841,458,1,1,42,49,doohk95o6e8pkqah8vkop51dg,1,53.3,73.8,2025-05-11T15:44:22.879Z,2025-05-11T15:44:24Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720966831,212,13.6,5720966823,140,58.5,5720966817,5,,5720966825,141,92.1,5720966833,213,1.16,5720966821,56,Left,5720966819,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813643859,459,1,1,42,50,doohk95o6e8pkqah8vkop51dg,1,58.5,92.1,2025-05-11T15:44:23.806Z,2025-05-11T15:44:25Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720966927,213,4.32,5720966919,56,Center,5720966925,212,11.8,5720966923,141,76.1,5720966921,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813643893,460,1,1,42,52,doohk95o6e8pkqah8vkop51dg,1,54.1,75.8,2025-05-11T15:44:25.407Z,2025-05-11T15:44:27Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720967105,56,Back,5720967109,141,74.7,5720967111,212,12.5,5720967113,213,3.20,5720967107,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813643937,461,1,1,42,54,doohk95o6e8pkqah8vkop51dg,1,42.2,74.7,2025-05-11T15:44:27.303Z,2025-05-11T15:44:29Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720967347,141,95.9,5720967339,56,Left,5720967343,140,54.4,5720967353,213,0.84,5720967351,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813643977,462,1,1,42,56,doohk95o6e8pkqah8vkop51dg,1,54.4,95.9,2025-05-11T15:44:29.606Z,2025-05-11T15:44:32Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720967525,213,3.90,5720967509,56,Back,5720967511,140,46.0,5720967513,141,83.6,5720967515,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644081,463,1,1,42,58,doohk95o6e8pkqah8vkop51dg,1,44.0,74.0,2025-05-11T15:44:32.185Z,2025-05-11T15:44:37Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720968059,140,45.3,5720968061,141,63.6,5720968063,212,7.2,5720968065,213,4.90,5720968057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644113,464,1,1,43,4,doohk95o6e8pkqah8vkop51dg,1,53.2,46.3,2025-05-11T15:44:37.510Z,2025-05-11T15:44:39Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720968239,213,5.24,5720968233,140,64.2,5720968237,212,22.9,5720968235,141,17.2,5720968231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644185,465,1,1,43,6,doohk95o6e8pkqah8vkop51dg,1,65.2,15.1,2025-05-11T15:44:39.446Z,2025-05-11T15:44:46Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720968763,212,16.2,5720968761,141,5.6,5720968757,56,Right,5720968765,213,5.87,5720968759,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644235,466,1,1,43,12,doohk95o6e8pkqah8vkop51dg,1,73.0,28.1,2025-05-11T15:44:46.063Z,2025-05-11T15:44:49Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5720969117,212,11.0,5720969119,213,6.28,5720969115,141,28.0,5720969113,140,83.5,5720969111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644261,467,1,1,43,16,doohk95o6e8pkqah8vkop51dg,1,83.9,24.4,2025-05-11T15:44:49.599Z,2025-05-11T15:44:51Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5720969249,212,12.7,5720969243,56,Right,5720969251,213,3.33,5720969247,141,20.9,5720969245,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644321,468,1,1,43,17,doohk95o6e8pkqah8vkop51dg,1,72.0,19.3,2025-05-11T15:44:51.078Z,2025-05-11T15:44:54Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720969545,56,Right,5720969553,141,7.0,5720969561,213,5.76,5720969549,140,85.8,5720969557,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644357,469,1,1,43,20,doohk95o6e8pkqah8vkop51dg,1,81.4,7.0,2025-05-11T15:44:54.183Z,2025-05-11T15:44:56Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720969743,213,2.83,5720969737,140,74.1,5720969741,212,8.0,5720969739,141,10.6,5720969735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644401,470,1,1,43,22,doohk95o6e8pkqah8vkop51dg,1,73.2,10.6,2025-05-11T15:44:56.167Z,2025-05-11T15:44:59Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720969955,140,60.8,5720969957,141,13.4,5720969963,213,3.00,5720969953,56,Right,5720969959,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644439,471,1,1,43,25,doohk95o6e8pkqah8vkop51dg,1,60.9,13.4,2025-05-11T15:44:59.143Z,2025-05-11T15:45:01Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720970147,213,0.34,5720970143,141,20.8,5720970141,140,74.4,5720970145,212,15.0,5720970139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644447,472,1,1,43,28,doohk95o6e8pkqah8vkop51dg,1,74.4,20.8,2025-05-11T15:45:01.310Z,2025-05-11T15:45:02Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720970195,212,12.8,5720970191,140,62.3,5720970197,213,3.29,5720970193,141,18.1,5720970189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644485,473,1,1,43,28,doohk95o6e8pkqah8vkop51dg,1,62.3,18.1,2025-05-11T15:45:02.030Z,2025-05-11T15:45:03Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720970347,141,16.1,5720970353,213,6.13,5720970345,140,70.5,5720970343,56,Right,5720970351,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644503,474,1,1,43,30,doohk95o6e8pkqah8vkop51dg,1,70.5,16.1,2025-05-11T15:45:03.414Z,2025-05-11T15:45:04Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720970457,141,18.5,5720970455,140,70.6,5720970461,213,1.51,5720970459,212,1.6,5720970453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644561,475,1,1,43,31,doohk95o6e8pkqah8vkop51dg,1,69.4,19.1,2025-05-11T15:45:04.670Z,2025-05-11T15:45:09Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720970861,1,,5720970859,213,1.92,5720970853,140,58.2,5720970857,212,34.2,5720970851,56,Center,5720970855,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644639,476,1,1,43,35,doohk95o6e8pkqah8vkop51dg,1,67.6,71.1,2025-05-11T15:45:09.070Z,2025-05-11T15:45:14Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720971225,212,20.3,5720971221,140,78.1,5720971223,141,96.2,5720971227,213,1.00,5720971219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644679,477,1,1,43,41,doohk95o6e8pkqah8vkop51dg,1,77.5,93.3,2025-05-11T15:45:14.750Z,2025-05-11T15:45:18Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5720971457,140,69.5,5720971463,213,3.93,5720971455,56,Left,5720971461,212,11.9,5720971459,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644721,478,1,1,43,44,doohk95o6e8pkqah8vkop51dg,1,69.5,80.9,2025-05-11T15:45:18.030Z,2025-05-11T15:45:21Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720971739,141,74.4,5720971743,213,5.70,5720971741,212,8.0,5720971737,140,75.9,5720971735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644729,479,1,1,43,47,doohk95o6e8pkqah8vkop51dg,1,75.9,74.4,2025-05-11T15:45:21.062Z,2025-05-11T15:45:37Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720972811,156,,5720971787,213,3.49,5720971779,56,Center,5720971783,141,69.3,5720971781,140,66.7,5720971785,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644757,480,1,1,43,48,doohk95o6e8pkqah8vkop51dg,1,66.7,69.3,2025-05-11T15:45:21.638Z,2025-05-11T15:45:23Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720971975,140,65.2,5720971981,213,1.79,5720971977,141,79.7,5720971973,56,Left,5720971979,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644845,481,1,1,43,50,doohk95o6e8pkqah8vkop51dg,1,65.2,79.7,2025-05-11T15:45:23.390Z,2025-05-11T15:45:31Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720972549,141,88.1,5720972551,212,13.5,5720972547,140,76.8,5720972545,56,Left,5720972553,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813644863,482,1,1,43,58,doohk95o6e8pkqah8vkop51dg,1,74.3,80.3,2025-05-11T15:45:31.358Z,2025-05-11T15:47:28Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5720972623,56,Center,5720972631,213,5.58,5720972629,212,33.7,5720972625,140,98.7,5720972681,1,,5720972619,2,,5720972627,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813646549,491,1,1,44,0,doohk95o6e8pkqah8vkop51dg,0,84.8,61.2,2025-05-11T15:45:33.291Z,2025-05-11T15:47:25Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720981751,168,,5720981755,140,95.7,5720981749,3,,5720981763,213,5.70,5720981757,141,50.0,5720981753,56,Center,5720981759,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645023,359,1,1,44,9,crlocdyqyb1fdhck54qxs65rl,1,12.3,40.7,2025-05-11T15:45:42.342Z,2025-05-11T15:45:45Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720973469,141,28.5,5720973473,213,5.45,5720973463,123,,5720973467,140,19.5,5720973471,212,11.2,5720973465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645033,360,1,1,44,12,crlocdyqyb1fdhck54qxs65rl,1,14.6,28.9,2025-05-11T15:45:45.461Z,2025-05-11T15:45:46Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5720973533,56,Back,5720973541,213,0.24,5720973539,212,12.3,5720973535,140,26.0,5720973537,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645053,361,1,1,44,13,crlocdyqyb1fdhck54qxs65rl,1,26.2,35.1,2025-05-11T15:45:46.710Z,2025-05-11T15:45:48Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5720973645,140,15.4,5720973647,141,59.6,5720973651,213,2.17,5720973643,56,Back,5720973649,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645137,362,1,1,44,15,crlocdyqyb1fdhck54qxs65rl,1,18.3,62.1,2025-05-11T15:45:48.494Z,2025-05-11T15:45:53Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5720974131,213,1.36,5720974123,56,Back,5720974129,212,21.1,5720974125,140,22.5,5720974127,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645141,363,1,1,44,20,crlocdyqyb1fdhck54qxs65rl,0,22.5,92.4,2025-05-11T15:45:53.446Z,2025-05-11T15:45:54Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5720974195,56,Center,5720974203,141,70.9,5720974211,1,,5720974209,213,5.95,5720974207,212,44.4,5720974199,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645177,484,1,1,44,22,doohk95o6e8pkqah8vkop51dg,1,28.3,25.3,2025-05-11T15:45:55.726Z,2025-05-11T15:45:57Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720974365,56,Right,5720974373,213,6.03,5720974371,212,26.5,5720974369,141,15.4,5720974367,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645183,485,1,1,44,23,doohk95o6e8pkqah8vkop51dg,0,52.4,12.1,2025-05-11T15:45:57.082Z,2025-05-11T15:46:45Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720977995,141,17.2,5720974401,56,Right,5720978295,286,,5720978291,233,364,5720977997,212,3.6,5720977993,140,53.3,5720978289,236,,5720977999,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645549,364,74,1,44,23,crlocdyqyb1fdhck54qxs65rl,1,38.3,91.7,2025-05-11T15:45:57.083Z,2025-05-11T17:09:50Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5720976261,285,,5720978323,233,485,5720976259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645415,486,1,1,44,32,doohk95o6e8pkqah8vkop51dg,1,48.5,35.2,2025-05-11T15:46:05.884Z,2025-05-11T15:46:10Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5720975605,140,55.7,5720975601,56,Center,5720975609,141,38.9,5720975611,212,8.0,5720975613,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645465,487,1,1,44,36,doohk95o6e8pkqah8vkop51dg,1,58.5,64.7,2025-05-11T15:46:10.062Z,2025-05-11T15:46:13Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5720975827,140,60.6,5720975833,213,1.42,5720975825,56,Left,5720975829,141,86.7,5720975831,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645529,488,1,1,44,39,doohk95o6e8pkqah8vkop51dg,0,61.8,85.2,2025-05-11T15:46:13.150Z,2025-05-11T15:46:16Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720976137,212,49.6,5720976129,155,,5720976131,56,Center,5720976135,141,32.3,5720976141,1,,5720976139,213,5.47,5720976133,140,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645889,366,1,1,44,53,crlocdyqyb1fdhck54qxs65rl,1,11.6,58.2,2025-05-11T15:46:26.590Z,2025-05-11T15:46:40Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720978229,141,30.6,5720978235,213,5.23,5720978219,123,,5720978225,140,21.7,5720978233,212,21.6,5720978221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645915,489,70,1,44,59,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-11T15:46:32.291Z,2025-05-11T15:46:41Z,,,,,5720978385,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645947,367,30,1,45,7,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-11T15:46:40.297Z,2025-05-11T15:46:44Z,,,,,5720978563,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813645919,490,30,1,45,7,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-11T15:46:40.297Z,2025-05-11T15:46:42Z,,,,,5720978401,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656841,373,32,2,45,0,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-11T16:02:58.699Z,2025-05-11T16:03:01Z,,,,,5721039423,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656831,504,32,2,45,0,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-11T16:02:58.699Z,2025-05-11T16:02:58Z,,,,,5721039379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656873,505,1,2,45,0,doohk95o6e8pkqah8vkop51dg,1,50.2,49.9,2025-05-11T16:02:58.700Z,2025-05-11T17:12:44Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5721039563,56,Back,5721039573,279,S,5721039569,212,27.3,5721039565,140,24.7,5721039571,213,3.33,5721039567,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656945,506,1,2,45,4,doohk95o6e8pkqah8vkop51dg,1,25.5,47.8,2025-05-11T16:03:03.186Z,2025-05-11T16:03:07Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5721039973,140,73.6,5721039979,213,0.23,5721039969,157,,5721039971,56,Center,5721039975,141,65.4,5721039981,1,,5721039977,212,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656953,507,1,2,45,8,doohk95o6e8pkqah8vkop51dg,0,73.6,65.4,2025-05-11T16:03:06.865Z,2025-05-11T16:03:07Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5721040023,140,78.7,5721040021,56,Center,5721040025,141,42.4,5721040029,213,5.04,5721040019,3,,5721040027,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656979,374,1,2,45,9,crlocdyqyb1fdhck54qxs65rl,1,22.0,53.0,2025-05-11T16:03:08.593Z,2025-05-11T16:04:53Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5721040167,212,11.3,5721040169,213,6.05,5721040165,141,49.1,5721040161,56,Back,5721040163,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813656991,375,1,2,45,10,crlocdyqyb1fdhck54qxs65rl,1,34.9,49.9,2025-05-11T16:03:09.489Z,2025-05-11T17:07:00Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5721040223,141,46.6,5721040233,213,4.67,5721040221,140,34.8,5721040227,212,2.2,5721040219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657065,377,1,2,45,11,crlocdyqyb1fdhck54qxs65rl,0,19.5,51.7,2025-05-11T16:03:09.730Z,2025-05-11T17:06:44Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5721048553,212,29.3,5721048541,155,,5721048545,140,44.9,5721048543,56,Back,5721048551,141,69.5,5721048555,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666501,603,1,2,45,15,doohk95o6e8pkqah8vkop51dg,1,55.3,29.8,2025-05-11T16:03:14.022Z,2025-05-11T16:13:08Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5721091489,140,62.2,5721091493,212,14.2,5721091487,56,Center,5721091491,141,47.8,5721091495,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666663,604,1,2,45,16,doohk95o6e8pkqah8vkop51dg,1,62.5,38.5,2025-05-11T16:03:15.565Z,2025-05-11T16:13:18Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5721092447,141,84.5,5721092445,140,58.9,5721092449,212,31.5,5721092451,213,1.69,5721092443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657151,511,43,2,45,18,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-11T16:03:16.921Z,2025-05-11T16:14:12Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5721098125,144,1,5721041043,56,Left,5721041051,213,0.27,5721041049,212,20.7,5721041045,140,79.5,5721041047,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813666881,605,1,2,45,20,doohk95o6e8pkqah8vkop51dg,0,58.9,84.6,2025-05-11T16:03:19.118Z,2025-05-11T16:14:07Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5721093699,213,0.47,5721093697,212,24.9,5721093695,141,100.0,5721093693,140,80.1,5721093691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657159,512,43,2,45,21,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-11T16:03:19.953Z,2025-05-11T16:14:02Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5721097153,144,61,5721041087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657379,378,5,2,45,22,crlocdyqyb1fdhck54qxs65rl,1,18.2,-1.6,2025-05-11T16:03:21.172Z,2025-05-11T17:10:30Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5721042273,233,513,5721042237,56,Back,5721042239,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657183,513,5,2,45,22,doohk95o6e8pkqah8vkop51dg,0,81.8,101.6,2025-05-11T16:03:21.172Z,2025-05-11T17:10:31Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5721041201,347,,5721042281,233,378,5721041199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657405,379,1,2,45,36,crlocdyqyb1fdhck54qxs65rl,0,13.1,0.0,2025-05-11T16:03:35.177Z,2025-05-11T16:03:37Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5721042373,212,30.0,5721042369,140,39.5,5721042371,141,14.9,5721042375,213,0.39,5721042365,107,,5721042367,56,Back,5721042377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657435,514,1,2,45,39,doohk95o6e8pkqah8vkop51dg,1,57.6,88.2,2025-05-11T16:03:38.650Z,2025-05-11T16:03:40Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5721042567,213,3.27,5721042561,140,39.4,5721042563,141,84.5,5721042557,3,,5721042565,212,19.3,5721042559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657505,516,1,2,45,41,doohk95o6e8pkqah8vkop51dg,1,39.4,84.5,2025-05-11T16:03:39.904Z,2025-05-11T16:03:44Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5721042935,212,25.9,5721042931,140,20.7,5721042929,56,Back,5721042937,213,3.85,5721042933,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657537,517,1,2,45,45,doohk95o6e8pkqah8vkop51dg,1,21.1,57.5,2025-05-11T16:03:44.152Z,2025-05-11T16:03:47Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5721043115,141,73.4,5721043113,140,22.7,5721043111,56,Back,5721043117,212,10.9,5721043119,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657575,518,1,2,45,48,doohk95o6e8pkqah8vkop51dg,1,25.1,83.9,2025-05-11T16:03:47.376Z,2025-05-11T16:03:50Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5721043325,140,29.8,5721043327,141,73.2,5721043323,56,Back,5721043331,213,5.31,5721043329,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657611,519,1,2,45,51,doohk95o6e8pkqah8vkop51dg,1,25.0,73.5,2025-05-11T16:03:50.289Z,2025-05-11T16:03:54Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5721043647,213,3.67,5721043639,56,Back,5721043645,212,20.3,5721043641,140,8.3,5721043643,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657645,520,1,2,45,56,doohk95o6e8pkqah8vkop51dg,1,11.0,51.6,2025-05-11T16:03:54.769Z,2025-05-11T16:03:57Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5721043809,212,16.6,5721043811,213,6.20,5721043803,56,Back,5721043807,141,49.6,5721043805,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657745,521,1,2,45,59,doohk95o6e8pkqah8vkop51dg,1,29.3,41.9,2025-05-11T16:03:57.745Z,2025-05-11T16:04:03Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5721044345,56,Back,5721044353,213,5.48,5721044347,140,41.9,5721044351,212,19.1,5721044349,141,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657751,522,1,2,46,4,doohk95o6e8pkqah8vkop51dg,1,41.9,21.7,2025-05-11T16:04:03.416Z,2025-05-11T16:04:04Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5721044383,140,35.8,5721044389,213,2.91,5721044385,141,23.9,5721044381,56,Back,5721044387,212,6.6,5721044441,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657783,523,61,2,46,5,doohk95o6e8pkqah8vkop51dg,0,35.8,23.9,2025-05-11T16:04:03.736Z,2025-05-11T17:08:03Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5721044547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813657789,380,1,2,46,6,crlocdyqyb1fdhck54qxs65rl,0,61.7,77.5,2025-05-11T16:04:05.377Z,2025-05-11T16:04:06Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5721044571,56,Left,5721044575,140,73.5,5721044583,213,0.37,5721044581,212,13.3,5721044579,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
