id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820735059,383,4,1,44,48,eujf9nqky8c5jnahb2f76m86o,1,86.4,44.0,2025-06-01T15:50:21.154Z,2025-06-01T17:15:02Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5760631871,348,6yyum3rgz21z8aln67irm508a,5760415237,233,426,5760415233,265,,5760415229,56,Center,5760415225,9,,5760415231,152,,5760415227,13,,5760415235,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735039,426,4,1,44,48,btaf9fuj3xctycyjeqwereaow,0,13.6,56.0,2025-06-01T15:50:21.155Z,2025-06-01T15:50:44Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760415197,56,Back,5760415193,9,,5760415195,13,,5760415199,152,,5760415201,265,,5760415255,233,383,5760415203,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736155,399,70,1,44,59,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-01T15:50:32.031Z,2025-06-01T15:54:19Z,,,,,5760421121,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735473,384,16,1,45,54,eujf9nqky8c5jnahb2f76m86o,1,88.5,50.0,2025-06-01T15:51:27.694Z,2025-06-01T15:52:13Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760418451,353,427,5760418401,390,582802,5760417675,20,,5760417227,9,,5760418405,230,98.8,5760418395,80,,5760417229,17,,5760418413,282,eujf9nqky8c5jnahb2f76m86o,5760417231,56,Center,5760418417,472,383,5760418411,281,5760418409,280,7adevxj1o3gpqpmrv3f72v3oq,5760417233,214,PENALTY_WON,5760418399,103,,5.1,5760417683,375,45:53.939,5760417679,374,2025-06-01 16:51:26.970,5760418397,102,48.1,5760418407,231,49.3,5760418403,458
2820735487,427,58,1,45,54,btaf9fuj3xctycyjeqwereaow,0,0.0,0.0,2025-06-01T15:51:27.694Z,2025-06-01T15:51:47Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5760417729,233,384,5760417297,9,,5760417303,75,,5760417299,186,,5760417305,56,Back,5760417301,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735675,428,1,1,46,43,btaf9fuj3xctycyjeqwereaow,1,49.4,49.6,2025-06-01T15:52:16.739Z,2025-06-01T15:52:20Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760418551,279,G,5760418539,140,35.8,5760418541,141,46.9,5760418545,212,14.4,5760418537,56,Back,5760418547,213,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735685,429,1,1,46,47,btaf9fuj3xctycyjeqwereaow,1,36.4,44.2,2025-06-01T15:52:20.587Z,2025-06-01T15:52:24Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760418637,213,1.10,5760418633,141,59.1,5760418629,56,Back,5760418635,212,11.4,5760418631,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735707,430,1,1,46,50,btaf9fuj3xctycyjeqwereaow,1,43.4,62.9,2025-06-01T15:52:23.883Z,2025-06-01T15:52:27Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760418751,141,82.9,5760418755,213,0.79,5760418749,140,56.2,5760418747,56,Left,5760418753,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735713,431,1,1,46,54,btaf9fuj3xctycyjeqwereaow,1,54.6,84.4,2025-06-01T15:52:27.596Z,2025-06-01T15:52:31Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760418821,140,84.4,5760418817,155,,5760418825,212,31.3,5760418823,141,84.8,5760418827,213,0.01,5760418819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735717,432,61,1,46,58,btaf9fuj3xctycyjeqwereaow,0,84.3,84.8,2025-06-01T15:52:31.314Z,2025-06-01T15:52:31Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5760418833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735715,385,56,1,46,58,eujf9nqky8c5jnahb2f76m86o,1,10.1,9.8,2025-06-01T15:52:31.536Z,2025-06-01T15:52:31Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760418831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735823,386,5,1,46,59,eujf9nqky8c5jnahb2f76m86o,1,-0.8,11.8,2025-06-01T15:52:33Z,2025-06-01T17:14:38Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760419567,233,433,5760419339,56,Back,5760419341,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735859,433,5,1,46,59,btaf9fuj3xctycyjeqwereaow,0,100.8,88.2,2025-06-01T15:52:33Z,2025-06-01T17:14:38Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5760419587,233,386,5760419529,346,,5760419527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735845,387,1,1,47,25,eujf9nqky8c5jnahb2f76m86o,1,3.3,57.6,2025-06-01T15:52:58.271Z,2025-06-01T15:53:04Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760419473,212,66.3,5760419477,1,,5760419467,56,Left,5760419475,213,0.32,5760419481,74,,5760419465,124,,5760419469,140,63.3,5760419471,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735867,434,4,1,47,31,btaf9fuj3xctycyjeqwereaow,1,36.2,14.6,2025-06-01T15:53:04.310Z,2025-06-01T16:28:43Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760419579,152,,5760419575,13,,5760486427,294,,5760419585,286,,5760419577,56,Back,5760419601,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735853,388,4,1,47,31,eujf9nqky8c5jnahb2f76m86o,0,63.8,85.4,2025-06-01T15:53:04.311Z,2025-06-01T18:05:51Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760419543,285,,5760422583,294,,5760419729,233,434,5760419541,152,,5760419535,13,,5760419539,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735921,435,1,1,47,34,btaf9fuj3xctycyjeqwereaow,0,39.8,25.0,2025-06-01T15:53:07.450Z,2025-06-01T15:53:16Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760419913,152,,5760419925,1,,5760419917,140,100.0,5760419921,212,74.8,5760419923,213,0.54,5760419919,141,81.5,5760419915,56,Left,5760419909,5,,5760419911,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735991,389,5,1,47,37,eujf9nqky8c5jnahb2f76m86o,1,-1.0,21.7,2025-06-01T15:53:10.208Z,2025-06-01T17:14:39Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760420261,233,436,5760420257,346,,5760420255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735923,436,5,1,47,37,btaf9fuj3xctycyjeqwereaow,0,101.0,78.3,2025-06-01T15:53:10.208Z,2025-06-01T17:14:39Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760420269,233,389,5760419929,346,,5760419927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736005,390,1,1,48,1,eujf9nqky8c5jnahb2f76m86o,1,3.7,57.8,2025-06-01T15:53:34.847Z,2025-06-01T15:53:39Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760420289,141,71.1,5760420285,56,Center,5760420299,74,,5760420295,1,,5760420291,212,65.7,5760420293,213,0.14,5760420283,124,,5760420287,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736009,391,44,1,48,6,eujf9nqky8c5jnahb2f76m86o,1,64.1,69.2,2025-06-01T15:53:39.047Z,2025-06-01T17:18:10Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760420381,233,437,5760420307,286,,5760420305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736015,437,44,1,48,6,btaf9fuj3xctycyjeqwereaow,0,35.9,30.8,2025-06-01T15:53:39.048Z,2025-06-01T17:18:10Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760420385,233,391,5760420349,285,,5760420347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736011,392,1,1,48,6,eujf9nqky8c5jnahb2f76m86o,0,65.7,71.1,2025-06-01T15:53:39.247Z,2025-06-01T15:53:40Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760420321,212,4.0,5760420311,3,,5760420319,141,73.6,5760420315,56,Center,5760420323,213,0.43,5760420317,140,69.2,5760420313,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736021,438,61,1,48,8,btaf9fuj3xctycyjeqwereaow,1,36.9,31.9,2025-06-01T15:53:41.220Z,2025-06-01T15:54:54Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760420365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736029,393,1,1,48,8,eujf9nqky8c5jnahb2f76m86o,1,61.6,77.8,2025-06-01T15:53:41.583Z,2025-06-01T15:53:43Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760420431,213,2.13,5760420427,141,83.2,5760420423,140,59.4,5760420417,56,Left,5760420429,212,4.3,5760420413,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736031,394,44,1,48,9,eujf9nqky8c5jnahb2f76m86o,1,60.7,77.0,2025-06-01T15:53:42.807Z,2025-06-01T17:18:11Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760420437,286,,5760420435,56,Center,5760420509,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736043,439,44,1,48,9,btaf9fuj3xctycyjeqwereaow,0,39.3,23.0,2025-06-01T15:53:42.808Z,2025-06-01T17:18:11Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760420497,56,Back,5760420499,285,,5760420517,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736041,395,1,1,48,10,eujf9nqky8c5jnahb2f76m86o,1,59.4,83.2,2025-06-01T15:53:43.056Z,2025-06-01T15:53:45Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760420487,140,47.9,5760420483,3,,5760420493,213,3.64,5760420485,56,Back,5760420489,141,73.6,5760420491,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736049,396,1,1,48,11,eujf9nqky8c5jnahb2f76m86o,0,47.9,73.6,2025-06-01T15:53:44.568Z,2025-06-01T16:31:07Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760420527,56,Center,5760420535,213,6.27,5760420531,141,73.0,5760420533,212,25.5,5760420525,155,,5760420529,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736275,448,1,1,48,12,btaf9fuj3xctycyjeqwereaow,1,23.2,48.8,2025-06-01T15:53:45.031Z,2025-06-01T15:55:11Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760421873,213,4.65,5760421865,56,Back,5760421869,141,20.9,5760421867,140,22.1,5760421863,3,,5760421871,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736069,442,61,1,48,13,btaf9fuj3xctycyjeqwereaow,0,25.6,16.7,2025-06-01T15:53:46.442Z,2025-06-01T15:55:36Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760420613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736059,397,3,1,48,15,eujf9nqky8c5jnahb2f76m86o,0,73.0,86.0,2025-06-01T15:53:48.062Z,2025-06-01T16:29:24Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760420573,56,Left,5760420575,286,,5760420661,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736071,443,7,1,48,15,btaf9fuj3xctycyjeqwereaow,1,27.0,14.0,2025-06-01T15:53:48.063Z,2025-06-01T16:29:44Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760420633,233,397,5760420627,285,,5760420625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736057,441,43,1,48,16,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-01T15:53:49.075Z,2025-06-01T15:53:57Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760420557,140,33.9,5760420563,213,0.77,5760420555,56,Back,5760420559,141,32.5,5760420561,212,14.4,5760420707,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736047,440,1,1,48,16,btaf9fuj3xctycyjeqwereaow,0,21.4,15.2,2025-06-01T15:53:49.939Z,2025-06-01T15:56:00Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760422575,141,35.6,5760422579,213,0.70,5760422573,140,37.2,5760422577,212,21.6,5760422571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736077,398,2,1,48,18,eujf9nqky8c5jnahb2f76m86o,1,68.8,75.3,2025-06-01T15:53:51.991Z,2025-06-01T15:55:07Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760420747,7,6yyum3rgz21z8aln67irm508a,5760420671,141,92.3,5760420669,140,89.6,5760420749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736123,445,1,1,48,33,btaf9fuj3xctycyjeqwereaow,1,13.2,15.0,2025-06-01T15:54:06.650Z,2025-06-01T15:57:19Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760420931,213,1.50,5760420923,56,Back,5760420919,5,,5760420927,141,28.2,5760420921,241,,5760420925,140,13.8,5760420929,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736137,446,1,1,48,36,btaf9fuj3xctycyjeqwereaow,1,8.7,26.8,2025-06-01T15:54:09.347Z,2025-06-01T15:57:38Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760421031,140,18.7,5760421035,212,19.3,5760421029,56,Back,5760421033,141,50.7,5760421037,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736601,449,1,1,48,37,btaf9fuj3xctycyjeqwereaow,1,33.9,46.4,2025-06-01T15:54:10.031Z,2025-06-01T15:57:51Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760423991,212,22.7,5760423987,140,43.3,5760423989,141,76.4,5760423993,213,1.12,5760423985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736639,450,1,1,48,38,btaf9fuj3xctycyjeqwereaow,1,35.7,77.0,2025-06-01T15:54:11.031Z,2025-06-01T15:57:50Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760424223,212,16.3,5760424219,140,50.1,5760424221,141,85.9,5760424225,213,0.38,5760424217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736157,400,30,1,48,42,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-01T15:54:15.689Z,2025-06-01T15:54:20Z,,,,,5760421127,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820736145,447,30,1,48,42,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-01T15:54:15.689Z,2025-06-01T15:54:20Z,,,,,5760421079,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740281,408,32,2,45,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-01T16:09:44.826Z,2025-06-01T16:09:49Z,,,,,5760444439,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740271,454,32,2,45,0,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-01T16:09:44.826Z,2025-06-01T16:09:45Z,,,,,5760444405,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740293,409,1,2,45,0,eujf9nqky8c5jnahb2f76m86o,1,50.3,50.0,2025-06-01T16:09:44.888Z,2025-06-01T16:09:47Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760444509,56,Back,5760444563,279,S,5760444511,140,48.7,5760444559,212,2.8,5760444535,141,46.7,5760444565,278,,5760444561,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740309,410,1,2,45,1,eujf9nqky8c5jnahb2f76m86o,1,48.5,46.7,2025-06-01T16:09:46.645Z,2025-06-01T16:09:50Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760444611,212,24.5,5760444609,141,32.5,5760444605,56,Back,5760444607,140,27.1,5760444613,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740323,411,1,2,45,5,eujf9nqky8c5jnahb2f76m86o,0,27.0,32.5,2025-06-01T16:09:50.064Z,2025-06-01T16:09:51Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760444703,213,6.00,5760444695,56,Right,5760444699,141,14.3,5760444701,212,44.8,5760444697,140,68.0,5760444693,157,,5760444705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740399,455,1,2,45,8,btaf9fuj3xctycyjeqwereaow,1,27.9,73.9,2025-06-01T16:09:53.248Z,2025-06-01T16:13:00Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760445085,140,36.9,5760445089,212,12.2,5760445091,213,0.69,5760445081,3,,5760445083,56,Back,5760445087,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740409,457,4,2,45,12,btaf9fuj3xctycyjeqwereaow,1,42.0,85.6,2025-06-01T16:09:56.900Z,2025-06-01T16:12:59Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5760445161,265,,5760445153,56,Back,5760445157,152,,5760445165,286,,5760445183,233,412,5760445149,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740401,412,4,2,45,12,eujf9nqky8c5jnahb2f76m86o,0,58.0,14.4,2025-06-01T16:09:56.901Z,2025-06-01T22:47:50Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760445129,265,,5760445125,56,Right,5760445311,233,457,5760445131,285,,5760445127,152,,5760445123,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740553,458,1,2,45,22,btaf9fuj3xctycyjeqwereaow,1,44.6,79.0,2025-06-01T16:10:07.360Z,2025-06-01T16:10:12Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760445915,152,,5760445919,140,35.0,5760445923,212,25.3,5760445917,56,Back,5760445925,213,4.30,5760445913,5,,5760445921,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740565,459,1,2,45,27,btaf9fuj3xctycyjeqwereaow,1,35.0,44.8,2025-06-01T16:10:12.096Z,2025-06-01T16:10:13Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760445973,213,1.55,5760445971,212,16.9,5760445967,140,35.3,5760445965,56,Back,5760445969,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740575,460,1,2,45,28,btaf9fuj3xctycyjeqwereaow,1,35.3,69.7,2025-06-01T16:10:12.945Z,2025-06-01T16:10:14Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760446045,140,16.8,5760446049,212,23.6,5760446051,213,3.75,5760446047,141,49.9,5760446043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740591,461,1,2,45,29,btaf9fuj3xctycyjeqwereaow,1,16.8,49.9,2025-06-01T16:10:14.312Z,2025-06-01T16:10:16Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5760446137,213,0.99,5760446133,141,70.2,5760446129,56,Back,5760446131,140,25.5,5760446135,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740625,462,1,2,45,31,btaf9fuj3xctycyjeqwereaow,1,23.9,69.9,2025-06-01T16:10:16.529Z,2025-06-01T16:10:20Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760446301,141,51.2,5760446299,140,14.8,5760446305,213,4.07,5760446297,56,Back,5760446303,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740651,463,1,2,45,35,btaf9fuj3xctycyjeqwereaow,1,14.8,51.2,2025-06-01T16:10:20.704Z,2025-06-01T16:10:23Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5760446481,56,Back,5760446485,141,73.5,5760446489,213,1.08,5760446487,212,17.2,5760446483,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740703,464,1,2,45,38,btaf9fuj3xctycyjeqwereaow,1,22.5,78.5,2025-06-01T16:10:23.513Z,2025-06-01T16:13:25Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760446751,56,Back,5760446759,213,5.65,5760446755,141,50.7,5760446749,155,,5760446761,1,,5760446757,212,32.1,5760446753,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742099,491,61,2,45,40,btaf9fuj3xctycyjeqwereaow,0,47.0,61.8,2025-06-01T16:10:25.208Z,2025-06-01T16:13:28Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5760454329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740699,414,1,2,45,43,eujf9nqky8c5jnahb2f76m86o,1,45.6,49.4,2025-06-01T16:10:27.878Z,2025-06-01T16:10:29Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5760446725,213,0.60,5760446717,56,Center,5760446721,141,58.4,5760446723,212,10.9,5760446719,140,54.2,5760446715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740711,415,1,2,45,44,eujf9nqky8c5jnahb2f76m86o,1,54.2,58.4,2025-06-01T16:10:29.750Z,2025-06-01T16:10:31Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760446825,155,,5760446829,140,52.1,5760446833,212,6.5,5760446835,213,4.37,5760446827,56,Center,5760446831,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740713,416,1,2,45,46,eujf9nqky8c5jnahb2f76m86o,1,52.1,49.4,2025-06-01T16:10:31.021Z,2025-06-01T16:12:28Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760446853,56,Center,5760446857,141,61.8,5760446861,213,0.98,5760446855,140,57.5,5760446859,212,10.2,5760446851,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741147,422,44,2,45,46,eujf9nqky8c5jnahb2f76m86o,1,65.0,51.5,2025-06-01T16:10:31.406Z,2025-06-01T17:18:12Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760449357,286,,5760449355,56,Center,5760452157,233,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741659,488,44,2,45,46,btaf9fuj3xctycyjeqwereaow,0,35.0,48.5,2025-06-01T16:10:31.407Z,2025-06-01T17:18:12Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5760452243,233,422,5760452095,56,Back,5760452097,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741151,423,61,2,45,47,eujf9nqky8c5jnahb2f76m86o,0,54.1,52.4,2025-06-01T16:10:31.918Z,2025-06-01T16:31:23Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760449373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740729,465,1,2,45,48,btaf9fuj3xctycyjeqwereaow,1,25.4,51.3,2025-06-01T16:10:33.584Z,2025-06-01T16:13:46Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760446947,212,41.0,5760446943,140,52.3,5760446951,1,,5760446939,157,,5760446941,56,Right,5760446945,141,7.6,5760446949,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740771,466,61,2,45,56,btaf9fuj3xctycyjeqwereaow,1,47.5,10.1,2025-06-01T16:10:41.356Z,2025-06-01T16:10:41Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760447231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740899,417,5,2,45,57,eujf9nqky8c5jnahb2f76m86o,1,48.7,101.8,2025-06-01T16:10:42.184Z,2025-06-01T16:31:16Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760447953,56,Back,5760447957,347,,5760447983,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740783,467,5,2,45,57,btaf9fuj3xctycyjeqwereaow,0,51.3,-1.8,2025-06-01T16:10:42.184Z,2025-06-01T17:14:39Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760447329,56,Right,5760447331,347,,5760448023,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
