id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820741035,468,1,2,49,51,6oxoag5c6zbnn09wx08vz4iak,0,27.9,91.7,2025-06-01T16:11:07.934Z,2025-06-01T17:05:06Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760448729,56,Center,5760448731,140,65.5,5760448735,212,41.5,5760448741,1,,5760448739,213,5.97,5760448893,189,,5760448733,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741045,442,1,2,49,54,uqspd1bx7f6mq8ohj50u1k1k,1,29.5,21.9,2025-06-01T16:11:10.379Z,2025-06-01T16:11:11Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760448787,140,29.6,5760448789,141,29.1,5760448785,56,Back,5760448793,213,1.55,5760448791,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741067,443,1,2,49,55,uqspd1bx7f6mq8ohj50u1k1k,1,29.6,29.1,2025-06-01T16:11:11.315Z,2025-06-01T16:11:13Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760448915,141,7.9,5760448919,213,5.14,5760448917,212,15.9,5760448913,140,35.9,5760448911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741085,444,1,2,49,56,uqspd1bx7f6mq8ohj50u1k1k,1,35.3,10.0,2025-06-01T16:11:12.980Z,2025-06-01T16:11:15Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760449015,56,Back,5760449019,141,18.5,5760449021,212,6.1,5760449023,213,1.24,5760449017,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741099,445,1,2,49,59,uqspd1bx7f6mq8ohj50u1k1k,1,38.2,19.1,2025-06-01T16:11:15.179Z,2025-06-01T16:11:16Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760449087,141,11.4,5760449085,140,36.2,5760449089,212,5.6,5760449091,213,4.33,5760449083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741129,446,1,2,50,0,uqspd1bx7f6mq8ohj50u1k1k,0,36.2,11.4,2025-06-01T16:11:16.195Z,2025-06-01T16:11:19Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760449271,141,0.0,5760449273,212,16.5,5760449267,56,Back,5760449275,213,5.71,5760449269,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741133,447,5,2,50,2,uqspd1bx7f6mq8ohj50u1k1k,0,45.8,-1.6,2025-06-01T16:11:18.842Z,2025-06-01T16:11:26Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760449291,347,,5760449435,233,469,5760449289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741153,469,5,2,50,2,6oxoag5c6zbnn09wx08vz4iak,1,54.2,101.6,2025-06-01T16:11:18.842Z,2025-06-01T17:18:02Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760449385,56,Left,5760449387,347,,5760449413,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741233,470,1,2,50,13,6oxoag5c6zbnn09wx08vz4iak,1,60.4,100.0,2025-06-01T16:11:29.910Z,2025-06-01T16:11:31Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760449835,213,5.44,5760449833,212,9.4,5760449827,56,Left,5760449825,107,,5760449829,140,66.3,5760449831,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741241,471,1,2,50,15,6oxoag5c6zbnn09wx08vz4iak,0,66.6,91.1,2025-06-01T16:11:31.302Z,2025-06-01T16:11:32Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760449879,141,94.7,5760449883,213,2.53,5760449875,56,Left,5760449881,212,4.2,5760449877,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741253,448,8,2,50,17,uqspd1bx7f6mq8ohj50u1k1k,1,42.6,7.7,2025-06-01T16:11:33.844Z,2025-06-01T16:11:34Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760449941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741271,449,3,2,50,18,uqspd1bx7f6mq8ohj50u1k1k,0,39.2,4.8,2025-06-01T16:11:34.244Z,2025-06-01T16:11:41Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760450091,233,472,5760450037,286,,5760450035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741275,472,7,2,50,18,6oxoag5c6zbnn09wx08vz4iak,1,60.8,95.2,2025-06-01T16:11:34.245Z,2025-06-01T16:11:40Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760450055,285,,5760450069,233,449,5760450053,56,Left,5760450051,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741331,450,5,2,50,19,uqspd1bx7f6mq8ohj50u1k1k,1,36.4,-1.5,2025-06-01T16:11:35.374Z,2025-06-01T17:18:02Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760450395,233,473,5760450367,56,Back,5760450369,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741277,473,5,2,50,19,6oxoag5c6zbnn09wx08vz4iak,0,63.6,101.5,2025-06-01T16:11:35.374Z,2025-06-01T17:18:03Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760450061,56,Left,5760450063,347,,5760450431,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741355,451,1,2,50,25,uqspd1bx7f6mq8ohj50u1k1k,1,38.3,0.0,2025-06-01T16:11:41.348Z,2025-06-01T16:11:43Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760450487,141,11.3,5760450485,140,35.8,5760450489,212,9.4,5760450481,107,,5760450491,213,1.85,5760450483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741363,452,1,2,50,26,uqspd1bx7f6mq8ohj50u1k1k,0,35.8,11.3,2025-06-01T16:11:42.211Z,2025-06-01T17:11:10Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760450553,233,474,5760450533,213,3.77,5760450557,286,,5760450527,140,34.1,5760450551,236,,5760450529,141,9.4,5760450525,56,Back,5760450531,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741359,474,74,2,50,26,6oxoag5c6zbnn09wx08vz4iak,1,65.5,79.4,2025-06-01T16:11:42.212Z,2025-06-01T16:11:45Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760450507,285,,5760450505,56,Left,5760450599,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741385,453,50,2,50,28,uqspd1bx7f6mq8ohj50u1k1k,1,34.8,18.0,2025-06-01T16:11:44.628Z,2025-06-01T17:15:04Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760450671,56,Back,5760492841,286,,5760492935,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741401,475,7,2,50,28,6oxoag5c6zbnn09wx08vz4iak,1,65.2,82.0,2025-06-01T16:11:44.629Z,2025-06-01T17:15:04Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760492915,233,453,5760450721,56,Left,5760450725,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741397,454,83,2,50,30,uqspd1bx7f6mq8ohj50u1k1k,0,36.6,20.1,2025-06-01T16:11:46.163Z,2025-06-01T17:11:14Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760450837,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741407,455,43,2,50,30,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-01T16:11:46.835Z,2025-06-01T16:32:30Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760450745,56,Back,5760450747,285,0,5760496057,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741429,477,15,2,50,32,6oxoag5c6zbnn09wx08vz4iak,1,86.4,68.5,2025-06-01T16:11:48.790Z,2025-06-01T16:32:28Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760495917,230,97.6,5760450823,56,Center,5760495915,147,63.4,5760495907,103,19,5760495905,102,53.2,5760450819,22,,5760450821,64,,5760495925,233,456,5760495919,231,5760495903,76,,5760495913,146,91.0,5760495909,215,,5760495901,72,,5760495911,458,55.1,,5760451021,82,,,,,,,,,,,,
2820741439,456,10,2,50,32,uqspd1bx7f6mq8ohj50u1k1k,1,9.0,36.6,2025-06-01T16:11:48.890Z,2025-06-01T17:11:15Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760495941,233,477,5760450867,94,,5760450869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741557,458,1,2,50,41,uqspd1bx7f6mq8ohj50u1k1k,1,20.2,6.7,2025-06-01T16:11:57.475Z,2025-06-01T16:12:00Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760451477,213,0.74,5760451469,56,Back,5760451475,212,22.4,5760451471,140,36.0,5760451473,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741567,459,1,2,50,44,uqspd1bx7f6mq8ohj50u1k1k,1,35.1,31.9,2025-06-01T16:12:00.291Z,2025-06-01T16:12:01Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760451525,212,6.9,5760451529,213,4.05,5760451523,141,23.9,5760451519,56,Back,5760451521,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741587,460,1,2,50,45,uqspd1bx7f6mq8ohj50u1k1k,1,31.1,23.9,2025-06-01T16:12:01.179Z,2025-06-01T16:12:04Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760451637,56,Back,5760451643,212,35.3,5760451639,140,38.7,5760451641,141,74.4,5760451645,213,1.34,5760451647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741575,478,83,2,50,46,6oxoag5c6zbnn09wx08vz4iak,0,70.8,65.5,2025-06-01T16:12:02.245Z,2025-06-01T16:12:07Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760451755,399,6hzeyz7yomlqkb0aukl4ms6j8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741605,461,1,2,50,48,uqspd1bx7f6mq8ohj50u1k1k,1,44.3,77.8,2025-06-01T16:12:04.667Z,2025-06-01T16:12:06Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760451725,212,31.6,5760451727,213,0.08,5760451723,141,81.7,5760451719,56,Left,5760451721,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741667,462,1,2,50,56,uqspd1bx7f6mq8ohj50u1k1k,1,93.7,84.2,2025-06-01T16:12:12.620Z,2025-06-01T16:12:18Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760452121,140,72.4,5760452119,56,Center,5760452123,141,69.9,5760452127,213,3.55,5760452125,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741685,463,1,2,51,2,uqspd1bx7f6mq8ohj50u1k1k,1,71.2,65.7,2025-06-01T16:12:18.475Z,2025-06-01T16:12:20Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760452197,212,9.9,5760452199,213,1.10,5760452195,141,78.7,5760452191,56,Center,5760452193,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741699,464,1,2,51,4,uqspd1bx7f6mq8ohj50u1k1k,1,76.0,81.5,2025-06-01T16:12:20.563Z,2025-06-01T16:12:23Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760452289,56,Left,5760452297,213,0.31,5760452295,212,17.2,5760452291,140,91.6,5760452293,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741705,465,1,2,51,7,uqspd1bx7f6mq8ohj50u1k1k,0,91.6,86.9,2025-06-01T16:12:23.507Z,2025-06-01T16:14:13Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760452345,213,4.71,5760452343,212,22.0,5760452333,2,,5760452335,155,,5760452339,140,91.5,5760452341,141,54.6,5760452337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742141,490,12,2,51,9,6oxoag5c6zbnn09wx08vz4iak,1,6.9,40.9,2025-06-01T16:12:25.869Z,2025-06-01T16:13:24Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760454589,213,5.88,5760454585,141,35.5,5760454587,212,9.3,5760454583,140,15.0,5760454581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741723,479,61,2,51,10,6oxoag5c6zbnn09wx08vz4iak,0,13.5,34.2,2025-06-01T16:12:26.861Z,2025-06-01T16:13:58Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760452441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741727,466,3,2,51,11,uqspd1bx7f6mq8ohj50u1k1k,0,82.4,61.8,2025-06-01T16:12:27.667Z,2025-06-01T17:15:05Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760452449,56,Center,5760452561,233,480,5760452453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741741,480,7,2,51,11,6oxoag5c6zbnn09wx08vz4iak,0,17.6,38.2,2025-06-01T16:12:27.668Z,2025-06-01T17:15:05Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760452551,233,466,5760452519,285,,5760452517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741733,467,61,2,51,12,uqspd1bx7f6mq8ohj50u1k1k,1,81.8,59.3,2025-06-01T16:12:28.428Z,2025-06-01T16:14:19Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760452487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741801,481,1,2,51,13,6oxoag5c6zbnn09wx08vz4iak,1,18.0,34.2,2025-06-01T16:12:29.405Z,2025-06-01T16:12:36Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760452821,213,0.77,5760452819,212,14.5,5760452815,141,49.0,5760452811,140,27.9,5760452807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741807,482,4,2,51,19,6oxoag5c6zbnn09wx08vz4iak,1,45.4,54.5,2025-06-01T16:12:35.949Z,2025-06-01T17:13:14Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760452867,265,,5760456211,233,468,5760452865,152,,5760452869,286,,5760452863,56,Back,5760452861,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741881,468,4,2,51,19,uqspd1bx7f6mq8ohj50u1k1k,0,54.6,45.5,2025-06-01T16:12:35.950Z,2025-06-01T21:09:29Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760453323,265,,5760453325,285,,5760456219,233,482,5760453317,13,,5760453321,152,,5760453319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741985,469,17,2,51,23,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-01T16:12:39.803Z,2025-06-01T20:55:55Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760453793,31,,5761263663,393,,5760453797,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742043,484,1,2,51,50,6oxoag5c6zbnn09wx08vz4iak,1,48.4,53.7,2025-06-01T16:13:06.628Z,2025-06-01T16:13:08Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760454019,152,,5760454021,56,Back,5760454023,140,30.6,5760454017,5,,5760454027,212,19.4,5760454025,141,46.1,5760454029,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742059,485,1,2,51,51,6oxoag5c6zbnn09wx08vz4iak,1,30.6,46.1,2025-06-01T16:13:07.899Z,2025-06-01T16:13:10Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760454115,212,12.4,5760454117,213,4.98,5760454109,56,Back,5760454113,141,28.5,5760454111,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742073,486,1,2,51,53,6oxoag5c6zbnn09wx08vz4iak,1,33.7,24.6,2025-06-01T16:13:09.940Z,2025-06-01T16:13:12Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760454203,212,8.6,5760454201,141,13.5,5760454205,213,5.21,5760454199,140,37.6,5760454197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742081,487,1,2,51,56,6oxoag5c6zbnn09wx08vz4iak,1,39.9,10.3,2025-06-01T16:13:12.604Z,2025-06-01T16:13:13Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5760454245,213,1.63,5760454239,140,39.5,5760454241,141,21.0,5760454243,212,7.3,5760454237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742093,488,1,2,51,57,6oxoag5c6zbnn09wx08vz4iak,0,39.5,21.0,2025-06-01T16:13:13.484Z,2025-06-01T16:13:15Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760454305,140,43.3,5760454309,212,11.4,5760454311,213,5.07,5760454307,141,5.3,5760454303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742149,470,5,2,52,0,uqspd1bx7f6mq8ohj50u1k1k,1,44.4,101.7,2025-06-01T16:13:16.316Z,2025-06-01T17:18:03Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760454643,56,Back,5760454647,347,,5760454675,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742097,489,5,2,52,0,6oxoag5c6zbnn09wx08vz4iak,0,55.6,-1.7,2025-06-01T16:13:16.316Z,2025-06-01T17:18:03Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760454325,56,Right,5760454327,347,,5760454693,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742165,471,1,2,52,9,uqspd1bx7f6mq8ohj50u1k1k,1,37.7,100.0,2025-06-01T16:13:26.011Z,2025-06-01T16:13:28Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760454779,189,,5760454751,107,,5760454763,1,,5760454755,140,25.2,5760454759,212,28.8,5760454757,141,64.2,5760454761,213,4.24,5760454753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742175,472,1,2,52,13,uqspd1bx7f6mq8ohj50u1k1k,1,26.5,55.4,2025-06-01T16:13:29.219Z,2025-06-01T16:13:30Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760454831,56,Back,5760454843,189,,5760454833,140,35.3,5760454837,212,22.5,5760454839,213,5.14,5760454835,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742217,473,1,2,52,16,uqspd1bx7f6mq8ohj50u1k1k,1,53.3,23.9,2025-06-01T16:13:32.827Z,2025-06-01T16:13:38Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760455113,141,13.2,5760455109,56,Right,5760455111,140,62.7,5760455115,212,12.3,5760455117,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742249,474,1,2,52,22,uqspd1bx7f6mq8ohj50u1k1k,1,74.6,27.0,2025-06-01T16:13:38.227Z,2025-06-01T16:13:42Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760455317,213,0.35,5760455315,212,13.2,5760455311,140,86.4,5760455309,56,Center,5760455313,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742241,491,83,2,52,25,6oxoag5c6zbnn09wx08vz4iak,0,7.5,77.8,2025-06-01T16:13:41.643Z,2025-06-01T16:13:44Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760455403,399,33upoxyyqkh71m6d0b2nsn95g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742263,475,1,2,52,26,uqspd1bx7f6mq8ohj50u1k1k,1,86.4,27.1,2025-06-01T16:13:42.411Z,2025-06-01T16:13:43Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760455373,56,Right,5760455377,141,11.1,5760455381,213,5.06,5760455379,212,11.6,5760455375,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742273,476,1,2,52,27,uqspd1bx7f6mq8ohj50u1k1k,0,90.1,11.1,2025-06-01T16:13:43.331Z,2025-06-01T16:13:45Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760455433,2,,5760455437,56,Center,5760455435,155,,5760455441,141,52.8,5760455439,140,91.9,5760455445,213,1.50,5760455443,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742275,492,12,2,52,29,6oxoag5c6zbnn09wx08vz4iak,1,7.6,39.4,2025-06-01T16:13:45.659Z,2025-06-01T16:13:49Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760455459,141,43.4,5760455455,56,Back,5760455457,140,19.5,5760455461,212,12.8,5760455465,15,,5760455463,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742283,477,13,2,52,31,uqspd1bx7f6mq8ohj50u1k1k,1,80.5,49.5,2025-06-01T16:13:47.667Z,2025-06-01T20:54:07Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760455685,102,47.7,5760455523,22,,5760455613,72,,5760455699,231,49.3,5760455683,74,,5760455527,56,Center,5760455525,18,,5760455697,230,98.0,5760455689,103,5760455695,458,,,,,,,,,,,,,80.6,,,,,,,,,,,,,,,
2820742289,478,5,2,52,32,uqspd1bx7f6mq8ohj50u1k1k,0,101.1,58.0,2025-06-01T16:13:48.996Z,2025-06-01T17:18:04Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5760455807,233,493,5760455563,346,,5760455561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742321,493,5,2,52,32,6oxoag5c6zbnn09wx08vz4iak,1,-1.1,42.0,2025-06-01T16:13:48.996Z,2025-06-01T17:18:04Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760455787,346,,5760455785,56,Back,5760455791,233,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742429,494,1,2,52,58,6oxoag5c6zbnn09wx08vz4iak,1,4.1,62.0,2025-06-01T16:14:15.053Z,2025-06-01T16:14:17Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760456327,124,,5760456329,56,Back,5760456331,140,2.8,5760456335,212,5.0,5760456341,237,,5760456337,213,4.44,5760456333,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742475,495,1,2,53,1,6oxoag5c6zbnn09wx08vz4iak,0,7.6,54.6,2025-06-01T16:14:17.427Z,2025-06-01T16:14:24Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760456637,155,,5760456651,213,5.89,5760456653,1,,5760456641,56,Right,5760456649,212,83.5,5760456645,140,81.1,5760456647,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742513,480,1,2,53,9,uqspd1bx7f6mq8ohj50u1k1k,1,14.9,86.3,2025-06-01T16:14:25.147Z,2025-06-01T16:14:29Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760456871,212,15.2,5760456865,56,Back,5760456869,141,64.9,5760456867,140,10.6,5760456873,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742537,481,1,2,53,12,uqspd1bx7f6mq8ohj50u1k1k,1,12.3,63.9,2025-06-01T16:14:28.795Z,2025-06-01T16:14:33Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5760457015,1,,5760457003,155,,5760457005,56,Back,5760457009,141,10.4,5760457013,213,5.18,5760457007,140,29.9,5760457011,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742585,482,1,2,53,17,uqspd1bx7f6mq8ohj50u1k1k,1,34.5,10.6,2025-06-01T16:14:33.699Z,2025-06-01T16:14:40Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760457305,56,Back,5760457309,141,30.0,5760457313,213,2.28,5760457307,140,23.7,5760457311,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742629,483,1,2,53,23,uqspd1bx7f6mq8ohj50u1k1k,1,13.6,35.5,2025-06-01T16:14:40.138Z,2025-06-01T16:14:45Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760457491,141,9.8,5760457493,212,21.1,5760457489,140,24.9,5760457495,213,5.31,5760457487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
