id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/8/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2820732893,391,1,1,43,8,ctvzi2jbl1q6xzq0s3sexj73g,0,27.9,34.5,2025-06-01T15:44:08.493Z,2025-06-01T15:46:03Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760402793,141,0.0,5760402795,212,24.8,5760402797,213,4.59,5760402791,140,25.1,5760402789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732939,324,5,1,43,9,d8w1m5j3jbd1eva8524dv4a20,1,73.6,101.4,2025-06-01T15:44:09.457Z,2025-06-01T17:12:26Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760403099,56,Left,5760403101,347,,5760403103,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732901,392,5,1,43,9,ctvzi2jbl1q6xzq0s3sexj73g,0,26.4,-1.4,2025-06-01T15:44:09.457Z,2025-06-01T17:12:26Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760402827,56,Back,5760403119,233,324,5760402829,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732945,325,1,1,43,18,d8w1m5j3jbd1eva8524dv4a20,1,72.1,100.0,2025-06-01T15:44:19.104Z,2025-06-01T15:44:21Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760403149,56,Left,5760403147,107,,5760403155,212,15.0,5760403157,213,5.78,5760403153,141,90.3,5760403151,140,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732951,326,61,1,43,21,d8w1m5j3jbd1eva8524dv4a20,0,84.6,90.3,2025-06-01T15:44:21.377Z,2025-06-01T15:44:22Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760403177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732961,327,5,1,43,21,d8w1m5j3jbd1eva8524dv4a20,0,80.9,102.0,2025-06-01T15:44:22.007Z,2025-06-01T17:12:27Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760403225,56,Left,5760403429,233,393,5760403227,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732989,393,5,1,43,21,ctvzi2jbl1q6xzq0s3sexj73g,1,19.1,-2.0,2025-06-01T15:44:22.007Z,2025-06-01T17:12:27Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760403397,56,Back,5760403399,347,,5760403411,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733009,394,1,1,43,27,ctvzi2jbl1q6xzq0s3sexj73g,1,20.7,0.0,2025-06-01T15:44:27.567Z,2025-06-01T15:44:31Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760403507,212,12.6,5760403509,213,1.36,5760403501,140,23.2,5760403495,107,,5760403497,56,Back,5760403503,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733015,395,61,1,43,30,ctvzi2jbl1q6xzq0s3sexj73g,1,13.3,3.1,2025-06-01T15:44:30.905Z,2025-06-01T15:44:31Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760403513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733033,396,1,1,43,31,ctvzi2jbl1q6xzq0s3sexj73g,0,12.2,5.5,2025-06-01T15:44:32.254Z,2025-06-01T15:44:34Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760403573,213,0.16,5760403575,1,,5760403563,157,,5760403565,56,Right,5760403567,140,61.8,5760403569,141,18.2,5760403571,212,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733067,328,1,1,43,33,d8w1m5j3jbd1eva8524dv4a20,0,34.2,81.5,2025-06-01T15:44:34.160Z,2025-06-01T15:44:37Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760403741,1,,5760403735,141,100.0,5760403739,213,0.42,5760403737,212,33.6,5760403733,140,63.4,5760403731,56,Left,5760403729,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733069,329,5,1,43,36,d8w1m5j3jbd1eva8524dv4a20,0,63.2,101.8,2025-06-01T15:44:37.055Z,2025-06-01T17:12:28Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760404215,233,397,5760403751,347,,5760403749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733153,397,5,1,43,36,ctvzi2jbl1q6xzq0s3sexj73g,1,36.8,-1.8,2025-06-01T15:44:37.055Z,2025-06-01T17:12:28Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760404197,233,329,5760404179,347,,5760404177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733173,398,1,1,43,48,ctvzi2jbl1q6xzq0s3sexj73g,1,42.2,0.0,2025-06-01T15:44:48.823Z,2025-06-01T15:44:52Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760404315,213,0.31,5760404305,107,,5760404311,141,8.6,5760404313,212,19.7,5760404309,140,60.1,5760404307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733191,399,1,1,43,51,ctvzi2jbl1q6xzq0s3sexj73g,0,56.3,5.2,2025-06-01T15:44:51.801Z,2025-06-01T15:44:53Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760404377,56,Right,5760404385,141,20.6,5760404389,212,22.6,5760404391,213,0.48,5760404381,140,75.4,5760404373,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733203,330,1,1,43,52,d8w1m5j3jbd1eva8524dv4a20,0,27.0,75.7,2025-06-01T15:44:53.128Z,2025-06-01T15:44:54Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760404497,212,41.5,5760404499,213,6.06,5760404489,157,,5760404501,1,,5760404495,141,62.4,5760404491,56,Center,5760404493,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733227,400,1,1,43,54,ctvzi2jbl1q6xzq0s3sexj73g,1,36.9,29.7,2025-06-01T15:44:55.342Z,2025-06-01T15:44:58Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760404645,141,23.4,5760404649,213,6.05,5760404647,212,18.9,5760404651,1,,5760404643,140,54.4,5760404639,157,,5760404641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733237,401,1,1,43,57,ctvzi2jbl1q6xzq0s3sexj73g,0,54.4,23.4,2025-06-01T15:44:58.142Z,2025-06-01T15:44:58Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760404693,212,14.3,5760404695,213,6.06,5760404689,140,67.7,5760404691,141,18.8,5760404687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733265,332,1,1,44,0,d8w1m5j3jbd1eva8524dv4a20,1,27.1,79.9,2025-06-01T15:45:00.832Z,2025-06-01T15:45:03Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760404893,212,31.4,5760404895,213,5.82,5760404889,140,53.9,5760404891,141,59.4,5760404887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733271,333,1,1,44,3,d8w1m5j3jbd1eva8524dv4a20,1,53.3,55.1,2025-06-01T15:45:03.520Z,2025-06-01T15:45:05Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760404919,141,29.2,5760404917,140,61.5,5760404921,212,19.6,5760404923,213,5.17,5760404915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733283,334,4,1,44,5,d8w1m5j3jbd1eva8524dv4a20,1,65.8,30.4,2025-06-01T15:45:05.536Z,2025-06-01T17:09:52Z,9avxz26gl0igfm4ea5inps0es,M. Hope,,,5760405253,286,,5760421317,233,402,5760405251,265,,5760405249,152,,5760405247,13,,5760404993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733299,402,4,1,44,5,ctvzi2jbl1q6xzq0s3sexj73g,0,34.2,69.6,2025-06-01T15:45:05.537Z,2025-06-01T17:09:53Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760405101,13,,5760405107,265,,5760405109,285,,5760421339,233,334,5760405105,152,,5760405103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733285,335,43,1,44,7,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-01T15:45:08.024Z,2025-06-01T15:45:18Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760405007,56,Center,5760405009,286,0,5760405327,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733473,336,1,1,44,42,d8w1m5j3jbd1eva8524dv4a20,0,62.4,36.0,2025-06-01T15:45:42.583Z,2025-06-01T15:46:12Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760406189,212,45.9,5760406187,141,66.9,5760406179,155,,5760406177,5,,5760406185,140,100.0,5760406191,213,0.48,5760406181,152,,5760406183,56,Center,5760406193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733499,337,5,1,44,44,d8w1m5j3jbd1eva8524dv4a20,0,101.4,68.0,2025-06-01T15:45:44.624Z,2025-06-01T17:12:29Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760406353,346,,5760406797,233,404,5760406351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733585,404,5,1,44,44,ctvzi2jbl1q6xzq0s3sexj73g,1,-1.4,32.0,2025-06-01T15:45:44.624Z,2025-06-01T17:12:28Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760406777,56,Back,5760406779,346,,5760406789,233,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733631,405,70,1,44,59,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-06-01T15:46:00.003Z,2025-06-01T15:47:00Z,,,,,5760407039,277,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733705,406,1,1,45,19,ctvzi2jbl1q6xzq0s3sexj73g,1,4.4,53.7,2025-06-01T15:46:19.807Z,2025-06-01T15:46:23Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5760407475,213,5.14,5760407489,189,,5760407479,237,,5760407473,212,27.8,5760407465,124,,5760407467,56,Back,5760407469,140,15.4,5760407471,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733717,407,1,1,45,23,ctvzi2jbl1q6xzq0s3sexj73g,1,15.8,16.7,2025-06-01T15:46:23.942Z,2025-06-01T15:46:26Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760407553,140,9.7,5760407555,141,49.7,5760407559,213,1.85,5760407557,212,23.3,5760407551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733725,408,1,1,45,26,ctvzi2jbl1q6xzq0s3sexj73g,1,12.5,47.5,2025-06-01T15:46:26.414Z,2025-06-01T15:46:27Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5760407601,140,24.3,5760407603,141,39.2,5760407599,56,Back,5760407607,213,5.86,5760407605,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733749,409,1,1,45,27,ctvzi2jbl1q6xzq0s3sexj73g,1,24.3,38.6,2025-06-01T15:46:27.694Z,2025-06-01T15:46:32Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760407771,56,Back,5760407773,140,9.1,5760407779,213,3.65,5760407777,212,18.3,5760407775,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733783,410,1,1,45,32,ctvzi2jbl1q6xzq0s3sexj73g,1,18.9,25.8,2025-06-01T15:46:32.768Z,2025-06-01T15:46:39Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760407995,213,1.91,5760407993,212,13.5,5760407991,141,44.5,5760407987,56,Back,5760407989,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733791,411,1,1,45,37,ctvzi2jbl1q6xzq0s3sexj73g,1,20.2,41.6,2025-06-01T15:46:37.910Z,2025-06-01T15:46:40Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5760408035,212,17.1,5760408037,213,5.07,5760408033,141,18.0,5760408031,140,25.9,5760408029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733823,412,1,1,45,40,ctvzi2jbl1q6xzq0s3sexj73g,0,28.4,17.0,2025-06-01T15:46:40.374Z,2025-06-01T15:46:52Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760408233,141,4.9,5760408231,140,90.4,5760408229,56,Right,5760408235,212,65.6,5760408237,213,6.16,5760408239,1,,5760408521,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733829,339,4,1,45,45,d8w1m5j3jbd1eva8524dv4a20,1,9.2,92.5,2025-06-01T15:46:46.118Z,2025-06-01T17:09:53Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760408283,265,,5760408281,152,,5760408277,13,,5760408285,285,,5760408279,56,Back,5760408397,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733833,413,4,1,45,45,ctvzi2jbl1q6xzq0s3sexj73g,0,90.8,7.5,2025-06-01T15:46:46.119Z,2025-06-01T17:09:53Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5760408347,56,Right,5760408349,152,,5760408345,13,,5760408353,286,,5760408351,265,,5760408425,233,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733977,414,43,1,46,5,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-06-01T15:47:06.198Z,2025-06-01T15:47:10Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5760409193,144,50,5760409073,286,0,5760409071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734037,340,1,1,46,16,d8w1m5j3jbd1eva8524dv4a20,1,13.0,88.0,2025-06-01T15:47:16.679Z,2025-06-01T15:47:19Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760409431,212,57.8,5760409427,141,92.1,5760409413,5,,5760409439,1,,5760409419,56,Left,5760409417,152,,5760409423,140,68.0,5760409415,157,,5760409435,213,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,
2820734059,341,1,1,46,18,d8w1m5j3jbd1eva8524dv4a20,1,68.0,92.1,2025-06-01T15:47:19.214Z,2025-06-01T15:47:24Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5760409573,140,97.8,5760409567,3,,5760409569,168,,5760409571,56,Left,5760409575,141,94.1,5760409577,212,31.3,5760409579,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734063,342,61,1,46,20,d8w1m5j3jbd1eva8524dv4a20,0,97.8,94.1,2025-06-01T15:47:21.150Z,2025-06-01T15:57:32Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760409597,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734067,415,1,1,46,23,ctvzi2jbl1q6xzq0s3sexj73g,0,7.3,8.8,2025-06-01T15:47:23.831Z,2025-06-01T15:47:25Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760409611,157,,5760409613,56,Back,5760409621,213,6.05,5760409617,141,4.3,5760409619,212,13.5,5760409615,140,19.8,5760409623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734073,343,1,1,46,25,d8w1m5j3jbd1eva8524dv4a20,0,77.9,94.8,2025-06-01T15:47:26.214Z,2025-06-01T15:47:27Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5760409651,213,5.74,5760409645,140,86.8,5760409643,56,Left,5760409641,3,,5760409647,141,86.5,5760409649,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734091,416,1,1,46,26,ctvzi2jbl1q6xzq0s3sexj73g,1,13.1,9.8,2025-06-01T15:47:27.279Z,2025-06-01T15:47:30Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760409783,140,40.0,5760409781,56,Back,5760409791,1,,5760409785,141,33.6,5760409779,157,,5760409787,212,32.6,5760409789,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734097,417,61,1,46,30,ctvzi2jbl1q6xzq0s3sexj73g,0,40.0,33.6,2025-06-01T15:47:30.631Z,2025-06-01T15:47:31Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5760409819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734113,344,50,1,46,33,d8w1m5j3jbd1eva8524dv4a20,1,65.8,68.2,2025-06-01T15:47:33.510Z,2025-06-01T15:47:38Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5760409915,56,Center,5760409945,233,418,5760409917,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734115,418,7,1,46,33,ctvzi2jbl1q6xzq0s3sexj73g,0,34.2,31.8,2025-06-01T15:47:33.511Z,2025-06-01T15:47:37Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5760409937,233,344,5760409919,56,Back,5760409921,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734125,345,61,1,46,35,d8w1m5j3jbd1eva8524dv4a20,0,70.4,79.4,2025-06-01T15:47:35.742Z,2025-06-01T15:47:35Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5760409997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734141,419,1,1,46,36,ctvzi2jbl1q6xzq0s3sexj73g,1,36.2,27.7,2025-06-01T15:47:36.943Z,2025-06-01T15:47:39Z,2r893xoeuqhgoe2w2auhqb696,K. Høgh,,,5760410067,141,38.3,5760410069,212,8.9,5760410073,213,0.94,5760410065,140,41.2,5760410063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734157,421,1,1,46,39,ctvzi2jbl1q6xzq0s3sexj73g,0,44.3,37.0,2025-06-01T15:47:39.631Z,2025-06-01T15:53:25Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5760420073,141,32.9,5760420075,212,3.8,5760410135,56,Back,5760420077,213,3.98,5760420071,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734179,346,1,1,46,39,d8w1m5j3jbd1eva8524dv4a20,1,69.5,77.5,2025-06-01T15:47:39.894Z,2025-06-01T15:47:42Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5760410251,56,Back,5760410259,213,3.08,5760410257,212,33.5,5760410255,141,80.6,5760410253,140,37.7,5760410261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734191,348,1,1,46,41,d8w1m5j3jbd1eva8524dv4a20,1,37.7,80.6,2025-06-01T15:47:42.118Z,2025-06-01T15:47:43Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5760410309,212,24.7,5760410307,141,47.2,5760410303,56,Back,5760410311,213,5.11,5760410305,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734195,349,1,1,46,43,d8w1m5j3jbd1eva8524dv4a20,1,46.9,47.2,2025-06-01T15:47:43.669Z,2025-06-01T15:47:45Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760410325,213,2.96,5760410323,212,18.5,5760410319,140,29.6,5760410317,56,Back,5760410321,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734205,350,1,1,46,44,d8w1m5j3jbd1eva8524dv4a20,1,29.6,52.1,2025-06-01T15:47:44.918Z,2025-06-01T15:47:46Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5760410363,140,60.5,5760410359,155,,5760410361,56,Center,5760410365,141,76.7,5760410371,1,,5760410367,212,36.5,5760410369,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734207,351,61,1,46,46,d8w1m5j3jbd1eva8524dv4a20,0,60.5,76.7,2025-06-01T15:47:46.741Z,2025-06-01T15:47:47Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760410375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734219,422,1,1,46,48,ctvzi2jbl1q6xzq0s3sexj73g,0,38.2,33.6,2025-06-01T15:47:48.863Z,2025-06-01T15:53:43Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760420419,212,7.8,5760420421,213,5.86,5760420415,141,28.9,5760420411,140,45.0,5760420407,157,,5760420425,1,,5760420409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734265,424,1,1,46,54,ctvzi2jbl1q6xzq0s3sexj73g,1,65.1,13.4,2025-06-01T15:47:54.622Z,2025-06-01T15:47:57Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760410657,141,30.4,5760410659,212,12.6,5760410661,213,1.98,5760410653,56,Center,5760410655,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734299,425,1,1,46,56,ctvzi2jbl1q6xzq0s3sexj73g,1,62.2,35.4,2025-06-01T15:47:57.142Z,2025-06-01T15:48:00Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760410877,212,23.9,5760410879,213,1.76,5760410875,141,69.9,5760410871,56,Center,5760410873,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734323,426,1,1,46,59,ctvzi2jbl1q6xzq0s3sexj73g,1,63.8,74.4,2025-06-01T15:48:00.351Z,2025-06-01T15:48:04Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5760411009,213,1.05,5760411007,212,17.1,5760411005,141,96.3,5760411001,56,Left,5760411003,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734327,427,1,1,47,3,ctvzi2jbl1q6xzq0s3sexj73g,1,68.4,92.6,2025-06-01T15:48:04.351Z,2025-06-01T15:48:05Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760411035,141,73.5,5760411037,212,13.1,5760411039,213,4.83,5760411033,140,69.8,5760411031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734333,428,1,1,47,5,ctvzi2jbl1q6xzq0s3sexj73g,1,69.8,73.5,2025-06-01T15:48:05.734Z,2025-06-01T15:48:08Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760411081,141,89.6,5760411077,56,Left,5760411085,213,1.89,5760411079,140,66.3,5760411083,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734359,429,1,1,47,7,ctvzi2jbl1q6xzq0s3sexj73g,1,65.9,89.4,2025-06-01T15:48:07.807Z,2025-06-01T15:48:10Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760411207,141,97.5,5760411209,212,11.7,5760411203,56,Left,5760411211,213,0.49,5760411205,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734383,430,1,1,47,10,ctvzi2jbl1q6xzq0s3sexj73g,1,75.7,97.5,2025-06-01T15:48:10.694Z,2025-06-01T15:48:15Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760411353,140,69.5,5760411355,141,86.8,5760411357,212,9.8,5760411359,213,3.98,5760411351,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734391,431,1,1,47,14,ctvzi2jbl1q6xzq0s3sexj73g,1,71.5,86.2,2025-06-01T15:48:15.062Z,2025-06-01T15:48:18Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760411413,56,Left,5760411415,140,71.7,5760411417,141,98.1,5760411419,212,8.1,5760411421,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734403,432,1,1,47,17,ctvzi2jbl1q6xzq0s3sexj73g,1,69.6,90.8,2025-06-01T15:48:17.791Z,2025-06-01T15:48:19Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760411501,141,81.2,5760411495,140,58.9,5760411491,56,Left,5760411505,212,13.0,5760411509,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734425,433,1,1,47,19,ctvzi2jbl1q6xzq0s3sexj73g,1,58.2,74.7,2025-06-01T15:48:19.711Z,2025-06-01T15:48:23Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5760411623,213,4.47,5760411615,56,Center,5760411619,141,46.4,5760411617,140,53.6,5760411621,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734439,434,1,1,47,22,ctvzi2jbl1q6xzq0s3sexj73g,1,55.5,35.1,2025-06-01T15:48:23.231Z,2025-06-01T15:48:25Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760411685,141,9.5,5760411679,56,Right,5760411689,213,5.47,5760411687,212,23.9,5760411683,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
