id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2798636141,458,5,2,53,59,8q6cv8g4bd3xdl7m88kll16na,0,21.4,101.6,2025-04-09T18:11:39.230Z,2025-04-09T19:57:56Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638400921,347,,5638302963,233,485,5638302335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636137,485,5,2,53,59,e5txudmuc2qpc460bs4lb5aff,1,78.6,-1.6,2025-04-09T18:11:39.230Z,2025-04-09T19:17:53Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5638302945,233,458,5638400927,347,,5638302339,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636235,486,1,2,54,34,e5txudmuc2qpc460bs4lb5aff,0,84.8,0.0,2025-04-09T18:12:14.805Z,2025-04-13T17:35:53Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5638302795,140,90.0,5638302803,1,,5638302799,212,33.4,5638302793,56,Center,5638302797,141,46.4,5638400693,107,,5638302801,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636255,460,44,2,54,35,8q6cv8g4bd3xdl7m88kll16na,1,17.2,57.9,2025-04-09T18:12:14.875Z,2025-04-13T17:35:56Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5638302913,233,487,5638302901,56,Back,5638302903,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636237,487,44,2,54,35,e5txudmuc2qpc460bs4lb5aff,0,82.8,42.1,2025-04-09T18:12:14.876Z,2025-04-13T17:35:55Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638302807,56,Center,5638302809,286,,5638302909,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799353827,847,12,2,54,35,8q6cv8g4bd3xdl7m88kll16na,1,9.8,52.4,2025-04-09T18:12:15.112Z,2025-04-11T21:20:46Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5642348507,56,Back,5642348515,213,5.20,5642348511,141,28.5,5642348505,15,,5642348513,212,18.4,5642348509,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636243,488,43,2,54,38,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-04-09T18:12:18.060Z,2025-04-11T21:20:35Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638302837,141,79.1,5638302833,56,Left,5642348411,144,1,5638302831,168,0,5638302835,140,79.8,5638302839,212,24.7,5638302829,3,0,5638302841,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636239,459,43,2,54,38,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:12:18.396Z,2025-04-09T18:12:20Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5638302853,144,12,5638302821,212,0,5638302825,15,0,5638302817,140,11.9,5638302819,141,64.0,5638302815,56,Back,5638302823,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636251,489,1,2,54,39,e5txudmuc2qpc460bs4lb5aff,1,79.1,82.3,2025-04-09T18:12:19.644Z,2025-04-09T18:12:22Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638302869,141,71.7,5638302873,213,3.62,5638302865,56,Center,5638302871,212,15.8,5638302867,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636257,490,1,2,54,41,e5txudmuc2qpc460bs4lb5aff,1,65.7,71.7,2025-04-09T18:12:21.868Z,2025-04-09T18:12:24Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638302919,140,72.1,5638302923,212,24.5,5638302925,213,4.99,5638302917,56,Center,5638302921,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636265,491,1,2,54,44,e5txudmuc2qpc460bs4lb5aff,1,59.4,36.4,2025-04-09T18:12:24.004Z,2025-04-11T21:21:37Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638302973,140,37.8,5638302977,212,27.2,5638302979,213,2.56,5638302971,56,Back,5638302975,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636273,492,1,2,54,51,e5txudmuc2qpc460bs4lb5aff,1,29.9,58.2,2025-04-09T18:12:31.316Z,2025-04-11T21:21:42Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5638303031,1,,5638303025,141,90.6,5638303021,56,Left,5638303029,213,0.36,5642348851,157,,5638303027,212,62.0,5638303023,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636281,493,1,2,54,55,e5txudmuc2qpc460bs4lb5aff,1,91.0,92.3,2025-04-09T18:12:35.651Z,2025-04-09T18:12:42Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638303093,212,14.9,5638303089,140,76.8,5638303095,213,3.10,5638303091,141,93.2,5638303087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799353921,787,1,2,54,58,e5txudmuc2qpc460bs4lb5aff,1,76.5,94.2,2025-04-09T18:12:38.341Z,2025-04-11T21:22:37Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5642349287,213,3.88,5642349285,212,14.8,5642349283,141,79.5,5642349281,140,66.1,5642349279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636287,495,1,2,55,3,e5txudmuc2qpc460bs4lb5aff,1,69.4,84.7,2025-04-09T18:12:43.356Z,2025-04-09T18:12:45Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638303107,56,Center,5638303111,141,70.0,5638303115,213,4.05,5638303113,212,12.7,5638303109,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636293,496,1,2,55,5,e5txudmuc2qpc460bs4lb5aff,1,60.8,69.0,2025-04-09T18:12:44.995Z,2025-04-09T18:12:51Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638303157,56,Center,5638303163,212,12.7,5638303165,213,4.89,5638303161,141,50.6,5638303159,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636295,497,1,2,55,11,e5txudmuc2qpc460bs4lb5aff,1,69.5,36.6,2025-04-09T18:12:51.003Z,2025-04-09T18:12:51Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638303177,213,1.64,5638303173,141,47.5,5638303175,212,7.4,5638303171,140,69.0,5638303169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636301,498,1,2,55,11,e5txudmuc2qpc460bs4lb5aff,1,69.0,47.5,2025-04-09T18:12:51.740Z,2025-04-09T18:12:53Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638303205,212,17.3,5638303203,141,62.4,5638303201,140,55.7,5638303199,56,Center,5638303207,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636305,499,1,2,55,13,e5txudmuc2qpc460bs4lb5aff,1,55.8,62.4,2025-04-09T18:12:53.004Z,2025-04-09T18:12:55Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5638303227,140,59.6,5638303233,213,1.26,5638303229,141,80.5,5638303225,56,Left,5638303231,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636313,500,1,2,55,15,e5txudmuc2qpc460bs4lb5aff,1,57.9,83.8,2025-04-09T18:12:55.556Z,2025-04-09T20:05:03Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638303289,141,92.0,5638303293,213,0.37,5638303285,56,Left,5638303291,212,15.3,5638303287,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636319,501,1,2,55,20,e5txudmuc2qpc460bs4lb5aff,1,71.5,92.0,2025-04-09T18:13:00.444Z,2025-04-09T20:04:16Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638303327,56,Left,5638303335,213,0.31,5638303333,212,7.6,5638303331,141,95.4,5638303329,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636321,502,1,2,55,21,e5txudmuc2qpc460bs4lb5aff,1,80.5,96.5,2025-04-09T18:13:01.828Z,2025-04-11T21:23:05Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638303339,56,Left,5638303347,213,6.06,5638303345,212,12.6,5638303341,140,92.2,5638303343,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799353941,788,3,2,55,23,e5txudmuc2qpc460bs4lb5aff,0,93.6,85.9,2025-04-09T18:13:03.093Z,2025-04-11T21:23:07Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5642349425,56,Left,5642349427,286,,5642349431,467,bxafjt88zqj5wgvx5r71c6cid,5642349429,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636331,503,4,2,55,23,e5txudmuc2qpc460bs4lb5aff,1,86.4,89.5,2025-04-09T18:13:03.818Z,2025-04-11T21:23:12Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638303403,286,,5638303401,265,,5638303397,56,Left,5638303395,13,,5638303399,152,,5638303415,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636329,461,4,2,55,23,8q6cv8g4bd3xdl7m88kll16na,0,13.6,10.5,2025-04-09T18:13:03.819Z,2025-04-11T21:23:14Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5638303419,233,503,5638303407,56,Back,5638303411,265,,5638303405,13,,5638303413,285,,5638303409,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636423,505,1,2,56,5,e5txudmuc2qpc460bs4lb5aff,0,94.3,90.5,2025-04-09T18:13:45.779Z,2025-04-11T21:24:19Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5638304127,213,4.73,5638304113,5,,5638304121,140,94.7,5638304125,212,20.6,5642349859,20,,5638304119,56,Center,5638304115,155,,5638304111,2,,5638304123,141,60.2,5642349857,223,,5638304117,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636391,462,12,2,56,6,8q6cv8g4bd3xdl7m88kll16na,1,4.4,40.1,2025-04-09T18:13:46.803Z,2025-04-11T21:24:59Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5638303897,141,37.0,5638303895,140,3.7,5638303893,56,Back,5638303901,213,4.38,5642350429,189,,5638303899,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799354037,789,61,2,56,7,e5txudmuc2qpc460bs4lb5aff,1,97.6,56.5,2025-04-09T18:13:47.312Z,2025-04-11T21:24:56Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5642350401,189,,5642350149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636393,463,5,2,56,8,8q6cv8g4bd3xdl7m88kll16na,1,-0.9,39.8,2025-04-09T18:13:48.412Z,2025-04-11T21:24:34Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5638304839,346,,5638390155,233,507,5638303911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636427,507,5,2,56,8,e5txudmuc2qpc460bs4lb5aff,0,100.9,60.2,2025-04-09T18:13:48.412Z,2025-04-11T21:24:36Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5638304133,346,,5638304131,56,Center,5638390159,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636431,464,18,2,56,30,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:10.055Z,2025-04-11T21:25:16Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5638304137,44,Forward,5638304159,55,465,5638304135,42,,5638304139,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636433,465,19,2,56,30,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:10.056Z,2025-04-11T21:25:17Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5638304147,59,24,5638304155,55,464,5638304151,293,1,5638304141,42,,5638304145,145,11,5638304153,44,Midfielder,5638304149,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636445,466,18,2,56,40,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:20.748Z,2025-04-11T21:25:27Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5638304239,42,,5638304241,44,Forward,5638304243,59,80,5638304265,55,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636447,467,19,2,56,40,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:20.749Z,2025-04-11T21:25:28Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5638304249,145,9,5638304253,292,9,5638304257,44,Forward,5638304245,42,,5638304259,55,466,5638304255,293,3,5638304251,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636527,472,18,2,56,42,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:22.238Z,2025-04-11T21:25:37Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638304769,42,,5638304793,55,473,5638304773,59,27,5638304771,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636529,473,19,2,56,42,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:14:22.239Z,2025-04-11T21:25:38Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5638304787,44,Defender,5638304783,292,3,5638304775,42,,5638304789,55,472,5638304781,59,23,5638304785,293,1,5638304779,145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636463,468,1,2,56,59,8q6cv8g4bd3xdl7m88kll16na,1,5.0,58.5,2025-04-09T18:14:39.172Z,2025-04-09T18:15:30Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5638304425,141,49.6,5638304421,56,Back,5638304429,213,4.36,5638304949,124,,5638304989,189,,5638304427,212,6.4,5638304951,237,,5638304423,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636477,469,1,2,57,1,8q6cv8g4bd3xdl7m88kll16na,1,2.9,49.6,2025-04-09T18:14:41.140Z,2025-04-09T18:14:43Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5638304491,213,0.15,5638304487,141,59.0,5638304483,56,Back,5638304489,212,43.5,5638304493,1,,5638304481,157,,5638304485,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636479,470,3,2,57,3,8q6cv8g4bd3xdl7m88kll16na,0,45.7,54.7,2025-04-09T18:14:43.018Z,2025-04-11T21:25:55Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5638304501,286,,5638304541,233,509,5638304499,56,Back,5642351117,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636481,509,7,2,57,3,e5txudmuc2qpc460bs4lb5aff,1,54.3,45.3,2025-04-09T18:14:43.019Z,2025-04-11T21:26:00Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5642351159,383,,5638304521,233,470,5638304505,285,,5642351161,178,,5638304503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636497,511,1,2,57,4,e5txudmuc2qpc460bs4lb5aff,1,60.3,57.9,2025-04-09T18:14:44.193Z,2025-04-09T18:14:51Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638304593,141,78.5,5638304595,212,21.2,5638304591,140,75.5,5638304589,56,Center,5638304597,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636507,512,1,2,57,10,e5txudmuc2qpc460bs4lb5aff,1,90.2,76.3,2025-04-09T18:14:50.394Z,2025-04-11T21:26:48Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,1.0,,5638304679,140,84.2,5638304681,141,63.4,5638304685,213,4.09,5638305003,210,13,5638304683,212,10.8,5638305005,154,,5638304677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636509,513,13,2,57,11,e5txudmuc2qpc460bs4lb5aff,1,82.8,62.4,2025-04-09T18:14:51.578Z,2025-04-11T21:26:50Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638305045,231,52.7,5638305041,328,,5638305039,103,11.1,5642351495,84,,5638305031,154,,5638305037,102,41.7,5638557521,18,,5638304695,56,Center,5638305029,29,,5638304691,22,,5638304707,72,5638305043,230,,97.8,5638305033,55,,,,,,,,,,,,,,,,,,,,,512,,,,
2798636523,471,5,2,57,13,8q6cv8g4bd3xdl7m88kll16na,1,-1.2,62.4,2025-04-09T18:14:53.250Z,2025-04-09T19:57:57Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5638390083,233,514,5638304763,56,Back,5638304765,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636569,514,5,2,57,13,e5txudmuc2qpc460bs4lb5aff,0,101.2,37.6,2025-04-09T18:14:53.250Z,2025-04-09T19:57:57Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638305057,56,Center,5638390115,233,471,5638305059,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636589,474,1,2,57,53,8q6cv8g4bd3xdl7m88kll16na,0,4.9,60.6,2025-04-09T18:15:33.731Z,2025-04-09T18:15:37Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5638305199,213,0.12,5638305203,74,,5638305195,141,72.1,5638305191,56,Center,5638305201,1,,5638305197,212,64.9,5638305189,124,,5638305193,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636591,515,8,2,57,58,e5txudmuc2qpc460bs4lb5aff,1,38.3,7.4,2025-04-09T18:15:38.147Z,2025-04-11T21:28:04Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638305209,15,,5638305205,56,Back,5642352161,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636597,475,1,2,58,0,8q6cv8g4bd3xdl7m88kll16na,1,54.8,93.6,2025-04-09T18:15:40.147Z,2025-04-11T21:28:14Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5638305233,213,5.83,5638305223,3,,5638305227,140,67.8,5638305231,212,15.2,5638305225,56,Left,5638305229,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636601,476,1,2,58,1,8q6cv8g4bd3xdl7m88kll16na,0,68.7,84.6,2025-04-09T18:15:41.147Z,2025-04-11T21:28:21Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5638305259,212,8.9,5638305261,213,4.93,5638305255,140,70.5,5638305251,3,,5638305253,56,Center,5638305257,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636637,516,1,2,58,1,e5txudmuc2qpc460bs4lb5aff,0,27.5,34.5,2025-04-09T18:15:41.713Z,2025-04-09T18:15:48Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638305437,56,Back,5638305433,157,,5638305447,1,,5638305443,212,26.4,5638305439,140,48.7,5638305441,141,55.5,5638305445,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636639,477,1,2,58,7,8q6cv8g4bd3xdl7m88kll16na,1,51.4,55.4,2025-04-09T18:15:47.746Z,2025-04-11T21:28:32Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5638305459,213,4.87,5638305455,141,41.7,5638305451,56,Center,5638305453,140,52.8,5638305457,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636655,479,1,2,58,11,8q6cv8g4bd3xdl7m88kll16na,1,50.8,25.9,2025-04-09T18:15:50.994Z,2025-04-09T18:15:53Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5638305529,141,34.0,5638305531,212,15.1,5638305525,56,Back,5638305533,213,2.77,5638305527,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636659,480,1,2,58,12,8q6cv8g4bd3xdl7m88kll16na,0,37.4,34.0,2025-04-09T18:15:52.860Z,2025-04-09T18:15:53Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5638305557,56,Center,5638305565,213,0.40,5638305561,141,53.6,5638305555,157,,5638305567,1,,5638305563,212,34.5,5638305559,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636667,517,12,2,58,14,e5txudmuc2qpc460bs4lb5aff,1,34.5,40.7,2025-04-09T18:15:54.226Z,2025-04-11T21:28:53Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638305611,141,37.2,5638305615,213,6.19,5638305613,212,25.5,5638305609,140,58.7,5638305621,15,,5638305607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636691,481,43,2,58,21,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T18:16:01.211Z,2025-04-11T21:29:14Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638305785,399,7j35sfip0xb51mpa91wzikrh0,5642353135,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636699,519,1,2,58,23,e5txudmuc2qpc460bs4lb5aff,1,74.6,59.6,2025-04-09T18:16:03.658Z,2025-04-09T18:16:05Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5638305767,212,8.8,5638305763,140,66.2,5638305765,141,60.0,5638305761,56,Center,5638305769,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636703,520,61,2,58,27,e5txudmuc2qpc460bs4lb5aff,0,68.8,59.0,2025-04-09T18:16:07.810Z,2025-04-09T20:04:09Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638305787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636711,483,1,2,58,28,8q6cv8g4bd3xdl7m88kll16na,1,38.9,28.9,2025-04-09T18:16:08.610Z,2025-04-09T18:16:10Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5638305823,141,38.3,5638305825,212,6.6,5638305821,140,40.5,5638305827,213,1.31,5638305819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636715,484,1,2,58,30,8q6cv8g4bd3xdl7m88kll16na,1,37.6,28.6,2025-04-09T18:16:10.746Z,2025-04-09T18:16:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638305859,140,44.7,5638305863,212,9.6,5638305865,213,5.61,5638305861,141,19.8,5638305857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636719,485,1,2,58,33,8q6cv8g4bd3xdl7m88kll16na,0,44.7,19.8,2025-04-09T18:16:13.082Z,2025-04-09T18:16:14Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5638305889,212,16.4,5638305891,213,0.60,5638305887,141,33.4,5638305883,56,Center,5638305885,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636729,522,1,2,58,36,e5txudmuc2qpc460bs4lb5aff,1,39.9,75.1,2025-04-09T18:16:16.432Z,2025-04-09T18:16:19Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5638305919,140,58.0,5638305923,212,20.3,5638305925,213,0.35,5638305917,56,Left,5638305921,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636735,523,1,2,58,38,e5txudmuc2qpc460bs4lb5aff,1,58.7,70.7,2025-04-09T18:16:18.827Z,2025-04-11T21:29:42Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5638305949,140,51.7,5638305947,56,Center,5638305953,212,11.1,5638305955,213,3.99,5638305951,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798636737,524,4,2,58,42,e5txudmuc2qpc460bs4lb5aff,1,53.6,54.7,2025-04-09T18:16:22.161Z,2025-04-09T21:32:00Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638305999,286,,5638305995,152,,5638305991,13,,5638306319,295,,5638306011,233,486,5638305993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
