id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2823868245,309,1,1,41,29,c7jgkxx1czv5etn7snf1r6p2m,1,45.1,43.4,2025-06-22T15:43:13.628Z,2025-06-22T15:43:17Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778014539,213,1.35,5778014533,140,48.1,5778014531,56,Back,5778014537,212,14.5,5778014535,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868255,310,1,1,41,32,c7jgkxx1czv5etn7snf1r6p2m,1,53.5,64.5,2025-06-22T15:43:17.212Z,2025-06-22T15:43:18Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5778014581,212,9.2,5778014579,141,77.3,5778014583,213,1.23,5778014575,56,Center,5778014577,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868273,311,1,1,41,33,c7jgkxx1czv5etn7snf1r6p2m,1,56.4,77.3,2025-06-22T15:43:18.092Z,2025-06-22T15:43:23Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778014697,213,0.81,5778014693,141,96.9,5778014689,56,Left,5778014691,140,68.6,5778014695,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868291,312,1,1,41,38,c7jgkxx1czv5etn7snf1r6p2m,1,77.4,92.4,2025-06-22T15:43:22.892Z,2025-06-22T15:43:26Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5778014775,141,75.9,5778014777,212,15.9,5778014771,56,Center,5778014779,213,3.93,5778014773,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868305,313,1,1,41,41,c7jgkxx1czv5etn7snf1r6p2m,1,66.7,77.2,2025-06-22T15:43:26.212Z,2025-06-22T15:43:30Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778014875,213,5.52,5778014871,141,66.9,5778014869,140,73.7,5778014867,56,Center,5778014873,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868317,314,1,1,41,46,c7jgkxx1czv5etn7snf1r6p2m,1,70.6,58.5,2025-06-22T15:43:30.668Z,2025-06-22T15:43:32Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5778014933,140,78.6,5778014939,213,6.23,5778014931,56,Center,5778014937,212,8.4,5778014935,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868323,315,1,1,41,47,c7jgkxx1czv5etn7snf1r6p2m,0,78.6,57.9,2025-06-22T15:43:32.147Z,2025-06-22T15:43:32Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5778014973,141,55.8,5778014977,213,6.04,5778014969,56,Center,5778014975,212,5.9,5778014971,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868327,356,61,1,41,49,uqspd1bx7f6mq8ohj50u1k1k,1,20.0,34.9,2025-06-22T15:43:34.309Z,2025-06-22T15:44:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778015007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868341,357,1,1,41,53,uqspd1bx7f6mq8ohj50u1k1k,1,11.5,43.6,2025-06-22T15:43:37.604Z,2025-06-22T15:44:23Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5778015089,56,Back,5778016025,141,48.9,5778016029,213,0.78,5778016023,140,15.0,5778016027,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868351,358,4,1,41,54,uqspd1bx7f6mq8ohj50u1k1k,1,14.6,53.0,2025-06-22T15:43:38.962Z,2025-06-22T15:44:24Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5778015165,13,,5778015171,265,,5778015173,285,,5778015185,233,316,5778015167,56,Back,5778015169,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868347,316,4,1,41,54,c7jgkxx1czv5etn7snf1r6p2m,0,85.4,47.0,2025-06-22T15:43:38.963Z,2025-06-22T15:43:43Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5778015147,152,,5778015191,233,358,5778015143,13,,5778015151,286,,5778015149,265,,5778015145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868623,317,27,1,43,4,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-22T15:44:48.988Z,2025-06-22T15:44:54Z,,,,,5778016835,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868641,359,27,1,43,4,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-22T15:44:48.988Z,2025-06-22T15:44:53Z,,,,,5778016801,41,Injury,5778016817,233,317,5778016803,53,94s19kazaywfzrg007vsha6wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868721,318,28,1,43,9,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-22T15:44:54.091Z,2025-06-22T17:02:11Z,,,,,5778117339,233,360,5778017333,55,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868649,360,28,1,43,9,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-22T15:44:54.091Z,2025-06-22T17:02:11Z,,,,,5778117323,233,318,5778016849,55,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868807,361,1,1,43,47,uqspd1bx7f6mq8ohj50u1k1k,0,18.3,51.5,2025-06-22T15:45:31.996Z,2025-06-22T15:45:34Z,43rb01lv7300xhsj32twxctex,K. Skjærstein,,,5778017765,213,6.09,5778017759,140,73.8,5778017753,157,,5778017761,141,35.1,5778017757,56,Center,5778017767,1,,5778017755,152,,5778017763,212,59.3,5778017751,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868815,320,1,1,43,52,c7jgkxx1czv5etn7snf1r6p2m,0,41.1,74.8,2025-06-22T15:45:36.394Z,2025-06-22T15:45:36Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5778017811,3,,5778017815,140,42.1,5778017821,213,0.77,5778017817,141,76.3,5778017819,212,1.5,5778017813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868837,362,4,1,43,55,uqspd1bx7f6mq8ohj50u1k1k,1,59.2,23.0,2025-06-22T15:45:40.097Z,2025-06-22T15:45:45Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5778017911,294,,5778017915,152,,5778017917,286,,5778017913,56,Center,5778017935,233,321,5778017909,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868835,321,4,1,43,55,c7jgkxx1czv5etn7snf1r6p2m,0,40.8,77.0,2025-06-22T15:45:40.098Z,2025-06-22T15:45:46Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5778017899,13,,5778017901,294,,5778017905,152,,5778017903,56,Back,5778017957,233,362,5778017907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868889,363,1,1,44,9,uqspd1bx7f6mq8ohj50u1k1k,1,64.8,24.0,2025-06-22T15:45:53.986Z,2025-06-22T15:45:56Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5778018213,213,3.12,5778018203,152,,5778018209,141,24.6,5778018211,212,15.9,5778018207,140,49.7,5778018205,56,Back,5778018201,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868905,364,1,1,44,11,uqspd1bx7f6mq8ohj50u1k1k,1,49.7,24.6,2025-06-22T15:45:55.970Z,2025-06-22T15:45:58Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5778018283,212,14.5,5778018281,141,45.4,5778018285,213,1.80,5778018279,140,46.6,5778018277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868923,365,1,1,44,13,uqspd1bx7f6mq8ohj50u1k1k,1,45.0,49.7,2025-06-22T15:45:58.323Z,2025-06-22T15:46:01Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5778018371,141,26.2,5778018375,213,4.69,5778018367,56,Back,5778018373,212,16.0,5778018369,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868955,366,1,1,44,16,uqspd1bx7f6mq8ohj50u1k1k,0,45.1,25.2,2025-06-22T15:46:01.092Z,2025-06-22T15:46:05Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5778018571,56,Right,5778018575,141,5.8,5778018577,212,40.4,5778018569,155,,5778018573,140,81.5,5778018579,213,5.95,5778018581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868961,323,1,1,44,21,c7jgkxx1czv5etn7snf1r6p2m,1,17.6,91.2,2025-06-22T15:46:05.701Z,2025-06-22T15:46:07Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778018611,56,Back,5778018615,141,83.2,5778018617,212,10.1,5778018613,140,9.5,5778018619,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868979,324,1,1,44,22,c7jgkxx1czv5etn7snf1r6p2m,0,9.5,83.2,2025-06-22T15:46:07.073Z,2025-06-22T15:46:09Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5778018737,141,87.1,5778018741,212,35.2,5778018745,1,,5778018727,56,Back,5778018723,157,,5778018743,213,0.08,5778018733,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868997,367,1,1,44,25,uqspd1bx7f6mq8ohj50u1k1k,1,52.8,16.2,2025-06-22T15:46:09.627Z,2025-06-22T15:46:13Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778018855,140,59.4,5778018851,3,,5778018857,141,27.4,5778018859,212,10.3,5778018861,213,0.83,5778018853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869019,369,1,1,44,30,uqspd1bx7f6mq8ohj50u1k1k,1,59.9,21.0,2025-06-22T15:46:14.906Z,2025-06-22T15:46:16Z,15823p8n34f7coivq6wq687is,W. Igor,,,5778018949,141,9.4,5778018951,212,8.2,5778018953,213,4.44,5778018945,56,Right,5778018947,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869037,370,1,1,44,31,uqspd1bx7f6mq8ohj50u1k1k,1,57.8,9.4,2025-06-22T15:46:16.170Z,2025-06-22T15:46:18Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778019047,141,20.1,5778019045,140,40.1,5778019049,212,20.0,5778019051,213,2.77,5778019043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869045,371,1,1,44,33,uqspd1bx7f6mq8ohj50u1k1k,1,40.1,20.1,2025-06-22T15:46:18.266Z,2025-06-22T15:46:21Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5778019095,56,Back,5778019103,213,1.43,5778019097,140,42.8,5778019101,212,20.3,5778019099,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869061,372,1,1,44,37,uqspd1bx7f6mq8ohj50u1k1k,1,42.9,50.9,2025-06-22T15:46:21.378Z,2025-06-22T15:46:25Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5778019165,140,44.3,5778019167,141,73.6,5778019171,213,1.48,5778019163,56,Back,5778019169,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869071,373,1,1,44,40,uqspd1bx7f6mq8ohj50u1k1k,1,58.2,81.4,2025-06-22T15:46:25.354Z,2025-06-22T15:46:29Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5778019229,141,93.3,5778019233,213,0.49,5778019225,56,Left,5778019231,212,17.3,5778019227,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869087,374,1,1,44,44,uqspd1bx7f6mq8ohj50u1k1k,1,71.0,91.1,2025-06-22T15:46:28.954Z,2025-06-22T15:46:32Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5778019329,213,3.52,5778019323,140,43.9,5778019327,212,30.6,5778019321,56,Back,5778019325,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869105,375,1,1,44,48,uqspd1bx7f6mq8ohj50u1k1k,1,44.6,70.0,2025-06-22T15:46:32.489Z,2025-06-22T15:46:36Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5778019459,1,,5778019453,141,20.0,5778019457,213,4.94,5778019455,212,34.9,5778019451,140,52.0,5778019449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869121,376,1,1,44,52,uqspd1bx7f6mq8ohj50u1k1k,0,59.4,19.5,2025-06-22T15:46:36.730Z,2025-06-22T15:50:16Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778019533,56,Right,5778019539,212,12.5,5778019541,213,5.81,5778019535,140,70.0,5778019537,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869129,325,8,1,44,55,c7jgkxx1czv5etn7snf1r6p2m,1,28.5,81.7,2025-06-22T15:46:40.081Z,2025-06-22T15:53:34Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5778019571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869797,398,61,1,44,56,uqspd1bx7f6mq8ohj50u1k1k,1,76.1,26.2,2025-06-22T15:46:40.753Z,2025-06-22T15:50:14Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5778023181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869135,326,1,1,44,56,c7jgkxx1czv5etn7snf1r6p2m,0,27.7,80.6,2025-06-22T15:46:40.785Z,2025-06-22T15:54:01Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5778019601,140,31.9,5778019605,212,6.0,5778019607,213,5.55,5778019597,157,,5778019609,1,,5778019603,141,74.7,5778019599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869137,377,61,1,44,56,uqspd1bx7f6mq8ohj50u1k1k,1,70.1,11.7,2025-06-22T15:46:41.209Z,2025-06-22T15:50:23Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5778019615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870087,422,70,1,44,59,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-22T15:46:43.370Z,2025-06-22T15:52:19Z,,,,,5778024729,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869159,328,1,1,45,1,c7jgkxx1czv5etn7snf1r6p2m,1,26.4,59.1,2025-06-22T15:46:45.656Z,2025-06-22T15:46:47Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778019715,141,48.4,5778019711,56,Back,5778019713,140,13.4,5778019719,213,3.63,5778019717,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869197,329,1,1,45,2,c7jgkxx1czv5etn7snf1r6p2m,1,13.4,48.4,2025-06-22T15:46:47.273Z,2025-06-22T15:54:00Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5778019963,213,0.52,5778019955,56,Left,5778019961,212,50.7,5778019959,141,85.6,5778019965,1,,5778025363,157,,5778019957,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869223,330,1,1,45,7,c7jgkxx1czv5etn7snf1r6p2m,1,55.3,85.6,2025-06-22T15:46:51.952Z,2025-06-22T15:46:58Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5778020065,56,Back,5778020071,212,12.7,5778020067,140,45.7,5778020073,213,3.80,5778020069,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869241,331,1,1,45,14,c7jgkxx1czv5etn7snf1r6p2m,1,60.3,67.6,2025-06-22T15:46:58.648Z,2025-06-22T15:47:03Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778020213,141,93.5,5778020209,56,Left,5778020211,140,73.3,5778020217,213,0.91,5778020215,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869259,332,1,1,45,19,c7jgkxx1czv5etn7snf1r6p2m,1,90.4,79.1,2025-06-22T15:47:03.816Z,2025-06-22T15:47:07Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5778020311,141,65.7,5778020315,213,5.08,5778020313,212,9.7,5778020309,140,93.7,5778020307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869265,333,1,1,45,21,c7jgkxx1czv5etn7snf1r6p2m,1,93.7,65.7,2025-06-22T15:47:05.736Z,2025-06-22T15:54:27Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778020347,213,2.95,5778020345,212,10.9,5778020341,140,83.5,5778020339,56,Center,5778020343,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869271,334,1,1,45,24,c7jgkxx1czv5etn7snf1r6p2m,0,79.2,76.9,2025-06-22T15:47:09.263Z,2025-06-22T17:49:24Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5778020475,141,46.2,5778025639,233,379,5778020471,155,,5778020371,56,Center,5778020469,2,,5778020477,212,26.8,5778020473,140,95.2,5778020479,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869275,379,11,1,45,27,uqspd1bx7f6mq8ohj50u1k1k,1,8.5,52.4,2025-06-22T15:47:12.323Z,2025-06-22T15:55:01Z,43rb01lv7300xhsj32twxctex,K. Skjærstein,,,5778020395,88,,5778020393,56,Back,5778025643,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870139,424,80,1,45,40,uqspd1bx7f6mq8ohj50u1k1k,0,14.4,51.5,2025-06-22T15:47:24.370Z,2025-06-22T17:04:11Z,43rb01lv7300xhsj32twxctex,K. Skjærstein,,,5778025007,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869343,380,1,1,45,41,uqspd1bx7f6mq8ohj50u1k1k,0,8.3,47.8,2025-06-22T15:47:26.306Z,2025-06-22T15:52:49Z,43rb01lv7300xhsj32twxctex,K. Skjærstein,,,5778020713,141,44.5,5778020719,1,,5778020709,56,Center,5778020717,213,6.24,5778024941,189,,5778024977,157,,5778020711,140,60.8,5778024979,198,,5778020715,212,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869377,335,1,1,45,48,c7jgkxx1czv5etn7snf1r6p2m,1,27.2,34.2,2025-06-22T15:47:32.663Z,2025-06-22T15:47:34Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5778020841,56,Back,5778020845,141,53.7,5778020847,212,18.0,5778020843,140,15.6,5778020849,213,2.31,5778020839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869385,337,1,1,45,50,c7jgkxx1czv5etn7snf1r6p2m,1,15.6,53.7,2025-06-22T15:47:34.807Z,2025-06-22T15:47:39Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5778020873,141,7.7,5778020867,123,,5778020877,213,5.28,5778020869,56,Back,5778020973,1,,5778020897,287,,5778020875,212,37.0,5778020871,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869419,338,1,1,45,54,c7jgkxx1czv5etn7snf1r6p2m,1,53.8,13.4,2025-06-22T15:47:39.240Z,2025-06-22T15:47:42Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5778021019,56,Center,5778021027,213,0.67,5778021023,141,45.7,5778021029,1,,5778021021,140,80.1,5778021025,212,35.3,5778021039,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869457,339,1,1,46,2,c7jgkxx1czv5etn7snf1r6p2m,1,80.0,36.3,2025-06-22T15:47:46.431Z,2025-06-22T15:47:48Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5778021155,141,44.0,5778021151,56,Center,5778021153,140,68.3,5778021159,213,2.74,5778021157,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869465,340,1,1,46,4,c7jgkxx1czv5etn7snf1r6p2m,1,72.7,45.1,2025-06-22T15:47:48.799Z,2025-06-22T15:47:51Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778021211,212,10.8,5778021205,56,Center,5778021207,140,74.3,5778021213,213,1.41,5778021209,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869467,341,1,1,46,7,c7jgkxx1czv5etn7snf1r6p2m,0,75.1,61.4,2025-06-22T15:47:51.695Z,2025-06-22T15:47:53Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778021223,140,89.9,5778021229,213,5.59,5778021221,56,Center,5778021219,155,,5778021225,141,42.4,5778021227,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869473,381,12,1,46,9,uqspd1bx7f6mq8ohj50u1k1k,1,12.4,60.0,2025-06-22T15:47:53.541Z,2025-06-22T15:47:54Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5778021271,141,71.2,5778021289,15,,5778021269,140,21.8,5778021275,213,0.66,5778021273,212,12.5,5778021267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869483,382,12,1,46,10,uqspd1bx7f6mq8ohj50u1k1k,1,21.8,71.2,2025-06-22T15:47:54.995Z,2025-06-22T15:47:57Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5778021307,140,35.3,5778021305,56,Back,5778021311,212,18.8,5778021309,141,53.0,5778021313,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869485,383,61,1,46,12,uqspd1bx7f6mq8ohj50u1k1k,0,35.3,53.0,2025-06-22T15:47:57.346Z,2025-06-22T15:53:31Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5778021315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869503,342,1,1,46,15,c7jgkxx1czv5etn7snf1r6p2m,1,48.5,68.8,2025-06-22T15:47:59.639Z,2025-06-22T15:48:02Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778021421,56,Back,5778021425,141,48.4,5778021429,213,3.63,5778021423,140,23.9,5778021427,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869511,343,1,1,46,18,c7jgkxx1czv5etn7snf1r6p2m,1,23.9,48.4,2025-06-22T15:48:02.855Z,2025-06-22T15:48:06Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5778021451,56,Back,5778021455,141,77.3,5778021459,213,0.97,5778021453,140,36.7,5778021457,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869525,344,1,1,46,21,c7jgkxx1czv5etn7snf1r6p2m,1,36.7,77.3,2025-06-22T15:48:06.287Z,2025-06-22T15:48:11Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5778021565,56,Back,5778021571,212,11.6,5778021567,140,44.6,5778021573,213,5.51,5778021569,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869549,345,1,1,46,26,c7jgkxx1czv5etn7snf1r6p2m,1,52.2,66.3,2025-06-22T15:48:11.143Z,2025-06-22T15:48:18Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5778021691,212,23.6,5778021685,56,Left,5778021687,140,63.2,5778021689,141,96.5,5778021693,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869567,346,1,1,46,33,c7jgkxx1czv5etn7snf1r6p2m,1,84.1,93.0,2025-06-22T15:48:17.903Z,2025-06-22T15:48:22Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5778021791,212,17.4,5778021785,56,Center,5778021787,140,93.9,5778021789,141,72.4,5778021793,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869569,347,1,1,46,37,c7jgkxx1czv5etn7snf1r6p2m,0,97.3,72.6,2025-06-22T15:48:21.951Z,2025-06-22T15:48:30Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5778021805,141,69.3,5778021801,56,Center,5778022001,236,,5778021807,212,2.2,5778022003,233,384,5778022007,286,,5778021809,213,4.76,5778021803,140,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869585,384,74,1,46,37,uqspd1bx7f6mq8ohj50u1k1k,1,5.5,32.8,2025-06-22T15:48:21.952Z,2025-06-22T17:01:06Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778022023,233,347,5778021853,56,Back,5778021855,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869579,348,6,1,46,39,c7jgkxx1czv5etn7snf1r6p2m,1,95.6,68.0,2025-06-22T15:48:24.017Z,2025-06-22T17:01:17Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5778021871,233,385,5778021857,56,Center,5778021859,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869587,385,6,1,46,39,uqspd1bx7f6mq8ohj50u1k1k,0,4.4,32.0,2025-06-22T15:48:24.017Z,2025-06-22T17:01:18Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5778021867,56,Back,5778021869,73,,5778021875,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
