id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId
2810467473,429,1,2,45,2,80hgdmpkvdrhw1ge9nks2kxvy,1,45.6,53.3,2025-05-04T16:04:27.047Z,2025-05-04T16:04:32Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703432971,140,40.4,5703432973,141,77.6,5703432977,213,1.89,5703432975,212,17.4,5703432969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467531,430,1,2,45,7,80hgdmpkvdrhw1ge9nks2kxvy,1,38.1,79.0,2025-05-04T16:04:32.183Z,2025-05-04T16:22:01Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703433261,213,4.24,5703433255,140,27.7,5703433257,141,47.9,5703433259,212,23.8,5703433253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467617,431,1,2,45,12,80hgdmpkvdrhw1ge9nks2kxvy,1,24.8,51.9,2025-05-04T16:04:36.728Z,2025-05-04T16:04:41Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703433765,1,,5703433761,212,40.8,5703433751,56,Center,5703433763,213,5.75,5703433757,141,21.2,5703433749,157,,5703433753,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467627,432,1,2,45,17,80hgdmpkvdrhw1ge9nks2kxvy,1,62.3,21.9,2025-05-04T16:04:41.768Z,2025-05-04T16:43:58Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5703633499,213,5.19,5703633493,140,68.2,5703633497,212,13.4,5703433799,56,Right,5703633495,141,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467635,433,1,2,45,17,80hgdmpkvdrhw1ge9nks2kxvy,1,64.2,7.6,2025-05-04T16:04:42.047Z,2025-05-04T16:44:14Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703634927,140,57.0,5703433815,56,Center,5703634931,212,12.0,5703634933,213,2.25,5703634929,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810504531,853,1,2,45,18,80hgdmpkvdrhw1ge9nks2kxvy,1,56.7,17.2,2025-05-04T16:04:43.161Z,2025-05-04T16:45:06Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703639447,212,10.6,5703639441,140,52.1,5703639449,213,2.04,5703639439,56,Center,5703639445,141,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467673,434,1,2,45,19,80hgdmpkvdrhw1ge9nks2kxvy,1,47.5,48.2,2025-05-04T16:04:43.431Z,2025-05-04T16:04:45Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703434053,213,4.03,5703434049,141,32.2,5703434045,56,Back,5703434051,212,14.1,5703434047,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467717,435,1,2,45,20,80hgdmpkvdrhw1ge9nks2kxvy,1,35.7,32.7,2025-05-04T16:04:44.783Z,2025-05-04T16:04:47Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703434299,56,Back,5703434307,212,22.3,5703434303,140,25.9,5703434305,141,61.8,5703434309,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467755,436,1,2,45,23,80hgdmpkvdrhw1ge9nks2kxvy,0,29.7,65.8,2025-05-04T16:04:47.526Z,2025-05-04T16:04:51Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703434559,213,5.96,5703434561,1,,5703434555,141,38.6,5703434557,212,58.5,5703434553,140,82.6,5703434549,157,,5703434551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467847,510,1,2,45,28,btaf9fuj3xctycyjeqwereaow,0,21.8,59.0,2025-05-04T16:04:52.322Z,2025-05-04T16:04:57Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5703435075,140,39.5,5703435079,212,34.1,5703435083,1,,5703435071,157,,5703435073,56,Back,5703435081,213,0.99,5703435077,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467965,437,5,2,45,32,80hgdmpkvdrhw1ge9nks2kxvy,1,59.4,-1.3,2025-05-04T16:04:57.162Z,2025-05-04T17:57:25Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703435743,347,,5703435741,56,Right,5703435779,233,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467853,511,5,2,45,32,btaf9fuj3xctycyjeqwereaow,0,40.6,101.3,2025-05-04T16:04:57.162Z,2025-05-04T17:57:25Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5703435825,233,437,5703435105,56,Back,5703435107,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810467991,438,1,2,45,39,80hgdmpkvdrhw1ge9nks2kxvy,1,55.9,0.0,2025-05-04T16:05:03.999Z,2025-05-04T16:05:05Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703435921,140,36.8,5703435923,141,12.2,5703435917,107,,5703435927,213,2.69,5703435925,212,22.3,5703435929,1,,5703435919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468093,439,1,2,45,41,80hgdmpkvdrhw1ge9nks2kxvy,1,34.8,10.6,2025-05-04T16:05:05.776Z,2025-05-04T16:05:12Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703436419,212,28.8,5703436415,140,13.9,5703436417,141,38.0,5703436413,56,Back,5703436421,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468177,440,1,2,45,47,80hgdmpkvdrhw1ge9nks2kxvy,1,14.3,45.7,2025-05-04T16:05:12.038Z,2025-05-04T16:05:17Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703436841,56,Back,5703436847,212,21.7,5703436843,140,33.4,5703436845,141,57.8,5703436849,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468355,441,1,2,45,52,80hgdmpkvdrhw1ge9nks2kxvy,1,32.3,69.7,2025-05-04T16:05:16.911Z,2025-05-04T16:05:28Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703437877,212,11.0,5703437879,213,1.61,5703437873,140,31.9,5703437871,56,Back,5703437875,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468371,442,1,2,46,3,80hgdmpkvdrhw1ge9nks2kxvy,1,31.4,77.5,2025-05-04T16:05:27.870Z,2025-05-04T16:46:15Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703437961,140,37.6,5703437959,56,Back,5703437967,213,0.88,5703437963,141,89.0,5703437965,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468437,443,1,2,46,4,80hgdmpkvdrhw1ge9nks2kxvy,1,37.6,89.0,2025-05-04T16:05:28.718Z,2025-05-04T16:05:33Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703438345,212,13.8,5703438339,56,Back,5703438343,141,74.4,5703438347,213,3.95,5703438341,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468499,444,1,2,46,8,80hgdmpkvdrhw1ge9nks2kxvy,0,27.4,76.9,2025-05-04T16:05:32.790Z,2025-05-04T16:46:32Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5703438619,213,3.54,5703438613,140,7.2,5703438617,212,23.1,5703438615,141,63.6,5703438611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468515,445,1,2,46,13,80hgdmpkvdrhw1ge9nks2kxvy,1,4.5,62.7,2025-05-04T16:05:37.542Z,2025-05-04T16:05:38Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703438767,56,Back,5703438769,140,20.1,5703438775,213,5.75,5703438771,141,48.5,5703438773,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468535,446,1,2,46,14,80hgdmpkvdrhw1ge9nks2kxvy,1,20.1,48.5,2025-05-04T16:05:38.606Z,2025-05-04T16:46:50Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703438867,56,Back,5703438875,213,3.74,5703438869,140,5.5,5703438871,141,33.1,5703438873,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468649,447,1,2,46,15,80hgdmpkvdrhw1ge9nks2kxvy,1,5.3,35.2,2025-05-04T16:05:40.110Z,2025-05-04T16:47:25Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703439491,56,Back,5703439495,141,13.5,5703439497,212,27.1,5703439499,213,5.71,5703439493,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810504551,855,1,2,46,16,80hgdmpkvdrhw1ge9nks2kxvy,0,26.1,25.2,2025-05-04T16:05:40.810Z,2025-05-04T16:48:07Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5703657775,212,19.9,5703657769,56,Back,5703657779,213,6.10,5703657767,168,,5703657771,140,44.7,5703657773,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468607,512,1,2,46,18,btaf9fuj3xctycyjeqwereaow,1,57.6,73.6,2025-05-04T16:05:43.169Z,2025-05-04T16:05:45Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703439243,56,Center,5703439247,141,63.9,5703439251,213,5.43,5703439245,140,63.1,5703439249,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468655,514,1,2,46,21,btaf9fuj3xctycyjeqwereaow,1,61.0,68.2,2025-05-04T16:05:45.235Z,2025-05-04T16:05:47Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703439523,140,45.9,5703439527,212,15.9,5703439521,56,Back,5703439529,213,3.08,5703439525,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468739,515,1,2,46,23,btaf9fuj3xctycyjeqwereaow,1,44.4,69.0,2025-05-04T16:05:47.426Z,2025-05-04T16:05:52Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703439961,141,47.9,5703439965,213,4.81,5703439959,140,45.8,5703439957,56,Back,5703439963,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468771,516,1,2,46,28,btaf9fuj3xctycyjeqwereaow,1,44.0,38.0,2025-05-04T16:05:52.517Z,2025-05-04T16:05:55Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703440219,56,Back,5703440225,212,14.2,5703440223,141,17.4,5703440227,213,4.86,5703440221,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468797,517,1,2,46,30,btaf9fuj3xctycyjeqwereaow,1,54.2,13.1,2025-05-04T16:05:55.194Z,2025-05-04T16:05:57Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703440365,141,9.1,5703440361,56,Right,5703440363,140,62.5,5703440369,213,5.98,5703440367,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468869,518,1,2,46,33,btaf9fuj3xctycyjeqwereaow,1,60.0,9.1,2025-05-04T16:05:57.235Z,2025-05-04T16:06:00Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5703440685,56,Back,5703440691,212,16.1,5703440689,141,11.3,5703440687,140,44.7,5703440693,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468895,519,1,2,46,36,btaf9fuj3xctycyjeqwereaow,1,38.9,23.4,2025-05-04T16:06:00.713Z,2025-05-04T16:06:02Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703440885,212,16.0,5703440879,56,Back,5703440881,140,29.6,5703440883,141,42.1,5703440887,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468939,520,1,2,46,38,btaf9fuj3xctycyjeqwereaow,1,29.6,42.1,2025-05-04T16:06:02.266Z,2025-05-04T16:06:05Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703441095,213,1.56,5703441089,140,29.8,5703441091,141,67.6,5703441087,56,Back,5703441093,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468983,521,1,2,46,40,btaf9fuj3xctycyjeqwereaow,1,30.5,71.2,2025-05-04T16:06:04.840Z,2025-05-04T16:06:07Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703441345,56,Back,5703441357,212,11.7,5703441359,213,1.23,5703441353,141,87.4,5703441349,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810468987,522,61,2,46,43,btaf9fuj3xctycyjeqwereaow,1,35.3,87.5,2025-05-04T16:06:07.661Z,2025-05-04T16:06:08Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703441367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469035,523,1,2,46,44,btaf9fuj3xctycyjeqwereaow,1,35.8,88.6,2025-05-04T16:06:08.721Z,2025-05-04T16:06:10Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703441543,212,4.4,5703441539,140,31.6,5703441537,56,Back,5703441545,213,3.23,5703441541,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469055,524,1,2,46,45,btaf9fuj3xctycyjeqwereaow,1,31.1,88.9,2025-05-04T16:06:10.137Z,2025-05-04T16:06:11Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703441635,212,3.1,5703441629,56,Back,5703441637,213,4.54,5703441633,141,84.4,5703441631,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469065,452,45,2,46,47,80hgdmpkvdrhw1ge9nks2kxvy,0,67.4,18.4,2025-05-04T16:06:11.657Z,2025-05-04T17:10:27Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703441707,56,Right,5703441913,233,525,5703441921,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469093,525,3,2,46,47,btaf9fuj3xctycyjeqwereaow,1,32.6,81.6,2025-05-04T16:06:11.657Z,2025-05-04T17:10:26Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703441865,233,452,5703441839,56,Back,5703441841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469147,526,1,2,46,49,btaf9fuj3xctycyjeqwereaow,1,36.3,75.0,2025-05-04T16:06:13.657Z,2025-05-04T16:06:16Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703442147,141,47.6,5703442143,140,42.3,5703442141,56,Back,5703442153,213,5.04,5703442149,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469255,527,1,2,46,52,btaf9fuj3xctycyjeqwereaow,1,42.8,32.7,2025-05-04T16:06:16.377Z,2025-05-04T16:06:24Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703442727,140,75.2,5703442729,141,9.1,5703442731,212,37.6,5703442735,1,,5703442725,56,Right,5703442733,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469261,528,1,2,46,59,btaf9fuj3xctycyjeqwereaow,0,73.0,15.6,2025-05-04T16:06:23.697Z,2025-05-04T16:06:24Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5703442791,213,0.99,5703442777,2,,5703442779,155,,5703442785,140,84.5,5703442781,56,Center,5703442787,141,42.8,5703442789,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469281,453,12,2,47,0,80hgdmpkvdrhw1ge9nks2kxvy,1,16.5,59.6,2025-05-04T16:06:25.213Z,2025-05-04T16:06:27Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703442903,141,51.5,5703442907,213,3.50,5703442901,140,2.5,5703442899,56,Back,5703442925,15,,5703442905,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469579,456,1,2,47,16,80hgdmpkvdrhw1ge9nks2kxvy,1,9.7,54.6,2025-05-04T16:06:40.396Z,2025-05-04T16:06:43Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703444509,140,20.8,5703444513,212,11.7,5703444507,56,Back,5703444515,213,0.02,5703444511,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469603,457,1,2,47,18,80hgdmpkvdrhw1ge9nks2kxvy,1,18.5,48.1,2025-05-04T16:06:43.108Z,2025-05-04T16:06:45Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703444657,141,27.6,5703444659,212,15.4,5703444653,56,Back,5703444661,213,4.28,5703444655,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469621,458,1,2,47,21,80hgdmpkvdrhw1ge9nks2kxvy,0,11.9,29.7,2025-05-04T16:06:45.604Z,2025-05-04T16:06:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703444755,141,23.0,5703444751,56,Back,5703444757,212,6.4,5703444753,140,16.2,5703444759,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469631,529,8,2,47,22,btaf9fuj3xctycyjeqwereaow,1,80.3,77.9,2025-05-04T16:06:47.137Z,2025-05-04T16:06:47Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703444789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469853,459,5,2,47,24,80hgdmpkvdrhw1ge9nks2kxvy,1,-0.8,27.2,2025-05-04T16:06:48.381Z,2025-05-04T17:57:26Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703445969,346,,5703445967,56,Back,5703446007,233,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469645,530,5,2,47,24,btaf9fuj3xctycyjeqwereaow,0,100.8,72.8,2025-05-04T16:06:48.381Z,2025-05-04T17:57:26Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703444857,346,,5703446045,233,459,5703444855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469871,460,1,2,47,36,80hgdmpkvdrhw1ge9nks2kxvy,1,4.3,41.0,2025-05-04T16:07:00.692Z,2025-05-04T16:07:02Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703446089,213,1.78,5703446085,141,52.1,5703446079,124,,5703446093,237,,5703446087,212,7.7,5703446083,140,2.8,5703446081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469939,461,1,2,47,38,80hgdmpkvdrhw1ge9nks2kxvy,1,3.5,53.1,2025-05-04T16:07:02.500Z,2025-05-04T16:07:07Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703446429,56,Back,5703446435,212,14.4,5703446437,213,4.98,5703446433,141,32.7,5703446431,140,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469969,462,1,2,47,42,80hgdmpkvdrhw1ge9nks2kxvy,0,8.2,31.8,2025-05-04T16:07:07.004Z,2025-05-04T16:07:09Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703446597,157,,5703446609,1,,5703446605,212,52.7,5703446607,213,0.01,5703446599,56,Center,5703446603,141,32.2,5703446601,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810469963,531,8,2,47,44,btaf9fuj3xctycyjeqwereaow,1,43.9,67.5,2025-05-04T16:07:08.504Z,2025-05-04T16:07:09Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703446615,15,,5703446563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470025,463,5,2,47,47,80hgdmpkvdrhw1ge9nks2kxvy,1,56.9,-1.8,2025-05-04T16:07:11.312Z,2025-05-04T17:57:26Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703446993,233,532,5703446919,56,Right,5703446921,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470001,532,5,2,47,47,btaf9fuj3xctycyjeqwereaow,0,43.1,101.8,2025-05-04T16:07:11.312Z,2025-05-04T17:57:27Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703446801,56,Back,5703447043,233,463,5703446803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470049,464,1,2,47,49,80hgdmpkvdrhw1ge9nks2kxvy,1,54.9,0.0,2025-05-04T16:07:13.588Z,2025-05-04T16:07:15Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703447155,213,2.02,5703447141,107,,5703447143,56,Right,5703447145,140,50.9,5703447151,212,9.6,5703447149,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470059,465,1,2,47,50,80hgdmpkvdrhw1ge9nks2kxvy,1,50.2,14.9,2025-05-04T16:07:14.596Z,2025-05-04T16:07:16Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703447257,213,5.38,5703447253,212,5.8,5703447243,56,Right,5703447249,141,8.2,5703447245,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470087,466,1,2,47,51,80hgdmpkvdrhw1ge9nks2kxvy,1,54.3,7.0,2025-05-04T16:07:15.356Z,2025-05-04T16:07:18Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703447433,213,0.41,5703447421,140,57.6,5703447427,141,9.2,5703447417,56,Right,5703447431,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470093,467,3,2,47,53,80hgdmpkvdrhw1ge9nks2kxvy,0,61.9,6.1,2025-05-04T16:07:18.036Z,2025-05-04T16:07:19Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703447465,286,,5703447461,56,Right,5703447495,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470125,533,1,2,47,54,btaf9fuj3xctycyjeqwereaow,0,30.1,91.2,2025-05-04T16:07:19.121Z,2025-05-04T16:07:20Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703447585,56,Back,5703447617,236,,5703447589,141,91.2,5703447593,213,0.00,5703447595,1,,5703447623,286,,5703447591,212,0.5,5703447587,140,30.6,5703447583,157,,5703447619,233,,,,,,,,,,,,,,,,,468,,,,
2810470115,468,74,2,47,54,80hgdmpkvdrhw1ge9nks2kxvy,1,65.4,2.9,2025-05-04T16:07:19.122Z,2025-05-04T16:07:21Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703447543,56,Right,5703447697,233,533,5703447545,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470163,534,61,2,47,56,btaf9fuj3xctycyjeqwereaow,1,30.6,91.2,2025-05-04T16:07:21.057Z,2025-05-04T16:08:35Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703447771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470317,469,5,2,47,56,80hgdmpkvdrhw1ge9nks2kxvy,1,68.8,-1.2,2025-05-04T16:07:21.164Z,2025-05-04T17:57:27Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703448583,233,535,5703448529,347,,5703448525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470175,535,5,2,47,56,btaf9fuj3xctycyjeqwereaow,0,31.2,101.2,2025-05-04T16:07:21.164Z,2025-05-04T17:57:28Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703447819,56,Back,5703448667,233,469,5703447825,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470385,470,1,2,48,8,80hgdmpkvdrhw1ge9nks2kxvy,1,73.1,0.0,2025-05-04T16:07:33.011Z,2025-05-04T16:07:36Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703448875,56,Right,5703448879,141,12.0,5703448883,213,1.96,5703448873,107,,5703448881,212,10.3,5703448877,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470409,471,1,2,48,11,80hgdmpkvdrhw1ge9nks2kxvy,1,68.9,14.0,2025-05-04T16:07:35.892Z,2025-05-04T16:07:41Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703449055,155,,5703449065,213,0.77,5703449061,141,39.5,5703449059,140,85.8,5703449063,212,24.8,5703449057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470431,472,44,2,48,13,80hgdmpkvdrhw1ge9nks2kxvy,1,83.0,37.6,2025-05-04T16:07:38.216Z,2025-05-04T17:57:48Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703449133,286,,5703449131,56,Center,5703449203,233,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470417,536,44,2,48,14,btaf9fuj3xctycyjeqwereaow,0,17.0,62.4,2025-05-04T16:07:38.217Z,2025-05-04T17:57:48Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703449087,56,Back,5703449089,285,,5703449217,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470435,473,1,2,48,14,80hgdmpkvdrhw1ge9nks2kxvy,0,85.7,41.3,2025-05-04T16:07:38.956Z,2025-05-04T16:07:39Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703449169,213,1.60,5703449165,141,52.2,5703449163,140,85.5,5703449159,3,,5703449167,212,7.4,5703449161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810470469,537,12,2,48,15,btaf9fuj3xctycyjeqwereaow,1,11.5,37.7,2025-05-04T16:07:39.440Z,2025-05-04T17:06:25Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703449343,212,27.2,5703449341,141,49.1,5703449345,213,0.29,5703449337,56,Back,5703449339,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
