id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804688425,425,1,2,47,58,ctvzi2jbl1q6xzq0s3sexj73g,0,32.9,27.4,2025-04-21T18:22:56.123Z,2025-04-21T18:22:58Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671533589,140,36.9,5671533587,56,Back,5671533595,213,5.55,5671533591,141,21.8,5671533593,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688427,455,8,2,48,1,45v50owpvshpijizwwlcw4lni,1,57.0,79.1,2025-04-21T18:22:58.878Z,2025-04-21T18:22:59Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5671533609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688473,426,5,2,48,2,ctvzi2jbl1q6xzq0s3sexj73g,1,45.3,-1.6,2025-04-21T18:22:59.437Z,2025-04-21T19:54:48Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671533831,347,,5671533829,56,Back,5671533845,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688435,456,5,2,48,2,45v50owpvshpijizwwlcw4lni,0,54.7,101.6,2025-04-21T18:22:59.437Z,2025-04-21T19:54:49Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5671533647,56,Left,5671533649,347,,5671533883,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688495,427,1,2,48,7,ctvzi2jbl1q6xzq0s3sexj73g,1,43.7,0.0,2025-04-21T18:23:04.483Z,2025-04-21T19:22:54Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671533983,212,15.6,5671533981,141,13.2,5671533985,213,2.44,5671533979,140,32.3,5671533975,107,,5671533977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688549,428,1,2,48,11,ctvzi2jbl1q6xzq0s3sexj73g,1,31.5,28.2,2025-04-21T18:23:08.683Z,2025-04-21T18:23:17Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671534339,213,1.55,5671534333,140,32.0,5671534331,56,Back,5671534335,141,64.0,5671534337,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688563,429,1,2,48,20,ctvzi2jbl1q6xzq0s3sexj73g,1,42.6,65.5,2025-04-21T18:23:17.547Z,2025-04-21T18:23:20Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671534421,213,4.89,5671534419,212,21.6,5671534413,56,Back,5671534415,140,46.2,5671534417,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688633,430,1,2,48,22,ctvzi2jbl1q6xzq0s3sexj73g,1,46.2,34.2,2025-04-21T18:23:19.995Z,2025-04-21T18:23:29Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671534829,140,41.9,5671534827,56,Back,5671534833,212,24.2,5671534831,141,69.1,5671534835,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688661,431,1,2,48,31,ctvzi2jbl1q6xzq0s3sexj73g,1,57.1,69.7,2025-04-21T18:23:28.995Z,2025-04-21T18:23:30Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671534997,212,23.7,5671534995,141,38.3,5671534993,140,47.3,5671534991,56,Back,5671534999,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688675,432,1,2,48,33,ctvzi2jbl1q6xzq0s3sexj73g,1,49.2,41.3,2025-04-21T18:23:30.675Z,2025-04-21T18:23:32Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671535087,140,53.3,5671535089,141,63.4,5671535091,212,15.6,5671535085,56,Center,5671535095,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688721,433,1,2,48,35,ctvzi2jbl1q6xzq0s3sexj73g,1,51.9,67.0,2025-04-21T18:23:32.378Z,2025-04-21T18:23:36Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671535239,141,89.4,5671535237,140,47.5,5671535241,212,15.9,5671535243,213,1.87,5671535235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688753,434,1,2,48,39,ctvzi2jbl1q6xzq0s3sexj73g,1,44.3,87.1,2025-04-21T18:23:36.523Z,2025-04-21T18:23:39Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671535445,56,Back,5671535451,212,14.3,5671535453,213,4.02,5671535447,140,35.6,5671535449,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688767,435,1,2,48,42,ctvzi2jbl1q6xzq0s3sexj73g,0,34.0,68.7,2025-04-21T18:23:39.731Z,2025-04-21T19:22:52Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671535549,141,24.6,5671535555,1,,5671535551,212,37.4,5671535553,213,5.35,5671535547,140,55.3,5671535545,56,Center,5671535543,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688793,458,1,2,48,44,45v50owpvshpijizwwlcw4lni,1,45.8,81.4,2025-04-21T18:23:42.053Z,2025-04-21T18:23:44Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671535649,140,61.0,5671535657,213,0.19,5671535647,56,Left,5671535653,212,16.3,5671535651,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688803,459,1,2,48,46,45v50owpvshpijizwwlcw4lni,0,61.1,85.9,2025-04-21T18:23:44.084Z,2025-04-21T18:23:45Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5671535719,140,67.9,5671535717,56,Center,5671535723,212,13.2,5671535721,141,69.6,5671535725,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688811,436,8,2,48,49,ctvzi2jbl1q6xzq0s3sexj73g,1,27.7,18.5,2025-04-21T18:23:46.635Z,2025-04-21T18:23:46Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671535777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688847,438,1,2,48,52,ctvzi2jbl1q6xzq0s3sexj73g,1,27.7,18.5,2025-04-21T18:23:49.307Z,2025-04-21T18:23:52Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671535961,56,Center,5671535963,140,53.5,5671535965,141,36.3,5671535967,212,29.7,5671535969,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688871,439,2,2,48,55,ctvzi2jbl1q6xzq0s3sexj73g,1,68.8,43.1,2025-04-21T18:23:52.427Z,2025-04-21T18:24:06Z,3zg0pvrja75d3l44dq0lh4kb9,A. Helmersen,,,5671536131,141,36.6,5671536571,7,bbyystkqag4mcfpr6utsazm51,5671536127,56,Center,5671536129,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804688873,440,43,2,48,58,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-04-21T18:23:55.802Z,2025-04-21T18:24:13Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671536151,213,0.97,5671536147,141,38.3,5671536145,140,86.5,5671536835,144,1,5671536143,56,Center,5671536149,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689021,461,1,2,49,17,45v50owpvshpijizwwlcw4lni,1,13.1,55.4,2025-04-21T18:24:15.149Z,2025-04-21T18:24:27Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671536969,212,11.2,5671536959,5,,5671536971,213,1.02,5671536963,56,Back,5671536961,241,,5671537571,189,,5671536965,140,18.7,5671536967,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689023,462,1,2,49,18,45v50owpvshpijizwwlcw4lni,1,18.7,69.4,2025-04-21T18:24:15.820Z,2025-04-21T18:24:28Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671536987,141,56.7,5671536991,213,3.95,5671536983,56,Back,5671536985,140,10.9,5671536989,212,11.9,5671537625,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689049,463,1,2,49,19,45v50owpvshpijizwwlcw4lni,1,10.9,56.7,2025-04-21T18:24:16.389Z,2025-04-21T18:24:19Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671537121,141,87.7,5671537123,212,21.9,5671537125,213,1.30,5671537119,140,16.5,5671537117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689063,464,1,2,49,21,45v50owpvshpijizwwlcw4lni,0,21.2,85.6,2025-04-21T18:24:18.998Z,2025-04-21T18:24:20Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671537219,56,Left,5671537227,213,6.19,5671537223,141,79.3,5671537221,140,67.2,5671537225,212,48.5,5671537229,1,,5671537217,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689105,441,1,2,49,23,ctvzi2jbl1q6xzq0s3sexj73g,1,29.7,18.0,2025-04-21T18:24:20.539Z,2025-04-21T18:24:25Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671537463,56,Right,5671537461,157,,5671537465,140,61.3,5671537467,141,9.4,5671537473,1,,5671537471,213,6.11,5671537469,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689117,442,1,2,49,28,ctvzi2jbl1q6xzq0s3sexj73g,1,49.6,13.1,2025-04-21T18:24:25.418Z,2025-04-21T18:24:26Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671537529,141,19.8,5671537537,213,0.61,5671537521,56,Right,5671537523,140,55.8,5671537533,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689183,444,1,2,49,30,ctvzi2jbl1q6xzq0s3sexj73g,1,55.9,19.8,2025-04-21T18:24:28.211Z,2025-04-21T18:24:34Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671537949,56,Center,5671537959,1,,5671537955,212,33.0,5671537947,155,,5671537951,140,72.9,5671537953,141,60.6,5671537957,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689267,445,1,2,49,37,ctvzi2jbl1q6xzq0s3sexj73g,1,94.3,73.0,2025-04-21T18:24:34.515Z,2025-04-21T19:49:15Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671538401,140,96.2,5671538403,141,18.0,5671538399,56,Right,5671538405,212,37.5,5671538411,1,,5671538407,213,4.77,5671538397,155,,5671538395,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689299,446,1,2,49,46,ctvzi2jbl1q6xzq0s3sexj73g,1,90.4,8.6,2025-04-21T18:24:43.282Z,2025-04-21T18:24:45Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671538585,212,15.8,5671538581,140,79.5,5671538583,141,24.7,5671538579,56,Center,5671538587,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689321,447,1,2,49,48,ctvzi2jbl1q6xzq0s3sexj73g,1,79.5,24.7,2025-04-21T18:24:45.561Z,2025-04-21T18:24:48Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671538715,56,Right,5671538723,213,3.38,5671538721,212,13.3,5671538719,141,20.1,5671538717,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689365,448,1,2,49,50,ctvzi2jbl1q6xzq0s3sexj73g,1,67.2,20.1,2025-04-21T18:24:48.025Z,2025-04-21T18:24:52Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671538931,141,55.8,5671538933,212,24.7,5671538935,213,1.75,5671538927,56,Center,5671538929,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689391,449,1,2,49,55,ctvzi2jbl1q6xzq0s3sexj73g,1,63.9,62.9,2025-04-21T18:24:52.770Z,2025-04-21T18:24:56Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671539079,56,Center,5671539087,213,4.87,5671539085,212,15.6,5671539081,140,66.3,5671539083,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689409,450,1,2,49,58,ctvzi2jbl1q6xzq0s3sexj73g,1,66.3,40.3,2025-04-21T18:24:55.778Z,2025-04-21T18:24:57Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671539153,140,60.9,5671539151,56,Center,5671539155,141,29.1,5671539157,212,9.5,5671539159,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689439,451,1,2,49,59,ctvzi2jbl1q6xzq0s3sexj73g,1,60.9,29.1,2025-04-21T18:24:57.034Z,2025-04-21T18:24:59Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671539291,56,Center,5671539293,140,58.9,5671539295,141,67.0,5671539297,212,25.9,5671539299,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689475,452,1,2,50,2,ctvzi2jbl1q6xzq0s3sexj73g,1,58.9,67.0,2025-04-21T18:24:59.474Z,2025-04-21T18:25:04Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671539549,213,1.00,5671539547,212,21.4,5671539545,141,93.5,5671539543,140,69.9,5671539541,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689511,453,1,2,50,6,ctvzi2jbl1q6xzq0s3sexj73g,1,72.5,95.9,2025-04-21T18:25:04.129Z,2025-04-21T18:25:07Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671539699,212,14.4,5671539697,141,76.1,5671539701,213,4.35,5671539693,56,Center,5671539695,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689529,454,1,2,50,10,ctvzi2jbl1q6xzq0s3sexj73g,1,67.6,76.0,2025-04-21T18:25:07.305Z,2025-04-21T18:25:10Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671539811,212,24.6,5671539813,213,4.41,5671539805,56,Center,5671539807,140,60.6,5671539809,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689551,455,1,2,50,12,ctvzi2jbl1q6xzq0s3sexj73g,1,60.6,41.0,2025-04-21T18:25:09.994Z,2025-04-21T18:25:13Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671539939,212,14.5,5671539941,213,4.78,5671539937,141,19.7,5671539935,140,61.6,5671539933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689583,456,1,2,50,16,ctvzi2jbl1q6xzq0s3sexj73g,1,61.7,25.6,2025-04-21T18:25:13.745Z,2025-04-21T18:25:18Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671540163,213,1.87,5671540161,212,22.9,5671540155,56,Center,5671540157,140,55.3,5671540159,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689611,457,1,2,50,20,ctvzi2jbl1q6xzq0s3sexj73g,1,60.5,71.7,2025-04-21T18:25:18.233Z,2025-04-21T18:25:21Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671540287,140,68.6,5671540289,141,95.7,5671540293,213,1.09,5671540291,212,18.4,5671540285,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689641,458,1,2,50,24,ctvzi2jbl1q6xzq0s3sexj73g,1,68.6,95.7,2025-04-21T18:25:21.345Z,2025-04-21T19:23:31Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671540447,140,59.9,5671540451,212,13.3,5671540453,213,3.95,5671540449,141,81.5,5671540445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689671,459,1,2,50,27,ctvzi2jbl1q6xzq0s3sexj73g,1,59.9,81.5,2025-04-21T18:25:24.977Z,2025-04-21T18:25:27Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671540599,140,49.1,5671540605,213,4.28,5671540603,212,27.2,5671540601,141,45.1,5671540597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689687,460,1,2,50,30,ctvzi2jbl1q6xzq0s3sexj73g,1,49.0,39.7,2025-04-21T18:25:27.353Z,2025-04-21T18:25:29Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671540679,213,4.29,5671540677,212,14.8,5671540673,140,43.2,5671540671,56,Back,5671540675,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689693,461,1,2,50,32,ctvzi2jbl1q6xzq0s3sexj73g,1,43.2,19.8,2025-04-21T18:25:29.249Z,2025-04-21T18:25:30Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671540701,56,Back,5671540703,140,43.7,5671540705,141,26.5,5671540707,212,4.6,5671540709,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689725,462,1,2,50,32,ctvzi2jbl1q6xzq0s3sexj73g,1,43.7,26.5,2025-04-21T18:25:29.937Z,2025-04-21T19:23:03Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671540861,212,12.9,5671540863,213,5.10,5671540901,156,,5671540855,56,Back,5671540857,140,48.4,5671540859,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689749,463,1,2,50,36,ctvzi2jbl1q6xzq0s3sexj73g,1,48.4,8.9,2025-04-21T18:25:33.729Z,2025-04-21T18:25:35Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671540995,141,9.7,5671540993,140,63.2,5671540991,56,Right,5671540999,213,0.03,5671540997,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689767,464,1,2,50,38,ctvzi2jbl1q6xzq0s3sexj73g,1,63.1,9.7,2025-04-21T18:25:35.449Z,2025-04-21T18:25:37Z,bbyystkqag4mcfpr6utsazm51,S. Sørli,,,5671541087,212,8.0,5671541089,213,0.33,5671541081,56,Right,5671541083,140,70.3,5671541085,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689781,465,1,2,50,39,ctvzi2jbl1q6xzq0s3sexj73g,0,77.8,15.5,2025-04-21T18:25:37.153Z,2025-04-21T18:25:38Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671541181,141,28.2,5671541183,212,8.9,5671541185,213,1.33,5671541177,56,Center,5671541179,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689793,465,12,2,50,42,45v50owpvshpijizwwlcw4lni,1,12.8,68.1,2025-04-21T18:25:39.333Z,2025-04-21T18:25:41Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671541303,56,Back,5671541311,213,0.97,5671541305,140,27.6,5671541307,141,100.0,5671541309,212,27.3,5671541339,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689797,466,5,2,50,43,45v50owpvshpijizwwlcw4lni,0,29.2,101.0,2025-04-21T18:25:40.423Z,2025-04-21T19:54:50Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671541319,56,Back,5671541557,233,466,5671541321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689833,466,5,2,50,43,ctvzi2jbl1q6xzq0s3sexj73g,1,70.8,-1.0,2025-04-21T18:25:40.423Z,2025-04-21T19:54:49Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671541545,233,466,5671541501,56,Right,5671541503,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689853,467,1,2,50,47,ctvzi2jbl1q6xzq0s3sexj73g,1,68.0,0.0,2025-04-21T18:25:44.553Z,2025-04-21T18:25:47Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671541629,212,15.2,5671541627,141,10.7,5671541625,140,55.6,5671541631,213,2.60,5671541623,56,Right,5671541621,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689871,468,1,2,50,49,ctvzi2jbl1q6xzq0s3sexj73g,1,56.8,19.7,2025-04-21T18:25:47.065Z,2025-04-21T18:25:49Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671541723,141,30.7,5671541721,140,63.6,5671541725,212,10.3,5671541719,56,Center,5671541727,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689879,469,1,2,50,52,ctvzi2jbl1q6xzq0s3sexj73g,1,63.6,30.7,2025-04-21T18:25:49.641Z,2025-04-21T18:25:51Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5671541785,212,5.9,5671541783,141,22.1,5671541781,140,62.7,5671541779,56,Center,5671541787,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689897,470,1,2,50,53,ctvzi2jbl1q6xzq0s3sexj73g,1,62.7,22.1,2025-04-21T18:25:50.850Z,2025-04-21T18:25:53Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671541929,56,Center,5671541937,213,2.19,5671541931,140,59.3,5671541933,141,29.4,5671541935,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689925,471,1,2,50,56,ctvzi2jbl1q6xzq0s3sexj73g,1,53.7,36.4,2025-04-21T18:25:53.320Z,2025-04-21T18:25:57Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671542115,213,5.16,5671542111,141,22.1,5671542113,212,10.8,5671542107,56,Center,5671542109,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689941,472,1,2,51,0,ctvzi2jbl1q6xzq0s3sexj73g,1,58.2,22.1,2025-04-21T18:25:57.616Z,2025-04-21T18:26:00Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671542225,56,Center,5671542233,213,1.77,5671542231,212,25.4,5671542227,140,53.4,5671542229,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689967,473,1,2,51,3,ctvzi2jbl1q6xzq0s3sexj73g,1,55.1,63.6,2025-04-21T18:26:00.553Z,2025-04-21T18:26:04Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671542379,140,71.6,5671542385,213,0.89,5671542381,141,95.1,5671542383,212,27.5,5671542377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804689989,474,1,2,51,6,ctvzi2jbl1q6xzq0s3sexj73g,1,71.6,95.1,2025-04-21T18:26:03.857Z,2025-04-21T18:26:06Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671542529,141,87.8,5671542533,213,4.18,5671542531,212,5.8,5671542525,56,Left,5671542527,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690015,475,1,2,51,9,ctvzi2jbl1q6xzq0s3sexj73g,1,68.8,87.8,2025-04-21T18:26:06.769Z,2025-04-21T18:26:10Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671542691,140,61.7,5671542693,141,70.6,5671542695,212,13.9,5671542697,213,4.14,5671542689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690073,476,1,2,51,12,ctvzi2jbl1q6xzq0s3sexj73g,1,59.1,65.4,2025-04-21T18:26:09.817Z,2025-04-21T18:26:14Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671542915,56,Center,5671542919,140,58.4,5671542921,141,41.2,5671542923,212,16.5,5671542925,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690097,477,1,2,51,16,ctvzi2jbl1q6xzq0s3sexj73g,1,60.5,37.6,2025-04-21T18:26:13.960Z,2025-04-21T18:26:16Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671543079,213,1.82,5671543077,212,19.9,5671543071,140,55.8,5671543069,56,Center,5671543075,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690121,478,1,2,51,18,ctvzi2jbl1q6xzq0s3sexj73g,1,57.9,72.4,2025-04-21T18:26:15.984Z,2025-04-21T18:26:18Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671543195,213,1.74,5671543193,212,12.1,5671543191,141,89.9,5671543189,140,56.0,5671543187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690159,479,1,2,51,21,ctvzi2jbl1q6xzq0s3sexj73g,1,54.0,74.7,2025-04-21T18:26:18.777Z,2025-04-21T18:26:22Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671543337,140,37.6,5671543343,213,3.44,5671543341,212,18.0,5671543335,56,Back,5671543339,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804690177,480,1,2,51,24,ctvzi2jbl1q6xzq0s3sexj73g,1,40.0,61.4,2025-04-21T18:26:21.920Z,2025-04-21T18:26:25Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671543437,140,33.9,5671543441,212,21.3,5671543443,213,4.41,5671543435,56,Back,5671543439,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
