id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/16/value
2793817811,348,1,2,46,13,crlocdyqyb1fdhck54qxs65rl,0,31.0,77.9,2025-03-30T16:04:16.717Z,2025-03-30T16:04:19Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611685863,140,74.6,5611685869,213,0.12,5611685845,5,,5611685851,155,,5611685867,212,46.1,5611685855,152,,5611685865,141,85.7,5611685871,1,,5611685857,56,,,,,,,,,,,,,,,,,,,,,,,,,,,Left,
2793817865,460,1,2,46,17,uqspd1bx7f6mq8ohj50u1k1k,1,17.3,14.3,2025-03-30T16:04:20.081Z,2025-03-30T16:04:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611686143,56,Back,5611686149,141,3.4,5611686155,213,5.37,5611686151,212,9.4,5611686139,3,,5611686145,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817879,461,1,2,46,19,uqspd1bx7f6mq8ohj50u1k1k,0,22.8,3.4,2025-03-30T16:04:22.305Z,2025-03-30T16:04:22Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611686215,212,15.5,5611686211,140,37.3,5611686209,56,Back,5611686223,1,,5611686219,213,6.10,5611686213,141,0.0,5611686207,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818189,349,5,2,46,19,crlocdyqyb1fdhck54qxs65rl,1,63.0,101.0,2025-03-30T16:04:22.707Z,2025-03-30T17:08:27Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611688175,233,462,5611688149,347,,5611688147,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793817885,462,5,2,46,19,uqspd1bx7f6mq8ohj50u1k1k,0,37.0,-1.0,2025-03-30T16:04:22.707Z,2025-03-30T17:08:27Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611686271,56,Back,5611686273,347,,5611688219,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818245,350,1,2,46,42,crlocdyqyb1fdhck54qxs65rl,1,63.5,100.0,2025-03-30T16:04:45.523Z,2025-03-30T16:04:49Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611688489,141,90.3,5611688483,107,,5611688491,212,15.6,5611688487,140,76.5,5611688493,213,5.78,5611688485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818251,351,1,2,46,46,crlocdyqyb1fdhck54qxs65rl,0,78.1,94.4,2025-03-30T16:04:49.347Z,2025-03-30T16:04:49Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611688533,141,94.8,5611688529,56,Left,5611688537,213,3.12,5611688531,140,66.0,5611688535,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818301,464,1,2,46,47,uqspd1bx7f6mq8ohj50u1k1k,1,40.6,4.9,2025-03-30T16:04:50.786Z,2025-03-30T16:04:52Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5611688745,213,3.11,5611688737,56,Back,5611688741,141,5.5,5611688739,140,29.0,5611688787,156,,5611688743,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818335,465,1,2,46,49,uqspd1bx7f6mq8ohj50u1k1k,1,29.0,5.3,2025-03-30T16:04:51.922Z,2025-03-30T16:04:53Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611688913,140,38.5,5611688919,213,0.74,5611688917,212,13.5,5611688911,56,Back,5611688915,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818357,466,1,2,46,50,uqspd1bx7f6mq8ohj50u1k1k,1,38.5,18.6,2025-03-30T16:04:53.131Z,2025-03-30T16:04:54Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611689005,140,26.6,5611689011,213,2.75,5611689007,141,26.1,5611689009,212,13.5,5611689003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818437,467,1,2,46,51,uqspd1bx7f6mq8ohj50u1k1k,0,26.6,26.1,2025-03-30T16:04:54.451Z,2025-03-30T16:04:59Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611689521,1,,5611689511,56,Center,5611689515,141,66.9,5611689519,213,0.54,5611689513,140,70.7,5611689517,212,54.0,5611689509,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818457,352,1,2,46,55,crlocdyqyb1fdhck54qxs65rl,0,25.3,35.8,2025-03-30T16:04:58.675Z,2025-03-30T16:05:02Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611689653,1,,5611689647,141,67.2,5611689649,212,54.1,5611689643,56,Center,5611689645,140,72.6,5611689641,157,,5611689651,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818519,468,1,2,46,59,uqspd1bx7f6mq8ohj50u1k1k,1,29.4,28.6,2025-03-30T16:05:02.401Z,2025-03-30T16:05:05Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611689977,140,47.0,5611689973,56,Back,5611689969,3,,5611689989,213,0.46,5611689985,212,20.6,5611689981,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818531,469,50,2,47,2,uqspd1bx7f6mq8ohj50u1k1k,1,47.6,41.4,2025-03-30T16:05:05.329Z,2025-03-30T17:10:32Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5611690049,56,Back,5611708139,233,353,5611707845,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818619,353,7,2,47,2,crlocdyqyb1fdhck54qxs65rl,1,52.4,58.6,2025-03-30T16:05:05.330Z,2025-03-30T17:10:32Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611690497,56,Center,5611707869,233,469,5611690501,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818647,355,1,2,47,6,crlocdyqyb1fdhck54qxs65rl,1,36.9,70.3,2025-03-30T16:05:09.603Z,2025-03-30T16:05:10Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5611690639,140,43.5,5611690643,212,8.8,5611690641,141,62.3,5611690637,56,Back,5611690645,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818663,356,1,2,47,7,crlocdyqyb1fdhck54qxs65rl,1,43.5,62.3,2025-03-30T16:05:10.339Z,2025-03-30T16:05:11Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5611690743,213,0.29,5611690735,56,Center,5611690739,141,70.0,5611690737,140,60.1,5611690741,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818727,357,43,2,47,8,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-03-30T16:05:11.094Z,2025-03-30T16:05:16Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611691055,212,2.9,5611691051,140,62.4,5611691045,56,Center,5611691263,144,12,5611691057,213,0.57,5611691053,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818729,358,50,2,47,9,crlocdyqyb1fdhck54qxs65rl,1,62.8,80.2,2025-03-30T16:05:12.690Z,2025-03-30T16:05:19Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611691065,286,,5611691171,233,470,5611691063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818735,470,7,2,47,9,uqspd1bx7f6mq8ohj50u1k1k,1,37.2,19.8,2025-03-30T16:05:12.691Z,2025-03-30T16:05:19Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611691089,56,Back,5611691131,233,358,5611691091,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818847,472,1,2,47,11,uqspd1bx7f6mq8ohj50u1k1k,1,30.5,5.9,2025-03-30T16:05:14.586Z,2025-03-30T16:05:19Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611691727,140,12.8,5611691735,213,2.72,5611691725,56,Back,5611691731,212,20.3,5611691729,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818857,473,1,2,47,13,uqspd1bx7f6mq8ohj50u1k1k,1,10.9,17.7,2025-03-30T16:05:16.849Z,2025-03-30T16:05:20Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611691777,212,13.5,5611691773,140,5.1,5611691779,213,2.04,5611691771,56,Back,5611691775,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818907,474,1,2,47,15,uqspd1bx7f6mq8ohj50u1k1k,1,5.1,35.4,2025-03-30T16:05:18.594Z,2025-03-30T16:05:22Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5611691999,213,0.11,5611691993,140,45.7,5611691997,212,42.9,5611692001,1,,5611691989,157,,5611691995,141,42.4,5611691991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818919,475,44,2,47,19,uqspd1bx7f6mq8ohj50u1k1k,1,45.7,46.6,2025-03-30T16:05:22.491Z,2025-03-30T17:13:24Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611692045,285,,5611692043,56,Back,5611692099,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818929,359,44,2,47,19,crlocdyqyb1fdhck54qxs65rl,0,54.3,53.4,2025-03-30T16:05:22.492Z,2025-03-30T17:13:25Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611692125,233,475,5611692089,286,,5611692087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818943,476,1,2,47,19,uqspd1bx7f6mq8ohj50u1k1k,1,45.7,42.4,2025-03-30T16:05:22.786Z,2025-03-30T16:05:25Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611692193,140,42.3,5611692199,212,6.9,5611692185,3,,5611692255,156,,5611692195,141,51.0,5611692203,213,2.12,5611692187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818991,477,1,2,47,21,uqspd1bx7f6mq8ohj50u1k1k,1,42.3,50.9,2025-03-30T16:05:24.732Z,2025-03-30T16:09:23Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611692467,141,64.8,5611692471,213,0.37,5611692469,212,26.0,5611692463,140,65.4,5611692459,56,Center,5611692453,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793818997,478,4,2,47,24,uqspd1bx7f6mq8ohj50u1k1k,1,63.2,64.3,2025-03-30T16:05:27.242Z,2025-03-30T17:10:15Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5611692521,56,Center,5611692525,265,,5611692519,13,,5611692527,286,,5611692611,233,360,5611692523,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819001,360,4,2,47,24,crlocdyqyb1fdhck54qxs65rl,0,36.8,35.7,2025-03-30T16:05:27.243Z,2025-03-30T17:10:16Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5611692561,152,,5611692565,285,,5611692557,13,,5611692559,56,Back,5611692675,233,478,5611692563,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819275,479,1,2,47,40,uqspd1bx7f6mq8ohj50u1k1k,1,66.6,66.1,2025-03-30T16:05:43.217Z,2025-03-30T16:05:44Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611694139,56,Back,5611694145,212,18.1,5611694137,152,,5611694141,140,49.4,5611694157,189,,5611694143,141,68.4,5611694147,213,3.06,5611694135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819313,480,1,2,47,41,uqspd1bx7f6mq8ohj50u1k1k,1,49.4,68.4,2025-03-30T16:05:44.722Z,2025-03-30T16:05:47Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611694377,213,0.83,5611694373,141,86.9,5611694369,56,Left,5611694371,140,60.3,5611694375,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819339,481,1,2,47,44,uqspd1bx7f6mq8ohj50u1k1k,1,60.3,86.9,2025-03-30T16:05:47.217Z,2025-03-30T16:05:48Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611694527,213,3.81,5611694519,56,Back,5611694523,141,66.4,5611694521,140,43.5,5611694525,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819369,482,1,2,47,45,uqspd1bx7f6mq8ohj50u1k1k,1,43.5,66.4,2025-03-30T16:05:48.674Z,2025-03-30T16:05:50Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611694685,213,4.47,5611694681,141,38.0,5611694677,56,Back,5611694679,140,38.9,5611694683,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819415,483,1,2,47,47,uqspd1bx7f6mq8ohj50u1k1k,1,38.9,38.0,2025-03-30T16:05:50.218Z,2025-03-30T16:05:53Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611694941,140,46.6,5611694945,212,22.8,5611694939,56,Back,5611694947,213,5.08,5611694943,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819541,484,4,2,47,50,uqspd1bx7f6mq8ohj50u1k1k,1,56.1,6.8,2025-03-30T16:05:53.042Z,2025-03-30T17:08:47Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611695715,152,,5611695711,13,,5611695797,233,361,5611695717,265,,5611695713,56,Right,5611695719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819497,361,4,2,47,50,crlocdyqyb1fdhck54qxs65rl,0,43.9,93.2,2025-03-30T16:05:53.043Z,2025-03-30T17:20:16Z,1pizdqlc5tyanssba2xe88lwp,M. Johnsgård,,,5611695649,285,,5611695821,233,484,5611695647,152,,5612081435,265,,5611695641,13,,5611695645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819639,485,1,2,47,59,uqspd1bx7f6mq8ohj50u1k1k,1,54.5,12.5,2025-03-30T16:06:01.985Z,2025-03-30T16:06:04Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611696317,213,2.39,5611696309,56,Back,5611696313,141,31.0,5611696307,152,,5611696311,140,41.6,5611696315,212,18.5,5611696305,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819645,486,1,2,48,0,uqspd1bx7f6mq8ohj50u1k1k,1,41.6,31.0,2025-03-30T16:06:03.617Z,2025-03-30T16:09:59Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611696337,212,18.4,5611696335,141,57.3,5611696331,56,Back,5611696333,140,45.9,5611696339,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819675,487,1,2,48,1,uqspd1bx7f6mq8ohj50u1k1k,1,45.9,57.3,2025-03-30T16:06:04.418Z,2025-03-30T16:06:06Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611696511,212,27.5,5611696505,56,Left,5611696509,141,93.5,5611696507,140,57.6,5611696513,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819765,488,1,2,48,3,uqspd1bx7f6mq8ohj50u1k1k,1,57.7,93.6,2025-03-30T16:06:06.546Z,2025-03-30T16:06:12Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611697113,212,12.4,5611697103,140,67.8,5611697109,141,84.2,5611697099,56,Left,5611697117,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819819,489,1,2,48,9,uqspd1bx7f6mq8ohj50u1k1k,1,65.4,83.0,2025-03-30T16:06:12.371Z,2025-03-30T16:06:15Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611697411,212,11.6,5611697405,56,Center,5611697409,141,77.3,5611697413,213,3.48,5611697407,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819935,490,1,2,48,16,uqspd1bx7f6mq8ohj50u1k1k,1,54.9,71.4,2025-03-30T16:06:19.546Z,2025-03-30T16:06:20Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611698073,213,4.20,5611698069,141,54.3,5611698063,56,Back,5611698067,140,48.7,5611698071,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793819989,491,1,2,48,17,uqspd1bx7f6mq8ohj50u1k1k,1,51.1,55.2,2025-03-30T16:06:20.715Z,2025-03-30T16:06:24Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611698359,140,64.9,5611698363,212,27.9,5611698357,56,Left,5611698365,213,1.02,5611698361,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820089,492,1,2,48,21,uqspd1bx7f6mq8ohj50u1k1k,1,63.8,90.9,2025-03-30T16:06:24.314Z,2025-03-30T16:10:37Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611698905,212,10.6,5611698901,140,73.6,5611698907,213,0.23,5611698899,56,Left,5611698903,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824609,520,1,2,48,23,uqspd1bx7f6mq8ohj50u1k1k,1,73.3,95.1,2025-03-30T16:06:25.898Z,2025-03-30T16:10:28Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611723519,141,87.4,5611723521,212,10.0,5611723523,213,3.69,5611723515,56,Left,5611723517,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824679,521,1,2,48,25,uqspd1bx7f6mq8ohj50u1k1k,0,65.9,89.1,2025-03-30T16:06:28.634Z,2025-03-30T16:10:35Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611723897,212,8.5,5611723891,140,73.6,5611723887,56,Left,5611723899,213,5.98,5611723893,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820163,363,3,2,48,30,crlocdyqyb1fdhck54qxs65rl,0,49.3,28.3,2025-03-30T16:06:33.050Z,2025-03-30T17:10:33Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611699265,286,,5611699259,56,Back,5611699433,233,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820177,493,7,2,48,30,uqspd1bx7f6mq8ohj50u1k1k,1,50.7,71.7,2025-03-30T16:06:33.051Z,2025-03-30T17:10:33Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611699381,285,,5611699379,56,Center,5611699411,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820183,494,61,2,48,31,uqspd1bx7f6mq8ohj50u1k1k,0,44.6,73.2,2025-03-30T16:06:34.451Z,2025-03-30T16:06:34Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611699391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820341,364,1,2,48,36,crlocdyqyb1fdhck54qxs65rl,1,62.2,46.6,2025-03-30T16:06:38.874Z,2025-03-30T16:06:43Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5611700319,140,64.0,5611700321,141,75.9,5611700325,213,1.48,5611700323,212,20.0,5611700317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820425,365,1,2,48,40,crlocdyqyb1fdhck54qxs65rl,1,61.8,86.5,2025-03-30T16:06:42.994Z,2025-03-30T16:06:48Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611700811,213,4.07,5611700805,140,45.7,5611700803,56,Back,5611700809,212,28.4,5611700807,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820461,366,1,2,48,45,crlocdyqyb1fdhck54qxs65rl,1,54.1,46.4,2025-03-30T16:06:48.570Z,2025-03-30T16:06:50Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5611700967,140,52.5,5611700965,56,Center,5611700971,212,13.5,5611700969,141,26.7,5611700973,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820543,367,1,2,48,47,crlocdyqyb1fdhck54qxs65rl,1,52.8,24.7,2025-03-30T16:06:50.666Z,2025-03-30T16:06:54Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611701421,56,Right,5611701425,141,5.8,5611701427,212,14.5,5611701429,213,5.19,5611701423,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820631,368,1,2,48,51,crlocdyqyb1fdhck54qxs65rl,1,73.8,7.0,2025-03-30T16:06:54.346Z,2025-03-30T16:06:59Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611701865,141,23.4,5611701861,56,Center,5611701867,212,11.5,5611701869,213,1.34,5611701863,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820637,369,1,2,48,53,crlocdyqyb1fdhck54qxs65rl,0,76.0,35.5,2025-03-30T16:06:56.458Z,2025-03-30T17:20:38Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611701877,56,Center,5611701885,212,17.3,5611701881,141,34.9,5611701879,140,92.5,5611701889,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820933,497,1,2,49,9,uqspd1bx7f6mq8ohj50u1k1k,0,13.8,51.0,2025-03-30T16:07:12.834Z,2025-03-30T16:07:15Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5611703445,56,Center,5611703441,157,,5611703451,212,54.7,5611703455,1,,5611703453,213,6.07,5611703447,140,64.7,5611703443,198,,5611703449,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820953,370,1,2,49,12,crlocdyqyb1fdhck54qxs65rl,1,36.3,70.6,2025-03-30T16:07:15.738Z,2025-03-30T16:07:17Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611703561,213,1.20,5611703557,141,85.9,5611703555,140,40.1,5611703551,3,,5611703559,212,11.1,5611703553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821081,372,1,2,49,15,crlocdyqyb1fdhck54qxs65rl,1,35.8,83.2,2025-03-30T16:07:18.746Z,2025-03-30T16:07:23Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611704267,212,29.4,5611704269,213,3.81,5611704263,140,13.8,5611704265,141,56.4,5611704261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821131,373,1,2,49,20,crlocdyqyb1fdhck54qxs65rl,1,15.6,53.1,2025-03-30T16:07:23.802Z,2025-03-30T16:07:26Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611704493,212,18.9,5611704485,140,15.3,5611704483,56,Back,5611704489,141,80.9,5611704495,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821181,374,1,2,49,23,crlocdyqyb1fdhck54qxs65rl,1,15.3,83.2,2025-03-30T16:07:26.002Z,2025-03-30T16:07:28Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611704749,212,9.6,5611704743,56,Back,5611704747,141,95.7,5611704751,213,1.08,5611704745,140,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821207,375,1,2,49,25,crlocdyqyb1fdhck54qxs65rl,1,16.4,93.8,2025-03-30T16:07:27.962Z,2025-03-30T16:07:30Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611704899,212,9.0,5611704893,56,Back,5611704895,140,8.6,5611704901,213,3.56,5611704897,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821229,376,1,2,49,27,crlocdyqyb1fdhck54qxs65rl,0,10.0,89.4,2025-03-30T16:07:30.010Z,2025-03-30T16:07:31Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611705061,56,Back,5611705065,140,38.8,5611705071,213,0.02,5611705059,157,,5611705067,141,90.3,5611705069,212,30.2,5611705073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821243,498,8,2,49,29,uqspd1bx7f6mq8ohj50u1k1k,1,54.7,10.7,2025-03-30T16:07:32.091Z,2025-03-30T16:07:32Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611705153,15,,5611705123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821297,377,1,2,49,30,crlocdyqyb1fdhck54qxs65rl,1,30.9,86.8,2025-03-30T16:07:33.562Z,2025-03-30T16:07:35Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611705427,141,87.4,5611705431,213,0.06,5611705425,140,37.8,5611705423,56,Back,5611705429,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821327,378,1,2,49,32,crlocdyqyb1fdhck54qxs65rl,1,34.2,86.8,2025-03-30T16:07:35.201Z,2025-03-30T16:07:36Z,1pizdqlc5tyanssba2xe88lwp,M. Johnsgård,,,5611705567,141,91.4,5611705571,212,3.1,5611705565,140,34.2,5611705575,213,1.57,5611705563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821403,379,3,2,49,33,crlocdyqyb1fdhck54qxs65rl,1,36.0,93.1,2025-03-30T16:07:36.194Z,2025-03-30T17:10:38Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611705933,286,,5611705931,56,Back,5611706029,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
