id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2807272551,257,44,1,46,31,eujf9nqky8c5jnahb2f76m86o,1,39.0,12.4,2025-04-27T15:48:10.401Z,2025-04-27T17:46:05Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5685757043,56,Back,5685757045,285,,5685757117,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272555,454,44,1,46,31,6oxoag5c6zbnn09wx08vz4iak,0,61.0,87.6,2025-04-27T15:48:10.402Z,2025-04-27T17:46:05Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685757047,56,Left,5685757049,286,,5685757207,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272563,258,1,1,46,32,eujf9nqky8c5jnahb2f76m86o,0,39.1,7.0,2025-04-27T15:48:10.953Z,2025-04-27T15:48:18Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5685757095,212,3.1,5685757081,3,,5685757093,141,8.6,5685757087,56,Back,5685757083,168,,5685757097,213,0.35,5685757091,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272567,455,61,1,46,32,6oxoag5c6zbnn09wx08vz4iak,1,61.1,84.4,2025-04-27T15:48:11.354Z,2025-04-27T15:48:11Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685757099,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272603,259,1,1,46,34,eujf9nqky8c5jnahb2f76m86o,0,42.2,8.6,2025-04-27T15:48:12.529Z,2025-04-27T15:48:13Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685757323,141,15.0,5685757313,3,,5685757317,56,Right,5685757327,212,21.8,5685757331,213,0.20,5685757321,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272767,457,1,1,46,35,6oxoag5c6zbnn09wx08vz4iak,1,34.2,85.4,2025-04-27T15:48:14.311Z,2025-04-27T15:48:22Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685758165,212,29.5,5685758159,56,Back,5685758163,141,51.8,5685758161,140,16.4,5685758167,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272827,458,1,1,46,44,6oxoag5c6zbnn09wx08vz4iak,1,25.3,44.0,2025-04-27T15:48:22.575Z,2025-04-27T15:48:26Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5685758543,1,,5685758535,140,73.1,5685758541,213,0.40,5685758533,56,Center,5685758531,157,,5685758539,212,54.5,5685758537,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272883,459,1,1,46,47,6oxoag5c6zbnn09wx08vz4iak,1,73.1,75.1,2025-04-27T15:48:26.375Z,2025-04-27T15:48:29Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685758855,3,,5685758861,141,37.1,5685758863,212,25.9,5685758859,140,74.8,5685758857,56,Center,5685758865,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272899,260,45,1,46,50,eujf9nqky8c5jnahb2f76m86o,0,28.6,59.0,2025-04-27T15:48:29.431Z,2025-04-27T17:10:30Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5685758951,285,,5685759219,233,460,5685758947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272931,460,3,1,46,50,6oxoag5c6zbnn09wx08vz4iak,1,71.4,41.0,2025-04-27T15:48:29.431Z,2025-04-27T17:10:30Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685759117,286,,5685759145,233,260,5685759111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272971,461,1,1,46,52,6oxoag5c6zbnn09wx08vz4iak,1,70.6,46.7,2025-04-27T15:48:31.095Z,2025-04-27T15:48:34Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685759405,56,Center,5685759407,140,78.8,5685759409,141,73.6,5685759411,212,20.2,5685759415,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272993,462,1,1,46,56,6oxoag5c6zbnn09wx08vz4iak,0,77.0,75.1,2025-04-27T15:48:34.591Z,2025-04-27T15:48:35Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685759525,141,66.7,5685759519,155,,5685759521,56,Center,5685759527,212,7.2,5685759529,213,5.37,5685759523,140,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273005,261,61,1,46,57,eujf9nqky8c5jnahb2f76m86o,1,20.7,30.0,2025-04-27T15:48:35.869Z,2025-04-27T15:48:36Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5685759617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273091,463,1,1,47,0,6oxoag5c6zbnn09wx08vz4iak,1,69.6,83.8,2025-04-27T15:48:39.464Z,2025-04-27T15:48:40Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685760079,56,Left,5685760085,212,12.7,5685760083,141,83.2,5685760087,213,6.25,5685760081,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273129,464,1,1,47,2,6oxoag5c6zbnn09wx08vz4iak,0,81.7,83.2,2025-04-27T15:48:40.543Z,2025-04-27T15:48:41Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5685760253,141,62.1,5685760249,56,Center,5685760251,140,88.1,5685760255,212,15.8,5685760257,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273189,263,1,1,47,4,eujf9nqky8c5jnahb2f76m86o,0,9.9,43.7,2025-04-27T15:48:42.833Z,2025-04-27T15:48:44Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5685760539,213,5.98,5685760537,212,24.0,5685760531,56,Back,5685760535,141,33.0,5685760533,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273287,466,1,1,47,6,6oxoag5c6zbnn09wx08vz4iak,1,54.2,69.6,2025-04-27T15:48:45.231Z,2025-04-27T15:48:49Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685761019,56,Center,5685761025,212,19.8,5685761027,213,4.57,5685761021,140,51.6,5685761023,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273317,467,1,1,47,11,6oxoag5c6zbnn09wx08vz4iak,1,57.0,34.5,2025-04-27T15:48:49.479Z,2025-04-27T15:48:51Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685761177,56,Right,5685761195,213,5.19,5685761187,141,10.4,5685761191,212,18.4,5685761183,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273365,468,1,1,47,12,6oxoag5c6zbnn09wx08vz4iak,1,65.0,10.4,2025-04-27T15:48:51.215Z,2025-04-27T15:48:54Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685761455,141,2.9,5685761457,212,16.2,5685761459,213,5.96,5685761451,56,Right,5685761453,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273369,469,3,1,47,15,6oxoag5c6zbnn09wx08vz4iak,0,79.8,7.0,2025-04-27T15:48:53.975Z,2025-04-27T15:48:58Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685761691,233,264,5685761495,286,,5685761493,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273387,264,7,1,47,15,eujf9nqky8c5jnahb2f76m86o,0,20.2,93.0,2025-04-27T15:48:53.976Z,2025-04-27T15:51:40Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685761603,285,,5685761661,233,469,5685761601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273461,265,4,1,47,19,eujf9nqky8c5jnahb2f76m86o,1,20.8,95.6,2025-04-27T15:48:58.290Z,2025-04-27T17:46:50Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685762075,265,,5685762069,13,,5685762073,152,,5685762237,233,470,5685762071,56,Back,5685762077,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273449,470,4,1,47,19,6oxoag5c6zbnn09wx08vz4iak,0,79.2,4.4,2025-04-27T15:48:58.291Z,2025-04-27T21:16:23Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685762259,233,265,5685762225,265,,5685762219,13,,5685762223,152,,5685762221,56,Right,5685762227,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273569,266,43,1,47,24,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-27T15:49:03.195Z,2025-04-27T15:49:52Z,,,,,5685767199,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273695,268,30,1,47,29,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-27T15:49:08.336Z,2025-04-27T17:16:35Z,,,,,5685763439,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273617,471,30,1,47,29,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-27T15:49:08.336Z,2025-04-27T15:49:08Z,,,,,5685762923,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807273643,267,43,1,47,30,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-27T15:49:09.370Z,2025-04-27T15:49:50Z,,,,,5685766989,144,28,5685763033,55,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807285993,276,32,2,45,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-27T16:04:09.738Z,2025-04-27T16:04:09Z,,,,,5685831267,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286039,475,32,2,45,0,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-27T16:04:09.738Z,2025-04-27T16:04:11Z,,,,,5685831461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286083,476,1,2,45,0,6oxoag5c6zbnn09wx08vz4iak,1,49.9,50.1,2025-04-27T16:04:09.739Z,2025-04-27T16:04:13Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685831647,56,Back,5685831653,212,14.2,5685831649,140,36.6,5685831657,279,S,5685831651,141,46.0,5685831655,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286109,477,1,2,45,3,6oxoag5c6zbnn09wx08vz4iak,1,36.6,46.0,2025-04-27T16:04:13.360Z,2025-04-27T16:04:14Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685831811,140,26.8,5685831815,212,21.2,5685831817,213,4.20,5685831813,141,18.8,5685831807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286187,478,1,2,45,4,6oxoag5c6zbnn09wx08vz4iak,1,26.8,18.8,2025-04-27T16:04:14.296Z,2025-04-27T16:04:18Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685832165,56,Back,5685832169,141,45.4,5685832173,213,1.85,5685832167,140,21.8,5685832171,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286237,479,1,2,45,8,6oxoag5c6zbnn09wx08vz4iak,1,23.7,38.8,2025-04-27T16:04:18.273Z,2025-04-27T16:04:21Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685832535,140,25.0,5685832529,56,Back,5685832541,213,1.51,5685832537,141,73.8,5685832539,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286299,480,1,2,45,11,6oxoag5c6zbnn09wx08vz4iak,1,25.2,73.8,2025-04-27T16:04:21.688Z,2025-04-27T16:04:25Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685832865,140,29.7,5685832871,213,1.27,5685832863,56,Back,5685832869,212,15.8,5685832867,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286327,481,1,2,45,15,6oxoag5c6zbnn09wx08vz4iak,0,26.8,94.1,2025-04-27T16:04:25.328Z,2025-04-27T16:04:27Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685833035,212,35.7,5685833029,56,Center,5685833031,140,58.7,5685833027,155,,5685833039,1,,5685833037,213,5.93,5685833033,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286333,277,1,2,45,17,eujf9nqky8c5jnahb2f76m86o,0,42.2,21.5,2025-04-27T16:04:27.246Z,2025-04-27T16:04:38Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5685834095,213,0.09,5685834097,1,,5685834091,141,21.9,5685834089,140,45.2,5685833075,56,Back,5685834093,212,3.2,5685834087,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286439,482,61,2,45,22,6oxoag5c6zbnn09wx08vz4iak,0,57.4,75.7,2025-04-27T16:04:32.152Z,2025-04-27T16:04:32Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685833601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286535,278,5,2,45,23,eujf9nqky8c5jnahb2f76m86o,1,41.5,-1.8,2025-04-27T16:04:33.538Z,2025-04-27T17:44:24Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5685834083,347,,5685834137,233,483,5685834081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286463,483,5,2,45,23,6oxoag5c6zbnn09wx08vz4iak,0,58.5,101.8,2025-04-27T16:04:33.538Z,2025-04-27T17:54:39Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685833701,56,Left,5685834173,233,278,5685833703,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286565,279,1,2,45,29,eujf9nqky8c5jnahb2f76m86o,0,42.1,0.0,2025-04-27T16:04:39.697Z,2025-04-27T16:04:40Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685834225,140,57.5,5685834221,107,,5685834231,213,0.45,5685834229,212,17.9,5685834227,141,10.3,5685834223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286609,484,8,2,45,30,6oxoag5c6zbnn09wx08vz4iak,1,42.1,86.2,2025-04-27T16:04:40.193Z,2025-04-27T17:44:27Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685834731,15,,5685834471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286725,280,5,2,45,31,eujf9nqky8c5jnahb2f76m86o,1,49.8,-2.0,2025-04-27T16:04:41.609Z,2025-04-27T17:54:39Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685835163,347,,5685835185,233,485,5685835161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286627,485,5,2,45,31,6oxoag5c6zbnn09wx08vz4iak,0,50.2,102.0,2025-04-27T16:04:41.609Z,2025-04-27T17:54:40Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685834567,347,,5685835205,233,280,5685834565,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286743,281,1,2,45,39,eujf9nqky8c5jnahb2f76m86o,0,46.5,0.0,2025-04-27T16:04:49.457Z,2025-04-27T16:04:52Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685835289,107,,5685835293,140,60.6,5685835299,213,0.43,5685835297,212,16.3,5685835291,56,Right,5685835295,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286765,486,44,2,45,41,6oxoag5c6zbnn09wx08vz4iak,1,36.6,86.8,2025-04-27T16:04:51.344Z,2025-04-27T17:46:06Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685835431,285,,5685835429,56,Back,5685835541,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286751,282,44,2,45,41,eujf9nqky8c5jnahb2f76m86o,0,63.4,13.2,2025-04-27T16:04:51.345Z,2025-04-27T17:46:06Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685835347,286,,5685835565,233,486,5685835345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286773,487,1,2,45,41,6oxoag5c6zbnn09wx08vz4iak,0,31.7,77.9,2025-04-27T16:04:51.585Z,2025-04-27T17:44:30Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685835473,141,100.0,5685835467,56,Back,5685835471,140,38.5,5685835477,212,17.1,5685835463,3,,5685835479,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286809,283,5,2,45,43,eujf9nqky8c5jnahb2f76m86o,1,62.2,-1.2,2025-04-27T16:04:53.180Z,2025-04-27T17:54:40Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685835687,347,,5685835705,233,488,5685835681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286781,488,5,2,45,43,6oxoag5c6zbnn09wx08vz4iak,0,37.8,101.2,2025-04-27T16:04:53.180Z,2025-04-27T16:04:59Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685835517,56,Back,5685835519,347,,5685835727,233,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286919,284,1,2,45,50,eujf9nqky8c5jnahb2f76m86o,1,68.0,0.0,2025-04-27T16:05:00.018Z,2025-04-27T16:05:01Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685836241,107,,5685836249,212,12.0,5685836247,141,11.7,5685836243,56,Right,5685836251,213,0.89,5685836245,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286937,285,1,2,45,51,eujf9nqky8c5jnahb2f76m86o,1,74.6,11.1,2025-04-27T16:05:01.265Z,2025-04-27T16:05:02Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685836337,213,5.38,5685836327,140,77.4,5685836333,141,5.6,5685836325,56,Right,5685836335,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286953,286,1,2,45,52,eujf9nqky8c5jnahb2f76m86o,0,77.4,5.6,2025-04-27T16:05:02.617Z,2025-04-27T16:05:04Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685836423,212,3.4,5685836415,168,,5685836421,141,6.4,5685836425,213,0.16,5685836417,56,Right,5685836419,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286949,489,61,2,45,53,6oxoag5c6zbnn09wx08vz4iak,1,31.9,79.9,2025-04-27T16:05:03.271Z,2025-04-27T16:05:03Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685836391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807286995,490,4,2,45,56,6oxoag5c6zbnn09wx08vz4iak,1,28.0,78.9,2025-04-27T16:05:06.193Z,2025-04-27T17:10:03Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685836859,152,,5685836857,56,Back,5685836853,13,,5685837221,285,,5685836855,295,,5685837217,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287045,287,4,2,45,56,eujf9nqky8c5jnahb2f76m86o,0,72.0,21.1,2025-04-27T16:05:06.194Z,2025-04-27T17:10:04Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685837147,286,,5685837135,295,,5685837141,56,Right,5685837129,13,,5685837259,233,490,5685837145,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287233,491,1,2,46,0,6oxoag5c6zbnn09wx08vz4iak,1,26.2,75.7,2025-04-27T16:05:10.241Z,2025-04-27T16:05:20Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685838029,212,18.7,5685838031,213,4.66,5685838027,141,48.2,5685838021,152,,5685838023,56,Back,5685838019,5,,5685838025,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287297,492,1,2,46,10,6oxoag5c6zbnn09wx08vz4iak,1,44.4,47.6,2025-04-27T16:05:20.009Z,2025-04-27T16:05:23Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685838423,140,43.3,5685838429,213,1.65,5685838427,212,14.3,5685838421,56,Back,5685838425,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287359,493,1,2,46,13,6oxoag5c6zbnn09wx08vz4iak,1,49.4,70.6,2025-04-27T16:05:23.673Z,2025-04-27T16:05:26Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685838729,212,19.1,5685838731,213,1.14,5685838727,141,96.2,5685838725,140,57.0,5685838723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287403,494,1,2,46,16,6oxoag5c6zbnn09wx08vz4iak,1,54.7,96.0,2025-04-27T16:05:26.576Z,2025-04-27T16:05:29Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685838937,140,70.9,5685838939,141,96.9,5685838941,212,17.0,5685838935,56,Left,5685838943,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287413,495,1,2,46,19,6oxoag5c6zbnn09wx08vz4iak,1,65.3,96.2,2025-04-27T16:05:29.369Z,2025-04-27T16:05:30Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5685838985,56,Left,5685838993,213,5.03,5685838987,140,67.3,5685838989,141,86.8,5685838991,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287429,496,1,2,46,20,6oxoag5c6zbnn09wx08vz4iak,1,67.3,86.8,2025-04-27T16:05:30.561Z,2025-04-27T16:05:32Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685839055,212,12.5,5685839047,140,56.8,5685839053,141,95.4,5685839043,56,Left,5685839057,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287495,497,1,2,46,22,6oxoag5c6zbnn09wx08vz4iak,1,57.9,93.8,2025-04-27T16:05:32.041Z,2025-04-27T16:05:36Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5685839465,213,4.15,5685839459,140,43.1,5685839457,56,Back,5685839461,141,57.2,5685839463,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287587,498,1,2,46,26,6oxoag5c6zbnn09wx08vz4iak,1,46.3,41.5,2025-04-27T16:05:36.185Z,2025-04-27T16:05:42Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685840015,141,7.9,5685840021,1,,5685840017,212,34.5,5685840019,213,5.56,5685840011,56,Right,5685840013,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287603,499,1,2,46,32,6oxoag5c6zbnn09wx08vz4iak,1,73.9,2.5,2025-04-27T16:05:42.201Z,2025-04-27T16:05:43Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685840103,140,62.3,5685840105,141,16.1,5685840101,56,Right,5685840109,213,2.49,5685840107,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287627,500,1,2,46,33,6oxoag5c6zbnn09wx08vz4iak,1,62.3,16.1,2025-04-27T16:05:43.489Z,2025-04-27T16:05:44Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685840209,212,7.2,5685840207,141,10.1,5685840203,56,Right,5685840205,140,56.7,5685840211,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287727,501,1,2,46,34,6oxoag5c6zbnn09wx08vz4iak,1,56.8,10.0,2025-04-27T16:05:44.474Z,2025-04-27T16:05:50Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685840777,56,Center,5685840783,140,51.9,5685840791,213,1.75,5685840789,212,29.1,5685840787,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287767,502,1,2,46,40,6oxoag5c6zbnn09wx08vz4iak,1,63.8,66.0,2025-04-27T16:05:49.841Z,2025-04-27T16:05:53Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685841095,212,19.4,5685841091,140,71.6,5685841097,213,1.13,5685841093,141,91.8,5685841089,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807287799,503,1,2,46,43,6oxoag5c6zbnn09wx08vz4iak,1,67.4,92.0,2025-04-27T16:05:52.800Z,2025-04-27T16:05:54Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685841261,213,4.96,5685841255,140,69.6,5685841253,56,Center,5685841259,212,9.3,5685841257,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
