id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803915429,458,1,2,47,17,80hgdmpkvdrhw1ge9nks2kxvy,1,29.1,77.6,2025-04-20T13:40:53.105Z,2025-04-20T13:40:54Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667294501,213,5.35,5667294499,212,10.9,5667294497,141,64.8,5667294495,140,35.3,5667294493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915489,459,1,2,47,19,80hgdmpkvdrhw1ge9nks2kxvy,1,33.9,69.3,2025-04-20T13:40:54.320Z,2025-04-20T13:40:58Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667294849,141,73.0,5667294851,212,7.7,5667294847,140,27.0,5667294845,56,Back,5667294855,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915573,460,1,2,47,22,80hgdmpkvdrhw1ge9nks2kxvy,1,26.6,63.9,2025-04-20T13:40:58.112Z,2025-04-20T13:41:01Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667295209,141,40.7,5667295213,213,4.42,5667295207,140,22.0,5667295211,212,16.5,5667295205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915623,461,1,2,47,26,80hgdmpkvdrhw1ge9nks2kxvy,1,22.4,40.4,2025-04-20T13:41:01.560Z,2025-04-20T13:41:04Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667295489,140,24.9,5667295493,212,21.9,5667295495,213,1.45,5667295487,56,Back,5667295491,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915657,462,1,2,47,28,80hgdmpkvdrhw1ge9nks2kxvy,1,25.3,72.7,2025-04-20T13:41:03.840Z,2025-04-20T13:41:05Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667295641,213,5.39,5667295637,141,64.2,5667295635,140,29.7,5667295633,56,Back,5667295639,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915743,463,1,2,47,29,80hgdmpkvdrhw1ge9nks2kxvy,1,29.7,64.2,2025-04-20T13:41:05.008Z,2025-04-20T13:41:09Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667296029,213,3.56,5667296021,56,Back,5667296023,140,9.4,5667296025,141,50.3,5667296027,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915791,464,1,2,47,34,80hgdmpkvdrhw1ge9nks2kxvy,0,10.0,35.8,2025-04-20T13:41:09.480Z,2025-04-20T13:41:12Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667296273,141,14.6,5667296277,212,52.7,5667296257,157,,5667296281,213,6.01,5667296269,140,58.3,5667296285,1,,5667296263,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915871,439,1,2,47,39,uqspd1bx7f6mq8ohj50u1k1k,0,46.5,79.6,2025-04-20T13:41:14.601Z,2025-04-20T13:41:15Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667296643,1,,5667296637,212,14.8,5667296635,141,67.5,5667296633,140,58.2,5667296627,157,,5667296639,213,5.69,5667296631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915861,465,61,2,47,39,80hgdmpkvdrhw1ge9nks2kxvy,1,37.2,38.9,2025-04-20T13:41:14.816Z,2025-04-20T13:41:15Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667296593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915915,466,1,2,47,40,80hgdmpkvdrhw1ge9nks2kxvy,1,37.2,40.7,2025-04-20T13:41:15.711Z,2025-04-20T13:41:17Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667296871,56,Back,5667296873,140,31.7,5667296885,213,1.87,5667296875,141,68.4,5667296879,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803915995,467,1,2,47,41,80hgdmpkvdrhw1ge9nks2kxvy,1,31.7,68.4,2025-04-20T13:41:17.008Z,2025-04-20T13:41:21Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667297339,141,91.4,5667297349,213,0.99,5667297331,56,Back,5667297345,212,18.7,5667297335,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916067,468,1,2,47,46,80hgdmpkvdrhw1ge9nks2kxvy,1,60.5,83.3,2025-04-20T13:41:21.576Z,2025-04-20T13:41:25Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667297739,56,Center,5667297741,140,52.8,5667297747,213,4.03,5667297745,212,12.8,5667297743,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916119,469,1,2,47,49,80hgdmpkvdrhw1ge9nks2kxvy,1,60.2,68.8,2025-04-20T13:41:25.104Z,2025-04-20T13:41:28Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667298079,140,60.7,5667298083,212,10.8,5667298085,213,4.76,5667298081,141,53.0,5667298077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916147,470,1,2,47,52,80hgdmpkvdrhw1ge9nks2kxvy,1,64.1,53.7,2025-04-20T13:41:28.152Z,2025-04-20T13:41:29Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667298279,212,11.7,5667298273,56,Center,5667298275,140,75.2,5667298277,141,54.5,5667298281,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916165,471,1,2,47,54,80hgdmpkvdrhw1ge9nks2kxvy,1,75.2,54.5,2025-04-20T13:41:29.464Z,2025-04-20T13:41:30Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5667298363,212,4.0,5667298365,213,4.93,5667298359,140,76.0,5667298357,56,Center,5667298361,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916211,472,1,2,47,54,80hgdmpkvdrhw1ge9nks2kxvy,1,76.0,48.8,2025-04-20T13:41:30.120Z,2025-04-20T13:41:33Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667298589,141,17.9,5667298593,213,5.31,5667298585,56,Right,5667298587,140,89.7,5667298591,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916257,473,1,2,47,58,80hgdmpkvdrhw1ge9nks2kxvy,1,98.2,32.9,2025-04-20T13:41:33.407Z,2025-04-20T14:41:13Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,1.0,,5667299153,195,,5667298871,140,91.3,5667298873,141,45.4,5667298875,212,11.2,5667298877,213,2.28,5667300525,154,,5667300523,210,13,5667298869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916263,474,13,2,48,0,80hgdmpkvdrhw1ge9nks2kxvy,1,92.6,44.4,2025-04-20T13:41:35.896Z,2025-04-20T15:31:56Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667300601,230,99.1,5667300575,154,,5667298891,56,Center,5667300599,328,,5667300581,55,473,5667299301,20,,5667300593,103,15.3,5667300589,102,60.5,5667300569,73,,5667298887,22,5667300571,29,5667298889,17,5667300603,231,48.2,,,,,,,,,,,,,,,,,
2803916583,440,5,2,48,1,uqspd1bx7f6mq8ohj50u1k1k,1,-1.4,40.4,2025-04-20T13:41:36.321Z,2025-04-20T14:46:51Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667300707,346,,5667300705,56,Back,5667300767,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916281,475,5,2,48,1,80hgdmpkvdrhw1ge9nks2kxvy,0,101.4,59.6,2025-04-20T13:41:36.321Z,2025-04-20T14:46:51Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667300851,233,440,5667298997,56,Center,5667298999,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916627,441,1,2,48,21,uqspd1bx7f6mq8ohj50u1k1k,1,4.8,54.5,2025-04-20T13:41:56.608Z,2025-04-20T13:41:58Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5667300933,141,69.6,5667300929,56,Back,5667300937,213,1.43,5667300935,212,10.4,5667300941,237,,5667300931,140,6.2,5667300927,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916641,442,1,2,48,22,uqspd1bx7f6mq8ohj50u1k1k,1,6.4,69.7,2025-04-20T13:41:58.041Z,2025-04-20T13:41:59Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667301031,213,0.74,5667301021,56,Back,5667301023,140,18.9,5667301025,141,87.2,5667301027,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916725,443,1,2,48,23,uqspd1bx7f6mq8ohj50u1k1k,1,18.9,87.7,2025-04-20T13:41:59.177Z,2025-04-20T13:42:04Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667301487,212,11.8,5667301485,141,88.7,5667301483,140,30.1,5667301489,213,0.06,5667301481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916763,444,1,2,48,28,uqspd1bx7f6mq8ohj50u1k1k,1,31.0,79.6,2025-04-20T13:42:04.200Z,2025-04-20T13:42:06Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667301699,212,8.3,5667301701,213,5.40,5667301693,56,Back,5667301697,141,70.2,5667301695,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916813,445,1,2,48,30,uqspd1bx7f6mq8ohj50u1k1k,1,36.1,73.2,2025-04-20T13:42:05.825Z,2025-04-20T13:42:07Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667301969,141,90.5,5667301973,213,1.34,5667301967,140,38.7,5667301965,56,Back,5667301971,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916825,446,61,2,48,31,uqspd1bx7f6mq8ohj50u1k1k,0,38.7,90.5,2025-04-20T13:42:06.624Z,2025-04-20T15:23:24Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667302011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916837,447,5,2,48,31,uqspd1bx7f6mq8ohj50u1k1k,0,40.6,101.2,2025-04-20T13:42:06.984Z,2025-04-20T14:46:52Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667302065,56,Back,5667302191,233,476,5667302069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916803,476,5,2,48,31,80hgdmpkvdrhw1ge9nks2kxvy,1,59.4,-1.2,2025-04-20T13:42:06.984Z,2025-04-20T14:46:52Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667302109,233,447,5667301913,347,,5667301909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803916907,477,1,2,48,35,80hgdmpkvdrhw1ge9nks2kxvy,1,64.2,0.0,2025-04-20T13:42:10.975Z,2025-04-20T13:42:12Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667302427,107,,5667302439,1,,5667302431,140,39.9,5667302433,141,9.4,5667302429,56,Back,5667302435,212,26.6,5667302437,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917033,478,1,2,48,37,80hgdmpkvdrhw1ge9nks2kxvy,1,37.4,10.4,2025-04-20T13:42:12.751Z,2025-04-20T13:42:19Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667303169,141,36.9,5667303163,56,Back,5667303177,213,2.51,5667303173,212,30.4,5667303165,140,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917091,479,1,2,48,43,80hgdmpkvdrhw1ge9nks2kxvy,0,27.2,50.0,2025-04-20T13:42:19.191Z,2025-04-20T13:42:21Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667303551,56,Center,5667303565,1,,5667303563,213,0.01,5667303549,157,,5667303557,141,50.9,5667303561,212,48.2,5667303553,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917153,448,1,2,48,48,uqspd1bx7f6mq8ohj50u1k1k,0,30.2,48.5,2025-04-20T13:42:23.409Z,2025-04-20T13:42:25Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667303877,213,0.16,5667303875,212,17.0,5667303873,141,52.4,5667303869,56,Back,5667303871,140,46.2,5667303867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917207,480,1,2,48,50,80hgdmpkvdrhw1ge9nks2kxvy,0,50.9,43.1,2025-04-20T13:42:26.254Z,2025-04-20T13:42:27Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667304141,141,41.8,5667304191,286,,5667304187,233,449,5667304139,140,50.9,5667304185,236,,5667304137,56,Center,5667304145,213,4.71,5667304143,212,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917203,449,74,2,48,50,uqspd1bx7f6mq8ohj50u1k1k,1,51.9,54.8,2025-04-20T13:42:26.255Z,2025-04-20T14:41:20Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667304221,233,480,5667304123,285,,5667304121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917301,481,1,2,48,52,80hgdmpkvdrhw1ge9nks2kxvy,1,51.0,41.6,2025-04-20T13:42:27.351Z,2025-04-20T13:42:31Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667304621,213,5.81,5667304615,140,66.8,5667304617,141,29.1,5667304613,56,Center,5667304619,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917317,482,3,2,48,56,80hgdmpkvdrhw1ge9nks2kxvy,0,70.8,41.6,2025-04-20T13:42:31.606Z,2025-04-20T14:42:24Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667304677,286,,5667304675,56,Center,5667304975,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917349,450,7,2,48,56,uqspd1bx7f6mq8ohj50u1k1k,1,29.2,58.4,2025-04-20T13:42:31.607Z,2025-04-20T14:42:24Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667304895,285,,5667304891,56,Back,5667304945,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917387,451,1,2,48,59,uqspd1bx7f6mq8ohj50u1k1k,1,22.7,63.9,2025-04-20T13:42:34.352Z,2025-04-20T13:42:36Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667305083,140,36.7,5667305087,212,14.7,5667305085,141,64.8,5667305089,213,0.04,5667305081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917547,455,61,2,49,6,uqspd1bx7f6mq8ohj50u1k1k,0,59.4,92.0,2025-04-20T13:42:41.803Z,2025-04-20T15:22:53Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667305895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917575,484,1,2,49,7,80hgdmpkvdrhw1ge9nks2kxvy,1,32.0,6.1,2025-04-20T13:42:42.775Z,2025-04-20T13:42:46Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667306109,212,9.1,5667306111,213,1.19,5667306105,140,35.2,5667306107,141,18.5,5667306103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917541,454,43,2,49,8,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T13:42:43.792Z,2025-04-20T13:42:47Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667306147,144,45,5667305867,285,0,5667305865,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917649,485,1,2,49,11,80hgdmpkvdrhw1ge9nks2kxvy,1,42.5,21.8,2025-04-20T13:42:46.527Z,2025-04-20T13:42:53Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667306553,56,Back,5667306561,213,2.67,5667306557,141,28.8,5667306555,140,33.6,5667306559,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917663,486,1,2,49,18,80hgdmpkvdrhw1ge9nks2kxvy,1,31.7,29.5,2025-04-20T13:42:53.342Z,2025-04-20T13:42:55Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667306649,140,33.2,5667306651,141,48.8,5667306647,56,Back,5667306655,213,1.45,5667306653,212,13.2,5667306705,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917773,487,1,2,49,19,80hgdmpkvdrhw1ge9nks2kxvy,1,33.2,48.8,2025-04-20T13:42:54.695Z,2025-04-20T13:43:02Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667307217,212,20.0,5667307215,141,74.8,5667307213,140,42.1,5667307219,213,1.08,5667307211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917827,488,1,2,49,26,80hgdmpkvdrhw1ge9nks2kxvy,1,59.0,67.8,2025-04-20T13:43:01.998Z,2025-04-20T13:43:05Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667307509,213,4.28,5667307501,56,Center,5667307507,212,14.0,5667307505,141,49.1,5667307503,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917881,489,1,2,49,29,80hgdmpkvdrhw1ge9nks2kxvy,1,52.0,45.2,2025-04-20T13:43:04.943Z,2025-04-20T13:43:07Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667307805,141,45.8,5667307807,212,13.6,5667307803,140,64.9,5667307809,213,0.03,5667307801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917949,490,1,2,49,32,80hgdmpkvdrhw1ge9nks2kxvy,1,54.9,55.8,2025-04-20T13:43:07.334Z,2025-04-20T13:43:11Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667308139,140,78.8,5667308141,141,93.9,5667308135,155,,5667308137,56,Left,5667308145,213,0.80,5667308147,1,,5667308143,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917961,491,61,2,49,35,80hgdmpkvdrhw1ge9nks2kxvy,0,79.2,93.9,2025-04-20T13:43:10.806Z,2025-04-20T13:43:11Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667308177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918083,456,5,2,49,36,uqspd1bx7f6mq8ohj50u1k1k,1,19.9,-1.2,2025-04-20T13:43:11.786Z,2025-04-20T14:46:52Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667308891,56,Back,5667308893,347,,5667308921,233,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803917975,492,5,2,49,36,80hgdmpkvdrhw1ge9nks2kxvy,0,80.1,101.2,2025-04-20T13:43:11.786Z,2025-04-20T14:46:53Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667308251,56,Left,5667308253,347,,5667308975,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918145,457,1,2,49,42,uqspd1bx7f6mq8ohj50u1k1k,1,18.4,0.0,2025-04-20T13:43:18.168Z,2025-04-20T13:43:21Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667309233,56,Back,5667309237,141,14.6,5667309235,140,12.9,5667309241,213,2.05,5667309231,107,,5667309239,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918153,458,1,2,49,46,uqspd1bx7f6mq8ohj50u1k1k,0,12.2,13.5,2025-04-20T13:43:21.601Z,2025-04-20T13:43:22Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5667309279,157,,5667309285,141,13.4,5667309287,212,26.9,5667309283,140,37.8,5667309289,213,6.28,5667309301,1,,5667309281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918167,493,61,2,49,47,80hgdmpkvdrhw1ge9nks2kxvy,1,65.9,70.2,2025-04-20T13:43:22.710Z,2025-04-20T13:43:36Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667309379,56,Center,5667309517,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918291,459,1,2,49,48,uqspd1bx7f6mq8ohj50u1k1k,1,30.4,13.1,2025-04-20T13:43:23.905Z,2025-04-20T13:43:28Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667309981,56,Back,5667309993,213,0.53,5667309979,3,,5667309991,212,4.1,5667309987,141,16.2,5667309983,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918239,494,83,2,49,51,80hgdmpkvdrhw1ge9nks2kxvy,0,72.4,77.6,2025-04-20T13:43:26.470Z,2025-04-20T13:43:32Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667310469,399,bqcjd0macjc7hmtz7zx34ym6t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918359,460,1,2,49,53,uqspd1bx7f6mq8ohj50u1k1k,1,33.9,16.7,2025-04-20T13:43:28.480Z,2025-04-20T13:43:31Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667310399,213,0.83,5667310391,56,Back,5667310395,141,32.8,5667310397,212,14.8,5667310393,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918475,461,1,2,49,57,uqspd1bx7f6mq8ohj50u1k1k,1,60.6,49.6,2025-04-20T13:43:32.320Z,2025-04-20T13:43:37Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5667311079,140,67.3,5667311085,213,1.08,5667311083,212,14.8,5667311081,141,68.8,5667311077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918565,462,1,2,50,1,uqspd1bx7f6mq8ohj50u1k1k,1,62.3,77.2,2025-04-20T13:43:36.993Z,2025-04-20T13:43:43Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667311619,56,Left,5667311625,212,12.7,5667311627,213,0.25,5667311623,141,81.8,5667311621,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918593,463,1,2,50,7,uqspd1bx7f6mq8ohj50u1k1k,1,82.4,86.9,2025-04-20T13:43:43.161Z,2025-04-20T13:43:44Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667311819,213,0.42,5667311809,140,87.7,5667311811,141,90.6,5667311807,56,Left,5667311815,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918605,464,1,2,50,8,uqspd1bx7f6mq8ohj50u1k1k,0,87.7,90.6,2025-04-20T13:43:44.200Z,2025-04-20T13:43:45Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5667311863,2,,5667311867,56,Center,5667311865,155,,5667311871,141,48.2,5667311875,213,4.75,5667311873,212,28.9,5667311869,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918831,495,12,2,50,10,80hgdmpkvdrhw1ge9nks2kxvy,1,9.1,52.4,2025-04-20T13:43:45.624Z,2025-04-20T13:44:02Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667313089,56,Back,5667313091,140,25.1,5667313093,141,78.8,5667313097,213,0.82,5667313095,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918779,465,43,2,50,23,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T13:43:58.666Z,2025-04-20T13:44:26Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667312911,238,0,5667315001,144,61,5667312797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918909,467,27,2,50,25,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T13:44:00.719Z,2025-04-20T13:44:07Z,,,,,5667313509,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918843,496,27,2,50,25,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T13:44:00.719Z,2025-04-20T13:44:07Z,,,,,5667313489,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918837,466,43,2,50,26,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T13:44:01.352Z,2025-04-20T13:44:24Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667313129,56,Right,5667313131,347,0,5667314777,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803919127,468,28,2,50,36,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T13:44:12.159Z,2025-04-20T14:47:08Z,,,,,5667574185,233,497,5667314665,55,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803918985,497,28,2,50,36,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T13:44:12.159Z,2025-04-20T14:47:08Z,,,,,5667313873,55,496,5667574131,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803919201,498,17,2,50,46,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T13:44:22.149Z,2025-04-20T16:40:58Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667315111,13,243,5667315107,31,,5667317569,189,,5667315109,392,,5667961425,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
