id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823868823,442,61,1,44,29,d8w1m5j3jbd1eva8524dv4a20,0,42.4,27.1,2025-06-22T15:45:37.484Z,2025-06-22T15:46:35Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5778017853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868827,439,61,1,44,31,btaf9fuj3xctycyjeqwereaow,1,68.6,76.0,2025-06-22T15:45:39.052Z,2025-06-22T15:45:39Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5778017867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868839,440,1,1,44,32,btaf9fuj3xctycyjeqwereaow,1,72.5,63.0,2025-06-22T15:45:40.724Z,2025-06-22T15:45:42Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778017925,140,77.6,5778017923,56,Center,5778017931,213,5.59,5778017927,141,56.4,5778017929,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868853,441,3,1,44,35,btaf9fuj3xctycyjeqwereaow,1,76.6,55.0,2025-06-22T15:45:42.836Z,2025-06-22T16:04:03Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,5778017989,286,,5778017987,56,Center,5778017991,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868847,443,45,1,44,35,d8w1m5j3jbd1eva8524dv4a20,0,23.4,45.0,2025-06-22T15:45:42.836Z,2025-06-22T16:04:04Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5778017999,233,441,5778017973,285,,5778017971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868855,444,83,1,44,36,d8w1m5j3jbd1eva8524dv4a20,0,22.5,43.2,2025-06-22T15:45:44.749Z,2025-06-22T17:44:17Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5778160541,399,v3hnsgptqqi0ystvybqtpyzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868859,442,1,1,44,37,btaf9fuj3xctycyjeqwereaow,1,77.7,56.4,2025-06-22T15:45:44.906Z,2025-06-22T15:45:55Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,1.0,5778018023,212,5.3,5778018021,141,49.9,5778018019,140,80.4,5778018017,56,Center,5778018025,213,5.28,5778018163,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868861,443,15,1,44,37,btaf9fuj3xctycyjeqwereaow,1,80.6,44.8,2025-06-22T15:45:45.651Z,2025-06-22T17:14:56Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778018103,72,,5778018175,103,2.5,5778018165,76,,5778018031,18,,5778018029,22,,5778129109,328,,5778018195,233,445,5778018167,29,,5778018177,146,5778018173,102,5778018033,56,5778018169,55,442,99.3,53.2,Center,5778018179,147,49.8,,,,,,,,,,,,,,,
2823868869,445,10,1,44,37,d8w1m5j3jbd1eva8524dv4a20,1,2.8,47.3,2025-06-22T15:45:45.751Z,2025-06-22T15:45:56Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5778018073,178,,5778018217,233,443,5778018077,56,Back,5778018071,173,,5778018075,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868969,448,1,1,44,58,d8w1m5j3jbd1eva8524dv4a20,0,14.7,39.7,2025-06-22T15:46:05.814Z,2025-06-22T15:46:10Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5778018673,140,66.1,5778018667,157,,5778018677,212,54.4,5778018679,213,6.16,5778018669,198,,5778018671,56,Center,5778018681,1,,5778018675,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869277,462,70,1,44,59,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:46:06.774Z,2025-06-22T15:47:12Z,,,,5778020397,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868967,444,44,1,45,1,btaf9fuj3xctycyjeqwereaow,1,31.8,69.8,2025-06-22T15:46:09.029Z,2025-06-22T18:07:29Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5778018665,285,,5778018793,233,449,5778018663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868977,449,44,1,45,1,d8w1m5j3jbd1eva8524dv4a20,0,68.2,30.2,2025-06-22T15:46:09.030Z,2025-06-22T18:07:29Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5778018721,286,,5778018719,56,Center,5778018807,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823868985,445,1,1,45,1,btaf9fuj3xctycyjeqwereaow,1,28.3,68.7,2025-06-22T15:46:09.299Z,2025-06-22T15:46:10Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5778018765,56,Back,5778018769,141,62.4,5778018771,212,4.6,5778018763,3,,5778018773,213,5.09,5778018767,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869007,446,1,1,45,2,btaf9fuj3xctycyjeqwereaow,0,29.9,62.4,2025-06-22T15:46:10.212Z,2025-06-22T15:46:14Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778018885,141,100.0,5778018879,157,,5778018891,1,,5778018881,56,Left,5778018889,213,0.52,5778018887,212,53.1,5778018883,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869009,447,5,1,45,6,btaf9fuj3xctycyjeqwereaow,0,71.5,101.3,2025-06-22T15:46:14.522Z,2025-06-22T17:02:44Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778018897,56,Left,5778019039,233,450,5778018899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869025,450,5,1,45,6,d8w1m5j3jbd1eva8524dv4a20,1,28.5,-1.3,2025-06-22T15:46:14.522Z,2025-06-22T17:02:44Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778019015,233,447,5778018987,347,,5778018985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869043,451,1,1,45,9,d8w1m5j3jbd1eva8524dv4a20,1,34.7,0.0,2025-06-22T15:46:17.028Z,2025-06-22T15:46:21Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778019091,1,,5778019085,141,23.4,5778019079,107,,5778019083,140,14.3,5778019087,212,27.5,5778019089,213,2.46,5778019081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869063,452,1,1,45,13,d8w1m5j3jbd1eva8524dv4a20,0,10.5,24.7,2025-06-22T15:46:21.342Z,2025-06-22T15:46:25Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5778019175,157,,5778019185,213,6.14,5778019181,141,10.9,5778019179,140,71.7,5778019183,212,64.9,5778019177,56,Right,5778019187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869089,449,1,1,45,18,btaf9fuj3xctycyjeqwereaow,1,32.7,79.6,2025-06-22T15:46:26.732Z,2025-06-22T15:46:32Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5778019333,56,Back,5778019337,141,53.0,5778019339,212,30.4,5778019341,213,3.78,5778019335,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869091,450,1,1,45,24,btaf9fuj3xctycyjeqwereaow,1,9.4,53.0,2025-06-22T15:46:32.549Z,2025-06-22T15:46:33Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5778019353,213,6.19,5778019347,140,22.2,5778019345,56,Back,5778019351,212,13.5,5778019349,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869095,451,1,1,45,25,btaf9fuj3xctycyjeqwereaow,1,22.2,51.2,2025-06-22T15:46:33.500Z,2025-06-22T15:46:34Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778019373,140,26.3,5778019377,212,4.4,5778019379,213,0.16,5778019371,56,Back,5778019375,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869103,452,1,1,45,26,btaf9fuj3xctycyjeqwereaow,1,26.3,52.2,2025-06-22T15:46:34.738Z,2025-06-22T15:46:36Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778019419,140,34.6,5778019423,212,10.6,5778019425,213,0.61,5778019421,141,61.2,5778019417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869107,453,1,1,45,28,btaf9fuj3xctycyjeqwereaow,1,34.6,61.2,2025-06-22T15:46:36.283Z,2025-06-22T15:46:37Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778019469,212,13.0,5778019471,213,5.91,5778019463,56,Back,5778019467,141,54.2,5778019465,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869113,454,1,1,45,29,btaf9fuj3xctycyjeqwereaow,0,46.1,54.2,2025-06-22T15:46:37.258Z,2025-06-22T15:48:06Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778019499,212,5.1,5778019495,140,50.9,5778019493,56,Center,5778019501,213,6.14,5778019497,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869125,453,61,1,45,32,d8w1m5j3jbd1eva8524dv4a20,1,32.1,72.4,2025-06-22T15:46:39.965Z,2025-06-22T15:46:40Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5778019557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869161,455,1,1,45,35,btaf9fuj3xctycyjeqwereaow,1,87.7,26.7,2025-06-22T15:46:43.579Z,2025-06-22T15:46:48Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,5778019755,140,85.1,5778019761,213,3.29,5778019759,212,2.8,5778019757,141,26.1,5778019753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869163,456,50,1,45,40,btaf9fuj3xctycyjeqwereaow,1,84.4,30.0,2025-06-22T15:46:47.964Z,2025-06-22T15:46:58Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778019813,233,454,5778019769,56,Center,5778019771,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869165,454,7,1,45,40,d8w1m5j3jbd1eva8524dv4a20,0,15.6,70.0,2025-06-22T15:46:47.965Z,2025-06-22T15:47:57Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5778019775,285,,5778019777,233,456,5778019773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869189,457,1,1,45,41,btaf9fuj3xctycyjeqwereaow,1,80.5,22.4,2025-06-22T15:46:49.116Z,2025-06-22T15:46:51Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778019893,141,15.8,5778019889,56,Right,5778019897,213,4.13,5778019895,212,5.4,5778019891,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869561,461,83,1,45,42,d8w1m5j3jbd1eva8524dv4a20,0,26.3,70.0,2025-06-22T15:46:49.774Z,2025-06-22T15:48:23Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778021833,399,6wygyy5z5i0okllr83e9ej8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869191,458,61,1,45,43,btaf9fuj3xctycyjeqwereaow,0,74.8,19.6,2025-06-22T15:46:50.891Z,2025-06-22T15:47:57Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778019905,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869205,455,61,1,45,43,d8w1m5j3jbd1eva8524dv4a20,0,25.2,80.4,2025-06-22T15:46:50.892Z,2025-06-22T15:47:56Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778019993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869221,459,1,1,45,47,btaf9fuj3xctycyjeqwereaow,1,70.8,30.9,2025-06-22T15:46:54.979Z,2025-06-22T15:46:58Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778020053,141,9.2,5778020057,213,4.98,5778020055,212,15.3,5778020051,140,74.7,5778020049,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869229,460,1,1,45,50,btaf9fuj3xctycyjeqwereaow,1,74.7,9.2,2025-06-22T15:46:58.395Z,2025-06-22T15:47:01Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778020115,212,18.8,5778020111,140,92.0,5778020113,141,16.4,5778020109,56,Right,5778020117,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869235,461,1,1,45,53,btaf9fuj3xctycyjeqwereaow,0,92.0,16.4,2025-06-22T15:47:01.126Z,2025-06-22T15:47:01Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,5778020157,212,13.6,5778020153,140,86.0,5778020155,141,34.2,5778020151,56,Center,5778020159,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869243,456,12,1,45,54,d8w1m5j3jbd1eva8524dv4a20,1,15.6,70.5,2025-06-22T15:47:02.573Z,2025-06-22T15:47:04Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778020233,141,83.3,5778020237,213,1.49,5778020229,56,Back,5778020231,140,16.3,5778020235,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869247,457,1,1,45,56,d8w1m5j3jbd1eva8524dv4a20,1,14.5,72.4,2025-06-22T15:47:04.542Z,2025-06-22T15:47:05Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,5778020243,56,Back,5778020247,141,73.8,5778020249,212,9.3,5778020251,213,3.04,5778020245,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869329,459,1,1,45,58,d8w1m5j3jbd1eva8524dv4a20,1,3.5,75.4,2025-06-22T15:47:06.701Z,2025-06-22T15:47:25Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5778020641,56,Back,5778020649,213,4.67,5778020647,212,10.8,5778020643,140,3.1,5778020645,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869333,460,30,1,46,3,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-22T15:47:11.103Z,2025-06-22T15:47:25Z,,,,5778020665,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823869279,463,30,1,46,3,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:47:11.103Z,2025-06-22T15:47:12Z,,,,5778020399,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870735,467,32,2,45,0,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-22T16:02:12.807Z,2025-06-22T16:02:23Z,,,,5778028481,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870729,469,32,2,45,0,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T16:02:12.807Z,2025-06-22T16:02:13Z,,,,5778028463,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870737,470,1,2,45,0,btaf9fuj3xctycyjeqwereaow,1,49.8,49.9,2025-06-22T16:02:12.808Z,2025-06-22T16:02:15Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5778028483,56,Back,5778028491,213,3.43,5778028487,141,41.8,5778028493,279,S,5778028489,212,19.4,5778028485,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870753,471,1,2,45,2,btaf9fuj3xctycyjeqwereaow,1,32.1,41.8,2025-06-22T16:02:15.646Z,2025-06-22T16:02:19Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778028563,212,50.6,5778028567,1,,5778028555,157,,5778028561,141,81.1,5778028559,140,73.0,5778028557,56,Left,5778028565,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870755,472,44,2,45,7,btaf9fuj3xctycyjeqwereaow,1,70.9,90.5,2025-06-22T16:02:19.829Z,2025-06-22T18:07:30Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5778028579,286,,5778028577,56,Left,5778032465,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870773,468,44,2,45,7,d8w1m5j3jbd1eva8524dv4a20,0,29.1,9.5,2025-06-22T16:02:19.830Z,2025-06-22T18:07:30Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778028679,56,Back,5778028681,285,,5778032473,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870761,473,1,2,45,7,btaf9fuj3xctycyjeqwereaow,0,71.4,82.8,2025-06-22T16:02:20.189Z,2025-06-22T16:04:13Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5778030421,213,0.64,5778030415,140,72.1,5778030417,141,83.6,5778030413,168,,5778028617,56,Left,5778030419,212,0.9,5778030457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870933,473,61,2,45,14,d8w1m5j3jbd1eva8524dv4a20,1,18.1,6.5,2025-06-22T16:02:27.209Z,2025-06-22T16:03:24Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778029573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870789,469,5,2,45,15,d8w1m5j3jbd1eva8524dv4a20,0,25.5,-0.8,2025-06-22T16:02:28.035Z,2025-06-22T17:02:45Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5778028731,347,,5778028729,56,Back,5778031663,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870763,474,5,2,45,15,btaf9fuj3xctycyjeqwereaow,1,74.5,100.8,2025-06-22T16:02:28.035Z,2025-06-22T17:02:44Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5778028629,347,,5778028627,56,Left,5778031659,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870797,470,43,2,45,20,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-22T16:02:33.204Z,2025-06-22T16:02:38Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778028765,347,0,5778028853,144,5,5778028763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870809,475,1,2,45,23,btaf9fuj3xctycyjeqwereaow,1,70.8,100.0,2025-06-22T16:02:36.117Z,2025-06-22T16:04:16Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5778028833,212,14.1,5778028829,140,75.6,5778028827,56,Left,5778028831,141,81.8,5778030621,107,,5778028835,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870811,476,1,2,45,25,btaf9fuj3xctycyjeqwereaow,1,75.6,81.8,2025-06-22T16:02:38.230Z,2025-06-22T16:02:41Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5778028849,213,2.48,5778028841,56,Left,5778028843,140,73.7,5778028847,212,2.5,5778028855,156,,5778028845,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870819,477,1,2,45,28,btaf9fuj3xctycyjeqwereaow,1,69.7,92.6,2025-06-22T16:02:41.704Z,2025-06-22T16:02:44Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5778028905,212,31.3,5778028899,56,Back,5778028901,140,46.0,5778028907,213,3.79,5778028903,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870817,471,83,2,45,30,d8w1m5j3jbd1eva8524dv4a20,0,29.5,8.5,2025-06-22T16:02:43.035Z,2025-06-22T16:02:49Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5778029027,399,7zy4bzry9weswip0jogur6fbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870835,478,1,2,45,31,btaf9fuj3xctycyjeqwereaow,1,46.0,64.8,2025-06-22T16:02:44.621Z,2025-06-22T16:02:48Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778029005,213,5.13,5778029001,141,31.8,5778028997,56,Center,5778028999,140,55.4,5778029003,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870839,479,1,2,45,35,btaf9fuj3xctycyjeqwereaow,1,55.4,32.1,2025-06-22T16:02:48.214Z,2025-06-22T16:02:50Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778029019,212,10.6,5778029015,140,65.3,5778029013,56,Center,5778029021,213,6.10,5778029017,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870849,480,1,2,45,37,btaf9fuj3xctycyjeqwereaow,1,65.3,29.2,2025-06-22T16:02:50.557Z,2025-06-22T16:05:02Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,5778029075,213,3.85,5778029093,156,,5778029071,141,22.4,5778029069,140,60.2,5778029067,56,Center,5778029073,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870861,481,1,2,45,41,btaf9fuj3xctycyjeqwereaow,1,60.2,22.4,2025-06-22T16:02:53.830Z,2025-06-22T16:05:07Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,5778029143,56,Back,5778029147,141,19.5,5778029149,212,24.3,5778029151,213,3.22,5778029145,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870863,482,1,2,45,42,btaf9fuj3xctycyjeqwereaow,1,37.1,19.5,2025-06-22T16:02:54.862Z,2025-06-22T16:05:11Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778029165,213,2.11,5778029157,56,Back,5778029161,141,32.7,5778029159,140,32.0,5778029163,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870881,483,1,2,45,47,btaf9fuj3xctycyjeqwereaow,1,36.1,32.5,2025-06-22T16:02:59.839Z,2025-06-22T16:03:03Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778029275,141,10.3,5778029273,140,53.9,5778029277,212,24.0,5778029279,213,5.60,5778029271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870887,484,1,2,45,50,btaf9fuj3xctycyjeqwereaow,1,53.9,10.3,2025-06-22T16:03:02.943Z,2025-06-22T16:03:05Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5778029307,56,Back,5778029311,141,13.4,5778029315,213,3.00,5778029309,140,40.0,5778029313,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870895,485,1,2,45,52,btaf9fuj3xctycyjeqwereaow,1,40.2,14.0,2025-06-22T16:03:05.630Z,2025-06-22T16:03:07Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778029363,212,27.6,5778029359,140,33.3,5778029361,141,53.1,5778029357,56,Back,5778029365,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870903,486,1,2,45,54,btaf9fuj3xctycyjeqwereaow,1,33.2,53.3,2025-06-22T16:03:07.621Z,2025-06-22T16:03:09Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5778029421,212,10.7,5778029417,140,29.5,5778029419,141,38.6,5778029415,56,Back,5778029423,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870919,487,1,2,45,56,btaf9fuj3xctycyjeqwereaow,1,29.2,38.6,2025-06-22T16:03:09.527Z,2025-06-22T16:03:13Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5778029515,213,5.30,5778029511,141,14.3,5778029507,56,Back,5778029513,212,19.9,5778029509,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870923,488,1,2,46,0,btaf9fuj3xctycyjeqwereaow,0,39.4,12.3,2025-06-22T16:03:13.239Z,2025-06-22T16:03:14Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778029527,212,36.9,5778029519,155,,5778029523,140,73.4,5778029531,1,,5778029525,141,0.0,5778029521,56,Right,5778029529,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870931,472,5,2,46,1,d8w1m5j3jbd1eva8524dv4a20,1,26.6,101.6,2025-06-22T16:03:14.795Z,2025-06-22T17:02:45Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5778029571,347,,5778029575,233,489,5778029569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870925,489,5,2,46,1,btaf9fuj3xctycyjeqwereaow,0,73.4,-1.6,2025-06-22T16:03:14.795Z,2025-06-22T16:03:21Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5778029535,347,,5778029533,56,Right,5778029591,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
