id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2813669115,539,1,2,52,43,eujf9nqky8c5jnahb2f76m86o,1,53.3,31.3,2025-05-11T16:15:22.755Z,2025-05-11T16:15:23Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5721105169,213,2.39,5721105167,212,12.1,5721105161,56,Back,5721105165,141,43.4,5721105163,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669125,540,1,2,52,43,eujf9nqky8c5jnahb2f76m86o,1,44.9,43.4,2025-05-11T16:15:23.394Z,2025-05-11T16:15:24Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5721105217,141,33.9,5721105213,56,Center,5721105215,140,54.5,5721105225,213,5.71,5721105221,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669163,541,1,2,52,44,eujf9nqky8c5jnahb2f76m86o,1,54.5,33.9,2025-05-11T16:15:24.019Z,2025-05-11T16:15:26Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5721105409,140,46.2,5721105407,56,Back,5721105415,213,2.14,5721105413,212,16.2,5721105411,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669257,542,1,2,52,46,eujf9nqky8c5jnahb2f76m86o,1,52.2,57.9,2025-05-11T16:15:25.907Z,2025-05-11T16:15:30Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5721105877,56,Left,5721105879,140,59.6,5721105885,213,1.14,5721105883,212,18.6,5721105881,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669321,543,1,2,52,50,eujf9nqky8c5jnahb2f76m86o,1,59.1,80.9,2025-05-11T16:15:30.555Z,2025-05-11T16:15:34Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5721106183,140,78.5,5721106185,141,30.7,5721106187,212,39.8,5721106181,56,Center,5721106179,155,,5721106189,213,5.25,5721106191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669337,544,44,2,52,52,eujf9nqky8c5jnahb2f76m86o,1,76.0,24.4,2025-05-11T16:15:32.003Z,2025-05-11T16:16:04Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721106251,286,,5721106281,233,535,5721106249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669327,535,44,2,52,52,45v50owpvshpijizwwlcw4lni,0,24.0,75.6,2025-05-11T16:15:32.004Z,2025-05-11T17:07:59Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5721106329,233,544,5721106213,285,,5721106211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669427,545,1,2,52,53,eujf9nqky8c5jnahb2f76m86o,1,78.5,30.7,2025-05-11T16:15:32.666Z,2025-05-11T16:16:06Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721106729,141,11.1,5721106733,213,5.23,5721106731,212,15.4,5721106727,140,85.8,5721106721,3,,5721106725,56,Right,5721106723,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669441,546,1,2,52,56,eujf9nqky8c5jnahb2f76m86o,0,85.8,11.1,2025-05-11T16:15:35.738Z,2025-05-11T17:18:48Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721106809,140,87.8,5721106805,155,,5721106803,2,,5721106807,56,Center,5721106811,141,40.3,5721106815,213,1.47,5721106813,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669415,536,12,2,52,56,45v50owpvshpijizwwlcw4lni,1,12.6,60.2,2025-05-11T16:15:36.624Z,2025-05-11T16:15:40Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721106649,213,0.29,5721106643,140,39.1,5721106645,141,72.6,5721106641,56,Back,5721106647,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669469,547,1,2,52,59,eujf9nqky8c5jnahb2f76m86o,1,72.5,40.3,2025-05-11T16:15:39.570Z,2025-05-11T16:15:41Z,4z8yicyffnto09vgpxp2bt1pl,S. Norheim,,,5721107007,155,,5721107009,56,Left,5721107013,141,81.1,5721107015,212,29.6,5721107011,140,82.3,5721107017,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669483,548,1,2,53,1,eujf9nqky8c5jnahb2f76m86o,0,82.3,81.1,2025-05-11T16:15:41.291Z,2025-05-11T16:15:42Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5721107095,56,Center,5721107103,213,3.71,5721107101,212,11.4,5721107097,140,73.1,5721107099,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669639,538,1,2,53,4,45v50owpvshpijizwwlcw4lni,1,27.9,12.6,2025-05-11T16:15:44.248Z,2025-05-11T16:15:50Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5721107913,212,25.1,5721107915,213,6.15,5721107911,141,7.6,5721107907,56,Right,5721107909,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669653,539,1,2,53,11,45v50owpvshpijizwwlcw4lni,0,79.1,4.9,2025-05-11T16:15:50.680Z,2025-05-11T16:15:55Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5721108011,140,80.7,5721108273,233,549,5721108005,2,,5721108007,155,,5721108017,213,0.94,5721108015,212,2.9,5721108013,141,8.3,5721108009,56,Right,5721108279,286,5721108271,236,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669697,549,12,2,53,11,eujf9nqky8c5jnahb2f76m86o,1,25.9,95.0,2025-05-11T16:15:50.780Z,2025-05-11T16:15:55Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5721108349,233,539,5721108237,56,Back,5721108235,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669777,540,5,2,53,13,45v50owpvshpijizwwlcw4lni,1,65.4,-1.3,2025-05-11T16:15:53.120Z,2025-05-11T17:27:17Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5721108743,233,550,5721108715,347,,5721108713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669719,550,5,2,53,13,eujf9nqky8c5jnahb2f76m86o,0,34.6,101.3,2025-05-11T16:15:53.120Z,2025-05-11T17:27:17Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5721108799,233,540,5721108383,56,Back,5721108385,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669833,541,1,2,53,19,45v50owpvshpijizwwlcw4lni,1,70.1,0.0,2025-05-11T16:15:58.888Z,2025-05-11T16:16:03Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5721109055,1,,5721109053,213,2.79,5721109051,212,31.4,5721109049,141,14.3,5721109043,107,,5721109045,56,Back,5721109047,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669867,542,1,2,53,23,45v50owpvshpijizwwlcw4lni,1,40.6,28.2,2025-05-11T16:16:03.441Z,2025-05-11T16:16:05Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5721109209,56,Back,5721109215,212,19.9,5721109213,141,57.3,5721109211,140,38.2,5721109217,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669911,543,1,2,53,25,45v50owpvshpijizwwlcw4lni,1,38.9,58.8,2025-05-11T16:16:05.321Z,2025-05-11T16:16:08Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721109453,213,0.94,5721109443,140,54.2,5721109439,56,Left,5721109447,141,91.4,5721109449,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813669979,544,1,2,53,28,45v50owpvshpijizwwlcw4lni,1,55.9,91.7,2025-05-11T16:16:08.136Z,2025-05-11T16:16:11Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721109789,56,Center,5721109797,213,4.44,5721109791,140,53.4,5721109793,141,77.8,5721109795,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670041,545,1,2,53,31,45v50owpvshpijizwwlcw4lni,1,44.4,72.0,2025-05-11T16:16:11.233Z,2025-05-11T16:16:13Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5721110077,56,Back,5721110093,213,4.70,5721110089,212,18.4,5721110081,140,44.1,5721110085,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670155,546,1,2,53,33,45v50owpvshpijizwwlcw4lni,1,44.1,44.8,2025-05-11T16:16:13.576Z,2025-05-11T16:16:18Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5721110649,141,70.2,5721110647,140,42.3,5721110645,56,Back,5721110651,212,17.4,5721110653,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670187,547,1,2,53,38,45v50owpvshpijizwwlcw4lni,1,42.0,69.6,2025-05-11T16:16:18.329Z,2025-05-11T16:16:20Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721110833,141,48.2,5721110835,212,23.5,5721110829,56,Back,5721110831,140,24.4,5721110837,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670253,548,1,2,53,40,45v50owpvshpijizwwlcw4lni,1,24.4,48.2,2025-05-11T16:16:20.072Z,2025-05-11T16:16:25Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5721111227,141,9.2,5721111223,56,Back,5721111225,140,32.0,5721111229,212,27.7,5721111231,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670285,549,1,2,53,45,45v50owpvshpijizwwlcw4lni,1,32.0,9.2,2025-05-11T16:16:24.680Z,2025-05-11T16:16:27Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5721111431,56,Back,5721111437,212,22.3,5721111435,141,37.3,5721111433,140,21.1,5721111439,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670329,550,1,2,53,47,45v50owpvshpijizwwlcw4lni,1,21.1,37.3,2025-05-11T16:16:27.152Z,2025-05-11T16:16:29Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5721111639,213,1.34,5721111635,141,77.3,5721111633,140,27.1,5721111637,212,27.9,5721111631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670363,551,1,2,53,50,45v50owpvshpijizwwlcw4lni,1,27.1,77.3,2025-05-11T16:16:29.640Z,2025-05-11T16:16:32Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721111841,212,11.0,5721111839,141,92.1,5721111843,213,1.15,5721111835,56,Back,5721111837,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670399,552,1,2,53,52,45v50owpvshpijizwwlcw4lni,1,31.4,92.1,2025-05-11T16:16:31.935Z,2025-05-11T16:16:34Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721112027,141,92.9,5721112025,140,60.4,5721112023,56,Left,5721112029,212,30.5,5721112031,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670409,553,61,2,53,54,45v50owpvshpijizwwlcw4lni,0,60.0,94.1,2025-05-11T16:16:34.192Z,2025-05-11T16:16:34Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5721112079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670477,551,5,2,53,55,eujf9nqky8c5jnahb2f76m86o,1,43.3,-1.0,2025-05-11T16:16:34.800Z,2025-05-11T17:27:18Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5721112505,233,554,5721112469,56,Back,5721112471,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670415,554,5,2,53,55,45v50owpvshpijizwwlcw4lni,0,56.7,101.0,2025-05-11T16:16:34.800Z,2025-05-11T16:16:42Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5721112557,233,551,5721112113,56,Left,5721112115,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670643,552,1,2,54,6,eujf9nqky8c5jnahb2f76m86o,1,45.8,0.0,2025-05-11T16:16:46.209Z,2025-05-11T16:16:48Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721113397,140,59.9,5721113393,107,,5721113395,56,Right,5721113399,141,18.8,5721113401,212,20.2,5721113403,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670689,553,1,2,54,8,eujf9nqky8c5jnahb2f76m86o,1,59.9,18.8,2025-05-11T16:16:47.961Z,2025-05-11T16:16:50Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721113647,213,4.45,5721113641,140,58.2,5721113643,141,8.9,5721113645,212,7.0,5721113639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670699,554,1,2,54,10,eujf9nqky8c5jnahb2f76m86o,0,57.7,7.7,2025-05-11T16:16:50.217Z,2025-05-11T16:16:51Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721113711,212,3.1,5721113713,213,0.31,5721113779,286,,5721113709,141,9.1,5721113705,56,Right,5721113707,140,60.5,5721113775,233,555,5721113773,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670703,555,74,2,54,10,45v50owpvshpijizwwlcw4lni,1,42.6,88.3,2025-05-11T16:16:50.218Z,2025-05-11T17:08:14Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721113807,233,554,5721113735,56,Back,5721113737,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670941,555,5,2,54,11,eujf9nqky8c5jnahb2f76m86o,1,56.0,-1.4,2025-05-11T16:16:51.563Z,2025-05-11T17:27:18Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721115031,233,556,5721114961,347,,5721114959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813670743,556,5,2,54,11,45v50owpvshpijizwwlcw4lni,0,44.0,101.4,2025-05-11T16:16:51.563Z,2025-05-11T17:27:19Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721113931,347,,5721113927,56,Back,5721115069,233,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671003,556,1,2,54,24,eujf9nqky8c5jnahb2f76m86o,0,53.5,0.0,2025-05-11T16:17:04.001Z,2025-05-11T16:17:07Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721115351,141,21.5,5721115357,1,,5721115353,212,24.0,5721115355,213,0.73,5721115349,140,70.5,5721115347,56,Center,5721115345,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671007,557,44,2,54,26,45v50owpvshpijizwwlcw4lni,1,30.0,80.5,2025-05-11T16:17:06.203Z,2025-05-11T17:07:59Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721115395,56,Back,5721115397,285,,5721115505,233,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671013,557,44,2,54,26,eujf9nqky8c5jnahb2f76m86o,0,70.0,19.5,2025-05-11T16:17:06.204Z,2025-05-11T17:08:00Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5721115585,233,557,5721115423,286,,5721115421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671023,558,12,2,54,27,45v50owpvshpijizwwlcw4lni,1,30.8,83.9,2025-05-11T16:17:06.688Z,2025-05-11T16:17:09Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5721115491,15,,5721115469,212,13.4,5721115463,140,37.2,5721115457,56,Back,5721115467,141,66.9,5721115471,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671145,558,3,2,54,29,eujf9nqky8c5jnahb2f76m86o,1,65.0,34.6,2025-05-11T16:17:08.856Z,2025-05-11T17:17:49Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721116023,286,,5721116019,56,Center,5721116063,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671069,559,45,2,54,29,45v50owpvshpijizwwlcw4lni,0,35.0,65.4,2025-05-11T16:17:08.856Z,2025-05-11T17:17:49Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5721116111,233,558,5721115685,285,,5721115683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671197,559,1,2,54,33,eujf9nqky8c5jnahb2f76m86o,1,70.8,32.4,2025-05-11T16:17:13.091Z,2025-05-11T16:17:15Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721116309,56,Right,5721116311,140,92.2,5721116317,213,5.78,5721116315,212,25.7,5721116313,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671211,560,1,2,54,35,eujf9nqky8c5jnahb2f76m86o,0,92.2,10.9,2025-05-11T16:17:15.576Z,2025-05-11T16:17:16Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721116379,141,16.8,5721116375,56,Right,5721116373,155,,5721116371,2,,5721116377,140,92.0,5721116453,286,,5721116383,213,1.62,5721116381,212,4.0,5721116443,236,5721116447,233,560,,,,,,,,,,,,,,,,,,,,,,,,,
2813671201,560,12,2,54,36,45v50owpvshpijizwwlcw4lni,1,9.4,77.5,2025-05-11T16:17:15.676Z,2025-05-11T16:17:17Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721116333,185,,5721116335,56,Back,5721116501,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671453,561,5,2,54,37,eujf9nqky8c5jnahb2f76m86o,1,95.4,-1.6,2025-05-11T16:17:17.464Z,2025-05-11T17:27:19Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721117545,233,561,5721117509,56,Right,5721117511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671247,561,5,2,54,37,45v50owpvshpijizwwlcw4lni,0,4.6,101.6,2025-05-11T16:17:17.464Z,2025-05-11T16:17:28Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5721116555,56,Back,5721116557,347,,5721117595,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671587,562,1,2,54,51,eujf9nqky8c5jnahb2f76m86o,1,93.9,0.0,2025-05-11T16:17:31.328Z,2025-05-11T16:17:33Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721118319,140,85.4,5721118315,107,,5721118317,56,Right,5721118321,141,5.9,5721118325,213,2.65,5721118323,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671607,563,50,2,54,53,eujf9nqky8c5jnahb2f76m86o,1,84.9,6.0,2025-05-11T16:17:33.417Z,2025-05-11T17:17:34Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5721118389,286,,5721118387,56,Right,5721118783,233,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671655,562,7,2,54,53,45v50owpvshpijizwwlcw4lni,1,15.1,94.0,2025-05-11T16:17:33.418Z,2025-05-11T17:17:34Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5721118713,233,563,5721118675,56,Back,5721118677,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671695,563,1,2,54,56,45v50owpvshpijizwwlcw4lni,0,13.9,93.9,2025-05-11T16:17:36.096Z,2025-05-11T16:17:39Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5721118907,56,Back,5721118905,157,,5721118911,141,93.9,5721118963,286,,5721118909,140,17.5,5721118915,213,0.00,5721118913,212,3.8,5721118917,1,,5721118957,233,5721118953,236,,,,,,,,564,,,,,,,,,,,,,,,,,,
2813671653,564,74,2,54,56,eujf9nqky8c5jnahb2f76m86o,1,89.4,3.4,2025-05-11T16:17:36.097Z,2025-05-11T16:17:38Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721119005,233,563,5721118671,56,Right,5721118673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671703,565,1,2,54,56,eujf9nqky8c5jnahb2f76m86o,1,89.4,3.4,2025-05-11T16:17:36.523Z,2025-05-11T16:17:38Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721118975,213,2.31,5721118973,212,7.3,5721118971,141,11.4,5721118967,56,Right,5721118969,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671739,566,1,2,54,58,eujf9nqky8c5jnahb2f76m86o,1,84.7,11.4,2025-05-11T16:17:38.448Z,2025-05-11T16:17:39Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5721119137,56,Center,5721119141,140,91.8,5721119145,141,24.4,5721119151,212,11.6,5721119153,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813671789,567,1,2,55,1,eujf9nqky8c5jnahb2f76m86o,0,96.7,23.9,2025-05-11T16:17:41.505Z,2025-05-11T16:17:42Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5721119401,141,45.1,5721119403,212,14.4,5721119405,213,1.51,5721119397,56,Center,5721119399,140,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672157,565,1,2,55,17,45v50owpvshpijizwwlcw4lni,1,15.6,53.0,2025-05-11T16:17:57.128Z,2025-05-11T16:18:03Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5721121301,141,77.0,5721121307,213,0.38,5721121305,212,44.1,5721121309,1,,5721121299,140,54.6,5721121297,56,Center,5721121295,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672177,566,44,2,55,23,45v50owpvshpijizwwlcw4lni,1,56.0,72.6,2025-05-11T16:18:03.151Z,2025-05-11T17:08:00Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5721121415,286,,5721121413,56,Center,5721121433,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672179,568,44,2,55,23,eujf9nqky8c5jnahb2f76m86o,0,44.0,27.4,2025-05-11T16:18:03.152Z,2025-05-11T17:08:00Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5721121495,233,566,5721121421,56,Back,5721121423,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672199,567,1,2,55,24,45v50owpvshpijizwwlcw4lni,0,54.6,77.0,2025-05-11T16:18:04.057Z,2025-05-11T16:18:06Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5721121583,212,16.3,5721121585,213,1.51,5721121581,141,100.0,5721121575,3,,5721121577,56,Left,5721121579,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672207,568,5,2,55,25,45v50owpvshpijizwwlcw4lni,0,57.2,101.4,2025-05-11T16:18:04.820Z,2025-05-11T17:27:20Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5721121605,347,,5721121603,56,Left,5721122031,233,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672277,569,5,2,55,25,eujf9nqky8c5jnahb2f76m86o,1,42.8,-1.4,2025-05-11T16:18:04.820Z,2025-05-11T17:27:20Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5721121895,347,,5721121893,56,Back,5721121961,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672533,570,1,2,55,43,eujf9nqky8c5jnahb2f76m86o,1,42.1,0.0,2025-05-11T16:18:22.663Z,2025-05-11T16:18:26Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721123371,212,28.9,5721123375,1,,5721123373,213,0.85,5721123369,141,30.4,5721123365,56,Center,5721123363,107,,5721123367,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672565,571,1,2,55,46,eujf9nqky8c5jnahb2f76m86o,1,61.5,38.0,2025-05-11T16:18:26.472Z,2025-05-11T16:18:28Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5721123589,213,1.65,5721123583,140,59.9,5721123585,141,69.4,5721123587,212,21.4,5721123581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672609,572,1,2,55,49,eujf9nqky8c5jnahb2f76m86o,1,59.9,69.4,2025-05-11T16:18:28.744Z,2025-05-11T16:18:31Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5721123807,213,4.08,5721123801,140,52.2,5721123805,212,13.6,5721123799,56,Center,5721123803,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672655,573,1,2,55,51,eujf9nqky8c5jnahb2f76m86o,1,52.0,52.2,2025-05-11T16:18:31.263Z,2025-05-11T16:18:32Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5721124031,141,22.1,5721124035,212,22.1,5721124023,56,Center,5721124041,213,5.10,5721124027,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672699,574,1,2,55,53,eujf9nqky8c5jnahb2f76m86o,1,60.0,22.1,2025-05-11T16:18:32.759Z,2025-05-11T16:18:36Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5721124281,56,Back,5721124287,212,11.3,5721124285,141,26.5,5721124283,140,49.6,5721124289,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
