id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2793820389,426,1,2,45,28,btaf9fuj3xctycyjeqwereaow,1,38.2,51.2,2025-03-30T16:06:43.636Z,2025-03-30T16:06:46Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611700595,140,42.0,5611700601,213,4.93,5611700597,141,24.7,5611700593,56,Back,5611700599,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820439,427,1,2,45,31,btaf9fuj3xctycyjeqwereaow,1,44.7,29.2,2025-03-30T16:06:46.198Z,2025-03-30T16:06:49Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611700865,140,26.9,5611700867,141,44.2,5611700871,213,2.64,5611700869,212,21.3,5611700863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820499,428,1,2,45,34,btaf9fuj3xctycyjeqwereaow,1,30.8,46.6,2025-03-30T16:06:49.629Z,2025-03-30T16:06:52Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611701209,56,Left,5611701213,141,86.2,5611701219,1,,5611701211,140,57.2,5611701215,212,38.6,5611701207,155,,5611701217,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820513,429,44,2,45,37,btaf9fuj3xctycyjeqwereaow,1,63.0,75.7,2025-03-30T16:06:52.773Z,2025-03-30T17:43:20Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611701277,286,,5611701275,56,Center,5611701669,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820577,448,44,2,45,37,4q0b35m26thti4c2on9a3npk0,0,37.0,24.3,2025-03-30T16:06:52.774Z,2025-03-30T17:43:20Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611701617,56,Back,5611701713,233,429,5611701621,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820527,430,1,2,45,38,btaf9fuj3xctycyjeqwereaow,0,57.2,86.2,2025-03-30T16:06:53.269Z,2025-03-30T16:06:54Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611701345,3,,5611701347,56,Center,5611701353,212,18.9,5611701349,140,73.1,5611701351,141,73.3,5611701355,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820661,450,1,2,45,43,4q0b35m26thti4c2on9a3npk0,1,14.4,18.8,2025-03-30T16:06:58.348Z,2025-03-30T16:07:01Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5611702011,212,15.1,5611702007,140,9.1,5611702005,56,Back,5611702013,213,1.95,5611702009,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820675,451,1,2,45,46,4q0b35m26thti4c2on9a3npk0,0,7.1,36.4,2025-03-30T16:07:01.604Z,2025-03-30T16:07:03Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611702121,1,,5611702117,212,48.3,5611702109,157,,5611702113,140,53.1,5611702119,213,6.27,5611702115,141,35.4,5611702111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820735,431,1,2,45,49,btaf9fuj3xctycyjeqwereaow,1,21.1,71.4,2025-03-30T16:07:04.277Z,2025-03-30T16:07:06Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611702429,212,32.5,5611702423,56,Center,5611702431,213,0.03,5611702425,140,52.0,5611702421,3,,5611702427,141,72.7,5611702433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820755,432,1,2,45,50,btaf9fuj3xctycyjeqwereaow,1,52.0,72.7,2025-03-30T16:07:05.957Z,2025-03-30T16:07:07Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611702559,141,55.4,5611702555,56,Back,5611702563,213,4.37,5611702561,212,12.5,5611702557,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820777,433,1,2,45,51,btaf9fuj3xctycyjeqwereaow,1,48.0,55.4,2025-03-30T16:07:06.853Z,2025-03-30T16:07:07Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611702705,213,1.12,5611702701,141,72.0,5611702703,212,12.5,5611702697,56,Center,5611702699,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820793,434,1,2,45,52,btaf9fuj3xctycyjeqwereaow,1,53.2,72.0,2025-03-30T16:07:07.645Z,2025-03-30T16:07:08Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611702771,212,5.8,5611702769,141,79.9,5611702773,213,1.98,5611702767,140,51.0,5611702765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820851,435,1,2,45,53,btaf9fuj3xctycyjeqwereaow,1,51.0,79.9,2025-03-30T16:07:08.277Z,2025-03-30T17:06:47Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611703005,212,10.9,5611703001,141,66.0,5611702997,140,45.9,5611703009,213,4.20,5611702995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820961,436,1,2,45,58,btaf9fuj3xctycyjeqwereaow,1,51.5,80.9,2025-03-30T16:07:13.493Z,2025-03-30T16:07:17Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611703601,141,70.9,5611703605,213,5.67,5611703599,140,60.8,5611703603,212,11.9,5611703597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821003,437,3,2,46,2,btaf9fuj3xctycyjeqwereaow,1,65.8,70.6,2025-03-30T16:07:17.260Z,2025-03-30T17:07:05Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611703879,233,452,5611703773,56,Center,5611703775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793820967,452,45,2,46,2,4q0b35m26thti4c2on9a3npk0,0,34.2,29.4,2025-03-30T16:07:17.260Z,2025-03-30T16:07:23Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611703627,285,,5611703625,56,Back,5611703939,233,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821017,438,3,2,46,4,btaf9fuj3xctycyjeqwereaow,0,71.0,61.8,2025-03-30T16:07:19.913Z,2025-03-30T17:07:16Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611703859,286,,5611704319,233,453,5611703855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821077,453,7,2,46,4,4q0b35m26thti4c2on9a3npk0,1,29.0,38.2,2025-03-30T16:07:19.914Z,2025-03-30T17:07:16Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5611704285,233,438,5611704253,285,,5611704251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821099,439,61,2,46,6,btaf9fuj3xctycyjeqwereaow,1,65.4,57.0,2025-03-30T16:07:22.100Z,2025-03-30T16:07:24Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611704317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821551,454,12,2,46,8,4q0b35m26thti4c2on9a3npk0,1,17.7,46.7,2025-03-30T16:07:23.628Z,2025-03-30T16:07:46Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611706763,141,52.4,5611706759,56,Back,5611706765,212,13.2,5611706767,213,0.30,5611706761,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821227,440,1,2,46,13,btaf9fuj3xctycyjeqwereaow,1,62.8,27.9,2025-03-30T16:07:29.189Z,2025-03-30T16:08:19Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611705053,212,9.1,5611705049,140,63.9,5611705051,141,14.7,5611705055,213,4.84,5611705047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821291,441,1,2,46,16,btaf9fuj3xctycyjeqwereaow,1,63.9,14.7,2025-03-30T16:07:31.261Z,2025-03-30T17:07:42Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611705399,212,18.2,5611705401,213,2.02,5611705395,140,56.3,5611705391,56,Center,5611705397,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821365,442,1,2,46,21,btaf9fuj3xctycyjeqwereaow,1,55.2,47.3,2025-03-30T16:07:36.685Z,2025-03-30T16:08:20Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611705757,213,1.28,5611705753,141,70.3,5611705749,56,Center,5611705755,212,16.3,5611705751,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821389,443,1,2,46,22,btaf9fuj3xctycyjeqwereaow,1,59.6,70.3,2025-03-30T16:07:37.741Z,2025-03-30T16:07:39Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611705853,140,55.0,5611705859,213,3.90,5611705855,141,63.6,5611705851,56,Center,5611705857,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821461,444,1,2,46,23,btaf9fuj3xctycyjeqwereaow,1,55.0,63.6,2025-03-30T16:07:39.053Z,2025-03-30T16:07:42Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611706225,213,0.83,5611706221,141,75.0,5611706217,56,Center,5611706223,212,10.5,5611706219,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821507,445,1,2,46,27,btaf9fuj3xctycyjeqwereaow,1,60.7,95.0,2025-03-30T16:07:42.269Z,2025-03-30T16:07:44Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611706463,212,9.9,5611706457,56,Left,5611706465,213,3.93,5611706461,141,84.7,5611706459,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821531,446,1,2,46,29,btaf9fuj3xctycyjeqwereaow,1,54.9,84.8,2025-03-30T16:07:44.429Z,2025-03-30T16:07:46Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611706635,56,Center,5611706643,212,10.4,5611706637,140,58.6,5611706639,141,70.6,5611706647,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821587,447,1,2,46,30,btaf9fuj3xctycyjeqwereaow,1,58.6,70.6,2025-03-30T16:07:45.868Z,2025-03-30T16:07:48Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611706965,213,1.77,5611706957,56,Left,5611706961,141,86.2,5611706963,212,10.8,5611706959,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821593,448,1,2,46,33,btaf9fuj3xctycyjeqwereaow,1,56.6,86.2,2025-03-30T16:07:48.772Z,2025-03-30T16:07:49Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611706997,141,76.1,5611707001,213,5.66,5611706995,140,65.7,5611706993,56,Center,5611706999,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821695,449,1,2,46,34,btaf9fuj3xctycyjeqwereaow,1,65.7,76.1,2025-03-30T16:07:49.653Z,2025-03-30T16:07:55Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611707595,213,1.25,5611707591,141,87.8,5611707587,56,Left,5611707593,212,8.4,5611707589,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821741,450,1,2,46,40,btaf9fuj3xctycyjeqwereaow,0,74.8,89.3,2025-03-30T16:07:55.341Z,2025-03-30T17:08:00Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611707879,155,,5611707891,1,,5611707887,212,39.9,5611707889,213,5.22,5611707883,140,93.4,5611707885,141,38.2,5611707881,56,Center,5611707877,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821735,455,44,2,46,42,4q0b35m26thti4c2on9a3npk0,1,6.8,62.4,2025-03-30T16:07:57.268Z,2025-03-30T17:43:20Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611707841,56,Back,5611707843,285,,5611708509,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821775,451,44,2,46,42,btaf9fuj3xctycyjeqwereaow,0,93.2,37.6,2025-03-30T16:07:57.269Z,2025-03-30T17:43:21Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5611708613,233,455,5611708083,286,,5611708081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821757,456,12,2,46,42,4q0b35m26thti4c2on9a3npk0,1,7.1,63.3,2025-03-30T16:07:57.860Z,2025-03-30T16:08:01Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611708287,167,,5611707989,213,2.76,5611707983,140,0.0,5611708075,15,,5611707985,141,68.2,5611707981,56,Back,5611707987,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821819,452,6,2,46,43,btaf9fuj3xctycyjeqwereaow,1,98.0,34.3,2025-03-30T16:07:59.140Z,2025-03-30T17:27:23Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611708669,75,,5611708855,233,457,5611708667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793821789,457,6,2,46,43,4q0b35m26thti4c2on9a3npk0,0,2.0,65.7,2025-03-30T16:07:59.140Z,2025-03-30T16:08:17Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611708427,56,Back,5611708429,73,,5611708917,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822517,453,1,2,47,9,btaf9fuj3xctycyjeqwereaow,0,99.5,0.5,2025-03-30T16:08:24.392Z,2025-03-30T16:08:41Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611712205,212,35.9,5611712201,140,86.4,5611712197,223,,5611712203,141,49.3,5611712209,1,,5611712195,155,,5611712191,2,,5611712207,213,1.96,5611712199,56,Center,5611712193,6,,,,,,,,,,,,,,,,,,,,,,,,
2793859535,716,44,2,47,9,4q0b35m26thti4c2on9a3npk0,1,28.0,53.8,2025-03-30T16:08:24.420Z,2025-03-30T17:43:21Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5612154459,285,,5611916759,56,Back,5612154455,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822525,454,44,2,47,9,btaf9fuj3xctycyjeqwereaow,0,72.0,46.2,2025-03-30T16:08:24.421Z,2025-03-30T17:43:22Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5612154489,233,716,5611712249,286,,5611712247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822397,458,12,2,47,10,4q0b35m26thti4c2on9a3npk0,1,12.0,52.2,2025-03-30T16:08:25.195Z,2025-03-30T17:25:33Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611711571,212,12.7,5611711567,140,22.7,5611711573,213,0.48,5611711569,141,60.8,5611711617,15,,5611711565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822445,459,3,2,47,16,4q0b35m26thti4c2on9a3npk0,0,21.4,58.4,2025-03-30T16:08:31.723Z,2025-03-30T17:35:37Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5612102385,233,455,5611711793,285,,5611711791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822943,455,7,2,47,16,btaf9fuj3xctycyjeqwereaow,1,78.6,41.6,2025-03-30T16:08:31.724Z,2025-03-30T17:35:37Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5612102365,233,459,5611714493,56,Center,5611714495,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822661,460,4,2,47,30,4q0b35m26thti4c2on9a3npk0,1,18.3,57.2,2025-03-30T16:08:45.571Z,2025-03-30T17:26:31Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5612102607,233,456,5611713065,13,,5611713069,152,,5611713067,56,Back,5611713073,285,,5611713071,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793822949,456,4,2,47,30,btaf9fuj3xctycyjeqwereaow,0,81.7,42.8,2025-03-30T16:08:45.572Z,2025-03-30T17:26:32Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611714595,152,,5611714601,286,,5611714591,13,,5611714593,56,Center,5612102673,233,460,5611714597,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823363,461,1,2,48,1,4q0b35m26thti4c2on9a3npk0,0,18.0,63.3,2025-03-30T16:09:16.387Z,2025-03-30T16:09:24Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611716785,5,,5611716797,212,55.3,5611716789,152,,5611716801,1,,5611716787,157,,5611716795,141,78.2,5611716791,56,Center,5611716799,213,0.18,5611716793,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823357,457,44,2,48,7,btaf9fuj3xctycyjeqwereaow,1,27.0,21.3,2025-03-30T16:09:22.357Z,2025-03-30T17:43:22Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611716757,285,,5611716969,233,462,5611716755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823371,462,44,2,48,7,4q0b35m26thti4c2on9a3npk0,0,73.0,78.7,2025-03-30T16:09:22.358Z,2025-03-30T17:43:22Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611716833,56,Center,5611717013,233,457,5611716835,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823377,458,1,2,48,7,btaf9fuj3xctycyjeqwereaow,1,21.8,20.4,2025-03-30T16:09:22.829Z,2025-03-30T16:09:24Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611716899,140,38.2,5611716895,3,,5611716903,212,17.2,5611716897,56,Back,5611716901,141,20.0,5611716905,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823423,460,1,2,48,9,btaf9fuj3xctycyjeqwereaow,1,38.2,20.0,2025-03-30T16:09:24.572Z,2025-03-30T16:09:26Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5611717109,140,49.5,5611717113,212,12.8,5611717115,213,0.38,5611717111,141,27.0,5611717107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823461,461,1,2,48,10,btaf9fuj3xctycyjeqwereaow,0,49.5,27.0,2025-03-30T16:09:25.324Z,2025-03-30T16:09:28Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611717325,141,59.3,5611717321,56,Center,5611717327,212,31.4,5611717329,213,0.77,5611717323,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823515,463,59,2,48,14,4q0b35m26thti4c2on9a3npk0,1,24.0,42.2,2025-03-30T16:09:29.491Z,2025-03-30T16:09:31Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611717609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823541,464,12,2,48,15,4q0b35m26thti4c2on9a3npk0,1,24.0,42.2,2025-03-30T16:09:31.138Z,2025-03-30T16:09:33Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611717711,213,0.61,5611717705,140,78.1,5611717707,141,100.0,5611717771,167,,5611717709,212,69.5,5611717703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823793,462,5,2,48,17,btaf9fuj3xctycyjeqwereaow,1,20.0,-1.2,2025-03-30T16:09:32.293Z,2025-03-30T17:27:03Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611719057,347,,5611719155,233,465,5611719055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823551,465,5,2,48,17,4q0b35m26thti4c2on9a3npk0,0,80.0,101.2,2025-03-30T16:09:32.293Z,2025-03-30T17:27:03Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611719227,233,462,5611717745,56,Left,5611717747,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823845,463,1,2,48,32,btaf9fuj3xctycyjeqwereaow,1,16.6,0.0,2025-03-30T16:09:47.292Z,2025-03-30T16:09:49Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611719321,212,10.8,5611719313,107,,5611719319,141,10.4,5611719323,213,0.84,5611719317,140,23.5,5611719315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823855,464,1,2,48,33,btaf9fuj3xctycyjeqwereaow,1,23.5,10.4,2025-03-30T16:09:48.389Z,2025-03-30T16:09:49Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611719409,156,,5611719359,140,14.1,5611719357,56,Back,5611719365,213,3.43,5611719361,141,6.1,5611719363,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823905,465,1,2,48,35,btaf9fuj3xctycyjeqwereaow,1,14.1,6.1,2025-03-30T16:09:50.550Z,2025-03-30T16:09:51Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611719595,212,9.7,5611719591,140,22.8,5611719589,56,Back,5611719599,213,0.36,5611719593,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823941,466,1,2,48,36,btaf9fuj3xctycyjeqwereaow,1,22.8,11.1,2025-03-30T16:09:51.221Z,2025-03-30T16:09:53Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611719821,56,Back,5611719827,212,11.7,5611719825,141,8.6,5611719829,213,3.29,5611719823,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793823961,467,1,2,48,38,btaf9fuj3xctycyjeqwereaow,1,14.6,9.5,2025-03-30T16:09:53.213Z,2025-03-30T16:09:54Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611719965,141,12.8,5611719961,56,Back,5611719967,212,7.3,5611719969,213,2.83,5611719963,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824069,468,1,2,48,39,btaf9fuj3xctycyjeqwereaow,0,8.0,12.8,2025-03-30T16:09:54.749Z,2025-03-30T17:08:49Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611720597,212,62.3,5611720589,157,,5611720595,141,81.2,5611720591,56,Back,5611720593,140,47.5,5611720599,213,0.84,5611720603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824167,467,1,2,48,47,4q0b35m26thti4c2on9a3npk0,1,55.5,9.8,2025-03-30T16:10:02.716Z,2025-03-30T16:10:05Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611721145,140,40.8,5611721147,141,28.0,5611721151,213,2.47,5611721143,56,Back,5611721149,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824193,468,1,2,48,49,4q0b35m26thti4c2on9a3npk0,1,38.3,23.6,2025-03-30T16:10:04.963Z,2025-03-30T16:10:06Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5611721289,213,0.84,5611721283,140,43.6,5611721287,212,8.4,5611721281,56,Back,5611721285,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824253,469,1,2,48,51,4q0b35m26thti4c2on9a3npk0,1,44.1,32.5,2025-03-30T16:10:06.378Z,2025-03-30T16:10:09Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611721651,212,20.1,5611721649,141,48.8,5611721653,213,2.56,5611721647,140,28.1,5611721645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824327,470,1,2,48,54,4q0b35m26thti4c2on9a3npk0,1,29.4,47.9,2025-03-30T16:10:09.452Z,2025-03-30T16:10:13Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611722061,1,,5611722057,212,37.2,5611722055,141,14.7,5611722051,56,Right,5611722049,155,,5611722053,140,57.6,5611722059,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824365,471,1,2,48,58,4q0b35m26thti4c2on9a3npk0,0,57.6,14.7,2025-03-30T16:10:13.732Z,2025-03-30T16:10:16Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611722245,140,89.0,5611722253,213,0.02,5611722249,141,15.9,5611722251,212,33.0,5611722239,56,Right,5611722257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824409,469,1,2,49,2,btaf9fuj3xctycyjeqwereaow,1,12.6,88.0,2025-03-30T16:10:17.901Z,2025-03-30T16:10:19Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611722519,140,27.1,5611722521,141,90.3,5611722525,213,0.10,5611722523,212,15.3,5611722517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824425,471,1,2,49,4,btaf9fuj3xctycyjeqwereaow,1,27.1,90.3,2025-03-30T16:10:19.380Z,2025-03-30T16:10:20Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611722579,140,26.8,5611722585,213,4.67,5611722577,56,Back,5611722581,141,80.2,5611722583,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793824445,472,1,2,49,4,btaf9fuj3xctycyjeqwereaow,1,26.8,80.2,2025-03-30T16:10:20.060Z,2025-03-30T16:10:21Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611722703,140,36.2,5611722709,141,88.9,5611722713,213,0.54,5611722701,56,Back,5611722711,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
