id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2818192717,363,1,1,35,36,anga7587r1zv4ey71ge9zxol3,1,68.4,97.1,2025-05-24T13:36:02.215Z,2025-05-24T13:36:06Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746208887,56,Left,5746208891,141,87.4,5746208895,213,3.56,5746208889,140,54.1,5746208893,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818192731,364,1,1,35,40,anga7587r1zv4ey71ge9zxol3,1,41.9,81.8,2025-05-24T13:36:06.223Z,2025-05-24T13:36:09Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746209035,141,46.3,5746209039,213,4.87,5746209031,56,Back,5746209037,212,24.4,5746209033,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818192765,365,1,1,35,43,anga7587r1zv4ey71ge9zxol3,1,46.8,45.4,2025-05-24T13:36:09.208Z,2025-05-24T13:36:13Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746209261,1,,5746209257,212,33.1,5746209251,56,Left,5746209255,141,92.1,5746209259,213,1.28,5746209253,140,55.7,5746209249,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818192817,366,1,1,35,45,anga7587r1zv4ey71ge9zxol3,1,58.2,93.5,2025-05-24T13:36:11.406Z,2025-05-24T18:28:32Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,1.0,,5746209575,212,25.6,5746209567,3,,5746210571,210,13,5746209573,141,91.5,5746209569,56,Left,5746209577,213,6.23,5746209571,140,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818192823,367,13,1,35,51,anga7587r1zv4ey71ge9zxol3,1,80.4,70.2,2025-05-24T13:36:17.895Z,2025-05-24T13:36:32Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5746210591,29,,5746210597,102,42.0,5746210599,103,37.5,5746210593,55,366,5746210605,231,52.5,5746209601,22,,5746210603,230,98.5,5746210587,120,,5746209605,18,,5746209823,20,,5746210601,215,,5746210589,84,,5746209609,56,Center,,,,,,,,,,,,,,,,,,,,
2818192853,368,5,1,35,53,anga7587r1zv4ey71ge9zxol3,0,100.6,48.3,2025-05-24T13:36:19.248Z,2025-05-24T13:44:46Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5746211457,233,374,5746209807,56,Center,5746209809,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193137,374,5,1,35,53,36g6ifzjliec1jqnbtf7yesme,1,-0.6,51.7,2025-05-24T13:36:19.248Z,2025-05-24T13:44:46Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746211409,233,368,5746211357,346,,5746211351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193161,375,1,1,36,17,36g6ifzjliec1jqnbtf7yesme,1,3.9,59.7,2025-05-24T13:36:43.120Z,2025-05-24T13:36:44Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746211485,140,4.5,5746211499,237,,5746211483,56,Back,5746211507,189,,5746211495,213,4.81,5746211491,212,6.2,5746211481,124,,5746211487,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193241,376,1,1,36,23,36g6ifzjliec1jqnbtf7yesme,1,14.1,48.8,2025-05-24T13:36:49.120Z,2025-05-24T13:36:50Z,3tka46re2gsi9uw7pbxx5m0pg,B. Pedersen,,,5746211929,212,19.8,5746211925,140,21.8,5746211927,141,75.3,5746211921,56,Back,5746211931,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193337,377,1,1,36,24,36g6ifzjliec1jqnbtf7yesme,1,21.9,76.0,2025-05-24T13:36:50.560Z,2025-05-24T13:36:59Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746212541,141,96.2,5746212537,56,Back,5746212543,212,16.3,5746212539,140,30.2,5746212545,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193367,378,1,1,36,33,36g6ifzjliec1jqnbtf7yesme,1,68.9,74.5,2025-05-24T13:36:59.567Z,2025-05-24T13:37:02Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746212709,56,Center,5746212711,140,67.7,5746212717,213,4.62,5746212715,212,13.8,5746212713,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193395,379,1,1,36,36,36g6ifzjliec1jqnbtf7yesme,1,68.5,51.6,2025-05-24T13:37:02Z,2025-05-24T13:37:04Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746212885,56,Center,5746212889,141,32.5,5746212895,213,4.83,5746212891,212,13.1,5746212887,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193401,380,1,1,36,38,36g6ifzjliec1jqnbtf7yesme,1,75.7,32.1,2025-05-24T13:37:04.591Z,2025-05-24T13:37:06Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5746212963,212,14.7,5746212959,140,84.6,5746212965,213,5.40,5746212961,141,15.5,5746212957,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193415,381,1,1,36,40,36g6ifzjliec1jqnbtf7yesme,0,89.6,12.9,2025-05-24T13:37:06.431Z,2025-05-24T18:29:09Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746213059,212,16.1,5746213053,56,Center,5746213049,2,,5747482407,224,,5746213055,140,92.8,5746213057,141,36.0,5746213051,155,,5746213061,213,1.36,5747482409,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193435,369,61,1,36,41,anga7587r1zv4ey71ge9zxol3,1,11.2,76.3,2025-05-24T13:37:07.163Z,2025-05-24T18:29:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746213135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193441,382,61,1,36,42,36g6ifzjliec1jqnbtf7yesme,0,96.9,66.1,2025-05-24T13:37:08.327Z,2025-05-24T18:29:16Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746213173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193567,370,5,1,36,43,anga7587r1zv4ey71ge9zxol3,1,-1.7,37.7,2025-05-24T13:37:09.840Z,2025-05-24T13:44:46Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746213959,56,Back,5746213985,233,383,5746213961,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193447,383,5,1,36,43,36g6ifzjliec1jqnbtf7yesme,0,101.7,62.3,2025-05-24T13:37:09.840Z,2025-05-24T13:44:46Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746213989,233,370,5746213231,346,,5746213229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193687,371,1,1,37,3,anga7587r1zv4ey71ge9zxol3,1,5.5,62.9,2025-05-24T13:37:29.326Z,2025-05-24T13:37:34Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746214553,213,4.78,5746214549,141,27.4,5746214543,124,,5746214545,56,Back,5746214551,212,24.2,5746214557,237,,5746214547,140,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193721,372,1,1,37,8,anga7587r1zv4ey71ge9zxol3,1,12.3,15.8,2025-05-24T13:37:34.774Z,2025-05-24T13:37:36Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746214729,56,Back,5746214733,141,22.7,5746214735,212,16.1,5746214737,213,0.30,5746214731,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193729,373,1,1,37,10,anga7587r1zv4ey71ge9zxol3,1,28.1,23.7,2025-05-24T13:37:36.542Z,2025-05-24T13:37:37Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746214769,141,10.9,5746214767,140,20.3,5746214765,56,Back,5746214771,212,12.0,5746214773,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193775,374,1,1,37,11,anga7587r1zv4ey71ge9zxol3,1,19.4,11.7,2025-05-24T13:37:37.318Z,2025-05-24T13:37:41Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746215093,140,29.4,5746215099,213,5.92,5746215095,141,5.8,5746215091,56,Back,5746215097,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193807,375,1,1,37,14,anga7587r1zv4ey71ge9zxol3,1,42.1,14.3,2025-05-24T13:37:40.950Z,2025-05-24T13:37:43Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746215293,140,32.3,5746215299,213,2.32,5746215297,212,15.2,5746215291,56,Back,5746215295,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193833,376,1,1,37,17,anga7587r1zv4ey71ge9zxol3,1,30.0,32.1,2025-05-24T13:37:43.502Z,2025-05-24T13:37:44Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746215435,56,Back,5746215445,213,0.79,5746215439,140,44.9,5746215443,212,22.2,5746215441,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193917,377,1,1,37,18,anga7587r1zv4ey71ge9zxol3,1,44.9,55.7,2025-05-24T13:37:44.719Z,2025-05-24T13:37:50Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746215903,141,46.9,5746215905,212,10.8,5746215901,140,36.3,5746215907,213,3.73,5746215899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193981,378,1,1,37,24,anga7587r1zv4ey71ge9zxol3,1,51.8,52.4,2025-05-24T13:37:50.518Z,2025-05-24T13:37:55Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746216205,212,12.6,5746216193,56,Center,5746216197,140,63.5,5746216201,141,48.1,5746216207,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818193993,379,1,1,37,28,anga7587r1zv4ey71ge9zxol3,1,62.9,44.0,2025-05-24T13:37:54.918Z,2025-05-24T13:37:55Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746216267,213,4.82,5746216261,140,64.7,5746216263,141,19.4,5746216265,212,16.8,5746216259,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194003,380,1,1,37,29,anga7587r1zv4ey71ge9zxol3,0,64.2,18.0,2025-05-24T13:37:55.703Z,2025-05-24T13:37:56Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746216321,212,11.2,5746216323,213,0.84,5746216319,141,30.3,5746216317,140,71.3,5746216315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194013,384,8,1,37,30,36g6ifzjliec1jqnbtf7yesme,1,23.6,75.3,2025-05-24T13:37:55.959Z,2025-05-24T18:29:42Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5747484275,383,,5746216365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194121,386,1,1,37,32,36g6ifzjliec1jqnbtf7yesme,1,25.7,67.3,2025-05-24T13:37:58.935Z,2025-05-24T18:29:44Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746216805,140,24.3,5746216811,213,4.62,5746216803,56,Back,5746216809,212,16.0,5746216807,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194127,387,1,1,37,37,36g6ifzjliec1jqnbtf7yesme,0,38.0,33.9,2025-05-24T13:38:03.855Z,2025-05-24T13:38:05Z,697f50qoetodmfe8ybcuey2ac,E. Makolli,,,5746216855,56,Back,5746216861,212,7.1,5746216863,213,5.25,5746216857,140,41.5,5746216859,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194157,382,1,1,37,40,anga7587r1zv4ey71ge9zxol3,0,54.6,75.4,2025-05-24T13:38:06.142Z,2025-05-24T13:38:08Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746217049,1,,5746217043,141,78.5,5746217039,56,Center,5746217045,212,36.3,5746217047,213,0.06,5746217041,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194187,388,1,1,37,42,36g6ifzjliec1jqnbtf7yesme,1,20.9,16.5,2025-05-24T13:38:08.895Z,2025-05-24T13:38:12Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746217215,212,15.0,5746217213,141,2.2,5746217209,56,Back,5746217217,213,5.58,5746217211,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194205,390,1,1,37,46,36g6ifzjliec1jqnbtf7yesme,1,32.4,3.1,2025-05-24T13:38:12.351Z,2025-05-24T18:30:17Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746217345,212,9.0,5746217339,56,Back,5746217343,141,13.4,5746217347,213,0.89,5746217341,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194219,391,1,1,37,47,36g6ifzjliec1jqnbtf7yesme,1,37.8,13.4,2025-05-24T13:38:13.487Z,2025-05-24T13:38:14Z,697f50qoetodmfe8ybcuey2ac,E. Makolli,,,5746217455,140,29.8,5746217463,213,3.04,5746217459,212,8.4,5746217453,56,Back,5746217457,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194225,392,50,1,37,48,36g6ifzjliec1jqnbtf7yesme,1,30.9,18.4,2025-05-24T13:38:14.735Z,2025-05-24T13:58:28Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746217481,56,Back,5746217483,285,,5746217563,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194229,383,7,1,37,48,anga7587r1zv4ey71ge9zxol3,1,69.1,81.6,2025-05-24T13:38:14.736Z,2025-05-24T18:30:33Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746217547,286,,5747487067,383,,5746217503,56,Left,5746217543,233,392,5747487069,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194281,385,1,1,37,52,anga7587r1zv4ey71ge9zxol3,1,86.6,67.6,2025-05-24T13:38:18.430Z,2025-05-24T13:38:19Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746217779,213,0.38,5746217777,212,7.7,5746217771,56,Center,5746217773,140,93.4,5746217775,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194295,386,1,1,37,53,anga7587r1zv4ey71ge9zxol3,0,93.8,72.9,2025-05-24T13:38:19.702Z,2025-05-24T13:38:28Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746218477,195,,5746217863,213,4.14,5746217845,56,Center,5746217855,141,66.7,5746217849,140,91.2,5746217859,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194435,393,12,1,37,54,36g6ifzjliec1jqnbtf7yesme,1,12.1,39.1,2025-05-24T13:38:20.399Z,2025-05-24T18:30:42Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746218703,212,43.2,5746218701,141,100.0,5746218723,167,,5746218705,213,1.73,5746218693,56,Back,5746218697,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194315,387,5,1,37,56,anga7587r1zv4ey71ge9zxol3,1,93.8,-0.6,2025-05-24T13:38:22.407Z,2025-05-24T13:44:47Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746218147,56,Right,5746219475,347,,5746244941,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194441,394,5,1,37,56,36g6ifzjliec1jqnbtf7yesme,0,6.2,100.6,2025-05-24T13:38:22.407Z,2025-05-24T13:44:47Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746244967,233,387,5746218755,56,Back,5746219709,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194755,388,1,1,38,27,anga7587r1zv4ey71ge9zxol3,0,92.7,0.0,2025-05-24T13:38:53.758Z,2025-05-24T13:39:10Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746220305,212,24.2,5746220303,141,34.0,5746220297,107,,5746220301,140,91.9,5746220307,213,1.61,5746220299,56,Center,5746220469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194773,395,12,1,38,29,36g6ifzjliec1jqnbtf7yesme,1,5.7,66.0,2025-05-24T13:38:55.303Z,2025-05-24T18:31:14Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746220405,141,57.0,5746220407,212,8.4,5746220409,213,5.47,5746220403,140,11.2,5746220401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194787,389,13,1,38,30,anga7587r1zv4ey71ge9zxol3,1,88.4,38.7,2025-05-24T13:38:56.446Z,2025-05-24T18:31:28Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746250727,102,70.6,5746250415,15,,5746250737,458,,5746250413,160,,5746250729,103,38.9,5746250739,146,92.9,5747489667,391,,5746269869,73,,5746250741,147,49.5,5746220479,56,Center,5746250421,328,,5746250743,230,98.5,5746269867,17,,5746250423,153,5746250745,231,46.9,,,,,,,,,,,,,,,
2818194779,396,12,1,38,31,36g6ifzjliec1jqnbtf7yesme,1,7.1,50.5,2025-05-24T13:38:57.815Z,2025-05-24T18:31:34Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746220441,141,65.4,5746220443,212,11.9,5746223065,15,,5746220437,56,Back,5746220439,140,13.0,5746220445,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194791,397,12,1,38,33,36g6ifzjliec1jqnbtf7yesme,1,12.5,60.1,2025-05-24T13:38:59.327Z,2025-05-24T13:41:39Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746220505,141,70.9,5746220497,56,Back,5746220511,213,0.41,5746220509,212,18.4,5746223151,15,,5746220501,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194847,398,43,1,38,33,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-24T13:38:59.695Z,2025-05-24T13:41:37Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746220833,141,63.9,5746220837,213,0.22,5746220831,140,26.9,5746220829,56,Back,5746220835,212,17.2,5746230975,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194829,390,1,1,38,37,anga7587r1zv4ey71ge9zxol3,0,67.0,19.2,2025-05-24T13:39:03.118Z,2025-05-24T13:41:39Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746231073,233,399,5746220725,140,72.2,5746220735,213,5.76,5746231077,286,,5746231071,236,,5746220729,141,14.6,5746220723,56,Right,5746220733,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194851,399,74,1,38,37,36g6ifzjliec1jqnbtf7yesme,1,34.9,88.7,2025-05-24T13:39:03.119Z,2025-05-24T13:58:39Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5746220839,56,Back,5746231031,285,,5746231107,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194893,391,5,1,38,39,anga7587r1zv4ey71ge9zxol3,1,76.8,-1.5,2025-05-24T13:39:05.567Z,2025-05-24T18:31:46Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746221063,347,,5746221061,56,Right,5746221089,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194855,400,5,1,38,39,36g6ifzjliec1jqnbtf7yesme,0,23.2,101.5,2025-05-24T13:39:05.567Z,2025-05-24T18:31:47Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5746220873,347,,5746220871,56,Back,5746221109,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194931,392,1,1,38,47,anga7587r1zv4ey71ge9zxol3,1,82.7,0.0,2025-05-24T13:39:13.950Z,2025-05-24T13:44:35Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746221301,107,,5746221307,141,4.0,5746221305,140,69.7,5746221311,213,2.91,5746221309,212,14.0,5746221303,56,Right,5746221577,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194943,393,1,1,38,48,anga7587r1zv4ey71ge9zxol3,1,69.1,3.8,2025-05-24T13:39:14.758Z,2025-05-24T13:39:16Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746221367,56,Back,5746221373,212,29.6,5746221369,140,43.5,5746221377,213,2.71,5746221371,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818194975,394,1,1,38,50,anga7587r1zv4ey71ge9zxol3,1,43.7,23.1,2025-05-24T13:39:16.286Z,2025-05-24T13:39:18Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746221553,212,25.6,5746221549,140,34.3,5746221555,213,1.97,5746221551,141,57.8,5746221547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195097,395,1,1,39,2,anga7587r1zv4ey71ge9zxol3,1,26.3,54.5,2025-05-24T13:39:28.598Z,2025-05-24T13:39:30Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5746222255,213,1.25,5746222249,140,30.2,5746222253,212,12.8,5746222247,56,Back,5746222251,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195119,396,1,1,39,4,anga7587r1zv4ey71ge9zxol3,1,29.0,73.2,2025-05-24T13:39:30.582Z,2025-05-24T13:39:33Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746222385,141,89.1,5746222381,56,Back,5746222389,213,1.20,5746222387,212,11.6,5746222383,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195209,397,1,1,39,6,anga7587r1zv4ey71ge9zxol3,1,33.7,88.7,2025-05-24T13:39:32.909Z,2025-05-24T13:39:39Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746222855,140,30.0,5746222859,212,9.5,5746222853,56,Back,5746222861,213,4.29,5746222857,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195229,398,1,1,39,13,anga7587r1zv4ey71ge9zxol3,1,26.6,66.9,2025-05-24T13:39:39.478Z,2025-05-24T13:39:41Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746223009,213,4.70,5746223007,212,20.8,5746223003,140,26.3,5746223001,56,Back,5746223005,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195261,399,1,1,39,15,anga7587r1zv4ey71ge9zxol3,1,26.6,35.1,2025-05-24T13:39:41.741Z,2025-05-24T13:39:45Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746223185,213,5.52,5746223177,56,Back,5746223183,212,23.1,5746223179,140,42.6,5746223181,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195281,400,1,1,39,18,anga7587r1zv4ey71ge9zxol3,0,52.5,22.2,2025-05-24T13:39:44.886Z,2025-05-24T13:39:46Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746223273,213,0.59,5746223271,212,26.2,5746223265,56,Center,5746223267,140,73.2,5746223269,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195301,402,1,1,39,21,36g6ifzjliec1jqnbtf7yesme,1,24.2,62.6,2025-05-24T13:39:47.375Z,2025-05-24T13:39:48Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746223389,213,1.59,5746223381,56,Back,5746223387,212,4.4,5746223383,140,24.1,5746223385,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195341,403,1,1,39,22,36g6ifzjliec1jqnbtf7yesme,1,23.0,70.8,2025-05-24T13:39:48.126Z,2025-05-24T13:39:50Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746223575,141,52.1,5746223577,212,22.6,5746223579,213,3.74,5746223571,56,Back,5746223573,140,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195369,404,1,1,39,24,36g6ifzjliec1jqnbtf7yesme,1,5.2,52.5,2025-05-24T13:39:50.607Z,2025-05-24T13:39:52Z,3tka46re2gsi9uw7pbxx5m0pg,B. Pedersen,,,5746223719,141,85.7,5746223717,140,8.0,5746223721,212,22.8,5746223723,213,1.44,5746223715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195385,405,1,1,39,26,36g6ifzjliec1jqnbtf7yesme,0,7.4,85.7,2025-05-24T13:39:52.799Z,2025-05-24T13:39:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746223797,213,0.07,5746223791,140,26.2,5746223793,141,87.8,5746223789,56,Back,5746223795,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
