id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/14/value
2740029707,530,1,2,50,31,c165yjiny1qnmfdvefxvflnkc,1,36.4,94.8,2024-10-27T14:09:45.442Z,2024-10-27T14:09:47Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318725603,3,,5318725609,141,87.8,5318725607,140,50.9,5318725613,213,5.98,5318725611,212,16.0,5318725605,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029713,531,43,2,50,33,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-27T14:09:47.139Z,2024-10-27T20:40:42Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5320983071,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029725,532,61,2,50,34,c165yjiny1qnmfdvefxvflnkc,0,50.9,86.0,2024-10-27T14:09:48.218Z,2024-10-27T14:09:48Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318725697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029757,450,50,2,50,35,anga7587r1zv4ey71ge9zxol3,1,45.6,21.0,2024-10-27T14:09:49.417Z,2024-10-27T15:11:06Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318725895,233,533,5318725841,286,,5318725839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029751,533,7,2,50,35,c165yjiny1qnmfdvefxvflnkc,0,54.4,79.0,2024-10-27T14:09:49.418Z,2024-10-27T20:40:24Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318725809,285,,5318725873,233,450,5318725807,56,Left,5320981839,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029859,451,1,2,50,37,anga7587r1zv4ey71ge9zxol3,1,46.4,33.8,2024-10-27T14:09:51.384Z,2024-10-27T20:40:27Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318726379,140,37.5,5318726385,213,3.79,5318726381,141,23.3,5318726383,212,11.8,5318726377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029887,452,1,2,50,41,anga7587r1zv4ey71ge9zxol3,1,37.5,23.3,2024-10-27T14:09:54.744Z,2024-10-27T14:09:56Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318726545,140,44.2,5318726551,213,0.83,5318726547,141,34.6,5318726549,212,10.4,5318726541,3,,5318726543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740029897,453,1,2,50,42,anga7587r1zv4ey71ge9zxol3,0,44.2,34.6,2024-10-27T14:09:55.863Z,2024-10-27T14:09:56Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5318726589,213,5.83,5318726585,141,26.8,5318726587,212,12.1,5318726583,140,54.6,5318726581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030065,534,1,2,50,44,c165yjiny1qnmfdvefxvflnkc,1,59.4,69.9,2024-10-27T14:09:57.866Z,2024-10-27T14:10:03Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318727455,141,77.7,5318727457,212,10.8,5318727459,213,0.51,5318727451,56,Center,5318727453,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030077,535,1,2,50,49,c165yjiny1qnmfdvefxvflnkc,1,73.9,85.4,2024-10-27T14:10:03.458Z,2024-10-27T14:10:04Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318727509,56,Left,5318727515,212,5.6,5318727513,141,93.6,5318727517,213,1.55,5318727511,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030179,536,1,2,50,50,c165yjiny1qnmfdvefxvflnkc,1,74.0,93.6,2024-10-27T14:10:04.354Z,2024-10-27T14:10:09Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318728007,212,10.4,5318728001,56,Left,5318728003,140,69.2,5318728009,213,4.20,5318728005,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030197,537,1,2,50,55,c165yjiny1qnmfdvefxvflnkc,1,69.5,63.8,2024-10-27T14:10:09.466Z,2024-10-27T14:10:10Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318728109,140,78.9,5318728115,212,12.3,5318728119,213,5.65,5318728107,56,Center,5318728111,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030235,538,1,2,50,57,c165yjiny1qnmfdvefxvflnkc,1,79.3,52.7,2024-10-27T14:10:10.786Z,2024-10-27T14:10:13Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318728317,56,Center,5318728325,213,0.97,5318728323,212,8.0,5318728321,141,62.4,5318728319,140,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030781,454,83,2,50,57,anga7587r1zv4ey71ge9zxol3,0,18.2,48.4,2024-10-27T14:10:11.375Z,2024-10-27T14:16:16Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318731773,399,9yiz575rldkwu7icgqwk1qmdx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030303,539,1,2,50,58,c165yjiny1qnmfdvefxvflnkc,1,84.1,53.6,2024-10-27T14:10:11.922Z,2024-10-27T14:11:09Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,1.0,5318733699,154,,5318728685,213,0.06,5318728679,140,87.5,5318728677,56,Center,5318734777,4,,5318733701,22,,5318728683,212,3.6,5318728681,141,53.9,5318733697,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740030309,540,16,2,50,59,c165yjiny1qnmfdvefxvflnkc,1,90.2,50.6,2024-10-27T14:10:13.259Z,2024-10-27T20:41:50Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5318728715,17,,5318733813,103,1.9,5318733807,55,539,5320986627,395,94.1,5320986631,396,50,5318733823,231,50.4,5318728717,56,Center,5318733801,154,,5318733821,230,94.0,5318733819,328,5318730649,375,5318733817,89,,5318733795,29,,5318733811,102,47.6,5318730639,72,50:59.107,,5318733791,80,,5318728713,22,,5318733815,214,5318730645,374,,,,,,,2024-10-27 14:10:12.641,
2740031575,455,1,2,52,2,anga7587r1zv4ey71ge9zxol3,1,50.0,49.9,2024-10-27T14:11:16.152Z,2024-10-27T14:11:18Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5318735647,140,37.5,5318735653,213,3.42,5318735651,212,13.6,5318735645,56,Back,5318735649,141,44.4,5318735655,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031633,456,1,2,52,4,anga7587r1zv4ey71ge9zxol3,1,37.4,44.4,2024-10-27T14:11:18.135Z,2024-10-27T14:11:21Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318735965,56,Back,5318735967,140,28.9,5318735969,141,80.9,5318735971,212,26.4,5318735973,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031689,457,1,2,52,7,anga7587r1zv4ey71ge9zxol3,1,28.9,80.9,2024-10-27T14:11:20.919Z,2024-10-27T14:11:22Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5318736253,213,1.15,5318736251,212,12.1,5318736239,56,Back,5318736243,140,33.6,5318736247,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031753,458,1,2,52,9,anga7587r1zv4ey71ge9zxol3,1,33.6,97.2,2024-10-27T14:11:22.550Z,2024-10-27T14:11:24Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318736595,213,5.15,5318736589,140,38.7,5318736587,56,Back,5318736593,212,12.6,5318736591,141,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031763,541,83,2,52,10,c165yjiny1qnmfdvefxvflnkc,0,57.1,26.2,2024-10-27T14:11:24.172Z,2024-10-27T20:43:02Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318737563,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031891,459,61,2,52,11,anga7587r1zv4ey71ge9zxol3,1,40.6,82.4,2024-10-27T14:11:24.839Z,2024-10-27T20:42:54Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5318737243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031897,460,4,2,52,15,anga7587r1zv4ey71ge9zxol3,1,60.6,75.9,2024-10-27T14:11:29.027Z,2024-10-27T14:15:58Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318737421,152,,5318737417,294,,5318737419,56,Center,5318737425,286,,5318737415,13,,5318737717,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031881,542,4,2,52,15,c165yjiny1qnmfdvefxvflnkc,0,39.4,24.1,2024-10-27T14:11:29.028Z,2024-10-27T14:15:58Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318737647,13,,5318737653,152,,5318737651,56,Back,5318737649,294,,5318737655,285,,5318737749,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032459,461,1,2,52,35,anga7587r1zv4ey71ge9zxol3,1,61.3,74.7,2024-10-27T14:11:48.647Z,2024-10-27T14:11:54Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318740183,140,87.3,5318740175,152,,5318740189,212,28.5,5318740179,56,Left,5318740187,141,86.5,5318740191,213,0.29,5318740171,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032493,462,1,2,52,40,anga7587r1zv4ey71ge9zxol3,0,98.4,81.7,2024-10-27T14:11:54.215Z,2024-10-27T20:43:45Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5318740405,56,Center,5320994993,72,,5320994991,224,,5318740413,213,4.79,5318740411,212,36.7,5318740407,140,100.0,5318740415,1,,5318740409,141,27.9,5318740401,2,,5318740403,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032497,463,5,2,52,42,anga7587r1zv4ey71ge9zxol3,0,101.3,27.6,2024-10-27T14:11:56.130Z,2024-10-27T14:16:02Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5318740433,56,Center,5318740435,346,,5318743221,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033019,543,5,2,52,42,c165yjiny1qnmfdvefxvflnkc,1,-1.3,72.4,2024-10-27T14:11:56.130Z,2024-10-27T14:16:02Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318743143,56,Back,5318743185,233,463,5318743145,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033099,544,1,2,53,5,c165yjiny1qnmfdvefxvflnkc,0,5.0,51.8,2024-10-27T14:12:19.039Z,2024-10-27T14:12:22Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5318743549,124,,5318743555,141,67.1,5318743563,74,,5318743557,212,56.4,5318743561,1,,5318743559,213,0.19,5318743553,140,57.8,5318743551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033207,464,1,2,53,10,anga7587r1zv4ey71ge9zxol3,0,41.9,35.3,2024-10-27T14:12:24.319Z,2024-10-27T14:16:27Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318744087,212,27.0,5318744081,140,66.1,5318744083,141,21.8,5318744079,56,Center,5318744077,3,,5318744091,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033249,545,1,2,53,11,c165yjiny1qnmfdvefxvflnkc,1,40.9,69.6,2024-10-27T14:12:24.670Z,2024-10-27T14:12:28Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318744347,56,Back,5318744357,213,1.62,5318744351,141,81.8,5318744353,212,8.3,5318744349,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033283,546,1,2,53,14,c165yjiny1qnmfdvefxvflnkc,1,26.5,87.8,2024-10-27T14:12:27.997Z,2024-10-27T14:12:29Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318744565,56,Back,5318744567,140,6.2,5318744569,141,66.0,5318744573,213,3.75,5318744571,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033383,547,1,2,53,15,c165yjiny1qnmfdvefxvflnkc,0,6.2,66.0,2024-10-27T14:12:29.518Z,2024-10-27T14:12:35Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5318745147,141,91.5,5318745151,212,43.1,5318745145,140,43.8,5318745141,157,,5318745143,56,Back,5318745157,1,,5318745155,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033407,465,44,2,53,20,anga7587r1zv4ey71ge9zxol3,1,57.6,6.5,2024-10-27T14:12:33.864Z,2024-10-27T22:00:53Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318745255,286,,5318745253,56,Right,5318745309,233,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033389,548,44,2,53,20,c165yjiny1qnmfdvefxvflnkc,0,42.4,93.5,2024-10-27T14:12:33.865Z,2024-10-27T22:00:53Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318745329,233,465,5318745181,285,,5318745179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033427,466,61,2,53,22,anga7587r1zv4ey71ge9zxol3,1,59.6,4.1,2024-10-27T14:12:35.558Z,2024-10-27T20:44:15Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318745381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033439,467,43,2,53,23,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-27T14:12:36.999Z,2024-10-27T20:44:19Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5320997403,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033467,468,1,2,53,24,anga7587r1zv4ey71ge9zxol3,0,52.7,3.9,2024-10-27T14:12:38.183Z,2024-10-27T14:12:39Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318745613,157,,5318745621,212,34.4,5318745623,213,0.53,5318745619,141,29.6,5318745617,140,80.9,5318745615,56,Center,5318745625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033509,549,1,2,53,25,c165yjiny1qnmfdvefxvflnkc,1,19.2,77.9,2024-10-27T14:12:38.965Z,2024-10-27T14:12:41Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5318745809,3,,5318745815,141,86.9,5318745819,213,0.54,5318745817,212,12.0,5318745811,56,Back,5318745813,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033559,550,1,2,53,27,c165yjiny1qnmfdvefxvflnkc,1,29.0,86.9,2024-10-27T14:12:41.246Z,2024-10-27T14:12:43Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318746041,3,,5318746043,56,Back,5318746049,212,7.7,5318746047,141,78.5,5318746051,213,5.45,5318746045,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033565,551,61,2,53,28,c165yjiny1qnmfdvefxvflnkc,0,36.0,78.3,2024-10-27T14:12:41.546Z,2024-10-27T20:44:38Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318746083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033627,469,1,2,53,30,anga7587r1zv4ey71ge9zxol3,1,64.3,25.0,2024-10-27T14:12:44.071Z,2024-10-27T14:12:46Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5318746333,56,Right,5318746339,212,16.1,5318746337,141,2.8,5318746341,213,5.07,5318746335,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033651,470,1,2,53,33,anga7587r1zv4ey71ge9zxol3,0,74.0,3.2,2024-10-27T14:12:46.695Z,2024-10-27T20:44:58Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318746435,56,Right,5318746443,213,0.83,5318746481,286,,5318746475,236,,5318746431,2,,5321000297,224,,5318746441,212,8.3,5318746437,140,79.3,5318746477,233,552,5318746439,141,5318746433,155,5321000301,20,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,
2740033631,552,12,2,53,33,c165yjiny1qnmfdvefxvflnkc,1,25.8,88.5,2024-10-27T14:12:46.795Z,2024-10-27T14:12:48Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318746363,185,,5318746513,233,470,5318746365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033687,471,6,2,53,33,anga7587r1zv4ey71ge9zxol3,1,76.4,11.8,2024-10-27T14:12:47.407Z,2024-10-27T14:15:59Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318746807,56,Right,5318746833,233,553,5318746809,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033641,553,6,2,53,33,c165yjiny1qnmfdvefxvflnkc,0,23.6,88.2,2024-10-27T14:12:47.407Z,2024-10-27T20:45:08Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318746531,73,,5318746913,233,471,5318746529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034427,472,1,2,54,5,anga7587r1zv4ey71ge9zxol3,1,99.5,0.5,2024-10-27T14:13:18.967Z,2024-10-27T20:45:11Z,8ydi45wh0naevno6aos78vi09,L. Klassen,1.0,,5318750799,6,,5318750803,223,,5318750809,141,41.2,5318750813,213,1.70,5318750807,140,96.2,5318750797,2,,5318752795,210,15,5318750801,155,,5321001323,72,,5318752797,154,5318750811,212,5318750805,56,Center,,,,,,,,,27.9,,,,,,,,,,,,,,,,,,,
2740034433,473,15,2,54,8,anga7587r1zv4ey71ge9zxol3,1,96.2,41.2,2024-10-27T14:13:22.518Z,2024-10-27T14:22:29Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318752815,154,,5318750833,60,,5318752827,100,,5318752831,147,43.0,5318751799,25,,5318752829,146,97.1,5318752835,231,48.4,5318752811,78,,5318752825,328,,5318752817,55,5318752821,102,5318752853,233,554,5318752823,103,19,5318752833,230,99.9,5318751801,20,48.9,472,5318751805,82,,5318750835,56,Center,5318752813,29,,,,,,,,,,
2740034463,554,10,2,54,9,c165yjiny1qnmfdvefxvflnkc,1,2.9,57.0,2024-10-27T14:13:22.618Z,2024-10-27T15:11:56Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318751007,56,Back,5318751005,94,,5318752893,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740441225,869,61,2,54,10,c165yjiny1qnmfdvefxvflnkc,1,7.4,53.0,2024-10-27T14:13:24.431Z,2024-10-27T20:45:52Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5321004197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740441673,889,83,2,54,11,anga7587r1zv4ey71ge9zxol3,1,76.1,13.3,2024-10-27T14:13:25.184Z,2024-10-27T20:46:44Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5321006527,399,3ylgelxr6ssp42hidfnchqp2i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034565,556,43,2,54,12,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-27T14:13:25.775Z,2024-10-27T20:46:02Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5321005051,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034527,555,3,2,54,12,c165yjiny1qnmfdvefxvflnkc,0,27.2,91.0,2024-10-27T14:13:26.163Z,2024-10-27T20:46:45Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5318751333,285,,5318751331,56,Back,5321005503,465,,5318751503,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034545,474,7,2,54,12,anga7587r1zv4ey71ge9zxol3,1,72.8,9.0,2024-10-27T14:13:26.164Z,2024-10-27T20:46:47Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5321006971,383,,5318751433,286,,5318751431,56,Right,5318751473,233,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740441953,890,12,2,54,13,anga7587r1zv4ey71ge9zxol3,1,64.1,7.6,2024-10-27T14:13:26.850Z,2024-10-27T20:46:50Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5321007909,213,5.42,5321008775,167,,5321007901,140,69.4,5321007907,212,8.6,5321007903,141,0.0,5321007899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034605,475,5,2,54,14,anga7587r1zv4ey71ge9zxol3,0,72.2,-1.6,2024-10-27T14:13:28.183Z,2024-10-27T14:16:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318751733,347,,5318751731,56,Right,5318756873,233,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035485,557,5,2,54,14,c165yjiny1qnmfdvefxvflnkc,1,27.8,101.6,2024-10-27T14:13:28.183Z,2024-10-27T14:16:02Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5318756721,347,,5318756837,233,475,5318756715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035823,558,1,2,55,7,c165yjiny1qnmfdvefxvflnkc,0,37.2,100.0,2024-10-27T14:14:20.801Z,2024-10-27T14:14:26Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318758503,56,Left,5318758501,107,,5318758509,212,41.1,5318758511,213,6.27,5318758513,1,,5318758507,141,100.0,5318758505,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035979,476,5,2,55,12,anga7587r1zv4ey71ge9zxol3,1,24.4,-0.6000000000000001,2024-10-27T14:14:25.910Z,2024-10-27T14:16:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318759473,347,,5318759471,56,Back,5318759513,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035827,559,5,2,55,12,c165yjiny1qnmfdvefxvflnkc,0,75.6,100.6,2024-10-27T14:14:25.910Z,2024-10-27T14:16:03Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318759571,233,476,5318758543,347,,5318758541,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740036029,477,1,2,55,21,anga7587r1zv4ey71ge9zxol3,1,29.8,0.0,2024-10-27T14:14:35.030Z,2024-10-27T14:14:37Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5318759737,56,Back,5318759741,141,6.5,5318759743,212,6.0,5318759735,107,,5318759745,213,1.84,5318759739,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740036035,478,1,2,55,23,anga7587r1zv4ey71ge9zxol3,0,28.3,5.8,2024-10-27T14:14:36.950Z,2024-10-27T14:14:37Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318759785,155,,5318759793,212,21.7,5318759791,141,17.8,5318759789,140,47.4,5318759787,56,Back,5318759795,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740036063,561,1,2,55,24,c165yjiny1qnmfdvefxvflnkc,0,58.5,79.5,2024-10-27T14:14:38.146Z,2024-10-27T14:14:40Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318759959,140,70.2,5318759965,213,5.40,5318759961,141,57.5,5318759963,212,19.4,5318759957,56,Center,5318759955,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740036127,479,1,2,55,28,anga7587r1zv4ey71ge9zxol3,1,31.0,52.3,2024-10-27T14:14:41.782Z,2024-10-27T14:14:43Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5318760335,212,6.1,5318760337,213,3.71,5318760321,3,,5318760325,56,Back,5318760331,140,26.1,5318760333,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
