id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797963979,478,12,2,51,50,9qsmopgutr7ut5g6workk8w4i,1,28.9,39.6,2025-04-07T18:12:06.218Z,2025-04-07T18:12:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634488411,15,,5634488399,140,29.2,5634488397,56,Back,5634488405,213,4.74,5634488401,141,22.6,5634488403,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964037,479,1,2,51,53,9qsmopgutr7ut5g6workk8w4i,1,19.6,28.0,2025-04-07T18:12:09.961Z,2025-04-07T18:12:13Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634488829,212,10.1,5634488823,56,Back,5634488831,213,3.11,5634488825,140,10.0,5634488827,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964059,480,12,2,51,54,9qsmopgutr7ut5g6workk8w4i,1,5.1,29.6,2025-04-07T18:12:10.938Z,2025-04-07T19:08:16Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5634488953,141,0.0,5634488951,140,9.7,5634489019,167,,5634488955,212,21.5,5634488949,56,Back,5634488957,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964065,481,5,2,51,55,9qsmopgutr7ut5g6workk8w4i,0,8.0,-1.2,2025-04-07T18:12:11.510Z,2025-04-07T19:12:19Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5634488993,56,Back,5634488995,347,,5634489929,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964195,528,5,2,51,55,5rz9enoyknpg8ji78za5b82p0,1,92.0,101.2,2025-04-07T18:12:11.510Z,2025-04-07T19:12:19Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634489881,347,,5634489909,233,481,5634489879,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964327,530,1,2,52,22,5rz9enoyknpg8ji78za5b82p0,1,85.5,100.0,2025-04-07T18:12:38.431Z,2025-04-07T18:12:43Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634490867,56,Left,5634490877,213,3.65,5634490875,212,21.0,5634490869,140,68.1,5634490873,141,86.9,5634490865,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798086263,817,83,2,52,25,9qsmopgutr7ut5g6workk8w4i,1,33.1,11.0,2025-04-07T18:12:41.242Z,2025-04-07T21:13:44Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5635175895,399,cgkvw4q8ddcjl0po181upzwx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964329,531,61,2,52,27,5rz9enoyknpg8ji78za5b82p0,0,70.7,87.6,2025-04-07T18:12:43.176Z,2025-04-07T18:12:43Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634490883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964645,482,5,2,52,28,9qsmopgutr7ut5g6workk8w4i,1,27.0,-0.8,2025-04-07T18:12:44.807Z,2025-04-07T19:12:19Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5634492809,347,,5634492953,233,532,5634492807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964341,532,5,2,52,28,5rz9enoyknpg8ji78za5b82p0,0,73.0,100.8,2025-04-07T18:12:44.807Z,2025-04-07T18:13:14Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634492975,233,482,5634490953,56,Left,5634490955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964723,483,1,2,52,59,9qsmopgutr7ut5g6workk8w4i,1,40.0,0.0,2025-04-07T18:13:15.051Z,2025-04-07T18:13:26Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634493857,189,,5634493237,56,Back,5634493235,107,,5634493239,140,35.2,5634493245,213,2.08,5634493241,141,11.4,5634493243,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964731,484,61,2,53,1,9qsmopgutr7ut5g6workk8w4i,1,34.5,13.5,2025-04-07T18:13:17.212Z,2025-04-07T19:09:15Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5634493271,56,Back,5634493879,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964759,485,1,2,53,4,9qsmopgutr7ut5g6workk8w4i,0,90.9,83.2,2025-04-07T18:13:20.580Z,2025-04-07T21:14:08Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634493445,213,4.94,5634493439,140,91.9,5634493443,212,4.7,5635177421,224,,5634493469,286,,5634493441,141,76.5,5635177423,72,,5634493433,2,,5634493437,56,Center,5634493463,236,,5634493465,233,,,,,,,,,,,,,,,534,,,,,,,,,,,,,
2797964755,534,12,2,53,4,5rz9enoyknpg8ji78za5b82p0,1,10.4,22.9,2025-04-07T18:13:20.680Z,2025-04-07T18:13:21Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634493473,233,485,5634493421,185,,5634493423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964777,486,6,2,53,5,9qsmopgutr7ut5g6workk8w4i,1,94.8,77.8,2025-04-07T18:13:21.576Z,2025-04-07T18:55:27Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634493637,233,535,5634493625,73,,5634493621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797964763,535,6,2,53,5,5rz9enoyknpg8ji78za5b82p0,0,5.2,22.2,2025-04-07T18:13:21.576Z,2025-04-07T21:14:22Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634493647,233,486,5634493481,56,Back,5634493483,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965277,487,1,2,53,43,9qsmopgutr7ut5g6workk8w4i,0,99.5,99.5,2025-04-07T18:13:59.405Z,2025-04-07T21:14:24Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5635178143,20,,5634496587,233,536,5634496529,140,96.7,5634496521,6,,5634496519,2,,5634496531,141,49.7,5634496537,1,,5634496527,56,Center,5634496523,155,,5634496535,213,4.63,5634496533,212,5634496525,223,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
2797965279,536,11,2,53,46,5rz9enoyknpg8ji78za5b82p0,1,3.3,48.2,2025-04-07T18:14:02.059Z,2025-04-07T21:14:30Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634496591,233,487,5634496545,56,Back,5635178377,378,,5634496547,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965331,537,1,2,53,48,5rz9enoyknpg8ji78za5b82p0,1,11.0,49.6,2025-04-07T18:14:04.354Z,2025-04-07T18:14:05Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634496857,213,0.72,5634496849,56,Back,5634496851,140,29.8,5634496853,141,75.0,5634496855,212,26.2,5634496885,287,,5634496847,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965433,538,1,2,53,52,5rz9enoyknpg8ji78za5b82p0,1,30.3,73.2,2025-04-07T18:14:08.402Z,2025-04-07T18:17:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634497445,212,15.1,5634497439,56,Back,5634497443,141,66.3,5634497441,140,44.0,5634497447,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965437,539,61,2,53,55,5rz9enoyknpg8ji78za5b82p0,0,43.3,66.8,2025-04-07T18:14:11.170Z,2025-04-07T18:14:11Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634497453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965463,488,4,2,53,55,9qsmopgutr7ut5g6workk8w4i,1,57.3,32.8,2025-04-07T18:14:11.865Z,2025-04-07T18:14:15Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634497647,265,,5634497691,233,540,5634497649,286,,5634497641,56,Center,5634497643,152,,5634497639,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797965447,540,4,2,53,55,5rz9enoyknpg8ji78za5b82p0,0,42.7,67.2,2025-04-07T18:14:11.866Z,2025-04-07T18:14:15Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634497579,285,,5634497571,56,Back,5634497573,152,,5634497575,265,,5634497569,13,,5634497709,233,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966103,489,1,2,54,40,9qsmopgutr7ut5g6workk8w4i,1,57.3,18.7,2025-04-07T18:14:56.582Z,2025-04-07T19:08:26Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5634501565,189,,5634501209,141,21.2,5634501205,56,Back,5634501203,152,,5634501201,5,,5634501213,213,3.01,5634501211,212,12.7,5634501207,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966107,490,61,2,54,42,9qsmopgutr7ut5g6workk8w4i,1,45.3,21.2,2025-04-07T18:14:58.706Z,2025-04-07T19:08:30Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5634501721,189,,5634501217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966093,542,1,2,54,44,5rz9enoyknpg8ji78za5b82p0,1,38.7,91.7,2025-04-07T18:15:00.571Z,2025-04-07T18:15:01Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634501137,140,37.6,5634501143,213,4.55,5634501141,212,7.2,5634501139,141,81.3,5634501135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966159,543,1,2,54,45,5rz9enoyknpg8ji78za5b82p0,1,37.6,81.3,2025-04-07T18:15:01.211Z,2025-04-07T18:15:05Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634501537,141,90.3,5634501539,212,8.3,5634501541,213,2.32,5634501535,140,32.2,5634501533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966221,544,1,2,54,49,5rz9enoyknpg8ji78za5b82p0,1,34.8,75.2,2025-04-07T18:15:05.467Z,2025-04-07T18:15:10Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634501869,140,25.5,5634501867,56,Back,5634501875,213,4.36,5634501873,212,28.1,5634501871,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966249,545,1,2,54,54,5rz9enoyknpg8ji78za5b82p0,1,30.6,30.1,2025-04-07T18:15:10.459Z,2025-04-07T18:15:12Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634501959,141,6.1,5634501957,140,32.5,5634501961,212,16.4,5634501955,56,Back,5634501963,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966287,546,1,2,54,56,5rz9enoyknpg8ji78za5b82p0,0,32.5,6.1,2025-04-07T18:15:12.179Z,2025-04-07T18:15:15Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634502165,141,6.4,5634502163,140,55.4,5634502161,56,Right,5634502167,212,24.0,5634502169,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966297,491,8,2,54,59,9qsmopgutr7ut5g6workk8w4i,1,36.5,94.1,2025-04-07T18:15:15.150Z,2025-04-07T21:15:20Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634502207,56,Back,5635180551,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966323,492,5,2,55,0,9qsmopgutr7ut5g6workk8w4i,0,36.2,101.0,2025-04-07T18:15:16.083Z,2025-04-07T19:12:20Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634502331,347,,5634502445,233,547,5634502329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966339,547,5,2,55,0,5rz9enoyknpg8ji78za5b82p0,1,63.8,-1.0,2025-04-07T18:15:16.083Z,2025-04-07T19:12:20Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634502439,233,492,5634502421,56,Right,5634502423,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966373,548,1,2,55,1,5rz9enoyknpg8ji78za5b82p0,0,65.6,0.0,2025-04-07T18:15:17.748Z,2025-04-07T18:15:21Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634502613,212,26.4,5634502611,141,15.5,5634502607,56,Right,5634502609,140,88.4,5634502615,213,0.43,5634502605,107,,5634502617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966443,494,1,2,55,9,9qsmopgutr7ut5g6workk8w4i,0,10.0,91.7,2025-04-07T18:15:25.880Z,2025-04-07T18:15:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5634502957,157,,5634502967,213,6.06,5634502961,140,26.1,5634502963,141,86.1,5634502965,212,17.3,5634502959,56,Back,5634502969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966437,549,8,2,55,10,5rz9enoyknpg8ji78za5b82p0,1,78.9,25.8,2025-04-07T18:15:26.141Z,2025-04-07T21:15:38Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5635181323,384,,5634502929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966459,550,50,2,55,11,5rz9enoyknpg8ji78za5b82p0,1,84.0,27.6,2025-04-07T18:15:27.405Z,2025-04-07T21:15:49Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634503041,56,Center,5634503043,286,,5634503219,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966487,495,7,2,55,11,9qsmopgutr7ut5g6workk8w4i,1,16.0,72.4,2025-04-07T18:15:27.406Z,2025-04-07T21:15:48Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5634503211,233,550,5635181655,384,,5635181659,178,,5634503189,285,,5634503187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966539,496,12,2,55,13,9qsmopgutr7ut5g6workk8w4i,1,18.8,80.1,2025-04-07T18:15:29.350Z,2025-04-07T18:15:34Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634503487,141,81.1,5634503489,212,15.0,5634503491,213,0.05,5634503485,140,33.1,5634503483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966543,497,61,2,55,14,9qsmopgutr7ut5g6workk8w4i,0,30.9,73.1,2025-04-07T18:15:30.543Z,2025-04-07T21:15:59Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634503499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966505,551,43,2,55,14,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-07T18:15:31.005Z,2025-04-07T21:16:07Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5635182547,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966549,552,1,2,55,16,5rz9enoyknpg8ji78za5b82p0,0,69.5,10.3,2025-04-07T18:15:32.484Z,2025-04-07T18:15:41Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634503541,213,5.97,5634503539,212,24.3,5634503537,141,0.0,5634503533,56,Right,5634503535,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966675,498,5,2,55,20,9qsmopgutr7ut5g6workk8w4i,1,9.5,100.8,2025-04-07T18:15:36.668Z,2025-04-07T19:12:20Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634504293,233,553,5634504273,347,,5634504271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966555,553,5,2,55,20,5rz9enoyknpg8ji78za5b82p0,0,90.5,-0.8,2025-04-07T18:15:36.668Z,2025-04-07T19:12:20Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634503573,347,,5634503571,56,Right,5634504301,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966709,499,1,2,55,30,9qsmopgutr7ut5g6workk8w4i,1,11.0,100.0,2025-04-07T18:15:46.791Z,2025-04-07T18:15:49Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5634504477,212,16.6,5634504507,189,,5634504479,213,4.92,5634504473,140,14.3,5634504471,56,Back,5634504469,107,,5634504475,141,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966729,500,61,2,55,34,9qsmopgutr7ut5g6workk8w4i,1,14.2,77.2,2025-04-07T18:15:50.849Z,2025-04-07T18:15:52Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5634504691,189,,5634504573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966831,501,1,2,55,35,9qsmopgutr7ut5g6workk8w4i,1,28.1,57.3,2025-04-07T18:15:51.376Z,2025-04-07T21:16:29Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5634505169,212,61.0,5634505171,213,5.79,5634505173,1,,5634505165,140,79.2,5634505163,56,Right,5634505167,141,14.7,5635183615,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966873,502,1,2,55,36,9qsmopgutr7ut5g6workk8w4i,1,83.1,14.3,2025-04-07T18:15:52.559Z,2025-04-07T21:16:57Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,1.0,,5634505367,141,47.0,5634507141,154,,5634507139,210,13,5635184625,224,,5634505365,140,88.9,5634505363,56,Center,5635184627,20,,5634505369,212,23.1,5634505371,213,1.30,5634505359,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797966877,503,13,2,55,37,9qsmopgutr7ut5g6workk8w4i,1,88.9,43.4,2025-04-07T18:15:53.711Z,2025-04-07T21:35:37Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5634505391,56,Center,5635220395,22,,5634507185,230,98.1,5634507175,102,66.2,5634505389,17,,5634507169,154,,5634507177,103,27.8,5634507171,55,502,5634506695,72,,5634507189,231,48.2,5634507179,328,5634507165,73,5634507167,29,,,,,,,,,,,,,,,,,,,,,,,,
2797966899,504,5,2,55,45,9qsmopgutr7ut5g6workk8w4i,0,100.4,63.4,2025-04-07T18:16:01.845Z,2025-04-07T19:12:21Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5634742047,233,554,5634505499,346,,5634505497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967159,554,5,2,55,45,5rz9enoyknpg8ji78za5b82p0,1,-0.4,36.6,2025-04-07T18:16:01.845Z,2025-04-07T19:12:21Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634506907,346,,5634742023,233,504,5634506905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967167,555,1,2,56,6,5rz9enoyknpg8ji78za5b82p0,1,4.1,41.3,2025-04-07T18:16:22.413Z,2025-04-07T21:18:21Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634506957,56,Back,5634506969,237,,5634506959,140,16.4,5635187957,189,,5634506965,213,5.69,5634506961,141,28.6,5634506955,124,,5634506963,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967177,556,1,2,56,7,5rz9enoyknpg8ji78za5b82p0,1,16.4,28.6,2025-04-07T18:16:23.181Z,2025-04-07T18:16:24Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634507017,212,16.5,5634507019,213,1.29,5634507011,56,Back,5634507013,140,20.8,5634507015,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967201,557,1,2,56,7,5rz9enoyknpg8ji78za5b82p0,1,20.8,51.9,2025-04-07T18:16:23.910Z,2025-04-07T18:16:25Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634507119,56,Back,5634507123,140,33.2,5634507133,213,0.22,5634507131,212,13.3,5634507127,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967225,558,1,2,56,9,5rz9enoyknpg8ji78za5b82p0,1,33.2,56.1,2025-04-07T18:16:25.125Z,2025-04-07T18:16:26Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634507271,213,0.38,5634507269,212,9.8,5634507267,141,61.4,5634507263,56,Back,5634507265,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967233,559,1,2,56,10,5rz9enoyknpg8ji78za5b82p0,1,41.9,61.4,2025-04-07T18:16:26.317Z,2025-04-07T18:16:27Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634507327,212,20.5,5634507321,56,Back,5634507335,156,,5634507323,140,32.2,5634507325,141,87.5,5634507329,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967267,560,1,2,56,11,5rz9enoyknpg8ji78za5b82p0,1,32.2,87.5,2025-04-07T18:16:27.877Z,2025-04-07T18:16:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634507507,212,13.2,5634507509,213,4.26,5634507503,140,26.7,5634507501,56,Back,5634507505,141,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967329,561,1,2,56,18,5rz9enoyknpg8ji78za5b82p0,1,28.6,64.4,2025-04-07T18:16:34.246Z,2025-04-07T18:16:35Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634507847,140,43.2,5634507853,212,16.0,5634507851,141,71.0,5634507855,213,0.28,5634507843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967369,562,1,2,56,18,5rz9enoyknpg8ji78za5b82p0,1,43.2,71.0,2025-04-07T18:16:35.006Z,2025-04-07T18:16:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634508095,56,Back,5634508101,212,13.1,5634508103,213,3.21,5634508099,141,69.6,5634508097,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967383,563,1,2,56,21,5rz9enoyknpg8ji78za5b82p0,1,32.1,68.3,2025-04-07T18:16:37.238Z,2025-04-07T18:16:38Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634508193,56,Back,5634508209,213,5.99,5634508197,140,38.9,5634508205,212,7.5,5634508201,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967497,564,1,2,56,22,5rz9enoyknpg8ji78za5b82p0,1,38.9,65.1,2025-04-07T18:16:38.310Z,2025-04-07T18:16:45Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634508857,56,Back,5634508859,140,31.3,5634508865,213,2.01,5634508863,212,18.9,5634508861,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967521,565,1,2,56,27,5rz9enoyknpg8ji78za5b82p0,1,37.2,84.9,2025-04-07T18:16:43.238Z,2025-04-07T21:19:12Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634508977,141,89.7,5634508979,212,28.4,5634508975,140,64.1,5634508973,56,Left,5634508981,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798088645,820,45,2,56,29,9qsmopgutr7ut5g6workk8w4i,0,30.9,8.4,2025-04-07T18:16:45.195Z,2025-04-07T21:19:07Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5635189791,233,974,5635189757,56,Back,5635189759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798088647,974,3,2,56,29,5rz9enoyknpg8ji78za5b82p0,1,69.1,91.6,2025-04-07T18:16:45.195Z,2025-04-07T21:19:08Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5635189769,286,,5635189771,464,,5635189773,233,820,5635189765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797967537,566,1,2,56,31,5rz9enoyknpg8ji78za5b82p0,1,64.1,89.7,2025-04-07T18:16:47.262Z,2025-04-07T18:16:49Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634509079,212,16.4,5634509081,213,4.32,5634509073,56,Center,5634509075,140,58.1,5634509077,141,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
