id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2716274063,452,19,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-01T13:04:51.935Z,2024-09-01T14:13:15Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5188764125,42,,5189111033,292,7,5188764135,55,451,5188764129,145,4,5189111035,293,4,5188764133,44,Midfielder,5188764131,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274333,405,18,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-01T13:04:52.034Z,2024-09-01T13:05:10Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5188765741,55,406,5188765689,44,Midfielder,5188765691,59,37,5188765687,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274337,406,19,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-01T13:04:52.035Z,2024-09-01T13:05:10Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5188765711,42,,5188765719,292,7,5188765725,55,405,5188765723,44,Midfielder,5188765721,293,4,5188765717,59,12,5188765715,145,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274421,407,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-01T13:05:14.904Z,2024-09-01T13:05:17Z,,,,,5188766173,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274405,453,32,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-01T13:05:14.904Z,2024-09-01T13:05:15Z,,,,,5188766097,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274455,408,1,2,45,0,cftj6g399tknheudaxsdpfdgb,1,49.8,50.0,2024-09-01T13:05:14.905Z,2024-09-01T13:05:18Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188766345,213,2.81,5188766347,279,S,5188766339,140,35.4,5188766337,56,Back,5188766341,141,57.6,5188766343,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274519,409,1,2,45,3,cftj6g399tknheudaxsdpfdgb,1,35.7,57.6,2024-09-01T13:05:18.119Z,2024-09-01T13:05:20Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188766733,1,,5188766721,141,15.8,5188766715,140,65.7,5188766729,213,5.55,5188766703,157,,5188766709,56,Right,5188766725,212,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274547,410,44,2,45,5,cftj6g399tknheudaxsdpfdgb,1,57.6,29.0,2024-09-01T13:05:20.470Z,2024-09-01T13:05:24Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188766881,233,454,5188766855,56,Center,5188766857,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274533,454,44,2,45,5,aljua8crr0vkwit0j3m59jw9j,0,42.4,71.0,2024-09-01T13:05:20.471Z,2024-09-01T13:09:08Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188766803,56,Back,5188766805,285,,5188766905,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274611,411,1,2,45,6,cftj6g399tknheudaxsdpfdgb,0,65.8,15.8,2024-09-01T13:05:21.206Z,2024-09-01T13:05:25Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188767195,213,1.19,5188767189,140,69.1,5188767191,141,28.6,5188767185,3,,5188767193,212,9.4,5188767187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274565,455,1,2,45,7,aljua8crr0vkwit0j3m59jw9j,0,36.3,66.0,2024-09-01T13:05:22.188Z,2024-09-01T13:09:09Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5188766961,1,,5188766957,212,23.1,5188766955,141,60.5,5188766953,140,58.0,5188766951,56,Center,5188766949,157,,5188766959,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274619,412,1,2,45,9,cftj6g399tknheudaxsdpfdgb,0,45.9,33.3,2024-09-01T13:05:24.246Z,2024-09-01T13:05:25Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188767261,212,24.9,5188767255,56,Center,5188767257,140,63.0,5188767263,213,0.77,5188767253,3,,5188767259,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274625,456,44,2,45,10,aljua8crr0vkwit0j3m59jw9j,1,36.6,37.0,2024-09-01T13:05:25.542Z,2024-09-01T14:00:25Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188767567,233,413,5188767293,285,,5188767291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274665,413,44,2,45,10,cftj6g399tknheudaxsdpfdgb,0,63.4,63.0,2024-09-01T13:05:25.543Z,2024-09-01T14:00:26Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188767497,56,Center,5188767499,286,,5188767593,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274697,457,1,2,45,10,aljua8crr0vkwit0j3m59jw9j,0,34.2,30.3,2024-09-01T13:05:25.879Z,2024-09-01T13:05:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188767675,141,46.7,5188767677,212,27.7,5188767679,213,0.42,5188767673,140,58.3,5188767671,56,Center,5188767669,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274713,414,44,2,45,12,cftj6g399tknheudaxsdpfdgb,1,44.2,50.3,2024-09-01T13:05:27.638Z,2024-09-01T14:00:26Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188767753,56,Back,5188767803,233,458,5188767757,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274703,458,44,2,45,12,aljua8crr0vkwit0j3m59jw9j,0,55.8,49.7,2024-09-01T13:05:27.639Z,2024-09-01T14:00:26Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5188767853,233,414,5188767709,286,,5188767707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274757,415,1,2,45,13,cftj6g399tknheudaxsdpfdgb,0,48.5,45.4,2024-09-01T13:05:28.046Z,2024-09-01T14:18:40Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188768029,1,,5188768017,3,,5188768021,140,69.9,5188768023,141,84.5,5188768025,212,34.8,5188768019,56,Left,5188768027,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274749,459,1,2,45,13,aljua8crr0vkwit0j3m59jw9j,1,40.9,41.6,2024-09-01T13:05:28.742Z,2024-09-01T13:05:31Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5188767983,212,19.2,5188767981,141,17.0,5188767979,140,31.9,5188767985,213,4.20,5188767975,3,,5188767977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274835,461,1,2,45,17,aljua8crr0vkwit0j3m59jw9j,1,31.9,17.0,2024-09-01T13:05:31.926Z,2024-09-01T13:05:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188768403,56,Back,5188768411,213,2.61,5188768407,141,38.3,5188768405,140,8.2,5188768409,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274889,462,1,2,45,20,aljua8crr0vkwit0j3m59jw9j,0,8.2,38.3,2024-09-01T13:05:35.575Z,2024-09-01T13:05:38Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188768663,141,43.3,5188768661,140,62.4,5188768657,157,,5188768669,1,,5188768659,56,Center,5188768667,213,0.06,5188768665,212,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274915,416,44,2,45,23,cftj6g399tknheudaxsdpfdgb,1,39.7,57.2,2024-09-01T13:05:38.182Z,2024-09-01T14:00:26Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188768829,285,,5188768849,233,463,5188768827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274901,463,44,2,45,23,aljua8crr0vkwit0j3m59jw9j,0,60.3,42.8,2024-09-01T13:05:38.183Z,2024-09-01T14:00:27Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5188768875,233,416,5188768705,286,,5188768703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274939,417,1,2,45,24,cftj6g399tknheudaxsdpfdgb,0,43.2,57.9,2024-09-01T13:05:39.750Z,2024-09-01T13:05:40Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188768937,140,55.9,5188768941,141,57.0,5188768943,212,13.3,5188768947,213,6.24,5188768929,3,,5188768933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274951,464,1,2,45,25,aljua8crr0vkwit0j3m59jw9j,1,45.5,47.8,2024-09-01T13:05:40.119Z,2024-09-01T13:05:41Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188769001,56,Back,5188769003,140,45.0,5188769009,213,4.64,5188769007,212,7.3,5188769005,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274979,465,1,2,45,26,aljua8crr0vkwit0j3m59jw9j,1,45.0,37.1,2024-09-01T13:05:41.304Z,2024-09-01T13:05:43Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188769171,155,,5188769173,56,Right,5188769179,212,27.4,5188769181,213,5.30,5188769175,140,59.4,5188769177,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716274985,466,1,2,45,28,aljua8crr0vkwit0j3m59jw9j,0,59.4,3.5,2024-09-01T13:05:43.815Z,2024-09-01T13:05:44Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5188769223,213,1.54,5188769213,140,59.5,5188769207,3,,5188769209,56,Right,5188769219,212,3.6,5188769217,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275089,418,1,2,45,32,cftj6g399tknheudaxsdpfdgb,1,40.9,97.2,2024-09-01T13:05:46.934Z,2024-09-01T13:09:25Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188769765,56,Back,5188769767,140,45.8,5188769769,141,91.1,5188769773,213,5.60,5188769771,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275121,419,1,2,45,34,cftj6g399tknheudaxsdpfdgb,1,46.1,91.1,2024-09-01T13:05:49.638Z,2024-09-01T13:05:51Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188769957,213,0.13,5188769955,212,23.5,5188769949,56,Left,5188769951,140,68.3,5188769953,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275215,421,1,2,45,38,cftj6g399tknheudaxsdpfdgb,1,72.1,97.4,2024-09-01T13:05:53.749Z,2024-09-01T13:05:55Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188770461,212,12.9,5188770457,140,59.8,5188770455,56,Left,5188770459,141,96.9,5188770463,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275301,422,1,2,45,40,cftj6g399tknheudaxsdpfdgb,1,59.6,96.9,2024-09-01T13:05:55.557Z,2024-09-01T14:01:49Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188770975,212,20.5,5188770977,213,4.61,5188770969,56,Center,5188770971,140,57.7,5188770973,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275321,423,1,2,45,45,cftj6g399tknheudaxsdpfdgb,1,52.7,59.4,2024-09-01T13:06:00.053Z,2024-09-01T13:06:01Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188771109,56,Right,5188771113,140,64.1,5188771117,212,34.1,5188771115,141,12.5,5188771123,1,,5188771121,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275385,424,1,2,45,46,cftj6g399tknheudaxsdpfdgb,1,64.2,10.0,2024-09-01T13:06:01.317Z,2024-09-01T13:06:05Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188771551,213,6.05,5188771543,56,Right,5188771547,141,4.4,5188771545,140,79.5,5188771549,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275441,425,1,2,45,50,cftj6g399tknheudaxsdpfdgb,0,94.0,14.7,2024-09-01T13:06:05.590Z,2024-09-01T13:06:08Z,195o7hchielt14ic49r3k06sq,Serginho,,,5188771799,2,,5188771807,141,53.1,5188771805,140,91.0,5188771809,212,26.3,5188771811,213,1.69,5188771803,56,Center,5188771801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275491,467,12,2,45,55,aljua8crr0vkwit0j3m59jw9j,1,12.5,46.3,2024-09-01T13:06:10.343Z,2024-09-01T13:06:18Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188772053,213,0.69,5188772051,212,3.9,5188772045,56,Back,5188772047,140,15.4,5188772049,141,50.0,5188772677,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275517,468,12,2,45,56,aljua8crr0vkwit0j3m59jw9j,1,15.4,50.0,2024-09-01T13:06:11.174Z,2024-09-01T13:06:12Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188772185,212,15.0,5188772187,213,1.58,5188772179,56,Back,5188772181,140,15.3,5188772183,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275533,426,44,2,45,57,cftj6g399tknheudaxsdpfdgb,1,85.5,24.2,2024-09-01T13:06:12.309Z,2024-09-01T14:00:27Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188772263,56,Center,5188772355,233,469,5188772265,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275523,469,44,2,45,57,aljua8crr0vkwit0j3m59jw9j,0,14.5,75.8,2024-09-01T13:06:12.310Z,2024-09-01T14:00:27Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188772209,285,,5188772207,56,Back,5188772363,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275539,427,61,2,45,58,cftj6g399tknheudaxsdpfdgb,1,86.8,17.9,2024-09-01T13:06:13.423Z,2024-09-01T13:06:13Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188772295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275565,428,5,2,46,0,cftj6g399tknheudaxsdpfdgb,0,91.7,-0.4,2024-09-01T13:06:15.111Z,2024-09-01T14:00:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188772503,347,,5188772501,56,Right,5188772699,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275609,470,5,2,46,0,aljua8crr0vkwit0j3m59jw9j,1,8.3,100.4,2024-09-01T13:06:15.111Z,2024-09-01T14:00:03Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188772695,233,428,5188772659,347,,5188772657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275757,471,1,2,46,12,aljua8crr0vkwit0j3m59jw9j,1,11.9,100.0,2024-09-01T13:06:27.862Z,2024-09-01T13:06:30Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188773613,140,27.0,5188773611,56,Back,5188773609,107,,5188773619,213,5.88,5188773617,212,17.2,5188773615,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275765,472,1,2,46,15,aljua8crr0vkwit0j3m59jw9j,0,27.0,90.5,2024-09-01T13:06:30.150Z,2024-09-01T13:06:31Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188773679,213,2.66,5188773695,156,,5188773671,56,Back,5188773673,140,13.3,5188773677,212,16.2,5188773675,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276197,429,5,2,46,16,cftj6g399tknheudaxsdpfdgb,1,87.4,-1.4,2024-09-01T13:06:30.905Z,2024-09-01T14:00:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188776129,233,473,5188776057,56,Right,5188776059,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716275777,473,5,2,46,16,aljua8crr0vkwit0j3m59jw9j,0,12.6,101.4,2024-09-01T13:06:30.905Z,2024-09-01T14:00:03Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188773763,56,Back,5188773765,347,,5188776149,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276311,430,1,2,46,41,cftj6g399tknheudaxsdpfdgb,1,88.4,0.0,2024-09-01T13:06:56.277Z,2024-09-01T13:07:19Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,1.0,,5188776671,56,Center,5188776689,1,,5188776673,140,91.9,5188778775,154,,5188776669,107,,5188776681,212,27.4,5188776685,213,1.44,5188776677,141,38.9,5188778773,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276325,431,44,2,46,43,cftj6g399tknheudaxsdpfdgb,1,90.8,36.4,2024-09-01T13:06:58.886Z,2024-09-01T14:00:27Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188776767,286,,5188776765,56,Center,5188776837,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276263,474,44,2,46,43,aljua8crr0vkwit0j3m59jw9j,0,9.2,63.6,2024-09-01T13:06:58.887Z,2024-09-01T14:00:28Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188776875,233,431,5188776385,56,Back,5188776387,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276333,432,13,2,46,47,cftj6g399tknheudaxsdpfdgb,1,91.9,38.9,2024-09-01T13:07:01.942Z,2024-09-01T13:07:20Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188778797,55,430,5188776807,56,Center,5188778801,102,38.3,5188778177,160,,5188778793,29,,5188776803,17,,5188778179,15,,5188778795,154,,5188778183,328,,5188778811,231,5188778803,103,5188778807,230,47.7,11.1,99.0,5188778791,75,,,,,,,,,,,,,,,,
2716276347,433,5,2,46,47,cftj6g399tknheudaxsdpfdgb,0,100.9,33.6,2024-09-01T13:07:02.021Z,2024-09-01T14:00:04Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188776933,56,Center,5188776935,346,,5188778287,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276573,475,5,2,46,47,aljua8crr0vkwit0j3m59jw9j,1,-0.9,66.4,2024-09-01T13:07:02.021Z,2024-09-01T14:00:04Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188778207,56,Back,5188778263,233,433,5188778209,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276593,476,1,2,46,59,aljua8crr0vkwit0j3m59jw9j,1,3.0,53.4,2024-09-01T13:07:14.854Z,2024-09-01T13:07:16Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188778343,212,20.4,5188778341,141,69.9,5188778349,237,,5188778337,56,Back,5188778335,124,,5188778345,213,0.58,5188778339,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276623,477,1,2,47,0,aljua8crr0vkwit0j3m59jw9j,1,19.2,69.9,2024-09-01T13:07:15.798Z,2024-09-01T13:07:17Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188778543,213,1.08,5188778533,141,93.8,5188778519,56,Back,5188778525,140,27.5,5188778537,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276709,478,1,2,47,2,aljua8crr0vkwit0j3m59jw9j,1,28.0,93.9,2024-09-01T13:07:17.751Z,2024-09-01T13:07:22Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188779073,1,,5188779071,213,6.07,5188779065,140,60.8,5188779067,141,82.9,5188779069,212,35.2,5188779063,56,Left,5188779061,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276733,434,45,2,47,7,cftj6g399tknheudaxsdpfdgb,0,26.2,6.2,2024-09-01T13:07:22.694Z,2024-09-01T14:00:21Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5188779179,285,,5188779177,56,Back,5188779541,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276789,479,3,2,47,7,aljua8crr0vkwit0j3m59jw9j,1,73.8,93.8,2024-09-01T13:07:22.694Z,2024-09-01T14:00:21Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188779483,286,,5188779481,56,Left,5188779519,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276811,480,1,2,47,11,aljua8crr0vkwit0j3m59jw9j,1,73.8,87.2,2024-09-01T13:07:26.038Z,2024-09-01T13:07:27Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188779669,213,2.45,5188779665,141,95.3,5188779667,212,8.7,5188779661,56,Left,5188779663,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276837,481,1,2,47,12,aljua8crr0vkwit0j3m59jw9j,1,66.8,95.0,2024-09-01T13:07:27.430Z,2024-09-01T13:07:29Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188779835,212,16.6,5188779837,213,4.44,5188779827,56,Center,5188779833,141,71.5,5188779831,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276865,482,1,2,47,14,aljua8crr0vkwit0j3m59jw9j,1,62.6,71.5,2024-09-01T13:07:29.158Z,2024-09-01T13:07:30Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5188779949,56,Left,5188779955,212,15.4,5188779957,213,1.43,5188779951,140,64.7,5188779953,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716276945,483,1,2,47,15,aljua8crr0vkwit0j3m59jw9j,1,64.7,93.9,2024-09-01T13:07:30.773Z,2024-09-01T13:07:36Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188780429,212,26.8,5188780427,141,73.5,5188780425,140,42.9,5188780431,213,3.69,5188780423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277015,484,1,2,47,21,aljua8crr0vkwit0j3m59jw9j,0,40.1,74.4,2024-09-01T13:07:36.278Z,2024-09-01T13:07:41Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188780837,1,,5188780835,213,0.07,5188780819,155,,5188780827,141,81.1,5188780831,212,64.1,5188780821,56,Left,5188780823,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277159,435,5,2,47,26,cftj6g399tknheudaxsdpfdgb,1,-1.0,18.0,2024-09-01T13:07:41.187Z,2024-09-01T14:00:04Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5188781687,233,485,5188781627,346,,5188781625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277019,485,5,2,47,26,aljua8crr0vkwit0j3m59jw9j,0,101.0,82.0,2024-09-01T13:07:41.187Z,2024-09-01T14:00:05Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188780859,56,Left,5188780861,346,,5188781705,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277179,436,1,2,47,35,cftj6g399tknheudaxsdpfdgb,1,4.9,47.3,2024-09-01T13:07:50.149Z,2024-09-01T13:07:51Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188781757,124,,5188781761,140,7.6,5188781763,141,66.0,5188781771,237,,5188781759,56,Back,5188781765,212,13.0,5188781767,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277217,437,1,2,47,36,cftj6g399tknheudaxsdpfdgb,1,7.5,66.1,2024-09-01T13:07:51.413Z,2024-09-01T13:07:53Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188781959,213,0.25,5188781953,140,20.2,5188781951,56,Back,5188781955,141,71.2,5188781957,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277289,438,1,2,47,38,cftj6g399tknheudaxsdpfdgb,1,18.9,71.5,2024-09-01T13:07:53.365Z,2024-09-01T13:07:58Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188782401,56,Back,5188782403,140,16.4,5188782409,213,1.72,5188782407,212,17.5,5188782405,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277325,439,1,2,47,40,cftj6g399tknheudaxsdpfdgb,0,16.5,97.1,2024-09-01T13:07:54.909Z,2024-09-01T14:18:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188782573,141,100.0,5188782569,140,35.6,5188782567,56,Back,5188782581,213,0.12,5188782577,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716277333,440,5,2,47,40,cftj6g399tknheudaxsdpfdgb,0,39.2,101.1,2024-09-01T13:07:55.192Z,2024-09-01T14:00:05Z,195o7hchielt14ic49r3k06sq,Serginho,,,5188782609,56,Back,5188782685,233,486,5188782611,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
