id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2804927503,246,50,1,38,58,59as3grjvj19voay31j3yfgni,1,28.6,3.2,2025-04-22T17:40:51.345Z,2025-04-22T19:11:04Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5672906775,233,484,5672906717,285,,5672906715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927509,484,7,1,38,58,77tfx9me4aaqhzv78bmgsy9bg,1,71.4,96.8,2025-04-22T17:40:51.346Z,2025-04-22T23:56:23Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672906769,233,246,5672906765,286,,5672906761,167,,5672906763,56,Left,5673584185,178,,5673584183,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927535,247,5,1,38,59,59as3grjvj19voay31j3yfgni,1,29.7,-1.5,2025-04-22T17:40:52.067Z,2025-04-22T17:59:12Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5672906961,233,485,5672906901,347,,5672906899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927541,485,5,1,38,59,77tfx9me4aaqhzv78bmgsy9bg,0,70.3,101.5,2025-04-22T17:40:52.067Z,2025-04-22T17:59:13Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672906993,233,247,5672906931,56,Left,5672906933,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927577,248,1,1,39,9,59as3grjvj19voay31j3yfgni,0,28.9,0.0,2025-04-22T17:41:02.577Z,2025-04-22T17:41:03Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5672907173,212,24.2,5672907175,213,0.58,5672907165,107,,5672907171,141,18.6,5672907169,140,48.1,5672907177,1,,5672907167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927603,486,1,1,39,10,77tfx9me4aaqhzv78bmgsy9bg,1,51.9,77.0,2025-04-22T17:41:03.775Z,2025-04-22T17:41:06Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672907351,213,4.85,5672907343,56,Center,5672907345,140,53.8,5672907347,141,56.1,5672907341,3,,5672907349,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927605,487,43,1,39,13,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-22T17:41:06.071Z,2025-04-22T17:41:37Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672908697,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805047577,684,83,1,39,14,59as3grjvj19voay31j3yfgni,1,47.8,53.9,2025-04-22T17:41:07.222Z,2025-04-22T23:56:46Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5673584435,399,3zc9hy5uicgp21wr6z5wyuntg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927611,488,61,1,39,15,77tfx9me4aaqhzv78bmgsy9bg,0,53.5,50.3,2025-04-22T17:41:08.384Z,2025-04-22T23:56:39Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672907401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927623,249,43,1,39,15,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T17:41:08.497Z,2025-04-22T17:41:33Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5672908543,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927673,250,15,1,39,20,59as3grjvj19voay31j3yfgni,1,76.5,44.6,2025-04-22T17:41:13.425Z,2025-04-22T23:57:03Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5672907665,18,,5672907737,20,,5672907663,22,,5672908057,103,25.3,5672908061,458,,5672908059,215,,5672909673,233,489,5672907667,56,Center,5672908053,79,,5672908063,146,98.8,5672908065,147,50.4,5672908055,102,,,,,,,,,,,,,,,49.9,,,,,,,,,
2804927681,489,10,1,39,20,77tfx9me4aaqhzv78bmgsy9bg,1,4.7,50.7,2025-04-22T17:41:13.525Z,2025-04-22T23:57:08Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5672907715,182,,5673584833,378,,5672907717,56,Back,5672909681,233,250,5673584831,181,,5672907711,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927703,490,52,1,39,23,77tfx9me4aaqhzv78bmgsy9bg,1,4.7,50.7,2025-04-22T17:41:15.962Z,2025-04-22T23:57:12Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673584871,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927773,491,1,1,39,30,77tfx9me4aaqhzv78bmgsy9bg,1,7.4,50.7,2025-04-22T17:41:23.415Z,2025-04-22T17:41:27Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5672908215,56,Back,5672908213,123,,5672908221,212,12.3,5672908219,141,66.7,5672908223,213,1.08,5672908217,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927811,492,1,1,39,34,77tfx9me4aaqhzv78bmgsy9bg,1,12.7,67.6,2025-04-22T17:41:27.399Z,2025-04-22T17:41:31Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672908425,140,73.2,5672908423,56,Left,5672908431,213,0.21,5672908429,212,65.0,5672908421,155,,5672908427,141,87.8,5672908433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927825,493,1,1,39,38,77tfx9me4aaqhzv78bmgsy9bg,0,83.4,90.6,2025-04-22T17:41:31.320Z,2025-04-22T23:57:24Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5673585083,72,,5672908521,141,20.1,5672908513,2,,5673585081,224,,5672908523,212,49.8,5672908525,213,4.99,5672908519,140,96.3,5672908633,1,,5672908517,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927903,252,1,1,39,46,59as3grjvj19voay31j3yfgni,0,4.8,92.6,2025-04-22T17:41:39.475Z,2025-04-22T17:41:41Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5672908893,157,,5672908901,212,37.6,5672908895,56,Back,5672908903,213,0.00,5672908905,1,,5672908899,141,92.6,5672908897,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927925,494,44,1,39,48,77tfx9me4aaqhzv78bmgsy9bg,1,57.8,9.4,2025-04-22T17:41:41.138Z,2025-04-23T00:23:47Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672909027,56,Right,5672909043,233,253,5672909029,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927905,253,44,1,39,48,59as3grjvj19voay31j3yfgni,0,42.2,90.6,2025-04-22T17:41:41.139Z,2025-04-23T00:23:47Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5672908925,56,Back,5672909055,233,494,5672908927,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927931,495,1,1,39,48,77tfx9me4aaqhzv78bmgsy9bg,1,54.9,12.8,2025-04-22T17:41:41.539Z,2025-04-22T23:57:37Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672909095,3,,5672909099,140,62.4,5672909105,213,0.79,5672909101,141,24.4,5672909103,212,11.1,5672909097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927949,497,1,1,39,51,77tfx9me4aaqhzv78bmgsy9bg,1,62.4,24.4,2025-04-22T17:41:44.601Z,2025-04-22T23:57:41Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672909201,56,Center,5672909203,140,65.9,5672909209,213,1.20,5672909205,141,38.5,5672909207,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927963,498,1,1,39,53,77tfx9me4aaqhzv78bmgsy9bg,1,65.9,38.5,2025-04-22T17:41:46.164Z,2025-04-22T17:41:49Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672909327,212,22.3,5672909321,56,Right,5672909323,140,78.2,5672909325,141,11.7,5672909329,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927969,499,1,1,39,55,77tfx9me4aaqhzv78bmgsy9bg,1,77.8,19.1,2025-04-22T17:41:48.898Z,2025-04-22T17:41:50Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672909351,56,Center,5672909353,140,73.3,5672909355,141,41.2,5672909359,213,1.88,5672909357,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804927979,500,1,1,39,57,77tfx9me4aaqhzv78bmgsy9bg,1,73.1,42.5,2025-04-22T17:41:50.195Z,2025-04-22T17:41:51Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672909399,56,Center,5672909409,213,1.40,5672909405,212,11.2,5672909401,140,74.9,5672909403,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928003,501,1,1,39,58,77tfx9me4aaqhzv78bmgsy9bg,1,74.6,55.8,2025-04-22T17:41:51.741Z,2025-04-22T17:41:54Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672909513,140,82.5,5672909515,141,47.3,5672909517,212,10.1,5672909511,56,Center,5672909519,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928009,502,50,1,40,1,77tfx9me4aaqhzv78bmgsy9bg,1,81.6,46.4,2025-04-22T17:41:54.054Z,2025-04-22T23:58:00Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5672909589,233,254,5672909537,286,,5672909535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928017,254,7,1,40,1,59as3grjvj19voay31j3yfgni,1,18.4,53.6,2025-04-22T17:41:54.055Z,2025-04-22T23:58:00Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5672909583,233,502,5672909567,285,,5673585479,384,,5672909565,56,Back,5673585481,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928013,503,61,1,40,2,77tfx9me4aaqhzv78bmgsy9bg,0,88.2,40.1,2025-04-22T17:41:55.898Z,2025-04-22T17:41:56Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5672909551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928025,255,1,1,40,4,59as3grjvj19voay31j3yfgni,1,10.2,61.5,2025-04-22T17:41:57.204Z,2025-04-22T17:41:58Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5672909621,212,6.1,5672909615,56,Back,5672909617,140,8.3,5672909623,213,4.38,5672909619,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928043,257,1,1,40,5,59as3grjvj19voay31j3yfgni,1,8.3,53.1,2025-04-22T17:41:58.643Z,2025-04-22T17:42:02Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5672909691,140,12.9,5672909697,213,5.06,5672909695,212,14.2,5672909693,141,33.4,5672909689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928047,258,1,1,40,7,59as3grjvj19voay31j3yfgni,1,12.3,33.4,2025-04-22T17:42:00.540Z,2025-04-22T23:58:23Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5672909725,140,38.4,5672909723,56,Back,5672942885,155,,5672909731,213,0.29,5672909729,212,28.6,5672909727,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805047911,685,44,1,40,9,59as3grjvj19voay31j3yfgni,1,38.0,47.6,2025-04-22T17:42:02.195Z,2025-04-22T23:58:37Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673585937,233,1045,5673585935,285,,5673585931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805047909,1045,44,1,40,9,77tfx9me4aaqhzv78bmgsy9bg,0,62.0,52.4,2025-04-22T17:42:02.196Z,2025-04-22T23:58:36Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5673585929,286,,5673585941,233,685,5673585927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928101,259,1,1,40,9,59as3grjvj19voay31j3yfgni,1,38.4,45.4,2025-04-22T17:42:02.424Z,2025-04-22T23:58:22Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5672910055,213,0.94,5672910053,212,27.0,5672910047,56,Center,5672910049,140,53.5,5672910051,141,77.5,5672910043,3,,5672910045,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928111,260,3,1,40,16,59as3grjvj19voay31j3yfgni,1,79.2,62.8,2025-04-22T17:42:09.491Z,2025-04-22T23:58:45Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5672910117,286,,5673586031,465,,5672910115,56,Center,5672910129,233,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928099,504,45,1,40,16,77tfx9me4aaqhzv78bmgsy9bg,0,20.8,37.2,2025-04-22T17:42:09.491Z,2025-04-22T19:11:10Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672910041,285,,5672910147,233,260,5672910039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928131,261,1,1,40,17,59as3grjvj19voay31j3yfgni,1,80.0,57.3,2025-04-22T17:42:10.771Z,2025-04-22T17:42:13Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5672910245,141,43.1,5672910243,140,81.8,5672910249,213,4.91,5672910241,56,Center,5672910247,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928141,262,1,1,40,20,59as3grjvj19voay31j3yfgni,1,81.8,43.3,2025-04-22T17:42:13.460Z,2025-04-22T17:42:30Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,1.0,5672910307,140,73.0,5672910893,210,15,5672910309,141,58.7,5672910311,212,14.0,5672910305,56,Center,5672910313,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928143,263,15,1,40,22,59as3grjvj19voay31j3yfgni,1,73.5,56.4,2025-04-22T17:42:15.508Z,2025-04-22T23:59:29Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5672910321,22,,5672910905,103,20.9,5672910323,18,,5672910895,77,,5672910919,233,505,5672910911,147,50.4,5672910569,72,,5672910899,55,262,5672910903,102,53.9,5672910897,29,,5672910909,146,98.6,5672910325,56,5672910907,215,,5673586469,113,,,,,,,,,,Center,,,,,,,,,
2804928161,505,10,1,40,22,77tfx9me4aaqhzv78bmgsy9bg,1,3.2,49.4,2025-04-22T17:42:15.608Z,2025-04-22T23:59:10Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673586291,377,,5672910439,182,,5673586289,180,,5672910435,173,,5672910953,233,263,5672910441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928169,506,52,1,40,24,77tfx9me4aaqhzv78bmgsy9bg,1,3.6,40.0,2025-04-22T17:42:17.647Z,2025-04-22T23:59:13Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673586313,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928321,507,1,1,40,42,77tfx9me4aaqhzv78bmgsy9bg,0,8.7,44.6,2025-04-22T17:42:35.130Z,2025-04-22T17:42:46Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5672911383,189,,5672911325,140,33.3,5672911329,212,31.9,5672911323,56,Back,5672911321,199,,5672911327,141,17.0,5672911331,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928297,264,49,1,40,43,59as3grjvj19voay31j3yfgni,1,94.0,76.0,2025-04-22T17:42:36.196Z,2025-04-22T23:59:54Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5673586727,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928309,265,1,1,40,45,59as3grjvj19voay31j3yfgni,0,91.2,75.4,2025-04-22T17:42:38.063Z,2025-04-23T00:00:03Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5672911257,56,Center,5673586785,236,,5673586807,233,1046,5672911259,140,89.6,5672911261,141,72.3,5672911265,213,4.04,5673586787,286,,5672911263,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805048087,1046,74,1,40,45,77tfx9me4aaqhzv78bmgsy9bg,1,12.1,27.4,2025-04-22T17:42:38.064Z,2025-04-23T00:00:03Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5673586755,56,Back,5673586757,285,,5673586813,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928345,508,52,1,40,47,77tfx9me4aaqhzv78bmgsy9bg,1,3.8,50.1,2025-04-22T17:42:40.489Z,2025-04-23T00:00:15Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5673586957,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928361,509,1,1,40,49,77tfx9me4aaqhzv78bmgsy9bg,1,3.8,50.1,2025-04-22T17:42:42.724Z,2025-04-22T17:42:46Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5672911583,287,,5672911553,123,,5672911563,212,33.4,5672911741,1,,5672911565,213,0.96,5672911557,56,Back,5672911561,141,90.3,5672911559,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928401,510,1,1,40,52,77tfx9me4aaqhzv78bmgsy9bg,1,21.7,89.4,2025-04-22T17:42:45.114Z,2025-04-23T00:00:21Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672911813,140,30.2,5672911815,141,69.6,5672911811,56,Back,5672911819,213,5.30,5672911817,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928449,511,1,1,40,54,77tfx9me4aaqhzv78bmgsy9bg,1,30.2,69.6,2025-04-22T17:42:47.724Z,2025-04-22T17:42:51Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672912051,56,Back,5672912053,140,30.1,5672912055,141,52.8,5672912059,213,4.70,5672912057,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928471,512,1,1,40,59,77tfx9me4aaqhzv78bmgsy9bg,1,30.8,56.3,2025-04-22T17:42:52.630Z,2025-04-22T17:42:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672912197,213,5.58,5672912191,140,42.1,5672912193,141,41.5,5672912189,56,Back,5672912195,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928477,513,1,1,41,0,77tfx9me4aaqhzv78bmgsy9bg,1,42.1,41.5,2025-04-22T17:42:53.442Z,2025-04-22T17:42:54Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5672912229,141,7.9,5672912227,140,50.3,5672912233,213,5.07,5672912225,56,Right,5672912231,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928497,514,1,1,41,1,77tfx9me4aaqhzv78bmgsy9bg,1,50.4,8.0,2025-04-22T17:42:54.333Z,2025-04-22T17:42:56Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672912331,141,18.8,5672912335,213,2.52,5672912327,56,Back,5672912333,212,12.6,5672912329,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928523,515,1,1,41,3,77tfx9me4aaqhzv78bmgsy9bg,1,39.8,25.2,2025-04-22T17:42:56.114Z,2025-04-22T17:42:58Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672912465,212,10.9,5672912463,141,38.2,5672912467,213,0.95,5672912459,56,Back,5672912461,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928559,516,1,1,41,5,77tfx9me4aaqhzv78bmgsy9bg,1,47.4,38.6,2025-04-22T17:42:58.051Z,2025-04-23T00:00:30Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672912717,212,40.1,5672912711,56,Left,5672912719,213,1.06,5672912721,1,,5672912713,140,66.2,5672912715,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928597,517,1,1,41,10,77tfx9me4aaqhzv78bmgsy9bg,1,79.4,88.0,2025-04-22T17:43:03.207Z,2025-04-22T17:43:06Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672912941,213,4.36,5672912939,212,10.9,5672912927,56,Center,5672912931,140,75.8,5672912933,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928609,518,1,1,41,12,77tfx9me4aaqhzv78bmgsy9bg,1,70.9,79.4,2025-04-22T17:43:05.801Z,2025-04-22T17:43:07Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672912999,140,80.3,5672913005,213,0.80,5672913001,141,94.2,5672913003,212,14.1,5672912997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928623,519,1,1,41,14,77tfx9me4aaqhzv78bmgsy9bg,1,80.3,94.2,2025-04-22T17:43:07.051Z,2025-04-22T17:43:08Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672913103,56,Left,5672913113,212,7.2,5672913117,213,4.92,5672913107,140,81.7,5672913109,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928639,520,1,1,41,15,77tfx9me4aaqhzv78bmgsy9bg,1,81.3,86.5,2025-04-22T17:43:08.270Z,2025-04-22T17:43:09Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5672913191,140,79.8,5672913197,213,1.87,5672913195,212,5.3,5672913189,56,Left,5672913193,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928681,521,1,1,41,16,77tfx9me4aaqhzv78bmgsy9bg,1,80.1,94.2,2025-04-22T17:43:09.613Z,2025-04-22T17:43:12Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672913421,141,96.0,5672913423,212,13.8,5672913419,140,67.0,5672913425,213,3.05,5672913417,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928747,522,1,1,41,19,77tfx9me4aaqhzv78bmgsy9bg,1,61.0,95.7,2025-04-22T17:43:12.348Z,2025-04-22T17:43:20Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672913811,141,69.9,5672913813,212,26.3,5672913809,140,42.4,5672913815,213,3.87,5672913807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928761,523,1,1,41,27,77tfx9me4aaqhzv78bmgsy9bg,1,45.4,66.7,2025-04-22T17:43:20.457Z,2025-04-22T17:43:23Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672913917,141,92.4,5672913919,212,25.8,5672913913,56,Left,5672913921,213,0.74,5672913915,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928811,524,1,1,41,29,77tfx9me4aaqhzv78bmgsy9bg,1,66.5,92.9,2025-04-22T17:43:22.910Z,2025-04-22T17:43:28Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672914167,141,96.3,5672914169,212,7.4,5672914171,213,0.32,5672914165,140,73.2,5672914163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928819,526,61,1,41,35,77tfx9me4aaqhzv78bmgsy9bg,0,78.5,83.2,2025-04-22T17:43:28.363Z,2025-04-22T17:43:46Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5672914213,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928813,525,43,1,41,35,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-22T17:43:28.800Z,2025-04-22T17:43:44Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5672914965,144,1,5672914183,213,4.17,5672914181,212,2.9,5672914177,140,78.5,5672914179,141,83.2,5672914175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804928863,267,1,1,41,38,59as3grjvj19voay31j3yfgni,1,23.7,24.0,2025-04-22T17:43:31.719Z,2025-04-22T17:43:34Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5672914417,213,0.91,5672914409,56,Back,5672914411,140,28.6,5672914415,212,8.4,5672914413,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
