id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2728816009,422,1,2,46,43,9qsmopgutr7ut5g6workk8w4i,1,56.0,5.6,2024-09-30T18:03:58.368Z,2024-09-30T18:03:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257463307,212,6.5,5257463301,56,Right,5257463303,140,50.2,5257463305,141,2.2,5257463335,156,,5257463309,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816041,423,3,2,46,45,9qsmopgutr7ut5g6workk8w4i,0,55.4,4.3,2024-09-30T18:03:59.951Z,2024-09-30T20:40:48Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5258077375,465,,5257519683,233,700,5257463463,56,Right,5257474535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728826269,700,7,2,46,45,77tfx9me4aaqhzv78bmgsy9bg,1,44.6,95.7,2024-09-30T18:03:59.952Z,2024-09-30T20:40:53Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5257519637,56,Back,5258077635,384,,5257519639,285,,5257519669,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816047,551,1,2,46,47,77tfx9me4aaqhzv78bmgsy9bg,1,46.8,89.3,2024-09-30T18:04:01.973Z,2024-09-30T18:04:02Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257463505,56,Back,5257463513,213,3.71,5257463509,141,85.0,5257463511,212,5.5,5257463507,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816065,552,1,2,46,48,77tfx9me4aaqhzv78bmgsy9bg,1,42.4,85.0,2024-09-30T18:04:02.816Z,2024-09-30T18:04:04Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257463593,213,5.89,5257463587,140,46.5,5257463589,141,82.4,5257463585,56,Back,5257463591,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816069,553,61,2,46,49,77tfx9me4aaqhzv78bmgsy9bg,0,46.5,82.4,2024-09-30T18:04:04.245Z,2024-09-30T18:18:27Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257463601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816091,424,43,2,46,51,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-09-30T18:04:05.598Z,2024-09-30T18:08:13Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257480191,144,61,5257463699,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816135,426,1,2,46,52,9qsmopgutr7ut5g6workk8w4i,1,53.2,33.9,2024-09-30T18:04:07.128Z,2024-09-30T18:09:58Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257463899,212,38.5,5257463895,140,70.4,5257463903,1,,5257463893,56,Left,5257463901,213,1.08,5257463897,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816177,427,3,2,46,55,9qsmopgutr7ut5g6workk8w4i,1,67.7,74.3,2024-09-30T18:04:10.081Z,2024-09-30T20:41:15Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257464091,56,Center,5257464605,233,554,5257464093,286,,5258078493,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816199,554,45,2,46,55,77tfx9me4aaqhzv78bmgsy9bg,0,32.3,25.7,2024-09-30T18:04:10.081Z,2024-09-30T18:47:41Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257464193,285,,5257464633,233,427,5257464191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816209,428,1,2,46,59,9qsmopgutr7ut5g6workk8w4i,1,69.1,75.0,2024-09-30T18:04:14.305Z,2024-09-30T18:04:17Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257464253,213,0.43,5257464245,56,Left,5257464251,212,7.2,5257464247,140,75.3,5257464249,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816229,429,1,2,47,2,9qsmopgutr7ut5g6workk8w4i,0,81.7,78.1,2024-09-30T18:04:17.136Z,2024-09-30T18:04:18Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257464333,56,Center,5257464341,213,5.40,5257464335,140,86.1,5257464337,141,69.9,5257464339,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816249,555,12,2,47,5,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,29.9,2024-09-30T18:04:20.277Z,2024-09-30T20:41:35Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5258079297,212,11.1,5258079303,213,5.98,5257464443,56,Back,5258079293,140,23.5,5258079295,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816329,430,1,2,47,10,9qsmopgutr7ut5g6workk8w4i,1,78.6,70.5,2024-09-30T18:04:24.961Z,2024-09-30T18:20:28Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257464835,56,Center,5257464841,212,20.4,5257464843,213,3.62,5257464839,141,56.6,5257464837,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728829133,581,1,2,47,11,9qsmopgutr7ut5g6workk8w4i,1,71.7,68.5,2024-09-30T18:04:26.204Z,2024-09-30T18:20:37Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257535483,140,64.7,5257535485,141,61.1,5257535487,212,8.9,5257535489,213,3.74,5257535481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816345,431,1,2,47,12,9qsmopgutr7ut5g6workk8w4i,1,60.9,57.0,2024-09-30T18:04:27.353Z,2024-09-30T18:20:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257464935,141,69.7,5257464929,56,Center,5257464933,140,61.7,5257464939,213,1.47,5257464937,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816383,432,1,2,47,14,9qsmopgutr7ut5g6workk8w4i,1,60.4,64.2,2024-09-30T18:04:29.216Z,2024-09-30T18:04:32Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257465225,56,Center,5257465229,141,41.6,5257465235,213,4.40,5257465231,212,16.1,5257465227,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816413,433,1,2,47,18,9qsmopgutr7ut5g6workk8w4i,0,61.6,28.3,2024-09-30T18:04:32.480Z,2024-09-30T18:04:35Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257465375,140,80.9,5257465373,56,Right,5257465379,212,28.5,5257465381,213,5.50,5257465377,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816415,434,5,2,47,20,9qsmopgutr7ut5g6workk8w4i,0,80.6,-1.6,2024-09-30T18:04:34.862Z,2024-09-30T18:04:40Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257465389,347,,5257465387,56,Right,5257465569,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816441,556,5,2,47,20,77tfx9me4aaqhzv78bmgsy9bg,1,19.4,101.6,2024-09-30T18:04:34.862Z,2024-09-30T18:21:32Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257465549,347,,5257465547,56,Back,5257465555,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816509,557,1,2,47,30,77tfx9me4aaqhzv78bmgsy9bg,1,21.1,100.0,2024-09-30T18:04:44.656Z,2024-09-30T18:04:45Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257465949,140,21.9,5257465947,56,Back,5257465951,141,93.6,5257465945,107,,5257465953,212,5.5,5257465955,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816515,558,50,2,47,31,77tfx9me4aaqhzv78bmgsy9bg,1,20.8,89.8,2024-09-30T18:04:45.782Z,2024-09-30T18:04:53Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257466167,233,435,5257465983,56,Back,5257465985,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816549,435,7,2,47,31,9qsmopgutr7ut5g6workk8w4i,0,79.2,10.2,2024-09-30T18:04:45.783Z,2024-09-30T20:42:01Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257466127,286,,5257466125,56,Right,5258080369,384,,5257466161,233,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816535,559,1,2,47,32,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,79.3,2024-09-30T18:04:47.237Z,2024-09-30T18:04:48Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257466059,213,0.21,5257466051,56,Back,5257466057,212,7.3,5257466055,141,81.5,5257466053,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816607,560,1,2,47,34,77tfx9me4aaqhzv78bmgsy9bg,1,21.5,76.6,2024-09-30T18:04:48.805Z,2024-09-30T18:04:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257466521,141,21.6,5257466519,140,24.2,5257466527,1,,5257466517,56,Back,5257466525,213,4.79,5257466523,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816659,561,1,2,47,43,77tfx9me4aaqhzv78bmgsy9bg,1,73.9,19.5,2024-09-30T18:04:57.477Z,2024-09-30T18:05:02Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257466803,213,5.67,5257466791,56,Right,5257466801,212,12.1,5257466793,140,83.3,5257466795,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816681,562,1,2,47,47,77tfx9me4aaqhzv78bmgsy9bg,1,77.9,27.6,2024-09-30T18:05:01.911Z,2024-09-30T18:05:03Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257466885,141,44.3,5257466883,140,85.0,5257466881,56,Center,5257466889,213,0.99,5257466887,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816685,563,61,2,47,49,77tfx9me4aaqhzv78bmgsy9bg,0,85.0,44.3,2024-09-30T18:05:03.575Z,2024-09-30T18:05:03Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5257466907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816805,436,12,2,47,50,9qsmopgutr7ut5g6workk8w4i,1,17.0,58.2,2024-09-30T18:05:04.417Z,2024-09-30T18:05:13Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257467567,212,7.7,5257467569,213,5.38,5257467561,56,Back,5257467563,140,21.5,5257467565,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816709,564,1,2,47,51,77tfx9me4aaqhzv78bmgsy9bg,0,85.8,50.0,2024-09-30T18:05:05.810Z,2024-09-30T18:05:06Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5257467031,213,3.09,5257467023,56,Center,5257467025,140,80.6,5257467027,141,50.4,5257467029,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817183,438,61,2,47,52,9qsmopgutr7ut5g6workk8w4i,1,15.5,41.5,2024-09-30T18:05:06.674Z,2024-09-30T18:05:47Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5257469631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816811,437,1,2,47,55,9qsmopgutr7ut5g6workk8w4i,0,23.5,48.9,2024-09-30T18:05:09.425Z,2024-09-30T18:05:57Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5257467603,56,Left,5257467605,140,65.0,5257467611,213,0.55,5257467609,212,51.2,5257467613,1,,5257467607,141,88.3,5257467601,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816843,565,1,2,48,0,77tfx9me4aaqhzv78bmgsy9bg,1,27.4,18.2,2024-09-30T18:05:14.551Z,2024-09-30T18:05:16Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257467785,141,26.8,5257467783,140,35.0,5257467781,56,Back,5257467789,213,0.63,5257467787,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816861,566,1,2,48,1,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,26.8,2024-09-30T18:05:15.988Z,2024-09-30T18:05:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257467863,141,14.9,5257467859,56,Back,5257467865,212,9.6,5257467867,213,5.28,5257467861,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816883,567,1,2,48,3,77tfx9me4aaqhzv78bmgsy9bg,1,46.0,13.4,2024-09-30T18:05:17.445Z,2024-09-30T18:05:19Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257467991,141,7.4,5257467995,213,6.05,5257467987,56,Right,5257467989,140,62.2,5257467993,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816899,568,1,2,48,5,77tfx9me4aaqhzv78bmgsy9bg,1,62.6,6.4,2024-09-30T18:05:19.603Z,2024-09-30T18:05:20Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257468083,141,20.0,5257468085,212,9.3,5257468087,213,1.42,5257468079,56,Right,5257468081,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816919,569,1,2,48,6,77tfx9me4aaqhzv78bmgsy9bg,1,63.9,20.0,2024-09-30T18:05:20.773Z,2024-09-30T18:05:23Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257468211,141,7.0,5257468209,140,46.2,5257468215,213,3.59,5257468213,212,20.6,5257468207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816933,570,1,2,48,8,77tfx9me4aaqhzv78bmgsy9bg,1,45.6,10.9,2024-09-30T18:05:22.995Z,2024-09-30T18:05:24Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257468333,213,6.27,5257468323,140,56.2,5257468319,56,Right,5257468327,141,10.7,5257468331,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816955,571,1,2,48,9,77tfx9me4aaqhzv78bmgsy9bg,1,56.2,10.7,2024-09-30T18:05:24.099Z,2024-09-30T18:05:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257468475,140,43.8,5257468481,213,3.14,5257468479,212,13.0,5257468477,141,10.7,5257468471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728816987,572,1,2,48,11,77tfx9me4aaqhzv78bmgsy9bg,1,39.6,15.6,2024-09-30T18:05:26.023Z,2024-09-30T18:05:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257468629,212,14.6,5257468625,140,28.9,5257468623,56,Back,5257468627,141,29.2,5257468631,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817037,573,1,2,48,14,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,32.7,2024-09-30T18:05:28.583Z,2024-09-30T18:05:32Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257468877,213,1.99,5257468871,140,21.5,5257468873,141,57.5,5257468875,212,18.4,5257468869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817073,574,1,2,48,18,77tfx9me4aaqhzv78bmgsy9bg,1,25.0,53.0,2024-09-30T18:05:32.788Z,2024-09-30T18:05:35Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257469059,56,Back,5257469065,212,18.2,5257469063,141,78.1,5257469061,140,31.0,5257469067,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817105,575,1,2,48,20,77tfx9me4aaqhzv78bmgsy9bg,1,30.0,75.9,2024-09-30T18:05:35.204Z,2024-09-30T18:05:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257469219,141,53.1,5257469217,140,19.3,5257469221,212,19.1,5257469215,56,Back,5257469223,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817165,576,1,2,48,23,77tfx9me4aaqhzv78bmgsy9bg,1,19.0,49.9,2024-09-30T18:05:37.911Z,2024-09-30T18:05:42Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257469513,141,21.0,5257469515,212,20.3,5257469509,56,Back,5257469517,213,4.96,5257469511,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817179,577,1,2,48,27,77tfx9me4aaqhzv78bmgsy9bg,1,26.9,19.5,2024-09-30T18:05:41.878Z,2024-09-30T18:05:44Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257469619,140,28.3,5257469627,213,4.88,5257469621,141,7.1,5257469623,212,8.6,5257469617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817203,578,1,2,48,29,77tfx9me4aaqhzv78bmgsy9bg,1,28.4,8.0,2024-09-30T18:05:44.215Z,2024-09-30T18:05:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257469745,213,2.08,5257469737,56,Back,5257469739,140,22.2,5257469743,212,13.4,5257469741,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817257,579,1,2,48,32,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,25.2,2024-09-30T18:05:46.533Z,2024-09-30T18:05:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257469957,212,14.2,5257469959,213,0.95,5257469951,56,Back,5257469953,140,29.7,5257469955,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817285,580,1,2,48,35,77tfx9me4aaqhzv78bmgsy9bg,1,30.3,40.6,2024-09-30T18:05:50.325Z,2024-09-30T18:05:52Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257470111,56,Back,5257470119,213,4.68,5257470117,212,16.2,5257470115,141,16.8,5257470113,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817299,581,1,2,48,38,77tfx9me4aaqhzv78bmgsy9bg,1,29.8,16.8,2024-09-30T18:05:52.391Z,2024-09-30T18:05:53Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257470191,56,Back,5257470199,213,4.90,5257470197,212,8.0,5257470195,141,5.3,5257470193,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817365,582,1,2,48,39,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,5.3,2024-09-30T18:05:53.812Z,2024-09-30T18:05:59Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257470601,213,2.07,5257470595,140,24.3,5257470593,56,Back,5257470599,212,15.1,5257470597,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817409,583,1,2,48,44,77tfx9me4aaqhzv78bmgsy9bg,1,27.9,32.1,2024-09-30T18:05:59.176Z,2024-09-30T18:06:02Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257470797,140,30.2,5257470799,141,11.7,5257470803,213,4.88,5257470801,212,14.1,5257470795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817427,584,1,2,48,48,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,7.9,2024-09-30T18:06:02.408Z,2024-09-30T18:06:04Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257470905,212,27.9,5257470903,141,20.3,5257470899,56,Right,5257470901,140,59.0,5257470907,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817433,585,1,2,48,49,77tfx9me4aaqhzv78bmgsy9bg,1,59.0,20.3,2024-09-30T18:06:04.276Z,2024-09-30T18:06:04Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257470949,56,Right,5257470955,212,7.1,5257470953,141,16.2,5257470951,140,52.8,5257470957,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817473,586,1,2,48,50,77tfx9me4aaqhzv78bmgsy9bg,1,52.8,16.2,2024-09-30T18:06:04.616Z,2024-09-30T18:06:07Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257471157,141,19.4,5257471161,213,0.35,5257471159,212,6.3,5257471153,56,Right,5257471155,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817515,587,1,2,48,53,77tfx9me4aaqhzv78bmgsy9bg,1,56.6,30.9,2024-09-30T18:06:07.704Z,2024-09-30T18:06:12Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257471415,155,,5257471427,213,1.16,5257471419,56,Left,5257471421,140,74.1,5257471423,141,93.3,5257471425,212,46.2,5257471429,1,,5257471417,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817523,588,1,2,48,57,77tfx9me4aaqhzv78bmgsy9bg,0,80.3,84.4,2024-09-30T18:06:12.312Z,2024-09-30T18:06:13Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257471465,140,79.9,5257471463,56,Center,5257471469,212,11.2,5257471471,213,4.67,5257471467,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817569,439,12,2,48,59,9qsmopgutr7ut5g6workk8w4i,1,19.4,37.0,2024-09-30T18:06:13.625Z,2024-09-30T18:06:16Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257471687,212,12.1,5257471681,56,Back,5257471689,213,0.54,5257471683,140,29.3,5257471685,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817611,589,1,2,49,2,77tfx9me4aaqhzv78bmgsy9bg,1,69.7,48.8,2024-09-30T18:06:16.712Z,2024-09-30T18:06:19Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257471923,141,20.6,5257471919,140,78.3,5257471927,212,21.2,5257471915,56,Right,5257471931,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817635,590,1,2,49,4,77tfx9me4aaqhzv78bmgsy9bg,1,78.2,23.9,2024-09-30T18:06:19.079Z,2024-09-30T18:06:20Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257472049,56,Center,5257472055,212,6.4,5257472053,141,24.7,5257472051,140,72.1,5257472057,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817645,591,1,2,49,6,77tfx9me4aaqhzv78bmgsy9bg,1,69.2,25.9,2024-09-30T18:06:20.500Z,2024-09-30T18:06:22Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257472145,141,36.0,5257472143,140,72.9,5257472149,213,1.06,5257472141,56,Center,5257472147,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817657,592,1,2,49,7,77tfx9me4aaqhzv78bmgsy9bg,1,72.9,36.0,2024-09-30T18:06:21.912Z,2024-09-30T18:06:23Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257472215,212,5.2,5257472213,141,31.2,5257472211,140,76.8,5257472217,213,5.61,5257472209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817667,593,1,2,49,8,77tfx9me4aaqhzv78bmgsy9bg,1,76.9,31.0,2024-09-30T18:06:22.904Z,2024-09-30T18:06:24Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257472287,212,5.5,5257472281,56,Center,5257472289,213,0.62,5257472283,140,81.2,5257472285,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817673,594,61,2,49,9,77tfx9me4aaqhzv78bmgsy9bg,0,81.2,35.7,2024-09-30T18:06:23.873Z,2024-09-30T18:06:24Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5257472319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728817759,441,1,2,49,12,9qsmopgutr7ut5g6workk8w4i,0,13.2,71.4,2024-09-30T18:06:26.849Z,2024-09-30T18:06:32Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257472753,213,0.47,5257472809,157,,5257472745,56,Back,5257472755,1,,5257472749,141,96.5,5257472747,140,45.0,5257472751,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
