id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2706937723,470,1,2,51,59,59as3grjvj19voay31j3yfgni,1,28.4,64.9,2024-08-09T18:08:45.902Z,2024-08-09T18:08:51Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5137463499,140,26.3,5137463505,213,4.62,5137463497,56,Back,5137463503,212,23.8,5137463501,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706937745,471,1,2,52,4,59as3grjvj19voay31j3yfgni,1,28.9,27.9,2024-08-09T18:08:51.086Z,2024-08-09T18:08:52Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5137463663,213,5.11,5137463653,56,Back,5137463657,141,8.0,5137463659,212,14.7,5137463655,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706937783,472,1,2,52,6,59as3grjvj19voay31j3yfgni,1,31.8,13.8,2024-08-09T18:08:52.558Z,2024-08-09T18:08:55Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137463845,56,Back,5137463853,213,1.88,5137463851,212,26.9,5137463847,140,23.9,5137463849,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706937815,473,1,2,52,9,59as3grjvj19voay31j3yfgni,1,23.7,51.6,2024-08-09T18:08:55.655Z,2024-08-09T18:08:58Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137464069,141,51.2,5137464065,140,8.3,5137464073,213,3.16,5137464071,212,16.2,5137464063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706937843,474,1,2,52,11,59as3grjvj19voay31j3yfgni,0,7.9,51.0,2024-08-09T18:08:58.494Z,2024-08-09T18:09:00Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137464241,213,0.57,5137464231,157,,5137464233,56,Left,5137464243,1,,5137464235,140,59.3,5137464237,141,100.0,5137464239,212,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706937849,475,5,2,52,13,59as3grjvj19voay31j3yfgni,0,59.7,101.6,2024-08-09T18:09:00.305Z,2024-08-09T18:54:04Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137465479,233,498,5137464261,347,,5137464259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938059,498,5,2,52,13,c165yjiny1qnmfdvefxvflnkc,1,40.3,-1.6,2024-08-09T18:09:00.305Z,2024-08-09T18:54:04Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137465461,233,475,5137465407,56,Back,5137465409,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938083,499,1,2,52,30,c165yjiny1qnmfdvefxvflnkc,1,39.9,0.0,2024-08-09T18:09:16.599Z,2024-08-09T18:11:47Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137465541,140,31.2,5137465543,141,10.1,5137465545,212,11.8,5137477271,189,,5137465537,107,,5137465547,213,2.45,5137465539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939781,517,1,2,52,31,c165yjiny1qnmfdvefxvflnkc,1,29.8,7.6,2024-08-09T18:09:17.654Z,2024-08-09T21:55:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137475509,141,38.0,5137475507,140,14.8,5137475513,213,2.22,5137475511,212,26.0,5138099513,189,,5137475505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938149,500,1,2,52,32,c165yjiny1qnmfdvefxvflnkc,1,17.2,39.5,2024-08-09T18:09:18.600Z,2024-08-09T21:56:05Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137465931,141,53.6,5137465933,212,9.7,5137465927,56,Back,5137465935,213,1.43,5137465929,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938195,501,1,2,52,35,c165yjiny1qnmfdvefxvflnkc,0,18.9,55.7,2024-08-09T18:09:22.263Z,2024-08-09T18:12:12Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137466193,140,40.8,5137466191,56,Back,5137466195,141,29.1,5137466197,212,29.3,5137466199,213,5.62,5137466189,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938207,476,8,2,52,38,59as3grjvj19voay31j3yfgni,1,54.4,77.8,2024-08-09T18:09:25.223Z,2024-08-09T21:56:15Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5138099601,385,,5137466229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938311,502,1,2,52,43,c165yjiny1qnmfdvefxvflnkc,1,25.4,38.2,2024-08-09T18:09:29.623Z,2024-08-09T18:09:32Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137466815,56,Back,5137466819,141,65.1,5137466817,140,25.9,5137466823,213,1.54,5137466821,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938369,503,1,2,52,46,c165yjiny1qnmfdvefxvflnkc,1,25.2,68.2,2024-08-09T18:09:32.552Z,2024-08-09T18:09:36Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137467165,213,4.56,5137467159,140,22.7,5137467155,56,Back,5137467161,141,42.8,5137467163,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938409,504,1,2,52,49,c165yjiny1qnmfdvefxvflnkc,1,23.7,39.8,2024-08-09T18:09:36.359Z,2024-08-09T18:09:38Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137467333,56,Back,5137467341,213,4.72,5137467335,140,23.8,5137467339,212,17.5,5137467337,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938427,505,1,2,52,52,c165yjiny1qnmfdvefxvflnkc,1,24.5,10.9,2024-08-09T18:09:38.823Z,2024-08-09T18:09:40Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137467451,56,Back,5137467463,212,10.3,5137467465,213,6.09,5137467455,140,34.1,5137467459,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938449,506,1,2,52,53,c165yjiny1qnmfdvefxvflnkc,0,34.1,8.0,2024-08-09T18:09:39.912Z,2024-08-09T18:09:41Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137467591,140,37.8,5137467593,141,43.3,5137467597,213,1.41,5137467595,212,24.3,5137467589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938505,478,1,2,52,58,59as3grjvj19voay31j3yfgni,1,66.4,56.6,2024-08-09T18:09:45.118Z,2024-08-09T18:09:46Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137467911,141,32.7,5137467913,212,16.8,5137467907,56,Center,5137467915,213,4.98,5137467909,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938521,479,3,2,53,0,59as3grjvj19voay31j3yfgni,1,69.7,31.4,2024-08-09T18:09:46.846Z,2024-08-09T21:56:31Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5138099721,464,,5137467991,286,,5137467989,56,Center,5137468015,233,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938525,507,45,2,53,0,c165yjiny1qnmfdvefxvflnkc,0,30.3,68.6,2024-08-09T18:09:46.846Z,2024-08-09T18:54:21Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5137468041,233,479,5137468001,56,Back,5137468003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938559,480,1,2,53,1,59as3grjvj19voay31j3yfgni,1,70.6,27.1,2024-08-09T18:09:48.167Z,2024-08-09T18:09:51Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137468221,141,15.3,5137468223,212,12.5,5137468225,213,5.58,5137468217,56,Right,5137468219,140,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938585,481,1,2,53,4,59as3grjvj19voay31j3yfgni,0,86.5,17.4,2024-08-09T18:09:51.382Z,2024-08-09T21:56:38Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137468383,141,47.0,5137468381,140,86.4,5138099753,224,,5138099755,20,,5137468387,213,1.58,5137468375,2,,5137468379,56,Center,5137468385,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938577,508,12,2,53,5,c165yjiny1qnmfdvefxvflnkc,1,13.7,54.0,2024-08-09T18:09:52.423Z,2024-08-09T21:56:49Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5137468331,212,44.4,5137468333,213,0.40,5137468327,140,52.6,5137468325,56,Left,5137468329,141,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938681,510,1,2,53,11,c165yjiny1qnmfdvefxvflnkc,1,59.6,77.5,2024-08-09T18:09:58.407Z,2024-08-09T18:10:01Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137468957,141,67.9,5137468965,213,3.91,5137468961,212,9.4,5137468955,140,53.2,5137468953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938731,511,1,2,53,14,c165yjiny1qnmfdvefxvflnkc,1,59.5,55.2,2024-08-09T18:10:00.934Z,2024-08-09T18:15:19Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,1.0,,5137469269,212,27.4,5137469265,140,69.8,5137469267,141,18.2,5137469271,213,5.12,5137470519,210,15,5137469263,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938735,512,15,2,53,19,c165yjiny1qnmfdvefxvflnkc,1,84.4,37.0,2024-08-09T18:10:06.359Z,2024-08-09T21:57:08Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5137470281,23,,5137470531,78,,5137470543,146,87.1,5137470535,55,511,5137469295,56,Center,5137470549,231,47.5,5137470287,82,,5137470283,72,,5137470541,103,19,5137470533,29,,5137470545,147,5138099971,215,,5137470551,233,482,5137470539,102,50.7,5137469293,17,5137470547,230,96.5,,,,39.3,,,,,,
2706938743,482,10,2,53,19,59as3grjvj19voay31j3yfgni,1,12.9,60.7,2024-08-09T18:10:06.459Z,2024-08-09T18:10:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137469343,56,Back,5137470555,233,512,5137469341,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938741,513,61,2,53,20,c165yjiny1qnmfdvefxvflnkc,1,84.4,37.0,2024-08-09T18:10:07.128Z,2024-08-09T18:10:07Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5137469329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938847,484,1,2,53,23,59as3grjvj19voay31j3yfgni,1,19.5,85.3,2024-08-09T18:10:10.223Z,2024-08-09T18:10:13Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137469909,140,29.9,5137469915,213,6.12,5137469907,56,Back,5137469913,212,11.1,5137469911,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938851,485,4,2,53,26,59as3grjvj19voay31j3yfgni,1,37.1,78.8,2024-08-09T18:10:13.062Z,2024-08-09T18:51:23Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5137470017,13,,5137470067,286,,5137470019,295,,5137470023,152,,5137470021,56,Back,5137470063,233,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706938857,514,4,2,53,26,c165yjiny1qnmfdvefxvflnkc,0,62.9,21.2,2024-08-09T18:10:13.063Z,2024-08-09T18:51:23Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137470053,56,Center,5137470051,295,,5137470057,285,,5137470069,233,485,5137470055,152,,5137470049,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939219,486,1,2,53,56,59as3grjvj19voay31j3yfgni,1,31.5,81.8,2024-08-09T18:10:43.095Z,2024-08-09T18:10:44Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137472071,56,Back,5137472073,140,39.5,5137472075,141,95.7,5137472079,213,0.84,5137472067,5,,5137472077,212,12.6,5137472069,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939243,487,1,2,53,57,59as3grjvj19voay31j3yfgni,1,40.1,93.8,2024-08-09T18:10:44.294Z,2024-08-09T18:10:47Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137472267,140,37.6,5137472269,141,73.8,5137472265,56,Back,5137472271,212,13.9,5137472273,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939287,488,1,2,54,1,59as3grjvj19voay31j3yfgni,1,38.6,72.0,2024-08-09T18:10:47.615Z,2024-08-09T18:10:50Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5137472481,141,94.5,5137472483,212,18.0,5137472477,56,Back,5137472485,213,1.01,5137472479,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939357,489,1,2,54,4,59as3grjvj19voay31j3yfgni,1,51.8,94.8,2024-08-09T18:10:50.582Z,2024-08-09T18:10:56Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137472867,212,41.4,5137472865,141,81.8,5137472861,56,Left,5137472863,140,90.3,5137472873,1,,5137472871,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939417,490,1,2,54,9,59as3grjvj19voay31j3yfgni,1,92.9,71.1,2024-08-09T18:10:56.254Z,2024-08-09T18:11:11Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,1.0,,5137473189,140,85.3,5137473421,195,,5137473187,56,Center,5137473193,212,22.0,5137473191,141,40.9,5137473923,154,,5137473921,210,13,5137473195,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939437,492,13,2,54,12,59as3grjvj19voay31j3yfgni,1,84.8,41.2,2024-08-09T18:10:58.878Z,2024-08-09T21:58:16Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137473977,231,48.4,5137473969,102,68.9,5137473275,22,,5137473959,29,,5137473975,230,98.0,5137473277,17,,5137473971,103,1.4,5137473955,73,,5137473613,20,,5137473965,55,490,5137473279,56,5137473973,328,,5137473961,154,,,,,,,,,,,,,Center,,,,,,
2706939427,491,5,2,54,13,59as3grjvj19voay31j3yfgni,0,101.0,67.2,2024-08-09T18:11:00.006Z,2024-08-09T18:54:05Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137474085,233,516,5137473239,346,,5137473237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939543,516,5,2,54,13,c165yjiny1qnmfdvefxvflnkc,1,-1.0,32.8,2024-08-09T18:11:00.006Z,2024-08-09T18:54:04Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5137473995,56,Back,5137473997,346,,5137474049,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939877,518,1,2,54,45,c165yjiny1qnmfdvefxvflnkc,1,3.2,46.2,2024-08-09T18:11:32.470Z,2024-08-09T18:11:34Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137476107,237,,5137476099,141,22.5,5137476087,124,,5137476097,140,24.2,5137476093,56,Back,5137476103,213,5.65,5137476101,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939911,519,1,2,54,47,c165yjiny1qnmfdvefxvflnkc,1,26.8,20.9,2024-08-09T18:11:34.310Z,2024-08-09T18:11:36Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137476267,141,30.7,5137476269,212,13.0,5137476265,140,37.4,5137476263,56,Back,5137476271,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939965,520,1,2,54,49,c165yjiny1qnmfdvefxvflnkc,0,39.3,32.1,2024-08-09T18:11:36.454Z,2024-08-09T21:58:39Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5137476607,1,,5137476595,56,Center,5137476591,155,,5137476597,140,86.6,5137476599,141,50.3,5137476603,213,0.24,5137476601,212,51.2,5138100657,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706939987,493,52,2,54,53,59as3grjvj19voay31j3yfgni,1,13.9,47.6,2024-08-09T18:11:40.405Z,2024-08-09T21:58:42Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5138100697,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940055,494,1,2,54,54,59as3grjvj19voay31j3yfgni,1,13.9,47.6,2024-08-09T18:11:40.789Z,2024-08-09T18:11:45Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137477147,212,18.7,5137477149,213,5.07,5137477139,123,,5137477145,141,21.8,5137477141,56,Back,5137477143,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940135,495,1,2,54,58,59as3grjvj19voay31j3yfgni,1,24.2,21.2,2024-08-09T18:11:45.006Z,2024-08-09T18:11:50Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137477563,212,11.1,5137477561,141,37.3,5137477557,56,Back,5137477559,140,25.9,5137477565,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940181,496,1,2,55,3,59as3grjvj19voay31j3yfgni,1,33.0,48.8,2024-08-09T18:11:50.310Z,2024-08-09T18:11:54Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137477853,141,95.3,5137477851,140,46.0,5137477849,56,Back,5137477855,212,34.4,5137477847,155,,5137477859,1,,5137477857,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940199,497,1,2,55,7,59as3grjvj19voay31j3yfgni,0,54.5,92.0,2024-08-09T18:11:54.358Z,2024-08-09T18:11:56Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137477957,140,74.1,5137477959,141,74.8,5137477955,56,Center,5137477961,212,23.7,5137477963,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940239,522,4,2,55,12,c165yjiny1qnmfdvefxvflnkc,1,22.0,15.4,2024-08-09T18:11:58.548Z,2024-08-09T18:12:02Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137478307,13,,5137478315,285,,5137478309,295,,5137478333,233,498,5137478313,152,,5137478311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940227,498,4,2,55,12,59as3grjvj19voay31j3yfgni,0,78.0,84.6,2024-08-09T18:11:58.549Z,2024-08-09T18:12:03Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5137478293,13,,5137478301,286,,5137478297,56,Left,5137478339,233,522,5137478295,295,,5137478299,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940455,523,1,2,55,28,c165yjiny1qnmfdvefxvflnkc,1,22.8,14.6,2024-08-09T18:12:14.517Z,2024-08-09T18:15:32Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137479283,56,Back,5137479293,213,1.22,5137479281,152,,5137479291,212,19.0,5137479285,140,29.1,5137479685,189,,5137479279,5,,5137479287,141,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940467,524,1,2,55,28,c165yjiny1qnmfdvefxvflnkc,1,29.1,40.8,2024-08-09T18:12:15.110Z,2024-08-09T18:12:16Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5137479367,213,2.08,5137479365,212,18.6,5137479359,56,Back,5137479361,140,20.4,5137479363,141,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940517,525,1,2,55,29,c165yjiny1qnmfdvefxvflnkc,1,20.4,64.7,2024-08-09T18:12:15.893Z,2024-08-09T18:12:19Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137479639,141,23.2,5137479647,213,4.82,5137479643,212,28.4,5137479633,56,Back,5137479635,140,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940593,526,1,2,55,33,c165yjiny1qnmfdvefxvflnkc,1,23.4,23.2,2024-08-09T18:12:20.182Z,2024-08-09T18:12:24Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137480019,140,25.3,5137480017,56,Back,5137480025,213,1.49,5137480023,212,25.6,5137480021,141,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940615,527,1,2,55,37,c165yjiny1qnmfdvefxvflnkc,1,27.7,66.3,2024-08-09T18:12:24.246Z,2024-08-09T18:12:26Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137480147,141,44.9,5137480149,212,14.8,5137480151,213,4.53,5137480141,56,Back,5137480143,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940687,528,1,2,55,42,c165yjiny1qnmfdvefxvflnkc,1,28.2,49.7,2024-08-09T18:12:29.206Z,2024-08-09T21:59:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137480483,213,1.13,5137480481,212,13.7,5137480477,140,33.8,5137480479,141,67.9,5137480475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940727,529,1,2,55,43,c165yjiny1qnmfdvefxvflnkc,1,25.3,68.3,2024-08-09T18:12:30.358Z,2024-08-09T18:12:32Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137480725,56,Center,5137480729,141,69.0,5137480727,140,52.8,5137480733,213,0.02,5137480731,212,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940775,530,1,2,55,46,c165yjiny1qnmfdvefxvflnkc,1,53.7,74.2,2024-08-09T18:12:32.709Z,2024-08-09T18:12:35Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5137481013,56,Left,5137481021,213,0.67,5137481017,141,93.9,5137481015,140,69.9,5137481019,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940801,531,1,2,55,49,c165yjiny1qnmfdvefxvflnkc,0,76.3,94.6,2024-08-09T18:12:35.829Z,2024-08-09T21:59:23Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5138100913,72,,5138100911,224,,5137481161,141,60.0,5137481153,2,,5137481163,212,27.6,5137481165,213,5.26,5137481159,140,90.0,5137481157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940823,499,12,2,55,51,59as3grjvj19voay31j3yfgni,1,9.6,42.7,2024-08-09T18:12:37.790Z,2024-08-09T18:12:38Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5137481247,140,18.2,5137481249,141,32.5,5137481245,56,Back,5137481253,213,5.63,5137481251,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940875,501,1,2,55,52,59as3grjvj19voay31j3yfgni,1,18.4,32.5,2024-08-09T18:12:39.214Z,2024-08-09T18:12:41Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137481493,140,22.8,5137481491,56,Back,5137481495,141,47.5,5137481497,212,11.2,5137481499,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940961,502,1,2,55,54,59as3grjvj19voay31j3yfgni,1,24.9,46.3,2024-08-09T18:12:41.446Z,2024-08-09T18:12:45Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5137481905,155,,5137481909,140,41.2,5137481915,213,6.11,5137481907,56,Back,5137481911,141,41.9,5137481913,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940965,503,61,2,55,57,59as3grjvj19voay31j3yfgni,0,54.9,35.5,2024-08-09T18:12:44.310Z,2024-08-09T18:12:54Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5137481935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706940997,532,61,2,56,1,c165yjiny1qnmfdvefxvflnkc,1,39.0,71.9,2024-08-09T18:12:47.776Z,2024-08-09T18:12:47Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137482085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706941035,533,59,2,56,3,c165yjiny1qnmfdvefxvflnkc,1,19.5,71.2,2024-08-09T18:12:49.750Z,2024-08-09T18:12:50Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137482239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706941087,534,1,2,56,3,c165yjiny1qnmfdvefxvflnkc,0,19.5,71.2,2024-08-09T18:12:50.358Z,2024-08-09T18:12:53Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137482557,1,,5137482545,157,,5137482547,56,Left,5137482555,213,0.42,5137482549,140,63.4,5137482553,212,50.5,5137482551,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706941105,504,5,2,56,6,59as3grjvj19voay31j3yfgni,1,39.0,-1.4,2024-08-09T18:12:52.750Z,2024-08-09T18:54:05Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5137482709,233,535,5137482649,347,,5137482647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
