id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707974683,335,1,2,47,32,anga7587r1zv4ey71ge9zxol3,1,9.9,53.1,2024-08-11T13:08:13.997Z,2024-08-11T13:08:16Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5143053101,140,25.1,5143053109,212,33.3,5143053105,141,96.0,5143053113,213,1.07,5143053091,123,,5143053115,1,,5143053097,56,Back,5143053139,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707974757,336,1,2,47,35,anga7587r1zv4ey71ge9zxol3,1,25.2,96.2,2024-08-11T13:08:16.589Z,2024-08-11T13:08:20Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5143053501,141,83.3,5143053505,213,4.66,5143053497,56,Back,5143053503,212,8.8,5143053499,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707974785,337,1,2,47,39,anga7587r1zv4ey71ge9zxol3,1,24.3,95.6,2024-08-11T13:08:20.717Z,2024-08-11T13:08:22Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5143053663,56,Back,5143053671,213,3.26,5143053665,140,11.5,5143053669,212,13.5,5143053667,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707974831,338,1,2,47,41,anga7587r1zv4ey71ge9zxol3,0,11.5,93.3,2024-08-11T13:08:22.269Z,2024-08-11T13:08:24Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5143053859,140,48.2,5143053855,157,,5143053857,56,Back,5143053863,212,38.7,5143053869,1,,5143053861,141,88.3,5143053865,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707974843,547,1,2,47,43,77tfx9me4aaqhzv78bmgsy9bg,1,49.0,14.6,2024-08-11T13:08:24.333Z,2024-08-11T16:37:39Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5143053969,212,9.6,5143053965,140,55.5,5143053971,213,0.78,5143053963,56,Center,5143999457,3,,5143053967,141,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707974943,549,1,2,47,45,77tfx9me4aaqhzv78bmgsy9bg,1,55.2,25.4,2024-08-11T13:08:26.757Z,2024-08-11T14:00:23Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5143054489,56,Back,5143054493,141,37.4,5143054495,212,16.5,5143054491,140,41.5,5143054497,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975001,550,1,2,47,51,77tfx9me4aaqhzv78bmgsy9bg,1,47.6,43.3,2024-08-11T13:08:32.197Z,2024-08-11T13:08:36Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143054777,140,47.0,5143054783,213,1.61,5143054779,141,69.3,5143054775,56,Back,5143054781,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975049,551,1,2,47,54,77tfx9me4aaqhzv78bmgsy9bg,1,47.0,69.3,2024-08-11T13:08:35.894Z,2024-08-11T13:08:39Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5143055045,140,45.1,5143055049,212,5.3,5143055047,141,62.1,5143055051,213,4.33,5143055043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975113,552,1,2,47,58,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,60.5,2024-08-11T13:08:39.349Z,2024-08-11T13:08:44Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143055383,56,Back,5143055391,213,4.99,5143055385,140,49.1,5143055389,212,13.8,5143055387,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975165,553,1,2,48,3,77tfx9me4aaqhzv78bmgsy9bg,1,59.1,34.1,2024-08-11T13:08:44.341Z,2024-08-11T13:08:47Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143055627,213,4.52,5143055619,140,56.8,5143055621,141,16.1,5143055625,212,12.5,5143055617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975205,554,1,2,48,5,77tfx9me4aaqhzv78bmgsy9bg,1,56.8,16.1,2024-08-11T13:08:46.997Z,2024-08-11T13:08:48Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143055769,140,62.3,5143055773,212,10.3,5143055771,141,3.5,5143055767,56,Right,5143055777,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975213,555,1,2,48,7,77tfx9me4aaqhzv78bmgsy9bg,1,62.3,3.5,2024-08-11T13:08:48.485Z,2024-08-11T13:08:49Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5143055841,56,Center,5143055845,140,61.9,5143055851,212,15.9,5143055853,213,1.60,5143055847,141,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975231,556,1,2,48,8,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,28.3,2024-08-11T13:08:49.317Z,2024-08-11T13:08:50Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143055939,140,46.4,5143055945,213,3.33,5143055941,141,23.9,5143055943,212,16.3,5143055937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975279,557,1,2,48,9,77tfx9me4aaqhzv78bmgsy9bg,1,46.3,26.5,2024-08-11T13:08:50.469Z,2024-08-11T13:08:53Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143056177,140,44.8,5143056179,141,63.0,5143056175,56,Back,5143056181,212,24.9,5143056185,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975317,558,1,2,48,13,77tfx9me4aaqhzv78bmgsy9bg,1,44.7,67.7,2024-08-11T13:08:54.070Z,2024-08-11T13:08:55Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143056409,141,86.7,5143056415,213,0.98,5143056411,212,15.6,5143056403,56,Left,5143056407,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975371,559,1,2,48,14,77tfx9me4aaqhzv78bmgsy9bg,1,52.9,85.1,2024-08-11T13:08:55.637Z,2024-08-11T13:08:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5143056615,56,Back,5143056619,141,68.6,5143056617,140,44.2,5143056623,213,4.03,5143056621,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975393,560,1,2,48,17,77tfx9me4aaqhzv78bmgsy9bg,1,46.9,68.6,2024-08-11T13:08:58.789Z,2024-08-11T13:09:00Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143056777,212,20.2,5143056775,141,58.5,5143056771,56,Center,5143056779,213,5.94,5143056773,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975405,561,1,2,48,19,77tfx9me4aaqhzv78bmgsy9bg,1,65.5,58.5,2024-08-11T13:09:00.613Z,2024-08-11T14:00:53Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143056833,56,Center,5143056841,213,3.19,5143056839,212,4.3,5143056837,141,58.2,5143056835,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975423,562,1,2,48,20,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,58.8,2024-08-11T13:09:01.685Z,2024-08-11T13:09:02Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143056907,140,61.0,5143056911,212,11.0,5143056905,56,Center,5143056909,141,75.0,5143056913,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975489,563,1,2,48,21,77tfx9me4aaqhzv78bmgsy9bg,1,60.8,75.5,2024-08-11T13:09:02.629Z,2024-08-11T13:09:06Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5143057289,141,91.5,5143057281,56,Left,5143057285,140,79.3,5143057293,213,0.51,5143057291,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975501,564,1,2,48,25,77tfx9me4aaqhzv78bmgsy9bg,0,82.5,92.3,2024-08-11T13:09:06.421Z,2024-08-11T16:38:07Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5143057511,233,339,5143057519,286,,5143057347,141,89.4,5144002121,72,,5143057507,236,,5143057343,56,Left,5143057339,2,,5144002119,224,,5143057351,213,5143057341,155,5143057349,212,2.5,5143057345,140,83.9,,,5.35,,,,,,,,,,,,,,
2707975531,339,12,2,48,25,anga7587r1zv4ey71ge9zxol3,1,14.1,14.3,2024-08-11T13:09:06.521Z,2024-08-11T13:09:09Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5143057491,185,,5143057527,233,564,5143057493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975589,565,1,2,48,30,77tfx9me4aaqhzv78bmgsy9bg,1,66.0,92.6,2024-08-11T13:09:11.477Z,2024-08-11T13:09:14Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5143057845,213,4.92,5143057841,141,71.6,5143057837,56,Center,5143057843,212,14.6,5143057839,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975611,566,1,2,48,33,77tfx9me4aaqhzv78bmgsy9bg,1,67.7,78.0,2024-08-11T13:09:14.037Z,2024-08-11T13:09:16Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143057965,140,75.8,5143057969,212,13.1,5143057967,141,92.7,5143057971,213,0.87,5143057963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975655,567,1,2,48,35,77tfx9me4aaqhzv78bmgsy9bg,1,75.8,92.7,2024-08-11T13:09:16.070Z,2024-08-11T13:09:18Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5143058233,140,68.9,5143058239,213,4.09,5143058235,141,77.9,5143058237,212,12.4,5143058231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975725,568,1,2,48,37,77tfx9me4aaqhzv78bmgsy9bg,1,69.2,77.9,2024-08-11T13:09:18.789Z,2024-08-11T13:09:22Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5143058629,212,25.8,5143058625,140,55.6,5143058631,213,4.13,5143058623,56,Center,5143058627,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975747,569,1,2,48,41,77tfx9me4aaqhzv78bmgsy9bg,1,56.0,41.6,2024-08-11T13:09:22.773Z,2024-08-11T13:09:24Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5143058727,141,25.7,5143058733,213,5.02,5143058729,212,11.4,5143058721,56,Center,5143058725,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975769,570,1,2,48,43,77tfx9me4aaqhzv78bmgsy9bg,1,57.4,27.1,2024-08-11T13:09:24.117Z,2024-08-11T13:09:26Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143058837,213,0.06,5143058835,212,10.4,5143058831,140,67.3,5143058829,56,Center,5143058833,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975801,571,1,2,48,45,77tfx9me4aaqhzv78bmgsy9bg,1,67.7,28.0,2024-08-11T13:09:26.181Z,2024-08-11T13:09:27Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143059013,213,2.45,5143059009,141,31.3,5143059005,56,Center,5143059011,212,3.5,5143059007,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975829,572,1,2,48,46,77tfx9me4aaqhzv78bmgsy9bg,1,65.7,34.6,2024-08-11T13:09:27.589Z,2024-08-11T13:09:29Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143059167,213,3.73,5143059155,56,Center,5143059161,141,26.8,5143059165,212,9.6,5143059157,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975861,573,1,2,48,48,77tfx9me4aaqhzv78bmgsy9bg,1,52.4,29.5,2024-08-11T13:09:29.125Z,2024-08-11T13:09:32Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143059379,141,49.7,5143059383,212,25.4,5143059375,56,Back,5143059385,213,2.57,5143059377,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975913,574,1,2,48,51,77tfx9me4aaqhzv78bmgsy9bg,1,31.9,49.9,2024-08-11T13:09:32.117Z,2024-08-11T13:09:36Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5143059647,56,Back,5143059661,141,72.6,5143059669,213,1.13,5143059665,212,17.1,5143059653,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975957,575,1,2,48,55,77tfx9me4aaqhzv78bmgsy9bg,1,39.6,62.6,2024-08-11T13:09:36.213Z,2024-08-11T13:09:40Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143059955,141,37.4,5143059959,213,4.33,5143059957,212,18.4,5143059951,56,Back,5143059953,140,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707975993,576,1,2,48,59,77tfx9me4aaqhzv78bmgsy9bg,1,36.6,38.3,2024-08-11T13:09:40.693Z,2024-08-11T13:09:43Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5143060211,141,87.3,5143060215,213,1.08,5143060209,140,53.4,5143060213,212,37.7,5143060217,1,,5143060207,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976019,577,1,2,49,2,77tfx9me4aaqhzv78bmgsy9bg,1,51.6,83.7,2024-08-11T13:09:43.717Z,2024-08-11T13:09:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5143060343,213,4.84,5143060341,212,11.4,5143060339,141,67.1,5143060331,56,Center,5143060335,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976035,578,1,2,49,3,77tfx9me4aaqhzv78bmgsy9bg,1,53.0,67.1,2024-08-11T13:09:44.709Z,2024-08-11T13:09:45Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5143060399,140,41.7,5143060401,141,70.8,5143060405,213,2.93,5143060403,212,12.1,5143060415,156,,5143060397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976093,579,1,2,49,6,77tfx9me4aaqhzv78bmgsy9bg,1,44.3,59.1,2024-08-11T13:09:47.269Z,2024-08-11T13:09:49Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143060699,141,42.4,5143060695,56,Center,5143060701,212,14.4,5143060703,213,5.38,5143060697,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976115,580,1,2,49,8,77tfx9me4aaqhzv78bmgsy9bg,1,52.8,42.4,2024-08-11T13:09:49.204Z,2024-08-11T13:09:50Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143060825,212,11.2,5143060821,140,52.7,5143060823,141,26.0,5143060827,213,4.70,5143060819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976141,581,1,2,49,9,77tfx9me4aaqhzv78bmgsy9bg,1,52.7,26.0,2024-08-11T13:09:50.741Z,2024-08-11T13:09:53Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143060933,140,66.7,5143060935,141,11.8,5143060939,213,5.70,5143060937,212,17.6,5143060931,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976155,582,1,2,49,12,77tfx9me4aaqhzv78bmgsy9bg,1,67.5,7.9,2024-08-11T13:09:53.445Z,2024-08-11T13:09:54Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143061023,141,1.9,5143061029,213,4.32,5143061015,56,Right,5143061019,140,65.9,5143061027,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976187,583,1,2,49,13,77tfx9me4aaqhzv78bmgsy9bg,1,65.8,1.7000000000000002,2024-08-11T13:09:54.277Z,2024-08-11T13:09:57Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5143061159,56,Right,5143061167,141,19.6,5143061171,212,12.2,5143061163,140,64.5,5143061173,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976225,584,1,2,49,15,77tfx9me4aaqhzv78bmgsy9bg,1,67.7,19.1,2024-08-11T13:09:56.901Z,2024-08-11T13:10:00Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5143061347,140,94.9,5143061353,213,0.03,5143061343,155,,5143061345,56,Right,5143061349,141,20.5,5143061351,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976237,585,3,2,49,18,77tfx9me4aaqhzv78bmgsy9bg,0,94.6,21.6,2024-08-11T13:09:59.877Z,2024-08-11T16:38:46Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5143061587,233,340,5143061407,286,,5144005449,465,,5143061405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976267,340,7,2,49,18,anga7587r1zv4ey71ge9zxol3,1,5.4,78.4,2024-08-11T13:09:59.878Z,2024-08-11T16:38:47Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5144005575,385,,5143061557,56,Back,5143061551,167,,5143061577,233,585,5143061561,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976269,341,6,2,49,20,anga7587r1zv4ey71ge9zxol3,0,5.4,77.9,2024-08-11T13:10:01.477Z,2024-08-11T16:39:10Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5143061747,73,,5143061741,56,Back,5143061807,233,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707976261,586,6,2,49,20,77tfx9me4aaqhzv78bmgsy9bg,1,94.6,22.1,2024-08-11T13:10:01.477Z,2024-08-11T14:01:38Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5143061583,75,,5143061769,233,341,5143061581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977159,587,1,2,50,18,77tfx9me4aaqhzv78bmgsy9bg,1,99.5,0.5,2024-08-11T13:10:59.494Z,2024-08-11T16:39:19Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143066307,56,Center,5143066299,2,,5143066311,141,62.6,5143066315,213,1.66,5143066303,155,,5143066317,1,,5144008379,72,,5143066301,6,,5143066305,223,5143066309,140,5143066313,212,42.4,,,,,,,96.0,,,,,,,,,,,,,
2707977163,588,1,2,50,20,77tfx9me4aaqhzv78bmgsy9bg,0,96.0,62.6,2024-08-11T13:11:01.316Z,2024-08-11T13:14:29Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143066345,3,,5143066349,140,97.2,5143066351,141,50.7,5143066355,213,4.87,5143066353,212,8.2,5143066347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977195,342,44,2,50,21,anga7587r1zv4ey71ge9zxol3,1,2.8,50.9,2024-08-11T13:11:02.740Z,2024-08-11T17:48:24Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5143066463,285,,5143068207,233,590,5143066461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977499,590,44,2,50,21,77tfx9me4aaqhzv78bmgsy9bg,0,97.2,49.1,2024-08-11T13:11:02.741Z,2024-08-11T17:48:25Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5143068085,56,Center,5143068089,286,,5143068215,233,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977239,343,41,2,50,22,anga7587r1zv4ey71ge9zxol3,1,3.0,52.3,2024-08-11T13:11:03.029Z,2024-08-11T16:39:39Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5143066723,141,63.8,5144009919,378,,5143066727,213,0.53,5143066721,140,15.7,5143066725,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977255,344,12,2,50,25,anga7587r1zv4ey71ge9zxol3,1,13.4,62.4,2024-08-11T13:11:06.589Z,2024-08-11T16:39:40Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5143066809,141,100.0,5143066807,140,36.7,5143066805,56,Back,5143066813,213,0.83,5143066811,212,36.1,5144009605,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977263,345,5,2,50,28,anga7587r1zv4ey71ge9zxol3,0,36.7,101.6,2024-08-11T13:11:09.727Z,2024-08-11T13:17:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5143068115,233,589,5143066861,347,,5143066859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977491,589,5,2,50,28,77tfx9me4aaqhzv78bmgsy9bg,1,63.3,-1.6,2024-08-11T13:11:09.727Z,2024-08-11T13:17:12Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5143068107,233,345,5143068059,56,Right,5143068063,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977661,591,1,2,50,53,77tfx9me4aaqhzv78bmgsy9bg,1,64.0,0.0,2024-08-11T13:11:34.580Z,2024-08-11T13:11:35Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5143068977,212,30.1,5143068979,213,2.20,5143068971,56,Back,5143068975,141,34.1,5143069007,189,,5143068981,1,,5143068973,140,47.2,5143068969,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977711,592,1,2,50,56,77tfx9me4aaqhzv78bmgsy9bg,1,44.2,50.1,2024-08-11T13:11:37.461Z,2024-08-11T13:12:04Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5143069223,141,63.0,5143069225,212,15.4,5143069221,140,56.2,5143069267,189,,5143069219,56,Center,5143069227,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977767,593,1,2,50,59,77tfx9me4aaqhzv78bmgsy9bg,1,53.9,61.4,2024-08-11T13:11:40.548Z,2024-08-11T13:11:41Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143069561,213,5.92,5143069553,56,Center,5143069555,140,69.6,5143069559,212,17.6,5143069557,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977801,594,1,2,51,0,77tfx9me4aaqhzv78bmgsy9bg,0,73.8,54.8,2024-08-11T13:11:41.829Z,2024-08-11T13:11:44Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143069739,141,91.2,5143069735,56,Left,5143069743,213,0.72,5143069737,140,100.0,5143069745,1,,5143069741,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978075,346,5,2,51,2,anga7587r1zv4ey71ge9zxol3,1,-0.9,16.6,2024-08-11T13:11:43.908Z,2024-08-11T13:17:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5143071029,56,Back,5143071031,346,,5143071069,233,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707977805,595,5,2,51,2,77tfx9me4aaqhzv78bmgsy9bg,0,100.9,83.4,2024-08-11T13:11:43.908Z,2024-08-11T13:17:13Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5143069765,56,Left,5143069767,346,,5143071115,233,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978097,347,1,2,51,21,anga7587r1zv4ey71ge9zxol3,1,5.0,61.7,2024-08-11T13:12:02.284Z,2024-08-11T13:12:03Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5143071161,213,4.38,5143071165,237,,5143071157,141,50.9,5143071153,56,Back,5143071155,140,2.6,5143071159,212,7.8,5143071151,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978121,348,1,2,51,22,anga7587r1zv4ey71ge9zxol3,1,2.7,50.0,2024-08-11T13:12:03.355Z,2024-08-11T13:12:04Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5143071309,212,26.2,5143071301,140,23.0,5143071305,141,27.6,5143071297,56,Back,5143071311,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978209,349,1,2,51,23,anga7587r1zv4ey71ge9zxol3,1,23.5,27.3,2024-08-11T13:12:04.859Z,2024-08-11T13:12:10Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5143071759,212,17.2,5143071755,140,10.3,5143071757,141,12.3,5143071753,56,Back,5143071761,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978239,350,1,2,51,28,anga7587r1zv4ey71ge9zxol3,0,21.4,6.7,2024-08-11T13:12:09.964Z,2024-08-11T13:12:12Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5143071927,140,61.9,5143071941,213,0.28,5143071919,155,,5143071947,1,,5143071935,212,44.3,5143071923,56,Center,5143071931,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978259,596,44,2,51,31,77tfx9me4aaqhzv78bmgsy9bg,1,38.1,78.8,2024-08-11T13:12:12.644Z,2024-08-11T17:48:25Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143072035,285,,5143072235,233,351,5143072033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978289,351,44,2,51,31,anga7587r1zv4ey71ge9zxol3,0,61.9,21.2,2024-08-11T13:12:12.645Z,2024-08-11T17:48:25Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5143072255,233,596,5143072191,286,,5143072189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707978283,597,1,2,51,32,77tfx9me4aaqhzv78bmgsy9bg,1,39.3,80.4,2024-08-11T13:12:13.028Z,2024-08-11T13:12:14Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5143072139,212,21.0,5143072131,3,,5143072137,141,74.3,5143072135,140,58.9,5143072133,56,Center,5143072141,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
