id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2804516677,338,1,1,41,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.7,58.5,2025-04-21T14:43:32.697Z,2025-04-21T18:11:27Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670568887,141,29.5,5670568883,56,Back,5670568891,213,5.04,5670568885,140,15.1,5670568889,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516715,339,1,1,41,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.0,29.5,2025-04-21T14:43:34.073Z,2025-04-21T18:11:26Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670569135,56,Back,5670569137,140,4.3,5670569139,141,56.4,5670569141,212,21.5,5670569143,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516773,340,1,1,41,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.3,56.4,2025-04-21T14:43:36.025Z,2025-04-21T18:11:26Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670569459,140,10.5,5670569461,141,82.0,5670569465,212,18.6,5670569457,56,Back,5670569469,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516823,341,1,1,41,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.8,82.1,2025-04-21T14:43:37.570Z,2025-04-21T18:11:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670569795,56,Back,5670569801,140,17.3,5670569811,213,5.17,5670569809,212,15.6,5670569805,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516859,342,1,1,41,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.2,61.7,2025-04-21T14:43:39.866Z,2025-04-21T18:11:26Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670570019,213,3.30,5670570011,56,Back,5670570013,140,1.8,5670570015,141,58.1,5670570017,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516937,343,1,1,41,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,1.1,59.7,2025-04-21T14:43:41.138Z,2025-04-21T18:11:25Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670570409,141,86.0,5670570413,213,1.43,5670570411,212,18.1,5670570405,56,Back,5670570407,140,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804516967,344,1,1,41,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.6,86.5,2025-04-21T14:43:44.058Z,2025-04-21T18:11:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670570647,141,96.3,5670570643,56,Back,5670570645,140,11.0,5670570651,212,9.5,5670570653,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804517031,345,1,1,41,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.0,96.3,2025-04-21T14:43:45.338Z,2025-04-21T18:11:25Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5670571043,213,6.15,5670571033,140,19.4,5670571029,56,Back,5670571037,141,94.5,5670571041,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804517043,346,4,1,41,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.8,93.2,2025-04-21T14:43:47.500Z,2025-04-21T18:54:41Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670571603,56,Back,5670571601,13,,5670571609,285,,5670571683,233,376,5671630165,294,,5670571605,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804517017,376,4,1,41,29,9qsmopgutr7ut5g6workk8w4i,0,76.2,6.8,2025-04-21T14:43:47.501Z,2025-04-21T18:54:43Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670570973,152,,5670571741,233,346,5670570971,56,Right,5671630325,294,,5670570977,286,,5670570969,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804517181,377,17,1,41,35,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:43:54.207Z,2025-04-21T18:09:54Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670573087,31,,5670573091,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518337,347,1,1,42,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.2,93.0,2025-04-21T14:44:33.571Z,2025-04-21T18:11:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670578329,1,,5670578305,5,,5670578315,56,Left,5670578323,141,95.9,5670578309,155,,5670578319,140,73.7,5670578325,212,40.5,5670578313,152,,5670578327,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518355,348,1,1,42,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.7,95.9,2025-04-21T14:44:33.595Z,2025-04-21T18:11:24Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670578391,56,Left,5670578397,212,7.3,5670578389,3,,5670578393,140,76.8,5670578399,213,5.17,5670578395,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518371,378,61,1,42,16,9qsmopgutr7ut5g6workk8w4i,1,17.7,14.6,2025-04-21T14:44:34.995Z,2025-04-21T18:09:53Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670578487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518383,379,61,1,42,17,9qsmopgutr7ut5g6workk8w4i,1,18.3,16.2,2025-04-21T14:44:36.130Z,2025-04-21T18:09:53Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670578553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518461,380,1,1,42,18,9qsmopgutr7ut5g6workk8w4i,1,17.6,10.0,2025-04-21T14:44:37.090Z,2025-04-21T18:09:53Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670578935,140,44.4,5670578947,1,,5670578939,141,12.0,5670578931,157,,5670578943,213,0.05,5670578933,56,Back,5670578941,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518475,381,50,1,42,20,9qsmopgutr7ut5g6workk8w4i,1,42.8,15.0,2025-04-21T14:44:38.760Z,2025-04-21T18:09:53Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5670578997,286,,5670578993,56,Back,5670579327,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518519,349,7,1,42,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.2,85.0,2025-04-21T14:44:38.761Z,2025-04-21T18:55:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5671631783,178,,5670579279,233,381,5670579247,56,Left,5671631781,384,,5670579249,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804528487,386,1,1,42,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.7,67.3,2025-04-21T14:44:39.247Z,2025-04-21T18:11:23Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670634339,212,10.0,5670634343,1,,5670634331,157,,5670634341,213,6.26,5670634333,56,Center,5670634335,140,65.2,5670634337,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518639,382,1,1,42,22,9qsmopgutr7ut5g6workk8w4i,0,29.2,22.8,2025-04-21T14:44:40.520Z,2025-04-21T18:09:52Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670579859,56,Center,5670579861,140,64.9,5670579867,213,0.24,5670579863,141,36.1,5670579869,1,,5670579865,212,38.6,5670579857,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518657,350,44,1,42,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.2,58.8,2025-04-21T14:44:44.495Z,2025-04-21T19:05:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670579955,285,,5670580077,233,383,5670579953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518649,383,44,1,42,26,9qsmopgutr7ut5g6workk8w4i,0,63.8,41.2,2025-04-21T14:44:44.496Z,2025-04-21T19:05:04Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5670579897,286,,5670580131,233,350,5670579895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518697,351,61,1,42,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.2,50.7,2025-04-21T14:44:45.099Z,2025-04-21T18:11:23Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670580209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518735,352,1,1,42,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.5,30.4,2025-04-21T14:44:46.364Z,2025-04-21T18:11:23Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5670580377,56,Back,5670580385,213,2.67,5670580381,141,45.4,5670580383,212,22.4,5670580379,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518765,353,1,1,42,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,11.4,45.4,2025-04-21T14:44:47.755Z,2025-04-21T18:11:22Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670580585,1,,5670580573,157,,5670580577,140,62.4,5670580579,141,70.5,5670580583,213,0.31,5670580575,56,Center,5670580581,212,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518901,354,83,1,42,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.0,65.7,2025-04-21T14:44:51.091Z,2025-04-21T18:11:22Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5670581957,399,6anvl82jyio52wo87cbxdp4np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804518999,385,1,1,42,36,9qsmopgutr7ut5g6workk8w4i,1,31.8,22.8,2025-04-21T14:44:54.503Z,2025-04-21T18:09:52Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670581897,141,32.1,5670581889,56,Back,5670581893,140,24.3,5670581903,212,10.1,5670581909,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519123,387,1,1,42,43,9qsmopgutr7ut5g6workk8w4i,1,18.8,45.7,2025-04-21T14:45:01.880Z,2025-04-21T18:09:51Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670582703,212,9.2,5670582697,56,Back,5670582701,141,32.7,5670582705,213,5.00,5670582699,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519223,388,1,1,42,44,9qsmopgutr7ut5g6workk8w4i,1,21.3,33.1,2025-04-21T14:45:02.720Z,2025-04-21T18:09:51Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670583163,140,15.8,5670583167,212,12.3,5670583161,56,Back,5670583165,141,49.0,5670583169,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519069,386,43,1,42,45,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:45:03.431Z,2025-04-21T14:51:16Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670582387,140,14.1,5670582393,213,2.77,5670582389,141,38.3,5670582391,212,9.2,5670582385,56,Back,5670617127,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519289,389,1,1,42,47,9qsmopgutr7ut5g6workk8w4i,1,18.9,47.8,2025-04-21T14:45:05.915Z,2025-04-21T18:09:51Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670583481,141,7.7,5670583479,140,38.0,5670583483,212,33.8,5670583477,56,Back,5670583485,213,5.35,5670583475,155,,5670583487,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519387,390,1,1,42,49,9qsmopgutr7ut5g6workk8w4i,1,41.6,8.3,2025-04-21T14:45:08.091Z,2025-04-21T18:09:51Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670584025,213,1.20,5670584023,212,15.3,5670584017,140,46.9,5670584021,141,29.2,5670584013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519433,391,1,1,42,53,9qsmopgutr7ut5g6workk8w4i,1,45.4,36.6,2025-04-21T14:45:11.916Z,2025-04-21T18:09:50Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5670584265,140,43.5,5670584271,213,1.65,5670584267,141,72.7,5670584269,212,24.6,5670584261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519537,392,1,1,42,55,9qsmopgutr7ut5g6workk8w4i,1,43.5,73.0,2025-04-21T14:45:13.941Z,2025-04-21T18:09:50Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670584803,213,0.77,5670584795,140,58.5,5670584801,212,21.9,5670584797,141,95.3,5670584793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519633,393,1,1,43,0,9qsmopgutr7ut5g6workk8w4i,1,64.0,94.5,2025-04-21T14:45:18.311Z,2025-04-21T18:09:50Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670585357,141,87.7,5670585353,56,Left,5670585355,140,60.7,5670585359,212,5.8,5670585361,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519691,394,1,1,43,4,9qsmopgutr7ut5g6workk8w4i,1,72.6,69.7,2025-04-21T14:45:22.411Z,2025-04-21T18:09:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670585685,213,4.57,5670585677,56,Center,5670585679,140,70.1,5670585683,212,18.7,5670585681,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519737,395,1,1,43,6,9qsmopgutr7ut5g6workk8w4i,1,69.5,55.8,2025-04-21T14:45:24.651Z,2025-04-21T18:09:49Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670585875,212,5.7,5670585869,56,Center,5670585871,140,72.5,5670585877,213,0.98,5670585873,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519811,355,83,1,43,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.5,53.6,2025-04-21T14:45:25.180Z,2025-04-21T18:11:22Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670587159,399,etz3rjq7chhaomst5u28nnff9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519847,396,1,1,43,10,9qsmopgutr7ut5g6workk8w4i,1,71.1,61.1,2025-04-21T14:45:28.451Z,2025-04-21T18:09:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670586521,212,4.1,5670586513,56,Center,5670586517,141,56.7,5670586525,213,3.97,5670586515,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519911,397,1,1,43,11,9qsmopgutr7ut5g6workk8w4i,1,69.7,54.3,2025-04-21T14:45:29.481Z,2025-04-21T18:09:49Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670586869,141,32.7,5670586871,212,15.0,5670586865,56,Center,5670586873,213,4.92,5670586867,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519949,398,1,1,43,13,9qsmopgutr7ut5g6workk8w4i,1,68.8,25.2,2025-04-21T14:45:32.061Z,2025-04-21T18:09:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670587071,212,5.6,5670587069,141,33.1,5670587073,213,1.27,5670587065,56,Center,5670587067,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520013,399,1,1,43,15,9qsmopgutr7ut5g6workk8w4i,1,68.4,43.6,2025-04-21T14:45:33.881Z,2025-04-21T18:09:48Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670587447,141,68.8,5670587445,140,63.4,5670587451,213,1.87,5670587443,56,Center,5670587449,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520133,400,1,1,43,17,9qsmopgutr7ut5g6workk8w4i,1,61.8,72.7,2025-04-21T14:45:36.051Z,2025-04-21T18:09:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670588047,141,92.0,5670588053,213,1.06,5670588045,140,68.8,5670588043,56,Left,5670588049,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520205,401,1,1,43,21,9qsmopgutr7ut5g6workk8w4i,1,77.6,91.2,2025-04-21T14:45:40.033Z,2025-04-21T18:09:48Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670588387,140,73.8,5670588389,141,85.3,5670588393,213,3.93,5670588385,56,Left,5670588391,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520255,402,1,1,43,23,9qsmopgutr7ut5g6workk8w4i,1,72.8,84.7,2025-04-21T14:45:41.852Z,2025-04-21T18:09:47Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5670588599,213,0.91,5670588591,140,76.5,5670588595,141,92.0,5670588597,212,6.3,5670588589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520305,403,1,1,43,25,9qsmopgutr7ut5g6workk8w4i,1,75.4,91.4,2025-04-21T14:45:43.311Z,2025-04-21T18:09:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670588865,141,82.6,5670588869,213,4.26,5670588867,212,6.7,5670588863,140,72.6,5670588861,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520421,404,1,1,43,27,9qsmopgutr7ut5g6workk8w4i,1,74.5,75.3,2025-04-21T14:45:45.412Z,2025-04-21T18:09:47Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5670589507,140,89.5,5670589505,56,Center,5670589513,213,5.82,5670589511,212,17.6,5670589509,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520425,405,50,1,43,31,9qsmopgutr7ut5g6workk8w4i,1,96.9,65.1,2025-04-21T14:45:50.172Z,2025-04-21T18:09:46Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670589535,56,Center,5670589537,286,,5670590195,233,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520533,356,7,1,43,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.1,34.9,2025-04-21T14:45:50.173Z,2025-04-21T18:57:40Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670590067,56,Back,5670590155,233,405,5671639045,178,,5671639043,384,,5670590069,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520547,357,52,1,43,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,30.1,2025-04-21T14:45:53.813Z,2025-04-21T18:57:43Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5671639179,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520983,358,1,1,43,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,11.2,50.0,2025-04-21T14:46:08.062Z,2025-04-21T18:11:21Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5670738157,199,,5670592515,141,60.2,5670663807,212,59.7,5670592521,1,,5670663811,213,0.12,5670592601,189,,5670592511,56,Center,5670592513,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521009,406,12,1,43,52,9qsmopgutr7ut5g6workk8w4i,1,26.4,48.5,2025-04-21T14:46:10.822Z,2025-04-21T18:09:46Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670592681,141,51.5,5670592683,212,22.8,5670592715,15,,5670592679,140,48.0,5670592677,56,Back,5670592685,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521157,359,2,1,43,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.8,50.4,2025-04-21T14:46:12.486Z,2025-04-21T18:11:21Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670593671,56,Center,5670593669,7,1329qhvvxpp6j4q5esh4n3hii,5670593499,140,70.1,5670593503,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521365,408,1,1,44,5,9qsmopgutr7ut5g6workk8w4i,1,31.9,62.0,2025-04-21T14:46:23.313Z,2025-04-21T18:09:46Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670594575,141,56.4,5670594577,212,5.2,5670594569,241,,5670594567,5,,5670594579,213,3.96,5670594573,140,28.5,5670594571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521381,409,1,1,44,6,9qsmopgutr7ut5g6workk8w4i,1,27.5,56.0,2025-04-21T14:46:24.313Z,2025-04-21T18:09:45Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670594689,213,1.38,5670594681,56,Back,5670594683,140,28.7,5670594685,141,65.7,5670594687,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521423,410,1,1,44,6,9qsmopgutr7ut5g6workk8w4i,1,29.3,68.1,2025-04-21T14:46:25.068Z,2025-04-21T18:09:45Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670594871,212,7.4,5670594869,141,60.2,5670594865,56,Back,5670594873,213,5.48,5670594867,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521463,411,1,1,44,8,9qsmopgutr7ut5g6workk8w4i,0,34.2,60.2,2025-04-21T14:46:26.633Z,2025-04-21T18:09:45Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670595067,140,53.5,5670595069,141,50.6,5670595071,212,21.3,5670595065,56,Center,5670595073,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521527,361,1,1,44,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.7,51.5,2025-04-21T14:46:30.358Z,2025-04-21T18:11:20Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670595373,56,Back,5670595379,212,10.2,5670595383,213,4.63,5670595377,141,36.6,5670595375,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521557,362,1,1,44,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.9,36.6,2025-04-21T14:46:31.238Z,2025-04-21T18:11:20Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670595529,56,Back,5670595533,141,54.2,5670595537,213,1.44,5670595531,140,47.4,5670595535,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521629,363,1,1,44,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.7,54.8,2025-04-21T14:46:32.286Z,2025-04-21T18:11:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670595919,56,Center,5670595925,212,19.6,5670595921,140,63.7,5670595923,141,69.6,5670595927,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521659,364,1,1,44,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.7,69.6,2025-04-21T14:46:34.246Z,2025-04-21T18:11:19Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5670596063,56,Back,5670596069,212,24.2,5670596067,141,85.1,5670596105,156,,5670596065,140,43.0,5670596071,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521917,365,1,1,44,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.0,85.1,2025-04-21T14:46:35.639Z,2025-04-21T18:11:19Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5670597319,213,6.18,5670597311,140,72.2,5670597313,141,80.5,5670597307,56,Left,5670597317,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804707213,1010,83,1,44,22,9qsmopgutr7ut5g6workk8w4i,1,17.7,12.1,2025-04-21T14:46:40.847Z,2025-04-21T18:58:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5671642093,399,1329qhvvxpp6j4q5esh4n3hii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521939,366,1,1,44,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.9,74.1,2025-04-21T14:46:44.711Z,2025-04-21T19:02:13Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5671651271,20,,5670598657,286,,5670597419,140,97.5,5670597423,212,3.5,5670597417,56,Center,5670598653,233,412,5671651269,386,,5671651265,225,,5670597425,213,4.59,5670598651,236,5670597421,141,69.0,,5670598613,2,,,,,,,,,,,,,,,,,,,
2804521953,412,12,1,44,26,9qsmopgutr7ut5g6workk8w4i,1,2.9,26.8,2025-04-21T14:46:44.811Z,2025-04-21T18:09:45Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670597495,56,Back,5670597493,185,,5670598691,233,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521999,367,6,1,44,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,97.2,71.6,2025-04-21T14:46:46.853Z,2025-04-21T18:11:19Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5670597787,233,413,5670597761,56,Center,5670597763,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
