id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value
2807237235,525,5,2,53,44,b3r6d8ydtmtjckam6pku9y400,1,55.8,-1.4,2025-04-27T15:14:18.579Z,2025-04-27T16:07:07Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5685563233,56,Right,5685563275,233,438,5685563235,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237431,527,1,2,53,54,b3r6d8ydtmtjckam6pku9y400,1,56.4,0.0,2025-04-27T15:14:29.061Z,2025-04-27T17:39:06Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5686380591,189,,5685564255,212,18.2,5685564257,213,1.55,5685564253,141,25.0,5685564251,140,56.8,5685564247,107,,5685564249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237397,439,83,2,53,55,5rz9enoyknpg8ji78za5b82p0,0,35.7,60.3,2025-04-27T15:14:29.582Z,2025-04-27T15:14:34Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685564507,399,66psa7xh8odnlp39ue5vzpes4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237435,440,83,2,53,57,5rz9enoyknpg8ji78za5b82p0,0,39.0,71.5,2025-04-27T15:14:31.253Z,2025-04-27T17:39:22Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5685564485,399,66psa7xh8odnlp39ue5vzpes4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237453,528,1,2,53,57,b3r6d8ydtmtjckam6pku9y400,1,57.2,20.9,2025-04-27T15:14:31.525Z,2025-04-27T15:14:32Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685564345,140,52.3,5685564355,213,4.04,5685564351,212,8.3,5685564347,141,11.4,5685564341,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237467,529,1,2,53,58,b3r6d8ydtmtjckam6pku9y400,1,52.3,11.4,2025-04-27T15:14:32.661Z,2025-04-27T15:14:35Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685564465,213,2.59,5685564457,56,Back,5685564461,141,34.0,5685564463,212,29.2,5685564459,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237537,530,1,2,54,1,b3r6d8ydtmtjckam6pku9y400,1,28.7,34.0,2025-04-27T15:14:35.301Z,2025-04-27T15:14:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685564855,141,69.1,5685564851,56,Back,5685564859,213,1.36,5685564857,212,24.4,5685564853,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237607,531,1,2,54,4,b3r6d8ydtmtjckam6pku9y400,1,38.2,70.5,2025-04-27T15:14:38.469Z,2025-04-27T15:14:43Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685565205,141,91.8,5685565209,213,2.29,5685565201,56,Back,5685565207,212,19.3,5685565203,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237637,532,1,2,54,8,b3r6d8ydtmtjckam6pku9y400,0,26.3,92.3,2025-04-27T15:14:43.205Z,2025-04-27T15:14:45Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685565405,1,,5685565385,140,97.7,5685565393,212,76.0,5685565383,56,Center,5685565401,213,6.12,5685565389,141,73.9,5685565381,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237665,441,52,2,54,12,5rz9enoyknpg8ji78za5b82p0,1,6.8,25.2,2025-04-27T15:14:46.829Z,2025-04-27T17:39:39Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5686383705,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237869,442,1,2,54,22,5rz9enoyknpg8ji78za5b82p0,1,10.6,63.0,2025-04-27T15:14:57.085Z,2025-04-27T15:14:59Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685566675,123,,5685566683,212,8.1,5685566681,141,74.1,5685566685,213,1.19,5685566679,140,13.5,5685566677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237883,443,1,2,54,24,5rz9enoyknpg8ji78za5b82p0,1,13.6,74.1,2025-04-27T15:14:59.198Z,2025-04-27T15:15:00Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685566761,212,15.7,5685566757,140,28.3,5685566759,141,69.9,5685566763,213,6.10,5685566755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237935,444,1,2,54,25,5rz9enoyknpg8ji78za5b82p0,1,28.3,69.9,2025-04-27T15:15:00.014Z,2025-04-27T15:15:02Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685567045,213,3.44,5685567037,56,Back,5685567039,140,2.7,5685567043,212,28.1,5685567041,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237979,445,1,2,54,28,5rz9enoyknpg8ji78za5b82p0,0,3.3,58.5,2025-04-27T15:15:02.382Z,2025-04-27T15:15:04Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685567257,157,,5685567259,56,Back,5685567265,141,100.0,5685567275,213,0.60,5685567261,140,43.9,5685567269,212,51.5,5685567281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237987,446,5,2,54,30,5rz9enoyknpg8ji78za5b82p0,0,42.2,101.3,2025-04-27T15:15:04.646Z,2025-04-27T16:07:07Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685567309,347,,5685567307,56,Back,5685568873,233,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238291,533,5,2,54,30,b3r6d8ydtmtjckam6pku9y400,1,57.8,-1.3,2025-04-27T15:15:04.646Z,2025-04-27T16:07:07Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685568831,347,,5685568855,233,446,5685568827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238353,534,1,2,54,46,b3r6d8ydtmtjckam6pku9y400,1,62.0,0.0,2025-04-27T15:15:21.029Z,2025-04-27T15:15:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685569175,141,21.9,5685569169,107,,5685569179,213,1.85,5685569171,56,Center,5685569173,140,57.6,5685569177,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238435,535,1,2,54,49,b3r6d8ydtmtjckam6pku9y400,1,57.8,10.9,2025-04-27T15:15:23.397Z,2025-04-27T17:40:02Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685569591,1,,5685569589,213,2.26,5685569581,56,Back,5685569587,212,33.4,5685569583,140,37.5,5685569585,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238463,536,1,2,54,52,b3r6d8ydtmtjckam6pku9y400,1,34.2,53.3,2025-04-27T15:15:27.045Z,2025-04-27T15:15:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685569737,140,39.5,5685569739,141,94.7,5685569743,213,1.38,5685569741,212,28.7,5685569735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238483,537,1,2,54,54,b3r6d8ydtmtjckam6pku9y400,1,39.5,94.7,2025-04-27T15:15:28.405Z,2025-04-27T15:15:29Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685569873,212,23.6,5685569871,141,85.6,5685569867,56,Left,5685569875,213,6.02,5685569869,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238529,538,1,2,54,54,b3r6d8ydtmtjckam6pku9y400,1,61.2,85.6,2025-04-27T15:15:29.092Z,2025-04-27T17:40:14Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5686387075,156,,5685570083,140,52.6,5685570087,212,9.0,5685570081,56,Left,5685570089,213,3.10,5685570085,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238565,539,1,2,54,56,b3r6d8ydtmtjckam6pku9y400,0,51.2,86.2,2025-04-27T15:15:30.869Z,2025-04-27T15:15:33Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685570303,1,,5685570295,140,87.5,5685570301,213,0.03,5685570293,56,Left,5685570297,141,88.1,5685570291,155,,5685570299,212,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238995,447,12,2,54,59,5rz9enoyknpg8ji78za5b82p0,1,13.1,11.9,2025-04-27T15:15:34.173Z,2025-04-27T15:15:55Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685572665,213,5.83,5685572657,56,Back,5685572661,141,1.9,5685572659,140,26.3,5685572663,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238777,540,1,2,55,2,b3r6d8ydtmtjckam6pku9y400,1,74.8,94.1,2025-04-27T15:15:36.869Z,2025-04-27T15:15:43Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685571423,141,92.0,5685571427,213,3.26,5685571421,140,63.1,5685571425,212,12.4,5685571419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238825,541,1,2,55,9,b3r6d8ydtmtjckam6pku9y400,1,65.8,94.7,2025-04-27T15:15:43.782Z,2025-04-27T15:15:46Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685571675,56,Back,5685571679,141,69.9,5685571683,213,3.76,5685571677,140,43.4,5685571681,212,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238903,542,1,2,55,12,b3r6d8ydtmtjckam6pku9y400,1,43.4,69.9,2025-04-27T15:15:46.692Z,2025-04-27T15:15:50Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685572125,212,25.7,5685572127,213,4.66,5685572119,56,Back,5685572123,141,32.1,5685572121,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238953,543,1,2,55,15,b3r6d8ydtmtjckam6pku9y400,1,42.1,32.1,2025-04-27T15:15:49.973Z,2025-04-27T15:15:53Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685572415,213,5.30,5685572411,141,8.8,5685572407,56,Right,5685572409,140,52.2,5685572413,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238991,544,1,2,55,18,b3r6d8ydtmtjckam6pku9y400,1,47.7,15.3,2025-04-27T15:15:52.901Z,2025-04-27T15:15:54Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685572617,140,61.6,5685572621,141,29.8,5685572613,56,Center,5685572625,212,17.6,5685572631,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238997,545,61,2,55,20,b3r6d8ydtmtjckam6pku9y400,0,61.6,29.8,2025-04-27T15:15:54.837Z,2025-04-27T15:15:55Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5685572667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239007,448,1,2,55,20,5rz9enoyknpg8ji78za5b82p0,1,43.1,68.1,2025-04-27T15:15:54.909Z,2025-04-27T17:40:49Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685572725,213,4.55,5685572723,212,9.4,5685572719,140,41.7,5685572721,141,54.5,5685572717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239103,450,1,2,55,22,5rz9enoyknpg8ji78za5b82p0,1,30.8,61.5,2025-04-27T15:15:56.989Z,2025-04-27T15:16:01Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685573239,212,21.1,5685573233,56,Back,5685573237,141,30.9,5685573235,140,27.6,5685573241,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239169,451,1,2,55,26,5rz9enoyknpg8ji78za5b82p0,1,39.3,37.0,2025-04-27T15:16:00.909Z,2025-04-27T15:16:04Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685573573,56,Back,5685573581,213,4.78,5685573577,141,9.4,5685573579,212,18.8,5685573575,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239249,452,1,2,55,30,5rz9enoyknpg8ji78za5b82p0,1,40.7,14.7,2025-04-27T15:16:04.269Z,2025-04-27T15:16:09Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5685573937,56,Center,5685573947,212,32.3,5685573943,141,40.3,5685573949,213,0.57,5685573939,140,66.6,5685573951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239337,453,1,2,55,35,5rz9enoyknpg8ji78za5b82p0,1,45.6,48.5,2025-04-27T15:16:09.277Z,2025-04-27T15:16:14Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5685574443,212,24.8,5685574437,140,22.0,5685574433,56,Back,5685574439,141,48.2,5685574445,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239389,454,1,2,55,40,5rz9enoyknpg8ji78za5b82p0,0,24.0,49.7,2025-04-27T15:16:14.670Z,2025-04-27T15:16:19Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685574753,213,0.18,5685574757,1,,5685574997,157,,5685574745,140,73.5,5685574747,141,63.4,5685574743,56,Center,5685574749,212,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239463,547,1,2,55,45,b3r6d8ydtmtjckam6pku9y400,1,28.0,35.8,2025-04-27T15:16:19.716Z,2025-04-27T15:16:20Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685575135,56,Back,5685575141,212,19.7,5685575143,213,5.84,5685575139,141,23.4,5685575137,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239473,548,1,2,55,46,b3r6d8ydtmtjckam6pku9y400,1,45.0,23.4,2025-04-27T15:16:20.597Z,2025-04-27T15:16:21Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685575199,56,Back,5685575201,140,33.2,5685575207,213,3.49,5685575203,141,16.7,5685575233,156,,5685575205,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239511,549,1,2,55,47,b3r6d8ydtmtjckam6pku9y400,0,33.2,16.7,2025-04-27T15:16:22.149Z,2025-04-27T15:16:22Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685575387,140,79.2,5685575395,1,,5685575389,141,17.3,5685575391,212,48.3,5685575393,213,0.01,5685575385,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239577,455,1,2,55,49,5rz9enoyknpg8ji78za5b82p0,1,19.3,89.0,2025-04-27T15:16:23.549Z,2025-04-27T15:16:27Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685575751,141,65.2,5685575753,212,20.2,5685575749,140,7.8,5685575755,213,4.07,5685575747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239589,456,1,2,55,53,5rz9enoyknpg8ji78za5b82p0,1,15.4,64.8,2025-04-27T15:16:27.517Z,2025-04-27T15:16:28Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685575845,141,60.8,5685575841,56,Back,5685575849,213,6.14,5685575843,140,33.0,5685575847,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239643,457,1,2,55,54,5rz9enoyknpg8ji78za5b82p0,1,33.0,60.8,2025-04-27T15:16:28.461Z,2025-04-27T15:16:31Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685576113,141,83.3,5685576117,213,2.53,5685576111,140,12.4,5685576107,56,Back,5685576115,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239709,458,1,2,55,57,5rz9enoyknpg8ji78za5b82p0,1,12.2,85.1,2025-04-27T15:16:31.437Z,2025-04-27T15:16:35Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685576567,140,9.1,5685576569,141,57.0,5685576573,213,4.54,5685576571,212,19.4,5685576565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239765,459,1,2,56,1,5rz9enoyknpg8ji78za5b82p0,1,12.0,56.9,2025-04-27T15:16:35.389Z,2025-04-27T15:16:39Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685576815,213,4.78,5685576807,56,Back,5685576811,141,29.1,5685576813,212,18.9,5685576809,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239803,460,1,2,56,4,5rz9enoyknpg8ji78za5b82p0,1,13.2,29.1,2025-04-27T15:16:38.877Z,2025-04-27T15:16:41Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685577029,141,6.8,5685577027,140,34.0,5685577025,56,Back,5685577033,213,5.68,5685577031,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239849,461,1,2,56,6,5rz9enoyknpg8ji78za5b82p0,1,34.0,7.0,2025-04-27T15:16:40.749Z,2025-04-27T15:16:43Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5685577325,213,2.96,5685577323,212,22.0,5685577319,140,13.4,5685577317,56,Back,5685577321,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239907,462,1,2,56,9,5rz9enoyknpg8ji78za5b82p0,1,19.8,13.5,2025-04-27T15:16:43.437Z,2025-04-27T15:16:48Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685577659,213,1.47,5685577651,141,25.2,5685577655,212,8.0,5685577649,140,20.6,5685577647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239957,463,1,2,56,14,5rz9enoyknpg8ji78za5b82p0,1,26.9,36.7,2025-04-27T15:16:48.317Z,2025-04-27T15:16:52Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685577917,56,Back,5685577925,212,16.5,5685577921,140,29.0,5685577923,141,60.8,5685577927,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239995,464,1,2,56,18,5rz9enoyknpg8ji78za5b82p0,1,31.6,65.1,2025-04-27T15:16:52.557Z,2025-04-27T15:16:54Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685578131,140,39.8,5685578137,213,6.05,5685578133,141,62.1,5685578127,56,Back,5685578135,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239977,550,83,2,56,19,b3r6d8ydtmtjckam6pku9y400,0,57.4,40.6,2025-04-27T15:16:53.524Z,2025-04-27T15:16:55Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5685578333,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240017,465,1,2,56,19,5rz9enoyknpg8ji78za5b82p0,1,43.5,59.3,2025-04-27T15:16:53.885Z,2025-04-27T15:16:55Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685578301,213,5.07,5685578295,140,53.2,5685578297,141,19.7,5685578293,56,Right,5685578299,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240099,466,1,2,56,22,5rz9enoyknpg8ji78za5b82p0,1,44.7,25.9,2025-04-27T15:16:56.541Z,2025-04-27T15:16:59Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685578755,212,22.4,5685578749,56,Right,5685578753,141,6.1,5685578757,213,5.64,5685578751,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240139,467,1,2,56,25,5rz9enoyknpg8ji78za5b82p0,1,61.8,6.1,2025-04-27T15:16:59.789Z,2025-04-27T15:17:02Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5685578945,140,43.1,5685578953,213,2.74,5685578941,56,Back,5685578949,212,21.3,5685578947,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240199,468,1,2,56,27,5rz9enoyknpg8ji78za5b82p0,1,44.5,18.3,2025-04-27T15:17:02.045Z,2025-04-27T15:17:06Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685579289,212,9.2,5685579287,141,31.8,5685579283,56,Back,5685579291,213,1.50,5685579285,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240243,469,1,2,56,31,5rz9enoyknpg8ji78za5b82p0,1,46.3,33.0,2025-04-27T15:17:06.108Z,2025-04-27T15:17:09Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685579597,140,61.4,5685579603,213,0.64,5685579599,141,50.3,5685579601,212,19.7,5685579595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240269,470,1,2,56,35,5rz9enoyknpg8ji78za5b82p0,1,61.8,36.7,2025-04-27T15:17:09.453Z,2025-04-27T15:17:11Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685579767,56,Back,5685579775,212,23.0,5685579769,140,43.0,5685579771,141,19.4,5685579779,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240375,471,1,2,56,37,5rz9enoyknpg8ji78za5b82p0,1,43.0,19.4,2025-04-27T15:17:11.405Z,2025-04-27T15:17:16Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685580309,141,8.5,5685580313,213,5.97,5685580307,140,64.9,5685580311,212,24.2,5685580305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240433,472,1,2,56,40,5rz9enoyknpg8ji78za5b82p0,1,63.2,9.0,2025-04-27T15:17:14.381Z,2025-04-27T17:42:54Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5685580573,213,3.02,5685580565,56,Back,5685580571,212,22.7,5685580567,140,41.7,5685580569,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807388583,834,1,2,56,41,5rz9enoyknpg8ji78za5b82p0,1,43.8,15.6,2025-04-27T15:17:16.030Z,2025-04-27T17:42:54Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5686402083,212,12.3,5686402081,141,33.7,5686402079,140,43.2,5686402077,56,Back,5686402085,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240471,473,1,2,56,44,5rz9enoyknpg8ji78za5b82p0,1,41.9,36.4,2025-04-27T15:17:18.317Z,2025-04-27T15:17:21Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685580803,141,55.2,5685580807,213,0.41,5685580801,140,69.6,5685580799,56,Center,5685580805,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807389053,845,83,2,56,45,b3r6d8ydtmtjckam6pku9y400,1,48.4,51.6,2025-04-27T15:17:19.486Z,2025-04-27T17:43:18Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5686404619,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240497,474,1,2,56,46,5rz9enoyknpg8ji78za5b82p0,1,56.3,49.7,2025-04-27T15:17:21.117Z,2025-04-27T15:17:22Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685580925,212,17.1,5685580931,213,2.35,5685580913,56,Back,5685580921,141,67.6,5685580917,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240545,475,1,2,56,48,5rz9enoyknpg8ji78za5b82p0,1,44.3,69.7,2025-04-27T15:17:22.573Z,2025-04-27T15:17:24Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5685581179,56,Center,5685581185,212,28.6,5685581181,140,71.5,5685581183,141,69.0,5685581187,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807240553,476,43,2,56,50,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-27T15:17:24.749Z,2025-04-27T15:17:28Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685581519,144,61,5685581205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
