id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2702537249,421,7,2,47,53,cftj6g399tknheudaxsdpfdgb,1,38.0,90.8,2024-07-21T17:08:27.373Z,2024-07-21T18:58:28Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113028453,233,548,5113028441,285,,5113028439,56,Back,5113235427,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537255,549,83,2,47,55,9qsmopgutr7ut5g6workk8w4i,0,68.2,8.5,2024-07-21T17:08:29.580Z,2024-07-21T17:48:22Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113094441,399,195o7hchielt14ic49r3k06sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537261,550,83,2,47,58,9qsmopgutr7ut5g6workk8w4i,0,69.8,3.8,2024-07-21T17:08:32.524Z,2024-07-21T17:48:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113094439,399,195o7hchielt14ic49r3k06sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537271,551,83,2,47,59,9qsmopgutr7ut5g6workk8w4i,0,71.0,3.2,2024-07-21T17:08:33.756Z,2024-07-21T17:48:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113094437,399,195o7hchielt14ic49r3k06sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537277,552,83,2,48,0,9qsmopgutr7ut5g6workk8w4i,0,71.0,3.2,2024-07-21T17:08:34.764Z,2024-07-21T17:48:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113094431,399,195o7hchielt14ic49r3k06sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537279,423,61,2,48,0,cftj6g399tknheudaxsdpfdgb,0,31.1,97.7,2024-07-21T17:08:34.949Z,2024-07-21T17:08:35Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113028567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537295,554,1,2,48,3,9qsmopgutr7ut5g6workk8w4i,1,81.7,2.6,2024-07-21T17:08:38.012Z,2024-07-21T17:08:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5113028643,141,9.4,5113028647,213,1.55,5113028641,140,81.8,5113028645,212,4.6,5113028639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537303,555,1,2,48,5,9qsmopgutr7ut5g6workk8w4i,0,97.9,11.7,2024-07-21T17:08:39.565Z,2024-07-21T18:58:56Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113028671,140,91.0,5113028677,213,1.82,5113235665,224,,5113028667,155,,5113028673,141,52.8,5113028665,2,,5113028669,56,Center,5113028675,212,28.9,5113235667,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537307,424,12,2,48,7,cftj6g399tknheudaxsdpfdgb,1,8.8,46.3,2024-07-21T17:08:41.301Z,2024-07-21T17:08:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113028693,140,22.7,5113028701,15,,5113028697,212,14.8,5113028691,56,Back,5113028695,141,42.7,5113028699,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537325,556,1,2,48,10,9qsmopgutr7ut5g6workk8w4i,1,82.8,58.8,2024-07-21T17:08:44.269Z,2024-07-21T17:08:46Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113028809,213,1.55,5113028801,56,Center,5113028807,212,9.3,5113028805,141,72.4,5113028803,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537329,557,1,2,48,12,9qsmopgutr7ut5g6workk8w4i,0,86.1,73.3,2024-07-21T17:08:46.748Z,2024-07-21T17:08:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113028823,212,3.2,5113028825,213,4.58,5113028817,56,Center,5113028819,140,85.7,5113028821,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537335,425,8,2,48,14,cftj6g399tknheudaxsdpfdgb,1,11.3,34.3,2024-07-21T17:08:48.289Z,2024-07-21T18:59:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113235955,385,,5113028837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537343,558,1,2,48,14,9qsmopgutr7ut5g6workk8w4i,1,83.0,69.6,2024-07-21T17:08:48.380Z,2024-07-21T17:08:51Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113028869,212,6.0,5113028867,141,75.4,5113028871,213,0.72,5113028865,140,87.3,5113028863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537347,559,1,2,48,17,9qsmopgutr7ut5g6workk8w4i,1,87.0,69.4,2024-07-21T17:08:51.149Z,2024-07-21T17:08:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113028901,141,60.6,5113028903,212,6.1,5113028897,56,Center,5113028905,213,4.56,5113028899,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537345,426,83,2,48,18,cftj6g399tknheudaxsdpfdgb,0,10.1,32.2,2024-07-21T17:08:52.229Z,2024-07-21T17:48:20Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5113094417,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537349,560,3,2,48,18,9qsmopgutr7ut5g6workk8w4i,0,89.1,62.3,2024-07-21T17:08:52.317Z,2024-07-21T18:59:37Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113236283,465,,5113028945,233,427,5113028911,286,,5113028909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537355,427,7,2,48,18,cftj6g399tknheudaxsdpfdgb,0,10.9,37.7,2024-07-21T17:08:52.318Z,2024-07-21T18:59:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5113028937,56,Back,5113028941,233,560,5113028939,285,,5113236307,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537359,561,61,2,48,20,9qsmopgutr7ut5g6workk8w4i,1,89.2,56.4,2024-07-21T17:08:54.924Z,2024-07-21T17:08:55Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113028961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537361,428,61,2,48,21,cftj6g399tknheudaxsdpfdgb,0,7.7,33.4,2024-07-21T17:08:55.205Z,2024-07-21T17:08:55Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113028963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537385,562,1,2,48,23,9qsmopgutr7ut5g6workk8w4i,1,89.9,74.5,2024-07-21T17:08:58.013Z,2024-07-21T17:08:59Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113029113,140,89.8,5113029115,141,67.9,5113029117,212,4.5,5113029119,213,4.69,5113029111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537391,563,50,2,48,25,9qsmopgutr7ut5g6workk8w4i,1,90.2,66.6,2024-07-21T17:08:59.358Z,2024-07-21T17:09:03Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5113029215,233,429,5113029139,56,Center,5113029141,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537401,429,7,2,48,25,cftj6g399tknheudaxsdpfdgb,1,9.8,33.4,2024-07-21T17:08:59.359Z,2024-07-21T18:59:54Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5113029199,56,Back,5113029201,285,,5113029211,233,563,5113236581,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537413,430,12,2,48,28,cftj6g399tknheudaxsdpfdgb,1,0.7000000000000001,10.3,2024-07-21T17:09:02.710Z,2024-07-21T19:00:01Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113029275,213,6.14,5113029283,397,,5113029269,140,1.6,5113029267,56,Back,5113029273,212,1.0,5113029285,233,564,5113029271,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537411,564,74,2,48,28,9qsmopgutr7ut5g6workk8w4i,1,97.9,90.3,2024-07-21T17:09:02.711Z,2024-07-21T17:09:05Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113029263,56,Left,5113029265,285,,5113029277,397,,5113029293,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537415,431,5,2,48,30,cftj6g399tknheudaxsdpfdgb,1,-1.0,10.8,2024-07-21T17:09:04.791Z,2024-07-21T17:09:06Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113029297,233,565,5113029279,56,Back,5113029281,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537417,565,5,2,48,30,9qsmopgutr7ut5g6workk8w4i,0,101.0,89.2,2024-07-21T17:09:04.791Z,2024-07-21T18:09:07Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5113029291,346,,5113029327,233,431,5113029289,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537499,432,1,2,48,51,cftj6g399tknheudaxsdpfdgb,1,4.3,49.5,2024-07-21T17:09:25.847Z,2024-07-21T17:09:38Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5113029753,141,75.4,5113029749,56,Back,5113029761,237,,5113029757,213,1.04,5113029751,140,14.2,5113029927,189,,5113029747,124,,5113029755,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537505,433,1,2,48,54,cftj6g399tknheudaxsdpfdgb,1,19.1,75.6,2024-07-21T17:09:28.870Z,2024-07-21T19:00:18Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5113029805,212,17.0,5113029799,56,Back,5113029803,141,97.7,5113029801,140,26.6,5113029807,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537515,434,1,2,48,57,cftj6g399tknheudaxsdpfdgb,1,31.5,94.5,2024-07-21T17:09:31.767Z,2024-07-21T17:09:34Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113029839,56,Back,5113029845,212,19.4,5113029841,140,41.2,5113029847,213,5.26,5113029843,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537525,435,1,2,49,0,cftj6g399tknheudaxsdpfdgb,1,43.0,67.5,2024-07-21T17:09:34.342Z,2024-07-21T19:00:32Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5113029917,141,13.9,5113029921,213,4.70,5113029923,1,,5113029913,56,Back,5113029919,212,36.5,5113029915,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537559,436,1,2,49,9,cftj6g399tknheudaxsdpfdgb,1,63.3,10.4,2024-07-21T17:09:43.335Z,2024-07-21T17:09:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113030125,140,46.3,5113030131,213,2.57,5113030123,56,Back,5113030127,141,27.2,5113030129,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537575,437,1,2,49,11,cftj6g399tknheudaxsdpfdgb,1,45.7,26.7,2024-07-21T17:09:45.623Z,2024-07-21T17:09:49Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5113030223,212,15.1,5113030225,213,5.46,5113030217,56,Right,5113030219,140,55.5,5113030221,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537585,438,1,2,49,15,cftj6g399tknheudaxsdpfdgb,1,55.6,10.4,2024-07-21T17:09:49.767Z,2024-07-21T17:09:50Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113030271,141,31.0,5113030275,213,2.49,5113030267,56,Back,5113030269,140,38.2,5113030273,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537599,439,1,2,49,16,cftj6g399tknheudaxsdpfdgb,1,37.9,31.8,2024-07-21T17:09:50.807Z,2024-07-21T17:09:53Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5113030381,212,25.3,5113030377,140,33.4,5113030379,141,68.4,5113030375,56,Back,5113030383,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537607,440,1,2,49,19,cftj6g399tknheudaxsdpfdgb,1,33.4,68.4,2024-07-21T17:09:53.128Z,2024-07-21T17:09:56Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5113030423,212,20.8,5113030425,213,0.90,5113030417,56,Back,5113030419,140,45.7,5113030421,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537609,441,1,2,49,22,cftj6g399tknheudaxsdpfdgb,0,51.6,93.6,2024-07-21T17:09:56.217Z,2024-07-21T17:09:56Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113030437,140,69.5,5113030441,212,19.3,5113030433,155,,5113030443,213,6.05,5113030439,141,87.0,5113030435,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537615,442,45,2,49,23,cftj6g399tknheudaxsdpfdgb,0,65.7,82.1,2024-07-21T17:09:58.007Z,2024-07-21T17:10:02Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5113030471,56,Left,5113030633,233,568,5113030473,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537637,568,3,2,49,23,9qsmopgutr7ut5g6workk8w4i,1,34.3,17.9,2024-07-21T17:09:58.007Z,2024-07-21T19:01:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113030615,286,,5113238037,465,,5113030613,56,Back,5113030619,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537653,569,1,2,49,27,9qsmopgutr7ut5g6workk8w4i,1,48.4,22.5,2024-07-21T17:10:01.230Z,2024-07-21T19:01:46Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,1.0,,5113030755,212,29.5,5113030749,56,Right,5113031567,210,15,5113030753,141,12.7,5113030757,213,6.06,5113030751,140,75.8,5113030901,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537655,570,15,2,49,33,9qsmopgutr7ut5g6workk8w4i,1,86.0,28.7,2024-07-21T17:10:07.983Z,2024-07-21T19:01:46Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5113031595,233,443,5113030767,56,Center,5113031571,78,,5113031581,102,51.4,5113031585,215,,5113031591,230,97.7,5113031487,72,,5113031573,29,,5113030765,63,,5113031583,103,19,5113031485,23,5113031577,55,5113031589,147,5113031593,231,30.9,5113031491,82,,5113031587,146,,,569,47.3,87.3,,,,,,,,,,,,,
2702537665,443,10,2,49,33,cftj6g399tknheudaxsdpfdgb,1,12.7,69.1,2024-07-21T17:10:08.083Z,2024-07-21T17:10:42Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113030809,56,Back,5113031623,233,570,5113030807,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537687,444,50,2,49,40,cftj6g399tknheudaxsdpfdgb,1,5.2,95.8,2024-07-21T17:10:14.846Z,2024-07-21T17:10:16Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113030959,56,Back,5113031023,233,571,5113030961,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537697,571,7,2,49,40,9qsmopgutr7ut5g6workk8w4i,1,94.8,4.2,2024-07-21T17:10:14.847Z,2024-07-21T19:02:08Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5113031013,286,,5113031019,233,444,5113031011,56,Right,5113239389,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537699,572,3,2,49,41,9qsmopgutr7ut5g6workk8w4i,0,97.7,11.6,2024-07-21T17:10:16.079Z,2024-07-21T19:02:13Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5113031017,286,,5113031073,233,445,5113031015,56,Right,5113239471,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537701,445,7,2,49,41,cftj6g399tknheudaxsdpfdgb,1,2.3,88.4,2024-07-21T17:10:16.080Z,2024-07-21T19:02:15Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113239507,384,,5113031027,56,Back,5113031057,233,572,5113031029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537731,447,1,2,49,44,cftj6g399tknheudaxsdpfdgb,1,10.4,92.7,2024-07-21T17:10:18.536Z,2024-07-21T17:10:22Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113031181,212,11.2,5113031177,140,10.8,5113031179,141,76.2,5113031175,56,Back,5113031183,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537753,448,1,2,49,48,cftj6g399tknheudaxsdpfdgb,1,19.6,73.1,2024-07-21T17:10:22.184Z,2024-07-21T17:10:26Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5113031281,212,16.2,5113031279,141,59.7,5113031277,140,32.3,5113031283,213,5.68,5113031275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537747,573,83,2,49,51,9qsmopgutr7ut5g6workk8w4i,0,62.8,43.1,2024-07-21T17:10:25.391Z,2024-07-21T17:48:20Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5113094401,399,b6q0tf252xvikt39g8jevju38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537757,449,1,2,49,51,cftj6g399tknheudaxsdpfdgb,1,32.3,59.7,2024-07-21T17:10:26.009Z,2024-07-21T17:10:27Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5113031303,140,41.4,5113031305,141,72.1,5113031307,212,12.7,5113031309,213,0.72,5113031301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537767,450,1,2,49,52,cftj6g399tknheudaxsdpfdgb,1,41.5,72.7,2024-07-21T17:10:27.081Z,2024-07-21T17:10:29Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5113031363,212,12.4,5113031365,213,1.18,5113031359,140,46.0,5113031357,56,Back,5113031361,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537779,451,1,2,49,55,cftj6g399tknheudaxsdpfdgb,1,44.8,90.2,2024-07-21T17:10:29.865Z,2024-07-21T17:10:33Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5113031451,141,91.2,5113031453,212,11.2,5113031449,140,34.2,5113031447,56,Back,5113031455,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537789,452,1,2,49,59,cftj6g399tknheudaxsdpfdgb,1,32.2,88.3,2024-07-21T17:10:33.737Z,2024-07-21T17:10:38Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113031527,212,13.3,5113031521,56,Back,5113031529,213,4.39,5113031525,141,69.8,5113031523,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537795,453,1,2,50,4,cftj6g399tknheudaxsdpfdgb,1,28.6,66.4,2024-07-21T17:10:38.233Z,2024-07-21T17:10:41Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5113031559,213,5.05,5113031555,141,8.5,5113031565,189,,5113031557,212,41.7,5113031551,56,Back,5113031561,1,,5113031549,155,,5113031553,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537809,454,1,2,50,7,cftj6g399tknheudaxsdpfdgb,1,43.1,9.3,2024-07-21T17:10:41.753Z,2024-07-21T17:10:44Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113031683,140,60.5,5113031685,141,27.0,5113031689,213,0.58,5113031681,56,Center,5113031687,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537817,455,1,2,50,9,cftj6g399tknheudaxsdpfdgb,1,60.5,27.0,2024-07-21T17:10:44.089Z,2024-07-21T17:10:45Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5113031729,213,3.00,5113031721,56,Center,5113031727,212,5.6,5113031725,141,28.2,5113031723,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537823,456,1,2,50,11,cftj6g399tknheudaxsdpfdgb,1,53.4,24.9,2024-07-21T17:10:45.545Z,2024-07-21T17:10:47Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5113031771,212,13.8,5113031767,140,44.2,5113031773,213,3.94,5113031765,56,Back,5113031769,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537859,457,1,2,50,12,cftj6g399tknheudaxsdpfdgb,1,44.2,10.4,2024-07-21T17:10:46.969Z,2024-07-21T17:10:54Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5113031935,140,37.1,5113031939,212,30.9,5113031933,56,Back,5113031941,213,1.81,5113031937,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537865,458,1,2,50,19,cftj6g399tknheudaxsdpfdgb,1,54.0,59.5,2024-07-21T17:10:53.881Z,2024-07-21T17:10:56Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5113031973,56,Left,5113031983,212,22.5,5113031975,140,61.4,5113031979,141,90.5,5113031987,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537879,459,1,2,50,22,cftj6g399tknheudaxsdpfdgb,1,61.4,91.3,2024-07-21T17:10:56.681Z,2024-07-21T17:11:00Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113032065,56,Left,5113032069,141,94.7,5113032071,212,7.3,5113032067,140,68.0,5113032073,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537885,460,3,2,50,26,cftj6g399tknheudaxsdpfdgb,0,74.0,95.6,2024-07-21T17:11:00.281Z,2024-07-21T19:03:05Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113240881,465,,5113032097,286,,5113032137,233,574,5113032095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537887,574,7,2,50,26,9qsmopgutr7ut5g6workk8w4i,0,26.0,4.4,2024-07-21T17:11:00.282Z,2024-07-21T19:03:11Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113032101,285,,5113241015,385,,5113032099,56,Back,5113032133,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537893,461,61,2,50,27,cftj6g399tknheudaxsdpfdgb,1,72.8,94.7,2024-07-21T17:11:01.549Z,2024-07-21T17:11:01Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113032141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537915,576,1,2,50,28,9qsmopgutr7ut5g6workk8w4i,1,19.5,3.8,2024-07-21T17:11:02.385Z,2024-07-21T17:11:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5113032217,213,2.23,5113032211,140,14.2,5113032213,141,14.3,5113032209,56,Back,5113032215,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537921,577,1,2,50,30,9qsmopgutr7ut5g6workk8w4i,1,15.8,25.4,2024-07-21T17:11:04.960Z,2024-07-21T19:03:34Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5113032245,140,25.4,5113032251,213,6.13,5113032243,56,Back,5113032247,141,23.1,5113032249,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702537923,578,1,2,50,31,9qsmopgutr7ut5g6workk8w4i,1,25.1,22.5,2024-07-21T17:11:05.905Z,2024-07-21T17:11:07Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5113032257,140,17.0,5113032259,141,7.6,5113032261,212,13.2,5113032267,156,,5113032255,56,Back,5113032263,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
