id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797173445,338,32,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-06T13:03:14.867Z,2025-04-06T13:03:15Z,,,,,5630150353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173487,379,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-06T13:03:14.867Z,2025-04-06T16:31:52Z,,,,,5630150601,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173563,380,1,2,45,0,cftj6g399tknheudaxsdpfdgb,1,50.4,50.3,2025-04-06T13:03:14.868Z,2025-04-06T13:03:21Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5630150995,279,S,5630150991,212,18.9,5630150987,140,32.4,5630150983,56,Back,5630150989,141,49.3,5630150993,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797198495,466,40,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-06T13:03:15.506Z,2025-04-06T13:24:10Z,,,,,5630284111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5630284105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5630284107,59,"16, 22, 5, 10, 12, 4, 26, 6, 9, 25, 24, 2, 11, 17, 23, 28, 31, 35, 1",5630284113,194,5j9d1plbsd5ic01r3ggziutwp,5630284103,30,"dcocgxtuabo0rwzwukvqky9uy, 3361cs2j60yxzy9mir80byqc5, 33sxiwcjeqcop3ukuok86ujmd, a8opuarwq9byw73nhfgvo9nca, 6rd849oap6uh93wdwjk8590q1, czpstoiy12awqpasz573ckp91, 5jdkdvxssuc8gvzwwrq5bs76y, 5j9d1plbsd5ic01r3ggziutwp, 828b7y3phhpb62srvtrjhtgk4, adg5dfvzxjrzlz1n2jsfeyx3o, 94560hgwsjkx8qgz48f7gzitw, dshwz1df0rbe0fztksawvd0wl, 7foqorbwhgqjghtxa2nax6kgk, 6gh4z3yubnpypzoakjom1rj3e, 7sbdudf1vycn8hinw0giakpyi, 6je6y9uk6km1tkzatpw8v9p1w, 637840asun7f3wo16c5zkhi50, d4emkl168o7w0fy7shqdp6t5g, a6ham5hnwv62w3tynikyal68l",5630284109,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173617,381,1,2,45,6,cftj6g399tknheudaxsdpfdgb,1,32.6,49.3,2025-04-06T13:03:21.289Z,2025-04-06T13:03:24Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630151255,155,,5630151267,1,,5630151263,212,34.5,5630151257,56,Left,5630151261,141,79.9,5630151265,213,0.65,5630151259,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173629,382,1,2,45,7,cftj6g399tknheudaxsdpfdgb,0,58.8,79.9,2025-04-06T13:03:22.056Z,2025-04-06T14:19:43Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5630151351,213,5.39,5630151343,140,65.8,5630151349,212,11.8,5630151341,56,Center,5630151345,141,66.4,5630151339,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173713,340,1,2,45,9,aljua8crr0vkwit0j3m59jw9j,0,29.7,28.2,2025-04-06T13:03:23.913Z,2025-04-06T14:19:40Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5630151799,213,0.13,5630151793,140,86.0,5630151789,157,,5630151797,212,59.6,5630151801,1,,5630151791,56,Center,5630151795,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173737,383,52,2,45,14,cftj6g399tknheudaxsdpfdgb,1,13.3,62.0,2025-04-06T13:03:29.433Z,2025-04-06T17:53:51Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5631704477,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173863,384,1,2,45,18,cftj6g399tknheudaxsdpfdgb,1,12.7,63.3,2025-04-06T13:03:33.416Z,2025-04-06T13:03:37Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5630152515,140,24.1,5630152511,56,Back,5630152523,213,5.48,5630152521,212,17.3,5630152519,141,44.9,5630152507,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797173953,385,1,2,45,22,cftj6g399tknheudaxsdpfdgb,1,24.2,44.9,2025-04-06T13:03:37.032Z,2025-04-06T13:03:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630153011,212,14.6,5630153005,56,Back,5630153007,140,28.1,5630153009,141,65.5,5630153013,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174053,386,1,2,45,27,cftj6g399tknheudaxsdpfdgb,1,31.5,67.8,2025-04-06T13:03:42.504Z,2025-04-06T13:03:47Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630153457,212,9.8,5630153451,56,Back,5630153455,141,53.9,5630153453,140,29.0,5630153459,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174083,387,1,2,45,32,cftj6g399tknheudaxsdpfdgb,0,37.7,49.3,2025-04-06T13:03:47.449Z,2025-04-06T13:03:49Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630153621,213,5.53,5630153613,56,Center,5630153619,212,20.1,5630153615,140,51.7,5630153617,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174223,341,8,2,45,36,aljua8crr0vkwit0j3m59jw9j,1,63.4,80.8,2025-04-06T13:03:51.677Z,2025-04-06T17:54:04Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5631705627,383,,5630154245,56,Left,5630154291,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174241,343,4,2,45,40,aljua8crr0vkwit0j3m59jw9j,1,62.2,60.2,2025-04-06T13:03:55.530Z,2025-04-06T13:49:55Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5630154313,56,Center,5630154319,286,,5630155781,295,,5630154311,13,,5630154315,152,,5630154523,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174239,388,4,2,45,40,cftj6g399tknheudaxsdpfdgb,0,37.8,39.8,2025-04-06T13:03:55.531Z,2025-04-06T14:19:49Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5630157745,55,389,5630154543,233,343,5630154425,13,,5630601469,295,,5630154429,152,,5630154427,56,Back,5630154433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174287,389,17,2,45,41,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-06T13:03:56.265Z,2025-04-06T13:04:37Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5630155693,13,243,5630157737,55,388,5630155689,31,,5630155691,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175047,344,1,2,46,27,aljua8crr0vkwit0j3m59jw9j,1,66.1,75.0,2025-04-06T13:04:41.931Z,2025-04-06T18:43:44Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,1.0,,5631896187,72,,5630158525,140,87.9,5630160441,154,,5630158531,213,5.53,5630158527,141,43.7,5631895123,2,,5630158529,212,31.3,5630158523,56,Center,5630158519,155,,5630158521,152,,5630158517,5,5631896185,224,,,5630160437,210,,,,,,,,,,13,,,,,
2797175077,345,44,2,46,31,aljua8crr0vkwit0j3m59jw9j,1,89.8,42.1,2025-04-06T13:04:46.665Z,2025-04-06T14:08:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5630158661,286,,5630158659,56,Center,5630219185,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797186437,465,44,2,46,31,cftj6g399tknheudaxsdpfdgb,0,10.2,57.9,2025-04-06T13:04:46.666Z,2025-04-06T14:08:55Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630219165,285,,5630219163,56,Back,5630219249,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175091,346,13,2,46,32,aljua8crr0vkwit0j3m59jw9j,1,87.9,43.7,2025-04-06T13:04:47.091Z,2025-04-06T13:05:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5630158731,56,Center,5630160495,84,,5630160515,231,48.9,5630160505,102,42.7,5630160513,230,99.4,5630160509,146,99.5,5630160499,154,,5630160497,29,,5630158727,17,,5630159851,24,,5630160507,103,5630159859,153,,27.8,5630159853,15,5630160511,147,43.1,5630159857,328,5630160501,55,344,,,,,,,
2797175105,390,10,2,46,33,cftj6g399tknheudaxsdpfdgb,1,1.9,58.1,2025-04-06T13:04:48.043Z,2025-04-06T18:44:05Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5630158807,182,,5630159191,190,,5630158809,56,Back,5631897649,181,,5631897651,378,,5630159189,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175171,391,52,2,46,33,cftj6g399tknheudaxsdpfdgb,1,1.9,58.1,2025-04-06T13:04:48.053Z,2025-04-06T18:44:08Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5631897859,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175339,392,1,2,46,41,cftj6g399tknheudaxsdpfdgb,1,1.9,58.1,2025-04-06T13:04:56.364Z,2025-04-06T13:05:02Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5630160039,212,42.9,5630160027,123,,5630160041,213,0.48,5630160037,141,87.5,5630160043,1,,5630160035,140,38.1,5630160031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175399,393,1,2,46,47,cftj6g399tknheudaxsdpfdgb,1,42.5,92.3,2025-04-06T13:05:02.539Z,2025-04-06T13:05:06Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5630160363,141,63.1,5630160367,213,4.66,5630160359,56,Back,5630160365,212,19.9,5630160361,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175479,394,1,2,46,51,cftj6g399tknheudaxsdpfdgb,1,40.7,62.4,2025-04-06T13:05:06.090Z,2025-04-06T13:05:10Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630160741,213,4.80,5630160739,212,16.1,5630160733,56,Back,5630160735,140,42.1,5630160737,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175537,395,1,2,46,55,cftj6g399tknheudaxsdpfdgb,1,54.0,38.5,2025-04-06T13:05:10.235Z,2025-04-06T13:05:13Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630161031,140,49.8,5630161035,212,14.7,5630161037,213,1.88,5630161029,56,Back,5630161033,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175649,396,1,2,46,58,cftj6g399tknheudaxsdpfdgb,1,49.8,59.1,2025-04-06T13:05:12.891Z,2025-04-06T13:05:18Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630161647,212,14.8,5630161641,56,Left,5630161645,141,80.5,5630161643,140,52.2,5630161649,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175735,397,1,2,47,3,cftj6g399tknheudaxsdpfdgb,1,52.2,80.6,2025-04-06T13:05:18.428Z,2025-04-06T13:05:24Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5630162057,141,88.0,5630162065,213,0.14,5630162061,212,35.5,5630162069,1,,5630162055,140,85.7,5630162051,56,Left,5630162049,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175767,398,1,2,47,9,cftj6g399tknheudaxsdpfdgb,1,88.2,91.2,2025-04-06T13:05:23.867Z,2025-04-06T13:05:26Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5630162227,56,Left,5630162233,212,16.0,5630162235,213,3.07,5630162229,140,73.0,5630162231,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175833,399,1,2,47,11,cftj6g399tknheudaxsdpfdgb,1,75.0,92.4,2025-04-06T13:05:26.300Z,2025-04-06T13:05:29Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5630162581,212,18.7,5630162575,140,59.0,5630162571,56,Left,5630162579,141,80.3,5630162583,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175869,400,1,2,47,14,cftj6g399tknheudaxsdpfdgb,1,57.6,78.8,2025-04-06T13:05:29.755Z,2025-04-06T13:05:32Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630162809,56,Center,5630162813,141,44.2,5630162817,213,4.72,5630162815,212,23.5,5630162811,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175949,401,1,2,47,17,cftj6g399tknheudaxsdpfdgb,1,58.4,42.4,2025-04-06T13:05:32.108Z,2025-04-06T13:05:36Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630163205,56,Right,5630163211,212,31.1,5630163207,140,83.7,5630163213,213,5.73,5630163209,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175981,347,45,2,47,21,aljua8crr0vkwit0j3m59jw9j,0,14.5,85.0,2025-04-06T13:05:36.748Z,2025-04-06T14:16:26Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5630163329,285,,5630163527,233,402,5630163327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176005,402,3,2,47,21,cftj6g399tknheudaxsdpfdgb,1,85.5,15.0,2025-04-06T13:05:36.748Z,2025-04-06T18:46:20Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5630163463,56,Right,5631906557,464,,5630163499,233,347,5630163465,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176033,403,1,2,47,24,cftj6g399tknheudaxsdpfdgb,1,87.6,23.3,2025-04-06T13:05:38.988Z,2025-04-06T13:05:40Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5630163629,141,31.0,5630163633,213,2.48,5630163627,140,81.2,5630163631,212,8.5,5630163625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176057,404,1,2,47,25,cftj6g399tknheudaxsdpfdgb,0,81.1,31.2,2025-04-06T13:05:40.764Z,2025-04-06T13:05:42Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5630163767,212,8.2,5630163765,141,40.0,5630163761,140,86.5,5630163757,56,Center,5630163769,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176085,348,12,2,47,27,aljua8crr0vkwit0j3m59jw9j,1,12.5,58.7,2025-04-06T13:05:41.964Z,2025-04-06T14:26:56Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5630163889,213,0.37,5630163883,141,83.2,5630163879,140,53.4,5630163887,212,46.1,5630163873,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176173,405,1,2,47,32,cftj6g399tknheudaxsdpfdgb,1,46.2,28.8,2025-04-06T13:05:47.100Z,2025-04-06T13:05:48Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630164399,213,2.36,5630164393,212,10.2,5630164383,56,Back,5630164389,141,39.4,5630164385,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176231,406,1,2,47,33,cftj6g399tknheudaxsdpfdgb,1,39.3,39.4,2025-04-06T13:05:48.796Z,2025-04-06T13:05:53Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630164699,213,4.67,5630164693,140,38.8,5630164697,212,11.5,5630164695,141,22.5,5630164691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176247,407,61,2,47,38,cftj6g399tknheudaxsdpfdgb,0,35.4,5.8,2025-04-06T13:05:53.133Z,2025-04-06T14:28:01Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630164781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176243,349,5,2,47,38,aljua8crr0vkwit0j3m59jw9j,1,62.3,101.9,2025-04-06T13:05:53.222Z,2025-04-06T14:05:47Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5630164943,233,408,5630164755,56,Left,5630164757,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176275,408,5,2,47,38,cftj6g399tknheudaxsdpfdgb,0,37.7,-1.9,2025-04-06T13:05:53.222Z,2025-04-06T14:18:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5630164903,347,,5630164993,233,349,5630164897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176319,350,1,2,47,39,aljua8crr0vkwit0j3m59jw9j,1,60.3,100.0,2025-04-06T13:05:54.388Z,2025-04-06T18:46:34Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5630165137,107,,5630165145,212,31.2,5630165141,140,85.8,5630165139,56,Center,5630165143,141,78.2,5630165149,1,,5630165147,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176331,351,1,2,47,42,aljua8crr0vkwit0j3m59jw9j,0,88.5,78.7,2025-04-06T13:05:56.940Z,2025-04-06T13:06:00Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5630165201,56,Center,5630165205,141,74.2,5630165209,213,4.26,5630165203,140,87.1,5630165521,233,409,5630165525,286,,5630165207,212,3.4,5630165519,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176385,409,74,2,47,42,cftj6g399tknheudaxsdpfdgb,1,9.9,31.5,2025-04-06T13:05:56.941Z,2025-04-06T14:16:23Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5630165511,56,Back,5630165535,233,351,5630165513,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176785,352,5,2,47,43,aljua8crr0vkwit0j3m59jw9j,1,92.3,101.0,2025-04-06T13:05:58.862Z,2025-04-06T14:18:17Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5630167587,56,Left,5630167623,233,410,5630167589,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176447,410,5,2,47,43,cftj6g399tknheudaxsdpfdgb,0,7.7,-1.0,2025-04-06T13:05:58.862Z,2025-04-06T14:18:17Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5630167683,233,352,5630165843,56,Back,5630165845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176825,353,1,2,48,5,aljua8crr0vkwit0j3m59jw9j,1,91.2,100.0,2025-04-06T13:06:20.524Z,2025-04-06T13:06:22Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5630167841,107,,5630167845,140,92.4,5630167847,141,85.9,5630167851,213,4.83,5630167843,56,Left,5630167849,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176861,354,1,2,48,7,aljua8crr0vkwit0j3m59jw9j,1,92.4,85.9,2025-04-06T13:06:22.268Z,2025-04-06T13:06:23Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5630168033,141,92.6,5630168027,56,Left,5630168037,213,2.43,5630168061,156,,5630168031,140,87.4,5630168035,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176905,355,1,2,48,8,aljua8crr0vkwit0j3m59jw9j,1,87.7,93.9,2025-04-06T13:06:23.709Z,2025-04-06T13:06:25Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5630168281,212,20.4,5630168275,56,Left,5630168279,141,89.1,5630168277,140,68.5,5630168283,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177025,356,1,2,48,10,aljua8crr0vkwit0j3m59jw9j,1,67.1,87.7,2025-04-06T13:06:25.021Z,2025-04-06T13:06:30Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5630168929,56,Center,5630168935,140,55.4,5630168947,213,4.14,5630168941,141,59.6,5630168945,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177099,357,1,2,48,15,aljua8crr0vkwit0j3m59jw9j,1,52.6,41.9,2025-04-06T13:06:30.493Z,2025-04-06T13:06:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5630169405,141,15.5,5630169401,56,Right,5630169407,212,19.0,5630169403,140,58.6,5630169409,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177121,358,1,2,48,19,aljua8crr0vkwit0j3m59jw9j,1,59.3,18.2,2025-04-06T13:06:34.333Z,2025-04-06T13:06:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5630169539,213,2.33,5630169537,212,20.7,5630169535,141,40.3,5630169529,56,Back,5630169531,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177193,359,1,2,48,20,aljua8crr0vkwit0j3m59jw9j,1,45.8,40.3,2025-04-06T13:06:35.613Z,2025-04-06T13:06:38Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5630169941,141,14.4,5630169945,213,5.25,5630169939,140,55.8,5630169937,56,Right,5630169943,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177271,360,1,2,48,23,aljua8crr0vkwit0j3m59jw9j,1,56.2,13.7,2025-04-06T13:06:38.269Z,2025-04-06T13:06:42Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5630170305,140,63.1,5630170311,213,5.46,5630170307,141,2.3,5630170309,212,10.6,5630170303,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177297,361,1,2,48,27,aljua8crr0vkwit0j3m59jw9j,0,53.3,7.3,2025-04-06T13:06:42.062Z,2025-04-06T13:06:43Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5630170457,56,Center,5630170465,213,1.16,5630170461,141,51.5,5630170459,140,65.8,5630170455,155,,5630170467,1,,5630170463,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177333,411,8,2,48,30,cftj6g399tknheudaxsdpfdgb,1,37.0,52.8,2025-04-06T13:06:45.024Z,2025-04-06T18:47:28Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5630170665,15,,5631910657,384,,5630170639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177459,412,61,2,48,35,cftj6g399tknheudaxsdpfdgb,0,50.9,35.1,2025-04-06T13:06:50.566Z,2025-04-06T14:28:02Z,195o7hchielt14ic49r3k06sq,Serginho,,,5630171275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177503,362,1,2,48,36,aljua8crr0vkwit0j3m59jw9j,1,41.3,55.4,2025-04-06T13:06:50.909Z,2025-04-06T13:06:53Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5630171469,140,38.6,5630171481,212,15.3,5630171473,141,33.3,5630171487,213,4.53,5630171467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177683,363,1,2,48,38,aljua8crr0vkwit0j3m59jw9j,1,39.1,32.5,2025-04-06T13:06:53.150Z,2025-04-06T13:07:48Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,1.0,,5630172395,141,26.4,5630172391,56,Center,5630172397,212,57.8,5630172401,1,,5630177911,210,13,5630172399,213,6.21,5630172393,140,94.0,5630172389,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177691,364,13,2,48,44,aljua8crr0vkwit0j3m59jw9j,1,94.1,28.9,2025-04-06T13:06:59.062Z,2025-04-06T14:05:40Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5630172443,56,Center,5630177975,328,,5630177093,20,,5630177965,55,363,5630172441,63,,5630177969,102,41.7,5630177977,230,99.3,5630177963,29,,5630177979,231,47.1,5630177973,215,,5630177971,103,5630172439,22,,31.9,5630177961,84,,,,,,,,,,,,,,,
2797178153,365,5,2,48,44,aljua8crr0vkwit0j3m59jw9j,0,100.9,51.4,2025-04-06T13:06:59.744Z,2025-04-06T14:18:17Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5630174927,56,Center,5630175097,233,413,5630174929,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177991,413,5,2,48,44,cftj6g399tknheudaxsdpfdgb,1,-0.9,48.6,2025-04-06T13:06:59.744Z,2025-04-06T14:18:17Z,195o7hchielt14ic49r3k06sq,Serginho,,,5630174065,346,,5630174063,56,Back,5630175033,233,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178079,414,1,2,48,58,cftj6g399tknheudaxsdpfdgb,1,4.1,46.4,2025-04-06T13:07:13.568Z,2025-04-06T14:12:24Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5630555011,189,,5630174511,56,Back,5630174515,141,84.6,5630174517,212,46.4,5630174519,213,0.59,5630174509,124,,5630174513,140,40.7,5630174525,74,,5630174521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178131,415,1,2,49,2,cftj6g399tknheudaxsdpfdgb,1,42.3,82.3,2025-04-06T13:07:17.039Z,2025-04-06T14:12:14Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5630174797,140,63.2,5630174803,213,0.16,5630174799,141,87.5,5630174795,56,Left,5630174801,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
