id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2732026775,524,15,2,52,0,b3r6d8ydtmtjckam6pku9y400,1,78.4,38.5,2024-10-06T19:12:41.801Z,2024-10-07T00:49:38Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5276164463,328,,5275001727,78,,5274995717,18,,5275001735,458,,5275001737,146,87.3,5275001289,20,,5275001739,147,43.1,5275001723,25,,5275001731,102,49.7,5275001741,230,5275001743,231,47.1,5275001733,103,19,5275001803,233,97.5,490,5274995719,56,Center,5275001293,82,,,,,,,,,,,,,,,,,,,
2732026771,490,10,2,52,1,ahnt9ejgwj58ul8auzdvi3czf,1,11.5,56.5,2024-10-06T19:12:41.901Z,2024-10-06T19:14:57Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5274995697,94,,5274995699,56,Back,5275001819,233,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732026871,525,1,2,52,5,b3r6d8ydtmtjckam6pku9y400,1,75.5,39.1,2024-10-06T19:12:46.538Z,2024-10-06T19:12:50Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5274996229,56,Center,5274996233,141,69.4,5274996237,213,0.91,5274996231,140,90.7,5274996235,212,26.1,5274996227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732026887,526,1,2,52,8,b3r6d8ydtmtjckam6pku9y400,0,90.6,70.9,2024-10-06T19:12:49.057Z,2024-10-07T00:49:58Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5274996343,56,Center,5274996347,141,49.1,5274996349,212,15.9,5274996351,213,5.08,5274996345,140,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732026921,491,12,2,52,9,ahnt9ejgwj58ul8auzdvi3czf,1,2.0,53.2,2024-10-06T19:12:50.649Z,2024-10-07T00:50:10Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274996531,140,6.5,5274996535,212,4.8,5274996529,56,Back,5274996533,141,54.6,5274996537,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732239839,941,83,2,52,10,b3r6d8ydtmtjckam6pku9y400,1,92.2,40.9,2024-10-06T19:12:51.417Z,2024-10-07T00:50:57Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5276167139,399,9zhmwx3g0m6xi2oh57g4z35nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732026933,492,61,2,52,11,ahnt9ejgwj58ul8auzdvi3czf,1,8.0,53.4,2024-10-06T19:12:51.959Z,2024-10-07T00:50:58Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5274996587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732026995,493,12,2,52,12,ahnt9ejgwj58ul8auzdvi3czf,1,11.6,66.1,2024-10-06T19:12:52.887Z,2024-10-07T00:51:06Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274996969,212,46.9,5274996971,213,5.70,5274996967,141,27.9,5274996963,56,Back,5274996965,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027043,527,1,2,52,16,b3r6d8ydtmtjckam6pku9y400,1,43.0,76.5,2024-10-06T19:12:57.650Z,2024-10-07T00:51:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5274997261,212,30.8,5274997257,140,19.5,5274997263,213,3.78,5274997255,56,Back,5274997259,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027141,528,1,2,52,19,b3r6d8ydtmtjckam6pku9y400,1,21.1,56.1,2024-10-06T19:13:00.233Z,2024-10-06T19:13:05Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5274997775,212,9.0,5274997771,140,28.9,5274997769,56,Back,5274997777,213,5.85,5274997773,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027113,494,83,2,52,20,ahnt9ejgwj58ul8auzdvi3czf,0,66.5,54.6,2024-10-06T19:13:01.711Z,2024-10-07T00:51:22Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5274997909,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027159,529,1,2,52,23,b3r6d8ydtmtjckam6pku9y400,1,46.3,46.1,2024-10-06T19:13:04.258Z,2024-10-07T00:51:23Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5274997901,212,18.5,5274997895,56,Center,5274997899,141,46.0,5274997897,140,63.9,5274997903,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027165,530,1,2,52,25,b3r6d8ydtmtjckam6pku9y400,1,63.7,44.9,2024-10-06T19:13:06.857Z,2024-10-06T19:13:12Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274997933,140,46.9,5274997937,212,26.6,5274998043,156,,5274997935,141,15.6,5274997931,56,Back,5274997939,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027311,531,1,2,52,30,b3r6d8ydtmtjckam6pku9y400,1,63.7,18.2,2024-10-06T19:13:11.042Z,2024-10-07T00:51:28Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5274998659,141,21.2,5274998663,213,2.92,5274998655,56,Center,5274998657,140,55.2,5274998661,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027357,532,1,2,52,33,b3r6d8ydtmtjckam6pku9y400,1,55.2,21.2,2024-10-06T19:13:14.409Z,2024-10-06T19:13:17Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5274998913,212,29.7,5274998907,56,Center,5274998909,140,54.0,5274998915,213,1.61,5274998911,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027437,533,1,2,52,36,b3r6d8ydtmtjckam6pku9y400,1,54.0,64.8,2024-10-06T19:13:17.577Z,2024-10-06T19:13:21Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274999369,213,0.97,5274999363,141,96.8,5274999359,56,Left,5274999361,140,68.3,5274999365,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027525,534,1,2,52,40,b3r6d8ydtmtjckam6pku9y400,1,68.3,96.8,2024-10-06T19:13:21.689Z,2024-10-06T19:13:26Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5274999855,213,3.45,5274999843,140,58.6,5274999847,141,92.1,5274999839,56,Left,5274999851,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027605,535,1,2,52,45,b3r6d8ydtmtjckam6pku9y400,1,58.6,92.1,2024-10-06T19:13:26.025Z,2024-10-06T19:13:30Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5275000249,212,16.9,5275000245,140,47.9,5275000251,213,3.99,5275000247,141,73.5,5275000243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027667,536,1,2,52,49,b3r6d8ydtmtjckam6pku9y400,1,45.8,68.4,2024-10-06T19:13:30.009Z,2024-10-06T19:13:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275000615,213,3.83,5275000611,141,45.7,5275000613,212,24.2,5275000607,56,Back,5275000609,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027737,537,2,2,52,53,b3r6d8ydtmtjckam6pku9y400,1,30.8,46.0,2024-10-06T19:13:34.409Z,2024-10-07T00:51:53Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5275001029,56,Right,5275000953,140,73.4,5275001021,7,7hw1plnv7nvxnqpnfnxcxszpx,5275000955,141,18.8,5275001025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732027767,495,55,2,52,53,ahnt9ejgwj58ul8auzdvi3czf,1,31.1,60.0,2024-10-06T19:13:34.410Z,2024-10-06T19:50:17Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5275009279,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028127,496,1,2,53,14,ahnt9ejgwj58ul8auzdvi3czf,1,33.7,51.2,2024-10-06T19:13:55.263Z,2024-10-07T00:52:20Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5275003169,5,,5275003173,56,Back,5275003177,141,5.9,5275003181,213,4.81,5275003175,140,36.7,5275003467,189,,5275003171,241,,5275003179,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028133,497,61,2,53,16,ahnt9ejgwj58ul8auzdvi3czf,1,36.6,5.9,2024-10-06T19:13:57.615Z,2024-10-07T00:52:21Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5275003203,56,Back,5275003223,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028157,498,5,2,53,18,ahnt9ejgwj58ul8auzdvi3czf,0,35.0,-1.3,2024-10-06T19:13:59.865Z,2024-10-06T19:56:52Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5275003335,347,,5275003583,233,538,5275003333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028185,538,5,2,53,18,b3r6d8ydtmtjckam6pku9y400,1,65.0,101.3,2024-10-06T19:13:59.865Z,2024-10-06T19:56:52Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5275003483,347,,5275003537,233,498,5275003477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028243,539,1,2,53,22,b3r6d8ydtmtjckam6pku9y400,1,71.4,100.0,2024-10-06T19:14:03.745Z,2024-10-07T00:52:29Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5275003781,107,,5275003785,140,47.5,5275003793,1,,5275003789,212,27.1,5275003791,213,3.53,5275003787,141,86.3,5275003783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028313,540,1,2,53,28,b3r6d8ydtmtjckam6pku9y400,1,46.5,83.0,2024-10-06T19:14:09.377Z,2024-10-07T00:52:30Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275004153,56,Back,5275004157,141,56.9,5275004159,212,17.8,5275004161,213,4.63,5275004155,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028393,541,1,2,53,30,b3r6d8ydtmtjckam6pku9y400,1,52.6,55.7,2024-10-06T19:14:11.816Z,2024-10-06T19:14:16Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5275004595,140,66.1,5275004603,1,,5275004597,141,10.0,5275004593,56,Right,5275004601,213,5.14,5275004599,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028407,542,1,2,53,35,b3r6d8ydtmtjckam6pku9y400,1,72.6,15.9,2024-10-06T19:14:16.153Z,2024-10-06T19:14:17Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5275004703,212,10.0,5275004707,213,3.17,5275004697,56,Right,5275004699,140,63.1,5275004701,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028441,543,1,2,53,36,b3r6d8ydtmtjckam6pku9y400,1,62.6,15.9,2024-10-06T19:14:16.937Z,2024-10-06T19:14:19Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275004905,140,55.1,5275004915,213,1.92,5275004901,56,Center,5275004913,212,22.8,5275004909,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028485,544,1,2,53,38,b3r6d8ydtmtjckam6pku9y400,1,54.9,47.3,2024-10-06T19:14:19.768Z,2024-10-06T19:14:22Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5275005215,212,22.7,5275005211,141,14.9,5275005217,213,4.95,5275005207,56,Right,5275005209,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028543,545,1,2,53,41,b3r6d8ydtmtjckam6pku9y400,1,58.1,13.1,2024-10-06T19:14:22.761Z,2024-10-06T19:14:26Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275005533,56,Right,5275005537,141,3.5,5275005539,212,17.8,5275005535,140,73.9,5275005541,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028585,546,1,2,53,45,b3r6d8ydtmtjckam6pku9y400,1,73.5,5.2,2024-10-06T19:14:25.881Z,2024-10-06T19:14:28Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5275005753,140,77.7,5275005757,212,17.8,5275005751,56,Center,5275005755,141,30.6,5275005759,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028595,547,1,2,53,47,b3r6d8ydtmtjckam6pku9y400,0,77.1,32.4,2024-10-06T19:14:27.880Z,2024-10-06T19:14:28Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5275005809,140,79.4,5275005807,56,Center,5275005813,212,2.9,5275005811,141,34.8,5275005815,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028659,499,12,2,53,48,ahnt9ejgwj58ul8auzdvi3czf,1,21.8,66.4,2024-10-06T19:14:29.152Z,2024-10-06T19:14:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5275006167,140,34.8,5275006171,212,19.8,5275006169,141,87.4,5275006165,56,Back,5275006173,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028681,500,1,2,53,51,ahnt9ejgwj58ul8auzdvi3czf,0,34.5,86.9,2024-10-06T19:14:32.424Z,2024-10-06T19:14:36Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5275006247,168,,5275006255,212,13.2,5275006251,140,46.3,5275006249,56,Back,5275006257,213,5.92,5275006245,3,,5275006253,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028689,548,1,2,53,52,b3r6d8ydtmtjckam6pku9y400,1,57.4,20.6,2024-10-06T19:14:33.273Z,2024-10-06T19:14:35Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5275006311,141,29.4,5275006315,213,0.63,5275006309,140,65.2,5275006313,212,10.1,5275006307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028787,550,1,2,53,53,b3r6d8ydtmtjckam6pku9y400,1,64.4,34.0,2024-10-06T19:14:34.808Z,2024-10-07T00:52:57Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5275006797,141,60.8,5275006801,213,2.27,5275006799,212,23.9,5275006795,140,49.7,5275006791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028697,549,43,2,53,54,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-06T19:14:35.274Z,2024-10-06T19:14:40Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5275006725,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028813,551,1,2,53,59,b3r6d8ydtmtjckam6pku9y400,1,53.9,60.6,2024-10-06T19:14:40.840Z,2024-10-06T19:14:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275006947,56,Center,5275006955,213,5.06,5275006951,141,52.1,5275006949,140,55.9,5275006953,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028855,552,1,2,54,1,b3r6d8ydtmtjckam6pku9y400,1,58.5,56.4,2024-10-06T19:14:42.728Z,2024-10-06T19:14:46Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5275007205,141,41.1,5275007201,56,Center,5275007209,213,4.80,5275007203,140,59.4,5275007207,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028887,553,1,2,54,5,b3r6d8ydtmtjckam6pku9y400,1,60.6,41.2,2024-10-06T19:14:46.840Z,2024-10-06T19:14:48Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5275007397,212,20.2,5275007401,213,4.99,5275007393,140,65.8,5275007395,141,12.6,5275007391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028905,554,1,2,54,6,b3r6d8ydtmtjckam6pku9y400,0,65.8,12.0,2024-10-06T19:14:47.488Z,2024-10-07T00:53:13Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275007509,141,32.8,5275007513,213,1.18,5275007507,140,71.4,5275007511,212,15.3,5275007505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028915,501,8,2,54,7,ahnt9ejgwj58ul8auzdvi3czf,1,26.6,67.3,2024-10-06T19:14:48.680Z,2024-10-07T00:53:11Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5276171155,384,,5275007557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028981,502,4,2,54,11,ahnt9ejgwj58ul8auzdvi3czf,1,6.2,76.9,2024-10-06T19:14:52.759Z,2024-10-06T20:05:16Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5275007911,13,,5275007927,285,,5275222933,294,,5275007915,56,Back,5275007919,152,,5275008125,233,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028979,555,4,2,54,11,b3r6d8ydtmtjckam6pku9y400,0,93.8,23.1,2024-10-06T19:14:52.760Z,2024-10-06T19:50:13Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5275008167,233,502,5275008117,286,,5275008113,56,Center,5275008115,152,,5275008111,294,,5275008109,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029673,503,1,2,54,48,ahnt9ejgwj58ul8auzdvi3czf,0,9.3,80.9,2024-10-06T19:15:29.745Z,2024-10-06T19:15:32Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5275011517,213,0.05,5275011503,157,,5275011507,56,Left,5275011521,1,,5275011511,141,83.8,5275011501,5,,5275011505,152,,5275011515,212,43.6,5275011509,140,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029697,556,44,2,54,50,b3r6d8ydtmtjckam6pku9y400,1,47.6,19.8,2024-10-06T19:15:31.368Z,2024-10-06T19:17:37Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275011635,285,,5275011699,233,504,5275011633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029679,504,44,2,54,50,ahnt9ejgwj58ul8auzdvi3czf,0,52.4,80.2,2024-10-06T19:15:31.369Z,2024-10-06T19:15:33Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5275011745,233,556,5275011537,56,Left,5275011539,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029775,557,1,2,54,50,b3r6d8ydtmtjckam6pku9y400,0,47.6,21.1,2024-10-06T19:15:31.393Z,2024-10-07T00:53:45Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5275012007,212,14.4,5275012003,140,61.3,5275012009,213,6.27,5275011999,3,,5275012005,141,20.9,5275012001,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029743,505,8,2,54,52,ahnt9ejgwj58ul8auzdvi3czf,1,33.3,74.8,2024-10-06T19:15:33.640Z,2024-10-07T00:54:13Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5275027159,15,,5276173031,384,,5275011839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029833,506,83,2,54,54,ahnt9ejgwj58ul8auzdvi3czf,0,30.4,93.3,2024-10-06T19:15:35.208Z,2024-10-07T00:54:25Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5275022937,399,7hw1plnv7nvxnqpnfnxcxszpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732034485,551,83,2,54,55,ahnt9ejgwj58ul8auzdvi3czf,0,35.0,93.9,2024-10-06T19:15:36.197Z,2024-10-07T00:54:26Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5275036875,399,7hw1plnv7nvxnqpnfnxcxszpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029815,558,61,2,54,56,b3r6d8ydtmtjckam6pku9y400,0,69.9,4.6,2024-10-06T19:15:37.512Z,2024-10-07T00:54:32Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5275012219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029889,507,5,2,54,57,ahnt9ejgwj58ul8auzdvi3czf,1,28.6,101.8,2024-10-06T19:15:38.264Z,2024-10-06T19:56:52Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5275012507,56,Back,5275012509,347,,5275012537,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732029839,559,5,2,54,57,b3r6d8ydtmtjckam6pku9y400,0,71.4,-1.8,2024-10-06T19:15:38.264Z,2024-10-06T19:15:44Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5275012289,56,Right,5275012555,233,507,5275012291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030135,508,1,2,55,11,ahnt9ejgwj58ul8auzdvi3czf,1,31.4,100.0,2024-10-06T19:15:52.721Z,2024-10-06T19:15:57Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5275013761,140,42.5,5275013759,56,Back,5275013757,107,,5275013765,212,13.9,5275013763,141,90.2,5275013767,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030139,509,44,2,55,13,ahnt9ejgwj58ul8auzdvi3czf,1,40.9,87.7,2024-10-06T19:15:54.519Z,2024-10-06T23:57:19Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5275013795,233,560,5275013787,56,Back,5275013789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030087,560,44,2,55,13,b3r6d8ydtmtjckam6pku9y400,0,59.1,12.3,2024-10-06T19:15:54.520Z,2024-10-06T23:57:19Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5275013499,286,,5275013801,233,509,5275013497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030147,510,61,2,55,13,ahnt9ejgwj58ul8auzdvi3czf,1,41.3,90.1,2024-10-06T19:15:54.574Z,2024-10-07T01:06:41Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5275013851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030153,511,44,2,55,15,ahnt9ejgwj58ul8auzdvi3czf,1,37.2,96.9,2024-10-06T19:15:56.711Z,2024-10-06T23:57:20Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5275013901,285,,5275013897,56,Back,5275013931,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030127,561,44,2,55,15,b3r6d8ydtmtjckam6pku9y400,0,62.8,3.1,2024-10-06T19:15:56.712Z,2024-10-06T23:57:20Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5275013721,286,,5275013719,56,Right,5275013957,233,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030175,512,1,2,55,16,ahnt9ejgwj58ul8auzdvi3czf,0,37.5,95.5,2024-10-06T19:15:56.993Z,2024-10-07T01:06:57Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5275014023,213,6.15,5275014009,3,,5275014019,141,91.8,5275014017,140,55.3,5275014013,56,Left,5275014021,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732030161,562,43,2,55,18,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-06T19:15:59.416Z,2024-10-07T01:07:12Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5276187705,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
