id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2704192443,328,1,1,42,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.8,14.7,2024-07-28T12:45:51.217Z,2024-07-28T12:45:55Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122194623,213,3.06,5122194621,212,14.3,5122194619,141,16.5,5122194617,140,62.2,5122194615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192453,329,1,1,42,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.3,20.3,2024-07-28T12:45:55.698Z,2024-07-28T12:45:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122194665,141,38.5,5122194661,56,Center,5122194667,212,13.2,5122194669,213,1.93,5122194663,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192471,330,1,1,42,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.9,30.6,2024-07-28T12:45:56.930Z,2024-07-28T12:45:58Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122194753,140,55.5,5122194751,56,Right,5122194759,213,4.56,5122194757,212,9.6,5122194755,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192501,331,1,1,42,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.4,16.8,2024-07-28T12:45:58.866Z,2024-07-28T12:46:01Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122194879,56,Center,5122194887,213,1.90,5122194885,212,21.5,5122194883,141,46.6,5122194881,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192529,332,1,1,42,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.3,54.3,2024-07-28T12:46:01.842Z,2024-07-28T12:46:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122194969,212,30.2,5122194963,56,Left,5122194967,141,96.9,5122194971,213,1.29,5122194965,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192585,333,1,1,42,48,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.1,94.6,2024-07-28T12:46:05.266Z,2024-07-28T12:52:59Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5122195223,140,77.5,5122195221,56,Left,5122195229,213,0.21,5122195227,212,20.8,5122195225,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192599,335,5,1,42,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.1,101.4,2024-07-28T12:46:09.682Z,2024-07-28T12:53:15Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5122195827,233,422,5122195285,56,Left,5122195287,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192729,422,5,1,42,53,cftj6g399tknheudaxsdpfdgb,1,27.9,-1.4,2024-07-28T12:46:09.682Z,2024-07-28T12:46:29Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122195777,56,Back,5122195819,233,335,5122195779,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192595,334,43,1,42,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-07-28T12:46:10.547Z,2024-07-28T12:53:00Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5122212231,144,61,5122195267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192755,423,1,1,43,12,cftj6g399tknheudaxsdpfdgb,1,26.9,0.0,2024-07-28T12:46:28.659Z,2024-07-28T12:46:30Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122195907,212,16.7,5122195899,107,,5122195905,141,15.6,5122195909,213,0.78,5122195901,56,Back,5122195903,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192789,424,1,1,43,14,cftj6g399tknheudaxsdpfdgb,1,35.1,23.4,2024-07-28T12:46:30.658Z,2024-07-28T12:46:34Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5122196095,213,1.78,5122196087,56,Back,5122196091,141,64.8,5122196093,212,28.8,5122196089,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192801,425,1,1,43,18,cftj6g399tknheudaxsdpfdgb,0,31.7,65.8,2024-07-28T12:46:34.482Z,2024-07-28T12:46:37Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122196163,1,,5122196155,140,69.2,5122196151,155,,5122196161,213,0.16,5122196157,141,75.4,5122196153,56,Center,5122196159,212,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192829,336,1,1,43,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.9,25.3,2024-07-28T12:46:38.689Z,2024-07-28T12:46:40Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122196291,213,2.67,5122196289,212,15.0,5122196283,56,Back,5122196287,141,35.4,5122196285,140,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192945,338,1,1,43,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.4,50.0,2024-07-28T12:46:43.970Z,2024-07-28T12:46:50Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5122196777,141,96.3,5122196781,213,0.80,5122196779,212,44.1,5122196773,56,Back,5122196783,1,,5122196775,140,40.8,5122196771,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192957,339,1,1,43,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.1,96.9,2024-07-28T12:46:48.289Z,2024-07-28T12:46:52Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5122196851,141,91.4,5122196853,212,11.8,5122196849,140,51.8,5122196855,213,5.96,5122196847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192973,427,1,1,43,33,cftj6g399tknheudaxsdpfdgb,1,43.6,13.7,2024-07-28T12:46:50.210Z,2024-07-28T12:46:53Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122196929,56,Right,5122196937,213,6.09,5122196935,212,13.0,5122196931,140,55.8,5122196933,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704192993,428,1,1,43,36,cftj6g399tknheudaxsdpfdgb,1,55.8,10.1,2024-07-28T12:46:52.898Z,2024-07-28T12:53:47Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122197023,141,16.7,5122197021,140,45.0,5122197019,56,Back,5122197025,212,12.2,5122197027,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193023,429,1,1,43,37,cftj6g399tknheudaxsdpfdgb,1,45.0,16.7,2024-07-28T12:46:54.210Z,2024-07-28T12:46:58Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122197137,140,38.8,5122197141,212,24.3,5122197143,213,1.84,5122197139,141,51.2,5122197133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193047,430,1,1,43,41,cftj6g399tknheudaxsdpfdgb,1,38.8,51.2,2024-07-28T12:46:57.907Z,2024-07-28T12:47:00Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122197263,213,4.86,5122197261,212,18.0,5122197255,56,Back,5122197257,140,41.4,5122197259,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193069,431,1,1,43,44,cftj6g399tknheudaxsdpfdgb,1,41.4,25.0,2024-07-28T12:47:00.434Z,2024-07-28T12:47:02Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122197399,141,51.3,5122197405,213,1.80,5122197397,140,37.4,5122197395,56,Back,5122197403,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193123,432,1,1,43,48,cftj6g399tknheudaxsdpfdgb,1,46.7,62.1,2024-07-28T12:47:05.282Z,2024-07-28T12:47:08Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122197693,212,15.0,5122197689,140,44.5,5122197691,141,40.3,5122197695,213,4.56,5122197687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193143,433,1,1,43,52,cftj6g399tknheudaxsdpfdgb,1,51.7,27.6,2024-07-28T12:47:08.754Z,2024-07-28T12:47:11Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122197799,56,Right,5122197803,141,7.3,5122197801,140,57.1,5122197807,213,5.10,5122197805,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193207,434,1,1,43,54,cftj6g399tknheudaxsdpfdgb,1,57.1,7.3,2024-07-28T12:47:11.235Z,2024-07-28T12:47:17Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122198171,212,13.1,5122198173,213,6.10,5122198167,141,3.7,5122198163,140,69.4,5122198161,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193251,435,1,1,44,1,cftj6g399tknheudaxsdpfdgb,1,66.5,48.1,2024-07-28T12:47:17.730Z,2024-07-28T12:47:22Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5122198371,213,1.70,5122198367,141,83.0,5122198363,56,Left,5122198369,212,23.9,5122198365,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193237,341,83,1,44,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.5,59.1,2024-07-28T12:47:18.786Z,2024-07-28T12:47:31Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5122198547,399,4n3t1p3zn5yzjv4w0clo3xvjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193283,436,1,1,44,6,cftj6g399tknheudaxsdpfdgb,1,65.2,82.9,2024-07-28T12:47:22.531Z,2024-07-28T12:47:26Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122198517,212,24.4,5122198515,141,76.9,5122198519,213,6.12,5122198511,56,Center,5122198513,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193341,437,1,1,44,9,cftj6g399tknheudaxsdpfdgb,1,95.8,74.8,2024-07-28T12:47:26.131Z,2024-07-28T12:47:33Z,195o7hchielt14ic49r3k06sq,Serginho,,,5122198819,1,,5122198813,141,6.8,5122198817,213,4.49,5122198809,56,Right,5122198811,140,85.8,5122198803,2,,5122198815,212,47.4,5122198807,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193369,438,1,1,44,17,cftj6g399tknheudaxsdpfdgb,1,85.2,5.2,2024-07-28T12:47:33.651Z,2024-07-28T12:47:35Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122198985,212,6.1,5122198987,213,2.13,5122198975,56,Right,5122198983,141,12.8,5122198977,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193385,439,1,1,44,18,cftj6g399tknheudaxsdpfdgb,1,82.1,12.8,2024-07-28T12:47:35.378Z,2024-07-28T12:47:37Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5122199095,213,0.12,5122199087,56,Right,5122199089,140,93.7,5122199093,212,12.3,5122199091,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193395,440,1,1,44,20,cftj6g399tknheudaxsdpfdgb,0,94.4,15.5,2024-07-28T12:47:36.946Z,2024-07-28T12:47:37Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122199127,155,,5122199133,141,32.1,5122199131,140,93.2,5122199125,2,,5122199129,56,Center,5122199135,212,11.4,5122199137,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193539,342,12,1,44,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.9,62.1,2024-07-28T12:47:38.706Z,2024-07-28T12:47:49Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5122199779,212,39.7,5122199773,56,Back,5122199775,140,36.4,5122199781,213,0.68,5122199777,141,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193501,441,1,1,44,27,cftj6g399tknheudaxsdpfdgb,1,60.7,5.8,2024-07-28T12:47:43.923Z,2024-07-28T12:47:46Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122199629,213,2.57,5122199621,140,50.6,5122199623,141,15.8,5122199619,56,Right,5122199625,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193563,442,1,1,44,29,cftj6g399tknheudaxsdpfdgb,1,50.6,15.8,2024-07-28T12:47:46.114Z,2024-07-28T12:47:51Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122199879,140,51.8,5122199885,213,1.52,5122199877,56,Center,5122199883,212,25.5,5122199881,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193589,443,1,1,44,35,cftj6g399tknheudaxsdpfdgb,1,60.2,61.4,2024-07-28T12:47:51.635Z,2024-07-28T12:47:54Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122200021,212,10.8,5122200023,213,6.19,5122200019,141,60.0,5122200017,140,70.4,5122200015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193617,444,1,1,44,37,cftj6g399tknheudaxsdpfdgb,1,70.2,67.0,2024-07-28T12:47:53.906Z,2024-07-28T12:47:55Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5122200163,212,13.5,5122200165,213,1.61,5122200159,140,69.7,5122200157,56,Left,5122200161,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193669,445,1,1,44,39,cftj6g399tknheudaxsdpfdgb,1,69.7,86.8,2024-07-28T12:47:55.794Z,2024-07-28T12:47:59Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122200457,141,95.4,5122200461,213,0.48,5122200459,212,12.8,5122200453,56,Left,5122200455,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193691,446,1,1,44,43,cftj6g399tknheudaxsdpfdgb,1,80.5,95.4,2024-07-28T12:47:59.842Z,2024-07-28T12:48:02Z,195o7hchielt14ic49r3k06sq,Serginho,,,5122200577,212,8.3,5122200573,140,72.7,5122200579,213,3.27,5122200569,56,Left,5122200575,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193699,447,1,1,44,45,cftj6g399tknheudaxsdpfdgb,1,72.7,93.9,2024-07-28T12:48:02.130Z,2024-07-28T12:48:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122200619,56,Center,5122200623,141,75.0,5122200621,140,75.3,5122200627,213,4.92,5122200625,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193735,448,1,1,44,47,cftj6g399tknheudaxsdpfdgb,1,75.3,75.0,2024-07-28T12:48:03.778Z,2024-07-28T12:48:07Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122200797,141,68.2,5122200793,56,Center,5122200799,212,5.2,5122200795,140,77.6,5122200801,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193745,449,1,1,44,51,cftj6g399tknheudaxsdpfdgb,1,76.1,72.7,2024-07-28T12:48:07.458Z,2024-07-28T12:48:08Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5122200835,56,Center,5122200837,140,79.4,5122200843,213,0.32,5122200841,212,3.7,5122200839,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193747,450,61,1,44,51,cftj6g399tknheudaxsdpfdgb,1,79.4,74.4,2024-07-28T12:48:08.333Z,2024-07-28T12:48:08Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122200847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193767,344,1,1,44,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.8,32.2,2024-07-28T12:48:10.097Z,2024-07-28T12:48:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5122200969,140,24.9,5122200975,213,4.91,5122200973,212,11.4,5122200971,141,15.8,5122200967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193783,346,3,1,44,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.7,9.8,2024-07-28T12:48:12.145Z,2024-07-28T12:48:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122201067,285,,5122201065,56,Back,5122201185,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193795,451,7,1,44,55,cftj6g399tknheudaxsdpfdgb,1,75.3,90.2,2024-07-28T12:48:12.146Z,2024-07-28T12:48:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122201155,233,346,5122201123,167,,5122201127,286,,5122201125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193799,452,43,1,44,58,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-28T12:48:15.186Z,2024-07-28T12:49:12Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122201147,56,Left,5122203605,144,5,5122201149,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194351,454,4,1,45,0,cftj6g399tknheudaxsdpfdgb,1,72.2,94.4,2024-07-28T12:48:16.530Z,2024-07-28T12:53:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122203835,152,,5122203841,286,,5122209841,294,,5122203831,13,,5122212889,233,348,5122203833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194207,348,4,1,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.8,5.6,2024-07-28T12:48:16.531Z,2024-07-28T12:53:24Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122203239,285,,5122213111,294,,5122212897,233,454,5122203233,56,Back,5122203231,13,,5122203235,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193831,453,70,1,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-28T12:48:17.226Z,2024-07-28T12:48:23Z,,,,,5122201315,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704193851,347,43,1,45,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-07-28T12:48:18.178Z,2024-07-28T12:49:05Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122203281,144,5,5122201429,233,452,5122201403,347,0,5122201401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194463,455,1,1,46,4,cftj6g399tknheudaxsdpfdgb,1,69.4,94.5,2024-07-28T12:49:20.914Z,2024-07-28T12:49:41Z,195o7hchielt14ic49r3k06sq,Serginho,1.0,,5122204229,56,Center,5122204237,213,5.23,5122204233,141,49.9,5122205227,210,13,5122204231,140,85.8,5122204225,155,,5122204223,5,,5122204227,152,,5122204239,1,,5122205229,154,,5122204235,212,34.9,5122204221,2,,,,,,,,,,,,,,,,,,,
2704194479,456,44,1,46,8,cftj6g399tknheudaxsdpfdgb,1,85.8,47.2,2024-07-28T12:49:24.514Z,2024-07-28T12:49:26Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122204351,233,349,5122204291,286,,5122204289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194473,349,44,1,46,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,14.2,52.8,2024-07-28T12:49:24.515Z,2024-07-28T12:49:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122204359,233,456,5122204271,285,,5122204269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194485,457,13,1,46,8,cftj6g399tknheudaxsdpfdgb,1,85.8,49.9,2024-07-28T12:49:24.962Z,2024-07-28T12:49:42Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122204703,328,,5122205245,55,455,5122204697,24,,5122205251,103,18.1,5122204313,56,Center,5122205239,75,,5122205249,102,38.5,5122205253,230,97.8,5122205255,231,50.9,5122204309,17,,5122205241,29,,5122204699,15,5122205243,154,,,,,,,,,,,,,,,,,
2704194481,350,5,1,46,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.8,58.9,2024-07-28T12:49:25.809Z,2024-07-28T12:49:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122204293,56,Back,5122204295,346,,5122204421,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194501,458,5,1,46,9,cftj6g399tknheudaxsdpfdgb,0,100.8,41.1,2024-07-28T12:49:25.809Z,2024-07-28T12:53:15Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122204379,56,Center,5122204383,346,,5122204433,233,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194843,352,1,1,46,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,4.4,43.7,2024-07-28T12:49:52.370Z,2024-07-28T12:49:56Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5122206005,212,58.2,5122206013,74,,5122206001,140,59.8,5122205999,56,Center,5122206007,213,0.03,5122205997,124,,5122206009,1,,5122206003,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194825,459,44,1,46,38,cftj6g399tknheudaxsdpfdgb,1,39.1,50.6,2024-07-28T12:49:54.754Z,2024-07-28T12:49:57Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122205913,285,,5122205911,56,Back,5122206045,233,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194847,353,44,1,46,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.9,49.4,2024-07-28T12:49:54.755Z,2024-07-28T12:49:57Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5122206057,233,459,5122206027,286,,5122206025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194841,460,1,1,46,38,cftj6g399tknheudaxsdpfdgb,0,37.7,47.0,2024-07-28T12:49:54.994Z,2024-07-28T12:49:56Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122205985,3,,5122205987,56,Center,5122205995,213,0.51,5122205993,212,19.4,5122205991,141,60.9,5122205989,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194883,354,1,1,46,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.6,30.9,2024-07-28T12:49:59.153Z,2024-07-28T12:50:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122206187,140,76.0,5122206189,141,3.8,5122206191,212,29.1,5122206183,155,,5122206185,56,Right,5122206193,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194921,355,44,1,46,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.6,4.8,2024-07-28T12:50:01.217Z,2024-07-28T12:50:07Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122206339,286,,5122206337,56,Right,5122206347,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194871,461,44,1,46,44,cftj6g399tknheudaxsdpfdgb,0,22.4,95.2,2024-07-28T12:50:01.218Z,2024-07-28T12:50:07Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122206361,233,355,5122206151,285,,5122206149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194967,356,1,1,46,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,98.2,25.2,2024-07-28T12:50:06.658Z,2024-07-28T12:51:09Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122206529,155,,5122206537,212,26.3,5122206533,140,91.7,5122206527,2,,5122206539,213,1.83,5122206535,141,62.6,5122206531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704195281,358,61,1,46,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,92.7,61.7,2024-07-28T12:50:07.226Z,2024-07-28T12:51:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5122207757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194973,462,4,1,46,59,cftj6g399tknheudaxsdpfdgb,1,29.3,6.2,2024-07-28T12:50:15.665Z,2024-07-28T12:52:16Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5122206613,152,,5122206611,56,Back,5122206653,233,357,5122206617,285,,5122206615,265,,5122206607,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704194971,357,4,1,46,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.7,93.8,2024-07-28T12:50:15.666Z,2024-07-28T12:50:17Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5122206643,13,,5122206649,265,,5122206647,152,,5122206661,233,462,5122206651,286,,5122206645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704195359,463,1,1,47,37,cftj6g399tknheudaxsdpfdgb,0,31.7,7.3,2024-07-28T12:50:54.002Z,2024-07-28T12:51:03Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5122208115,213,0.23,5122208107,56,Right,5122208109,140,65.8,5122208103,157,,5122208111,141,19.5,5122208105,152,,5122208117,1,,5122208101,5,,5122208113,212,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
