id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2734853233,461,8,2,53,52,c165yjiny1qnmfdvefxvflnkc,1,60.0,74.5,2024-10-18T18:17:57.340Z,2024-10-18T18:17:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290562031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853283,463,1,2,53,53,c165yjiny1qnmfdvefxvflnkc,1,70.0,92.3,2024-10-18T18:17:59.179Z,2024-10-18T18:17:59Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5290562315,140,63.3,5290562321,213,3.86,5290562319,212,9.4,5290562317,141,83.2,5290562313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853419,464,1,2,53,54,c165yjiny1qnmfdvefxvflnkc,1,63.3,83.2,2024-10-18T18:17:59.692Z,2024-10-18T18:18:04Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290563011,212,18.1,5290563007,140,80.4,5290563009,141,86.5,5290563005,56,Left,5290563013,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853351,601,83,2,53,56,b3r6d8ydtmtjckam6pku9y400,0,13.7,5.4,2024-10-18T18:18:01.241Z,2024-10-18T18:22:35Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290598139,399,3ylgelxr6ssp42hidfnchqp2i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853431,465,61,2,53,58,c165yjiny1qnmfdvefxvflnkc,0,84.7,99.0,2024-10-18T18:18:03.276Z,2024-10-18T18:22:33Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290563047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853435,466,5,2,53,59,c165yjiny1qnmfdvefxvflnkc,0,85.2,101.4,2024-10-18T18:18:04.210Z,2024-10-18T18:41:32Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290563057,347,,5290563271,233,602,5290563055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853451,602,5,2,53,59,b3r6d8ydtmtjckam6pku9y400,1,14.8,-1.4,2024-10-18T18:18:04.210Z,2024-10-18T18:41:32Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290563183,233,466,5290563147,56,Back,5290563149,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853543,603,1,2,54,2,b3r6d8ydtmtjckam6pku9y400,1,14.4,0.0,2024-10-18T18:18:07.425Z,2024-10-18T18:18:09Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290563663,107,,5290563667,140,6.8,5290563669,141,24.9,5290563671,212,19.8,5290563665,56,Back,5290563673,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853601,604,1,2,54,4,b3r6d8ydtmtjckam6pku9y400,1,8.8,27.1,2024-10-18T18:18:09.250Z,2024-10-18T18:18:11Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290563939,213,1.89,5290563937,212,18.3,5290563933,140,3.4,5290563931,56,Back,5290563935,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853683,605,1,2,54,6,b3r6d8ydtmtjckam6pku9y400,1,2.8,59.9,2024-10-18T18:18:11.698Z,2024-10-18T18:18:15Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5290564399,213,5.93,5290564397,212,48.3,5290564389,157,,5290564401,1,,5290564393,140,46.0,5290564391,56,Back,5290564395,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853717,606,1,2,54,10,b3r6d8ydtmtjckam6pku9y400,0,46.1,35.5,2024-10-18T18:18:15.554Z,2024-10-18T18:18:17Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290564617,213,1.53,5290564601,3,,5290564605,56,Back,5290564615,212,5.7,5290564613,141,43.9,5290564609,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853745,467,44,2,54,11,c165yjiny1qnmfdvefxvflnkc,1,54.5,59.6,2024-10-18T18:18:16.880Z,2024-10-18T18:51:24Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290564753,56,Center,5290564755,286,,5290564859,233,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853729,607,44,2,54,11,b3r6d8ydtmtjckam6pku9y400,0,45.5,40.4,2024-10-18T18:18:16.881Z,2024-10-18T18:51:25Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5290564673,56,Back,5290564675,285,,5290564913,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853793,468,1,2,54,12,c165yjiny1qnmfdvefxvflnkc,1,56.0,66.0,2024-10-18T18:18:17.628Z,2024-10-18T18:18:19Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290565023,212,24.6,5290565009,3,,5290565021,141,75.1,5290565025,213,2.89,5290565017,140,33.3,5290565013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853805,469,43,2,54,14,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-18T18:18:19.212Z,2024-10-18T18:18:22Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290565363,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853823,470,12,2,54,15,c165yjiny1qnmfdvefxvflnkc,1,31.4,77.3,2024-10-18T18:18:20.389Z,2024-10-18T18:18:21Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290565175,56,Back,5290565235,167,,5290565183,213,1.84,5290565177,140,27.0,5290565179,141,100.0,5290565181,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734853833,471,5,2,54,15,c165yjiny1qnmfdvefxvflnkc,0,26.0,101.6,2024-10-18T18:18:20.965Z,2024-10-18T18:41:32Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290566201,233,608,5290565201,56,Back,5290565203,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854011,608,5,2,54,15,b3r6d8ydtmtjckam6pku9y400,1,74.0,-1.6,2024-10-18T18:18:20.965Z,2024-10-18T18:41:32Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5290566141,347,,5290566163,233,471,5290566139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854045,609,1,2,54,23,b3r6d8ydtmtjckam6pku9y400,1,75.6,0.0,2024-10-18T18:18:28.626Z,2024-10-18T18:18:30Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290566313,56,Right,5290566325,213,2.71,5290566319,141,4.7,5290566315,140,66.5,5290566311,107,,5290566323,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854127,610,1,2,54,24,b3r6d8ydtmtjckam6pku9y400,1,66.8,4.7,2024-10-18T18:18:29.682Z,2024-10-18T18:18:32Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290566735,141,2.3,5290566729,56,Right,5290566731,140,74.9,5290566737,212,8.7,5290566739,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854169,611,1,2,54,27,b3r6d8ydtmtjckam6pku9y400,1,77.5,3.2,2024-10-18T18:18:32.818Z,2024-10-18T18:18:34Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290566953,212,7.7,5290566949,140,72.3,5290566945,56,Right,5290566955,213,2.36,5290566951,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854225,612,1,2,54,29,b3r6d8ydtmtjckam6pku9y400,1,72.2,7.9,2024-10-18T18:18:34.322Z,2024-10-18T18:18:36Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290567249,140,78.9,5290567253,212,8.3,5290567247,56,Right,5290567251,141,1.3,5290567255,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854283,613,1,2,54,31,b3r6d8ydtmtjckam6pku9y400,1,79.5,1.6,2024-10-18T18:18:36.609Z,2024-10-18T18:18:39Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290567637,212,19.7,5290567633,140,94.9,5290567639,213,0.61,5290567631,56,Right,5290567635,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854311,614,1,2,54,33,b3r6d8ydtmtjckam6pku9y400,0,95.4,18.3,2024-10-18T18:18:38.946Z,2024-10-18T18:18:39Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290567791,212,5.5,5290567781,2,,5290567785,56,Center,5290567793,213,1.82,5290567789,141,26.1,5290567787,140,94.1,5290567783,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854331,472,61,2,54,35,c165yjiny1qnmfdvefxvflnkc,1,6.6,76.3,2024-10-18T18:18:40.229Z,2024-10-18T18:18:40Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290567869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854475,474,1,2,54,39,c165yjiny1qnmfdvefxvflnkc,1,8.5,16.7,2024-10-18T18:18:44.612Z,2024-10-18T18:18:46Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5290568659,213,2.29,5290568655,141,20.6,5290568653,140,6.3,5290568651,56,Back,5290568657,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854505,475,1,2,54,40,c165yjiny1qnmfdvefxvflnkc,0,6.3,20.6,2024-10-18T18:18:46.099Z,2024-10-18T18:18:46Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5290568797,140,21.7,5290568795,56,Back,5290568803,213,5.82,5290568801,212,18.1,5290568799,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854631,616,1,2,54,43,b3r6d8ydtmtjckam6pku9y400,1,72.5,89.9,2024-10-18T18:18:48.545Z,2024-10-18T18:18:51Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5290569309,56,Left,5290569317,213,3.50,5290569311,140,63.9,5290569313,141,85.0,5290569315,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854681,617,1,2,54,45,b3r6d8ydtmtjckam6pku9y400,1,62.2,81.7,2024-10-18T18:18:51.138Z,2024-10-18T18:18:53Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290569609,140,66.3,5290569613,212,8.4,5290569617,213,1.03,5290569611,141,92.3,5290569607,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854757,618,1,2,54,48,b3r6d8ydtmtjckam6pku9y400,1,63.9,90.6,2024-10-18T18:18:53.490Z,2024-10-18T18:18:57Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5290570115,140,54.9,5290570119,212,17.1,5290570121,213,4.13,5290570113,56,Center,5290570117,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854807,619,1,2,54,51,b3r6d8ydtmtjckam6pku9y400,1,54.9,66.1,2024-10-18T18:18:56.930Z,2024-10-18T18:18:59Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290570399,141,54.3,5290570401,212,12.9,5290570397,140,45.3,5290570395,56,Back,5290570403,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854871,620,1,2,54,53,b3r6d8ydtmtjckam6pku9y400,1,46.2,55.5,2024-10-18T18:18:58.930Z,2024-10-18T18:19:02Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290570779,213,1.40,5290570771,56,Back,5290570777,212,6.1,5290570773,140,47.2,5290570775,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854893,621,1,2,54,57,b3r6d8ydtmtjckam6pku9y400,1,47.1,64.9,2024-10-18T18:19:02.306Z,2024-10-18T18:19:04Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290570915,56,Left,5290570923,213,1.12,5290570917,140,52.1,5290570919,141,80.8,5290570921,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734854931,622,1,2,54,58,b3r6d8ydtmtjckam6pku9y400,1,52.8,82.1,2024-10-18T18:19:03.921Z,2024-10-18T18:19:05Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290571145,140,65.6,5290571143,56,Left,5290571147,141,94.8,5290571151,213,0.57,5290571149,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855023,623,1,2,55,0,b3r6d8ydtmtjckam6pku9y400,1,66.4,94.1,2024-10-18T18:19:05.857Z,2024-10-18T18:19:09Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290571665,140,89.1,5290571663,56,Left,5290571667,141,90.3,5290571669,212,24.0,5290571671,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855045,624,1,2,55,1,b3r6d8ydtmtjckam6pku9y400,0,89.4,89.1,2024-10-18T18:19:06.217Z,2024-10-18T19:11:06Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5290571827,213,4.66,5290571823,141,83.3,5290571815,155,,5290571821,140,89.2,5290571825,212,3.9,5290571819,56,Left,5290571813,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855099,477,61,2,55,2,c165yjiny1qnmfdvefxvflnkc,1,10.2,7.9,2024-10-18T18:19:08.052Z,2024-10-18T18:19:54Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5290572099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855327,479,1,2,55,18,c165yjiny1qnmfdvefxvflnkc,1,8.3,52.1,2024-10-18T18:19:24.020Z,2024-10-18T18:19:24Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290573427,56,Back,5290573429,140,21.8,5290573435,213,0.35,5290573431,141,59.6,5290573433,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855367,480,1,2,55,19,c165yjiny1qnmfdvefxvflnkc,1,21.8,59.6,2024-10-18T18:19:24.828Z,2024-10-18T18:19:26Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290573615,141,83.0,5290573613,140,18.5,5290573617,212,16.3,5290573619,213,1.79,5290573609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855493,481,1,2,55,21,c165yjiny1qnmfdvefxvflnkc,1,18.5,83.0,2024-10-18T18:19:26.540Z,2024-10-18T18:19:32Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290574279,213,0.47,5290574271,56,Back,5290574277,212,18.1,5290574273,140,33.9,5290574275,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855557,482,1,2,55,26,c165yjiny1qnmfdvefxvflnkc,1,39.0,94.7,2024-10-18T18:19:32.012Z,2024-10-18T18:19:34Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290574645,213,3.09,5290574639,212,20.3,5290574635,141,96.3,5290574631,140,19.7,5290574627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855701,483,1,2,55,29,c165yjiny1qnmfdvefxvflnkc,1,19.7,96.3,2024-10-18T18:19:34.827Z,2024-10-18T18:19:41Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290575363,56,Back,5290575365,140,9.0,5290575367,141,55.8,5290575369,212,29.7,5290575371,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855747,484,1,2,55,35,c165yjiny1qnmfdvefxvflnkc,1,9.8,39.7,2024-10-18T18:19:40.900Z,2024-10-18T18:19:43Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290575631,56,Back,5290575635,140,8.8,5290575649,213,4.58,5290575645,212,8.2,5290575639,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855789,485,1,2,55,37,c165yjiny1qnmfdvefxvflnkc,1,8.1,30.1,2024-10-18T18:19:42.955Z,2024-10-18T18:19:45Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290575927,56,Back,5290575933,212,15.9,5290575929,140,4.4,5290575931,141,52.8,5290575937,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855857,486,1,2,55,39,c165yjiny1qnmfdvefxvflnkc,0,4.7,58.7,2024-10-18T18:19:45.004Z,2024-10-18T18:19:47Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290576285,56,Back,5290576295,213,0.46,5290576291,141,64.9,5290576287,140,12.8,5290576283,157,,5290576293,212,9.5,5290576297,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734855897,625,13,2,55,43,b3r6d8ydtmtjckam6pku9y400,1,88.9,32.8,2024-10-18T18:19:48.642Z,2024-10-18T18:37:37Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290576475,56,Center,5290635379,328,,5290630403,63,,5290659035,458,,5290659043,230,97.2,5290659031,102,96.0,5290659039,146,92.1,5290630401,22,,5290659045,231,5290659033,103,4.2,5290659041,147,5290659037,153,,5290635375,15,,5290659029,73,,,,,,,,65.3,45.3,,,,,,,,,,
2734856101,487,1,2,55,49,c165yjiny1qnmfdvefxvflnkc,1,29.3,18.5,2024-10-18T18:19:54.676Z,2024-10-18T18:19:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5290577559,213,5.50,5290577547,56,Back,5290577555,141,3.5,5290577553,140,39.0,5290577557,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856203,488,1,2,55,52,c165yjiny1qnmfdvefxvflnkc,1,44.8,7.0,2024-10-18T18:19:57.572Z,2024-10-18T18:20:01Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5290578087,141,13.7,5290578083,56,Back,5290578085,140,47.2,5290578089,212,5.2,5290578091,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856245,489,1,2,55,56,c165yjiny1qnmfdvefxvflnkc,1,47.5,13.7,2024-10-18T18:20:01.323Z,2024-10-18T18:20:03Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5290578353,212,7.3,5290578349,140,43.5,5290578347,56,Back,5290578355,213,4.10,5290578351,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856339,490,1,2,55,58,c165yjiny1qnmfdvefxvflnkc,1,43.5,5.0,2024-10-18T18:20:03.332Z,2024-10-18T18:20:06Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5290578799,213,2.13,5290578797,212,34.4,5290578789,155,,5290578793,140,26.1,5290578801,1,,5290578791,56,Back,5290578795,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856391,491,1,2,56,1,c165yjiny1qnmfdvefxvflnkc,1,31.2,56.3,2024-10-18T18:20:06.652Z,2024-10-18T18:20:09Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290579177,213,0.95,5290579171,212,24.9,5290579167,141,86.0,5290579163,140,45.1,5290579159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856459,492,1,2,56,4,c165yjiny1qnmfdvefxvflnkc,1,48.5,91.7,2024-10-18T18:20:09.868Z,2024-10-18T18:20:14Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290579539,213,0.17,5290579537,212,9.9,5290579533,140,57.8,5290579531,56,Left,5290579535,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856481,493,1,2,56,8,c165yjiny1qnmfdvefxvflnkc,1,58.3,94.1,2024-10-18T18:20:13.972Z,2024-10-18T18:20:14Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290579609,140,59.0,5290579611,141,85.0,5290579607,56,Left,5290579615,213,4.83,5290579613,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856501,494,1,2,56,9,c165yjiny1qnmfdvefxvflnkc,1,59.0,85.0,2024-10-18T18:20:14.588Z,2024-10-18T18:20:15Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290579727,213,3.74,5290579721,140,50.9,5290579725,212,10.3,5290579719,56,Center,5290579723,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856511,495,1,2,56,9,c165yjiny1qnmfdvefxvflnkc,1,50.9,76.4,2024-10-18T18:20:15.091Z,2024-10-18T18:20:15Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290579839,140,61.5,5290579837,56,Center,5290579841,141,69.9,5290579845,213,5.91,5290579843,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856565,496,1,2,56,10,c165yjiny1qnmfdvefxvflnkc,1,62.0,69.6,2024-10-18T18:20:15.715Z,2024-10-18T18:20:18Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5290580239,4,,5290580195,212,20.2,5290580193,141,62.1,5290580197,213,6.03,5290580191,140,80.6,5290580189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734857307,632,83,2,56,13,b3r6d8ydtmtjckam6pku9y400,0,6.9,40.9,2024-10-18T18:20:18.377Z,2024-10-18T18:26:58Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290630033,399,94hei5v2f93ga4b0iwxxisbu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856603,497,3,2,56,13,c165yjiny1qnmfdvefxvflnkc,0,87.7,65.7,2024-10-18T18:20:18.820Z,2024-10-18T18:20:19Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5290580375,56,Center,5290580431,211,,5290580377,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856747,627,1,2,56,17,b3r6d8ydtmtjckam6pku9y400,1,8.2,34.2,2024-10-18T18:20:23.044Z,2024-10-18T18:20:31Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290582027,1,,5290581195,141,30.9,5290582019,157,,5290581199,213,6.20,5290581189,56,Back,5290581197,212,28.5,5290581193,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856767,628,3,2,56,19,b3r6d8ydtmtjckam6pku9y400,0,36.4,30.9,2024-10-18T18:20:24.714Z,2024-10-18T18:20:26Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290581273,56,Back,5290581281,286,,5290581369,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856735,498,7,2,56,19,c165yjiny1qnmfdvefxvflnkc,0,63.6,69.1,2024-10-18T18:20:24.715Z,2024-10-18T18:20:35Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5290581147,56,Center,5290581311,233,628,5290581151,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856787,629,61,2,56,21,b3r6d8ydtmtjckam6pku9y400,1,36.3,28.8,2024-10-18T18:20:26.610Z,2024-10-18T18:20:26Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290581349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856827,630,1,2,56,22,b3r6d8ydtmtjckam6pku9y400,0,41.2,28.6,2024-10-18T18:20:27.297Z,2024-10-18T18:20:27Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290581575,213,5.69,5290581571,212,25.3,5290581563,56,Right,5290581565,140,61.1,5290581567,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856845,499,8,2,56,23,c165yjiny1qnmfdvefxvflnkc,1,42.4,85.9,2024-10-18T18:20:28.556Z,2024-10-18T18:20:28Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290581677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734856863,500,5,2,56,24,c165yjiny1qnmfdvefxvflnkc,0,46.0,101.8,2024-10-18T18:20:29.388Z,2024-10-18T18:41:34Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290581767,56,Back,5290582647,233,631,5290581769,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
