id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2737187295,427,5,2,47,8,5rz9enoyknpg8ji78za5b82p0,1,36.0,102.0,2024-10-21T18:11:15.122Z,2024-10-21T18:11:18Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5303180547,347,,5303180545,56,Back,5303180579,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187287,443,5,2,47,8,9qsmopgutr7ut5g6workk8w4i,0,64.0,-2.0,2024-10-21T18:11:15.122Z,2024-10-21T18:16:23Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303180503,56,Right,5303180585,233,427,5303180505,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187493,428,1,2,47,27,5rz9enoyknpg8ji78za5b82p0,0,38.5,100.0,2024-10-21T18:11:34.690Z,2024-10-21T18:11:37Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303181759,212,14.8,5303181755,140,51.0,5303181757,141,91.4,5303181753,56,Left,5303181761,213,5.81,5303181751,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187517,444,1,2,47,30,9qsmopgutr7ut5g6workk8w4i,1,46.0,5.6,2024-10-21T18:11:37.587Z,2024-10-21T18:11:39Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303181921,56,Back,5303181925,141,17.6,5303181927,212,8.2,5303181919,3,,5303181923,140,46.5,5303181929,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187533,446,1,2,47,32,9qsmopgutr7ut5g6workk8w4i,1,46.5,19.2,2024-10-21T18:11:39.667Z,2024-10-21T18:11:41Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303182001,213,2.78,5303181999,212,28.6,5303181993,56,Back,5303181997,141,34.2,5303181995,140,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187549,447,1,2,47,34,9qsmopgutr7ut5g6workk8w4i,1,21.8,34.2,2024-10-21T18:11:41.747Z,2024-10-21T18:11:43Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303182095,56,Back,5303182101,212,12.5,5303182099,141,20.6,5303182097,140,29.8,5303182103,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187569,448,1,2,47,36,9qsmopgutr7ut5g6workk8w4i,1,29.8,20.6,2024-10-21T18:11:42.995Z,2024-10-21T18:11:44Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303182213,56,Back,5303182217,141,34.3,5303182221,213,2.25,5303182219,212,12.0,5303182215,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187597,449,1,2,47,37,9qsmopgutr7ut5g6workk8w4i,1,25.0,33.4,2024-10-21T18:11:44.596Z,2024-10-21T18:11:47Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303182375,212,18.4,5303182371,140,34.1,5303182369,56,Back,5303182377,213,5.26,5303182373,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187621,450,1,2,47,40,9qsmopgutr7ut5g6workk8w4i,1,32.8,6.2,2024-10-21T18:11:47.027Z,2024-10-21T18:11:48Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303182499,212,20.1,5303182501,213,0.65,5303182493,56,Back,5303182497,141,24.1,5303182495,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187639,451,1,2,47,42,9qsmopgutr7ut5g6workk8w4i,1,48.3,24.0,2024-10-21T18:11:48.867Z,2024-10-21T20:20:16Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,1.0,5303182581,212,17.7,5303182577,140,65.1,5303182583,213,6.23,5303182575,56,Center,5303183839,210,15,5303182579,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187715,452,15,2,47,47,9qsmopgutr7ut5g6workk8w4i,1,85.9,38.5,2024-10-21T18:11:54.414Z,2024-10-21T20:20:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5303183857,29,,5303183861,55,451,5303183893,233,429,5303183021,56,Center,5303183127,20,,5303183865,102,48.2,5303183867,103,8.9,5303183871,147,44.4,5303183017,22,5303617651,17,5303618919,215,,5303183869,146,5303183855,78,,,,95.5,,,,,,,,,,,,,,,,,,,,,,,
2737187701,429,10,2,47,47,5rz9enoyknpg8ji78za5b82p0,1,5.3,55.1,2024-10-21T18:11:54.514Z,2024-10-21T20:20:30Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303182963,56,Back,5303182953,173,,5303618003,180,,5303182959,182,,5303183235,233,452,5303618251,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737187707,430,52,2,47,48,5rz9enoyknpg8ji78za5b82p0,1,7.4,54.9,2024-10-21T18:11:55.154Z,2024-10-21T20:20:27Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303618123,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188139,431,1,2,48,15,5rz9enoyknpg8ji78za5b82p0,1,7.1,64.0,2024-10-21T18:12:22.066Z,2024-10-21T20:20:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303185193,212,16.7,5303185187,56,Back,5303185191,141,42.5,5303619269,189,,5303185189,140,14.7,5303185185,123,,5303185195,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188209,432,1,2,48,17,5rz9enoyknpg8ji78za5b82p0,1,14.7,42.5,2024-10-21T18:12:24.385Z,2024-10-21T18:12:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303185631,141,24.5,5303185629,140,23.0,5303185633,212,15.0,5303185635,213,5.33,5303185627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188237,433,1,2,48,24,5rz9enoyknpg8ji78za5b82p0,1,22.0,8.4,2024-10-21T18:12:31.138Z,2024-10-21T18:12:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303185781,140,18.9,5303185785,212,14.3,5303185779,56,Back,5303185787,213,1.80,5303185783,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188275,434,1,2,48,25,5rz9enoyknpg8ji78za5b82p0,1,18.5,28.0,2024-10-21T18:12:32.226Z,2024-10-21T18:12:35Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303186023,213,4.58,5303186019,212,17.3,5303186013,56,Back,5303186017,141,2.8,5303186015,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188285,435,1,2,48,28,5rz9enoyknpg8ji78za5b82p0,0,16.4,2.8,2024-10-21T18:12:35.170Z,2024-10-21T18:12:36Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303186077,213,0.02,5303186073,141,3.1,5303186071,140,26.2,5303186069,56,Back,5303186075,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188949,458,8,2,48,29,9qsmopgutr7ut5g6workk8w4i,1,61.7,97.4,2024-10-21T18:12:36.204Z,2024-10-21T20:21:22Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303620821,384,,5303189683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188311,453,61,2,48,30,9qsmopgutr7ut5g6workk8w4i,1,77.2,94.2,2024-10-21T18:12:36.892Z,2024-10-21T19:06:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303186221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188303,436,43,2,48,31,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-21T18:12:38.002Z,2024-10-21T18:13:28Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303186181,285,0,5303189749,144,3,5303186179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188405,454,1,2,48,31,9qsmopgutr7ut5g6workk8w4i,1,70.9,97.4,2024-10-21T18:12:38.356Z,2024-10-21T19:06:49Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303186665,213,3.14,5303186647,56,Left,5303186661,212,2.5,5303186653,140,68.5,5303186657,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188407,455,61,2,48,31,9qsmopgutr7ut5g6workk8w4i,1,68.5,97.4,2024-10-21T18:12:38.763Z,2024-10-21T19:06:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303186671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188333,437,5,2,48,32,5rz9enoyknpg8ji78za5b82p0,1,29.2,-1.6,2024-10-21T18:12:39.522Z,2024-10-21T18:16:23Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303186335,347,,5303200251,233,456,5303186333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188415,456,5,2,48,32,9qsmopgutr7ut5g6workk8w4i,0,70.8,101.6,2024-10-21T18:12:39.522Z,2024-10-21T18:16:23Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303186711,56,Left,5303186713,347,,5303200263,233,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188507,438,1,2,48,45,5rz9enoyknpg8ji78za5b82p0,1,48.8,0.0,2024-10-21T18:12:51.890Z,2024-10-21T18:12:54Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303187241,56,Right,5303187243,140,81.9,5303187247,212,36.3,5303187251,1,,5303187245,141,13.6,5303187249,213,0.30,5303187239,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188511,439,4,2,48,47,5rz9enoyknpg8ji78za5b82p0,1,81.0,13.6,2024-10-21T18:12:54.418Z,2024-10-21T18:19:37Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303187309,295,,5303187313,152,,5303187307,13,,5303187347,233,457,5303187311,56,Right,5303187315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737188501,457,4,2,48,47,9qsmopgutr7ut5g6workk8w4i,0,19.0,86.4,2024-10-21T18:12:54.419Z,2024-10-21T19:06:29Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303187333,13,,5303187345,285,,5303187335,56,Back,5303187357,233,439,5303187339,152,,5303402193,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189087,440,1,2,49,32,5rz9enoyknpg8ji78za5b82p0,0,82.5,8.7,2024-10-21T18:13:39.761Z,2024-10-21T20:22:09Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303190521,2,,5303190535,212,23.1,5303190527,152,,5303190523,5,,5303190531,140,93.1,5303622849,224,,5303190525,155,,5303190533,141,38.4,5303190537,213,5303190529,56,5303622851,20,,,,,,,1.07,Center,,,,,,,,,,,,,,,,,,,,,,,,
2737189147,459,12,2,49,36,9qsmopgutr7ut5g6workk8w4i,1,8.3,56.4,2024-10-21T18:13:43.181Z,2024-10-21T18:13:46Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303190865,56,Back,5303190873,213,1.52,5303190867,140,9.2,5303190869,141,85.1,5303190871,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189155,460,12,2,49,39,9qsmopgutr7ut5g6workk8w4i,1,8.1,91.2,2024-10-21T18:13:46.467Z,2024-10-21T18:13:47Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303190909,212,7.9,5303190911,213,0.40,5303190905,140,15.0,5303190903,56,Back,5303190907,141,95.7,5303190925,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189179,441,1,2,49,41,5rz9enoyknpg8ji78za5b82p0,0,78.2,1.9,2024-10-21T18:13:48.385Z,2024-10-21T18:13:48Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303191037,212,5.8,5303191033,140,83.7,5303191039,213,6.25,5303191031,56,Right,5303191035,141,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189235,461,1,2,49,45,9qsmopgutr7ut5g6workk8w4i,0,11.9,93.2,2024-10-21T18:13:52.131Z,2024-10-21T18:13:53Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303191379,1,,5303191365,157,,5303191373,212,55.1,5303191375,213,6.03,5303191367,56,Center,5303191369,140,62.7,5303191371,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189275,442,1,2,49,48,5rz9enoyknpg8ji78za5b82p0,1,37.2,30.9,2024-10-21T18:13:54.881Z,2024-10-21T18:13:57Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303191615,56,Back,5303191621,212,7.0,5303191623,213,1.19,5303191619,141,40.5,5303191617,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189327,443,1,2,49,50,5rz9enoyknpg8ji78za5b82p0,1,39.3,41.4,2024-10-21T18:13:56.977Z,2024-10-21T18:14:01Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303191883,140,37.5,5303191887,212,32.7,5303191889,213,1.63,5303191891,1,,5303191881,56,Back,5303191885,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189345,444,1,2,49,54,5rz9enoyknpg8ji78za5b82p0,1,36.3,88.2,2024-10-21T18:14:00.993Z,2024-10-21T18:14:02Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303191977,212,8.3,5303191973,140,37.5,5303191971,56,Back,5303191979,213,4.86,5303191975,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189389,445,1,2,49,55,5rz9enoyknpg8ji78za5b82p0,0,37.3,77.2,2024-10-21T18:14:01.969Z,2024-10-21T18:14:06Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303192245,1,,5303192235,56,Left,5303192239,141,96.1,5303192241,212,34.8,5303192237,140,68.1,5303192243,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189429,463,1,2,50,1,9qsmopgutr7ut5g6workk8w4i,1,28.5,12.5,2024-10-21T18:14:08.746Z,2024-10-21T18:14:10Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303192437,140,15.2,5303192443,213,2.46,5303192441,212,18.0,5303192439,141,29.2,5303192435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189489,464,1,2,50,3,9qsmopgutr7ut5g6workk8w4i,1,15.2,29.2,2024-10-21T18:14:10.002Z,2024-10-21T18:14:13Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303192787,140,25.9,5303192793,213,5.39,5303192789,141,8.8,5303192791,212,17.9,5303192785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189495,465,3,2,50,6,9qsmopgutr7ut5g6workk8w4i,0,25.8,2.7,2024-10-21T18:14:13.328Z,2024-10-21T20:23:15Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303192811,56,Back,5303192813,285,,5303625603,465,,5303192869,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189491,446,7,2,50,6,5rz9enoyknpg8ji78za5b82p0,1,74.2,97.3,2024-10-21T18:14:13.329Z,2024-10-21T20:23:18Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303192803,286,,5303192801,56,Left,5303625665,385,,5303192861,233,465,5303192799,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189501,447,5,2,50,7,5rz9enoyknpg8ji78za5b82p0,0,78.0,101.7,2024-10-21T18:14:13.906Z,2024-10-21T18:16:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303192857,347,,5303192855,56,Left,5303193241,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189561,466,5,2,50,7,9qsmopgutr7ut5g6workk8w4i,1,22.0,-1.7000000000000002,2024-10-21T18:14:13.906Z,2024-10-21T18:16:23Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303193233,233,447,5303193167,347,,5303193165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189581,467,1,2,50,14,9qsmopgutr7ut5g6workk8w4i,1,21.2,0.0,2024-10-21T18:14:21.427Z,2024-10-21T18:14:22Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303193283,213,1.16,5303193279,141,11.4,5303193277,140,24.7,5303193273,107,,5303193275,56,Back,5303193281,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189599,468,1,2,50,15,9qsmopgutr7ut5g6workk8w4i,1,24.6,11.4,2024-10-21T18:14:22.642Z,2024-10-21T18:14:23Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303193411,213,3.76,5303193399,140,19.0,5303193407,212,7.2,5303193403,141,5.3,5303193395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189605,469,1,2,50,16,9qsmopgutr7ut5g6workk8w4i,0,19.9,4.9,2024-10-21T18:14:23.747Z,2024-10-21T18:14:24Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303193435,141,13.8,5303193439,213,1.76,5303193429,56,Back,5303193437,212,6.2,5303193433,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189631,449,50,2,50,18,5rz9enoyknpg8ji78za5b82p0,1,74.6,80.9,2024-10-21T18:14:25.634Z,2024-10-21T18:19:42Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303193511,56,Left,5303193681,233,470,5303193513,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189647,470,7,2,50,18,9qsmopgutr7ut5g6workk8w4i,1,25.4,19.1,2024-10-21T18:14:25.635Z,2024-10-21T20:23:54Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303193675,233,449,5303193653,56,Back,5303627057,384,,5303193655,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189693,472,1,2,50,21,9qsmopgutr7ut5g6workk8w4i,1,27.1,18.3,2024-10-21T18:14:27.826Z,2024-10-21T18:14:33Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303193919,140,20.0,5303193925,213,1.87,5303193923,212,25.1,5303193917,56,Back,5303193921,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189829,478,1,2,50,22,9qsmopgutr7ut5g6workk8w4i,1,25.4,34.2,2024-10-21T18:14:29.355Z,2024-10-21T18:14:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303194727,212,12.3,5303194723,140,24.6,5303194729,213,1.64,5303194721,56,Back,5303194725,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189711,473,1,2,50,26,9qsmopgutr7ut5g6workk8w4i,1,25.1,64.3,2024-10-21T18:14:33.202Z,2024-10-21T18:14:35Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303194001,56,Back,5303194005,141,84.1,5303194003,140,32.4,5303194007,212,15.5,5303194009,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189717,474,3,2,50,26,9qsmopgutr7ut5g6workk8w4i,0,32.4,84.5,2024-10-21T18:14:33.408Z,2024-10-21T20:24:14Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303194027,56,Back,5303199951,233,450,5303194029,285,,5303627945,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189699,450,7,2,50,26,5rz9enoyknpg8ji78za5b82p0,1,67.6,15.5,2024-10-21T18:14:33.409Z,2024-10-21T20:24:18Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303194035,233,474,5303193947,56,Right,5303193949,286,,5303628185,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189707,451,3,2,50,27,5rz9enoyknpg8ji78za5b82p0,1,69.4,23.3,2024-10-21T18:14:34.578Z,2024-10-21T20:24:29Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303628791,465,,5303194053,233,475,5303193983,286,,5303193979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189719,475,45,2,50,27,9qsmopgutr7ut5g6workk8w4i,0,30.6,76.7,2024-10-21T18:14:34.578Z,2024-10-21T18:19:44Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303194047,56,Back,5303194085,233,451,5303194049,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189725,453,15,2,50,30,5rz9enoyknpg8ji78za5b82p0,1,75.2,37.6,2024-10-21T18:14:37.106Z,2024-10-21T20:25:01Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303194525,146,98.9,5303194515,78,,5303194095,56,Center,5303194521,215,,5303194091,22,,5303194575,233,476,5303194519,103,13.3,5303194331,72,,5303194093,18,5303194517,102,5303194527,147,49.6,5303194523,458,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
2737189743,476,10,2,50,30,9qsmopgutr7ut5g6workk8w4i,1,1.2,51.4,2024-10-21T18:14:37.206Z,2024-10-21T20:25:07Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303194315,177,,5303194195,182,,5303630453,376,,5303194197,56,Back,5303194367,233,453,5303630451,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189767,477,52,2,50,32,9qsmopgutr7ut5g6workk8w4i,1,1.9,53.6,2024-10-21T18:14:39.037Z,2024-10-21T20:25:10Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303630593,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189959,479,1,2,50,53,9qsmopgutr7ut5g6workk8w4i,1,12.0,51.3,2024-10-21T18:15:00.370Z,2024-10-21T20:25:32Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303195551,56,Right,5303195561,1,,5303631251,189,,5303195557,212,64.7,5303195553,140,68.5,5303195549,199,,5303195555,141,13.2,5303195559,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737189977,480,1,2,50,55,9qsmopgutr7ut5g6workk8w4i,1,68.5,13.2,2024-10-21T18:15:02.290Z,2024-10-21T18:15:03Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5303195711,212,13.2,5303195709,141,8.8,5303195713,213,3.37,5303195707,140,56.3,5303195703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737190001,481,1,2,50,57,9qsmopgutr7ut5g6workk8w4i,1,53.6,10.1,2024-10-21T18:15:03.826Z,2024-10-21T18:15:05Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303195827,140,40.8,5303195833,213,2.58,5303195829,141,22.5,5303195831,212,15.9,5303195825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737190035,482,1,2,50,58,9qsmopgutr7ut5g6workk8w4i,1,45.1,22.4,2024-10-21T18:15:05.762Z,2024-10-21T18:15:09Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303196035,213,5.67,5303196027,56,Right,5303196031,141,9.4,5303196033,212,15.4,5303196029,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737190059,483,1,2,51,2,9qsmopgutr7ut5g6workk8w4i,1,58.2,11.4,2024-10-21T18:15:09.473Z,2024-10-21T18:15:13Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303196173,212,22.9,5303196171,141,23.9,5303196167,56,Center,5303196169,140,78.5,5303196175,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737190065,484,1,2,51,6,9qsmopgutr7ut5g6workk8w4i,0,88.9,18.2,2024-10-21T18:15:13.154Z,2024-10-21T20:26:04Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303632419,20,,5303196215,213,1.51,5303196207,56,Right,5303196269,233,454,5303196203,2,,5303196211,141,20.6,5303632417,224,,5303196209,140,89.0,5303196213,212,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
2737190067,454,61,2,51,6,5rz9enoyknpg8ji78za5b82p0,1,10.1,78.8,2024-10-21T18:15:13.254Z,2024-10-21T18:15:49Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303196219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
