id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2818917029,374,1,1,40,3,59as3grjvj19voay31j3yfgni,1,53.8,19.7,2025-05-25T15:41:13.154Z,2025-05-25T15:41:15Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750226999,56,Right,5750227003,141,3.4,5750227007,213,5.24,5750227001,140,60.0,5750227005,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917077,375,1,1,40,5,59as3grjvj19voay31j3yfgni,1,61.0,4.1,2025-05-25T15:41:14.748Z,2025-05-25T15:41:18Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750227223,213,1.82,5750227219,141,17.9,5750227217,140,58.7,5750227215,56,Right,5750227221,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917149,376,1,1,40,8,59as3grjvj19voay31j3yfgni,1,60.9,33.7,2025-05-25T15:41:18.253Z,2025-05-25T15:41:22Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750227611,212,20.8,5750227603,140,46.2,5750227597,56,Back,5750227609,141,54.2,5750227613,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917223,377,1,1,40,12,59as3grjvj19voay31j3yfgni,1,51.4,53.6,2025-05-25T15:41:22.066Z,2025-05-25T15:41:26Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750228009,56,Right,5750228019,1,,5750228015,212,46.1,5750228007,155,,5750228017,213,5.43,5750228011,140,80.3,5750228013,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917251,378,1,1,40,16,59as3grjvj19voay31j3yfgni,0,80.0,4.1,2025-05-25T15:41:26.316Z,2025-05-25T15:41:27Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750228087,3,,5750228093,141,31.5,5750228089,56,Center,5750228091,140,83.8,5750228097,213,1.36,5750228095,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917295,310,1,1,40,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.4,70.6,2025-05-25T15:41:27.671Z,2025-05-25T15:41:29Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5750228297,141,77.0,5750228301,213,0.62,5750228295,140,26.2,5750228299,212,7.5,5750228293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917439,312,1,1,40,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.2,77.2,2025-05-25T15:41:29.496Z,2025-05-25T15:41:35Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5750229065,212,4.1,5750229061,140,26.1,5750229067,213,4.69,5750229059,56,Back,5750229063,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819082487,902,83,1,40,25,59as3grjvj19voay31j3yfgni,1,62.7,16.5,2025-05-25T15:41:35.121Z,2025-05-25T19:02:18Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5751155373,399,6uj3c69lgu6boblkjiuhoy6eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917505,313,1,1,40,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.9,78.8,2025-05-25T15:41:35.720Z,2025-05-25T15:41:39Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5750229429,141,81.8,5750229427,140,25.2,5750229425,56,Back,5750229431,212,11.4,5750229433,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917531,314,1,1,40,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.5,80.5,2025-05-25T15:41:38.936Z,2025-05-25T15:41:40Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5750229611,213,4.79,5750229605,140,30.5,5750229645,189,,5750229607,141,60.5,5750229609,212,13.6,5750229603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917569,315,1,1,40,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.2,59.4,2025-05-25T15:41:40.894Z,2025-05-25T15:41:41Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5750229769,141,58.8,5750229771,212,6.3,5750229765,56,Back,5750229773,213,3.21,5750229767,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917661,316,1,1,40,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.2,58.8,2025-05-25T15:41:41.832Z,2025-05-25T15:41:46Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750230251,141,57.3,5750230247,140,29.2,5750230255,213,6.09,5750230253,212,5.3,5750230243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917861,317,1,1,40,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.5,53.9,2025-05-25T15:41:46.504Z,2025-05-25T15:41:58Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5750231571,212,10.9,5750231569,141,68.1,5750231561,56,Back,5750231573,213,2.05,5750231565,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917867,318,61,1,40,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.7,68.1,2025-05-25T15:41:58.489Z,2025-05-25T15:42:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750231763,238,,5750231609,56,Back,5750232395,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818917991,319,5,1,40,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,37.3,101.6,2025-05-25T15:42:02.266Z,2025-05-25T15:42:38Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750234887,233,383,5750232167,347,,5750232165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918455,383,5,1,40,52,59as3grjvj19voay31j3yfgni,1,62.7,-1.6,2025-05-25T15:42:02.266Z,2025-05-25T17:03:24Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5750234787,56,Right,5750234815,233,319,5750234789,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918021,379,43,1,40,56,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-05-25T15:42:05.697Z,2025-05-25T19:02:55Z,,,,,5750232779,41,Injury,5751157939,144,27,5750232785,53,551144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818999319,794,43,1,40,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-25T15:42:05.697Z,2025-05-25T19:02:49Z,,,,,5750686947,233,379,5751157469,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918243,380,43,1,41,8,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-05-25T15:42:18.466Z,2025-05-25T19:02:50Z,,,,,5750233663,55,379,5750686983,233,448,5751157563,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937199,448,43,1,41,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-25T15:42:18.466Z,2025-05-25T19:02:54Z,,,,,5751157827,144,27,5750339175,53,497838,5750339173,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918333,381,1,1,41,10,59as3grjvj19voay31j3yfgni,1,68.1,0.0,2025-05-25T15:42:20.676Z,2025-05-25T19:03:12Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750234133,141,5.9,5750234129,56,Right,5750234319,107,,5750234137,213,0.18,5750234321,1,,5750234131,140,95.8,5750234135,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918339,382,61,1,41,13,59as3grjvj19voay31j3yfgni,1,95.0,7.3,2025-05-25T15:42:23.352Z,2025-05-25T15:42:29Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5750234157,56,Right,5750234467,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918365,320,52,1,41,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.6,69.6,2025-05-25T15:42:26.441Z,2025-05-25T19:03:18Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5751159507,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918613,321,1,1,41,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.8,58.5,2025-05-25T15:42:42.122Z,2025-05-25T19:03:24Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5750235643,141,93.3,5751159865,189,,5750235641,140,23.7,5750235647,213,1.02,5750235645,212,27.8,5750235637,123,,5750235639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918651,322,1,1,41,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.9,93.5,2025-05-25T15:42:42.722Z,2025-05-25T19:03:39Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5750235881,141,76.7,5750235885,213,4.46,5750235883,212,11.8,5750235879,140,21.1,5750235877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918681,323,1,1,41,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.5,89.9,2025-05-25T15:42:45.593Z,2025-05-25T19:03:45Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5750236053,155,,5750236063,213,6.25,5750236059,141,88.3,5750236057,140,53.9,5750236065,1,,5750236061,212,36.1,5750236055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918687,324,61,1,41,36,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.9,88.3,2025-05-25T15:42:45.954Z,2025-05-25T17:12:11Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5750236101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918691,384,1,1,41,37,59as3grjvj19voay31j3yfgni,1,26.0,20.3,2025-05-25T15:42:46.714Z,2025-05-25T17:12:13Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750236121,141,42.5,5750236125,213,2.50,5750236117,56,Back,5750236119,140,6.6,5750236123,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918871,385,2,1,41,37,59as3grjvj19voay31j3yfgni,1,6.4,42.7,2025-05-25T15:42:47.328Z,2025-05-25T15:42:57Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750237093,7,fwu0bja02waqct7l682s5mfp,5750237099,140,58.2,5750237095,1,,5750237101,141,5.2,5750237097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918829,325,55,1,41,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.0,79.3,2025-05-25T15:42:47.329Z,2025-05-25T19:04:54Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5751165629,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918939,326,1,1,41,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.3,93.6,2025-05-25T15:43:01.162Z,2025-05-25T15:43:01Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5750237509,140,34.9,5750237511,141,78.8,5750237505,241,,5750237515,213,3.99,5750237507,56,Back,5750237513,212,13.4,5750237503,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918947,327,1,1,41,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.9,78.8,2025-05-25T15:43:01.770Z,2025-05-25T15:43:02Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750237565,56,Back,5750237567,140,34.8,5750237573,213,4.71,5750237569,141,48.4,5750237571,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918961,328,1,1,41,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.9,47.6,2025-05-25T15:43:02.410Z,2025-05-25T15:43:03Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5750237661,213,0.19,5750237655,140,60.1,5750237657,141,55.1,5750237659,212,26.9,5750237653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918969,329,61,1,41,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.8,53.6,2025-05-25T15:43:02.498Z,2025-05-25T17:12:01Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5750237703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819085005,807,83,1,41,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.7,52.1,2025-05-25T15:43:04.481Z,2025-05-25T19:05:46Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5751169135,399,bwfg9frq2ecbzg7wlzqjtnv2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919031,387,1,1,41,55,59as3grjvj19voay31j3yfgni,1,30.6,35.4,2025-05-25T15:43:05.021Z,2025-05-25T15:43:08Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750238025,212,14.7,5750238021,140,43.6,5750238027,213,5.90,5750238019,56,Back,5750238023,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919041,388,61,1,41,57,59as3grjvj19voay31j3yfgni,0,43.8,29.8,2025-05-25T15:43:07.583Z,2025-05-25T17:12:04Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750238063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919061,331,1,1,42,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.9,79.3,2025-05-25T15:43:09.898Z,2025-05-25T15:43:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5750238171,212,2.1,5750238339,236,,5750238169,141,76.6,5750238165,56,Center,5750238345,286,,5750238167,140,61.9,5750238173,213,5.23,5750238341,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919089,389,74,1,42,0,59as3grjvj19voay31j3yfgni,1,30.8,24.6,2025-05-25T15:43:09.899Z,2025-05-25T17:04:32Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750238301,56,Back,5750238393,233,331,5750238303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919277,335,1,1,42,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.2,69.1,2025-05-25T15:43:15.177Z,2025-05-25T15:44:18Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5750245323,140,65.2,5750245327,141,62.0,5750245335,213,5.12,5750245331,212,5.3,5750245319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919237,332,1,1,42,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.7,49.3,2025-05-25T15:43:16.666Z,2025-05-25T15:44:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,1.0,,5750239133,212,15.8,5750240189,210,13,5750240191,154,,5750239129,140,89.4,5750239131,141,36.9,5750239135,213,5.72,5750239127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919247,333,13,1,42,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,89.4,37.0,2025-05-25T15:43:18.443Z,2025-05-25T19:06:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5750240239,154,,5750239755,20,,5750240249,328,,5750240245,102,57.8,5750240241,55,332,5750240235,83,,5750240253,231,47.5,5750239189,56,Center,5750239181,22,,5750240237,29,,5750240247,103,8.3,5750240251,230,98.8,5750239185,17,,,,,,,,,,,,,,,,,,,,,,
2818919273,334,5,1,42,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.8,60.2,2025-05-25T15:43:18.713Z,2025-05-25T17:03:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5750239279,56,Center,5750239407,233,390,5750239281,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919269,390,5,1,42,9,59as3grjvj19voay31j3yfgni,1,-0.8,39.8,2025-05-25T15:43:18.713Z,2025-05-25T17:03:25Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750239269,346,,5750239303,233,334,5750239267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919611,391,1,1,42,32,59as3grjvj19voay31j3yfgni,1,4.3,50.1,2025-05-25T15:43:42.357Z,2025-05-25T19:07:01Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750241251,237,,5750241235,124,,5750241247,1,,5750241241,141,43.4,5750241237,56,Back,5750241245,213,6.17,5750241239,140,42.4,5751174597,189,,5750241243,212,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919621,392,4,1,42,34,59as3grjvj19voay31j3yfgni,1,44.6,51.0,2025-05-25T15:43:44.419Z,2025-05-25T19:07:02Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750241333,152,,5750241713,233,336,5750241329,56,Back,5751174675,189,,5750241341,286,,5750241327,13,,5750241337,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919659,336,4,1,42,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.4,49.0,2025-05-25T15:43:44.420Z,2025-05-25T17:06:06Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5750241565,13,,5750241573,285,,5750241567,56,Center,5750241569,152,,5750695311,189,,5750241781,233,392,5750241571,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919675,393,1,1,42,35,59as3grjvj19voay31j3yfgni,1,44.1,44.3,2025-05-25T15:43:45.591Z,2025-05-25T15:43:47Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750241599,141,60.3,5750241595,56,Back,5750241591,5,,5750241597,140,37.7,5750241603,213,2.12,5750241593,152,,5750241601,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919837,394,1,1,42,37,59as3grjvj19voay31j3yfgni,1,37.2,57.8,2025-05-25T15:43:47.519Z,2025-05-25T15:43:54Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750242503,140,56.0,5750242509,213,5.22,5750242505,141,5.2,5750242511,1,,5750242501,56,Right,5750242507,212,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919887,395,1,1,42,44,59as3grjvj19voay31j3yfgni,1,65.4,3.7,2025-05-25T15:43:54.453Z,2025-05-25T15:43:56Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750242823,213,2.59,5750242819,141,10.6,5750242815,56,Right,5750242821,212,8.9,5750242817,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919909,396,1,1,42,46,59as3grjvj19voay31j3yfgni,1,58.2,11.3,2025-05-25T15:43:56.671Z,2025-05-25T15:43:57Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750242945,56,Right,5750242947,140,60.3,5750242951,212,6.1,5750242949,141,2.9,5750242953,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919929,397,1,1,42,47,59as3grjvj19voay31j3yfgni,1,60.7,3.2,2025-05-25T15:43:57.468Z,2025-05-25T15:43:59Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750243053,212,23.8,5750243051,141,16.8,5750243047,56,Back,5750243055,213,2.74,5750243049,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818919967,398,1,1,42,49,59as3grjvj19voay31j3yfgni,1,40.6,17.0,2025-05-25T15:43:58.909Z,2025-05-25T15:44:00Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750243251,212,24.7,5750243247,140,33.5,5750243245,56,Back,5750243249,141,51.6,5750243253,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920007,399,1,1,42,50,59as3grjvj19voay31j3yfgni,1,34.8,53.6,2025-05-25T15:44:00.472Z,2025-05-25T15:44:02Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750243493,213,1.33,5750243489,141,89.9,5750243487,140,40.5,5750243491,212,25.4,5750243485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920083,400,1,1,42,52,59as3grjvj19voay31j3yfgni,1,41.0,87.8,2025-05-25T15:44:02.409Z,2025-05-25T15:44:06Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5750243919,213,5.02,5750243915,141,62.9,5750243911,56,Back,5750243917,212,17.8,5750243913,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920157,401,1,1,42,56,59as3grjvj19voay31j3yfgni,1,51.5,56.4,2025-05-25T15:44:05.913Z,2025-05-25T15:44:09Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750244371,212,17.3,5750244369,141,69.7,5750244365,56,Center,5750244367,140,65.6,5750244373,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920223,402,1,1,43,0,59as3grjvj19voay31j3yfgni,1,62.7,80.3,2025-05-25T15:44:09.819Z,2025-05-25T15:44:13Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5750244751,140,72.3,5750244757,212,12.8,5750244747,56,Left,5750244755,141,92.0,5750244761,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920263,403,1,1,43,3,59as3grjvj19voay31j3yfgni,1,73.1,80.5,2025-05-25T15:44:12.740Z,2025-05-25T15:44:15Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750244973,56,Center,5750245001,213,4.51,5750244995,141,66.0,5750244975,140,71.2,5750244999,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920287,404,1,1,43,5,59as3grjvj19voay31j3yfgni,1,70.7,65.8,2025-05-25T15:44:14.708Z,2025-05-25T15:44:15Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750245065,212,6.9,5750245067,213,6.18,5750245061,140,77.2,5750245059,56,Center,5750245063,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920325,405,1,1,43,5,59as3grjvj19voay31j3yfgni,1,77.2,64.8,2025-05-25T15:44:15.615Z,2025-05-25T15:44:16Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750245163,141,47.3,5750245159,140,79.4,5750245167,213,4.90,5750245155,56,Center,5750245165,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920353,406,1,1,43,6,59as3grjvj19voay31j3yfgni,1,79.5,47.5,2025-05-25T15:44:16.447Z,2025-05-25T15:44:18Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5750245299,213,2.29,5750245295,141,54.8,5750245297,212,6.6,5750245291,140,75.4,5750245287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920373,407,1,1,43,8,59as3grjvj19voay31j3yfgni,1,75.9,53.9,2025-05-25T15:44:17.728Z,2025-05-25T15:44:19Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750245419,141,21.9,5750245425,213,4.88,5750245415,140,79.3,5750245413,56,Center,5750245423,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920397,408,1,1,43,9,59as3grjvj19voay31j3yfgni,0,79.3,21.8,2025-05-25T15:44:18.853Z,2025-05-25T19:07:46Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750245521,213,1.15,5750245515,140,87.4,5750245517,141,49.9,5750245511,155,,5751177623,224,,5750245509,2,,5750245519,212,20.9,5751177625,20,,5750245513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920421,337,12,1,43,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.7,54.0,2025-05-25T15:44:20.626Z,2025-05-25T15:44:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750245643,141,27.4,5750245639,56,Back,5750245727,15,,5750245641,140,3.2,5750245647,213,4.30,5750245645,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920483,409,1,1,43,13,59as3grjvj19voay31j3yfgni,0,92.8,72.1,2025-05-25T15:44:23.432Z,2025-05-25T19:08:03Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5750246019,155,,5750246029,213,4.70,5750246023,140,92.7,5750246025,141,58.7,5750246021,56,Center,5750246027,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
