id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/16/value,qualifier/17/value,qualifier/18/value
2802182071,455,12,2,49,11,5rz9enoyknpg8ji78za5b82p0,1,34.1,48.8,2025-04-17T15:14:53.741Z,2025-04-17T15:14:55Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657868901,140,43.7,5657868899,56,Back,5657868903,141,74.1,5657868905,212,19.9,5657868907,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182083,457,1,2,49,13,5rz9enoyknpg8ji78za5b82p0,1,43.9,71.7,2025-04-17T15:14:55.293Z,2025-04-17T15:14:57Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5657868971,141,52.7,5657868975,213,4.75,5657868967,56,Back,5657868973,212,12.9,5657868969,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182095,458,1,2,49,14,5rz9enoyknpg8ji78za5b82p0,1,45.0,52.4,2025-04-17T15:14:56.989Z,2025-04-17T15:15:00Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657869019,141,11.9,5657869023,213,4.75,5657869017,140,46.0,5657869015,56,Back,5657869021,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182107,459,1,2,49,17,5rz9enoyknpg8ji78za5b82p0,1,45.0,15.6,2025-04-17T15:15:00.125Z,2025-04-17T15:15:03Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657869071,56,Back,5657869079,213,1.23,5657869075,141,26.2,5657869073,140,47.4,5657869077,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182109,460,1,2,49,21,5rz9enoyknpg8ji78za5b82p0,1,52.1,19.7,2025-04-17T15:15:03.244Z,2025-04-17T15:15:05Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657869087,141,34.0,5657869089,212,10.1,5657869083,56,Back,5657869085,140,49.6,5657869091,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182113,461,1,2,49,22,5rz9enoyknpg8ji78za5b82p0,1,49.6,34.0,2025-04-17T15:15:05.181Z,2025-04-17T15:15:06Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657869115,213,4.97,5657869113,212,12.0,5657869109,140,52.5,5657869107,56,Right,5657869111,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182119,462,1,2,49,24,5rz9enoyknpg8ji78za5b82p0,1,52.7,16.8,2025-04-17T15:15:06.508Z,2025-04-17T15:15:08Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657869143,141,3.1,5657869145,212,12.9,5657869147,213,5.48,5657869139,56,Right,5657869141,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182125,463,1,2,49,26,5rz9enoyknpg8ji78za5b82p0,1,60.8,4.1,2025-04-17T15:15:08.285Z,2025-04-17T15:15:10Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657869169,141,29.1,5657869173,213,1.83,5657869171,212,17.6,5657869165,56,Center,5657869167,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182127,464,1,2,49,28,5rz9enoyknpg8ji78za5b82p0,1,56.2,23.4,2025-04-17T15:15:10.445Z,2025-04-17T15:15:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657869183,141,4.6,5657869179,56,Right,5657869181,140,60.1,5657869187,213,5.02,5657869185,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182131,465,2,2,49,30,5rz9enoyknpg8ji78za5b82p0,1,60.2,3.4,2025-04-17T15:15:12.541Z,2025-04-17T15:15:15Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657869199,140,72.9,5657869201,141,18.3,5657869233,56,Right,5657869231,7,61sojkdsmaz9hbwaskt4rws15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182219,442,1,2,50,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,25.8,77.3,2025-04-17T15:15:43.967Z,2025-04-17T15:15:46Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5657869711,56,Center,5657869705,5,,5657869721,1,,5657869707,157,,5657869715,141,72.4,5657869717,212,44.1,5657869709,241,,5657869713,140,67.7,5657869719,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182237,467,1,2,50,6,5rz9enoyknpg8ji78za5b82p0,0,40.6,33.0,2025-04-17T15:15:48.541Z,2025-04-17T15:15:49Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657869791,56,Center,5657869797,212,19.8,5657869795,141,30.9,5657869799,213,6.21,5657869793,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182241,443,1,2,50,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.7,70.6,2025-04-17T15:15:50.303Z,2025-04-17T15:15:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657869839,213,0.76,5657869833,140,43.5,5657869835,141,80.5,5657869837,212,9.8,5657869831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182247,445,1,2,50,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.5,80.5,2025-04-17T15:15:51.903Z,2025-04-17T15:15:53Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5657869867,141,65.3,5657869865,140,70.9,5657869871,213,5.94,5657869861,157,,5657869873,1,,5657869869,212,30.6,5657869863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182251,468,1,2,50,11,5rz9enoyknpg8ji78za5b82p0,1,25.2,32.1,2025-04-17T15:15:54.221Z,2025-04-17T15:15:57Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657869895,56,Back,5657869897,140,14.2,5657869903,213,2.18,5657869901,212,20.2,5657869899,141,56.4,5657869893,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182257,470,1,2,50,15,5rz9enoyknpg8ji78za5b82p0,1,15.4,56.7,2025-04-17T15:15:58.141Z,2025-04-17T15:16:00Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5657869933,213,1.03,5657869925,56,Back,5657869927,140,23.7,5657869931,212,17.0,5657869929,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182263,471,1,2,50,18,5rz9enoyknpg8ji78za5b82p0,1,23.5,77.9,2025-04-17T15:16:00.573Z,2025-04-17T15:16:02Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657869969,141,69.7,5657869973,213,5.56,5657869971,212,8.4,5657869965,56,Back,5657869967,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182267,472,1,2,50,20,5rz9enoyknpg8ji78za5b82p0,1,27.7,74.5,2025-04-17T15:16:02.413Z,2025-04-17T15:16:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5657870009,56,Back,5657870013,141,73.9,5657870011,140,13.0,5657870015,212,15.4,5657870017,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182275,473,1,2,50,22,5rz9enoyknpg8ji78za5b82p0,1,13.1,73.0,2025-04-17T15:16:04.605Z,2025-04-17T15:16:07Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657870061,56,Back,5657870065,141,39.7,5657870069,213,4.72,5657870063,140,13.3,5657870067,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182289,474,1,2,50,25,5rz9enoyknpg8ji78za5b82p0,1,13.5,34.9,2025-04-17T15:16:07.773Z,2025-04-17T15:16:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657870153,141,10.9,5657870149,56,Back,5657870155,212,19.9,5657870157,213,5.32,5657870151,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182297,475,1,2,50,33,5rz9enoyknpg8ji78za5b82p0,1,22.0,14.3,2025-04-17T15:16:15.662Z,2025-04-17T15:16:17Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657870213,213,2.42,5657870209,141,24.6,5657870211,212,10.6,5657870207,140,14.4,5657870205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182315,476,1,2,50,35,5rz9enoyknpg8ji78za5b82p0,0,14.4,20.4,2025-04-17T15:16:17.549Z,2025-04-17T15:16:21Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657870287,213,6.01,5657870285,212,25.2,5657870283,141,10.4,5657870279,56,Back,5657870277,155,,5657870281,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182313,446,8,2,50,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.4,92.8,2025-04-17T15:16:20.943Z,2025-04-17T17:05:46Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5657870275,56,Left,5657998595,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182331,477,1,2,50,40,5rz9enoyknpg8ji78za5b82p0,0,31.4,11.0,2025-04-17T15:16:22.253Z,2025-04-17T15:16:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657870373,1,,5657870369,212,60.1,5657870363,56,Right,5657870367,141,8.0,5657870365,140,88.6,5657870371,213,6.25,5657870361,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182343,448,1,2,50,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.5,91.9,2025-04-17T15:16:28.319Z,2025-04-17T15:16:32Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657870451,212,19.1,5657870445,56,Back,5657870447,140,5.6,5657870453,213,4.38,5657870449,141,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182351,449,1,2,50,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.6,61.0,2025-04-17T15:16:32.640Z,2025-04-17T15:16:36Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5657870511,213,5.84,5657870507,141,32.5,5657870505,140,48.3,5657870501,157,,5657870509,212,45.0,5657870503,56,Back,5657870513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182359,450,1,2,50,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,48.3,32.5,2025-04-17T15:16:36.734Z,2025-04-17T15:16:38Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657870551,213,0.46,5657870549,212,20.1,5657870543,56,Center,5657870545,140,65.5,5657870547,141,45.6,5657870541,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182365,479,1,2,50,57,5rz9enoyknpg8ji78za5b82p0,1,33.7,56.7,2025-04-17T15:16:40.125Z,2025-04-17T15:16:41Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657870581,56,Back,5657870587,212,10.8,5657870585,141,71.7,5657870589,213,1.24,5657870583,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182371,480,1,2,50,59,5rz9enoyknpg8ji78za5b82p0,1,37.0,71.7,2025-04-17T15:16:41.357Z,2025-04-17T15:16:44Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657870621,213,4.13,5657870617,141,53.7,5657870615,140,29.4,5657870619,212,14.6,5657870613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182387,481,1,2,51,1,5rz9enoyknpg8ji78za5b82p0,1,27.3,48.9,2025-04-17T15:16:44.189Z,2025-04-17T17:06:18Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657870711,212,33.5,5657870705,56,Back,5657870707,140,39.9,5657870715,1,,5657870709,141,3.7,5657870713,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182395,482,1,2,51,7,5rz9enoyknpg8ji78za5b82p0,1,57.5,12.3,2025-04-17T15:16:49.453Z,2025-04-17T15:16:52Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657870761,212,12.9,5657870755,56,Center,5657870757,140,63.7,5657870759,141,28.6,5657870763,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182401,483,50,2,51,9,5rz9enoyknpg8ji78za5b82p0,1,66.3,28.0,2025-04-17T15:16:51.406Z,2025-04-17T15:29:08Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5657870787,56,Center,5657870789,286,,5657870797,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182397,451,7,2,51,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,72.0,2025-04-17T15:16:51.407Z,2025-04-17T17:06:29Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657870773,285,,5657999723,383,,5657870771,56,Back,5657870791,233,483,5657999725,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182421,453,1,2,51,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.9,74.7,2025-04-17T15:16:52.767Z,2025-04-17T15:16:58Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657870933,213,0.89,5657870925,56,Back,5657870927,140,41.7,5657870931,212,18.0,5657870929,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182427,454,1,2,51,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.1,92.3,2025-04-17T15:16:58.623Z,2025-04-17T15:17:01Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5657870971,140,28.6,5657870975,212,31.7,5657870977,213,3.82,5657870973,141,63.0,5657870969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182435,455,1,2,51,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.3,61.0,2025-04-17T15:17:01.215Z,2025-04-17T15:17:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657871017,141,38.0,5657871019,212,15.9,5657871013,56,Back,5657871015,140,30.9,5657871021,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182441,456,1,2,51,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.9,38.0,2025-04-17T15:17:03.583Z,2025-04-17T15:17:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657871053,141,32.1,5657871049,56,Center,5657871057,213,6.10,5657871055,212,21.8,5657871051,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182455,457,1,2,51,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.9,28.7,2025-04-17T15:17:06.238Z,2025-04-17T15:17:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5657871163,212,16.5,5657871159,141,6.9,5657871151,56,Right,5657871167,213,5.16,5657871155,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182465,458,1,2,51,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.1,10.1,2025-04-17T15:17:09.695Z,2025-04-17T15:17:12Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657871209,56,Back,5657871213,141,36.8,5657871211,140,36.5,5657871215,212,27.4,5657871217,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182469,459,1,2,51,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.1,37.7,2025-04-17T15:17:12.623Z,2025-04-17T15:17:13Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657871245,212,12.2,5657871247,213,0.49,5657871239,56,Back,5657871241,140,45.3,5657871243,141,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182475,460,1,2,51,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.1,45.9,2025-04-17T15:17:13.694Z,2025-04-17T15:17:16Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657871269,212,9.4,5657871263,56,Back,5657871271,213,4.60,5657871267,141,32.2,5657871265,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182477,461,1,2,51,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.5,31.7,2025-04-17T15:17:14.191Z,2025-04-17T15:18:04Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5657871283,213,0.39,5657871277,140,56.8,5657871279,141,40.2,5657871275,56,Center,5657871281,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182489,462,50,2,51,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.1,41.1,2025-04-17T15:17:16.076Z,2025-04-17T15:29:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5657872619,286,,5657872617,56,Center,5657872625,233,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182479,484,7,2,51,33,5rz9enoyknpg8ji78za5b82p0,1,41.9,58.9,2025-04-17T15:17:16.077Z,2025-04-17T17:07:08Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5658000741,178,,5657872621,233,462,5657871285,56,Back,5657871287,285,,5658000739,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182485,486,1,2,51,35,5rz9enoyknpg8ji78za5b82p0,1,39.9,32.4,2025-04-17T15:17:17.313Z,2025-04-17T15:17:18Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657871311,212,11.6,5657871305,56,Back,5657871307,140,46.6,5657871309,141,46.0,5657871313,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182487,487,61,2,51,36,5rz9enoyknpg8ji78za5b82p0,0,46.6,46.0,2025-04-17T15:17:18.733Z,2025-04-17T15:17:19Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657871317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182491,463,1,2,51,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.4,46.8,2025-04-17T15:17:19.328Z,2025-04-17T15:18:43Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657872753,157,,5657872759,141,49.3,5657872755,56,Back,5657872757,140,45.4,5657872773,286,,5657872769,233,488,5657872763,213,1.02,5657872767,236,,5657872765,1,,5657872761,212,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182497,488,74,2,51,37,5rz9enoyknpg8ji78za5b82p0,1,52.1,44.0,2025-04-17T15:17:19.329Z,2025-04-17T15:29:06Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657871341,285,,5657871339,56,Center,5657872775,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182503,464,1,2,51,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.7,30.2,2025-04-17T15:17:21.103Z,2025-04-17T15:17:21Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657871381,213,1.05,5657871377,141,55.2,5657871379,212,19.6,5657871375,140,54.0,5657871373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182525,489,1,2,51,44,5rz9enoyknpg8ji78za5b82p0,1,53.3,56.6,2025-04-17T15:17:26.765Z,2025-04-17T17:08:17Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657871543,213,0.03,5657871537,140,66.2,5657871535,56,Center,5657871539,141,57.2,5657871541,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182531,490,50,2,51,46,5rz9enoyknpg8ji78za5b82p0,1,72.0,55.4,2025-04-17T15:17:28.909Z,2025-04-17T18:17:35Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5658093409,233,868,5658002221,286,,5657871575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204893,868,7,2,51,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.0,44.6,2025-04-17T15:17:28.910Z,2025-04-17T18:17:35Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5658093405,233,490,5658002391,56,Back,5658002395,385,,5658002393,285,,5658002397,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182535,465,83,2,51,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.2,36.0,2025-04-17T15:17:32.286Z,2025-04-17T15:17:35Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5657871657,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182541,491,1,2,51,50,5rz9enoyknpg8ji78za5b82p0,1,62.0,67.3,2025-04-17T15:17:32.830Z,2025-04-17T15:17:34Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5657871629,213,0.98,5657871623,140,73.1,5657871627,212,20.8,5657871625,141,92.6,5657871621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182551,492,1,2,51,52,5rz9enoyknpg8ji78za5b82p0,0,75.5,93.0,2025-04-17T15:17:34.812Z,2025-04-17T17:08:56Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5657871683,140,80.9,5657871689,213,5.30,5658003713,72,,5657871677,2,,5657871687,212,10.2,5658003711,224,,5657871685,141,80.6,5657871681,56,Left,5657871679,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182557,466,43,2,51,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-17T15:17:34.912Z,2025-04-17T17:08:53Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5658003675,144,12,5657871737,233,492,5657871709,56,Back,5657871707,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182569,468,1,2,51,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,12.0,11.0,2025-04-17T15:17:38.079Z,2025-04-17T15:17:42Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657871789,140,53.1,5657871791,141,23.2,5657871797,1,,5657871795,213,0.19,5657871785,157,,5657871787,56,Center,5657871793,212,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182571,493,8,2,52,0,5rz9enoyknpg8ji78za5b82p0,1,49.6,88.1,2025-04-17T15:17:42.285Z,2025-04-17T17:09:16Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657871799,56,Back,5658004173,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182573,494,1,2,52,1,5rz9enoyknpg8ji78za5b82p0,0,56.6,93.8,2025-04-17T15:17:43.517Z,2025-04-17T15:17:44Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657871819,213,0.30,5657871813,140,72.0,5657871809,157,,5657871815,141,100.0,5657871817,212,16.9,5657871811,56,Left,5657871821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182627,469,5,2,52,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.1,-1.5,2025-04-17T15:17:43.929Z,2025-04-17T15:27:18Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657872203,233,495,5657872201,347,,5657872199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182575,495,5,2,52,1,5rz9enoyknpg8ji78za5b82p0,0,70.9,101.5,2025-04-17T15:17:43.929Z,2025-04-17T15:27:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657872209,233,469,5657871825,347,,5657871823,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182631,470,1,2,52,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.9,0.0,2025-04-17T15:18:05.599Z,2025-04-17T15:18:08Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657872283,212,14.6,5657872275,107,,5657872277,56,Back,5657872285,213,0.47,5657872279,140,43.3,5657872281,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
