id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2800629225,425,3,1,44,58,cftj6g399tknheudaxsdpfdgb,1,45.7,18.0,2025-04-13T12:45:06.036Z,2025-04-13T17:10:33Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649176181,56,Back,5650690455,465,,5649176183,286,,5649178165,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629331,469,45,1,44,58,ahnt9ejgwj58ul8auzdvi3czf,0,54.3,82.0,2025-04-13T12:45:06.036Z,2025-04-13T12:46:32Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5649176653,56,Left,5649176655,285,,5649178177,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629281,426,1,1,45,1,cftj6g399tknheudaxsdpfdgb,1,57.6,25.3,2025-04-13T12:45:09.098Z,2025-04-13T12:45:10Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649176425,212,12.8,5649176417,140,69.8,5649176427,213,0.03,5649176415,56,Center,5649176421,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800909767,918,83,1,45,1,ahnt9ejgwj58ul8auzdvi3czf,1,29.7,77.8,2025-04-13T12:45:09.547Z,2025-04-13T17:10:53Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5650692449,399,9o10vhew3jar8tqnkabw0qoyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629343,427,1,1,45,3,cftj6g399tknheudaxsdpfdgb,1,70.5,21.8,2025-04-13T12:45:10.786Z,2025-04-13T12:45:13Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649176699,140,67.6,5649176697,56,Right,5649176703,212,6.8,5649176701,141,12.9,5649176705,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629465,428,1,1,45,5,cftj6g399tknheudaxsdpfdgb,1,69.5,9.4,2025-04-13T12:45:13.411Z,2025-04-13T12:45:18Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649177207,212,27.7,5649177209,213,0.35,5649177205,141,23.4,5649177201,56,Center,5649177203,140,94.3,5649177199,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629471,429,1,1,45,11,cftj6g399tknheudaxsdpfdgb,0,98.5,23.7,2025-04-13T12:45:18.754Z,2025-04-13T17:13:51Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5650710731,195,,5649177223,212,3.9,5649177289,233,470,5649177285,236,,5649177221,141,29.4,5649177293,286,,5649177217,56,Center,5649177225,213,1.71,5649177219,140,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629479,470,74,1,45,11,ahnt9ejgwj58ul8auzdvi3czf,1,1.4,73.5,2025-04-13T12:45:18.755Z,2025-04-13T13:53:01Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649177365,233,429,5649177247,56,Back,5649177249,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629503,430,6,1,45,11,cftj6g399tknheudaxsdpfdgb,1,99.6,30.2,2025-04-13T12:45:19.723Z,2025-04-13T12:45:23Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649177437,56,Center,5649177439,75,,5649177457,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800629507,471,6,1,45,11,ahnt9ejgwj58ul8auzdvi3czf,0,0.4,69.8,2025-04-13T12:45:19.723Z,2025-04-13T17:13:57Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649177407,73,,5649177495,233,430,5649177403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630127,431,70,1,45,39,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-13T12:45:46.918Z,2025-04-13T12:45:47Z,,,,,5649180363,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630223,432,1,1,45,41,cftj6g399tknheudaxsdpfdgb,0,99.5,0.5,2025-04-13T12:45:49.402Z,2025-04-13T17:13:43Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649180869,2,,5649180877,155,,5649180879,224,,5649180875,6,,5649180883,140,91.3,5650709743,20,,5649180881,56,Center,5649180891,213,1.88,5649180887,212,28.5,5649180885,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,
2800630283,472,12,1,45,43,ahnt9ejgwj58ul8auzdvi3czf,1,2.8,58.7,2025-04-13T12:45:51.317Z,2025-04-13T12:46:02Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649181227,167,,5649181411,15,,5649181181,140,34.6,5649181185,212,44.1,5649181187,213,0.71,5649181183,141,100.0,5649181179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630841,433,5,1,45,45,cftj6g399tknheudaxsdpfdgb,1,68.6,-2.0,2025-04-13T12:45:53.351Z,2025-04-13T12:46:27Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649183747,347,,5649183745,56,Right,5649183797,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630289,473,5,1,45,45,ahnt9ejgwj58ul8auzdvi3czf,0,31.4,102.0,2025-04-13T12:45:53.351Z,2025-04-13T12:46:28Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649181199,347,,5649183853,233,433,5649181197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630943,434,1,1,46,7,cftj6g399tknheudaxsdpfdgb,1,74.9,0.0,2025-04-13T12:46:14.932Z,2025-04-13T12:46:20Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649184273,140,64.7,5649184271,56,Right,5649184275,141,13.2,5649184279,213,2.37,5649184277,212,14.9,5649184269,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630951,435,30,1,46,10,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-13T12:46:18.167Z,2025-04-13T12:46:22Z,,,,,5649184315,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800630959,474,30,1,46,10,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-13T12:46:18.167Z,2025-04-13T12:46:22Z,,,,,5649184355,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645661,439,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-13T13:01:58.852Z,2025-04-13T17:27:34Z,,,,,5649256969,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645681,479,32,2,45,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-13T13:01:58.852Z,2025-04-13T13:02:00Z,,,,,5649257077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645713,440,1,2,45,0,cftj6g399tknheudaxsdpfdgb,1,50.0,50.3,2025-04-13T13:01:58.853Z,2025-04-13T13:43:00Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649257231,213,2.43,5649257213,56,Back,5649257215,140,37.3,5649257233,279,S,5649257227,212,17.6,5649257221,141,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645739,441,43,2,45,2,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-13T13:02:01.633Z,2025-04-13T13:42:59Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649257309,140,30.1,5649257307,56,Back,5649538829,144,1,5649257317,213,2.12,5649257315,212,8.1,5649257311,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645827,442,1,2,45,3,cftj6g399tknheudaxsdpfdgb,1,31.1,52.2,2025-04-13T13:02:02.727Z,2025-04-13T13:02:07Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5649257845,157,,5649257859,212,49.0,5649257857,141,30.6,5649257861,213,5.98,5649257847,56,Center,5649257863,1,,5649257853,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645865,443,1,2,45,8,cftj6g399tknheudaxsdpfdgb,1,70.4,25.8,2025-04-13T13:02:07.102Z,2025-04-13T13:02:08Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649257991,140,73.2,5649257989,56,Right,5649257987,3,,5649257997,213,5.00,5649257995,212,10.4,5649257993,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645895,444,1,2,45,9,cftj6g399tknheudaxsdpfdgb,1,73.9,12.8,2025-04-13T13:02:08.430Z,2025-04-13T13:02:09Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649258167,213,3.14,5649258165,212,17.5,5649258161,140,57.2,5649258159,56,Right,5649258163,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645929,445,1,2,45,10,cftj6g399tknheudaxsdpfdgb,1,57.5,12.6,2025-04-13T13:02:09.789Z,2025-04-13T13:02:11Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649258351,212,11.1,5649258349,141,27.7,5649258355,213,1.96,5649258347,140,53.5,5649258345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645947,446,1,2,45,12,cftj6g399tknheudaxsdpfdgb,1,55.2,24.6,2025-04-13T13:02:10.883Z,2025-04-13T13:02:12Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5649258435,56,Right,5649258439,141,8.0,5649258437,140,63.8,5649258445,213,5.39,5649258441,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645961,447,1,2,45,13,cftj6g399tknheudaxsdpfdgb,0,61.9,10.0,2025-04-13T13:02:12.320Z,2025-04-13T13:02:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649258597,236,,5649258523,212,4.4,5649258525,213,0.80,5649258519,140,64.8,5649258601,233,480,5649258517,56,Right,5649258605,286,,5649258521,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800645971,480,74,2,45,13,ahnt9ejgwj58ul8auzdvi3czf,1,34.9,86.7,2025-04-13T13:02:12.321Z,2025-04-13T13:53:02Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5649258607,233,447,5649258567,56,Back,5649258569,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646121,448,1,2,45,15,cftj6g399tknheudaxsdpfdgb,1,66.6,19.2,2025-04-13T13:02:14.398Z,2025-04-13T13:02:21Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649259353,213,6.11,5649259343,3,,5649259351,212,29.2,5649259349,141,11.6,5649259347,140,94.0,5649259345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646127,449,1,2,45,22,cftj6g399tknheudaxsdpfdgb,0,97.2,5.2,2025-04-13T13:02:21.851Z,2025-04-13T17:30:04Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649259383,213,2.00,5649259375,56,Right,5649259377,140,93.0,5649259379,141,19.5,5649259381,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646187,482,1,2,45,24,ahnt9ejgwj58ul8auzdvi3czf,1,11.6,83.0,2025-04-13T13:02:23.633Z,2025-04-13T13:02:25Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5649259735,140,31.1,5649259739,212,22.1,5649259737,141,70.7,5649259741,213,5.90,5649259733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646257,483,1,2,45,26,ahnt9ejgwj58ul8auzdvi3czf,1,31.1,70.2,2025-04-13T13:02:25.729Z,2025-04-13T13:02:29Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649260091,213,4.76,5649260087,141,54.5,5649260089,212,10.7,5649260085,140,31.6,5649260083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646373,484,1,2,45,30,ahnt9ejgwj58ul8auzdvi3czf,1,46.4,49.4,2025-04-13T13:02:29.025Z,2025-04-13T13:03:06Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,1.0,,5649260817,141,31.3,5649260819,212,22.2,5649260815,140,64.0,5649260821,213,5.70,5649260813,56,Center,5649263417,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646377,485,15,2,45,36,ahnt9ejgwj58ul8auzdvi3czf,1,85.5,36.8,2025-04-13T13:02:35.764Z,2025-04-13T17:30:59Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5649260845,56,Center,5649263467,29,,5649763915,78,,5649263469,55,484,5649263481,146,87.5,5649263507,233,450,5649263485,230,97.7,5649263473,102,49.0,5649262035,23,,5649263487,231,47.7,5649263475,103,5649263483,147,38.4,5649263479,82,,5649263477,215,5649265201,63,5649263463,20,,,,19,,,,,,
2800646379,450,10,2,45,37,cftj6g399tknheudaxsdpfdgb,1,14.2,65.5,2025-04-13T13:02:35.864Z,2025-04-13T13:03:07Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649263515,233,485,5649260857,56,Back,5649260855,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646385,451,6,2,45,38,cftj6g399tknheudaxsdpfdgb,0,7.0,58.2,2025-04-13T13:02:37.632Z,2025-04-13T17:31:43Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649260921,56,Back,5649263929,233,486,5649260923,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800646389,486,6,2,45,38,ahnt9ejgwj58ul8auzdvi3czf,1,93.0,41.8,2025-04-13T13:02:37.632Z,2025-04-13T13:52:51Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5649263869,75,,5649263889,233,451,5649260905,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647451,487,1,2,46,38,ahnt9ejgwj58ul8auzdvi3czf,0,99.7,0.7,2025-04-13T13:03:36.932Z,2025-04-13T17:31:33Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649266483,2,,5649266493,56,Center,5650797945,72,,5649266489,223,,5649266499,212,28.2,5649266497,141,41.8,5649266487,155,,5649266495,140,96.4,5649266485,6,,5649266501,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,
2800647469,452,61,2,46,40,cftj6g399tknheudaxsdpfdgb,1,5.8,51.6,2025-04-13T13:03:39.523Z,2025-04-13T13:06:44Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649266587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647549,453,12,2,46,43,cftj6g399tknheudaxsdpfdgb,1,5.2,37.6,2025-04-13T13:03:42.210Z,2025-04-13T14:03:59Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649266965,213,1.21,5649266963,212,12.3,5649266959,140,9.3,5649266961,141,54.6,5649266957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647559,454,12,2,46,46,cftj6g399tknheudaxsdpfdgb,1,13.2,55.2,2025-04-13T13:03:45.288Z,2025-04-13T13:45:39Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649267027,140,24.5,5649267033,212,12.3,5649267025,56,Back,5649267085,15,,5649267031,141,60.1,5649267035,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647607,489,1,2,46,47,ahnt9ejgwj58ul8auzdvi3czf,0,79.2,34.2,2025-04-13T13:03:46.718Z,2025-04-13T17:32:18Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649651637,212,14.6,5649651639,213,0.61,5649651635,141,46.4,5649651631,56,Center,5649651633,140,90.6,5649651629,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647611,455,12,2,46,48,cftj6g399tknheudaxsdpfdgb,1,17.1,43.9,2025-04-13T13:03:47.600Z,2025-04-13T13:45:38Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5649267283,56,Back,5649267289,212,14.2,5649267287,141,44.3,5649267285,140,30.6,5649267291,213,0.02,5649267305,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647695,490,1,2,46,51,ahnt9ejgwj58ul8auzdvi3czf,1,71.2,54.5,2025-04-13T13:03:50.516Z,2025-04-13T13:03:54Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649267683,213,5.24,5649267675,56,Right,5649267677,140,89.5,5649267679,141,6.2,5649267673,155,,5649267685,1,,5649267681,212,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647711,491,1,2,46,55,ahnt9ejgwj58ul8auzdvi3czf,0,81.3,20.5,2025-04-13T13:03:54.516Z,2025-04-13T17:32:49Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649267747,212,11.5,5649267749,213,0.84,5649267745,141,33.1,5649267739,56,Center,5649267743,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647721,456,8,2,46,57,cftj6g399tknheudaxsdpfdgb,1,14.2,71.1,2025-04-13T13:03:55.881Z,2025-04-13T17:33:08Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649267767,56,Back,5650803737,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800930373,919,1,2,46,58,ahnt9ejgwj58ul8auzdvi3czf,1,85.9,31.1,2025-04-13T13:03:57.386Z,2025-04-13T17:33:18Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5650804597,140,89.6,5650804601,141,11.0,5650804605,212,14.2,5650804593,56,Right,5650804607,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647859,492,1,2,47,0,ahnt9ejgwj58ul8auzdvi3czf,1,88.4,10.9,2025-04-13T13:03:59.764Z,2025-04-13T17:33:18Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5649268393,56,Center,5650804637,224,,5650804639,20,,5649268391,155,,5649268401,213,1.58,5649268395,140,88.2,5649268397,141,39.7,5649268399,212,19.6,5649268389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647865,493,61,2,47,4,ahnt9ejgwj58ul8auzdvi3czf,1,87.1,43.0,2025-04-13T13:04:03.223Z,2025-04-13T13:04:03Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,1.0,,5649268429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647905,494,15,2,47,5,ahnt9ejgwj58ul8auzdvi3czf,1,84.0,46.2,2025-04-13T13:04:04.172Z,2025-04-13T17:33:55Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5649268689,17,,5650807437,215,,5649270461,55,493,5649270457,29,,5649270465,102,52.3,5649268691,56,Center,5649270469,328,,5649270471,146,98.2,5650807441,391,,5649269145,25,,5650807433,114,5650807435,76,,5650807439,108,,5649270467,103,5649270473,147,5649270519,233,457,5649269147,72,,19.0,,,,,50
2800647879,457,10,2,47,5,cftj6g399tknheudaxsdpfdgb,1,2.7,48.2,2025-04-13T13:04:04.272Z,2025-04-13T17:34:01Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5649268565,56,Back,5649268561,178,,5649270577,233,494,5649269039,177,,5650807931,377,,5649268563,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800647893,458,52,2,47,6,cftj6g399tknheudaxsdpfdgb,1,2.7,48.2,2025-04-13T13:04:04.959Z,2025-04-13T17:34:04Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5650808177,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648417,459,1,2,47,30,cftj6g399tknheudaxsdpfdgb,1,9.8,47.8,2025-04-13T13:04:29.722Z,2025-04-13T13:04:35Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5649271463,141,69.7,5649271443,123,,5649271453,56,Back,5649271471,212,15.7,5649271457,140,14.6,5649271479,213,1.24,5649271999,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648527,460,1,2,47,32,cftj6g399tknheudaxsdpfdgb,1,14.6,69.7,2025-04-13T13:04:31.315Z,2025-04-13T13:04:37Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5649271969,56,Back,5649271977,213,4.63,5649271975,212,16.0,5649271971,140,13.3,5649272151,189,,5649271973,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648685,461,1,2,47,40,cftj6g399tknheudaxsdpfdgb,1,12.9,48.7,2025-04-13T13:04:39.612Z,2025-04-13T13:04:41Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5649272769,56,Back,5649272777,141,13.2,5649272781,213,4.80,5649272779,212,24.2,5649272773,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648747,462,1,2,47,42,cftj6g399tknheudaxsdpfdgb,1,15.9,12.5,2025-04-13T13:04:41.627Z,2025-04-13T13:04:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5649273119,213,0.56,5649273115,212,25.1,5649273099,56,Back,5649273105,141,32.1,5649273101,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648817,463,1,2,47,46,cftj6g399tknheudaxsdpfdgb,1,32.3,36.4,2025-04-13T13:04:45.002Z,2025-04-13T17:34:32Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649273499,56,Back,5649273505,212,11.3,5649273507,213,0.19,5649274987,168,,5649273503,141,39.5,5649273501,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648929,464,1,2,47,50,cftj6g399tknheudaxsdpfdgb,1,58.3,33.3,2025-04-13T13:04:48.893Z,2025-04-13T13:05:16Z,195o7hchielt14ic49r3k06sq,Serginho,1.0,,5649276859,154,,5649276857,210,13,5649274099,155,,5649274103,140,74.6,5649274105,141,57.3,5649274109,213,0.76,5649274107,212,23.6,5649274101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800648945,465,13,2,47,53,cftj6g399tknheudaxsdpfdgb,1,80.8,50.9,2025-04-13T13:04:52.736Z,2025-04-13T17:34:58Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649274185,22,,5649274189,18,,5649274191,56,Center,5649276879,55,464,5649276877,154,,5649276875,29,,5649276883,102,59.3,5649276309,20,,5649276889,231,49.5,5649276887,230,98.6,5649276873,73,5649276885,103,4.2,,,,,,,,,,,,,,,,,,,
2800649091,466,5,2,47,56,cftj6g399tknheudaxsdpfdgb,0,101.3,57.0,2025-04-13T13:04:55.283Z,2025-04-13T13:48:06Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649274977,346,,5649277045,233,495,5649274975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649465,495,5,2,47,56,ahnt9ejgwj58ul8auzdvi3czf,1,-1.3,43.0,2025-04-13T13:04:55.283Z,2025-04-13T13:48:05Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649276977,346,,5649276975,56,Back,5649277011,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649603,496,1,2,48,20,ahnt9ejgwj58ul8auzdvi3czf,1,4.0,45.2,2025-04-13T13:05:19.014Z,2025-04-13T17:35:17Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649277621,140,29.6,5649277617,124,,5649277625,212,32.0,5649277619,56,Back,5649277627,213,5.71,5649277623,141,19.7,5649277631,237,,5650814455,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649617,497,1,2,48,23,ahnt9ejgwj58ul8auzdvi3czf,1,30.7,20.8,2025-04-13T13:05:22.519Z,2025-04-13T14:25:11Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649277695,141,17.6,5649277697,212,15.1,5649277699,213,3.29,5649277693,140,16.5,5649277691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649709,498,1,2,48,24,ahnt9ejgwj58ul8auzdvi3czf,1,16.5,17.6,2025-04-13T13:05:23.079Z,2025-04-13T13:05:26Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649278195,140,29.3,5649278199,212,15.0,5649278197,141,7.9,5649278193,56,Back,5649278201,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649721,499,1,2,48,27,ahnt9ejgwj58ul8auzdvi3czf,1,30.0,9.4,2025-04-13T13:05:26.679Z,2025-04-13T13:05:27Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649278291,56,Back,5649278299,212,10.2,5649278297,141,17.5,5649278301,213,2.57,5649278295,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800649783,500,1,2,48,28,ahnt9ejgwj58ul8auzdvi3czf,1,22.2,17.4,2025-04-13T13:05:27.447Z,2025-04-13T17:35:28Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649278637,141,35.2,5649278639,212,22.9,5649278635,140,40.7,5649278641,213,0.56,5649278633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
