id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/17/value
2710624077,313,61,2,46,25,36g6ifzjliec1jqnbtf7yesme,0,74.0,42.8,2024-08-18T17:06:34.546Z,2024-08-18T17:06:34Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5157755161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624101,314,43,2,46,26,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:06:35.850Z,2024-08-18T18:59:01Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157796429,399,2xp7fbcl6a4nua9jpm7b4k1sk,5158250121,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624097,551,61,2,46,27,9qsmopgutr7ut5g6workk8w4i,0,27.6,59.3,2024-08-18T17:06:36.652Z,2024-08-18T17:06:36Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157755307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624173,315,1,2,46,29,36g6ifzjliec1jqnbtf7yesme,1,67.5,49.7,2024-08-18T17:06:38.610Z,2024-08-18T17:06:47Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,1.0,,5157756071,210,15,5157755761,212,10.4,5157755755,56,Center,5157755757,140,75.2,5157755763,213,0.68,5157756073,154,,5157755759,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624175,316,15,2,46,32,36g6ifzjliec1jqnbtf7yesme,1,87.7,58.5,2024-08-18T17:06:42.145Z,2024-08-18T18:59:28Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157755773,56,Center,5157755769,22,,5157756111,147,49.8,5157756109,146,99.1,5157756141,233,552,5157756095,78,,5157756097,29,,5158252165,72,,5157756099,154,,5157756107,103,17.1,5157755771,17,,5157756105,102,51.0,5157756101,55,315,,,,,,,,,,,,,,,,,,,,,,,
2710624179,552,10,2,46,33,9qsmopgutr7ut5g6workk8w4i,1,3.2,49.3,2024-08-18T17:06:42.245Z,2024-08-18T19:00:17Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5157755801,178,,5157756089,177,,5158256299,378,,5157756177,233,316,5157755805,56,Back,5157755803,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624199,553,52,2,46,35,9qsmopgutr7ut5g6workk8w4i,1,3.2,49.3,2024-08-18T17:06:44.875Z,2024-08-18T19:00:21Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5158256757,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624405,554,1,2,46,51,9qsmopgutr7ut5g6workk8w4i,0,11.2,47.9,2024-08-18T17:07:00.283Z,2024-08-18T19:00:29Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5157757163,1,,5157757153,140,60.9,5157757159,213,6.03,5157757149,199,,5157757151,56,Center,5157757155,141,28.2,5157757157,212,53.9,5158257517,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624429,317,1,2,46,53,36g6ifzjliec1jqnbtf7yesme,1,46.0,72.0,2024-08-18T17:07:02.433Z,2024-08-18T17:07:03Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157757299,141,60.0,5157757295,56,Center,5157757303,213,5.42,5157757301,212,10.8,5157757297,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624445,319,1,2,46,54,36g6ifzjliec1jqnbtf7yesme,1,52.7,60.0,2024-08-18T17:07:03.458Z,2024-08-18T17:07:04Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157757389,141,79.9,5157757391,212,13.6,5157757385,56,Left,5157757387,140,51.1,5157757393,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624469,320,1,2,46,55,36g6ifzjliec1jqnbtf7yesme,1,53.1,79.0,2024-08-18T17:07:04.658Z,2024-08-18T17:07:06Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157757503,212,9.3,5157757499,140,53.9,5157757497,56,Center,5157757501,141,65.4,5157757505,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624503,321,1,2,46,56,36g6ifzjliec1jqnbtf7yesme,1,56.8,64.7,2024-08-18T17:07:05.874Z,2024-08-18T17:07:07Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157757681,56,Center,5157757685,141,65.9,5157757687,212,13.4,5157757683,140,69.5,5157757689,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624555,322,1,2,46,58,36g6ifzjliec1jqnbtf7yesme,1,63.8,58.3,2024-08-18T17:07:07.794Z,2024-08-18T17:07:11Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157757965,140,65.3,5157757967,141,32.2,5157757971,213,4.80,5157757963,56,Center,5157757969,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624601,323,1,2,47,1,36g6ifzjliec1jqnbtf7yesme,1,67.6,26.8,2024-08-18T17:07:10.914Z,2024-08-18T17:07:14Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5157758165,140,67.0,5157758177,213,4.66,5157758173,212,12.4,5157758159,56,Right,5157758169,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624605,324,1,2,47,4,36g6ifzjliec1jqnbtf7yesme,0,70.1,10.9,2024-08-18T17:07:14.050Z,2024-08-18T19:00:43Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5157758219,213,0.86,5157758211,56,Center,5157758213,140,85.3,5157758207,2,,5158258975,20,,5158258971,224,,5157758217,212,24.5,5157758215,141,38.2,5157758209,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624625,555,12,2,47,6,9qsmopgutr7ut5g6workk8w4i,1,14.8,64.0,2024-08-18T17:07:16.011Z,2024-08-18T19:00:55Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157758297,212,13.9,5157758295,141,69.3,5157758291,56,Back,5157758299,213,0.26,5157758325,15,,5157758293,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624661,325,1,2,47,9,36g6ifzjliec1jqnbtf7yesme,1,73.8,40.7,2024-08-18T17:07:18.402Z,2024-08-18T19:00:59Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157758511,56,Center,5157758519,213,1.17,5157758513,140,80.3,5157758517,212,17.4,5157758515,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624665,326,50,2,47,11,36g6ifzjliec1jqnbtf7yesme,1,76.8,59.7,2024-08-18T17:07:20.250Z,2024-08-18T19:01:03Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5157758675,233,556,5157758535,286,,5157758533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624681,556,7,2,47,11,9qsmopgutr7ut5g6workk8w4i,1,23.2,40.3,2024-08-18T17:07:20.251Z,2024-08-18T19:01:02Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157758611,56,Back,5157758657,233,326,5158261375,384,,5157758613,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624697,557,1,2,47,12,9qsmopgutr7ut5g6workk8w4i,1,15.8,37.6,2024-08-18T17:07:21.787Z,2024-08-18T19:01:37Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157758691,56,Back,5157758697,212,5.4,5157758695,141,45.6,5157758699,213,1.63,5157758693,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624705,558,1,2,47,13,9qsmopgutr7ut5g6workk8w4i,1,15.0,45.2,2024-08-18T17:07:22.443Z,2024-08-18T19:01:35Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157758755,213,3.53,5157758747,56,Back,5157758753,212,4.0,5157758749,140,11.5,5157758751,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624717,559,1,2,47,14,9qsmopgutr7ut5g6workk8w4i,1,9.9,44.5,2024-08-18T17:07:23.227Z,2024-08-18T17:07:24Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157758847,141,17.1,5157758845,140,13.9,5157758849,212,19.1,5157758843,56,Back,5157758851,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624765,327,83,2,47,17,36g6ifzjliec1jqnbtf7yesme,0,71.8,92.3,2024-08-18T17:07:27.009Z,2024-08-18T17:15:56Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5157796643,399,hsobzlp177f9755mpsi7szmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624755,561,3,2,47,18,9qsmopgutr7ut5g6workk8w4i,0,19.9,7.3,2024-08-18T17:07:27.628Z,2024-08-18T19:05:38Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157759037,285,,5158288769,465,,5157759035,56,Back,5157759057,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624833,329,61,2,47,24,36g6ifzjliec1jqnbtf7yesme,1,67.0,90.3,2024-08-18T17:07:34.130Z,2024-08-18T17:07:55Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157759517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624855,330,1,2,47,26,36g6ifzjliec1jqnbtf7yesme,1,73.6,68.8,2024-08-18T17:07:36.090Z,2024-08-18T17:07:57Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,1.0,,5157759685,213,0.90,5157759677,56,Left,5157760281,210,13,5157759679,140,80.6,5157759683,212,11.8,5157759681,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624865,331,13,2,47,27,36g6ifzjliec1jqnbtf7yesme,1,81.6,73.0,2024-08-18T17:07:37.049Z,2024-08-18T19:05:58Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157760297,29,,5158291175,18,,5158291177,81,,5157759731,22,,5157759735,56,Center,5157760305,103,79.2,5157760309,230,99.7,5157760303,102,43.5,5157760311,231,50.7,5157760299,55,330,5157759989,20,,5157760293,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710624879,332,5,2,47,28,36g6ifzjliec1jqnbtf7yesme,0,100.6,42.8,2024-08-18T17:07:37.355Z,2024-08-18T17:15:46Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157759813,346,,5157759811,56,Center,5157760985,233,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625073,562,5,2,47,28,9qsmopgutr7ut5g6workk8w4i,1,-0.6000000000000001,57.2,2024-08-18T17:07:37.355Z,2024-08-18T17:15:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157760957,346,,5157760955,56,Back,5157760973,233,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625091,563,1,2,47,45,9qsmopgutr7ut5g6workk8w4i,1,3.9,50.4,2024-08-18T17:07:54.683Z,2024-08-18T17:07:57Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5157761043,213,5.06,5157761035,56,Back,5157761037,140,8.6,5157761033,124,,5157761039,141,30.3,5157761047,237,,5157761041,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625109,564,1,2,47,48,9qsmopgutr7ut5g6workk8w4i,1,8.6,30.3,2024-08-18T17:07:57.211Z,2024-08-18T17:07:59Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157761161,140,11.0,5157761157,56,Back,5157761165,141,47.8,5157761173,213,1.36,5157761169,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625131,565,1,2,47,50,9qsmopgutr7ut5g6workk8w4i,1,11.1,47.5,2024-08-18T17:07:59.227Z,2024-08-18T17:08:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157761287,213,0.12,5157761285,212,14.5,5157761281,140,24.8,5157761279,56,Back,5157761283,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625143,566,1,2,47,51,9qsmopgutr7ut5g6workk8w4i,1,24.8,50.0,2024-08-18T17:08:00.682Z,2024-08-18T17:08:02Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157761397,212,14.8,5157761395,141,49.9,5157761391,56,Back,5157761399,213,3.15,5157761393,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625163,567,1,2,47,52,9qsmopgutr7ut5g6workk8w4i,1,10.7,49.9,2024-08-18T17:08:01.868Z,2024-08-18T17:08:03Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5157761501,212,15.1,5157761497,140,13.3,5157761495,56,Back,5157761503,213,4.89,5157761499,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625183,568,1,2,47,54,9qsmopgutr7ut5g6workk8w4i,1,13.3,27.9,2024-08-18T17:08:03.419Z,2024-08-18T17:08:05Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157761613,213,5.24,5157761607,140,20.5,5157761605,56,Back,5157761611,212,15.0,5157761609,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625271,569,1,2,47,55,9qsmopgutr7ut5g6workk8w4i,1,21.1,7.9,2024-08-18T17:08:05.082Z,2024-08-18T17:08:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157762073,212,9.2,5157762069,141,12.8,5157762067,140,12.9,5157762075,213,2.77,5157762065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625287,570,1,2,48,0,9qsmopgutr7ut5g6workk8w4i,0,13.0,11.9,2024-08-18T17:08:09.836Z,2024-08-18T17:08:10Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157762149,56,Back,5157762153,141,34.5,5157762159,1,,5157762151,140,41.3,5157762155,212,33.5,5157762147,155,,5157762157,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625317,334,1,2,48,2,36g6ifzjliec1jqnbtf7yesme,0,56.5,69.7,2024-08-18T17:08:11.410Z,2024-08-18T17:08:12Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157762277,141,51.4,5157762275,140,61.8,5157762279,212,13.6,5157762281,213,5.13,5157762273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625349,335,83,2,48,2,36g6ifzjliec1jqnbtf7yesme,0,61.4,39.7,2024-08-18T17:08:11.538Z,2024-08-18T17:08:16Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5157762651,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625441,572,1,2,48,4,9qsmopgutr7ut5g6workk8w4i,1,35.2,57.6,2024-08-18T17:08:13.259Z,2024-08-18T17:08:19Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157762911,140,38.0,5157762913,141,93.3,5157762917,213,1.45,5157762915,212,24.5,5157762909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625493,573,1,2,48,10,9qsmopgutr7ut5g6workk8w4i,1,62.5,92.7,2024-08-18T17:08:19.739Z,2024-08-18T17:08:22Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5157763147,140,62.7,5157763145,56,Center,5157763153,213,4.73,5157763149,141,78.4,5157763151,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625551,574,1,2,48,13,9qsmopgutr7ut5g6workk8w4i,1,67.6,71.4,2024-08-18T17:08:22.747Z,2024-08-18T17:08:28Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157763507,212,23.8,5157763505,141,65.4,5157763501,56,Center,5157763509,213,6.11,5157763503,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625583,336,43,2,48,18,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T17:08:27.257Z,2024-08-18T17:08:38Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157764011,399,9auqrrixu34cgkpe8trlkaoh6,5157764273,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625559,575,61,2,48,18,9qsmopgutr7ut5g6workk8w4i,0,89.9,65.8,2024-08-18T17:08:27.883Z,2024-08-18T17:08:28Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157763543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625623,337,5,2,48,22,36g6ifzjliec1jqnbtf7yesme,1,-1.0,34.8,2024-08-18T17:08:31.330Z,2024-08-18T17:15:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157764015,233,577,5157763893,346,,5157763891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625637,577,5,2,48,22,9qsmopgutr7ut5g6workk8w4i,0,101.0,65.2,2024-08-18T17:08:31.330Z,2024-08-18T17:15:47Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157763967,56,Center,5157764033,233,337,5157763969,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625737,338,1,2,48,31,36g6ifzjliec1jqnbtf7yesme,1,4.2,46.7,2024-08-18T17:08:40.306Z,2024-08-18T19:06:48Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5157764551,124,,5157764561,213,1.02,5157764557,141,55.2,5157764565,237,,5157764555,140,7.6,5157764559,212,6.8,5158296699,189,,5157764553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625773,339,1,2,48,32,36g6ifzjliec1jqnbtf7yesme,1,8.7,56.7,2024-08-18T17:08:41.986Z,2024-08-18T17:08:44Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157764793,141,83.6,5157764785,56,Back,5157764789,140,10.5,5157764801,213,1.47,5157764797,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625835,340,1,2,48,35,36g6ifzjliec1jqnbtf7yesme,1,11.1,84.1,2024-08-18T17:08:44.353Z,2024-08-18T17:08:48Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157765105,140,20.4,5157765107,141,75.4,5157765111,213,5.74,5157765103,56,Back,5157765109,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625825,578,83,2,48,38,9qsmopgutr7ut5g6workk8w4i,0,81.0,18.8,2024-08-18T17:08:47.275Z,2024-08-18T17:08:50Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157765273,399,3q4tnk1z46lop4rbdpjtfoc2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625839,341,4,2,48,38,36g6ifzjliec1jqnbtf7yesme,1,19.0,80.6,2024-08-18T17:08:47.906Z,2024-08-18T17:55:30Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157765199,56,Back,5157765201,152,,5157765315,233,579,5157765203,285,,5157765195,13,,5157765197,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710625847,579,4,2,48,38,9qsmopgutr7ut5g6workk8w4i,0,81.0,19.4,2024-08-18T17:08:47.907Z,2024-08-18T17:55:30Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157765233,56,Right,5157765241,286,,5157765339,233,341,5157765225,13,,5157765227,295,,5157765237,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626021,342,1,2,48,52,36g6ifzjliec1jqnbtf7yesme,1,20.0,76.8,2024-08-18T17:09:01.810Z,2024-08-18T17:09:03Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157766171,56,Back,5157766175,140,25.7,5157766165,5,,5157766177,141,63.0,5157766181,213,5.28,5157766169,152,,5157766179,212,11.1,5157766207,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626071,343,1,2,48,54,36g6ifzjliec1jqnbtf7yesme,1,28.4,61.8,2024-08-18T17:09:03.185Z,2024-08-18T17:09:05Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157766457,212,8.0,5157766451,140,24.2,5157766449,56,Back,5157766459,213,2.15,5157766453,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626099,344,1,2,48,56,36g6ifzjliec1jqnbtf7yesme,0,34.2,73.2,2024-08-18T17:09:05.778Z,2024-08-18T17:09:07Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157766611,141,47.4,5157766609,140,70.5,5157766623,1,,5157766615,212,42.0,5157766605,155,,5157766607,56,Center,5157766621,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626261,581,1,2,49,3,9qsmopgutr7ut5g6workk8w4i,1,43.2,51.3,2024-08-18T17:09:12.939Z,2024-08-18T17:09:20Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157767591,140,59.6,5157767593,141,83.0,5157767597,213,0.90,5157767589,56,Left,5157767595,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626241,345,83,2,49,9,36g6ifzjliec1jqnbtf7yesme,0,33.6,23.7,2024-08-18T17:09:18.754Z,2024-08-18T17:09:22Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157767703,399,9auqrrixu34cgkpe8trlkaoh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626279,582,1,2,49,11,9qsmopgutr7ut5g6workk8w4i,1,63.7,70.6,2024-08-18T17:09:20.507Z,2024-08-18T17:09:21Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157767689,140,47.8,5157767695,213,3.88,5157767687,56,Back,5157767693,212,22.5,5157767691,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626327,583,1,2,49,14,9qsmopgutr7ut5g6workk8w4i,1,47.9,47.8,2024-08-18T17:09:23.418Z,2024-08-18T17:09:25Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157768059,212,12.9,5157768053,56,Back,5157768057,141,28.8,5157768055,140,48.0,5157768061,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626347,584,1,2,49,16,9qsmopgutr7ut5g6workk8w4i,1,47.9,28.8,2024-08-18T17:09:25.466Z,2024-08-18T17:09:27Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157768209,212,11.7,5157768203,56,Center,5157768211,213,1.08,5157768207,141,44.0,5157768205,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626383,585,1,2,49,18,9qsmopgutr7ut5g6workk8w4i,1,51.8,33.4,2024-08-18T17:09:27.339Z,2024-08-18T17:09:29Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157768393,212,11.0,5157768385,140,52.2,5157768389,141,17.3,5157768383,56,Right,5157768397,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626463,586,1,2,49,20,9qsmopgutr7ut5g6workk8w4i,1,52.3,24.0,2024-08-18T17:09:29.659Z,2024-08-18T17:09:36Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5157768879,141,28.3,5157768883,213,0.37,5157768881,212,8.1,5157768877,140,59.5,5157768875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626503,587,1,2,49,26,9qsmopgutr7ut5g6workk8w4i,1,67.8,10.0,2024-08-18T17:09:36.122Z,2024-08-18T17:09:39Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157769163,213,2.05,5157769159,141,27.7,5157769155,56,Center,5157769157,140,61.8,5157769161,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710626519,588,1,2,49,29,9qsmopgutr7ut5g6workk8w4i,0,65.4,15.6,2024-08-18T17:09:39.146Z,2024-08-18T17:09:41Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157769257,141,35.5,5157769261,213,0.95,5157769259,212,16.6,5157769249,56,Center,5157769253,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
