id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2818195633,390,1,1,40,9,ahnt9ejgwj58ul8auzdvi3czf,1,42.5,72.1,2025-05-24T13:40:12.530Z,2025-05-24T13:40:13Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746225291,140,38.2,5746225293,141,32.5,5746225289,56,Back,5746225295,212,27.3,5746225299,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195653,391,1,1,40,11,ahnt9ejgwj58ul8auzdvi3czf,1,36.7,29.5,2025-05-24T13:40:13.722Z,2025-05-24T13:40:15Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746225415,213,5.15,5746225409,140,44.1,5746225413,212,18.3,5746225411,141,5.2,5746225407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195673,392,1,1,40,12,ahnt9ejgwj58ul8auzdvi3czf,1,44.1,5.2,2025-05-24T13:40:15.314Z,2025-05-24T13:40:18Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746225567,56,Right,5746225571,141,6.8,5746225569,140,67.1,5746225575,213,0.05,5746225573,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195677,393,1,1,40,15,ahnt9ejgwj58ul8auzdvi3czf,0,67.1,6.8,2025-05-24T13:40:18.194Z,2025-05-24T19:16:55Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5747657205,156,,5746225597,212,10.5,5746225599,213,2.12,5746225595,141,20.0,5746225591,56,Right,5746225593,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195705,367,1,1,40,17,cftj6g399tknheudaxsdpfdgb,1,43.3,80.5,2025-05-24T13:40:20.287Z,2025-05-24T19:17:08Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746225821,140,32.2,5746225819,56,Back,5746225827,213,2.91,5746225823,141,84.6,5746225825,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195753,368,1,1,40,18,cftj6g399tknheudaxsdpfdgb,1,29.1,77.3,2025-05-24T13:40:21.334Z,2025-05-24T13:40:26Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746226097,141,43.4,5746226095,140,28.8,5746226099,212,23.1,5746226093,56,Back,5746226101,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195771,369,1,1,40,24,cftj6g399tknheudaxsdpfdgb,1,31.7,45.8,2025-05-24T13:40:26.798Z,2025-05-24T13:40:29Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746226217,141,17.3,5746226215,140,44.5,5746226219,212,23.6,5746226213,56,Back,5746226221,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195815,370,1,1,40,26,cftj6g399tknheudaxsdpfdgb,1,42.3,19.4,2025-05-24T13:40:28.958Z,2025-05-24T13:40:32Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746226461,140,62.3,5746226467,213,5.85,5746226463,141,5.3,5746226459,56,Right,5746226465,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195887,371,1,1,40,28,cftj6g399tknheudaxsdpfdgb,1,63.4,4.5,2025-05-24T13:40:31.046Z,2025-05-24T19:17:24Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746226843,213,2.91,5746226837,140,51.4,5746226841,212,12.9,5746226835,56,Right,5746226839,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195919,372,1,1,40,34,cftj6g399tknheudaxsdpfdgb,1,46.2,15.5,2025-05-24T13:40:36.574Z,2025-05-24T13:40:39Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746227015,213,2.18,5746227013,212,14.8,5746227009,140,38.1,5746227011,141,33.4,5746227007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195931,373,1,1,40,36,cftj6g399tknheudaxsdpfdgb,1,38.5,33.0,2025-05-24T13:40:39.078Z,2025-05-24T13:40:41Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746227127,213,1.76,5746227119,56,Back,5746227121,140,33.4,5746227125,212,27.9,5746227123,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195939,374,1,1,40,38,cftj6g399tknheudaxsdpfdgb,1,26.1,55.8,2025-05-24T13:40:40.895Z,2025-05-24T19:17:40Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746227183,212,13.2,5746227185,213,0.23,5746227179,140,38.3,5746227181,141,60.3,5746227177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818195947,375,1,1,40,39,cftj6g399tknheudaxsdpfdgb,1,43.0,65.7,2025-05-24T13:40:41.999Z,2025-05-24T19:17:44Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746227231,56,Back,5746227233,140,33.6,5746227237,212,22.2,5746227239,213,2.03,5746227235,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196075,376,1,1,40,43,cftj6g399tknheudaxsdpfdgb,1,44.0,91.0,2025-05-24T13:40:45.623Z,2025-05-24T19:17:52Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746227907,141,97.5,5746227899,56,Left,5746227903,140,64.2,5746227911,213,0.21,5746227909,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196105,377,1,1,40,50,cftj6g399tknheudaxsdpfdgb,1,53.4,94.2,2025-05-24T13:40:53.231Z,2025-05-24T19:18:04Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746228105,56,Back,5746228109,141,66.4,5746228113,213,3.86,5746228111,212,28.6,5746228107,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196175,378,1,1,40,52,cftj6g399tknheudaxsdpfdgb,1,35.6,67.6,2025-05-24T13:40:55.335Z,2025-05-24T13:40:59Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746228449,140,39.5,5746228451,141,31.5,5746228447,56,Back,5746228453,212,24.9,5746228455,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196237,379,1,1,40,56,cftj6g399tknheudaxsdpfdgb,1,40.0,30.7,2025-05-24T13:40:59.543Z,2025-05-24T13:41:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746228737,140,62.5,5746228743,213,5.66,5746228741,212,29.1,5746228739,141,5.8,5746228735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196265,380,1,1,41,1,cftj6g399tknheudaxsdpfdgb,0,65.1,8.3,2025-05-24T13:41:03.935Z,2025-05-24T13:41:06Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746228905,141,56.7,5746228909,213,0.99,5746228911,1,,5746228903,140,85.5,5746228899,155,,5746228907,212,39.3,5746228901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196301,394,12,1,41,4,ahnt9ejgwj58ul8auzdvi3czf,1,15.9,43.7,2025-05-24T13:41:07.211Z,2025-05-24T13:41:10Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746229113,213,4.59,5746229107,140,12.2,5746229161,167,,5746229105,56,Back,5746229109,141,0.0,5746229111,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196345,381,5,1,41,7,cftj6g399tknheudaxsdpfdgb,1,88.6,101.6,2025-05-24T13:41:09.934Z,2025-05-24T13:55:38Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746229353,347,,5746229371,233,395,5746229351,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196307,395,5,1,41,7,ahnt9ejgwj58ul8auzdvi3czf,0,11.4,-1.6,2025-05-24T13:41:09.934Z,2025-05-24T13:41:16Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746229143,347,,5746229393,233,381,5746229141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196385,382,1,1,41,12,cftj6g399tknheudaxsdpfdgb,0,89.9,100.0,2025-05-24T13:41:15.031Z,2025-05-24T13:41:18Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746229571,56,Left,5746229577,212,10.0,5746229573,140,91.0,5746229579,213,4.83,5746229569,107,,5746229575,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196377,396,8,1,41,15,ahnt9ejgwj58ul8auzdvi3czf,1,15.0,11.5,2025-05-24T13:41:17.796Z,2025-05-24T19:18:30Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5747665383,385,,5746229537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196495,383,5,1,41,16,cftj6g399tknheudaxsdpfdgb,1,77.6,102.0,2025-05-24T13:41:18.972Z,2025-05-24T13:55:38Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5746230147,56,Left,5746230149,347,,5746230179,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196403,397,5,1,41,16,ahnt9ejgwj58ul8auzdvi3czf,0,22.4,-2.0,2025-05-24T13:41:18.972Z,2025-05-24T13:41:27Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746229669,56,Back,5746230233,233,383,5746229671,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196545,384,1,1,41,23,cftj6g399tknheudaxsdpfdgb,1,73.1,100.0,2025-05-24T13:41:26.184Z,2025-05-24T13:41:28Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746230377,141,85.6,5746230381,212,11.0,5746230365,107,,5746230369,56,Left,5746230383,213,4.58,5746230373,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196573,385,1,1,41,25,cftj6g399tknheudaxsdpfdgb,1,71.7,85.6,2025-05-24T13:41:27.904Z,2025-05-24T13:41:30Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746230501,141,94.5,5746230497,56,Left,5746230507,213,1.69,5746230505,212,6.1,5746230499,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196605,386,1,1,41,27,cftj6g399tknheudaxsdpfdgb,1,70.7,94.1,2025-05-24T13:41:30.272Z,2025-05-24T13:41:33Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746230653,141,87.7,5746230655,212,41.8,5746230659,1,,5746230651,140,31.1,5746230649,56,Back,5746230657,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196629,387,1,1,41,30,cftj6g399tknheudaxsdpfdgb,1,31.1,87.7,2025-05-24T13:41:32.992Z,2025-05-24T13:41:35Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746230795,141,96.3,5746230799,213,0.33,5746230797,212,18.0,5746230793,140,47.3,5746230791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196653,388,1,1,41,32,cftj6g399tknheudaxsdpfdgb,1,43.8,94.4,2025-05-24T13:41:35.376Z,2025-05-24T13:41:37Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746230949,140,45.7,5746230957,213,4.82,5746230953,141,67.5,5746230947,56,Back,5746230955,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196673,389,1,1,41,34,cftj6g399tknheudaxsdpfdgb,1,45.3,66.7,2025-05-24T13:41:37.008Z,2025-05-24T13:41:39Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5746231113,140,61.8,5746231119,213,0.00,5746231115,141,66.7,5746231111,56,Center,5746231117,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196723,390,1,1,41,36,cftj6g399tknheudaxsdpfdgb,1,60.9,63.6,2025-05-24T13:41:39.424Z,2025-05-24T13:42:04Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5746231425,212,18.8,5746233133,4,,5746231423,141,64.6,5746231419,56,Center,5746231427,213,0.04,5746231421,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196773,391,1,1,41,41,cftj6g399tknheudaxsdpfdgb,1,92.9,70.5,2025-05-24T13:41:44.369Z,2025-05-24T19:19:13Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5746231771,140,93.1,5746231787,1,,5746231767,56,Right,5746231783,213,4.72,5746231779,212,37.0,5746231775,141,16.1,5746231765,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196813,392,1,1,41,46,cftj6g399tknheudaxsdpfdgb,1,96.2,19.2,2025-05-24T13:41:48.945Z,2025-05-24T19:19:26Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,1.0,,5746232897,154,,5746231993,56,Center,5747671287,20,,5746231999,212,19.4,5746231995,140,91.9,5746232001,213,1.81,5746231989,2,,5746232895,210,15,5747671283,224,5746231997,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196833,393,15,1,41,47,cftj6g399tknheudaxsdpfdgb,1,91.2,48.5,2025-05-24T13:41:50.041Z,2025-05-24T19:19:49Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746232601,20,,5746232109,56,Center,5746232105,17,,5746232933,147,49.8,5747673565,108,,5746232103,22,,5746232931,146,98.6,5746232913,80,,5746232915,29,5746232919,55,392,,5746232927,214,5746232923,102,48.1,5746232929,328,,,5746232925,103,5746232917,154,,5746232963,233,398,12.7,,,,,,,,,,,,,,,,
2818196839,398,10,1,41,47,ahnt9ejgwj58ul8auzdvi3czf,1,1.5,50.7,2025-05-24T13:41:50.141Z,2025-05-24T19:19:58Z,d8nahz092xxj6muqc24hocp3o,A. Andrésen,,,5746232157,182,,5747674527,180,,5746232159,56,Back,5746232993,233,393,5747674529,377,,5746232149,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196889,399,12,1,41,50,ahnt9ejgwj58ul8auzdvi3czf,1,7.8,54.2,2025-05-24T13:41:53.500Z,2025-05-24T19:20:07Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746232457,212,41.9,5746232487,167,,5746232451,56,Back,5746232459,213,0.88,5746232455,141,100.0,5746232453,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196907,394,5,1,41,53,cftj6g399tknheudaxsdpfdgb,1,70.4,-1.8,2025-05-24T13:41:55.977Z,2025-05-24T13:55:39Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746232617,233,400,5746232563,56,Right,5746232565,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818196893,400,5,1,41,53,ahnt9ejgwj58ul8auzdvi3czf,0,29.6,101.8,2025-05-24T13:41:55.977Z,2025-05-24T13:55:39Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746232481,347,,5746232645,233,394,5746232479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197157,395,1,1,42,7,cftj6g399tknheudaxsdpfdgb,1,73.5,0.0,2025-05-24T13:42:10.041Z,2025-05-24T19:20:37Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746234003,213,2.24,5746233993,107,,5746235069,189,,5746234001,212,18.4,5746233995,56,Right,5746233999,141,19.4,5746233997,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197161,396,1,1,42,9,cftj6g399tknheudaxsdpfdgb,1,62.7,19.4,2025-05-24T13:42:12.361Z,2025-05-24T19:20:41Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746234027,140,68.1,5746234961,189,,5746234021,155,,5746234031,212,47.5,5746234035,1,,5746234025,56,Left,5746234029,141,88.7,5746234033,213,1.45,5746234023,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197217,397,1,1,42,11,cftj6g399tknheudaxsdpfdgb,1,61.4,86.3,2025-05-24T13:42:14.113Z,2025-05-24T19:20:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746234353,56,Left,5746234359,212,19.7,5746234355,140,78.8,5746234361,213,0.38,5746234357,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197267,398,1,1,42,16,cftj6g399tknheudaxsdpfdgb,0,97.6,87.5,2025-05-24T13:42:18.785Z,2025-05-24T19:20:56Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746234623,2,,5746234633,212,40.9,5746234625,155,,5746234629,140,87.6,5746234635,213,4.45,5746234631,141,29.4,5747679673,224,,5746234637,1,,5747679675,72,5746234627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197425,402,1,1,42,22,ahnt9ejgwj58ul8auzdvi3czf,1,16.3,77.3,2025-05-24T13:42:25.341Z,2025-05-24T19:21:07Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746235463,213,5.11,5746235459,141,57.3,5746235455,56,Back,5746235461,212,14.7,5746235457,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197499,403,1,1,42,29,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,53.4,2025-05-24T13:42:31.733Z,2025-05-24T13:42:37Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746235871,212,33.0,5746235867,140,65.1,5746235873,213,5.52,5746235865,56,Right,5746235869,141,20.0,5746235875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197507,404,1,1,42,34,ahnt9ejgwj58ul8auzdvi3czf,0,71.6,29.7,2025-05-24T13:42:37.165Z,2025-05-24T13:42:38Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746235933,56,Center,5746235937,141,48.2,5746235935,140,82.4,5746235939,212,16.9,5746235941,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197557,400,1,1,42,37,cftj6g399tknheudaxsdpfdgb,1,20.0,47.5,2025-05-24T13:42:39.834Z,2025-05-24T13:42:41Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746236181,140,23.9,5746236185,141,26.1,5746236189,213,4.99,5746236179,56,Back,5746236187,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197571,401,1,1,42,39,cftj6g399tknheudaxsdpfdgb,1,23.9,26.1,2025-05-24T13:42:41.642Z,2025-05-24T13:42:42Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746236297,140,30.3,5746236301,212,9.4,5746236303,213,0.77,5746236295,56,Back,5746236299,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197585,402,1,1,42,40,cftj6g399tknheudaxsdpfdgb,1,30.3,35.7,2025-05-24T13:42:42.690Z,2025-05-24T13:42:44Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746236349,141,34.3,5746236345,56,Back,5746236351,212,8.3,5746236353,213,3.26,5746236347,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197627,403,1,1,42,41,cftj6g399tknheudaxsdpfdgb,1,22.4,34.3,2025-05-24T13:42:43.866Z,2025-05-24T13:42:48Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746236603,213,6.28,5746236595,56,Back,5746236599,141,34.2,5746236601,212,11.7,5746236597,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197659,404,1,1,42,45,cftj6g399tknheudaxsdpfdgb,1,36.4,33.3,2025-05-24T13:42:47.874Z,2025-05-24T13:42:49Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746236769,56,Back,5746236775,212,14.5,5746236773,141,12.8,5746236777,213,4.43,5746236771,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197733,405,1,1,42,46,cftj6g399tknheudaxsdpfdgb,1,33.6,13.7,2025-05-24T13:42:49.466Z,2025-05-24T13:42:54Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746237157,212,16.8,5746237151,56,Back,5746237159,213,5.87,5746237155,141,3.7,5746237153,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197799,406,1,1,42,52,cftj6g399tknheudaxsdpfdgb,1,62.6,7.3,2025-05-24T13:42:54.634Z,2025-05-24T13:42:58Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746237471,56,Back,5746237473,140,39.3,5746237477,212,29.0,5746237475,141,30.1,5746237479,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197839,407,1,1,42,55,cftj6g399tknheudaxsdpfdgb,1,40.4,30.7,2025-05-24T13:42:58.122Z,2025-05-24T13:43:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746237757,141,71.7,5746237761,213,1.55,5746237755,140,40.9,5746237759,212,27.9,5746237753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197881,408,1,1,42,58,cftj6g399tknheudaxsdpfdgb,1,44.5,70.5,2025-05-24T13:43:00.779Z,2025-05-24T13:43:03Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746237981,56,Back,5746237983,140,47.8,5746237987,212,10.6,5746237985,141,85.3,5746237989,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197917,409,1,1,43,1,cftj6g399tknheudaxsdpfdgb,1,48.3,85.1,2025-05-24T13:43:03.627Z,2025-05-24T13:43:06Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746238223,213,4.11,5746238217,141,66.0,5746238213,56,Back,5746238221,212,15.8,5746238215,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197955,410,1,1,43,3,cftj6g399tknheudaxsdpfdgb,1,39.3,65.7,2025-05-24T13:43:05.995Z,2025-05-24T13:43:10Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746238437,212,20.4,5746238435,141,36.1,5746238439,213,4.88,5746238431,56,Back,5746238433,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818197975,411,1,1,43,7,cftj6g399tknheudaxsdpfdgb,1,51.2,38.8,2025-05-24T13:43:10.099Z,2025-05-24T13:43:12Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5746238577,140,58.4,5746238581,212,13.5,5746238579,141,22.4,5746238575,56,Center,5746238583,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818198001,412,1,1,43,9,cftj6g399tknheudaxsdpfdgb,1,54.1,26.2,2025-05-24T13:43:12.083Z,2025-05-24T19:22:04Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746238757,213,5.56,5746238749,56,Right,5746238751,140,71.1,5746238755,212,23.9,5746238753,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818198065,413,1,1,43,11,cftj6g399tknheudaxsdpfdgb,1,70.9,2.7,2025-05-24T13:43:14.539Z,2025-05-24T19:22:08Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746239129,213,1.90,5746239125,141,10.9,5746239123,140,69.1,5746239127,212,5.9,5746239121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818198101,414,1,1,43,17,cftj6g399tknheudaxsdpfdgb,0,71.9,21.5,2025-05-24T13:43:20.099Z,2025-05-24T13:43:22Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5746239325,56,Center,5746239329,141,58.5,5746239327,140,89.3,5746239323,155,,5746239331,212,31.1,5746239333,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818198111,405,52,1,43,20,ahnt9ejgwj58ul8auzdvi3czf,1,7.8,45.6,2025-05-24T13:43:22.991Z,2025-05-24T19:22:21Z,d8nahz092xxj6muqc24hocp3o,A. Andrésen,,,5747687181,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
