id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2731724971,395,1,1,48,22,5rz9enoyknpg8ji78za5b82p0,1,48.1,80.3,2024-10-06T14:48:59.538Z,2024-10-06T19:13:47Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273331341,212,29.5,5273331337,140,38.6,5273331335,56,Back,5273331343,213,4.37,5273331339,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725159,396,1,1,48,29,5rz9enoyknpg8ji78za5b82p0,1,28.9,38.5,2024-10-06T14:49:06.954Z,2024-10-06T19:13:54Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273332223,141,45.8,5273332219,56,Back,5273332225,212,11.7,5273332227,213,2.70,5273332221,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725271,397,1,1,48,36,5rz9enoyknpg8ji78za5b82p0,0,19.5,37.6,2024-10-06T14:49:13.996Z,2024-10-06T14:49:18Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5273332737,157,,5273332751,1,,5273332747,213,6.15,5273332745,212,58.7,5273332741,140,74.9,5273332743,141,26.3,5273332739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725321,403,1,1,48,40,cftj6g399tknheudaxsdpfdgb,1,36.9,72.1,2024-10-06T14:49:18.139Z,2024-10-06T14:49:19Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273332983,3,,5273332991,212,13.1,5273332985,56,Back,5273332987,140,40.5,5273332993,213,1.28,5273332989,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725383,405,1,1,48,43,cftj6g399tknheudaxsdpfdgb,0,40.9,82.0,2024-10-06T14:49:20.795Z,2024-10-06T14:49:23Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273333335,213,5.68,5273333337,1,,5273333323,140,74.9,5273333313,155,,5273333327,141,46.2,5273333317,56,Center,5273333331,212,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725457,398,1,1,48,46,5rz9enoyknpg8ji78za5b82p0,0,22.5,48.5,2024-10-06T14:49:23.715Z,2024-10-06T19:14:13Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273333657,213,2.21,5273333649,56,Back,5273333655,212,24.2,5273333653,141,77.1,5273333647,3,,5273333651,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725537,406,50,1,48,53,cftj6g399tknheudaxsdpfdgb,1,93.1,14.4,2024-10-06T14:49:31.019Z,2024-10-06T19:14:43Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5273334081,56,Right,5273334083,286,,5273334383,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725557,399,7,1,48,53,5rz9enoyknpg8ji78za5b82p0,0,6.9,85.6,2024-10-06T14:49:31.020Z,2024-10-06T19:14:30Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273334227,285,,5273334223,56,Back,5275006009,385,,5273334353,233,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732028721,841,61,1,48,54,cftj6g399tknheudaxsdpfdgb,1,92.2,19.0,2024-10-06T14:49:31.939Z,2024-10-06T19:14:46Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5275006441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725641,401,61,1,48,58,5rz9enoyknpg8ji78za5b82p0,0,11.8,97.5,2024-10-06T14:49:35.923Z,2024-10-06T15:20:08Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273334757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731725815,407,5,1,48,59,cftj6g399tknheudaxsdpfdgb,1,79.8,-2.0,2024-10-06T14:49:36.539Z,2024-10-06T15:29:32Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5273335735,56,Right,5273335737,347,,5273539427,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731763773,551,5,1,48,59,5rz9enoyknpg8ji78za5b82p0,0,20.2,102.0,2024-10-06T14:49:36.539Z,2024-10-06T16:28:42Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5273928211,233,407,5273927257,347,,5273538797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726305,408,1,1,49,27,cftj6g399tknheudaxsdpfdgb,1,83.6,0.0,2024-10-06T14:50:04.506Z,2024-10-06T14:50:07Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273338179,107,,5273338187,212,14.1,5273338185,141,12.6,5273338189,213,2.36,5273338181,56,Right,5273338183,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726355,409,1,1,49,29,cftj6g399tknheudaxsdpfdgb,0,74.5,16.6,2024-10-06T14:50:07.147Z,2024-10-06T19:16:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5275019195,20,,5273338425,213,1.11,5273354685,2,,5273338415,155,,5273338417,56,Center,5273338423,212,26.9,5273338419,140,85.9,5275019191,224,,5273338421,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731730825,409,44,1,49,31,5rz9enoyknpg8ji78za5b82p0,1,15.2,45.7,2024-10-06T14:50:09.162Z,2024-10-06T14:53:41Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5273362425,233,410,5273362381,56,Back,5273362383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726363,410,44,1,49,31,cftj6g399tknheudaxsdpfdgb,0,84.8,54.3,2024-10-06T14:50:09.163Z,2024-10-06T15:08:28Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273362453,233,409,5273360725,286,,5273338465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731730681,408,12,1,49,32,5rz9enoyknpg8ji78za5b82p0,1,14.8,41.5,2024-10-06T14:50:09.228Z,2024-10-06T16:26:31Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5273361673,56,Back,5273361679,212,2.0,5273917297,15,,5273361675,140,16.7,5273361677,141,42.1,5273361681,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726471,411,61,1,49,33,cftj6g399tknheudaxsdpfdgb,1,84.6,58.7,2024-10-06T14:50:10.491Z,2024-10-06T15:08:30Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273363247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726419,402,1,1,49,33,5rz9enoyknpg8ji78za5b82p0,0,14.7,33.4,2024-10-06T14:50:11.116Z,2024-10-06T14:50:11Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273338767,157,,5273338781,1,,5273338777,213,0.34,5273338775,212,35.6,5273338771,140,46.6,5273338769,56,Back,5273338773,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726479,412,1,1,49,37,cftj6g399tknheudaxsdpfdgb,1,53.3,57.0,2024-10-06T14:50:14.683Z,2024-10-06T19:17:29Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273369801,3,,5273369477,56,Center,5273369489,213,0.57,5273369481,140,66.2,5273369485,141,69.7,5273369487,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731731845,419,61,1,49,40,cftj6g399tknheudaxsdpfdgb,0,65.6,74.4,2024-10-06T14:50:17.228Z,2024-10-06T14:54:33Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273367895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726607,404,3,1,49,44,5rz9enoyknpg8ji78za5b82p0,0,71.0,3.8,2024-10-06T14:50:21.372Z,2024-10-06T19:17:39Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273339935,286,,5273339933,56,Right,5275022731,465,,5273339965,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726661,414,1,1,49,45,cftj6g399tknheudaxsdpfdgb,1,25.6,91.9,2024-10-06T14:50:22.651Z,2024-10-06T14:50:24Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273340181,213,3.75,5273340175,141,80.7,5273340179,212,13.3,5273340171,56,Back,5273340173,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726717,415,1,1,49,47,cftj6g399tknheudaxsdpfdgb,0,14.7,81.0,2024-10-06T14:50:24.461Z,2024-10-06T14:50:26Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273340429,56,Back,5273340437,141,92.9,5273340439,212,32.1,5273340443,1,,5273340431,140,44.3,5273340441,213,0.25,5273340425,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726893,405,1,1,49,49,5rz9enoyknpg8ji78za5b82p0,0,62.3,6.4,2024-10-06T14:50:27.173Z,2024-10-06T19:17:57Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273341341,141,10.6,5273341335,3,,5273341337,56,Right,5273341347,213,0.42,5273341343,212,7.0,5273341339,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726855,416,1,1,49,52,cftj6g399tknheudaxsdpfdgb,0,31.8,92.4,2024-10-06T14:50:29.860Z,2024-10-06T19:18:17Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5275025261,140,39.5,5275025269,213,0.63,5273341127,56,Back,5275025267,212,10.0,5275025265,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731726885,417,5,1,49,53,cftj6g399tknheudaxsdpfdgb,0,43.2,101.6,2024-10-06T14:50:30.281Z,2024-10-06T19:18:18Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273534631,233,541,5273341307,347,,5273341305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731762969,541,5,1,49,53,5rz9enoyknpg8ji78za5b82p0,1,56.8,-1.6,2024-10-06T14:50:30.281Z,2024-10-06T19:18:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273534569,347,,5273534581,233,417,5273534567,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731727027,406,43,1,49,54,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T14:50:31.859Z,2024-10-06T19:18:00Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273342041,56,Right,5273377325,233,416,5275024701,144,3,5273376985,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731727033,407,30,1,50,55,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T14:51:32.900Z,2024-10-06T19:18:24Z,,,,,5273342087,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731727021,418,30,1,50,55,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T14:51:32.900Z,2024-10-06T19:18:46Z,,,,,5273342027,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731777265,672,27,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T14:37:36.559Z,2024-10-06T16:13:23Z,,,,,5273841855,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745147,418,18,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:02.194Z,2024-10-06T15:07:22Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5273438877,55,419,5273438811,59,10,5273438807,42,,5273438809,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745155,419,19,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:02.195Z,2024-10-06T16:27:43Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5273438851,42,,5273923039,293,5,5273438859,44,Defender,5273923037,292,4,5273438857,59,40,5273438855,145,7,5273438861,55,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745281,420,18,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:02.294Z,2024-10-06T15:07:29Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273439621,55,421,5273439551,42,,5273439553,44,Defender,5273439555,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745287,421,19,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:02.295Z,2024-10-06T19:23:07Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5273439605,55,420,5273923377,292,6,5273439595,42,,5273439599,145,2,5273923379,293,1,5273439603,44,Midfielder,5273439601,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731743991,415,32,2,45,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:12.194Z,2024-10-06T15:06:13Z,,,,,5273432443,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731743963,421,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:06:12.194Z,2024-10-06T19:22:34Z,,,,,5273432327,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744027,422,1,2,45,0,cftj6g399tknheudaxsdpfdgb,1,50.1,49.8,2024-10-06T15:06:12.195Z,2024-10-06T15:06:16Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273432645,141,55.3,5273432647,212,19.7,5273432643,140,31.7,5273432651,279,S,5273432649,213,2.95,5273432641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731749015,457,40,2,45,1,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T15:06:13.940Z,2024-10-06T20:27:07Z,,,,,5273460281,59,"1, 2, 11, 19, 5, 40, 8, 7, 9, 31, 6, 4, 13, 15, 16, 18, 20, 29",5273460279,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5273932653,194,3sadup8mjwu4dc96wz6lmixn9,5273460277,30,"1h31bvtbae4q0edlp0u672hn9, aswmi1pnkzkvkexp8ngief6j9, 4vmgmzg2004twoc39sk7zkzqh, cgkvw4q8ddcjl0po181upzwx6, 6my7s0ezr6jldotm1w6nk7b9x, 3l3v5wj4c7vtqqwu05b526590, 61sojkdsmaz9hbwaskt4rws15, 43q9ytkbmtk5y3tgv77v7pmg9, 3sadup8mjwu4dc96wz6lmixn9, 3uytpqx0e0jr6zgbfl1znsm7e, 8og8nxbkcb63van4llvpkbe8l, 10lj2qekb1e4c8ful68b1pazt, 9trvbmdwo8fkndwjz9mr1bfmx, bz77hr28a1yskifpuvzu8smsq, 6jgd09iosfe5mn3tputmjx2ad, efubck8twu1elbhlomltnjjtg, 5qvy65ckiigykkowpyco05zv9, ca1b5707pdpx0ucug40ggnahh",5273460283,130,12,5273460287,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744101,423,1,2,45,3,cftj6g399tknheudaxsdpfdgb,1,32.7,56.9,2024-10-06T15:06:16.177Z,2024-10-06T15:06:21Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273433131,141,9.0,5273433133,212,45.5,5273433125,155,,5273433127,56,Right,5273433129,140,62.9,5273433137,1,,5273433135,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732074659,849,44,2,45,6,cftj6g399tknheudaxsdpfdgb,1,64.3,10.1,2024-10-06T15:06:18.758Z,2024-10-06T22:24:39Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5275822123,233,825,5275254117,286,,5275254109,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732074667,825,44,2,45,6,5rz9enoyknpg8ji78za5b82p0,0,35.7,89.9,2024-10-06T15:06:18.759Z,2024-10-06T20:11:03Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5275254153,285,,5275254155,233,849,5275254145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744103,424,1,2,45,7,cftj6g399tknheudaxsdpfdgb,0,62.9,9.0,2024-10-06T15:06:19.506Z,2024-10-06T21:24:04Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273433157,213,0.66,5273433155,212,9.4,5273433149,56,Right,5273433153,141,17.5,5273433151,140,70.0,5273433147,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744129,416,61,2,45,9,5rz9enoyknpg8ji78za5b82p0,0,23.5,86.4,2024-10-06T15:06:21.210Z,2024-10-06T20:11:13Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5273433265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744149,417,5,2,45,10,5rz9enoyknpg8ji78za5b82p0,0,21.2,101.1,2024-10-06T15:06:23.138Z,2024-10-06T15:29:33Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5273435383,233,425,5273433399,56,Back,5273433401,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744505,425,5,2,45,10,cftj6g399tknheudaxsdpfdgb,1,78.8,-1.1,2024-10-06T15:06:23.138Z,2024-10-06T15:29:33Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273435275,56,Right,5273435277,347,,5273435353,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744565,426,1,2,45,32,cftj6g399tknheudaxsdpfdgb,0,79.9,0.0,2024-10-06T15:06:44.930Z,2024-10-06T15:06:47Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273435609,140,86.6,5273435613,212,26.8,5273435611,141,36.1,5273435615,213,1.31,5273435617,1,,5273435605,107,,5273435607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731783601,707,12,2,45,37,5rz9enoyknpg8ji78za5b82p0,1,11.4,61.4,2024-10-06T15:06:49.515Z,2024-10-06T15:42:56Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5273647429,140,25.1,5273647433,141,54.5,5273647427,56,Back,5273647455,15,,5273647435,212,15.1,5273647437,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744637,427,1,2,45,37,cftj6g399tknheudaxsdpfdgb,0,64.6,31.2,2024-10-06T15:06:49.923Z,2024-10-06T20:12:20Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273436023,213,0.42,5273436019,141,36.3,5273436015,56,Center,5273436021,212,8.4,5273436017,140,71.9,5273436013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731783637,708,12,2,45,38,5rz9enoyknpg8ji78za5b82p0,1,13.7,61.4,2024-10-06T15:06:50.651Z,2024-10-06T15:43:05Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5273647711,15,,5273647679,212,14.9,5273647681,213,6.10,5273647673,56,Back,5273647677,141,57.5,5273647675,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732076559,850,61,2,45,39,cftj6g399tknheudaxsdpfdgb,1,76.3,27.7,2024-10-06T15:06:51.346Z,2024-10-06T20:13:10Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5275264721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732077343,851,43,2,45,39,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-06T15:06:51.563Z,2024-10-06T20:14:03Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5275269139,56,Center,5275270361,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744725,428,1,2,45,40,cftj6g399tknheudaxsdpfdgb,0,77.2,25.6,2024-10-06T15:06:52.234Z,2024-10-06T20:13:48Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273436511,56,Center,5273436519,213,2.13,5273436513,140,70.8,5273436515,141,41.5,5273436517,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732077527,826,8,2,45,40,5rz9enoyknpg8ji78za5b82p0,1,21.7,61.7,2024-10-06T15:06:52.563Z,2024-10-06T20:14:24Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5275270249,56,Back,5275270607,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732077931,828,1,2,45,42,5rz9enoyknpg8ji78za5b82p0,0,29.7,31.4,2024-10-06T15:06:54.699Z,2024-10-06T20:14:31Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5275272761,212,28.5,5275272755,56,Center,5275272757,140,52.0,5275272763,213,0.61,5275272753,155,,5275272759,141,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744743,429,1,2,45,45,cftj6g399tknheudaxsdpfdgb,1,52.1,47.4,2024-10-06T15:06:57.954Z,2024-10-06T15:07:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273436637,56,Center,5273436647,212,17.8,5273436639,140,55.6,5273436651,213,1.36,5273436643,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744859,430,1,2,45,47,cftj6g399tknheudaxsdpfdgb,1,54.6,77.4,2024-10-06T15:07:00.161Z,2024-10-06T15:07:07Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273437261,140,59.3,5273437257,56,Left,5273437265,212,9.1,5273437267,213,1.00,5273437263,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744909,431,1,2,45,55,cftj6g399tknheudaxsdpfdgb,1,44.2,80.2,2024-10-06T15:07:07.474Z,2024-10-06T20:15:10Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273437503,56,Back,5273437511,213,3.96,5273437507,141,66.0,5273437505,140,35.6,5273437509,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744941,432,1,2,45,57,cftj6g399tknheudaxsdpfdgb,1,35.6,66.0,2024-10-06T15:07:10.162Z,2024-10-06T15:07:11Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273437659,141,40.9,5273437663,213,4.28,5273437657,140,28.1,5273437655,56,Back,5273437661,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731744963,433,1,2,45,59,cftj6g399tknheudaxsdpfdgb,1,27.5,46.4,2024-10-06T15:07:11.394Z,2024-10-06T20:15:22Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273437813,141,81.4,5273437809,56,Back,5273437819,213,1.37,5273437811,140,32.2,5273437815,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745009,434,1,2,46,1,cftj6g399tknheudaxsdpfdgb,1,30.5,69.8,2024-10-06T15:07:13.459Z,2024-10-06T15:07:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273438073,141,54.3,5273438069,56,Back,5273438077,213,3.61,5273438075,212,23.1,5273438071,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745089,435,1,2,46,3,cftj6g399tknheudaxsdpfdgb,1,9.0,53.5,2024-10-06T15:07:15.346Z,2024-10-06T15:07:18Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5273438515,212,11.3,5273438511,140,13.1,5273438519,213,5.10,5273438513,141,38.1,5273438509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745199,436,1,2,46,6,cftj6g399tknheudaxsdpfdgb,1,20.7,34.6,2024-10-06T15:07:18.402Z,2024-10-06T15:07:25Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273439155,141,12.6,5273439157,212,15.0,5273439161,213,4.79,5273439153,140,21.8,5273439151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745243,437,1,2,46,12,cftj6g399tknheudaxsdpfdgb,1,33.5,8.8,2024-10-06T15:07:24.787Z,2024-10-06T15:07:26Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5273439387,212,26.3,5273439385,141,43.0,5273439389,213,1.09,5273439381,56,Back,5273439383,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731745271,438,1,2,46,14,cftj6g399tknheudaxsdpfdgb,1,45.2,43.6,2024-10-06T15:07:26.723Z,2024-10-06T15:07:28Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273439511,56,Back,5273439519,213,2.21,5273439513,140,36.8,5273439517,212,14.8,5273439515,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
