id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2708507151,466,61,2,45,25,36g6ifzjliec1jqnbtf7yesme,0,88.3,58.1,2024-08-12T18:10:11.039Z,2024-08-12T18:10:11Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146010359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507175,406,3,2,45,26,cftj6g399tknheudaxsdpfdgb,1,13.1,44.2,2024-08-12T18:10:11.504Z,2024-08-12T20:00:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146010445,56,Back,5146010449,233,467,5146312525,465,,5146010447,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507157,467,45,2,45,26,36g6ifzjliec1jqnbtf7yesme,0,86.9,55.8,2024-08-12T18:10:11.504Z,2024-08-12T19:08:07Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5146010465,233,406,5146010385,56,Center,5146010387,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507245,407,1,2,45,28,cftj6g399tknheudaxsdpfdgb,1,22.0,47.2,2024-08-12T18:10:13.651Z,2024-08-12T18:10:21Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146010773,213,5.16,5146010769,141,17.1,5146010771,212,22.7,5146010765,56,Back,5146010767,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507237,468,83,2,45,34,36g6ifzjliec1jqnbtf7yesme,0,35.7,85.4,2024-08-12T18:10:19.703Z,2024-08-12T18:10:23Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146010893,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507261,408,1,2,45,36,cftj6g399tknheudaxsdpfdgb,1,66.8,18.3,2024-08-12T18:10:21.445Z,2024-08-12T18:10:23Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146010863,141,4.1,5146010867,213,5.53,5146010861,140,76.7,5146010865,212,14.2,5146010859,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507273,409,1,2,45,37,cftj6g399tknheudaxsdpfdgb,1,78.5,4.3,2024-08-12T18:10:22.931Z,2024-08-12T18:10:25Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146010945,141,18.0,5146010943,140,97.8,5146010949,213,0.43,5146010941,56,Right,5146010947,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507275,410,1,2,45,40,cftj6g399tknheudaxsdpfdgb,0,97.8,18.0,2024-08-12T18:10:25.635Z,2024-08-12T20:00:38Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146010963,56,Center,5146010965,140,96.2,5146312925,225,,5146010959,2,,5146312927,386,,5146010967,141,23.6,5146312929,20,,5146010971,213,1.99,5146010969,212,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,
2708507281,469,61,2,45,40,36g6ifzjliec1jqnbtf7yesme,1,12.5,81.7,2024-08-12T18:10:26.233Z,2024-08-12T18:10:26Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5146011011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507331,471,1,2,45,46,36g6ifzjliec1jqnbtf7yesme,1,6.2,89.4,2024-08-12T18:10:31.695Z,2024-08-12T18:10:35Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5146011289,56,Back,5146011295,212,10.5,5146011293,141,92.9,5146011297,213,0.23,5146011291,140,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507333,472,4,2,45,49,36g6ifzjliec1jqnbtf7yesme,1,20.2,93.8,2024-08-12T18:10:35.104Z,2024-08-12T18:31:34Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146011335,285,,5146011553,295,,5146011327,13,,5146011329,56,Back,5146011331,152,,5146011451,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507341,411,4,2,45,49,cftj6g399tknheudaxsdpfdgb,0,79.8,6.2,2024-08-12T18:10:35.105Z,2024-08-12T18:31:34Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146011445,286,,5146011437,13,,5146011439,295,,5146011443,152,,5146011455,233,472,5146011441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507415,473,1,2,45,56,36g6ifzjliec1jqnbtf7yesme,1,16.5,93.3,2024-08-12T18:10:41.967Z,2024-08-12T18:10:44Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146011787,213,4.42,5146011779,56,Back,5146011781,140,8.5,5146011777,152,,5146011775,5,,5146011783,141,51.9,5146011785,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507433,474,1,2,45,59,36g6ifzjliec1jqnbtf7yesme,1,9.5,49.0,2024-08-12T18:10:44.656Z,2024-08-12T18:10:47Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5146011899,56,Back,5146011901,140,19.4,5146011903,141,31.8,5146011907,213,5.44,5146011905,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507443,475,1,2,46,2,36g6ifzjliec1jqnbtf7yesme,1,19.4,31.8,2024-08-12T18:10:47.391Z,2024-08-12T18:10:49Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146011947,56,Back,5146011955,213,0.16,5146011951,141,34.5,5146011949,140,30.1,5146011953,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507455,476,1,2,46,3,36g6ifzjliec1jqnbtf7yesme,1,31.1,33.6,2024-08-12T18:10:48.943Z,2024-08-12T18:10:51Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5146012037,140,35.3,5146012041,212,17.6,5146012035,56,Back,5146012043,213,4.97,5146012039,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507475,477,1,2,46,5,36g6ifzjliec1jqnbtf7yesme,1,35.3,8.5,2024-08-12T18:10:51.039Z,2024-08-12T18:10:55Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146012169,212,14.5,5146012171,213,2.37,5146012165,140,25.4,5146012163,56,Back,5146012167,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507497,478,1,2,46,9,36g6ifzjliec1jqnbtf7yesme,1,28.9,27.4,2024-08-12T18:10:54.894Z,2024-08-12T18:10:57Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146012287,56,Back,5146012293,212,23.9,5146012291,141,61.4,5146012295,213,1.82,5146012289,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507517,479,1,2,46,11,36g6ifzjliec1jqnbtf7yesme,1,23.3,61.4,2024-08-12T18:10:57.087Z,2024-08-12T18:11:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5146012385,56,Back,5146012393,213,1.36,5146012389,141,92.4,5146012387,140,27.5,5146012391,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507539,480,1,2,46,15,36g6ifzjliec1jqnbtf7yesme,1,30.6,86.9,2024-08-12T18:11:01.055Z,2024-08-12T18:11:04Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5146012501,56,Back,5146012507,212,18.0,5146012509,213,4.26,5146012503,140,23.2,5146012505,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507599,481,1,2,46,18,36g6ifzjliec1jqnbtf7yesme,1,27.4,59.0,2024-08-12T18:11:03.951Z,2024-08-12T18:11:11Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5146012853,213,5.48,5146012849,141,5.5,5146012845,56,Right,5146012851,212,50.5,5146012855,1,,5146012847,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507601,482,1,2,46,26,36g6ifzjliec1jqnbtf7yesme,0,76.8,20.7,2024-08-12T18:11:11.790Z,2024-08-12T20:01:46Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146012861,155,,5146012867,141,54.2,5146012871,213,1.10,5146012869,212,25.5,5146315059,20,,5146012863,56,Center,5146315057,224,,5146012865,140,87.8,5146012859,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507629,412,12,2,46,28,cftj6g399tknheudaxsdpfdgb,1,11.4,44.5,2024-08-12T18:11:13.604Z,2024-08-12T18:11:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146013035,213,0.25,5146013027,56,Back,5146013031,141,51.5,5146013029,140,28.8,5146013033,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507633,413,61,2,46,30,cftj6g399tknheudaxsdpfdgb,0,28.8,51.5,2024-08-12T18:11:15.891Z,2024-08-12T18:11:16Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146013051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507647,483,4,2,46,31,36g6ifzjliec1jqnbtf7yesme,1,72.0,48.8,2024-08-12T18:11:16.570Z,2024-08-12T18:31:34Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5146013205,152,,5146013211,233,414,5146013197,13,,5146013209,286,,5146013201,56,Center,5146013207,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507643,414,4,2,46,31,cftj6g399tknheudaxsdpfdgb,0,28.0,51.2,2024-08-12T18:11:16.571Z,2024-08-12T18:11:36Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146013181,152,,5146013249,233,483,5146013179,56,Back,5146013177,13,,5146013611,55,415,5146013183,265,,5146013185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708507665,415,17,2,46,33,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-12T18:11:19.236Z,2024-08-12T18:11:27Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146013589,392,,5146013591,13,243,5146013593,55,414,5146013587,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508165,484,1,2,47,41,36g6ifzjliec1jqnbtf7yesme,0,71.6,51.2,2024-08-12T18:12:27.168Z,2024-08-12T18:12:58Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146016107,155,,5146016111,56,Center,5146016117,212,16.1,5146016113,140,86.5,5146016109,152,,5146016105,5,,5146016115,141,56.9,5146016119,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508917,433,12,2,47,42,cftj6g399tknheudaxsdpfdgb,1,14.8,49.7,2024-08-12T18:12:27.339Z,2024-08-12T20:03:22Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146020191,212,2.1,5146020211,15,,5146020187,140,14.3,5146020193,213,4.46,5146020189,141,46.7,5146020185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508169,485,13,2,47,43,36g6ifzjliec1jqnbtf7yesme,1,86.4,53.2,2024-08-12T18:12:28.311Z,2024-08-12T20:03:24Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5146016127,56,Center,5146016503,458,,5146317697,113,,5146016499,102,58.8,5146016507,231,50,5146016233,20,,5146016231,24,,5146317699,83,,5146016505,230,5146317701,108,,5146016501,103,5146016125,17,,,,98.9,18.1,,,,,,,,,,,,,,,,,,,,,,
2708508217,416,5,2,47,46,cftj6g399tknheudaxsdpfdgb,1,-1.2,41.4,2024-08-12T18:12:31.538Z,2024-08-12T18:31:30Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146016343,56,Back,5146016345,346,,5146016349,233,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508177,486,5,2,47,46,36g6ifzjliec1jqnbtf7yesme,0,101.2,58.6,2024-08-12T18:12:31.538Z,2024-08-12T18:31:30Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5146016153,56,Center,5146016155,346,,5146016369,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508289,417,1,2,48,4,cftj6g399tknheudaxsdpfdgb,1,4.4,52.5,2024-08-12T18:12:50.258Z,2024-08-12T18:12:51Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146016781,237,,5146016767,124,,5146016775,212,15.6,5146016769,56,Back,5146016771,140,9.1,5146016809,189,,5146016773,141,30.7,5146016777,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508301,418,1,2,48,6,cftj6g399tknheudaxsdpfdgb,1,9.1,30.7,2024-08-12T18:12:51.875Z,2024-08-12T18:12:52Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146016879,212,12.5,5146016867,56,Back,5146016871,140,6.9,5146016875,141,48.8,5146016883,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508307,419,1,2,48,7,cftj6g399tknheudaxsdpfdgb,1,7.0,48.8,2024-08-12T18:12:52.658Z,2024-08-12T18:12:54Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146016913,56,Back,5146016917,141,59.0,5146016919,212,10.7,5146016921,213,0.71,5146016915,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508339,420,1,2,48,8,cftj6g399tknheudaxsdpfdgb,1,14.4,58.2,2024-08-12T18:12:54.033Z,2024-08-12T18:12:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5146017041,141,46.9,5146017037,56,Back,5146017045,213,3.78,5146017043,212,12.9,5146017039,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508357,421,1,2,48,11,cftj6g399tknheudaxsdpfdgb,1,4.5,46.1,2024-08-12T18:12:56.770Z,2024-08-12T18:13:00Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5146017185,141,25.5,5146017189,213,5.29,5146017187,212,16.7,5146017183,140,13.2,5146017181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508375,422,1,2,48,15,cftj6g399tknheudaxsdpfdgb,1,26.5,21.5,2024-08-12T18:13:00.306Z,2024-08-12T18:13:02Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5146017279,140,29.9,5146017283,212,10.8,5146017281,141,6.5,5146017285,213,5.05,5146017277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508397,423,1,2,48,16,cftj6g399tknheudaxsdpfdgb,1,30.5,5.9,2024-08-12T18:13:02.115Z,2024-08-12T18:13:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5146017403,56,Back,5146017407,141,12.9,5146017411,213,0.31,5146017409,212,15.8,5146017405,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508405,424,1,2,48,19,cftj6g399tknheudaxsdpfdgb,1,46.0,14.6,2024-08-12T18:13:04.514Z,2024-08-12T18:13:06Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146017465,213,5.76,5146017459,140,57.1,5146017461,141,4.7,5146017463,212,13.5,5146017457,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508407,425,1,2,48,20,cftj6g399tknheudaxsdpfdgb,1,57.1,4.7,2024-08-12T18:13:06.003Z,2024-08-12T20:04:29Z,195o7hchielt14ic49r3k06sq,Serginho,,,5146017475,141,18.3,5146017479,213,1.34,5146017471,56,Right,5146017477,212,9.5,5146017473,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508427,426,3,2,48,22,cftj6g399tknheudaxsdpfdgb,0,60.4,19.0,2024-08-12T18:13:07.982Z,2024-08-12T21:22:47Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5146017581,56,Right,5146408611,233,487,5146319481,286,,5146319643,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508411,487,7,2,48,22,36g6ifzjliec1jqnbtf7yesme,0,39.6,81.0,2024-08-12T18:13:07.983Z,2024-08-12T21:22:46Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5146408607,233,426,5146319591,285,,5146017493,56,Back,5146319975,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508441,427,3,2,48,24,cftj6g399tknheudaxsdpfdgb,0,48.4,31.2,2024-08-12T18:13:09.731Z,2024-08-12T20:04:42Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5146017655,286,,5146017771,233,488,5146320155,465,,5146017653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508457,488,7,2,48,24,36g6ifzjliec1jqnbtf7yesme,1,51.6,68.8,2024-08-12T18:13:09.732Z,2024-08-12T20:04:45Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5146320221,384,,5146017767,233,427,5146017733,56,Center,5146017735,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508475,490,1,2,48,27,36g6ifzjliec1jqnbtf7yesme,1,54.5,56.9,2024-08-12T18:13:12.558Z,2024-08-12T18:13:15Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5146017833,56,Center,5146017841,213,5.18,5146017835,140,66.2,5146017837,141,21.2,5146017839,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508483,491,3,2,48,29,36g6ifzjliec1jqnbtf7yesme,0,69.6,19.5,2024-08-12T18:13:15.055Z,2024-08-12T20:04:54Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146017873,56,Right,5146018165,233,428,5146017875,286,,5146320443,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508521,428,7,2,48,29,cftj6g399tknheudaxsdpfdgb,1,30.4,80.5,2024-08-12T18:13:15.056Z,2024-08-12T20:04:57Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146320523,383,,5146018115,285,,5146018111,56,Back,5146018157,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508533,429,1,2,48,34,cftj6g399tknheudaxsdpfdgb,0,27.1,95.3,2024-08-12T18:13:19.523Z,2024-08-12T20:05:12Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146018193,56,Back,5146018201,213,0.34,5146018195,140,36.9,5146320875,155,,5146018197,141,100.0,5146018199,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508535,430,5,2,48,34,cftj6g399tknheudaxsdpfdgb,0,39.1,101.4,2024-08-12T18:13:19.854Z,2024-08-12T18:31:31Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146018459,233,492,5146018205,347,,5146018203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508581,492,5,2,48,34,36g6ifzjliec1jqnbtf7yesme,1,60.9,-1.4,2024-08-12T18:13:19.854Z,2024-08-12T18:31:30Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146018405,56,Right,5146018409,347,,5146018439,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508609,493,1,2,48,39,36g6ifzjliec1jqnbtf7yesme,1,56.4,0.0,2024-08-12T18:13:24.446Z,2024-08-12T18:13:27Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146018605,1,,5146018597,140,40.6,5146018599,141,20.0,5146018603,213,2.42,5146018593,107,,5146018601,212,22.2,5146018595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508675,494,1,2,48,41,36g6ifzjliec1jqnbtf7yesme,1,44.9,26.7,2024-08-12T18:13:27.214Z,2024-08-12T18:13:33Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146018935,56,Center,5146018943,141,46.4,5146018947,212,16.3,5146018939,140,53.7,5146018951,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508689,495,1,2,48,48,36g6ifzjliec1jqnbtf7yesme,1,55.3,24.7,2024-08-12T18:13:33.470Z,2024-08-12T18:13:35Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5146019047,141,6.2,5146019041,56,Right,5146019049,212,13.7,5146019045,140,60.5,5146019051,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508709,496,1,2,48,49,36g6ifzjliec1jqnbtf7yesme,0,60.5,6.2,2024-08-12T18:13:34.894Z,2024-08-12T18:13:36Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146019135,212,10.5,5146019137,213,6.09,5146019129,56,Right,5146019133,141,3.2,5146019131,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508707,431,8,2,48,51,cftj6g399tknheudaxsdpfdgb,1,31.3,96.6,2024-08-12T18:13:36.466Z,2024-08-12T20:05:45Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146019127,56,Back,5146321941,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508717,432,5,2,48,51,cftj6g399tknheudaxsdpfdgb,0,34.8,101.3,2024-08-12T18:13:37.074Z,2024-08-12T18:31:31Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5146019157,56,Back,5146019627,233,497,5146019159,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508801,497,5,2,48,51,36g6ifzjliec1jqnbtf7yesme,1,65.2,-1.3,2024-08-12T18:13:37.074Z,2024-08-12T18:31:31Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146019603,233,432,5146019591,56,Right,5146019593,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508893,498,1,2,48,59,36g6ifzjliec1jqnbtf7yesme,1,62.3,0.0,2024-08-12T18:13:45.118Z,2024-08-12T18:13:54Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146020015,140,43.2,5146020021,213,2.76,5146020013,56,Back,5146020023,1,,5146020019,212,21.6,5146020011,107,,5146020017,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508947,499,1,2,49,9,36g6ifzjliec1jqnbtf7yesme,1,40.5,20.4,2024-08-12T18:13:54.510Z,2024-08-12T20:05:55Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146020351,140,17.9,5146020357,213,2.58,5146020355,212,28.1,5146020349,56,Back,5146322221,189,,5146020353,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708508965,500,1,2,49,15,36g6ifzjliec1jqnbtf7yesme,1,18.9,50.4,2024-08-12T18:14:00.798Z,2024-08-12T18:14:02Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5146020475,56,Back,5146020483,213,1.29,5146020477,140,22.3,5146020481,212,12.8,5146020479,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708509001,501,1,2,49,17,36g6ifzjliec1jqnbtf7yesme,1,18.8,61.4,2024-08-12T18:14:02.831Z,2024-08-12T18:14:06Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5146020675,213,5.27,5146020667,56,Back,5146020673,212,46.1,5146020677,1,,5146020669,140,41.9,5146020671,141,3.7,5146020665,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708509017,502,1,2,49,21,36g6ifzjliec1jqnbtf7yesme,1,41.9,3.7,2024-08-12T18:14:06.318Z,2024-08-12T18:14:07Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5146020751,212,13.8,5146020745,56,Right,5146020749,141,18.6,5146020753,213,0.83,5146020747,140,50.8,5146020743,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708509027,503,1,2,49,23,36g6ifzjliec1jqnbtf7yesme,1,52.0,15.9,2024-08-12T18:14:08.381Z,2024-08-12T18:14:09Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5146020823,56,Back,5146020825,140,40.5,5146020821,3,,5146020827,141,19.5,5146020831,213,2.94,5146020829,212,12.3,5146020851,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708509037,434,45,2,49,24,cftj6g399tknheudaxsdpfdgb,0,56.7,79.2,2024-08-12T18:14:09.358Z,2024-08-12T19:08:08Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5146020993,233,504,5146020895,285,,5146020893,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
