id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2813618779,542,1,2,53,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.6,60.6,2025-05-11T15:12:32.087Z,2025-05-11T15:12:34Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720829747,213,4.96,5720829745,212,20.8,5720829739,56,Back,5720829741,140,37.5,5720829743,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813618839,543,1,2,53,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.4,29.4,2025-05-11T15:12:34.363Z,2025-05-11T15:12:38Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720830049,56,Right,5720830059,1,,5720830051,140,65.9,5720830053,141,5.0,5720830055,212,33.3,5720830057,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813618845,544,3,2,53,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.5,6.8,2025-05-11T15:12:38.156Z,2025-05-11T23:21:07Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5722686297,465,,5720830087,286,,5720830085,56,Right,5720830445,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813618901,402,7,2,53,44,5rz9enoyknpg8ji78za5b82p0,1,27.5,93.2,2025-05-11T15:12:38.157Z,2025-05-11T23:21:11Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720830411,233,544,5720830385,56,Back,5720830387,285,,5722686375,178,,5722686373,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813618909,403,50,2,53,48,5rz9enoyknpg8ji78za5b82p0,1,20.8,93.1,2025-05-11T15:12:42.254Z,2025-05-11T15:53:12Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720830401,56,Back,5720830403,285,,5720831013,233,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619011,545,7,2,53,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.2,6.9,2025-05-11T15:12:42.255Z,2025-05-11T23:21:19Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720831005,233,403,5720830967,56,Right,5722686513,384,,5722686515,178,,5720830969,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619093,546,1,2,53,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.1,9.2,2025-05-11T15:12:48.474Z,2025-05-11T15:12:53Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5720831429,213,3.45,5720831427,212,9.5,5720831423,141,5.0,5720831417,56,Right,5720831419,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619117,547,1,2,54,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.3,7.7,2025-05-11T15:12:53.723Z,2025-05-11T15:12:55Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720831541,212,2.3,5720831537,140,78.5,5720831535,56,Right,5720831539,141,4.3,5720831543,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619163,548,1,2,54,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.8,5.2,2025-05-11T15:12:55.274Z,2025-05-11T15:12:58Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5720831817,56,Right,5720831829,213,2.99,5720831821,140,69.4,5720831825,141,7.0,5720831827,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619197,549,1,2,54,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.6,8.0,2025-05-11T15:12:58.235Z,2025-05-11T15:13:00Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720832023,155,,5720832029,141,21.0,5720832035,1,,5720832033,213,0.27,5720832031,212,33.5,5720832025,56,Right,5720832027,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619251,404,5,2,54,6,5rz9enoyknpg8ji78za5b82p0,1,-0.4,78.4,2025-05-11T15:12:59.597Z,2025-05-11T15:14:38Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720832309,233,550,5720832289,56,Back,5720832291,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619235,550,5,2,54,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.4,21.6,2025-05-11T15:12:59.597Z,2025-05-11T15:14:38Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720832213,56,Center,5720832343,233,404,5720832215,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619529,405,1,2,54,22,5rz9enoyknpg8ji78za5b82p0,1,3.5,51.6,2025-05-11T15:13:16.269Z,2025-05-11T15:13:20Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5720834001,237,,5720833989,212,24.4,5720833981,124,,5720833993,213,1.13,5720833983,56,Back,5720833987,141,84.1,5720833985,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619537,406,4,2,54,23,5rz9enoyknpg8ji78za5b82p0,1,14.0,83.6,2025-05-11T15:13:17.289Z,2025-05-11T15:13:23Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720834033,152,,5720834041,285,,5720834037,265,,5720834063,233,551,5720834029,13,,5720834031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619483,551,4,2,54,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,86.0,16.4,2025-05-11T15:13:17.290Z,2025-05-11T15:13:23Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5720833763,56,Right,5720834097,233,406,5720833761,13,,5720833769,286,,5720833767,265,,5720833765,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619783,407,1,2,54,43,5rz9enoyknpg8ji78za5b82p0,1,18.8,82.6,2025-05-11T15:13:36.861Z,2025-05-11T23:22:00Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720835557,141,75.0,5720835545,152,,5720835553,140,28.1,5720835569,213,5.80,5720835541,5,,5720835549,56,Back,5720835563,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619843,408,1,2,54,44,5rz9enoyknpg8ji78za5b82p0,1,25.4,66.9,2025-05-11T15:13:38.109Z,2025-05-11T15:13:43Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5720835887,56,Back,5720835895,213,4.86,5720835893,212,31.4,5720835891,141,21.2,5720835889,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619857,409,1,2,54,49,5rz9enoyknpg8ji78za5b82p0,1,64.0,9.2,2025-05-11T15:13:42.973Z,2025-05-11T15:13:44Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720835991,213,2.28,5720835985,140,56.9,5720835987,141,22.1,5720835981,56,Center,5720835989,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619871,410,1,2,54,51,5rz9enoyknpg8ji78za5b82p0,1,57.4,21.9,2025-05-11T15:13:44.509Z,2025-05-11T15:13:46Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720836085,212,10.7,5720836087,213,0.16,5720836079,140,67.5,5720836081,141,24.4,5720836077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619885,411,1,2,54,52,5rz9enoyknpg8ji78za5b82p0,1,65.4,20.0,2025-05-11T15:13:45.981Z,2025-05-11T15:13:47Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720836201,156,,5720836165,56,Right,5720836173,213,3.84,5720836167,140,56.4,5720836169,141,8.3,5720836171,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619953,412,1,2,54,56,5rz9enoyknpg8ji78za5b82p0,1,54.7,12.6,2025-05-11T15:13:49.870Z,2025-05-11T15:13:52Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720836523,141,21.5,5720836519,56,Center,5720836521,140,59.5,5720836527,213,0.88,5720836525,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813619987,413,1,2,54,58,5rz9enoyknpg8ji78za5b82p0,1,61.1,16.4,2025-05-11T15:13:52.093Z,2025-05-11T15:13:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720836723,140,48.4,5720836729,213,3.20,5720836721,56,Back,5720836725,141,15.3,5720836727,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620019,414,1,2,55,1,5rz9enoyknpg8ji78za5b82p0,1,46.9,28.8,2025-05-11T15:13:54.558Z,2025-05-11T15:13:58Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720836911,212,19.9,5720836907,140,36.3,5720836905,56,Back,5720836913,213,2.17,5720836909,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620047,415,1,2,55,5,5rz9enoyknpg8ji78za5b82p0,1,44.9,53.0,2025-05-11T15:13:58.445Z,2025-05-11T15:14:00Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720837107,56,Center,5720837111,141,41.2,5720837113,212,12.3,5720837115,213,5.57,5720837109,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620091,416,1,2,55,7,5rz9enoyknpg8ji78za5b82p0,1,54.6,30.1,2025-05-11T15:14:00.781Z,2025-05-11T15:14:04Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720837333,56,Right,5720837335,140,60.4,5720837341,213,5.02,5720837337,141,2.2,5720837339,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813957345,879,83,2,55,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.4,93.6,2025-05-11T15:14:02.995Z,2025-05-11T23:22:37Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5722688221,399,aswmi1pnkzkvkexp8ngief6j9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620127,417,1,2,55,10,5rz9enoyknpg8ji78za5b82p0,1,60.1,3.7,2025-05-11T15:14:03.869Z,2025-05-11T15:14:07Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5720837545,140,43.6,5720837547,141,24.9,5720837551,213,2.45,5720837549,212,22.5,5720837543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620177,418,1,2,55,13,5rz9enoyknpg8ji78za5b82p0,1,47.5,25.9,2025-05-11T15:14:07.325Z,2025-05-11T15:14:11Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720837819,56,Back,5720837823,141,50.6,5720837827,213,1.80,5720837825,212,17.2,5720837821,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620221,419,1,2,55,17,5rz9enoyknpg8ji78za5b82p0,1,53.8,55.7,2025-05-11T15:14:11.374Z,2025-05-11T15:14:14Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720838065,140,53.2,5720838067,141,82.0,5720838069,212,17.9,5720838063,56,Left,5720838071,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620233,420,1,2,55,20,5rz9enoyknpg8ji78za5b82p0,0,51.9,90.0,2025-05-11T15:14:14.064Z,2025-05-11T15:53:24Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720838103,56,Left,5720838497,233,552,5720838109,212,2.4,5720838503,286,,5720838111,213,0.41,5720838493,236,,5720838107,141,91.4,5720838105,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620309,552,74,2,55,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.3,2.2,2025-05-11T15:14:14.065Z,2025-05-11T15:14:24Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720838437,285,,5720838435,56,Back,5720838517,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620291,421,5,2,55,22,5rz9enoyknpg8ji78za5b82p0,1,54.0,101.0,2025-05-11T15:14:15.390Z,2025-05-11T15:14:25Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720838363,347,,5720838571,233,553,5720838361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620327,553,5,2,55,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.0,-1.0,2025-05-11T15:14:15.390Z,2025-05-11T15:14:39Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720838611,233,421,5720838537,56,Back,5720838539,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620377,422,1,2,55,24,5rz9enoyknpg8ji78za5b82p0,1,54.7,100.0,2025-05-11T15:14:18.157Z,2025-05-11T15:14:23Z,5lssweodhkyifhj333v6f6r6c,T. Bach,,,5720838765,1,,5720838757,140,35.6,5720838755,56,Back,5720838761,212,21.5,5720838753,107,,5720838763,213,3.51,5720838759,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620493,423,1,2,55,29,5rz9enoyknpg8ji78za5b82p0,1,35.1,69.6,2025-05-11T15:14:22.845Z,2025-05-11T15:14:28Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720839389,212,14.0,5720839391,213,4.63,5720839387,141,49.1,5720839385,140,34.0,5720839383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620557,424,1,2,55,34,5rz9enoyknpg8ji78za5b82p0,1,34.5,35.7,2025-05-11T15:14:28.365Z,2025-05-11T15:14:32Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720839683,141,19.7,5720839679,56,Back,5720839685,212,13.7,5720839687,213,5.36,5720839681,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620585,425,1,2,55,39,5rz9enoyknpg8ji78za5b82p0,1,61.8,19.4,2025-05-11T15:14:32.685Z,2025-05-11T15:14:34Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720839831,213,1.46,5720839825,141,29.5,5720839821,56,Center,5720839829,212,6.9,5720839823,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620639,426,1,2,55,40,5rz9enoyknpg8ji78za5b82p0,1,63.1,14.6,2025-05-11T15:14:33.917Z,2025-05-11T15:14:37Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720840211,213,5.12,5720840207,141,3.2,5720840205,140,66.3,5720840203,56,Right,5720840209,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620647,427,1,2,55,44,5rz9enoyknpg8ji78za5b82p0,1,67.1,8.0,2025-05-11T15:14:37.452Z,2025-05-11T15:14:38Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720840291,212,4.9,5720840285,56,Right,5720840287,140,62.6,5720840289,141,10.0,5720840293,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620713,428,1,2,55,44,5rz9enoyknpg8ji78za5b82p0,1,63.7,8.0,2025-05-11T15:14:38.237Z,2025-05-11T15:14:44Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720840689,56,Right,5720840697,213,5.91,5720840695,212,10.5,5720840691,140,73.0,5720840693,141,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620729,429,1,2,55,50,5rz9enoyknpg8ji78za5b82p0,1,73.0,2.3,2025-05-11T15:14:44.013Z,2025-05-11T15:57:28Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720840791,140,88.0,5720840789,56,Right,5720840797,213,0.10,5720840795,212,15.8,5720840793,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620765,430,1,2,55,52,5rz9enoyknpg8ji78za5b82p0,1,88.3,4.9,2025-05-11T15:14:45.468Z,2025-05-11T15:14:47Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720840983,140,76.9,5720840989,213,2.57,5720840981,56,Right,5720840987,212,14.2,5720840985,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620775,431,1,2,55,54,5rz9enoyknpg8ji78za5b82p0,0,77.3,16.2,2025-05-11T15:14:47.789Z,2025-05-11T23:23:13Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720841013,155,,5720841019,141,57.9,5720841011,2,,5722689139,20,,5720841021,212,31.8,5722689137,224,,5720841017,140,91.0,5720841015,56,Center,5720841023,213,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620801,554,12,2,55,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.1,42.7,2025-05-11T15:14:48.730Z,2025-05-11T15:14:50Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5720841175,213,0.81,5720841167,56,Back,5720841247,15,,5720841171,141,59.0,5720841169,140,24.1,5720841173,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620895,432,50,2,55,58,5rz9enoyknpg8ji78za5b82p0,1,76.6,31.1,2025-05-11T15:14:52.121Z,2025-05-11T15:53:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720841633,56,Center,5720841703,233,555,5720841635,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620885,555,7,2,55,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,23.4,68.9,2025-05-11T15:14:52.122Z,2025-05-11T23:23:42Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720841605,56,Back,5720841607,285,,5720841691,233,432,5722689851,385,,5722689853,178,,5722689861,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813620947,433,1,2,55,59,5rz9enoyknpg8ji78za5b82p0,0,77.2,26.8,2025-05-11T15:14:52.917Z,2025-05-11T23:23:52Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720841919,56,Right,5720841923,141,18.0,5720841927,213,4.26,5720841925,212,6.7,5720841921,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621007,557,1,2,56,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.8,96.9,2025-05-11T15:14:58.665Z,2025-05-11T15:15:01Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720842249,157,,5720842259,213,6.21,5720842251,56,Left,5720842261,1,,5720842253,140,66.5,5720842257,212,41.8,5720842255,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621063,435,1,2,56,12,5rz9enoyknpg8ji78za5b82p0,1,38.7,31.9,2025-05-11T15:15:05.469Z,2025-05-11T15:15:07Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720842657,141,43.6,5720842655,140,36.2,5720842661,213,1.89,5720842653,56,Back,5720842659,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621107,436,1,2,56,14,5rz9enoyknpg8ji78za5b82p0,1,38.4,40.4,2025-05-11T15:15:07.837Z,2025-05-11T15:15:11Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720842925,213,5.46,5720842919,140,46.7,5720842921,141,26.7,5720842923,212,12.8,5720842917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621115,437,1,2,56,18,5rz9enoyknpg8ji78za5b82p0,0,52.8,25.5,2025-05-11T15:15:11.677Z,2025-05-11T15:15:13Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720843013,141,14.1,5720843011,140,75.4,5720843007,56,Right,5720843003,155,,5720843015,212,25.0,5720843017,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621203,558,1,2,56,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.2,84.8,2025-05-11T15:15:12.801Z,2025-05-11T23:24:28Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720843475,141,88.1,5720843477,212,7.8,5720843471,56,Back,5720843479,213,0.29,5720843473,140,29.3,5720843469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621215,559,61,2,56,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.2,85.3,2025-05-11T15:15:14.697Z,2025-05-11T15:15:24Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5720843531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621267,438,4,2,56,22,5rz9enoyknpg8ji78za5b82p0,1,70.2,15.8,2025-05-11T15:15:15.561Z,2025-05-11T15:15:28Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720843849,152,,5720843851,286,,5720843843,295,,5720843847,56,Right,5720843839,13,,5720843877,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621221,560,4,2,56,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.8,84.2,2025-05-11T15:15:15.562Z,2025-05-11T15:15:28Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5720844185,233,438,5720843755,295,,5720843757,56,Back,5720843759,152,,5720843753,13,,5720843761,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621491,439,1,2,56,37,5rz9enoyknpg8ji78za5b82p0,0,66.5,24.8,2025-05-11T15:15:30.605Z,2025-05-11T15:59:23Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5720845033,152,,5720855013,189,,5720845031,5,,5720845039,141,32.7,5720845043,213,0.53,5720845037,140,75.2,5720845041,212,10.6,5720845035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813654275,852,61,2,56,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.3,68.1,2025-05-11T15:15:31.379Z,2025-05-11T15:59:19Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5721025419,56,Back,5721025693,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621443,561,1,2,56,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,32.1,73.0,2025-05-11T15:15:33.578Z,2025-05-11T15:16:17Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5720844733,141,60.6,5720844737,213,4.50,5720844735,212,8.6,5720844729,56,Back,5720844731,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621515,440,1,2,56,45,5rz9enoyknpg8ji78za5b82p0,1,69.2,36.4,2025-05-11T15:15:38.701Z,2025-05-11T15:59:32Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720845157,213,5.35,5720845145,155,,5720845155,212,22.0,5720845151,140,81.6,5720845149,56,Right,5720845153,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621545,441,1,2,56,46,5rz9enoyknpg8ji78za5b82p0,1,84.1,10.9,2025-05-11T15:15:39.421Z,2025-05-11T15:15:41Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720845293,212,12.8,5720845283,56,Center,5720845285,140,81.9,5720845297,213,1.75,5720845289,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621559,442,1,2,56,48,5rz9enoyknpg8ji78za5b82p0,0,80.5,34.0,2025-05-11T15:15:41.741Z,2025-05-11T15:15:42Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5720845363,141,46.4,5720845359,56,Center,5720845361,140,90.9,5720845357,155,,5720845367,213,0.66,5720845365,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813621587,562,12,2,56,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.0,52.7,2025-05-11T15:15:42.857Z,2025-05-11T15:15:44Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720845565,15,,5720845543,141,47.6,5720845539,56,Back,5720845545,212,10.4,5720845547,213,5.94,5720845541,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
