id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2710402607,506,1,1,50,57,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,46.6,2024-08-18T12:51:27.632Z,2024-08-18T12:51:36Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5156506137,56,Right,5156506143,212,28.6,5156506145,213,5.13,5156506139,140,65.1,5156506141,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710402637,507,1,1,51,5,77tfx9me4aaqhzv78bmgsy9bg,1,61.8,38.3,2024-08-18T12:51:36.224Z,2024-08-18T12:51:40Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5156506311,140,63.2,5156506309,56,Center,5156506317,213,1.50,5156506315,212,20.2,5156506313,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710402643,435,30,1,51,6,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-08-18T12:51:37.396Z,2024-08-18T12:51:45Z,,,,,5156506339,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710402639,508,30,1,51,6,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-08-18T12:51:37.396Z,2024-08-18T12:51:44Z,,,,,5156506325,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412189,514,18,2,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-08-18T13:08:08.290Z,2024-08-18T13:08:30Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5156560343,59,18,5156560411,55,515,5156560341,44,Midfielder,5156560337,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412195,515,19,2,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-08-18T13:08:08.291Z,2024-08-18T14:16:30Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156560379,44,Midfielder,5156560377,59,21,5156560371,42,,5156560375,145,4,5156855801,293,3,5156855797,292,7,5156560381,55,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412055,437,32,2,45,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-08-18T13:08:18.290Z,2024-08-18T17:04:33Z,,,,,5156559509,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412037,512,32,2,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-08-18T13:08:18.290Z,2024-08-18T13:08:18Z,,,,,5156559445,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412183,513,1,2,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,50.1,50.5,2024-08-18T13:08:18.291Z,2024-08-18T13:58:42Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5156560297,140,43.7,5156560301,212,8.6,5156560307,278,,5156560299,141,58.3,5156560305,279,S,5156560303,213,2.47,5156779179,189,,5156560295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412243,516,1,2,45,13,77tfx9me4aaqhzv78bmgsy9bg,1,44.4,43.9,2024-08-18T13:08:32.175Z,2024-08-18T13:08:33Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156560631,213,5.28,5156560629,212,26.5,5156560625,140,57.9,5156560623,56,Right,5156560627,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412251,517,1,2,45,15,77tfx9me4aaqhzv78bmgsy9bg,1,57.9,11.0,2024-08-18T13:08:33.343Z,2024-08-18T13:08:34Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156560661,213,2.32,5156560657,141,38.9,5156560653,56,Back,5156560655,140,41.1,5156560659,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412283,518,1,2,45,17,77tfx9me4aaqhzv78bmgsy9bg,1,53.8,37.4,2024-08-18T13:08:35.759Z,2024-08-18T13:58:52Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156779733,141,60.9,5156779735,212,23.0,5156779729,56,Back,5156779731,140,38.0,5156779737,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412289,519,1,2,45,17,77tfx9me4aaqhzv78bmgsy9bg,1,39.7,65.2,2024-08-18T13:08:35.952Z,2024-08-18T13:59:04Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156780159,56,Back,5156780163,141,40.5,5156780161,140,41.3,5156780167,212,16.9,5156780171,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412293,520,1,2,45,17,77tfx9me4aaqhzv78bmgsy9bg,1,41.6,31.3,2024-08-18T13:08:36.095Z,2024-08-18T13:59:46Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156780413,140,50.0,5156780415,141,57.9,5156780419,213,1.12,5156780411,56,Center,5156780417,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710451327,1024,1,2,45,18,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,59.9,2024-08-18T13:08:36.290Z,2024-08-18T14:00:03Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156783187,213,1.09,5156783181,140,53.4,5156783179,56,Center,5156783185,212,14.3,5156783183,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710451369,1025,1,2,45,19,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,78.5,2024-08-18T13:08:37.290Z,2024-08-18T14:00:06Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156783405,56,Center,5156783413,213,4.43,5156783409,141,70.6,5156783411,212,5.6,5156783407,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412297,521,1,2,45,20,77tfx9me4aaqhzv78bmgsy9bg,1,56.4,71.1,2024-08-18T13:08:38.335Z,2024-08-18T14:00:27Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156783761,213,3.82,5156783757,141,60.3,5156783759,212,11.7,5156783755,140,47.7,5156783753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412351,522,1,2,45,20,77tfx9me4aaqhzv78bmgsy9bg,1,37.6,55.1,2024-08-18T13:08:39.087Z,2024-08-18T13:08:40Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156561135,56,Right,5156561141,212,31.7,5156561143,213,5.29,5156561139,141,16.1,5156561137,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412413,523,1,2,45,21,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,16.1,2024-08-18T13:08:40.031Z,2024-08-18T13:59:25Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156561521,212,21.0,5156561517,140,37.8,5156561519,141,34.0,5156561523,213,2.52,5156561515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412427,524,1,2,45,26,77tfx9me4aaqhzv78bmgsy9bg,1,39.7,31.5,2024-08-18T13:08:45.167Z,2024-08-18T13:08:46Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156561629,213,1.47,5156561625,141,58.8,5156561623,140,41.4,5156561627,212,18.6,5156561621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412493,525,1,2,45,27,77tfx9me4aaqhzv78bmgsy9bg,1,41.4,58.8,2024-08-18T13:08:46.239Z,2024-08-18T13:08:49Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156561957,212,26.4,5156561951,56,Left,5156561959,213,0.81,5156561953,140,58.8,5156561955,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412515,526,1,2,45,31,77tfx9me4aaqhzv78bmgsy9bg,1,58.9,86.8,2024-08-18T13:08:49.568Z,2024-08-18T13:08:51Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156562093,141,93.5,5156562085,56,Left,5156562097,212,4.7,5156562089,140,59.8,5156562101,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412547,527,1,2,45,33,77tfx9me4aaqhzv78bmgsy9bg,1,59.0,92.9,2024-08-18T13:08:51.599Z,2024-08-18T13:08:54Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156562297,213,3.94,5156562289,56,Back,5156562291,140,43.2,5156562293,141,67.8,5156562295,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412621,528,1,2,45,35,77tfx9me4aaqhzv78bmgsy9bg,1,43.1,67.8,2024-08-18T13:08:54.176Z,2024-08-18T13:09:00Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156562703,212,19.7,5156562695,140,56.1,5156562691,56,Left,5156562707,213,0.80,5156562699,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412663,529,1,2,45,41,77tfx9me4aaqhzv78bmgsy9bg,1,62.7,72.9,2024-08-18T13:09:00.111Z,2024-08-18T13:09:03Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156562915,212,9.3,5156562913,141,67.8,5156562909,56,Center,5156562911,140,54.5,5156562917,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412673,530,1,2,45,45,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,70.2,2024-08-18T13:09:03.680Z,2024-08-18T13:09:06Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156563025,56,Center,5156563031,212,9.7,5156563029,141,57.9,5156563027,140,60.0,5156563033,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412683,531,1,2,45,47,77tfx9me4aaqhzv78bmgsy9bg,1,60.8,44.6,2024-08-18T13:09:06.064Z,2024-08-18T13:09:08Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156563101,212,14.9,5156563091,56,Center,5156563099,141,24.6,5156563103,213,5.13,5156563095,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412719,532,1,2,45,50,77tfx9me4aaqhzv78bmgsy9bg,1,66.8,24.6,2024-08-18T13:09:08.576Z,2024-08-18T13:09:11Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156563293,212,8.6,5156563287,56,Center,5156563291,141,34.8,5156563297,213,2.20,5156563289,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412763,533,1,2,45,52,77tfx9me4aaqhzv78bmgsy9bg,1,62.6,29.7,2024-08-18T13:09:11.216Z,2024-08-18T13:09:16Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156563565,56,Right,5156563573,213,5.47,5156563569,141,12.0,5156563571,212,16.6,5156563567,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412789,534,1,2,45,57,77tfx9me4aaqhzv78bmgsy9bg,1,72.5,33.0,2024-08-18T13:09:16.224Z,2024-08-18T13:09:18Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5156563735,213,1.56,5156563733,212,10.3,5156563727,56,Center,5156563729,140,72.6,5156563731,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412791,535,61,2,46,0,77tfx9me4aaqhzv78bmgsy9bg,0,72.6,48.2,2024-08-18T13:09:18.593Z,2024-08-18T13:09:18Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5156563749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412799,438,1,2,46,0,ahnt9ejgwj58ul8auzdvi3czf,1,31.3,59.6,2024-08-18T13:09:18.614Z,2024-08-18T13:09:20Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5156563829,212,10.0,5156563831,213,2.38,5156563823,56,Back,5156563825,140,24.4,5156563827,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412803,439,61,2,46,1,ahnt9ejgwj58ul8auzdvi3czf,1,26.4,69.1,2024-08-18T13:09:19.360Z,2024-08-18T13:09:57Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156563867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412827,441,1,2,46,3,ahnt9ejgwj58ul8auzdvi3czf,0,28.8,71.5,2024-08-18T13:09:21.464Z,2024-08-18T13:09:22Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5156564021,141,70.3,5156564017,56,Back,5156564025,213,6.17,5156564023,212,7.3,5156564019,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412831,536,8,2,46,3,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,40.0,2024-08-18T13:09:22.112Z,2024-08-18T18:47:11Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5158187327,385,,5156564041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412895,442,1,2,46,4,ahnt9ejgwj58ul8auzdvi3czf,1,31.3,77.9,2024-08-18T13:09:22.488Z,2024-08-18T13:09:27Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5156564427,212,14.9,5156564421,140,42.2,5156564419,56,Back,5156564439,213,0.70,5156564423,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412917,443,1,2,46,8,ahnt9ejgwj58ul8auzdvi3czf,0,60.5,84.8,2024-08-18T13:09:26.920Z,2024-08-18T13:09:29Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5156564593,212,30.5,5156564599,213,4.95,5156564587,141,41.2,5156564575,56,Center,5156564579,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710412945,537,1,2,46,10,77tfx9me4aaqhzv78bmgsy9bg,1,34.1,72.0,2024-08-18T13:09:28.849Z,2024-08-18T13:09:30Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156564741,212,36.7,5156564735,56,Back,5156564737,140,31.0,5156564745,1,,5156564743,213,4.62,5156564739,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413039,539,1,2,46,16,77tfx9me4aaqhzv78bmgsy9bg,1,41.1,15.9,2024-08-18T13:09:35.024Z,2024-08-18T13:09:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156565273,56,Back,5156565275,140,31.9,5156565281,213,2.18,5156565279,212,16.9,5156565277,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413071,540,1,2,46,19,77tfx9me4aaqhzv78bmgsy9bg,1,35.1,37.4,2024-08-18T13:09:37.569Z,2024-08-18T13:09:39Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5156565473,141,62.1,5156565475,212,17.0,5156565469,56,Back,5156565471,140,37.3,5156565477,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413129,541,1,2,46,21,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,61.4,2024-08-18T13:09:39.840Z,2024-08-18T13:09:45Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156565755,56,Back,5156565763,213,4.97,5156565759,141,25.6,5156565761,212,25.2,5156565757,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413151,542,1,2,46,26,77tfx9me4aaqhzv78bmgsy9bg,1,53.2,37.9,2024-08-18T13:09:44.977Z,2024-08-18T13:09:47Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156565881,141,61.1,5156565877,56,Back,5156565879,140,46.7,5156565883,212,17.2,5156565885,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413181,543,1,2,46,29,77tfx9me4aaqhzv78bmgsy9bg,1,52.7,49.4,2024-08-18T13:09:47.745Z,2024-08-18T13:09:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156566027,141,22.5,5156566025,140,62.8,5156566023,56,Center,5156566031,213,5.24,5156566029,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413227,544,1,2,46,31,77tfx9me4aaqhzv78bmgsy9bg,1,62.8,22.5,2024-08-18T13:09:50.017Z,2024-08-18T13:09:54Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156566305,213,2.69,5156566291,56,Back,5156566299,212,22.0,5156566295,141,36.7,5156566293,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413259,545,1,2,46,35,77tfx9me4aaqhzv78bmgsy9bg,1,52.1,36.1,2024-08-18T13:09:54.258Z,2024-08-18T13:09:56Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156566503,213,5.14,5156566497,140,58.3,5156566499,141,15.2,5156566495,56,Right,5156566501,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413303,546,1,2,46,37,77tfx9me4aaqhzv78bmgsy9bg,1,58.8,15.5,2024-08-18T13:09:55.937Z,2024-08-18T13:09:59Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156566775,213,2.46,5156566769,140,44.5,5156566773,212,19.3,5156566771,141,33.3,5156566767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413351,547,1,2,46,41,77tfx9me4aaqhzv78bmgsy9bg,1,47.3,31.8,2024-08-18T13:09:59.425Z,2024-08-18T13:10:02Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156567039,56,Center,5156567045,212,28.9,5156567043,141,71.7,5156567047,213,1.22,5156567041,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413403,548,1,2,46,44,77tfx9me4aaqhzv78bmgsy9bg,1,56.1,73.5,2024-08-18T13:10:02.834Z,2024-08-18T13:10:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156567367,141,92.9,5156567371,213,0.90,5156567369,212,16.8,5156567363,56,Left,5156567365,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413435,549,1,2,46,47,77tfx9me4aaqhzv78bmgsy9bg,1,63.9,91.2,2024-08-18T13:10:06.177Z,2024-08-18T13:10:09Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156567601,140,57.5,5156567607,213,3.92,5156567599,56,Left,5156567605,212,9.4,5156567603,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413471,550,1,2,46,50,77tfx9me4aaqhzv78bmgsy9bg,1,54.9,72.3,2024-08-18T13:10:08.930Z,2024-08-18T13:10:11Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156567803,141,57.2,5156567805,212,12.4,5156567801,140,48.2,5156567799,56,Back,5156567807,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413531,551,1,2,46,53,77tfx9me4aaqhzv78bmgsy9bg,1,53.2,57.6,2024-08-18T13:10:11.634Z,2024-08-18T13:10:15Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156568109,212,12.0,5156568111,213,1.41,5156568105,140,55.0,5156568103,56,Center,5156568107,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413549,552,1,2,46,56,77tfx9me4aaqhzv78bmgsy9bg,0,54.7,74.1,2024-08-18T13:10:14.962Z,2024-08-18T13:10:16Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156568201,213,6.20,5156568193,56,Center,5156568195,140,78.3,5156568199,212,24.9,5156568191,155,,5156568197,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413585,444,12,2,46,59,ahnt9ejgwj58ul8auzdvi3czf,1,20.3,30.3,2024-08-18T13:10:17.914Z,2024-08-18T18:47:53Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5156568427,212,13.2,5158191619,15,,5156568421,140,27.0,5156568419,56,Back,5156568431,213,5.27,5156568423,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413595,445,1,2,47,1,ahnt9ejgwj58ul8auzdvi3czf,0,27.0,13.8,2024-08-18T13:10:19.403Z,2024-08-18T13:13:14Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156568489,56,Back,5156568487,3,,5156568493,141,19.4,5156568495,212,7.4,5156568497,213,0.54,5156568491,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413627,553,44,2,47,2,77tfx9me4aaqhzv78bmgsy9bg,1,68.7,85.1,2024-08-18T13:10:20.714Z,2024-08-18T14:12:21Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156568653,56,Left,5156568655,286,,5156568787,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413617,446,44,2,47,2,ahnt9ejgwj58ul8auzdvi3czf,0,31.3,14.9,2024-08-18T13:10:20.715Z,2024-08-18T14:12:21Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5156568593,285,,5156568721,233,553,5156568591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710416149,593,1,2,47,3,77tfx9me4aaqhzv78bmgsy9bg,0,65.1,85.2,2024-08-18T13:10:21.398Z,2024-08-18T18:48:12Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5158193667,213,3.94,5156582835,56,Left,5158193661,141,83.6,5158193653,3,,5158193659,140,64.1,5158193665,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413631,447,61,2,47,3,ahnt9ejgwj58ul8auzdvi3czf,1,32.7,19.1,2024-08-18T13:10:21.851Z,2024-08-18T13:13:35Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5156568661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413637,448,5,2,47,4,ahnt9ejgwj58ul8auzdvi3czf,0,33.8,-1.6,2024-08-18T13:10:22.382Z,2024-08-18T14:11:59Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5156568699,347,,5156568697,56,Back,5156569161,233,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413707,554,5,2,47,4,77tfx9me4aaqhzv78bmgsy9bg,1,66.2,101.6,2024-08-18T13:10:22.382Z,2024-08-18T18:48:18Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156569099,56,Left,5156569101,347,,5156569107,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413757,555,1,2,47,9,77tfx9me4aaqhzv78bmgsy9bg,1,63.7,100.0,2024-08-18T13:10:27.698Z,2024-08-18T13:10:30Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156569433,140,43.5,5156569435,141,88.1,5156569441,1,,5156569429,107,,5156569439,213,3.55,5156569437,212,23.1,5156569431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413827,556,1,2,47,12,77tfx9me4aaqhzv78bmgsy9bg,1,43.7,88.1,2024-08-18T13:10:30.770Z,2024-08-18T13:10:37Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156569871,56,Back,5156569877,212,23.4,5156569879,213,4.68,5156569873,140,43.0,5156569875,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413889,557,1,2,47,19,77tfx9me4aaqhzv78bmgsy9bg,1,53.5,45.1,2024-08-18T13:10:37.315Z,2024-08-18T13:10:41Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156570285,141,62.3,5156570283,140,53.5,5156570281,56,Center,5156570287,212,11.7,5156570289,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710413963,558,1,2,47,23,77tfx9me4aaqhzv78bmgsy9bg,1,56.9,62.4,2024-08-18T13:10:41.587Z,2024-08-18T13:10:45Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156570681,140,77.1,5156570687,213,5.25,5156570689,1,,5156570677,155,,5156570683,141,10.6,5156570685,212,41.1,5156570679,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
