id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2778795727,387,1,1,38,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.3,93.2,2025-02-21T18:40:33.760Z,2025-02-21T18:40:35Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529575225,213,4.53,5529575221,141,88.3,5529575223,212,3.4,5529575219,140,75.7,5529575217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795783,388,1,1,38,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.7,87.7,2025-02-21T18:40:34.912Z,2025-02-21T18:40:37Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529575461,212,18.1,5529575457,141,67.9,5529575449,56,Center,5529575453,140,87.2,5529575463,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795827,389,1,1,38,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.2,65.2,2025-02-21T18:40:36.488Z,2025-02-21T21:31:28Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,1.0,5529575641,213,4.23,5529577929,210,15,5529575631,56,Center,5529575637,141,54.6,5529575635,140,87.6,5529577931,154,,5529575639,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795831,390,15,1,38,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,89.0,49.3,2025-02-21T18:40:38.976Z,2025-02-21T21:32:29Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529578003,146,96.5,5529575665,17,,5529577995,102,50.0,5529578001,328,,5529575667,56,Center,5529577997,103,11.4,5529577989,154,,5529578005,147,48.4,5529577987,29,,5529577225,20,5530462853,113,,,5529575663,22,,5529578047,233,358,5529577991,55,5529577985,78,,,,,,,389,,,,
2778795961,358,10,1,38,45,anga7587r1zv4ey71ge9zxol3,1,1.1,52.2,2025-02-21T18:40:39.076Z,2025-02-21T21:32:33Z,15fo180vixn0lb65fujttit3p,J. Storch,,5530463041,377,,5529578073,233,390,5529576251,182,,5529576253,56,Back,5529576891,179,,5529576887,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795863,391,15,1,38,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,90.9,60.0,2025-02-21T18:40:40.144Z,2025-02-21T21:32:46Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,5529575807,22,,5529576495,103,19,5529576497,328,,5529576539,233,356,5529576509,147,56.3,5529576499,458,,5529576507,146,94.3,5529575809,17,,5529575811,56,Center,5529576503,100,5529576093,82,,,5529576493,102,50.3,5529576511,230,100,5529576089,20,5529576513,231,51.6,5529576491,78,,,,,,,,
2778795897,356,10,1,38,46,anga7587r1zv4ey71ge9zxol3,1,4.5,44.8,2025-02-21T18:40:40.244Z,2025-02-22T03:31:43Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529575989,94,,5529575991,56,Back,5529576573,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795923,357,6,1,38,48,anga7587r1zv4ey71ge9zxol3,0,6.6,44.2,2025-02-21T18:40:42.784Z,2025-02-21T21:32:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529576107,73,,5529576105,56,Back,5529576165,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778795881,392,6,1,38,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.4,55.8,2025-02-21T18:40:42.784Z,2025-02-21T18:59:10Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,5529576137,233,357,5529575953,73,,5529575951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778796825,393,1,1,39,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,99.5,2025-02-21T18:41:32.497Z,2025-02-21T21:33:16Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529580211,2,,5529580221,140,92.3,5529580223,141,44.0,5529580213,6,,5529580219,56,Center,5529580229,1,,5529580217,223,,5529580227,213,4.51,5529580225,212,38.5,5529580215,155,5530465395,20,,,,,,,,,,,,,,,,,,,,,,,
2778796969,360,44,1,39,41,anga7587r1zv4ey71ge9zxol3,1,8.8,68.6,2025-02-21T18:41:35.959Z,2025-02-21T21:33:29Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529580869,56,Back,5529580913,233,394,5529580871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778796855,394,44,1,39,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,91.2,31.4,2025-02-21T18:41:35.960Z,2025-02-21T21:33:30Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529580919,233,360,5529580355,286,,5529580353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778796861,359,12,1,39,42,anga7587r1zv4ey71ge9zxol3,1,7.4,57.5,2025-02-21T18:41:36.479Z,2025-02-21T21:41:38Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529580377,140,10.8,5529580383,213,1.41,5529580381,212,21.9,5529580379,141,89.3,5530494703,15,,5529580375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778796975,361,83,1,39,46,anga7587r1zv4ey71ge9zxol3,0,7.9,93.0,2025-02-21T18:41:41Z,2025-02-21T21:33:47Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529581221,399,8domjmewnw5h6b19vef8w0afp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778796999,395,1,1,39,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.0,3.2,2025-02-21T18:41:41.145Z,2025-02-21T21:33:44Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529581029,141,5.2,5529581027,140,82.6,5529581025,56,Right,5529581033,213,2.99,5529581031,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797031,396,1,1,39,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.2,8.8,2025-02-21T18:41:44.992Z,2025-02-21T18:41:46Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529581135,141,11.7,5529581131,56,Right,5529581133,140,73.5,5529581139,213,2.87,5529581137,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797059,397,1,1,39,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.6,23.3,2025-02-21T18:41:46.400Z,2025-02-21T18:41:48Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529581291,212,5.4,5529581293,213,1.17,5529581285,56,Center,5529581287,140,77.6,5529581289,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797159,398,1,1,39,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.3,37.0,2025-02-21T18:41:48.432Z,2025-02-21T18:41:55Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,5529581769,213,6.03,5529581757,56,Center,5529581759,140,96.2,5529581761,141,29.1,5529581765,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797177,399,1,1,40,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,96.4,28.8,2025-02-21T18:41:54.569Z,2025-02-21T21:33:57Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529581835,140,93.8,5529581831,155,,5529581833,56,Center,5529581841,213,1.90,5529581839,212,8.3,5529581837,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797145,362,12,1,40,1,anga7587r1zv4ey71ge9zxol3,1,6.6,63.0,2025-02-21T18:41:55.168Z,2025-02-21T21:34:01Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529581799,167,,5529581697,56,Back,5529581701,141,77.6,5529581723,15,,5529581699,140,0.0,5529581703,212,12.5,5529581705,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797155,363,6,1,40,3,anga7587r1zv4ey71ge9zxol3,0,6.6,62.8,2025-02-21T18:41:57.089Z,2025-02-21T21:34:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529582125,233,400,5529582039,56,Back,5529582041,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797193,400,6,1,40,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.4,37.2,2025-02-21T18:41:57.089Z,2025-02-21T18:59:10Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529582045,56,Center,5529582077,233,363,5529582047,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797547,401,1,1,40,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,0.5,2025-02-21T18:42:11.713Z,2025-02-21T21:34:21Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529583529,155,,5529583539,212,28.0,5530470215,72,,5529583533,56,Center,5529583525,2,,5529583535,140,96.9,5529583537,141,41.5,5529583527,6,,5529583541,213,1.67,5529583531,223,,,,,,,,,,,,,,,,,,,,,,,,,
2778797575,364,12,1,40,22,anga7587r1zv4ey71ge9zxol3,1,2.6,60.6,2025-02-21T18:42:16.992Z,2025-02-21T21:34:22Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529583651,56,Back,5529583655,141,66.9,5529583653,140,7.6,5529583659,213,0.68,5529583951,15,,5529583657,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797635,365,12,1,40,23,anga7587r1zv4ey71ge9zxol3,1,12.4,71.1,2025-02-21T18:42:18.046Z,2025-02-21T21:34:23Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529583939,213,1.53,5529583927,140,12.9,5529583931,141,91.8,5529583923,56,Back,5529583935,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778802835,401,83,1,40,26,anga7587r1zv4ey71ge9zxol3,0,11.6,86.5,2025-02-21T18:42:20.065Z,2025-02-21T21:34:31Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529610661,399,d1j2a0az2datf1l2efdzne7vu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797699,402,1,1,40,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,82.8,11.1,2025-02-21T18:42:24.609Z,2025-02-21T18:42:26Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529584279,213,2.31,5529584275,141,22.2,5529584273,140,76.2,5529584277,212,10.2,5529584271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797711,403,1,1,40,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.8,22.1,2025-02-21T18:42:26.321Z,2025-02-21T18:42:26Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529584329,213,5.97,5529584327,212,4.4,5529584325,141,20.1,5529584321,56,Right,5529584323,140,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797873,366,12,1,40,34,anga7587r1zv4ey71ge9zxol3,1,14.8,77.6,2025-02-21T18:42:28.439Z,2025-02-21T18:47:36Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529585123,141,72.1,5529585121,140,43.3,5529585125,212,30.2,5529585127,213,6.16,5529585119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797795,404,1,1,40,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.8,21.0,2025-02-21T18:42:31.888Z,2025-02-21T18:42:34Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529584757,140,52.6,5529584759,141,64.2,5529584761,212,29.7,5529584763,213,1.72,5529584755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797863,405,1,1,40,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.9,64.2,2025-02-21T18:42:33.972Z,2025-02-21T18:42:37Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529585081,213,3.44,5529585077,212,29.5,5529585071,56,Back,5529585075,141,51.5,5529585073,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778797983,406,1,1,40,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.7,51.3,2025-02-21T18:42:37.825Z,2025-02-21T18:42:45Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529585671,56,Back,5529585675,140,37.1,5529585679,141,22.7,5529585681,212,21.8,5529585683,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798007,407,1,1,40,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.2,20.6,2025-02-21T18:42:42.977Z,2025-02-21T21:34:51Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529585789,141,7.1,5529585787,140,59.1,5529585793,213,5.97,5529585785,56,Right,5529585791,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798037,367,45,1,40,50,anga7587r1zv4ey71ge9zxol3,0,40.3,92.6,2025-02-21T18:42:44.937Z,2025-02-22T03:31:53Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529585961,233,408,5529585889,56,Back,5529585891,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798015,408,3,1,40,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.7,7.4,2025-02-21T18:42:44.937Z,2025-02-21T21:34:53Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529585923,233,367,5529585821,56,Right,5529585823,286,,5530472753,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798193,409,1,1,40,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.3,10.9,2025-02-21T18:42:46.481Z,2025-02-21T18:42:55Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529586593,141,8.8,5529586591,140,85.7,5529586595,212,27.8,5529586597,213,6.23,5529586589,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798237,410,1,1,41,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,85.7,8.8,2025-02-21T18:42:55.857Z,2025-02-21T18:42:58Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529586813,212,5.1,5529586807,56,Right,5529586811,141,13.8,5529586815,213,2.41,5529586809,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798289,411,1,1,41,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,86.4,14.0,2025-02-21T18:42:58.017Z,2025-02-21T18:43:01Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529587003,212,13.8,5529586997,56,Center,5529587005,213,1.33,5529586999,140,89.6,5529587001,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798393,412,1,1,41,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,95.4,31.3,2025-02-21T18:43:00.945Z,2025-02-21T18:43:04Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529587423,141,34.3,5529587425,212,2.0,5529587455,286,,5529587419,56,Center,5529587449,236,,5529587421,140,95.3,5529587451,233,368,5529587427,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798335,368,74,1,41,6,anga7587r1zv4ey71ge9zxol3,1,2.3,65.8,2025-02-21T18:43:00.946Z,2025-02-21T18:43:05Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529587475,233,412,5529587189,285,,5529587187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798365,369,6,1,41,9,anga7587r1zv4ey71ge9zxol3,0,3.4,65.6,2025-02-21T18:43:03.656Z,2025-02-21T21:35:46Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529587385,73,,5529587383,56,Back,5529587703,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798423,413,6,1,41,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,96.6,34.4,2025-02-21T18:43:03.656Z,2025-02-21T18:59:10Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529587645,56,Center,5529587647,75,,5529587649,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798839,414,1,1,41,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,0.5,2025-02-21T18:43:25.730Z,2025-02-21T21:35:49Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529589313,1,,5529589295,2,,5529589309,212,37.3,5529589303,56,Center,5529589305,140,93.2,5529589299,155,,5529589307,141,54.5,5529589311,213,1.75,5530476351,72,,5529589297,6,5529589301,223,,,,,,,,,,,,,,,,,,,,,,,
2778798855,370,12,1,41,34,anga7587r1zv4ey71ge9zxol3,1,5.8,45.4,2025-02-21T18:43:28.439Z,2025-02-21T18:43:29Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529589397,213,0.18,5529589389,56,Back,5529589391,140,23.5,5529589419,15,,5529589395,212,18.9,5529589393,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798951,415,1,1,41,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.8,51.9,2025-02-21T18:43:31.729Z,2025-02-21T18:43:36Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529589867,56,Left,5529589873,212,29.7,5529589869,140,77.4,5529589877,213,1.19,5529589871,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798991,416,1,1,41,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.1,93.0,2025-02-21T18:43:36.257Z,2025-02-21T18:43:38Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529590135,140,71.7,5529590141,212,8.8,5529590133,56,Left,5529590145,213,3.21,5529590139,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778798999,417,1,1,41,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.1,93.0,2025-02-21T18:43:38.162Z,2025-02-21T21:36:32Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529590171,2,,5529606141,286,,5530479401,224,,5529590173,155,,5530479403,72,,5529590179,141,89.9,5529606137,233,371,5529590183,213,5.35,5529590177,140,73.6,5529590175,56,5529590181,212,2.6,Left,5529606135,236,,,,,,,,,,,,,,,,,,,
2778799019,371,12,1,41,44,anga7587r1zv4ey71ge9zxol3,1,25.3,16.1,2025-02-21T18:43:38.262Z,2025-02-21T18:46:57Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529590251,56,Back,5529606109,185,,5529606165,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799047,372,5,1,41,46,anga7587r1zv4ey71ge9zxol3,0,29.0,-1.5,2025-02-21T18:43:40.838Z,2025-02-21T19:14:54Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529590385,347,,5529590383,56,Back,5529590979,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799171,418,5,1,41,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.0,101.5,2025-02-21T18:43:40.838Z,2025-02-21T19:14:54Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529590953,347,,5529590955,233,372,5529590951,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799227,419,1,1,41,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.6,100.0,2025-02-21T18:43:48.754Z,2025-02-21T18:44:49Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529591205,141,81.7,5529591209,212,13.8,5529591213,213,4.67,5529591201,140,75.1,5529591195,107,,5529591199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799233,420,1,1,41,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.3,79.0,2025-02-21T18:43:49.641Z,2025-02-21T21:41:52Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,5529591247,212,3.9,5529591249,213,2.60,5529591243,140,73.1,5529591245,141,82.0,5529591241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799261,374,1,1,41,58,anga7587r1zv4ey71ge9zxol3,1,34.3,23.4,2025-02-21T18:43:52.631Z,2025-02-21T18:43:54Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529591345,56,Back,5529591351,212,9.9,5529591347,140,26.5,5529591353,213,3.73,5529591349,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799287,375,1,1,41,59,anga7587r1zv4ey71ge9zxol3,1,24.6,15.3,2025-02-21T18:43:53.758Z,2025-02-21T21:36:55Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529591477,213,0.55,5529591469,56,Back,5529591471,140,34.8,5529591467,155,,5529591473,141,25.0,5529591475,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799289,376,1,1,42,0,anga7587r1zv4ey71ge9zxol3,0,40.7,29.1,2025-02-21T18:43:54.975Z,2025-02-21T21:42:01Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529598219,212,7.6,5529598213,3,,5529598215,140,44.0,5529598217,141,19.2,5530487247,189,,5529598221,213,5.19,5529591481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799383,422,1,1,42,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.9,82.0,2025-02-21T18:43:56.930Z,2025-02-21T18:44:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529591927,140,64.9,5529591931,212,8.4,5529591921,155,,5529591929,141,82.1,5529591925,56,Left,5529591933,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799397,423,1,1,42,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.1,81.4,2025-02-21T18:43:59.338Z,2025-02-21T21:37:03Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529592059,140,72.0,5529592063,212,11.0,5529595337,155,,5529592065,213,0.97,5529592057,56,Left,5529592061,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799445,424,1,1,42,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.4,93.8,2025-02-21T18:44:01.185Z,2025-02-21T18:44:02Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529592259,140,61.0,5529592265,213,3.24,5529592263,212,14.1,5529592257,56,Left,5529592261,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799461,425,1,1,42,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.5,91.5,2025-02-21T18:44:02.705Z,2025-02-21T18:44:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529592361,212,42.2,5529592357,140,100.0,5529592353,155,,5529592365,1,,5529592355,56,Left,5529592363,213,6.25,5529592359,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799589,377,5,1,42,9,anga7587r1zv4ey71ge9zxol3,1,-1.0,10.6,2025-02-21T18:44:03.415Z,2025-02-21T19:14:54Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529593003,346,,5529593019,233,426,5529593001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799493,426,5,1,42,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.0,89.4,2025-02-21T18:44:03.415Z,2025-02-21T19:14:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529592495,346,,5529592493,56,Left,5529593023,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799595,378,1,1,42,18,anga7587r1zv4ey71ge9zxol3,1,4.9,45.2,2025-02-21T18:44:12.870Z,2025-02-21T18:44:14Z,15fo180vixn0lb65fujttit3p,J. Storch,,5529593057,141,27.6,5529593051,124,,5529593061,213,4.99,5529593059,212,12.4,5529593055,140,8.1,5529593065,237,,5529593053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799605,379,1,1,42,19,anga7587r1zv4ey71ge9zxol3,1,8.0,27.7,2025-02-21T18:44:13.894Z,2025-02-21T18:44:14Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5529593143,141,41.0,5529593141,140,18.0,5529593147,212,13.9,5529593151,213,0.71,5529593137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799727,380,1,1,42,23,anga7587r1zv4ey71ge9zxol3,1,26.4,63.9,2025-02-21T18:44:17.574Z,2025-02-21T18:44:21Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529593765,56,Back,5529593771,212,12.4,5529593769,141,82.1,5529593773,213,1.48,5529593767,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799751,381,1,1,42,26,anga7587r1zv4ey71ge9zxol3,1,28.4,82.3,2025-02-21T18:44:20.286Z,2025-02-21T21:37:14Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529593883,212,9.2,5529593877,56,Back,5529593885,213,3.96,5529593879,140,22.4,5529593881,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778799785,382,1,1,42,27,anga7587r1zv4ey71ge9zxol3,1,22.4,72.4,2025-02-21T18:44:22.054Z,2025-02-21T18:44:25Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529594083,212,6.5,5529594077,56,Back,5529594085,213,5.59,5529594079,140,27.2,5529594081,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
