id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2727431861,773,44,2,45,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.9,53.3,2024-09-28T15:07:07.110Z,2024-09-28T19:45:57Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5249935469,56,Center,5249935473,286,,5249960005,233,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727431863,850,44,2,45,49,5rz9enoyknpg8ji78za5b82p0,0,36.1,46.7,2024-09-28T15:07:07.111Z,2024-09-28T19:41:36Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5249935479,56,Back,5249935483,285,,5249935485,233,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082469,383,1,2,45,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.2,48.3,2024-09-28T15:07:07.638Z,2024-09-28T19:41:41Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5248036075,140,61.1,5248036079,212,9.0,5248036073,56,Center,5248036077,141,59.9,5248036081,213,2.07,5248036071,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082563,385,61,2,45,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.3,78.7,2024-09-28T15:07:09.935Z,2024-09-28T19:41:48Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5248036519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082581,435,1,2,45,54,5rz9enoyknpg8ji78za5b82p0,0,13.2,17.0,2024-09-28T15:07:12.772Z,2024-09-28T19:41:56Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5248036585,141,7.8,5248036589,213,6.08,5248036579,157,,5248036583,140,41.7,5248036591,1,,5248036587,212,30.6,5248036581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082707,386,1,2,45,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.0,91.2,2024-09-28T15:07:15.374Z,2024-09-28T19:42:00Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5248037321,141,76.7,5248037317,56,Center,5248037319,140,68.9,5248037323,212,14.3,5248037325,213,5.52,5248037315,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082715,387,61,2,45,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.8,81.6,2024-09-28T15:07:16.959Z,2024-09-28T19:42:15Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5248037345,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727082791,436,1,2,46,0,5rz9enoyknpg8ji78za5b82p0,1,33.9,30.5,2024-09-28T15:07:18.875Z,2024-09-28T15:07:20Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5248037717,212,5.9,5248037711,56,Back,5248037715,141,39.2,5248037719,213,1.48,5248037713,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083121,438,1,2,46,6,5rz9enoyknpg8ji78za5b82p0,0,70.2,51.9,2024-09-28T15:07:24.395Z,2024-09-28T15:07:30Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5248039391,56,Right,5248039399,212,37.0,5248039409,1,,5248039395,140,90.4,5248039403,213,5.32,5248039397,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083261,389,1,2,46,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.1,96.3,2024-09-28T15:07:30.343Z,2024-09-28T19:42:39Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5248040177,140,44.0,5248040181,212,38.9,5248040185,1,,5248040175,56,Back,5248040179,141,77.1,5248040183,213,5.94,5248040173,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083275,390,44,2,46,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.7,85.1,2024-09-28T15:07:33.415Z,2024-09-28T19:42:40Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5248040441,233,439,5248040237,285,,5248040235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083299,439,44,2,46,15,5rz9enoyknpg8ji78za5b82p0,0,60.3,14.9,2024-09-28T15:07:33.416Z,2024-09-28T19:42:41Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5248040397,56,Right,5248040557,233,390,5248040399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083291,391,1,2,46,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,40.5,77.7,2024-09-28T15:07:33.736Z,2024-09-28T19:42:47Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5248040377,141,93.4,5248040369,3,,5248040381,213,0.46,5248040371,168,,5248040375,140,61.0,5248040373,56,Left,5248040379,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727085109,392,27,2,46,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T15:07:41.198Z,2024-09-28T15:56:04Z,,,,,5248606903,233,440,5248049353,53,54ipja7wrxji6kn8yw5uhr6ga,5248049351,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727083481,440,27,2,46,23,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-28T15:07:41.198Z,2024-09-28T15:56:04Z,,,,,5248606883,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087393,393,28,2,48,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T15:09:20.808Z,2024-09-28T15:09:22Z,,,,,5248061487,233,441,5248061411,55,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087375,441,28,2,48,2,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-28T15:09:20.808Z,2024-09-28T15:09:21Z,,,,,5248061429,233,393,5248061339,55,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087589,443,1,2,48,6,5rz9enoyknpg8ji78za5b82p0,1,41.9,13.4,2024-09-28T15:09:24.158Z,2024-09-28T15:09:27Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5248062477,213,1.88,5248062469,141,42.6,5248062473,212,20.9,5248062465,56,Back,5248062467,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087711,444,1,2,48,9,5rz9enoyknpg8ji78za5b82p0,0,44.3,43.2,2024-09-28T15:09:27.295Z,2024-09-28T15:09:30Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5248063077,141,10.6,5248063071,155,,5248063081,213,5.79,5248063075,140,83.7,5248063079,212,46.9,5248063083,1,,5248063073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087753,395,8,2,48,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.9,89.5,2024-09-28T15:09:31.220Z,2024-09-28T19:44:10Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5249950165,384,,5248063313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087851,396,61,2,48,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,34.0,94.7,2024-09-28T15:09:33.579Z,2024-09-28T16:02:35Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5248063993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087847,445,5,2,48,16,5rz9enoyknpg8ji78za5b82p0,1,75.2,-2.0,2024-09-28T15:09:33.916Z,2024-09-28T19:44:26Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5248063965,347,,5248642737,233,751,5248063963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727194643,751,5,2,48,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.8,102.0,2024-09-28T15:09:33.916Z,2024-09-28T19:44:26Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5248642705,56,Back,5248642817,233,445,5248642707,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727087991,446,1,2,48,17,5rz9enoyknpg8ji78za5b82p0,1,70.0,0.0,2024-09-28T15:09:35.526Z,2024-09-28T15:09:40Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5248064757,213,0.25,5248064747,140,87.5,5248064751,141,5.2,5248064755,212,19.0,5248064743,107,,5248064745,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088033,447,1,2,48,21,5rz9enoyknpg8ji78za5b82p0,0,94.2,6.8,2024-09-28T15:09:39.022Z,2024-09-28T19:44:38Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5248064953,140,88.8,5248064961,213,1.84,5248064955,141,37.6,5248064949,155,,5249952775,20,,5248064951,56,Center,5248064947,2,,5249952773,224,,5248064957,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088067,397,12,2,48,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.7,57.4,2024-09-28T15:09:41.155Z,2024-09-28T19:44:39Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5248065157,212,39.5,5248065151,56,Back,5248065155,141,100.0,5248065159,213,0.87,5248065273,167,,5248065153,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088089,398,5,2,48,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,37.0,101.6,2024-09-28T15:09:42.991Z,2024-09-28T15:09:45Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5248065253,347,,5248065251,56,Back,5248065663,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088101,448,5,2,48,25,5rz9enoyknpg8ji78za5b82p0,1,63.0,-1.6,2024-09-28T15:09:42.991Z,2024-09-28T16:13:14Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5248065355,56,Right,5248065457,233,398,5248065357,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088283,449,1,2,48,26,5rz9enoyknpg8ji78za5b82p0,1,62.9,0.0,2024-09-28T15:09:44.214Z,2024-09-28T15:09:48Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5248066205,107,,5248066217,141,38.2,5248066211,56,Center,5248066221,213,1.93,5248066215,140,53.3,5248066223,1,,5248066219,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088371,450,1,2,48,30,5rz9enoyknpg8ji78za5b82p0,1,54.6,44.7,2024-09-28T15:09:48.110Z,2024-09-28T15:09:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5248066687,213,1.38,5248066681,140,58.7,5248066685,212,22.4,5248066679,56,Center,5248066683,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088453,451,1,2,48,32,5rz9enoyknpg8ji78za5b82p0,1,58.3,76.5,2024-09-28T15:09:50.511Z,2024-09-28T15:09:52Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248067129,141,95.7,5248067127,140,70.1,5248067133,213,0.81,5248067131,212,18.0,5248067125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088533,452,1,2,48,34,5rz9enoyknpg8ji78za5b82p0,1,70.2,96.2,2024-09-28T15:09:52.343Z,2024-09-28T15:09:55Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5248067581,140,63.2,5248067587,213,3.36,5248067645,156,,5248067579,56,Left,5248067583,141,93.8,5248067585,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727088639,453,1,2,48,37,5rz9enoyknpg8ji78za5b82p0,1,63.4,93.5,2024-09-28T15:09:55.030Z,2024-09-28T15:09:58Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248068115,212,26.4,5248068117,213,3.95,5248068111,140,46.1,5248068113,141,65.4,5248068109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089039,454,1,2,48,40,5rz9enoyknpg8ji78za5b82p0,1,52.3,51.1,2024-09-28T15:09:58.048Z,2024-09-28T15:10:08Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5248070249,1,,5248070243,141,7.7,5248070235,56,Right,5248070247,213,5.36,5248070239,140,73.5,5248070231,155,,5248070245,212,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089073,455,1,2,48,50,5rz9enoyknpg8ji78za5b82p0,0,67.9,7.0,2024-09-28T15:10:08.335Z,2024-09-28T15:10:09Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5248070463,140,54.1,5248070461,56,Right,5248070469,213,2.84,5248070465,141,13.7,5248070467,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089383,400,3,2,48,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,74.4,59.2,2024-09-28T15:10:14.214Z,2024-09-28T19:45:23Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5248072093,56,Center,5248072283,233,456,5249956767,211,,5249957021,465,,5248072097,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089347,456,12,2,48,57,5rz9enoyknpg8ji78za5b82p0,1,19.4,42.7,2024-09-28T15:10:15.215Z,2024-09-28T19:45:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5249957509,213,5.02,5249957503,140,19.9,5249957507,212,1.7,5248071949,56,Back,5249957505,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089433,401,61,2,48,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.6,63.8,2024-09-28T15:10:16.051Z,2024-09-28T19:45:29Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5248072353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089525,402,5,2,48,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.1,49.1,2024-09-28T15:10:17.704Z,2024-09-28T16:13:14Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5248072833,56,Center,5248701647,346,,5248270641,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727089457,457,5,2,48,59,5rz9enoyknpg8ji78za5b82p0,1,-1.1,50.9,2024-09-28T15:10:17.704Z,2024-09-28T16:10:49Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5248270537,233,402,5248701607,346,,5248072539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727436807,852,1,2,49,22,5rz9enoyknpg8ji78za5b82p0,1,5.7,62.4,2024-09-28T15:10:40.555Z,2024-09-28T19:46:38Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5249962889,212,4.9,5249962891,213,4.47,5249962883,56,Back,5249963339,189,,5249962885,140,4.6,5249962881,124,,5249962887,141,55.4,5249962895,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727090609,458,43,2,49,27,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-28T15:10:45.832Z,2024-09-28T16:02:57Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248078571,6,0,5248078583,212,8.0,5248078579,140,5.4,5248078575,56,Back,5248078675,189,0,5248078581,141,49.1,5248645935,144,1,5248078585,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727090663,459,1,2,49,29,5rz9enoyknpg8ji78za5b82p0,0,7.1,46.6,2024-09-28T15:10:47.113Z,2024-09-28T19:46:49Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5249964033,157,,5248078967,141,29.7,5248078973,1,,5248078969,212,50.7,5248078963,56,Center,5248078965,140,54.1,5248078971,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727090871,403,1,2,49,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.4,78.5,2024-09-28T15:10:49.156Z,2024-09-28T19:47:04Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5248079955,212,16.7,5248079949,56,Center,5248079953,141,71.8,5249965837,1,,5248079957,213,6.01,5248079951,140,59.7,5249965825,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727090915,404,1,2,49,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.3,73.2,2024-09-28T15:10:50.684Z,2024-09-28T19:47:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5248080217,141,71.1,5248080215,140,70.4,5248080209,3,,5248080219,212,12.8,5248080221,213,6.17,5248080213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091095,460,1,2,49,34,5rz9enoyknpg8ji78za5b82p0,1,28.3,37.8,2024-09-28T15:10:51.920Z,2024-09-28T19:47:15Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5248081269,212,9.0,5248081263,140,33.2,5248081271,213,5.32,5248081265,141,27.0,5248081261,56,Back,5248081259,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091023,405,83,2,49,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.5,86.7,2024-09-28T15:10:57.348Z,2024-09-28T19:47:28Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5248081475,399,7je01bs3a4q6c2gd02ee6da3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091115,461,1,2,49,42,5rz9enoyknpg8ji78za5b82p0,1,31.4,26.3,2024-09-28T15:11:00.600Z,2024-09-28T15:11:05Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5248081371,56,Back,5248081391,212,18.1,5248081405,213,1.87,5248081379,141,51.7,5248081375,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091357,462,1,2,49,47,5rz9enoyknpg8ji78za5b82p0,1,30.4,55.3,2024-09-28T15:11:05.256Z,2024-09-28T15:11:08Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5248082633,141,87.2,5248082637,213,1.07,5248082629,140,41.7,5248082635,212,24.7,5248082623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091555,463,1,2,49,50,5rz9enoyknpg8ji78za5b82p0,1,41.7,87.2,2024-09-28T15:11:08.056Z,2024-09-28T16:13:04Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248083709,140,58.6,5248083711,141,91.5,5248083713,212,18.0,5248083707,56,Left,5248083715,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727438225,774,83,2,49,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.1,6.1,2024-09-28T15:11:10.056Z,2024-09-28T19:47:53Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5249970439,399,61sojkdsmaz9hbwaskt4rws15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091575,464,50,2,49,53,5rz9enoyknpg8ji78za5b82p0,1,61.3,78.5,2024-09-28T15:11:11.512Z,2024-09-28T19:49:04Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5249971303,286,,5249976147,233,775,5248083777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727438535,775,7,2,49,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.7,21.5,2024-09-28T15:11:11.513Z,2024-09-28T19:49:04Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5249972209,384,,5249972201,56,Back,5249976137,233,464,5249972205,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091705,406,4,2,49,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.4,26.6,2024-09-28T15:11:14.361Z,2024-09-28T19:48:22Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5248084529,13,,5248084537,286,,5248084531,56,Center,5248084563,233,465,5248702093,295,,5248084533,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091641,465,4,2,49,56,5rz9enoyknpg8ji78za5b82p0,0,45.6,73.4,2024-09-28T15:11:14.362Z,2024-09-28T19:49:03Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5248084475,295,,5248084473,13,,5248084479,152,,5248084477,56,Back,5248084621,233,406,5248084481,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727091967,407,1,2,50,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.6,30.9,2024-09-28T15:11:20.574Z,2024-09-28T19:48:40Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5248085703,212,9.3,5248085695,152,,5248085699,140,63.8,5248085705,213,0.80,5248085697,56,Center,5248085701,141,40.7,5248085691,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727092163,408,1,2,50,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.5,37.6,2024-09-28T15:11:22.757Z,2024-09-28T19:48:47Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5248086807,212,29.7,5248086801,56,Right,5248086805,141,8.0,5248086803,140,93.3,5248086809,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727092269,409,1,2,50,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.4,11.7,2024-09-28T15:11:25.326Z,2024-09-28T19:48:55Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5248095965,233,468,5248087395,212,2.1,5249975525,20,,5248095969,286,,5248087381,2,,5248087385,56,Right,5248087389,140,97.4,5249975523,224,,5248095963,236,,5248087393,141,5248087397,213,1.57,5248087383,155,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2727093441,468,12,2,50,7,5rz9enoyknpg8ji78za5b82p0,1,7.0,83.1,2024-09-28T15:11:25.426Z,2024-09-28T19:48:56Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248093571,56,Back,5248093569,185,,5248096129,233,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727092299,410,6,2,50,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.0,37.0,2024-09-28T15:11:25.937Z,2024-09-28T19:49:03Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5248091859,233,466,5248087765,75,,5248087763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727092183,466,6,2,50,8,5rz9enoyknpg8ji78za5b82p0,0,1.0,63.0,2024-09-28T15:11:25.937Z,2024-09-28T19:49:01Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5248091831,73,,5248091949,233,410,5248086889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727092583,467,43,2,50,20,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-28T15:11:38.025Z,2024-09-28T15:11:47Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5248091061,144,6,5248089045,73,0,5248089043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727093567,411,1,2,50,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.3,0.5,2024-09-28T15:11:58.735Z,2024-09-28T19:49:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5248094263,56,Center,5249976501,20,,5248094271,213,1.51,5248094255,2,,5248094259,155,,5248094267,141,48.7,5248094257,6,,5248094269,212,32.8,5248094265,140,100.0,5248094261,224,5248095255,233,469,5248094273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727093745,469,5,2,50,43,5rz9enoyknpg8ji78za5b82p0,1,-1.7000000000000002,58.3,2024-09-28T15:12:01.418Z,2024-09-28T19:50:09Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5249980531,56,Back,5249981697,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727440159,776,5,2,50,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.6,34.9,2024-09-28T15:12:02.928Z,2024-09-28T19:50:05Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5249981411,56,Center,5249981413,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
