id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2746876851,535,6,2,47,39,ahnt9ejgwj58ul8auzdvi3czf,0,0.0,60.2,2024-11-10T14:05:37.907Z,2024-11-10T17:07:30Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5356061607,56,Back,5356061713,233,494,5356061609,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746877817,495,1,2,48,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,0.5,2024-11-10T14:06:11.985Z,2024-11-10T17:07:48Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5356066811,155,,5356066809,6,,5356066823,213,1.85,5357482215,20,,5356066807,2,,5356066817,140,91.2,5356066815,56,Center,5356066821,212,31.6,5356066819,141,5357482211,224,,,,,,,,,,,,,,,45.2,,,,,,,,,,,,,,
2746877927,496,61,2,48,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,89.3,51.8,2024-11-10T14:06:14.997Z,2024-11-10T14:07:19Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356067447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878027,536,12,2,48,17,ahnt9ejgwj58ul8auzdvi3czf,1,9.5,56.3,2024-11-10T14:06:16.094Z,2024-11-10T14:06:22Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5356068053,141,75.7,5356068055,212,46.5,5356068061,213,0.29,5356068097,15,,5356068049,56,Center,5356068051,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878151,497,1,2,48,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.6,27.6,2024-11-10T14:06:23.457Z,2024-11-10T14:06:25Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5356068773,141,44.8,5356068779,213,2.54,5356068765,56,Back,5356068777,212,20.7,5356068771,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878243,498,1,2,48,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.3,41.9,2024-11-10T14:06:25.809Z,2024-11-10T14:06:29Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5356069301,157,,5356069315,1,,5356069305,140,63.7,5356069307,141,69.3,5356069303,56,Center,5356069311,213,0.42,5356069309,212,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878287,537,1,2,48,31,ahnt9ejgwj58ul8auzdvi3czf,0,29.6,18.8,2024-11-10T14:06:29.502Z,2024-11-10T14:06:30Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356069539,212,13.6,5356069533,141,26.5,5356069529,56,Back,5356069541,213,0.39,5356069531,140,41.6,5356069527,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878313,499,61,2,48,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.6,65.2,2024-11-10T14:06:31.394Z,2024-11-10T14:06:31Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5356069665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878405,538,1,2,48,33,ahnt9ejgwj58ul8auzdvi3czf,0,40.9,21.9,2024-11-10T14:06:31.744Z,2024-11-10T14:06:34Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356070129,1,,5356070123,212,4.4,5356070125,213,0.80,5356070291,236,,5356070299,286,,5356070119,140,43.8,5356070121,141,26.5,5356070115,157,,5356070295,233,5356070117,56,,,,,,,,,,,,,,,500,Back,,,,,,,,,,,,,
2746878333,500,74,2,48,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.8,64.2,2024-11-10T14:06:31.745Z,2024-11-10T14:06:34Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5356069735,285,,5356069733,56,Center,5356070349,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878527,501,1,2,48,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.6,53.1,2024-11-10T14:06:34.721Z,2024-11-10T14:06:37Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5356070785,212,14.9,5356070781,140,70.3,5356070787,213,4.76,5356070779,56,Center,5356070783,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878543,502,1,2,48,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.0,31.0,2024-11-10T14:06:37.491Z,2024-11-10T14:06:38Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5356070841,155,,5356070847,141,60.8,5356070851,213,0.82,5356070845,140,88.0,5356070843,56,Center,5356070849,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878567,539,12,2,48,40,ahnt9ejgwj58ul8auzdvi3czf,1,14.1,32.7,2024-11-10T14:06:38.831Z,2024-11-10T17:08:34Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5357487729,213,5.53,5357487723,140,22.1,5357487725,141,21.1,5356070973,56,Back,5357487727,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878777,541,1,2,48,44,ahnt9ejgwj58ul8auzdvi3czf,1,29.6,27.1,2024-11-10T14:06:42.863Z,2024-11-10T14:06:45Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356072001,56,Back,5356072005,141,33.4,5356072007,212,14.5,5356072003,140,42.8,5356072009,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878841,542,1,2,48,48,ahnt9ejgwj58ul8auzdvi3czf,1,43.7,28.9,2024-11-10T14:06:47.328Z,2024-11-10T14:06:48Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5356072413,141,15.8,5356072419,213,3.83,5356072415,212,14.0,5356072411,140,33.4,5356072409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878907,543,1,2,48,51,ahnt9ejgwj58ul8auzdvi3czf,1,33.7,15.5,2024-11-10T14:06:50.430Z,2024-11-10T14:06:51Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5356072753,141,25.9,5356072749,56,Back,5356072757,213,2.36,5356072755,212,10.0,5356072751,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746878943,544,1,2,48,52,ahnt9ejgwj58ul8auzdvi3czf,1,26.9,25.9,2024-11-10T14:06:51.375Z,2024-11-10T14:06:52Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356072903,141,41.8,5356072895,56,Back,5356072907,212,11.2,5356072899,140,24.0,5356072913,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879063,545,1,2,48,54,ahnt9ejgwj58ul8auzdvi3czf,1,24.0,41.8,2024-11-10T14:06:52.783Z,2024-11-10T14:06:57Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356073591,212,9.7,5356073589,141,48.2,5356073593,213,0.46,5356073587,140,32.3,5356073585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879263,546,1,2,48,59,ahnt9ejgwj58ul8auzdvi3czf,1,30.3,42.2,2024-11-10T14:06:57.679Z,2024-11-10T14:07:05Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5356074663,212,9.0,5356074653,56,Back,5356074657,140,27.9,5356074665,213,4.43,5356074661,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879339,547,1,2,49,6,ahnt9ejgwj58ul8auzdvi3czf,1,38.6,41.0,2024-11-10T14:07:04.943Z,2024-11-10T14:07:07Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356075113,141,46.4,5356075119,213,0.58,5356075105,56,Back,5356075109,140,43.9,5356075117,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879419,548,1,2,49,9,ahnt9ejgwj58ul8auzdvi3czf,1,43.9,46.4,2024-11-10T14:07:07.647Z,2024-11-10T14:07:10Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5356075491,56,Back,5356075497,212,12.8,5356075495,141,27.7,5356075493,140,42.6,5356075499,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879453,549,1,2,49,11,ahnt9ejgwj58ul8auzdvi3czf,1,45.3,25.9,2024-11-10T14:07:10.270Z,2024-11-10T14:07:12Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5356075689,213,5.45,5356075683,140,56.3,5356075685,141,7.3,5356075681,56,Right,5356075687,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879595,550,1,2,49,13,ahnt9ejgwj58ul8auzdvi3czf,1,59.4,7.3,2024-11-10T14:07:12.256Z,2024-11-10T14:07:16Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356076459,212,8.4,5356076453,140,61.1,5356076463,213,1.36,5356076451,56,Right,5356076455,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879707,551,1,2,49,17,ahnt9ejgwj58ul8auzdvi3czf,1,61.7,42.7,2024-11-10T14:07:16.303Z,2024-11-10T14:07:20Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356077039,213,1.53,5356077013,56,Center,5356077023,141,74.2,5356077019,140,62.6,5356077031,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879799,552,1,2,49,21,ahnt9ejgwj58ul8auzdvi3czf,1,65.1,69.0,2024-11-10T14:07:19.967Z,2024-11-10T14:07:22Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5356077489,140,53.3,5356077493,212,17.3,5356077491,141,51.3,5356077487,56,Center,5356077497,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879915,553,1,2,49,23,ahnt9ejgwj58ul8auzdvi3czf,1,55.0,42.4,2024-11-10T14:07:22.191Z,2024-11-10T14:07:25Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5356078119,140,65.0,5356078123,212,25.5,5356078117,56,Right,5356078125,213,5.14,5356078121,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746879963,554,1,2,49,26,ahnt9ejgwj58ul8auzdvi3czf,1,73.2,7.4,2024-11-10T14:07:25.407Z,2024-11-10T14:07:27Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5356078323,213,1.55,5356078315,56,Center,5356078321,212,13.1,5356078317,140,73.4,5356078319,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880099,555,2,2,49,28,ahnt9ejgwj58ul8auzdvi3czf,1,73.6,20.6,2024-11-10T14:07:26.959Z,2024-11-10T14:07:38Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356079121,56,Center,5356079023,141,25.8,5356079117,7,349g9rdismqpb1aarjp011bd,5356079021,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880517,504,1,2,49,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.0,65.1,2024-11-10T14:07:39.074Z,2024-11-10T14:07:46Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356081209,140,25.2,5356081203,241,,5356081205,56,Back,5356081215,212,13.7,5356081217,213,1.48,5356081201,5,,5356081213,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880601,505,1,2,49,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.9,92.3,2024-11-10T14:07:45.842Z,2024-11-10T14:07:48Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5356081641,141,76.3,5356081645,213,3.75,5356081639,140,23.9,5356081643,212,19.1,5356081637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880715,506,1,2,49,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.2,76.3,2024-11-10T14:07:48.450Z,2024-11-10T14:07:52Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356082177,140,24.6,5356082175,56,Back,5356082187,213,4.73,5356082179,141,33.9,5356082183,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880871,507,1,2,49,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.6,33.7,2024-11-10T14:07:51.970Z,2024-11-10T14:07:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356083011,213,5.89,5356083009,212,25.2,5356083003,56,Back,5356083005,140,46.7,5356083007,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746880897,508,1,2,49,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.0,17.9,2024-11-10T14:07:57.058Z,2024-11-10T14:07:58Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356083171,140,31.8,5356083175,212,13.8,5356083181,213,2.75,5356083169,56,Back,5356083173,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881101,509,1,2,49,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.7,25.6,2024-11-10T14:07:58.098Z,2024-11-10T14:08:04Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356084181,212,24.6,5356084185,213,1.59,5356084169,140,31.2,5356084159,56,Back,5356084175,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881187,510,1,2,50,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.3,67.5,2024-11-10T14:08:04.163Z,2024-11-10T14:08:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356084625,141,10.9,5356084621,56,Right,5356084631,1,,5356084627,212,40.8,5356084623,140,51.1,5356084619,155,,5356084629,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881275,511,1,2,50,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.3,10.9,2024-11-10T14:08:07.074Z,2024-11-10T14:08:10Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356085101,213,2.68,5356085097,141,23.0,5356085093,140,35.6,5356085099,212,18.4,5356085089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881351,512,1,2,50,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.4,25.8,2024-11-10T14:08:10.018Z,2024-11-10T14:08:12Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356085563,141,60.3,5356085559,56,Back,5356085567,213,1.99,5356085565,212,25.7,5356085561,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881429,513,1,2,50,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.6,59.6,2024-11-10T14:08:12.370Z,2024-11-10T14:08:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356085969,56,Back,5356085981,213,1.12,5356085975,141,86.9,5356085979,212,20.6,5356085973,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881491,514,1,2,50,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.2,87.1,2024-11-10T14:08:14.993Z,2024-11-10T14:08:17Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5356086261,212,8.6,5356086257,140,37.3,5356086255,56,Back,5356086259,141,74.8,5356086263,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881507,515,1,2,50,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,37.3,74.8,2024-11-10T14:08:17.202Z,2024-11-10T14:08:17Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356086373,212,20.2,5356086375,213,0.14,5356086365,155,,5356086367,56,Left,5356086371,141,79.0,5356086369,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881565,556,1,2,50,19,ahnt9ejgwj58ul8auzdvi3czf,1,45.4,25.2,2024-11-10T14:08:17.567Z,2024-11-10T14:08:19Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5356086613,56,Right,5356086621,141,16.8,5356086617,140,61.2,5356086625,212,17.5,5356086611,3,,5356086627,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881725,558,1,2,50,21,ahnt9ejgwj58ul8auzdvi3czf,1,65.7,17.6,2024-11-10T14:08:19.952Z,2024-11-10T17:10:08Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5356087519,56,Center,5356087523,141,32.2,5356087529,213,1.34,5356087527,212,10.2,5356087521,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881743,559,4,2,50,25,ahnt9ejgwj58ul8auzdvi3czf,1,75.4,47.7,2024-11-10T14:08:24.177Z,2024-11-10T14:08:50Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5356091571,295,,5356087623,286,,5356087615,13,,5356087617,56,Center,5356087683,233,516,5356087619,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881699,516,4,2,50,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.6,52.3,2024-11-10T14:08:24.178Z,2024-11-10T14:08:36Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356087391,56,Back,5356087401,285,,5356087709,233,559,5356089177,295,,5356088681,55,517,5356087395,152,,5356087385,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746881833,517,17,2,50,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T14:08:29.059Z,2024-11-10T14:08:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356088633,31,,5356088639,13,243,5356088643,55,516,5356088635,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746883513,560,13,2,51,30,ahnt9ejgwj58ul8auzdvi3czf,1,76.9,48.2,2024-11-10T14:09:29.104Z,2024-11-10T17:13:03Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5356099627,458,,5356099631,230,99.0,5356097411,26,,5357518919,121,,5356099617,102,56.5,5356099621,103,16.7,5356097415,56,Center,5356097413,18,,5356099613,83,5356099633,231,5356098663,72,,,,,,,,,,,,,,50,,,,,,,,,,,,,
2746883561,518,5,2,51,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.4,36.6,2024-11-10T14:09:34.680Z,2024-11-10T14:12:52Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356106515,233,571,5356097671,346,,5356097669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884815,571,5,2,51,36,ahnt9ejgwj58ul8auzdvi3czf,0,101.4,63.4,2024-11-10T14:09:34.680Z,2024-11-10T14:12:52Z,,,,,5356106605,233,518,5356105819,56,Center,5356105821,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884029,519,1,2,51,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.0,37.0,2024-11-10T14:09:48.802Z,2024-11-10T14:09:51Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5356100135,212,17.2,5356100143,237,,5356100137,213,5.35,5356100165,189,,5356100133,141,16.7,5356100131,140,14.8,5356100127,124,,5356100129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884115,520,1,2,51,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.9,16.5,2024-11-10T14:09:51.170Z,2024-11-10T14:09:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5356100551,141,7.4,5356100555,213,5.80,5356100547,56,Back,5356100553,212,13.2,5356100549,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884155,521,1,2,51,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.7,9.1,2024-11-10T14:09:53.714Z,2024-11-10T14:09:55Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5356100767,141,10.9,5356100765,140,36.6,5356100769,212,11.5,5356100763,56,Back,5356100771,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884215,522,1,2,51,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,36.5,11.4,2024-11-10T14:09:55.010Z,2024-11-10T17:17:10Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5356101077,212,9.2,5356101075,141,24.0,5356101071,56,Back,5356101079,213,1.93,5356101073,140,33.4,5357524389,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884221,523,43,2,51,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T14:09:55.226Z,2024-11-10T17:17:13Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5357546185,144,61,5356101105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884249,561,8,2,51,57,ahnt9ejgwj58ul8auzdvi3czf,1,70.8,92.8,2024-11-10T14:09:55.648Z,2024-11-10T17:17:23Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5357547111,385,,5356101251,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884309,563,1,2,51,58,ahnt9ejgwj58ul8auzdvi3czf,1,63.5,90.0,2024-11-10T14:09:57.375Z,2024-11-10T14:09:59Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5356101571,140,66.1,5356101587,213,5.00,5356101583,212,9.6,5356101565,56,Center,5356101579,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884337,564,1,2,52,0,ahnt9ejgwj58ul8auzdvi3czf,1,66.1,74.7,2024-11-10T14:09:59.023Z,2024-11-10T17:17:44Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5356101731,212,23.6,5356101727,141,44.3,5356101733,213,5.21,5356101717,56,Center,5356101721,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884325,524,43,2,52,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T14:09:59.682Z,2024-11-10T17:17:55Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5356102043,399,6wrch4yhbs6utcc0doguj90q,5357550727,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884387,565,1,2,52,1,ahnt9ejgwj58ul8auzdvi3czf,1,76.9,44.3,2024-11-10T14:10:00.051Z,2024-11-10T14:10:01Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5356101965,212,11.5,5356101961,141,45.5,5356101957,140,87.8,5356101967,213,0.07,5356101955,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884439,566,61,2,52,2,ahnt9ejgwj58ul8auzdvi3czf,0,87.8,45.5,2024-11-10T14:10:01.215Z,2024-11-10T17:18:13Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5356102213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747150333,958,61,2,52,3,9w3sjm5ml4sjr2v81oxzdrt8v,0,23.5,48.7,2024-11-10T14:10:02.137Z,2024-11-10T17:18:24Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5357554027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884433,525,83,2,52,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.7,32.5,2024-11-10T14:10:02.610Z,2024-11-10T14:10:10Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5356103321,399,9zhmwx3g0m6xi2oh57g4z35nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884623,567,1,2,52,6,ahnt9ejgwj58ul8auzdvi3czf,1,78.1,58.2,2024-11-10T14:10:04.917Z,2024-11-10T14:10:09Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5356103091,213,0.91,5356103087,141,67.9,5356103085,140,83.0,5356103089,212,8.4,5356103083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884641,568,1,2,52,10,ahnt9ejgwj58ul8auzdvi3czf,1,96.8,70.0,2024-11-10T14:10:09.008Z,2024-11-10T14:11:31Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,1.0,,5356103157,56,Center,5356103161,140,88.9,5356103173,213,4.31,5356104883,154,,5356103165,141,41.0,5356104881,210,13,5356103169,212,21.4,5356116943,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746884723,569,13,2,52,12,ahnt9ejgwj58ul8auzdvi3czf,1,91.2,53.2,2024-11-10T14:10:10.815Z,2024-11-10T17:23:02Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5357558545,121,,5356103571,17,,5357558547,214,,5356103573,56,Center,5356126929,328,,5356104945,84,,5356106753,72,,5356104949,29,,5356104961,103,5356104955,55,5356104953,154,5356103569,22,,5356104959,102,5356104965,231,51.6,5356104963,230,,,6.9,568,43.7,,,,,,,98.2,,,,,
